sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
TZJOISL,O,O,O,X,X,X,O,X
TZJOLIS,O,O,O,X,O,X,O,X
TZJOLSI,O,O,O,X,O,X,O,X
TZJOSIL,O,O,O,X,X,X,O,X
TZJOSLI,O,O,O,X,O,X,O,X
TZSILJO,O,O,O,X,X,O,O,X
TZSILOJ,O,O,O,X,X,O,O,X
TZSIJLO,O,O,O,X,X,X,O,X
TZSIJOL,O,O,O,X,X,X,O,X
TZSIOLJ,O,O,O,X,X,X,O,O
TZSIOJL,O,O,O,X,X,X,O,O
TZSLIJO,O,O,O,X,X,O,O,X
TZSLIOJ,O,O,O,X,X,O,O,X
TZSLJIO,O,O,O,X,X,O,O,X
TZSLJOI,O,O,O,X,X,O,O,X
TZSLOIJ,O,O,O,X,X,O,O,X
TZSLOJI,O,O,O,X,X,O,O,X
TZSJILO,O,O,O,X,X,X,O,X
TZSJIOL,O,O,O,X,X,X,O,X
TZSJLIO,O,O,O,X,X,X,O,X
TZSJLOI,O,O,O,X,X,X,O,X
TZSJOIL,O,O,O,X,X,X,O,X
TZSJOLI,O,O,O,X,X,X,O,X
TZSOILJ,O,O,O,X,X,X,O,O
TZSOIJL,O,O,O,X,X,X,O,O
TZSOLIJ,O,O,O,X,X,X,O,O
TZSOLJI,O,O,O,X,X,X,O,O
TZSOJIL,O,O,O,X,X,X,O,O
TZSOJLI,O,O,O,X,X,X,O,O
TZOILJS,O,O,O,O,X,X,O,X
TZOILSJ,O,O,O,O,X,X,O,X
TZOIJLS,O,O,O,O,X,X,O,X
TZOIJSL,O,O,O,O,X,X,O,X
TZOISLJ,O,O,O,O,X,X,O,O
TZOISJL,O,O,O,O,X,X,O,O
TZOLIJS,O,O,O,O,X,X,O,X
TZOLISJ,O,O,O,O,X,X,O,X
TZOLJIS,O,O,O,O,X,X,O,X
TZOLJSI,O,O,O,O,X,X,O,X
TZOLSIJ,O,O,O,O,X,X,O,X
TZOLSJI,O,O,O,O,X,X,O,X
TZOJILS,O,O,O,O,X,X,O,X
TZOJISL,O,O,O,O,X,X,O,X
TZOJLIS,O,O,O,O,X,X,O,X
TZOJLSI,O,O,O,O,X,X,O,X
TZOJSIL,O,O,O,O,X,X,O,X
TZOJSLI,O,O,O,O,X,X,O,X
TZOSILJ,O,O,O,O,X,X,O,O
TZOSIJL,O,O,O,O,X,X,O,O
TZOSLIJ,O,O,O,O,X,X,O,O
TZOSLJI,O,O,O,O,X,X,O,O
TZOSJIL,O,O,O,O,X,X,O,O
TZOSJLI,O,O,O,O,X,X,O,O
TOILJSZ,O,X,O,X,X,X,O,X
TOILJZS,O,O,O,X,X,X,O,X
TOILSJZ,O,X,X,X,X,X,O,X
TOILSZJ,O,X,X,O,X,X,O,O
TOILZJS,O,O,O,O,X,X,O,X
TOILZSJ,O,O,O,O,X,X,O,X
TOIJLSZ,O,X,O,X,X,X,O,X
TOIJLZS,O,O,O,X,X,X,O,X
TOIJSLZ,O,X,O,X,X,X,O,X
TOIJSZL,O,X,O,X,X,X,O,X
TOIJZLS,O,O,O,X,X,X,O,X
TOIJZSL,O,O,O,X,X,X,O,X
TOISLJZ,O,X,X,X,X,O,O,X
TOISLZJ,O,X,X,O,X,O,O,O
TOISJLZ,O,X,X,X,X,X,O,X
TOISJZL,O,X,X,X,X,X,O,X
TOISZLJ,O,X,X,O,X,X,O,O
TOISZJL,O,X,X,O,X,X,O,O
TOIZLJS,O,O,O,O,X,X,O,X
TOIZLSJ,O,O,O,O,X,X,O,X
TOIZJLS,O,O,O,O,X,X,O,X
TOIZJSL,O,O,O,O,X,X,O,X
TOIZSLJ,O,O,O,O,X,X,O,O
TOIZSJL,O,O,O,O,X,X,O,O
TOLIJSZ,O,X,O,X,O,X,O,X
TOLIJZS,O,O,O,X,O,X,O,X
TOLISJZ,O,X,X,X,X,X,O,X
TOLISZJ,O,X,X,O,X,X,O,O
TOLIZJS,O,O,O,O,X,X,O,X
TOLIZSJ,O,O,O,O,X,X,O,X
TOLJISZ,O,X,O,X,O,X,O,X
TOLJIZS,O,O,O,X,O,X,O,X
TOLJSIZ,O,X,O,X,O,X,O,X
TOLJSZI,O,X,O,X,O,X,X,X
TOLJZIS,O,O,O,X,O,X,O,X
TOLJZSI,O,O,O,X,O,X,X,X
TOLSIJZ,O,X,X,X,X,X,O,X
TOLSIZJ,O,X,X,O,X,X,O,O
TOLSJIZ,O,X,X,X,X,X,O,X
TOLSJZI,O,X,X,X,X,X,X,X
TOLSZIJ,O,X,X,O,X,X,O,O
TOLSZJI,O,X,X,O,X,X,O,O
TOLZIJS,O,O,O,O,X,X,O,X
TOLZISJ,O,O,O,O,X,X,O,X
TOLZJIS,O,O,O,O,X,X,O,X
TOLZJSI,O,O,O,O,X,X,O,X
TOLZSIJ,O,O,O,O,X,X,O,X
TOLZSJI,O,O,O,O,X,X,O,X
TOJILSZ,O,X,O,X,O,X,O,X
TOJILZS,O,O,O,X,O,X,O,X
TOJISLZ,O,X,O,X,O,X,O,X
TOJISZL,O,X,O,X,X,X,O,X
TOJIZLS,O,O,O,X,X,X,O,X
TOJIZSL,O,O,O,X,X,X,O,X
TOJLISZ,O,X,O,X,O,X,O,X
TOJLIZS,O,O,O,X,O,X,O,X
TOJLSIZ,O,X,O,X,O,X,O,X
TOJLSZI,O,X,O,X,O,X,X,X
TOJLZIS,O,O,O,X,O,X,O,X
TOJLZSI,O,O,O,X,O,X,X,X
TOJSILZ,O,X,O,X,O,X,O,X
TOJSIZL,O,X,O,X,X,X,O,X
TOJSLIZ,O,X,O,X,O,X,O,X
TOJSLZI,O,X,O,X,O,X,X,X
TOJSZIL,O,X,O,X,X,X,O,X
TOJSZLI,O,X,O,X,O,X,O,X
TOJZILS,O,O,O,X,X,X,O,X
TOJZISL,O,O,O,X,X,X,O,X
TOJZLIS,O,O,O,X,O,X,O,X
TOJZLSI,O,O,O,X,O,X,O,X
TOJZSIL,O,O,O,X,X,X,O,X
TOJZSLI,O,O,O,X,O,X,O,X
TOSILJZ,O,X,X,X,X,O,O,X
TOSILZJ,O,X,X,O,X,O,O,O
TOSIJLZ,O,X,X,X,X,X,O,X
TOSIJZL,O,X,X,X,X,X,O,X
TOSIZLJ,O,X,X,O,X,X,O,O
TOSIZJL,O,X,X,O,X,X,O,O
TOSLIJZ,O,X,X,X,X,O,O,X
TOSLIZJ,O,X,X,O,X,O,O,O
TOSLJIZ,O,X,X,X,X,O,O,X
TOSLJZI,O,X,X,X,X,O,X,X
TOSLZIJ,O,X,X,O,X,O,O,O
TOSLZJI,O,X,X,O,X,O,O,O
TOSJILZ,O,X,X,X,X,X,O,X
TOSJIZL,O,X,X,X,X,X,O,X
TOSJLIZ,O,X,X,X,X,X,O,X
TOSJLZI,O,X,X,X,X,X,X,X
TOSJZIL,O,X,X,X,X,X,O,X
TOSJZLI,O,X,X,X,X,X,O,X
TOSZILJ,O,X,X,O,X,X,O,O
TOSZIJL,O,X,X,O,X,X,O,O
TOSZLIJ,O,X,X,O,X,X,O,O
TOSZLJI,O,X,X,O,X,X,O,O
TOSZJIL,O,X,X,O,X,X,O,O
TOSZJLI,O,X,X,O,X,X,O,O
TOZILJS,O,O,O,O,X,X,O,X
TOZILSJ,O,O,O,O,X,X,O,X
TOZIJLS,O,O,O,O,X,X,O,X
TOZIJSL,O,O,O,O,X,X,O,X
TOZISLJ,O,O,O,O,X,X,O,O
TOZISJL,O,O,O,O,X,X,O,O
TOZLIJS,O,O,O,O,X,X,O,X
TOZLISJ,O,O,O,O,X,X,O,X
TOZLJIS,O,O,O,O,X,X,O,X
TOZLJSI,O,O,O,O,X,X,O,X
TOZLSIJ,O,O,O,O,X,X,O,X
TOZLSJI,O,O,O,O,X,X,O,X
TOZJILS,O,O,O,O,X,X,O,X
TOZJISL,O,O,O,O,X,X,O,X
TOZJLIS,O,O,O,O,X,X,O,X
TOZJLSI,O,O,O,O,X,X,O,X
TOZJSIL,O,O,O,O,X,X,O,X
TOZJSLI,O,O,O,O,X,X,O,X
TOZSILJ,O,O,O,O,X,X,O,O
TOZSIJL,O,O,O,O,X,X,O,O
TOZSLIJ,O,O,O,O,X,X,O,O
TOZSLJI,O,O,O,O,X,X,O,O
TOZSJIL,O,O,O,O,X,X,O,O
TOZSJLI,O,O,O,O,X,X,O,O
ITLJSZO,O,O,O,X,O,X,X,X
ITLJSOZ,X,X,O,X,O,X,X,X
ITLJZSO,O,O,O,X,O,X,O,X
ITLJZOS,O,O,O,X,O,X,O,X
ITLJOSZ,O,X,O,X,O,X,O,X
ITLJOZS,O,O,O,X,O,X,O,X
ITLSJZO,O,O,O,X,O,O,X,X
ITLSJOZ,X,X,O,X,O,O,X,X
ITLSZJO,O,O,O,X,X,O,O,X
ITLSZOJ,O,O,O,X,X,O,O,X
ITLSOJZ,O,X,X,X,X,O,X,X
ITLSOZJ,O,X,X,O,X,O,O,X
ITLZJSO,O,O,O,X,O,X,O,X
ITLZJOS,O,O,O,X,O,X,O,X
ITLZSJO,O,O,O,X,X,X,O,X
ITLZSOJ,O,O,O,X,X,X,X,X
ITLZOJS,O,O,O,O,X,X,O,X
ITLZOSJ,O,O,O,O,X,X,O,X
ITLOJSZ,O,X,O,X,O,X,O,X
ITLOJZS,O,O,O,X,O,X,O,X
ITLOSJZ,O,X,X,X,X,O,O,X
ITLOSZJ,O,X,X,O,X,O,O,X
ITLOZJS,O,O,O,O,X,X,O,X
ITLOZSJ,O,O,O,O,X,X,O,X
ITJLSZO,O,O,O,X,O,X,X,X
ITJLSOZ,X,X,O,X,O,X,X,X
ITJLZSO,O,O,O,X,O,X,O,X
ITJLZOS,O,O,O,X,O,X,O,X
ITJLOSZ,O,X,O,X,O,X,O,X
ITJLOZS,O,O,O,X,O,X,O,X
ITJSLZO,O,O,O,X,O,O,X,X
ITJSLOZ,X,X,O,X,O,O,X,X
ITJSZLO,O,O,O,X,X,X,O,X
ITJSZOL,O,O,O,X,X,X,O,X
ITJSOLZ,O,X,O,X,O,X,O,X
ITJSOZL,O,X,O,X,X,X,O,X
ITJZLSO,O,O,O,X,X,X,O,X
ITJZLOS,O,O,O,X,X,X,O,X
ITJZSLO,O,O,O,X,X,X,O,X
ITJZSOL,O,O,O,X,X,X,O,X
ITJZOLS,O,O,O,X,X,X,O,X
ITJZOSL,O,O,O,X,X,X,O,X
ITJOLSZ,O,X,O,X,O,X,O,X
ITJOLZS,O,O,O,X,O,X,O,X
ITJOSLZ,O,X,O,X,O,X,O,X
ITJOSZL,O,X,O,X,X,X,O,X
ITJOZLS,O,O,O,X,X,X,O,X
ITJOZSL,O,O,O,X,X,X,O,X
ITSLJZO,O,O,O,X,X,O,X,X
ITSLJOZ,X,X,O,X,X,O,X,X
ITSLZJO,O,O,O,X,X,O,O,X
ITSLZOJ,O,O,O,X,X,O,O,X
ITSLOJZ,O,X,X,X,X,O,X,X
ITSLOZJ,O,X,X,O,X,O,O,X
ITSJLZO,O,O,O,X,X,O,X,X
ITSJLOZ,X,X,O,X,X,O,X,X
ITSJZLO,O,O,O,X,X,X,O,X
ITSJZOL,O,O,O,X,X,X,O,X
ITSJOLZ,O,X,O,X,X,X,O,X
ITSJOZL,O,X,O,X,X,X,O,X
ITSZLJO,O,O,O,X,X,O,O,X
ITSZLOJ,O,O,O,X,X,O,O,X
ITSZJLO,O,O,O,X,X,X,O,X
ITSZJOL,O,O,O,X,X,X,O,X
ITSZOLJ,O,O,O,X,X,X,O,O
ITSZOJL,O,O,O,X,X,X,O,O
ITSOLJZ,O,X,X,X,X,O,O,X
ITSOLZJ,O,X,X,O,X,O,O,O
ITSOJLZ,O,X,X,X,X,X,O,X
ITSOJZL,O,X,X,X,X,X,O,X
ITSOZLJ,O,X,X,O,X,X,O,O
ITSOZJL,O,X,X,O,X,X,O,O
ITZLJSO,O,O,O,X,X,X,O,X
ITZLJOS,O,O,O,X,X,X,O,X
ITZLSJO,O,O,O,X,X,X,O,X
ITZLSOJ,O,O,O,X,X,X,O,X
ITZLOJS,O,O,O,O,X,X,O,X
ITZLOSJ,O,O,O,O,X,X,O,X
ITZJLSO,O,O,O,X,X,X,O,X
ITZJLOS,O,O,O,X,X,X,O,X
ITZJSLO,O,O,O,X,X,X,O,X
ITZJSOL,O,O,O,X,X,X,O,X
ITZJOLS,O,O,O,X,X,X,O,X
ITZJOSL,O,O,O,X,X,X,O,X
ITZSLJO,O,O,O,X,X,O,O,X
ITZSLOJ,O,O,O,X,X,O,O,X
ITZSJLO,O,O,O,X,X,X,O,X
ITZSJOL,O,O,O,X,X,X,O,X
ITZSOLJ,O,O,O,X,X,X,O,O
ITZSOJL,O,O,O,X,X,X,O,O
ITZOLJS,O,O,O,O,X,X,O,X
ITZOLSJ,O,O,O,O,X,X,O,X
ITZOJLS,O,O,O,O,X,X,O,X
ITZOJSL,O,O,O,O,X,X,O,X
ITZOSLJ,O,O,O,O,X,X,O,O
ITZOSJL,O,O,O,O,X,X,O,O
ITOLJSZ,O,X,O,X,X,X,O,X
ITOLJZS,O,O,O,X,X,X,O,X
ITOLSJZ,O,X,X,X,X,X,O,X
ITOLSZJ,O,X,X,O,X,X,O,O
ITOLZJS,O,O,O,O,X,X,O,X
ITOLZSJ,O,O,O,O,X,X,O,X
ITOJLSZ,O,X,O,X,X,X,O,X
ITOJLZS,O,O,O,X,X,X,O,X
ITOJSLZ,O,X,O,X,X,X,O,X
ITOJSZL,O,X,O,X,X,X,O,X
ITOJZLS,O,O,O,X,X,X,O,X
ITOJZSL,O,O,O,X,X,X,O,X
ITOSLJZ,O,X,X,X,X,O,O,X
ITOSLZJ,O,X,X,O,X,O,O,O
ITOSJLZ,O,X,X,X,X,X,O,X
ITOSJZL,O,X,X,X,X,X,O,X
ITOSZLJ,O,X,X,O,X,X,O,O
ITOSZJL,O,X,X,O,X,X,O,O
ITOZLJS,O,O,O,O,X,X,O,X
ITOZLSJ,O,O,O,O,X,X,O,X
ITOZJLS,O,O,O,O,X,X,O,X
ITOZJSL,O,O,O,O,X,X,O,X
ITOZSLJ,O,O,O,O,X,X,O,O
ITOZSJL,O,O,O,O,X,X,O,O
ILTJSZO,O,O,O,X,O,X,X,X
ILTJSOZ,X,X,O,X,O,X,X,X
ILTJZSO,O,O,O,X,O,X,O,X
ILTJZOS,O,O,O,X,O,X,O,X
ILTJOSZ,O,X,O,X,O,X,O,X
ILTJOZS,O,O,O,X,O,X,O,X
ILTSJZO,O,O,O,X,O,O,X,X
ILTSJOZ,X,X,O,X,O,O,X,X
ILTSZJO,O,O,O,X,X,O,O,X
ILTSZOJ,O,O,O,X,X,O,O,X
ILTSOJZ,O,X,X,X,X,O,X,X
ILTSOZJ,O,X,X,O,X,O,O,X
ILTZJSO,O,O,O,X,O,X,O,X
ILTZJOS,O,O,O,X,O,X,O,X
ILTZSJO,O,O,O,X,X,X,O,X
ILTZSOJ,O,O,O,X,X,X,X,X
ILTZOJS,O,O,O,O,X,X,O,X
ILTZOSJ,O,O,O,O,X,X,O,X
ILTOJSZ,O,X,O,X,O,X,O,X
ILTOJZS,O,O,O,X,O,X,O,X
ILTOSJZ,O,X,X,X,X,O,O,X
ILTOSZJ,O,X,X,O,X,O,O,X
ILTOZJS,O,O,O,O,X,X,O,X
ILTOZSJ,O,O,O,O,X,X,O,X
ILJTSZO,O,O,O,X,O,X,X,X
ILJTSOZ,X,X,O,X,O,X,X,X
ILJTZSO,O,O,O,X,O,X,X,X
ILJTZOS,O,O,O,X,O,X,X,X
ILJTOSZ,O,X,O,X,O,X,X,X
ILJTOZS,O,O,O,X,O,X,X,X
ILJSTZO,X,O,X,X,O,O,X,X
ILJSTOZ,X,X,X,X,O,O,X,X
ILJSZTO,O,O,O,X,X,X,X,X
ILJSZOT,O,O,X,X,O,X,X,X
ILJSOTZ,X,X,X,X,O,O,X,X
ILJSOZT,X,X,X,O,O,X,X,X
ILJZTSO,O,O,O,X,O,X,X,X
ILJZTOS,O,O,O,X,O,X,X,X
ILJZSTO,O,O,O,X,X,X,X,X
ILJZSOT,O,O,X,X,O,X,X,X
ILJZOTS,O,X,X,O,O,X,X,X
ILJZOST,O,O,X,O,O,X,X,X
ILJOTSZ,O,X,O,X,O,X,X,X
ILJOTZS,O,O,O,X,O,X,X,X
ILJOSTZ,O,X,X,X,O,O,X,X
ILJOSZT,O,X,X,O,O,X,X,X
ILJOZTS,O,X,X,O,O,X,X,X
ILJOZST,O,O,X,O,O,X,X,X
ILSTJZO,O,O,X,X,O,O,X,X
ILSTJOZ,X,X,X,X,O,O,X,X
ILSTZJO,O,O,X,X,X,O,O,X
ILSTZOJ,O,O,X,X,X,O,O,X
ILSTOJZ,O,X,X,X,X,O,X,X
ILSTOZJ,O,X,X,O,X,O,O,X
ILSJTZO,X,O,X,X,O,O,X,X
ILSJTOZ,X,X,X,X,O,O,X,X
ILSJZTO,O,O,O,X,X,X,X,X
ILSJZOT,O,O,X,X,O,X,X,X
ILSJOTZ,X,X,X,X,O,O,X,X
ILSJOZT,X,X,X,O,O,X,X,X
ILSZTJO,O,O,O,X,X,O,X,X
ILSZTOJ,O,O,O,X,X,O,X,X
ILSZJTO,O,O,O,X,X,X,X,X
ILSZJOT,O,O,X,X,X,X,X,X
ILSZOTJ,O,O,X,O,X,O,X,O
ILSZOJT,O,O,X,O,X,X,X,O
ILSOTJZ,O,X,X,X,X,O,X,X
ILSOTZJ,O,X,X,O,X,O,O,O
ILSOJTZ,O,X,X,X,X,O,X,X
ILSOJZT,O,X,X,O,X,X,X,O
ILSOZTJ,O,O,X,O,X,O,X,O
ILSOZJT,O,O,X,O,X,X,X,O
ILZTJSO,O,O,O,X,O,X,O,X
ILZTJOS,O,O,O,X,O,X,O,X
ILZTSJO,O,O,O,X,X,X,O,X
ILZTSOJ,O,O,O,X,X,X,O,X
ILZTOJS,O,O,O,O,X,X,O,X
ILZTOSJ,O,O,O,O,X,X,O,X
ILZJTSO,O,O,O,X,O,X,O,X
ILZJTOS,O,O,O,X,O,X,O,X
ILZJSTO,O,O,O,X,X,X,O,X
ILZJSOT,O,O,X,X,O,X,O,X
ILZJOTS,O,X,X,O,O,X,X,X
ILZJOST,O,O,X,O,O,X,X,X
ILZSTJO,O,O,O,X,X,O,O,X
ILZSTOJ,O,O,O,X,X,O,O,X
ILZSJTO,O,O,O,X,X,X,O,X
ILZSJOT,O,O,X,X,X,X,O,X
ILZSOTJ,O,O,X,O,X,O,O,O
ILZSOJT,O,O,X,O,X,X,O,O
ILZOTJS,O,O,X,O,X,X,O,X
ILZOTSJ,O,O,X,O,X,X,O,X
ILZOJTS,O,X,X,O,X,X,O,X
ILZOJST,O,O,X,O,X,X,O,X
ILZOSTJ,O,O,X,O,X,O,O,O
ILZOSJT,O,O,X,O,X,X,O,O
ILOTJSZ,O,X,X,X,O,X,O,X
ILOTJZS,O,O,X,X,O,X,O,X
ILOTSJZ,O,X,X,X,X,O,O,X
ILOTSZJ,O,X,X,O,X,O,O,O
ILOTZJS,O,O,X,O,X,X,O,X
ILOTZSJ,O,O,X,O,X,X,O,X
ILOJTSZ,O,X,X,X,O,X,O,X
ILOJTZS,O,O,X,X,O,X,O,X
ILOJSTZ,O,X,X,X,O,O,X,X
ILOJSZT,O,X,X,O,O,X,X,O
ILOJZTS,O,X,X,O,O,X,O,X
ILOJZST,O,O,X,O,O,X,O,X
ILOSTJZ,O,X,X,X,X,O,O,X
ILOSTZJ,O,X,X,O,X,O,O,O
ILOSJTZ,O,X,X,X,X,O,X,X
ILOSJZT,O,X,X,O,X,X,X,O
ILOSZTJ,O,O,X,O,X,O,O,O
ILOSZJT,O,O,X,O,X,X,O,O
ILOZTJS,O,O,X,O,X,X,O,X
ILOZTSJ,O,O,X,O,X,X,O,X
ILOZJTS,O,X,X,O,X,X,O,X
ILOZJST,O,O,X,O,X,X,O,X
ILOZSTJ,O,O,X,O,X,O,O,O
ILOZSJT,O,O,X,O,X,X,O,O
IJTLSZO,O,O,O,X,O,X,X,X
IJTLSOZ,X,X,O,X,O,X,X,X
IJTLZSO,O,O,O,X,O,X,O,X
IJTLZOS,O,O,O,X,O,X,O,X
IJTLOSZ,O,X,O,X,O,X,O,X
IJTLOZS,O,O,O,X,O,X,O,X
IJTSLZO,O,O,O,X,O,O,X,X
IJTSLOZ,X,X,O,X,O,O,X,X
IJTSZLO,O,O,O,X,X,X,O,X
IJTSZOL,O,O,O,X,X,X,O,X
IJTSOLZ,O,X,O,X,O,X,O,X
IJTSOZL,O,X,O,X,X,X,O,X
IJTZLSO,O,O,O,X,X,X,O,X
IJTZLOS,O,O,O,X,X,X,O,X
IJTZSLO,O,O,O,X,X,X,O,X
IJTZSOL,O,O,O,X,X,X,O,X
IJTZOLS,O,O,O,X,X,X,O,X
IJTZOSL,O,O,O,X,X,X,O,X
IJTOLSZ,O,X,O,X,O,X,O,X
IJTOLZS,O,O,O,X,O,X,O,X
IJTOSLZ,O,X,O,X,O,X,O,X
IJTOSZL,O,X,O,X,X,X,O,X
IJTOZLS,O,O,O,X,X,X,O,X
IJTOZSL,O,O,O,X,X,X,O,X
IJLTSZO,O,O,O,X,O,X,X,X
IJLTSOZ,X,X,O,X,O,X,X,X
IJLTZSO,O,O,O,X,O,X,X,X
IJLTZOS,O,O,O,X,O,X,X,X
IJLTOSZ,O,X,O,X,O,X,X,X
IJLTOZS,O,O,O,X,O,X,X,X
IJLSTZO,X,O,X,X,O,O,X,X
IJLSTOZ,X,X,X,X,O,O,X,X
IJLSZTO,O,O,O,X,X,X,X,X
IJLSZOT,O,O,X,X,O,X,X,X
IJLSOTZ,X,X,X,X,O,O,X,X
IJLSOZT,X,X,X,O,O,X,X,X
IJLZTSO,O,O,O,X,O,X,X,X
IJLZTOS,O,O,O,X,O,X,X,X
IJLZSTO,O,O,O,X,X,X,X,X
IJLZSOT,O,O,X,X,O,X,X,X
IJLZOTS,O,X,X,O,O,X,X,X
IJLZOST,O,O,X,O,O,X,X,X
IJLOTSZ,O,X,O,X,O,X,X,X
IJLOTZS,O,O,O,X,O,X,X,X
IJLOSTZ,O,X,X,X,O,O,X,X
IJLOSZT,O,X,X,O,O,X,X,X
IJLOZTS,O,X,X,O,O,X,X,X
IJLOZST,O,O,X,O,O,X,X,X
IJSTLZO,X,O,O,X,X,O,X,X
IJSTLOZ,X,X,O,X,X,O,X,X
IJSTZLO,X,O,O,X,X,X,O,X
IJSTZOL,X,O,O,X,X,X,O,X
IJSTOLZ,X,X,O,X,X,X,X,X
IJSTOZL,X,X,O,X,X,X,O,X
IJSLTZO,X,O,X,X,O,O,X,X
IJSLTOZ,X,X,X,X,O,O,X,X
IJSLZTO,O,O,O,X,X,X,X,X
IJSLZOT,O,O,X,X,O,X,X,X
IJSLOTZ,X,X,X,X,O,O,X,X
IJSLOZT,X,X,X,O,O,X,X,X
IJSZTLO,O,O,O,X,X,X,X,X
IJSZTOL,O,O,O,X,X,X,X,X
IJSZLTO,O,O,O,X,X,X,X,X
IJSZLOT,O,O,X,X,X,X,X,X
IJSZOTL,O,X,O,X,X,X,X,O
IJSZOLT,O,O,X,X,X,X,X,O
IJSOTLZ,X,X,O,X,X,X,X,X
IJSOTZL,X,X,O,X,X,X,O,X
IJSOLTZ,X,X,X,X,O,X,X,X
IJSOLZT,X,X,X,O,O,X,X,O
IJSOZTL,X,X,O,O,X,X,X,O
IJSOZLT,X,X,X,O,X,X,X,O
IJZTLSO,O,O,O,X,X,X,O,X
IJZTLOS,O,O,O,X,X,X,O,X
IJZTSLO,O,O,O,X,X,X,O,X
IJZTSOL,O,O,O,X,X,X,O,X
IJZTOLS,O,O,O,X,X,X,O,X
IJZTOSL,O,O,O,X,X,X,O,X
IJZLTSO,O,O,O,X,O,X,O,X
IJZLTOS,O,O,O,X,O,X,O,X
IJZLSTO,O,O,O,X,X,X,O,X
IJZLSOT,O,O,X,X,O,X,O,X
IJZLOTS,O,X,X,O,O,X,X,X
IJZLOST,O,O,X,O,O,X,X,X
IJZSTLO,O,O,O,X,X,X,O,X
IJZSTOL,O,O,O,X,X,X,O,X
IJZSLTO,O,O,O,X,X,X,O,X
IJZSLOT,O,O,X,X,X,X,O,X
IJZSOTL,O,X,O,X,X,X,O,O
IJZSOLT,O,O,X,X,X,X,O,O
IJZOTLS,O,X,O,O,X,X,O,X
IJZOTSL,O,X,O,O,X,X,O,X
IJZOLTS,O,X,X,O,O,X,O,X
IJZOLST,O,O,X,O,O,X,O,X
IJZOSTL,O,X,O,O,X,X,O,O
IJZOSLT,O,O,X,O,X,X,O,O
IJOTLSZ,O,X,O,X,O,X,O,X
IJOTLZS,O,O,O,X,O,X,O,X
IJOTSLZ,O,X,O,X,O,X,O,X
IJOTSZL,O,X,O,X,X,X,O,X
IJOTZLS,O,O,O,X,X,X,O,X
IJOTZSL,O,O,O,X,X,X,O,X
IJOLTSZ,O,X,O,X,O,X,O,X
IJOLTZS,O,O,O,X,O,X,O,X
IJOLSTZ,O,X,X,X,O,X,X,X
IJOLSZT,O,X,X,O,O,X,X,O
IJOLZTS,O,X,X,O,O,X,O,X
IJOLZST,O,O,X,O,O,X,O,X
IJOSTLZ,O,X,O,X,X,X,X,X
IJOSTZL,O,X,O,X,X,X,O,X
IJOSLTZ,O,X,X,X,O,X,X,X
IJOSLZT,O,X,X,O,O,X,X,O
IJOSZTL,O,X,O,O,X,X,X,O
IJOSZLT,O,X,X,O,X,X,X,O
IJOZTLS,O,X,O,O,X,X,O,X
IJOZTSL,O,X,O,O,X,X,O,X
IJOZLTS,O,X,X,O,O,X,O,X
IJOZLST,O,O,X,O,O,X,O,X
IJOZSTL,O,X,O,O,X,X,O,O
IJOZSLT,O,O,X,O,X,X,O,O
ISTLJZO,O,O,O,X,X,O,X,X
ISTLJOZ,X,X,O,X,X,O,X,X
ISTLZJO,O,O,O,X,X,O,O,X
ISTLZOJ,O,O,O,X,X,O,O,X
ISTLOJZ,O,X,X,X,X,O,X,X
ISTLOZJ,O,X,X,O,X,O,O,X
ISTJLZO,O,O,O,X,X,O,X,X
ISTJLOZ,X,X,O,X,X,O,X,X
ISTJZLO,O,O,O,X,X,X,O,X
ISTJZOL,O,O,O,X,X,X,O,X
ISTJOLZ,O,X,O,X,X,X,O,X
ISTJOZL,O,X,O,X,X,X,O,X
ISTZLJO,O,O,O,X,X,O,O,X
ISTZLOJ,O,O,O,X,X,O,O,X
ISTZJLO,O,O,O,X,X,X,O,X
ISTZJOL,O,O,O,X,X,X,O,X
ISTZOLJ,O,O,O,X,X,X,O,O
ISTZOJL,O,O,O,X,X,X,O,O
ISTOLJZ,O,X,X,X,X,O,O,X
ISTOLZJ,O,X,X,O,X,O,O,O
ISTOJLZ,O,X,X,X,X,X,O,X
ISTOJZL,O,X,X,X,X,X,O,X
ISTOZLJ,O,X,X,O,X,X,O,O
ISTOZJL,O,X,X,O,X,X,O,O
ISLTJZO,O,O,X,X,O,O,X,X
ISLTJOZ,X,X,X,X,O,O,X,X
ISLTZJO,O,O,X,X,X,O,O,X
