sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
ZTLIJSO,O,O,O,O,O,O,O,O,O
ZTLIJOS,O,O,O,O,O,O,O,O,O
ZTLISJO,O,O,O,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O,O,O,O
ZTLIOJS,O,O,O,O,O,O,O,O,O
ZTLIOSJ,O,O,O,O,O,O,O,O,O
ZTLJISO,O,O,O,O,O,O,O,O,O
ZTLJIOS,O,O,O,O,O,O,O,O,O
ZTLJSIO,O,O,O,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O,O,O,O
ZTLJOIS,O,O,O,O,O,O,O,O,O
ZTLJOSI,O,O,O,O,O,O,O,O,O
ZTLSIJO,O,O,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O,O,O,O
ZTLOIJS,O,O,O,O,O,O,O,O,O
ZTLOISJ,O,O,O,O,O,O,O,O,O
ZTLOJIS,O,O,O,O,O,O,O,O,O
ZTLOJSI,O,O,O,O,O,O,O,O,O
ZTLOSIJ,O,O,O,O,O,O,O,O,O
ZTLOSJI,O,O,O,O,O,O,O,O,O
ZTJILSO,O,O,O,O,O,X,O,O,O
ZTJILOS,O,O,O,O,O,X,O,O,O
ZTJISLO,O,O,O,O,X,X,O,O,O
ZTJISOL,O,O,O,O,X,X,O,O,O
ZTJIOLS,O,O,O,O,O,X,O,O,O
ZTJIOSL,O,O,O,O,X,X,O,O,O
ZTJLISO,O,O,O,O,O,O,O,O,O
ZTJLIOS,O,O,O,O,O,O,O,O,O
ZTJLSIO,O,O,O,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O,O,O,O
ZTJLOIS,O,O,O,O,O,O,O,O,O
ZTJLOSI,O,O,O,O,O,O,O,O,O
ZTJSILO,O,O,O,O,X,X,O,O,O
ZTJSIOL,O,O,O,O,X,X,O,O,O
ZTJSLIO,O,O,O,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O,O,O,O
ZTJSOIL,O,O,O,O,X,X,O,O,O
ZTJSOLI,O,O,O,O,O,O,O,O,O
ZTJOILS,O,O,O,O,O,X,O,O,O
ZTJOISL,O,O,O,O,X,X,O,O,O
ZTJOLIS,O,O,O,O,O,O,O,O,O
ZTJOLSI,O,O,O,O,O,O,O,O,O
ZTJOSIL,O,O,O,O,X,X,O,O,O
ZTJOSLI,O,O,O,O,O,O,O,O,O
ZTSILJO,O,O,O,O,X,X,O,O,O
ZTSILOJ,O,O,O,O,X,X,O,O,O
ZTSIJLO,O,O,O,O,X,X,O,O,O
ZTSIJOL,O,O,O,O,X,X,O,O,O
ZTSIOLJ,O,O,O,O,X,X,O,O,O
ZTSIOJL,O,O,O,O,X,X,O,O,O
ZTSLIJO,O,O,O,O,O,O,O,O,O
ZTSLIOJ,O,O,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O,O,O,O
ZTSLOIJ,O,O,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O,O,O,O
ZTSJILO,O,O,O,O,X,X,O,O,O
ZTSJIOL,O,O,O,O,X,X,O,O,O
ZTSJLIO,O,O,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O,O,O
ZTSJOIL,O,O,O,O,X,X,O,O,O
ZTSJOLI,O,O,O,O,O,O,O,O,O
ZTSOILJ,O,O,O,O,X,X,O,O,O
ZTSOIJL,O,O,O,O,X,X,O,O,O
ZTSOLIJ,O,O,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,X,X,O,O,O
ZTSOJLI,O,O,O,O,O,O,O,O,O
ZTOILJS,O,O,O,O,O,X,O,O,O
ZTOILSJ,O,O,O,O,O,X,O,O,O
ZTOIJLS,O,O,O,O,O,X,O,O,O
ZTOIJSL,O,O,O,O,X,X,O,O,O
ZTOISLJ,O,O,O,O,X,X,O,O,O
ZTOISJL,O,O,O,O,X,X,O,O,O
ZTOLIJS,O,O,O,O,O,O,O,O,O
ZTOLISJ,O,O,O,O,O,O,O,O,O
ZTOLJIS,O,O,O,O,O,O,O,O,O
ZTOLJSI,O,O,O,O,O,O,O,O,O
ZTOLSIJ,O,O,O,O,O,O,O,O,O
ZTOLSJI,O,O,O,O,O,O,O,O,O
ZTOJILS,O,O,O,O,O,X,O,O,O
ZTOJISL,O,O,O,O,X,X,O,O,O
ZTOJLIS,O,O,O,O,O,O,O,O,O
ZTOJLSI,O,O,O,O,O,O,O,O,O
ZTOJSIL,O,O,O,O,X,X,O,O,O
ZTOJSLI,O,O,O,O,O,O,O,O,O
ZTOSILJ,O,O,O,O,X,X,O,O,O
ZTOSIJL,O,O,O,O,X,X,O,O,O
ZTOSLIJ,O,O,O,O,O,O,O,O,O
ZTOSLJI,O,O,O,O,O,O,O,O,O
ZTOSJIL,O,O,O,O,X,X,O,O,O
ZTOSJLI,O,O,O,O,O,O,O,O,O
ZITLJSO,O,O,O,O,O,X,O,O,O
ZITLJOS,O,O,O,O,O,X,O,O,O
ZITLSJO,O,O,O,O,O,X,O,O,O
ZITLSOJ,O,O,O,O,O,X,O,O,O
ZITLOJS,O,O,O,O,O,X,O,O,O
ZITLOSJ,O,O,O,O,O,X,O,O,O
ZITJLSO,O,O,O,O,O,X,O,O,O
ZITJLOS,O,O,O,O,O,X,O,O,O
ZITJSLO,O,O,O,O,X,X,O,O,O
ZITJSOL,O,O,O,O,X,X,O,O,O
ZITJOLS,O,O,O,O,O,X,O,O,O
ZITJOSL,O,O,O,O,X,X,O,O,O
ZITSLJO,O,O,O,O,X,X,O,O,O
ZITSLOJ,O,O,O,O,X,X,O,O,O
ZITSJLO,O,O,O,O,X,X,O,O,O
ZITSJOL,O,O,O,O,X,X,O,O,O
ZITSOLJ,O,O,O,O,X,X,O,O,O
ZITSOJL,O,O,O,O,X,X,O,O,O
ZITOLJS,O,O,O,O,O,X,O,O,O
ZITOLSJ,O,O,O,O,O,X,O,O,O
ZITOJLS,O,O,O,O,O,X,O,O,O
ZITOJSL,O,O,O,O,X,X,O,O,O
ZITOSLJ,O,O,O,O,X,X,O,O,O
ZITOSJL,O,O,O,O,X,X,O,O,O
ZILTJSO,O,O,O,O,O,X,O,O,O
ZILTJOS,O,O,O,O,O,X,O,O,O
ZILTSJO,O,O,O,O,O,X,O,O,O
ZILTSOJ,O,O,O,O,O,X,O,O,O
ZILTOJS,O,O,O,O,O,X,O,O,O
ZILTOSJ,O,O,O,O,O,X,O,O,O
ZILJTSO,O,O,O,O,X,X,O,O,O
ZILJTOS,O,O,O,O,O,X,O,O,O
ZILJSTO,O,O,O,O,X,X,O,O,O
ZILJSOT,O,O,O,O,O,X,O,O,O
ZILJOTS,O,X,X,X,O,X,O,O,O
ZILJOST,O,X,X,X,O,X,O,O,O
ZILSTJO,O,O,O,O,X,X,O,O,O
ZILSTOJ,O,O,O,O,X,X,O,O,O
ZILSJTO,O,O,O,O,X,X,O,O,O
ZILSJOT,O,O,O,O,O,X,O,O,O
ZILSOTJ,O,O,O,O,X,X,O,O,O
ZILSOJT,X,O,O,O,O,X,O,O,O
ZILOTJS,O,X,X,X,O,X,O,O,O
ZILOTSJ,O,X,X,X,O,X,O,O,O
ZILOJTS,O,X,X,X,O,X,O,O,O
ZILOJST,O,X,X,X,O,X,O,O,O
ZILOSTJ,O,X,X,X,X,X,O,O,O
ZILOSJT,X,X,X,X,O,X,O,O,O
ZIJTLSO,O,O,O,X,O,X,O,O,O
ZIJTLOS,O,O,O,X,O,X,O,O,O
ZIJTSLO,O,O,O,X,X,X,O,O,O
ZIJTSOL,O,O,O,X,X,X,O,O,O
ZIJTOLS,O,O,O,X,O,X,O,O,O
ZIJTOSL,O,O,O,X,X,X,O,O,O
ZIJLTSO,O,O,O,X,X,X,O,O,O
ZIJLTOS,O,O,O,X,O,X,O,O,O
ZIJLSTO,O,O,O,X,X,X,O,O,O
ZIJLSOT,O,O,O,X,O,X,O,O,O
ZIJLOTS,O,X,X,X,O,X,O,O,O
ZIJLOST,O,X,X,X,O,X,O,O,O
ZIJSTLO,O,O,O,X,X,X,O,O,O
ZIJSTOL,O,O,O,X,X,X,O,O,O
ZIJSLTO,O,O,O,X,X,X,O,O,O
ZIJSLOT,O,O,O,X,X,X,O,O,O
ZIJSOTL,O,O,O,X,X,X,O,O,O
ZIJSOLT,O,O,O,X,X,X,O,O,O
ZIJOTLS,O,O,O,X,O,X,O,O,O
ZIJOTSL,O,O,O,X,X,X,O,O,O
ZIJOLTS,O,X,X,X,O,X,O,O,O
ZIJOLST,O,X,X,X,O,X,O,O,O
ZIJOSTL,O,O,O,X,X,X,O,O,O
ZIJOSLT,O,O,O,X,X,X,O,O,O
ZISTLJO,O,O,O,O,X,X,O,O,O
ZISTLOJ,O,O,O,O,X,X,O,O,O
ZISTJLO,O,O,O,O,X,X,O,O,O
ZISTJOL,O,O,O,O,X,X,O,O,O
ZISTOLJ,O,O,O,O,X,X,O,O,O
ZISTOJL,O,O,O,O,X,X,O,O,O
ZISLTJO,O,O,O,O,X,X,O,O,O
ZISLTOJ,O,O,O,O,X,X,O,O,O
ZISLJTO,O,O,O,O,X,X,O,O,O
ZISLJOT,O,O,O,O,X,X,O,O,O
ZISLOTJ,O,O,O,O,X,X,O,O,O
ZISLOJT,X,O,O,O,X,X,O,O,O
ZISJTLO,O,O,O,O,X,X,O,O,O
ZISJTOL,O,O,O,O,X,X,O,O,O
ZISJLTO,O,O,O,O,X,X,O,O,O
ZISJLOT,O,O,O,O,X,X,O,O,O
ZISJOTL,O,O,O,O,X,X,O,O,O
ZISJOLT,O,O,O,X,X,X,O,O,O
ZISOTLJ,O,O,O,O,X,X,O,O,O
ZISOTJL,O,O,O,O,X,X,O,O,O
ZISOLTJ,O,O,O,O,X,X,O,O,O
ZISOLJT,X,O,O,O,X,X,O,O,O
ZISOJTL,O,O,O,O,X,X,O,O,O
ZISOJLT,O,O,O,X,X,X,O,O,O
ZIOTLJS,O,O,O,X,O,X,O,O,O
ZIOTLSJ,O,O,O,X,O,X,O,O,O
ZIOTJLS,O,O,O,X,O,X,O,O,O
ZIOTJSL,O,O,O,X,X,X,O,O,O
ZIOTSLJ,O,O,O,X,X,X,O,O,O
ZIOTSJL,O,O,O,X,X,X,O,O,O
ZIOLTJS,O,X,X,X,O,X,O,O,O
ZIOLTSJ,O,X,X,X,O,X,O,O,O
ZIOLJTS,O,X,X,X,O,X,O,O,O
ZIOLJST,O,X,X,X,O,X,O,O,O
ZIOLSTJ,O,X,X,X,X,X,O,O,O
ZIOLSJT,X,X,X,X,O,X,O,O,O
ZIOJTLS,O,O,O,X,O,X,O,O,O
ZIOJTSL,O,O,O,X,X,X,O,O,O
ZIOJLTS,O,X,X,X,O,X,O,O,O
ZIOJLST,O,X,X,X,O,X,O,O,O
ZIOJSTL,O,O,O,X,X,X,O,O,O
ZIOJSLT,O,O,O,X,X,X,O,O,O
ZIOSTLJ,O,O,O,X,X,X,O,O,O
ZIOSTJL,O,O,O,X,X,X,O,O,O
ZIOSLTJ,O,O,O,X,X,X,O,O,O
ZIOSLJT,X,O,O,X,X,X,O,O,O
ZIOSJTL,O,O,O,X,X,X,O,O,O
ZIOSJLT,O,O,O,X,X,X,O,O,O
ZLTIJSO,O,O,O,O,O,O,O,O,O
ZLTIJOS,O,O,O,O,O,O,O,O,O
ZLTISJO,O,O,O,O,O,O,O,O,O
ZLTISOJ,O,O,O,O,O,O,O,O,O
ZLTIOJS,O,O,O,O,O,O,O,O,O
ZLTIOSJ,O,O,O,O,O,O,O,O,O
ZLTJISO,O,O,O,O,O,O,O,O,O
ZLTJIOS,O,O,O,O,O,O,O,O,O
ZLTJSIO,O,O,O,O,O,O,O,O,O
ZLTJSOI,O,O,O,O,O,O,O,O,O
ZLTJOIS,O,O,O,O,O,O,O,O,O
ZLTJOSI,O,O,O,O,O,O,O,O,O
ZLTSIJO,O,O,O,O,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O,O,O,O,O
ZLTSJIO,O,O,O,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O,O,O,O,O
ZLTSOJI,O,O,O,O,O,O,O,O,O
ZLTOIJS,O,O,O,O,O,O,O,O,O
ZLTOISJ,O,O,O,O,O,O,O,O,O
ZLTOJIS,O,O,O,O,O,O,O,O,O
ZLTOJSI,O,O,O,O,O,O,O,O,O
ZLTOSIJ,O,O,O,O,O,O,O,O,O
ZLTOSJI,O,O,O,O,O,O,O,O,O
ZLITJSO,O,O,O,O,O,O,O,O,O
ZLITJOS,O,O,O,O,O,O,O,O,O
ZLITSJO,O,O,O,O,O,O,O,O,O
ZLITSOJ,O,O,O,O,O,O,O,O,O
ZLITOJS,O,O,O,O,O,O,O,O,O
ZLITOSJ,O,O,O,O,O,O,O,O,O
ZLIJTSO,O,O,O,O,X,X,O,O,O
ZLIJTOS,O,O,O,O,O,X,O,O,O
ZLIJSTO,O,O,O,O,X,X,O,O,O
ZLIJSOT,O,O,O,O,O,X,O,O,O
ZLIJOTS,O,X,X,X,O,X,O,O,O
ZLIJOST,O,X,X,X,O,X,O,O,O
ZLISTJO,O,O,O,O,X,X,O,O,O
ZLISTOJ,O,O,O,O,X,X,O,O,O
ZLISJTO,O,O,O,O,X,X,O,O,O
ZLISJOT,O,O,O,O,O,X,O,O,O
ZLISOTJ,O,O,O,O,X,X,O,O,O
ZLISOJT,X,O,O,O,O,X,O,O,O
ZLIOTJS,O,X,X,X,O,O,O,O,O
ZLIOTSJ,O,X,X,X,O,O,O,O,O
ZLIOJTS,O,X,X,X,O,X,O,O,O
ZLIOJST,O,X,X,X,O,X,O,O,O
ZLIOSTJ,O,X,X,X,X,X,O,O,O
ZLIOSJT,X,X,X,X,O,X,O,O,O
ZLJTISO,O,O,O,O,O,X,O,O,O
ZLJTIOS,O,O,O,O,O,X,O,O,O
ZLJTSIO,O,O,O,O,O,X,O,O,O
ZLJTSOI,O,O,O,O,O,X,O,O,O
ZLJTOIS,O,O,O,O,O,X,O,O,O
ZLJTOSI,O,O,O,O,O,X,O,O,O
ZLJITSO,O,O,O,O,X,X,O,O,O
ZLJITOS,O,O,O,O,O,X,O,O,O
ZLJISTO,O,O,O,O,X,X,O,O,O
ZLJISOT,O,O,O,O,O,X,O,O,O
ZLJIOTS,O,X,X,X,O,X,O,O,O
ZLJIOST,O,X,X,X,O,X,O,O,O
ZLJSTIO,O,O,O,O,X,X,O,O,O
ZLJSTOI,O,O,O,O,X,X,O,O,O
ZLJSITO,O,O,O,O,X,X,O,O,O
ZLJSIOT,O,O,O,O,O,X,O,O,O
ZLJSOTI,O,O,O,O,O,X,O,O,O
ZLJSOIT,O,O,O,O,O,X,O,O,O
ZLJOTIS,O,X,X,X,O,X,O,O,O
ZLJOTSI,O,X,X,X,O,X,O,O,O
ZLJOITS,O,X,X,X,O,X,O,O,O
ZLJOIST,O,X,X,X,O,X,O,O,O
ZLJOSTI,O,X,X,X,O,X,O,O,O
ZLJOSIT,O,X,X,X,O,X,O,O,O
ZLSTIJO,O,O,O,O,O,O,O,O,O
ZLSTIOJ,O,O,O,O,O,O,O,O,O
ZLSTJIO,O,O,O,O,O,O,O,O,O
ZLSTJOI,O,O,O,O,O,O,O,O,O
ZLSTOIJ,O,O,O,O,O,O,O,O,O
ZLSTOJI,O,O,O,O,O,O,O,O,O
ZLSITJO,O,O,O,O,X,X,O,O,O
ZLSITOJ,O,O,O,O,X,X,O,O,O
ZLSIJTO,O,O,O,O,X,X,O,O,O
ZLSIJOT,O,O,O,O,O,X,O,O,O
ZLSIOTJ,O,O,O,O,X,X,O,O,O
ZLSIOJT,X,O,O,O,O,X,O,O,O
ZLSJTIO,O,O,O,O,X,X,O,O,O
ZLSJTOI,O,O,O,O,X,X,O,O,O
ZLSJITO,O,O,O,O,X,X,O,O,O
ZLSJIOT,O,O,O,O,O,X,O,O,O
ZLSJOTI,O,O,O,O,O,X,O,O,O
ZLSJOIT,O,O,O,O,O,X,O,O,O
ZLSOTIJ,O,O,O,O,O,O,O,O,O
ZLSOTJI,O,O,O,O,O,O,O,O,O
ZLSOITJ,O,O,O,O,X,X,O,O,O
ZLSOIJT,X,O,O,O,O,X,O,O,O
ZLSOJTI,X,O,O,O,O,X,O,O,O
ZLSOJIT,X,O,O,O,O,X,O,O,O
ZLOTIJS,O,X,X,X,O,O,O,O,O
ZLOTISJ,O,X,X,X,O,O,O,O,O
ZLOTJIS,O,X,X,X,O,O,O,O,O
ZLOTJSI,O,X,X,X,O,O,O,O,O
ZLOTSIJ,O,X,X,X,O,O,O,O,O
ZLOTSJI,O,X,X,X,O,O,O,O,O
ZLOITJS,O,X,X,X,O,O,O,O,O
ZLOITSJ,O,X,X,X,O,O,O,O,O
ZLOIJTS,O,X,X,X,O,X,O,O,O
ZLOIJST,O,X,X,X,O,X,O,O,O
ZLOISTJ,O,X,X,X,X,X,O,O,O
ZLOISJT,X,X,X,X,O,X,O,O,O
ZLOJTIS,O,X,X,X,O,X,O,O,O
ZLOJTSI,O,X,X,X,O,X,O,O,O
ZLOJITS,O,X,X,X,O,X,O,O,O
ZLOJIST,O,X,X,X,O,X,O,O,O
ZLOJSTI,O,X,X,X,O,X,O,O,O
ZLOJSIT,O,X,X,X,O,X,O,O,O
ZLOSTIJ,O,X,X,X,O,O,O,O,O
ZLOSTJI,O,X,X,X,O,O,O,O,O
ZLOSITJ,O,X,X,X,X,X,O,O,O
ZLOSIJT,X,X,X,X,O,X,O,O,O
ZLOSJTI,X,X,X,X,O,X,O,O,O
ZLOSJIT,X,X,X,X,O,X,O,O,O
ZJTILSO,O,O,O,X,O,X,O,O,O
ZJTILOS,O,O,O,X,O,X,O,O,O
ZJTISLO,O,O,O,X,X,X,O,O,O
ZJTISOL,O,O,O,X,X,X,O,O,O
ZJTIOLS,O,O,O,X,O,X,O,O,O
ZJTIOSL,O,O,O,X,X,X,O,O,O
ZJTLISO,O,O,O,X,O,X,O,O,O
ZJTLIOS,O,O,O,X,O,X,O,O,O
ZJTLSIO,O,O,O,X,O,X,O,O,O
ZJTLSOI,O,O,O,X,O,X,O,O,O
ZJTLOIS,O,O,O,X,O,X,O,O,O
ZJTLOSI,O,O,O,X,O,X,O,O,O
ZJTSILO,O,O,O,X,X,X,O,O,O
ZJTSIOL,O,O,O,X,X,X,O,O,O
ZJTSLIO,O,O,O,X,O,X,O,O,O
ZJTSLOI,O,O,O,X,O,X,O,O,O
ZJTSOIL,O,O,O,X,X,X,O,O,O
ZJTSOLI,O,O,O,X,O,X,O,O,O
ZJTOILS,O,O,O,X,O,X,O,O,O
ZJTOISL,O,O,O,X,X,X,O,O,O
ZJTOLIS,O,O,O,X,O,X,O,O,O
ZJTOLSI,O,O,O,X,O,X,O,O,O
ZJTOSIL,O,O,O,X,X,X,O,O,O
ZJTOSLI,O,O,O,X,O,X,O,O,O
ZJITLSO,O,O,O,X,O,X,O,O,O
ZJITLOS,O,O,O,X,O,X,O,O,O
ZJITSLO,O,O,O,X,X,X,O,O,O
ZJITSOL,O,O,O,X,X,X,O,O,O
ZJITOLS,O,O,O,X,O,X,O,O,O
ZJITOSL,O,O,O,X,X,X,O,O,O
ZJILTSO,O,O,O,X,X,X,O,O,O
ZJILTOS,O,O,O,X,O,X,O,O,O
ZJILSTO,O,O,O,X,X,X,O,O,O
ZJILSOT,O,O,O,X,O,X,O,O,O
ZJILOTS,O,X,X,X,O,X,O,O,O
ZJILOST,O,X,X,X,O,X,O,O,O
ZJISTLO,O,O,O,X,X,X,O,O,O
ZJISTOL,O,O,O,X,X,X,O,O,O
ZJISLTO,O,O,O,X,X,X,O,O,O
ZJISLOT,O,O,O,X,X,X,O,O,O
ZJISOTL,O,O,O,X,X,X,O,O,O
ZJISOLT,O,O,O,X,X,X,O,O,O
ZJIOTLS,O,O,O,X,O,X,O,O,O
ZJIOTSL,O,O,O,X,X,X,O,O,O
ZJIOLTS,O,X,X,X,O,X,O,O,O
ZJIOLST,O,X,X,X,O,X,O,O,O
ZJIOSTL,O,O,O,X,X,X,O,O,O
ZJIOSLT,O,O,O,X,X,X,O,O,O
ZJLTISO,O,O,O,X,O,X,O,O,O
ZJLTIOS,O,O,O,X,O,X,O,O,O
ZJLTSIO,O,O,O,X,O,X,O,O,O
ZJLTSOI,O,O,O,X,O,X,O,O,O
ZJLTOIS,O,O,O,X,O,X,O,O,O
ZJLTOSI,O,O,O,X,O,X,O,O,O
ZJLITSO,O,O,O,X,X,X,O,O,O
ZJLITOS,O,O,O,X,O,X,O,O,O
ZJLISTO,O,O,O,X,X,X,O,O,O
ZJLISOT,O,O,O,X,O,X,O,O,O
ZJLIOTS,O,X,X,X,O,X,O,O,O
ZJLIOST,O,X,X,X,O,X,O,O,O
ZJLSTIO,O,O,O,X,X,X,O,O,O
ZJLSTOI,O,O,O,X,X,X,O,O,O
ZJLSITO,O,O,O,X,X,X,O,O,O
ZJLSIOT,O,O,O,X,O,X,O,O,O
ZJLSOTI,O,O,O,X,O,X,O,O,O
ZJLSOIT,O,O,O,X,O,X,O,O,O
ZJLOTIS,O,X,X,X,O,X,O,O,O
ZJLOTSI,O,X,X,X,O,X,O,O,O
ZJLOITS,O,X,X,X,O,X,O,O,O
ZJLOIST,O,X,X,X,O,X,O,O,O
ZJLOSTI,O,X,X,X,O,X,O,O,O
ZJLOSIT,O,X,X,X,O,X,O,O,O
ZJSTILO,O,O,O,X,X,X,O,O,O
ZJSTIOL,O,O,O,X,X,X,O,O,O
ZJSTLIO,O,O,O,X,O,X,O,O,O
ZJSTLOI,O,O,O,X,O,X,O,O,O
ZJSTOIL,O,O,O,X,X,X,O,O,O
ZJSTOLI,O,O,O,X,O,X,O,O,O
ZJSITLO,O,O,O,X,X,X,O,O,O
ZJSITOL,O,O,O,X,X,X,O,O,O
ZJSILTO,O,O,O,X,X,X,O,O,O
ZJSILOT,O,O,O,X,X,X,O,O,O
ZJSIOTL,O,O,O,X,X,X,O,O,O
ZJSIOLT,O,O,O,X,X,X,O,O,O
ZJSLTIO,O,O,O,X,X,X,O,O,O
ZJSLTOI,O,O,O,X,X,X,O,O,O
ZJSLITO,O,O,O,X,X,X,O,O,O
ZJSLIOT,O,O,O,X,O,X,O,O,O
ZJSLOTI,O,O,O,X,O,X,O,O,O
ZJSLOIT,O,O,O,X,O,X,O,O,O
ZJSOTIL,O,O,O,X,X,X,O,O,O
ZJSOTLI,O,O,O,X,O,X,O,O,O
ZJSOITL,O,O,O,X,X,X,O,O,O
ZJSOILT,O,O,O,X,X,X,O,O,O
ZJSOLTI,O,O,O,X,O,X,O,O,O
ZJSOLIT,O,O,O,X,O,X,O,O,O
ZJOTILS,O,O,O,X,O,X,O,O,O
ZJOTISL,O,O,O,X,X,X,O,O,O
ZJOTLIS,O,O,O,X,O,X,O,O,O
ZJOTLSI,O,O,O,X,O,X,O,O,O
ZJOTSIL,O,O,O,X,X,X,O,O,O
ZJOTSLI,O,O,O,X,O,X,O,O,O
ZJOITLS,O,O,O,X,O,X,O,O,O
ZJOITSL,O,O,O,X,X,X,O,O,O
ZJOILTS,O,X,X,X,O,X,O,O,O
ZJOILST,O,X,X,X,O,X,O,O,O
ZJOISTL,O,O,O,X,X,X,O,O,O
ZJOISLT,O,O,O,X,X,X,O,O,O
ZJOLTIS,O,X,X,X,O,X,O,O,O
ZJOLTSI,O,X,X,X,O,X,O,O,O
ZJOLITS,O,X,X,X,O,X,O,O,O
ZJOLIST,O,X,X,X,O,X,O,O,O
ZJOLSTI,O,X,X,X,O,X,O,O,O
ZJOLSIT,O,X,X,X,O,X,O,O,O
ZJOSTIL,O,O,O,X,X,X,O,O,O
ZJOSTLI,O,O,O,X,O,X,O,O,O
ZJOSITL,O,O,O,X,X,X,O,O,O
ZJOSILT,O,O,O,X,X,X,O,O,O
ZJOSLTI,O,O,O,X,O,X,O,O,O
ZJOSLIT,O,O,O,X,O,X,O,O,O
ZSTILJO,O,O,O,O,X,X,O,O,O
ZSTILOJ,O,O,O,O,X,X,O,O,O
ZSTIJLO,O,O,O,O,X,X,O,O,O
ZSTIJOL,O,O,O,O,X,X,O,O,O
ZSTIOLJ,O,O,O,O,X,X,O,O,O
ZSTIOJL,O,O,O,O,X,X,O,O,O
ZSTLIJO,O,O,O,O,O,O,O,O,O
ZSTLIOJ,O,O,O,O,O,O,O,O,O
ZSTLJIO,O,O,O,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O,O,O,O,O
ZSTLOJI,O,O,O,O,O,O,O,O,O
ZSTJILO,O,O,O,O,X,X,O,O,O
ZSTJIOL,O,O,O,O,X,X,O,O,O
ZSTJLIO,O,O,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O,O,O
ZSTJOIL,O,O,O,O,X,X,O,O,O
ZSTJOLI,O,O,O,O,O,O,O,O,O
ZSTOILJ,O,O,O,O,X,X,O,O,O
ZSTOIJL,O,O,O,O,X,X,O,O,O
ZSTOLIJ,O,O,O,O,O,O,O,O,O
ZSTOLJI,O,O,O,O,O,O,O,O,O
ZSTOJIL,O,O,O,O,X,X,O,O,O
ZSTOJLI,O,O,O,O,O,O,O,O,O
ZSITLJO,O,O,O,O,X,X,O,O,O
ZSITLOJ,O,O,O,O,X,X,O,O,O
ZSITJLO,O,O,O,O,X,X,O,O,O
ZSITJOL,O,O,O,O,X,X,O,O,O
ZSITOLJ,O,O,O,O,X,X,O,O,O
ZSITOJL,O,O,O,O,X,X,O,O,O
ZSILTJO,O,O,O,O,X,X,O,O,O
ZSILTOJ,O,O,O,O,X,X,O,O,O
ZSILJTO,O,O,O,O,X,X,O,O,O
ZSILJOT,O,O,O,O,X,X,O,O,O
ZSILOTJ,O,O,O,O,X,X,O,O,O
ZSILOJT,X,O,O,O,X,X,O,O,O
ZSIJTLO,O,O,O,O,X,X,O,O,O
ZSIJTOL,O,O,O,O,X,X,O,O,O
ZSIJLTO,O,O,O,O,X,X,O,O,O
ZSIJLOT,O,O,O,O,X,X,O,O,O
ZSIJOTL,O,O,O,O,X,X,O,O,O
ZSIJOLT,O,O,O,X,X,X,O,O,O
ZSIOTLJ,O,O,O,O,X,X,O,O,O
ZSIOTJL,O,O,O,O,X,X,O,O,O
ZSIOLTJ,O,O,O,O,X,X,O,O,O
ZSIOLJT,X,O,O,O,X,X,O,O,O
ZSIOJTL,O,O,O,O,X,X,O,O,O
ZSIOJLT,O,O,O,X,X,X,O,O,O
ZSLTIJO,O,O,O,O,O,O,O,O,O
ZSLTIOJ,O,O,O,O,O,O,O,O,O
