sequence,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBidB?5jBziB3mBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSiB?TeB3mBGoBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBzdB?+jBFnB3mBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBxdB?/nB1rBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSjB?FnBToB3mBusB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB1rB?xnB/nBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFXdB5nB?6tBOtBzrBFrB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB5jB?3mBznBinBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBWnB?TjBXnBFmBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBumB?CjB/sBTtBFrB
IOTLSZJ,O,X,X,X,O,X,O,X,X,X
IOTLZJS,O,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,X,X,O,X,O,X,X,X
IOTJLSZ,O,O,X,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,X,O,X,X,X,X,X,X
IOTJSZL,O,O,X,O,X,X,X,X,X,X
IOTJZLS,O,O,X,X,X,X,X,X,X,X
IOTJZSL,O,O,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,X,O,O,X,X,O,X,X
IOTSLZJ,O,X,X,O,O,X,O,O,X,X
IOTSJLZ,O,X,X,O,O,X,X,O,X,X
IOTSJZL,O,X,X,O,O,X,X,O,X,X
IOTSZLJ,O,X,X,O,O,X,O,O,X,X
IOTSZJL,O,X,X,O,O,X,X,O,X,X
IOTZLJS,O,X,O,X,X,X,X,X,X,X
IOTZLSJ,O,X,X,X,O,X,O,X,X,X
IOTZJLS,O,O,X,X,X,X,X,X,X,X
IOTZJSL,O,O,X,O,X,X,X,X,X,X
IOTZSLJ,O,X,X,O,O,X,O,O,X,X
IOTZSJL,O,X,X,O,O,X,X,O,X,X
IOLTJSZ,X,X,O,X,X,X,X,X,X,X
IOLTJZS,X,X,O,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,O,X,X,X,X,X
IOLTSZJ,X,X,X,X,O,X,O,X,X,X
IOLTZJS,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,X,O,X,O,X,X,X
IOLJTSZ,X,X,O,X,X,X,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,O,X,X,X,O,X,X,X
IOLJZTS,X,X,O,X,X,X,X,X,X,X
IOLJZST,X,X,O,X,X,X,O,X,X,X
IOLSTJZ,X,X,X,X,X,X,X,O,X,X
IOLSTZJ,X,X,X,X,X,X,O,O,X,X
IOLSJTZ,X,X,X,X,X,X,X,O,X,X
IOLSJZT,X,X,X,X,X,X,O,O,X,X
IOLSZTJ,X,X,X,X,X,X,O,O,X,X
IOLSZJT,X,X,X,X,X,X,O,O,X,X
IOLZTJS,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,X,X,X,O,X,O,X,X,X
IOLZJTS,X,X,O,X,X,X,X,X,X,X
IOLZJST,X,X,O,X,X,X,O,X,X,X
IOLZSTJ,X,X,X,X,X,X,O,O,X,X
IOLZSJT,X,X,X,X,X,X,O,O,X,X
IOJTLSZ,O,X,X,X,X,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,O,X,X,X,X,X,X
IOJTSZL,O,X,X,O,X,X,X,X,X,X
IOJTZLS,O,O,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,O,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,X,X
IOJLSZT,X,O,X,X,X,X,O,X,X,X
IOJLZTS,X,O,X,X,X,X,X,X,X,X
IOJLZST,X,O,X,X,X,X,O,X,X,X
IOJSTLZ,O,O,X,X,X,X,X,O,X,X
IOJSTZL,O,O,X,X,X,X,X,O,X,X
IOJSLTZ,X,O,X,X,X,X,X,O,X,X
IOJSLZT,O,O,X,X,X,X,O,O,X,X
IOJSZTL,O,O,X,X,X,X,X,O,X,X
IOJSZLT,O,O,X,X,X,X,O,O,X,X
IOJZTLS,O,O,X,X,X,X,X,X,X,X
IOJZTSL,O,X,X,O,X,X,X,X,X,X
IOJZLTS,X,O,X,X,X,X,X,X,X,X
IOJZLST,X,O,X,X,X,X,O,X,X,X
IOJZSTL,O,O,X,X,X,X,X,O,X,X
IOJZSLT,O,O,X,X,X,X,O,O,X,X
IOSTLJZ,O,O,X,X,X,X,X,O,X,X
IOSTLZJ,O,O,X,X,X,X,O,O,X,X
IOSTJLZ,O,O,X,X,X,X,X,O,X,X
IOSTJZL,O,O,X,X,X,X,X,O,X,X
IOSTZLJ,O,O,X,X,X,X,O,O,X,X
IOSTZJL,O,O,X,X,X,X,X,O,X,X
IOSLTJZ,X,O,X,X,X,X,X,O,X,X
IOSLTZJ,X,O,X,X,X,X,O,O,X,X
IOSLJTZ,X,O,X,X,X,X,X,O,X,O
IOSLJZT,O,O,X,X,X,X,O,O,X,O
IOSLZTJ,X,O,X,X,X,X,O,O,X,X
IOSLZJT,O,O,X,X,X,X,O,O,X,O
IOSJTLZ,O,O,X,X,X,X,X,O,X,X
IOSJTZL,O,O,X,X,X,X,X,O,X,X
IOSJLTZ,X,O,X,X,X,X,X,O,X,O
IOSJLZT,O,O,X,X,X,X,O,O,X,O
IOSJZTL,O,O,X,X,X,X,X,O,X,X
IOSJZLT,O,O,X,X,X,X,O,O,X,O
IOSZTLJ,O,O,X,X,X,X,O,O,X,X
IOSZTJL,O,O,X,X,X,X,X,O,X,X
IOSZLTJ,X,O,X,X,X,X,O,O,X,X
IOSZLJT,O,O,X,X,X,X,O,O,X,O
IOSZJTL,O,O,X,X,X,X,X,O,X,X
IOSZJLT,O,O,X,X,X,X,O,O,X,O
IOZTLJS,O,X,O,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,O,X,O,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,O,X,X,X,X,X,X
IOZTSLJ,O,X,X,O,O,X,O,O,X,X
IOZTSJL,O,X,X,O,O,X,X,O,X,X
IOZLTJS,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,X,O,X,O,X,X,X
IOZLJTS,X,X,O,X,X,X,X,X,X,X
IOZLJST,X,X,O,X,X,X,O,X,X,X
IOZLSTJ,X,X,X,X,X,X,O,O,X,X
IOZLSJT,X,X,X,X,X,X,O,O,X,X
IOZJTLS,O,O,X,X,X,X,X,X,X,X
IOZJTSL,O,X,X,O,X,X,X,X,X,X
IOZJLTS,X,O,X,X,X,X,X,X,X,X
IOZJLST,X,O,X,X,X,X,O,X,X,X
IOZJSTL,O,O,X,X,X,X,X,O,X,X
IOZJSLT,O,O,X,X,X,X,O,O,X,X
IOZSTLJ,O,O,X,X,X,X,O,O,X,X
IOZSTJL,O,O,X,X,X,X,X,O,X,X
IOZSLTJ,X,O,X,X,X,X,O,O,X,X
IOZSLJT,O,O,X,X,X,X,O,O,X,O
IOZSJTL,O,O,X,X,X,X,X,O,X,X
IOZSJLT,O,O,X,X,X,X,O,O,X,O
LTIJSZO,X,O,O,X,X,O,X,X,X,X
LTIJSOZ,X,O,O,X,X,O,X,X,X,X
LTIJZSO,X,O,O,X,X,O,X,X,X,X
LTIJZOS,O,O,O,X,X,O,X,X,X,X
LTIJOSZ,O,O,O,X,X,O,X,X,X,X
LTIJOZS,O,O,O,X,X,O,X,X,X,X
LTISJZO,X,X,O,X,X,O,X,X,X,X
LTISJOZ,X,X,O,X,X,O,X,X,X,X
LTISZJO,X,X,O,X,X,O,X,X,X,X
LTISZOJ,X,X,X,X,X,O,X,X,X,X
LTISOJZ,X,X,X,X,X,O,X,X,X,X
LTISOZJ,X,X,X,X,X,O,X,X,X,X
LTIZJSO,X,O,O,X,X,O,X,X,X,X
LTIZJOS,O,O,O,X,X,O,X,X,X,X
LTIZSJO,X,X,O,X,X,O,X,X,X,X
LTIZSOJ,X,X,X,X,X,O,X,X,X,X
LTIZOJS,O,X,O,X,X,O,X,X,X,X
LTIZOSJ,O,X,X,X,X,O,O,X,X,X
LTIOJSZ,O,X,O,X,X,O,X,X,X,X
LTIOJZS,O,X,O,X,X,O,X,X,X,X
LTIOSJZ,O,X,X,X,X,O,X,X,X,X
LTIOSZJ,O,X,X,X,X,O,O,X,X,X
LTIOZJS,O,X,O,X,X,O,X,X,X,X
LTIOZSJ,O,X,X,X,X,O,O,X,X,X
LTJISZO,X,O,O,X,X,O,X,X,X,X
LTJISOZ,X,O,O,X,X,O,X,X,X,X
LTJIZSO,X,O,O,X,X,O,X,X,X,X
LTJIZOS,O,O,O,X,X,O,X,X,X,X
LTJIOSZ,O,O,O,X,X,O,X,X,X,X
LTJIOZS,O,O,O,X,X,O,X,X,X,X
LTJSIZO,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,X,O,O,X,X,X,X,X,X,X
LTJSZIO,X,O,O,O,X,X,X,X,X,X
LTJSZOI,X,O,O,O,X,X,X,X,X,X
LTJSOIZ,X,O,O,O,X,X,X,X,X,X
LTJSOZI,X,O,O,O,X,X,X,X,X,X
LTJZISO,X,O,O,X,X,O,X,X,X,X
LTJZIOS,O,O,O,X,X,O,X,X,X,X
LTJZSIO,X,O,O,O,X,X,X,X,X,X
LTJZSOI,X,O,O,O,X,X,X,X,X,X
LTJZOIS,O,O,O,X,X,X,X,X,X,X
LTJZOSI,O,O,O,O,X,X,X,X,O,X
LTJOISZ,O,O,O,X,X,X,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,O,X,X,X,X,O,X
LTJOSZI,O,O,O,O,X,X,X,X,O,X
LTJOZIS,O,O,O,X,X,X,X,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,O,X
LTSIJZO,X,X,O,O,X,X,X,X,X,X
LTSIJOZ,X,X,O,X,X,X,X,X,X,X
LTSIZJO,X,X,O,O,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,O,O,X,X,X,X,X,X
LTSJIOZ,X,X,O,X,X,X,X,X,X,X
LTSJZIO,X,X,O,O,X,X,X,X,X,X
LTSJZOI,X,X,O,O,X,X,X,X,X,X
LTSJOIZ,X,X,O,O,X,X,X,X,X,X
LTSJOZI,X,X,O,O,X,X,X,X,X,X
LTSZIJO,X,X,O,O,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,X,O,O,X,X,X,X,X,X
LTSZJOI,X,X,O,O,X,X,X,X,X,X
LTSZOIJ,X,X,X,O,X,X,X,X,X,X
LTSZOJI,X,X,X,O,X,X,X,X,X,X
LTSOIJZ,X,X,X,O,X,X,X,X,X,X
LTSOIZJ,X,X,X,O,X,X,X,X,X,X
LTSOJIZ,X,X,X,O,X,X,X,X,X,X
LTSOJZI,X,X,X,O,X,X,X,X,X,X
LTSOZIJ,X,X,X,O,X,X,X,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X,X
LTZIJSO,X,O,O,X,X,O,X,X,X,X
LTZIJOS,O,O,O,X,X,O,X,X,X,X
LTZISJO,X,X,O,X,X,O,X,X,X,X
LTZISOJ,X,X,X,X,X,O,X,X,X,X
LTZIOJS,O,X,O,X,X,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,O,O,X,X,X
LTZJISO,X,O,O,X,X,O,X,X,X,X
LTZJIOS,O,O,O,X,X,O,X,X,X,X
LTZJSIO,X,O,O,O,X,X,X,X,X,X
LTZJSOI,X,O,O,O,X,X,X,X,X,X
LTZJOIS,O,O,O,X,X,X,X,X,X,X
LTZJOSI,O,O,O,O,X,X,X,X,O,X
LTZSIJO,X,X,O,O,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,O,O,X,X,X,X,X,X
LTZSJOI,X,X,O,O,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,X,X,X,X,X,X
LTZSOJI,X,X,X,O,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,X,X,X,X,X
LTZOISJ,O,X,X,X,O,X,O,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,X,X
LTZOJSI,O,X,O,O,O,X,X,X,O,X
LTZOSIJ,O,X,X,O,O,X,X,X,X,X
LTZOSJI,O,X,X,O,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,X,X,O,X,X,X,X,X
LTOISZJ,O,X,X,X,O,X,O,X,X,X
LTOIZJS,O,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,O,X,O,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,X,X
LTOJIZS,O,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,O,O,X,X,X,O,X
LTOJSZI,O,X,O,O,O,X,X,X,O,X
LTOJZIS,O,X,O,X,X,X,X,X,X,X
LTOJZSI,O,X,O,O,O,X,X,X,O,X
LTOSIJZ,O,X,X,O,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,O,X,X,X,X,X
LTOSJIZ,O,X,X,O,O,X,X,X,X,X
LTOSJZI,O,X,X,O,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,O,X,X,X,X,X
LTOSZJI,O,X,X,O,O,X,X,X,X,X
LTOZIJS,O,X,O,X,X,X,X,X,X,X
LTOZISJ,O,X,X,X,O,X,O,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,X,X
LTOZJSI,O,X,O,O,O,X,X,X,O,X
LTOZSIJ,O,X,X,O,O,X,X,X,X,X
LTOZSJI,O,X,X,O,O,X,X,X,X,X
LITJSZO,X,O,O,X,X,X,X,X,X,X
LITJSOZ,X,O,O,X,X,X,X,X,X,X
LITJZSO,X,O,O,X,X,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,X,X,X
LITJOSZ,O,O,O,X,X,X,X,X,X,X
LITJOZS,O,O,O,X,X,X,X,X,X,X
LITSJZO,X,X,O,X,X,X,X,X,X,X
LITSJOZ,X,X,O,X,X,X,X,X,X,X
LITSZJO,X,X,O,X,X,X,X,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,X,X,X,X,X
LITZJOS,O,O,O,X,X,X,X,X,X,X
LITZSJO,X,X,O,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,O,X,X,X,X,X,X,X
LITZOSJ,O,X,X,X,X,X,O,X,X,X
LITOJSZ,O,X,O,X,X,X,X,X,X,X
LITOJZS,O,X,O,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,O,X,X,X
LITOZJS,O,X,O,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,O,X,X,X
LIJTSZO,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,X,X,X
LIJTZOS,O,O,O,X,X,X,X,X,X,X
LIJTOSZ,O,X,O,X,X,X,X,X,X,X
LIJTOZS,O,O,O,X,X,X,X,X,X,X
LIJSTZO,O,O,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,X,X,X,X,X
LIJSZTO,O,O,O,X,X,X,X,X,X,X
LIJSZOT,O,O,O,X,X,X,X,O,X,X
LIJSOTZ,X,O,X,X,X,X,X,O,X,X
LIJSOZT,O,O,O,X,X,X,X,O,X,X
LIJZTSO,X,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X
LIJZSTO,O,O,O,X,X,X,X,X,X,X
LIJZSOT,O,O,O,X,X,X,X,O,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,X,X,O,X,O,X
LIJOTSZ,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,O,O,X,X,X,O,X,O,X
LIJOZTS,X,O,O,X,X,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,O,X,O,X
LISTJZO,O,O,O,X,X,X,X,X,X,X
LISTJOZ,O,O,O,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X,X,X
LISJTZO,O,O,O,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,O,X,X
LISJOTZ,X,O,X,X,X,X,X,O,X,X
LISJOZT,O,O,O,X,X,X,X,O,X,X
LISZTJO,O,O,O,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,O,X,X
LISZOTJ,X,O,X,X,X,X,O,O,X,X
LISZOJT,O,O,X,X,X,X,O,O,X,X
LISOTJZ,X,O,X,X,X,X,X,O,X,X
LISOTZJ,X,O,X,X,X,X,O,O,X,X
LISOJTZ,X,O,X,X,X,X,X,O,X,X
LISOJZT,O,O,X,X,X,X,O,O,X,X
LISOZTJ,X,O,X,X,X,X,O,O,X,X
LISOZJT,O,O,X,X,X,X,O,O,X,X
LIZTJSO,X,O,O,X,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X,X,X,X
LIZTSJO,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,O,X,X,X
LIZJTSO,X,X,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,X
LIZJSTO,O,O,O,X,X,X,X,X,X,X
LIZJSOT,O,O,O,X,X,X,X,O,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,O,X,O,X
LIZSTJO,O,O,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,X,X,O,X,X
LIZSOTJ,X,O,X,X,X,X,O,O,X,X
LIZSOJT,O,O,X,X,X,X,O,O,X,X
LIZOTJS,X,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,O,X,X,X
LIZOJTS,X,X,O,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,O,X,O,X
LIZOSTJ,X,X,X,X,X,X,O,O,X,X
LIZOSJT,X,X,X,X,X,X,O,O,X,X
LIOTJSZ,X,X,O,X,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,X
LIOTZJS,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,O,X
LIOJSZT,X,X,O,X,X,X,O,X,O,X
LIOJZTS,X,X,O,X,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,O,X
LIOSTJZ,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,X,O,O,X,X
LIOSJTZ,X,X,X,X,X,X,X,O,X,X
LIOSJZT,X,X,X,X,X,X,O,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,O,X,X
LIOSZJT,X,X,X,X,X,X,O,O,X,X
LIOZTJS,X,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,X,X,X
LIOZJTS,X,X,O,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,O,X,O,X
LIOZSTJ,X,X,X,X,X,X,O,O,X,X
LIOZSJT,X,X,X,X,X,X,O,O,X,X
LJTISZO,X,O,O,X,X,O,X,X,X,X
LJTISOZ,X,O,O,X,X,O,X,X,X,X
LJTIZSO,X,O,O,X,X,O,X,X,X,X
LJTIZOS,O,O,O,X,X,O,X,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,X,X
LJTSIZO,X,O,O,O,X,X,X,X,X,X
LJTSIOZ,X,O,O,X,X,X,X,X,X,X
LJTSZIO,X,O,O,O,X,X,X,X,X,X
LJTSZOI,X,O,O,O,X,X,X,X,X,X
LJTSOIZ,X,O,O,O,X,X,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X,X,X
LJTZISO,X,O,O,X,X,O,X,X,X,X
LJTZIOS,O,O,O,X,X,O,X,X,X,X
LJTZSIO,X,O,O,O,X,X,X,X,X,X
LJTZSOI,X,O,O,O,X,X,X,X,X,X
LJTZOIS,O,O,O,X,X,X,X,X,X,X
LJTZOSI,O,O,O,O,X,X,X,X,O,X
LJTOISZ,O,O,O,X,X,X,X,X,X,X
LJTOIZS,O,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,X,X,O,X
LJTOSZI,O,O,O,O,X,X,X,X,O,X
LJTOZIS,O,O,O,X,X,X,X,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X,O,X
LJITSZO,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,X,X,X,X
LJITZOS,O,O,O,X,X,X,X,X,X,X
LJITOSZ,O,X,O,X,X,X,X,X,X,X
LJITOZS,O,O,O,X,X,X,X,X,X,X
LJISTZO,O,O,O,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,X,X
LJISZOT,O,O,O,X,X,X,X,O,X,X
LJISOTZ,X,O,X,X,X,X,X,O,X,X
LJISOZT,O,O,O,X,X,X,X,O,X,X
LJIZTSO,X,X,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X,X,X
LJIZSOT,O,O,O,X,X,X,X,O,X,X
LJIZOTS,X,O,O,X,X,X,X,X,X,X
LJIZOST,X,O,O,X,X,X,O,X,O,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X
LJIOSZT,X,O,O,X,X,X,O,X,O,X
LJIOZTS,X,O,O,X,X,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,O,X,O,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,X,X,X,X,X,X,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,O
LJSTOIZ,O,O,O,X,X,X,X,X,X,X
LJSTOZI,O,O,O,X,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,O,X,O
LJSIOTZ,X,O,X,X,X,X,X,O,X,X
LJSIOZT,O,O,O,X,X,X,X,O,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,O
LJSZITO,O,O,O,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,O,X,O
LJSZOTI,X,O,O,X,X,X,X,X,O,O
LJSZOIT,O,O,O,X,X,X,X,O,O,O
LJSOTIZ,X,O,O,X,X,X,X,X,O,O
LJSOTZI,X,O,O,X,X,X,X,X,O,O
LJSOITZ,X,O,X,X,X,X,X,O,O,O
LJSOIZT,O,O,O,X,X,X,X,O,O,O
LJSOZTI,X,O,O,X,X,X,X,X,O,O
LJSOZIT,O,O,O,X,X,X,X,O,O,O
LJZTISO,X,O,O,X,X,O,X,X,X,X
LJZTIOS,O,O,O,X,X,O,X,X,X,X
LJZTSIO,X,O,O,O,X,X,X,X,X,X
LJZTSOI,X,O,O,O,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,X,X
LJZTOSI,O,O,O,O,X,X,X,X,O,X
LJZITSO,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,X,X,O,X,X
LJZIOTS,X,O,O,X,X,X,X,X,X,X
LJZIOST,X,O,O,X,X,X,O,X,O,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,O
LJZSITO,O,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X,O,X,O
LJZSOTI,X,O,O,X,X,X,X,X,O,O
LJZSOIT,O,O,O,X,X,X,X,O,O,O
LJZOTIS,X,O,O,X,X,X,X,X,X,X
LJZOTSI,X,O,O,O,X,X,X,X,O,X
LJZOITS,X,O,O,X,X,X,X,X,X,X
LJZOIST,X,O,O,X,X,X,O,X,O,X
LJZOSTI,X,O,O,X,X,X,X,X,O,X
LJZOSIT,X,O,O,X,X,X,X,X,O,X
LJOTISZ,X,O,O,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,O,X,X,X,X,O,X
LJOTSZI,X,O,O,O,X,X,X,X,O,X
LJOTZIS,X,O,O,X,X,X,X,X,X,X
LJOTZSI,X,O,O,O,X,X,X,X,O,X
LJOITSZ,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,O,X
LJOISZT,X,O,O,X,X,X,O,X,O,X
LJOIZTS,X,O,O,X,X,X,X,X,X,X
LJOIZST,X,O,O,X,X,X,O,X,O,X
LJOSTIZ,X,O,O,X,X,X,X,X,O,X
LJOSTZI,X,O,O,X,X,X,X,X,O,X
LJOSITZ,X,O,X,X,X,X,X,X,O,X
LJOSIZT,X,O,O,X,X,X,X,X,O,X
LJOSZTI,X,O,O,X,X,X,X,X,O,X
LJOSZIT,X,O,O,X,X,X,X,X,O,X
LJOZTIS,X,O,O,X,X,X,X,X,X,X
LJOZTSI,X,O,O,O,X,X,X,X,O,X
LJOZITS,X,O,O,X,X,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,O,X,O,X
LJOZSTI,X,O,O,X,X,X,X,X,O,X
LJOZSIT,X,O,O,X,X,X,X,X,O,X
