sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
JSLIZTO,O,X,X,O,O,X,X,X,X
JSLIZOT,O,X,X,O,O,X,X,X,X
JSLIOTZ,O,X,X,O,X,X,X,X,X
JSLIOZT,O,X,X,O,O,O,X,X,X
JSLZTIO,O,X,X,O,O,X,X,X,X
JSLZTOI,O,X,X,O,O,X,X,X,X
JSLZITO,O,X,X,O,O,X,X,X,X
JSLZIOT,O,X,X,O,O,X,X,X,X
JSLZOTI,O,X,X,O,O,X,X,X,X
JSLZOIT,O,X,X,O,O,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,X,X
JSLOIZT,O,X,X,O,O,O,X,X,X
JSLOZTI,O,X,X,O,O,O,X,X,X
JSLOZIT,O,X,X,O,O,O,X,X,X
JSZTILO,O,O,O,O,X,X,X,X,X
JSZTIOL,O,O,O,O,X,O,X,X,X
JSZTLIO,O,O,O,O,X,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,X,X
JSZTOIL,O,O,O,O,X,O,X,X,X
JSZTOLI,X,O,O,X,X,O,X,X,X
JSZITLO,O,O,O,O,X,X,X,X,X
JSZITOL,O,O,O,O,X,O,X,X,X
JSZILTO,O,O,O,O,O,X,X,X,X
JSZILOT,O,X,X,O,O,X,X,X,X
JSZIOTL,O,O,O,O,X,O,X,X,X
JSZIOLT,O,X,O,O,O,O,X,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X
JSZLTOI,O,O,O,O,O,X,X,X,X
JSZLITO,O,O,O,O,O,X,X,X,X
JSZLIOT,O,X,X,O,O,X,X,X,X
JSZLOTI,O,X,X,O,O,X,X,X,X
JSZLOIT,O,X,X,O,O,X,X,X,X
JSZOTIL,O,O,O,O,X,O,X,X,X
JSZOTLI,O,O,O,O,X,O,X,X,X
JSZOITL,O,O,O,O,X,O,X,X,X
JSZOILT,O,X,O,O,O,O,X,X,X
JSZOLTI,O,X,O,O,O,O,X,X,X
JSZOLIT,O,X,O,O,O,O,X,X,X
JSOTILZ,O,X,X,X,X,X,X,X,O
JSOTIZL,O,X,X,X,X,O,X,X,O
JSOTLIZ,O,X,X,X,X,X,X,X,O
JSOTLZI,O,X,X,X,X,X,X,X,O
JSOTZIL,O,X,X,X,X,O,X,X,O
JSOTZLI,O,X,X,X,X,O,X,X,O
JSOITLZ,O,X,X,X,X,X,X,X,O
JSOITZL,O,X,X,X,X,O,X,X,O
JSOILTZ,O,X,X,X,X,X,X,X,O
JSOILZT,O,X,X,X,O,O,X,X,X
JSOIZTL,O,X,O,O,X,O,X,X,O
JSOIZLT,O,X,O,O,O,O,X,X,X
JSOLTIZ,O,X,X,O,X,X,X,X,O
JSOLTZI,O,X,X,X,X,X,X,X,O
JSOLITZ,O,X,X,O,X,X,X,X,O
JSOLIZT,O,X,X,O,O,O,X,X,X
JSOLZTI,O,X,X,O,O,O,X,X,X
JSOLZIT,O,X,X,O,O,O,X,X,X
JSOZTIL,O,X,O,O,X,O,X,X,O
JSOZTLI,O,X,O,O,X,O,X,X,O
JSOZITL,O,X,O,O,X,O,X,X,O
JSOZILT,O,X,O,O,O,O,X,X,X
JSOZLTI,O,X,O,O,O,O,X,X,X
JSOZLIT,O,X,O,O,O,O,X,X,X
JZTILSO,O,O,O,O,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X,X
JZTISLO,O,O,O,O,X,X,X,X,X
JZTISOL,O,O,O,O,X,X,X,X,X
JZTIOLS,O,O,O,X,X,X,X,O,X
JZTIOSL,X,O,O,O,X,X,X,X,X
JZTLISO,O,O,O,O,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,O,O,X,X,X,X,X
JZTLSOI,X,O,O,O,X,X,X,X,X
JZTLOIS,O,X,X,O,X,X,X,X,X
JZTLOSI,X,X,X,O,X,X,X,X,X
JZTSILO,O,O,O,O,X,X,X,X,X
JZTSIOL,O,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X
JZTSOIL,O,O,O,O,X,X,X,X,X
JZTSOLI,X,O,O,X,X,X,X,X,X
JZTOILS,O,O,O,X,X,X,X,O,X
JZTOISL,X,O,O,O,X,X,X,X,X
JZTOLIS,X,O,O,O,X,X,X,O,X
JZTOLSI,X,O,O,O,X,X,X,O,X
JZTOSIL,X,O,O,O,X,X,X,X,X
JZTOSLI,X,O,O,O,X,X,X,X,X
JZITLSO,O,O,O,O,X,X,X,X,X
JZITLOS,O,X,X,O,X,X,X,X,X
JZITSLO,O,O,O,O,X,X,X,X,X
JZITSOL,O,O,O,O,X,X,X,X,X
JZITOLS,O,O,O,X,X,X,X,O,X
JZITOSL,X,O,O,O,X,X,X,X,X
JZILTSO,O,O,O,O,X,X,X,X,X
JZILTOS,O,X,X,O,X,X,X,O,X
JZILSTO,O,O,O,O,X,X,X,X,X
JZILSOT,O,X,X,O,X,X,X,X,X
JZILOTS,O,X,O,O,X,X,O,O,X
JZILOST,O,X,O,O,X,X,O,X,X
JZISTLO,O,O,O,O,X,X,X,X,X
JZISTOL,O,O,O,O,X,X,X,X,X
JZISLTO,O,O,O,O,X,X,X,X,X
JZISLOT,O,X,X,O,X,X,X,X,X
JZISOTL,O,O,O,O,X,O,X,X,X
JZISOLT,O,O,O,O,X,O,O,X,X
JZIOTLS,O,O,O,X,X,X,X,O,X
JZIOTSL,O,O,O,O,X,X,X,X,X
JZIOLTS,O,O,O,O,X,X,O,O,X
JZIOLST,O,O,O,O,X,X,O,X,X
JZIOSTL,X,O,O,O,X,O,X,X,O
JZIOSLT,X,O,O,O,X,O,O,X,X
JZLTISO,O,O,O,O,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,O,X
JZLTSIO,O,O,O,O,X,X,X,X,X
JZLTSOI,O,O,O,O,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,O,X
JZLTOSI,X,X,X,O,X,X,X,O,X
JZLITSO,O,O,O,O,X,X,X,X,X
JZLITOS,O,X,X,O,X,X,X,O,X
JZLISTO,O,O,O,O,X,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,X
JZLIOTS,O,X,O,O,X,X,O,O,X
JZLIOST,O,X,O,O,X,X,O,X,X
JZLSTIO,O,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,O,X,X,X,X,X
JZLSITO,O,O,O,O,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X
JZLOTIS,O,X,O,O,X,X,O,O,X
JZLOTSI,O,X,O,O,X,X,O,O,X
JZLOITS,O,X,O,O,X,X,O,O,X
JZLOIST,O,X,O,O,X,X,O,X,X
JZLOSTI,O,X,O,O,X,X,O,X,X
JZLOSIT,O,X,O,O,X,X,O,X,X
JZSTILO,O,O,O,O,X,X,X,X,X
JZSTIOL,O,O,O,O,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X,X
JZSTOIL,O,O,O,O,X,X,X,X,X
JZSTOLI,X,O,O,X,X,X,X,X,X
JZSITLO,O,O,O,O,X,X,X,X,X
JZSITOL,O,O,O,O,X,X,X,X,X
JZSILTO,O,O,O,O,X,X,X,X,X
JZSILOT,O,X,X,O,X,X,X,X,X
JZSIOTL,O,O,O,O,X,O,X,X,X
JZSIOLT,O,O,O,O,X,O,O,X,X
JZSLTIO,O,O,O,O,X,X,X,X,X
JZSLTOI,O,O,O,O,X,X,X,X,X
JZSLITO,O,O,O,O,X,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X
JZSOTIL,O,O,O,O,X,O,X,X,X
JZSOTLI,O,O,O,O,X,O,X,X,X
JZSOITL,O,O,O,O,X,O,X,X,X
JZSOILT,O,O,O,O,X,O,O,X,X
JZSOLTI,O,O,O,O,X,O,O,X,X
JZSOLIT,O,O,O,O,X,O,O,X,X
JZOTILS,O,O,O,X,X,X,X,O,X
JZOTISL,O,O,O,O,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,O,X
JZOTLSI,O,O,O,O,X,X,X,O,X
JZOTSIL,O,O,O,O,X,X,X,X,X
JZOTSLI,X,O,O,O,X,X,X,X,X
JZOITLS,O,O,O,X,X,X,X,O,X
JZOITSL,O,O,O,O,X,X,X,X,X
JZOILTS,O,O,O,O,X,X,O,O,X
JZOILST,O,O,O,O,X,X,O,X,X
JZOISTL,X,O,O,O,X,O,X,X,O
JZOISLT,X,O,O,O,X,O,O,X,X
JZOLTIS,O,O,O,O,X,X,O,O,X
JZOLTSI,O,O,O,O,X,X,O,O,X
JZOLITS,O,O,O,O,X,X,O,O,X
JZOLIST,O,O,O,O,X,X,O,X,X
JZOLSTI,O,O,O,O,X,X,O,X,X
JZOLSIT,O,O,O,O,X,X,O,X,X
JZOSTIL,X,O,O,O,X,O,X,X,O
JZOSTLI,X,O,O,O,X,O,X,X,O
JZOSITL,X,O,O,O,X,O,X,X,O
JZOSILT,X,O,O,O,X,O,O,X,X
JZOSLTI,X,O,O,O,X,O,O,X,X
JZOSLIT,X,O,O,O,X,O,O,X,X
JOTILSZ,O,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,X,O
JOTISZL,O,O,X,X,X,O,X,X,O
JOTIZLS,O,O,O,X,X,X,X,O,X
JOTIZSL,O,O,O,O,X,X,X,X,X
JOTLISZ,O,X,X,O,X,X,X,X,X
JOTLIZS,O,O,X,O,X,X,X,X,X
JOTLSIZ,O,X,X,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X,X,X
JOTLZIS,O,O,X,O,X,X,X,X,X
JOTLZSI,O,O,X,O,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X,O
JOTSIZL,O,O,X,X,X,O,X,X,O
JOTSLIZ,O,X,X,X,X,X,X,X,O
JOTSLZI,O,X,X,X,X,X,X,X,O
JOTSZIL,O,O,X,X,X,O,X,X,O
JOTSZLI,X,O,X,X,X,O,X,X,O
JOTZILS,O,O,O,X,X,X,X,O,X
JOTZISL,O,O,O,O,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,O,X
JOTZLSI,O,O,O,O,X,X,X,O,X
JOTZSIL,O,O,O,O,X,X,X,X,X
JOTZSLI,X,O,O,O,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,O
JOITSZL,O,O,X,X,X,O,X,X,O
JOITZLS,O,O,O,X,X,X,X,O,X
JOITZSL,O,O,O,O,X,X,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X
JOILTZS,O,O,X,O,X,X,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X,O
JOILSZT,O,X,X,O,O,O,X,X,X
JOILZTS,O,O,O,O,X,X,O,X,X
JOILZST,O,O,O,O,X,X,O,X,X
JOISTLZ,O,X,X,X,X,X,X,X,O
JOISTZL,O,O,X,O,X,O,X,X,O
JOISLTZ,O,X,X,X,X,X,X,X,O
JOISLZT,O,X,X,X,O,O,X,X,X
JOISZTL,O,O,O,O,X,O,X,X,O
JOISZLT,O,O,O,O,O,O,X,X,X
JOIZTLS,O,O,O,X,X,X,X,O,X
JOIZTSL,O,O,O,O,X,X,X,X,X
JOIZLTS,O,O,O,O,X,X,O,O,X
JOIZLST,O,O,O,O,X,X,O,X,X
JOIZSTL,X,O,O,O,X,O,X,X,O
JOIZSLT,X,O,O,O,X,O,O,X,X
JOLTISZ,O,X,X,O,X,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,X,X
JOLTSIZ,O,X,X,O,X,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,X,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,O
JOLISZT,O,X,X,O,O,O,X,X,X
JOLIZTS,O,O,O,O,X,X,O,X,X
JOLIZST,O,O,O,O,X,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,X,X,O
JOLSTZI,O,X,X,O,X,X,X,X,O
JOLSITZ,O,X,X,O,X,X,X,X,O
JOLSIZT,O,X,X,O,O,O,X,X,X
JOLSZTI,O,X,X,O,O,O,X,X,X
JOLSZIT,O,X,X,O,O,O,X,X,X
JOLZTIS,O,O,O,O,X,X,O,X,X
JOLZTSI,O,O,O,O,X,X,O,X,X
JOLZITS,O,O,O,O,X,X,O,X,X
JOLZIST,O,O,O,O,X,X,O,X,X
JOLZSTI,O,O,O,O,X,X,O,X,X
JOLZSIT,O,O,O,O,X,X,O,X,X
JOSTILZ,O,X,X,X,X,X,X,X,O
JOSTIZL,O,O,X,O,X,O,X,X,O
JOSTLIZ,O,X,X,X,X,X,X,X,O
JOSTLZI,O,X,X,X,X,X,X,X,O
JOSTZIL,O,O,X,O,X,O,X,X,O
JOSTZLI,O,O,X,O,X,O,X,X,O
JOSITLZ,O,X,X,X,X,X,X,X,O
JOSITZL,O,O,X,O,X,O,X,X,O
JOSILTZ,O,X,X,X,X,X,X,X,O
JOSILZT,O,X,X,X,O,O,X,X,X
JOSIZTL,O,O,O,O,X,O,X,X,O
JOSIZLT,O,O,O,O,O,O,X,X,X
JOSLTIZ,O,X,X,O,X,X,X,X,O
JOSLTZI,O,X,X,O,X,X,X,X,O
JOSLITZ,O,X,X,O,X,X,X,X,O
JOSLIZT,O,X,X,O,O,O,X,X,X
JOSLZTI,O,X,X,O,O,O,X,X,X
JOSLZIT,O,X,X,O,O,O,X,X,X
JOSZTIL,O,O,O,O,X,O,X,X,O
JOSZTLI,O,O,O,O,X,O,X,X,O
JOSZITL,O,O,O,O,X,O,X,X,O
JOSZILT,O,O,O,O,O,O,X,X,X
JOSZLTI,O,O,O,O,O,O,X,X,X
JOSZLIT,O,O,O,O,O,O,X,X,X
JOZTILS,O,O,O,X,X,X,X,O,X
JOZTISL,O,O,O,O,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,O,X
JOZTLSI,O,O,O,O,X,X,X,O,X
JOZTSIL,O,O,O,O,X,X,X,X,X
JOZTSLI,X,O,O,O,X,X,X,X,X
JOZITLS,O,O,O,X,X,X,X,O,X
JOZITSL,O,O,O,O,X,X,X,X,X
JOZILTS,O,O,O,O,X,X,O,O,X
JOZILST,O,O,O,O,X,X,O,X,X
JOZISTL,X,O,O,O,X,O,X,X,O
JOZISLT,X,O,O,O,X,O,O,X,X
JOZLTIS,O,O,O,O,X,X,O,O,X
JOZLTSI,O,O,O,O,X,X,O,O,X
JOZLITS,O,O,O,O,X,X,O,O,X
JOZLIST,O,O,O,O,X,X,O,X,X
JOZLSTI,O,O,O,O,X,X,O,X,X
JOZLSIT,O,O,O,O,X,X,O,X,X
JOZSTIL,X,O,O,O,X,O,X,X,O
JOZSTLI,X,O,O,O,X,O,X,X,O
JOZSITL,X,O,O,O,X,O,X,X,O
JOZSILT,X,O,O,O,X,O,O,X,X
JOZSLTI,X,O,O,O,X,O,O,X,X
JOZSLIT,X,O,O,O,X,O,O,X,X
STILJZO,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X
STILZJO,O,X,X,X,O,X,X,X,X
STILZOJ,O,X,X,X,O,X,X,O,X
STILOJZ,O,X,X,X,X,X,X,X,O
STILOZJ,O,X,X,X,O,X,X,X,O
STIJLZO,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,O
STIJOZL,O,X,X,X,X,O,X,X,O
STIZLJO,O,O,O,X,O,X,X,X,X
STIZLOJ,O,X,X,X,O,O,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,O,X,X,X
STIZOLJ,O,X,X,X,O,O,X,O,O
STIZOJL,O,O,O,X,X,O,X,X,O
STIOLJZ,O,X,X,X,X,X,X,X,O
STIOLZJ,O,X,X,X,O,X,X,X,O
STIOJLZ,O,X,X,X,X,X,X,X,O
STIOJZL,O,X,X,X,X,O,X,X,O
STIOZLJ,O,X,O,X,O,O,X,O,O
STIOZJL,O,O,O,X,X,O,X,X,O
STLIJZO,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,X,X,O,X,X,X,X
STLIZOJ,O,X,X,X,O,X,X,O,X
STLIOJZ,O,X,X,X,X,X,X,X,O
STLIOZJ,O,X,X,X,O,X,X,X,O
STLJIZO,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,X
STLZIOJ,O,X,X,X,O,X,X,O,X
STLZJIO,O,X,X,X,O,X,X,X,X
STLZJOI,O,X,X,X,O,X,X,X,X
STLZOIJ,O,X,X,X,O,X,X,O,X
STLZOJI,O,X,X,X,O,X,X,O,X
STLOIJZ,O,X,X,X,X,X,X,X,O
STLOIZJ,O,X,X,X,O,X,X,X,O
STLOJIZ,O,X,X,X,X,X,X,X,O
STLOJZI,O,X,X,X,X,X,X,X,O
STLOZIJ,O,X,X,X,O,X,X,X,O
STLOZJI,O,X,X,X,O,X,X,X,O
STJILZO,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,X,O
STJIOZL,O,X,X,X,X,O,X,X,O
STJLIZO,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X
STJZOLI,X,O,O,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,X,X,X,O
STJOIZL,O,X,X,X,X,O,X,X,O
STJOLIZ,O,X,X,X,X,X,X,X,O
STJOLZI,O,X,X,X,X,X,X,X,O
STJOZIL,O,X,X,X,X,O,X,X,O
STJOZLI,O,X,X,X,X,O,X,X,O
STZILJO,O,O,O,X,O,X,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,O,X,X,X
STZIOLJ,O,X,X,X,O,O,X,O,O
STZIOJL,O,O,O,X,X,O,X,X,O
STZLIJO,O,O,O,X,O,X,X,X,X
STZLIOJ,O,X,X,X,O,O,X,X,X
STZLJIO,O,O,O,X,O,X,X,X,X
STZLJOI,O,O,O,X,O,X,X,X,X
STZLOIJ,O,X,X,X,O,O,X,X,X
STZLOJI,O,X,X,X,O,O,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,O,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,O,X,X,X
STZJOLI,X,O,O,X,X,O,X,X,X
STZOILJ,O,X,X,X,O,O,X,O,O
STZOIJL,O,O,O,X,X,O,X,X,O
STZOLIJ,O,X,X,X,O,O,X,O,O
STZOLJI,O,X,X,X,O,O,X,O,O
STZOJIL,O,O,O,X,X,O,X,X,O
STZOJLI,X,O,O,X,X,O,X,X,O
STOILJZ,O,X,X,X,X,X,X,X,O
STOILZJ,O,X,X,X,O,X,X,X,O
STOIJLZ,O,X,X,X,X,X,X,X,O
STOIJZL,O,X,X,X,X,O,X,X,O
STOIZLJ,O,X,O,X,O,O,X,O,O
STOIZJL,O,O,O,X,X,O,X,X,O
STOLIJZ,O,X,X,X,X,X,X,X,O
STOLIZJ,O,X,X,X,O,X,X,X,O
STOLJIZ,O,X,X,X,X,X,X,X,O
STOLJZI,O,X,X,X,X,X,X,X,O
STOLZIJ,O,X,X,X,O,X,X,X,O
STOLZJI,O,X,X,X,O,X,X,X,O
STOJILZ,O,X,X,X,X,X,X,X,O
STOJIZL,O,X,X,X,X,O,X,X,O
STOJLIZ,O,X,X,X,X,X,X,X,O
STOJLZI,O,X,X,X,X,X,X,X,O
STOJZIL,O,X,X,X,X,O,X,X,O
STOJZLI,O,X,X,X,X,O,X,X,O
STOZILJ,O,X,O,X,O,O,X,O,O
STOZIJL,O,O,O,X,X,O,X,X,O
STOZLIJ,O,X,O,X,O,O,X,O,O
STOZLJI,O,X,O,X,O,O,X,O,O
STOZJIL,O,O,O,X,X,O,X,X,O
STOZJLI,O,O,O,X,X,O,X,X,O
SITLJZO,O,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,O,X
SITLOJZ,O,X,X,X,X,X,X,X,O
SITLOZJ,O,X,X,X,O,X,X,X,O
SITJLZO,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,X,O
SITJOZL,O,X,X,X,X,O,X,X,O
SITZLJO,O,O,O,X,O,X,X,X,X
SITZLOJ,O,X,X,X,O,O,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,O,X,X,X
SITZOLJ,O,X,X,X,O,O,X,O,O
SITZOJL,O,O,O,X,X,O,X,X,O
SITOLJZ,O,X,X,X,X,X,X,X,O
SITOLZJ,O,X,X,X,O,X,X,X,O
SITOJLZ,O,X,X,X,X,X,X,X,O
SITOJZL,O,X,X,X,X,O,X,X,O
SITOZLJ,O,X,O,X,O,O,X,O,O
SITOZJL,O,O,O,X,X,O,X,X,O
SILTJZO,O,X,X,O,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,O,O,X,X,X,X
SILTZOJ,O,X,X,X,O,X,X,O,X
SILTOJZ,O,X,X,O,X,X,X,X,O
SILTOZJ,O,X,X,O,O,X,X,X,O
SILJTZO,O,X,X,O,X,X,X,X,X
SILJTOZ,O,X,X,O,X,X,X,X,X
SILJZTO,O,X,X,O,O,X,X,X,X
SILJZOT,O,X,X,O,O,X,X,X,X
SILJOTZ,O,X,X,O,X,X,X,X,X
SILJOZT,O,X,X,O,O,O,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,X
SILZTOJ,O,X,X,O,O,O,X,O,X
SILZJTO,O,X,X,O,O,X,X,X,X
SILZJOT,O,X,X,O,O,X,X,X,X
SILZOTJ,O,X,X,O,O,O,O,O,X
SILZOJT,O,X,X,O,O,O,O,X,X
SILOTJZ,O,X,X,O,X,X,X,X,O
SILOTZJ,O,X,X,O,O,X,X,X,O
SILOJTZ,O,X,X,O,X,X,X,X,O
SILOJZT,O,X,X,O,O,O,X,X,X
SILOZTJ,O,X,X,O,O,O,O,X,X
SILOZJT,O,X,X,O,O,O,O,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X
SIJTZOL,O,O,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,O
SIJTOZL,O,X,X,X,X,O,X,X,O
SIJLTZO,O,X,X,O,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,X,X
SIJLZTO,O,X,X,O,O,X,X,X,X
SIJLZOT,O,X,X,O,O,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,X,X,X
SIJLOZT,O,X,X,O,O,O,X,X,X
SIJZTLO,O,O,O,O,X,X,X,X,X
SIJZTOL,O,O,O,O,X,O,X,X,X
SIJZLTO,O,O,O,O,O,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X
SIJZOTL,O,O,O,O,X,O,X,X,X
SIJZOLT,O,X,O,O,O,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,O
SIJOTZL,O,X,X,X,X,O,X,X,O
SIJOLTZ,O,X,X,X,X,X,X,X,O
SIJOLZT,O,X,X,X,O,O,X,X,X
SIJOZTL,O,X,O,O,X,O,X,X,O
SIJOZLT,O,X,O,O,O,O,X,X,X
SIZTLJO,O,O,O,O,O,X,X,X,X
SIZTLOJ,O,X,X,X,O,O,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X
SIZTJOL,O,O,O,O,X,O,X,X,X
SIZTOLJ,O,X,X,X,O,O,O,O,O
SIZTOJL,O,O,O,O,X,O,X,X,O
SIZLTJO,O,O,O,O,O,X,X,X,X
SIZLTOJ,O,X,X,O,O,O,X,O,X
SIZLJTO,O,O,O,O,O,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X
SIZLOTJ,O,X,X,O,O,O,O,O,X
SIZLOJT,O,O,X,O,O,O,O,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X
SIZJTOL,O,O,O,O,X,O,X,X,X
SIZJLTO,O,O,O,O,O,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X
SIZJOTL,O,O,O,O,X,O,X,X,X
SIZJOLT,O,O,O,O,O,O,O,X,X
SIZOTLJ,O,X,O,O,O,O,O,O,O
SIZOTJL,O,O,O,O,X,O,X,X,O
SIZOLTJ,O,X,O,O,O,O,O,O,X
SIZOLJT,O,O,O,O,O,O,O,X,X
SIZOJTL,O,O,O,O,X,O,X,X,O
SIZOJLT,O,O,O,O,O,O,O,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,O
SIOTLZJ,O,X,X,O,O,X,X,X,O
SIOTJLZ,O,X,X,X,X,X,X,X,O
SIOTJZL,O,X,X,O,X,O,X,X,O
SIOTZLJ,O,X,O,O,O,O,X,O,O
SIOTZJL,O,O,O,O,X,O,X,X,O
SIOLTJZ,O,X,X,X,X,X,X,X,O
SIOLTZJ,O,X,X,O,O,X,X,X,O
