sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
JLSTOIZ,O,X,O,O,O,X,O
JLSTOZI,O,X,O,O,O,X,O
JLSITZO,O,X,O,O,O,X,O
JLSITOZ,O,X,O,O,O,X,O
JLSIZTO,O,X,O,X,O,X,O
JLSIZOT,O,X,O,O,O,X,O
JLSIOTZ,O,X,O,O,O,X,O
JLSIOZT,O,X,O,O,O,O,O
JLSZTIO,O,X,O,X,O,X,O
JLSZTOI,O,X,O,X,O,X,O
JLSZITO,O,X,O,X,O,X,O
JLSZIOT,O,X,O,O,O,X,O
JLSZOTI,O,X,O,O,O,X,O
JLSZOIT,O,X,O,O,O,X,O
JLSOTIZ,O,X,O,O,O,X,O
JLSOTZI,O,X,O,O,O,X,O
JLSOITZ,O,X,O,O,O,X,O
JLSOIZT,O,X,O,O,O,O,O
JLSOZTI,O,X,O,O,O,X,O
JLSOZIT,O,X,O,O,O,O,O
JLZTISO,O,X,O,X,O,X,O
JLZTIOS,O,X,O,X,X,X,O
JLZTSIO,O,X,O,X,O,X,O
JLZTSOI,O,X,O,X,O,X,O
JLZTOIS,O,X,O,X,X,X,O
JLZTOSI,O,X,O,X,X,X,O
JLZITSO,O,X,O,X,O,X,O
JLZITOS,O,X,O,X,X,X,O
JLZISTO,O,X,O,X,O,X,O
JLZISOT,O,X,O,X,O,X,O
JLZIOTS,X,X,O,X,X,O,O
JLZIOST,O,X,O,X,X,O,O
JLZSTIO,O,X,O,X,O,X,O
JLZSTOI,O,X,O,X,O,X,O
JLZSITO,O,X,O,X,O,X,O
JLZSIOT,O,X,O,X,O,X,O
JLZSOTI,O,X,O,X,O,X,O
JLZSOIT,O,X,O,X,O,X,O
JLZOTIS,X,X,O,X,X,O,O
JLZOTSI,X,X,O,X,X,X,O
JLZOITS,X,X,O,X,X,O,O
JLZOIST,O,X,O,X,X,O,O
JLZOSTI,O,X,O,X,X,X,O
JLZOSIT,O,X,O,X,X,O,O
JLOTISZ,X,X,O,O,O,O,O
JLOTIZS,X,X,O,O,O,O,O
JLOTSIZ,X,X,O,O,O,O,O
JLOTSZI,X,X,O,O,O,O,O
JLOTZIS,X,X,O,O,O,O,O
JLOTZSI,X,X,O,O,O,O,O
JLOITSZ,X,X,O,O,O,X,O
JLOITZS,X,X,O,O,O,O,O
JLOISTZ,O,X,O,O,O,X,O
JLOISZT,O,X,O,O,O,O,O
JLOIZTS,X,X,O,X,O,O,O
JLOIZST,O,X,O,X,O,O,O
JLOSTIZ,O,X,O,O,O,X,O
JLOSTZI,O,X,O,O,O,X,O
JLOSITZ,O,X,O,O,O,X,O
JLOSIZT,O,X,O,O,O,O,O
JLOSZTI,O,X,O,O,O,X,O
JLOSZIT,O,X,O,O,O,O,O
JLOZTIS,X,X,O,X,O,O,O
JLOZTSI,X,X,O,X,O,O,O
JLOZITS,X,X,O,X,O,O,O
JLOZIST,O,X,O,X,O,O,O
JLOZSTI,O,X,O,X,O,X,O
JLOZSIT,O,X,O,X,O,O,O
JSTILZO,O,O,X,O,O,X,O
JSTILOZ,O,O,X,O,O,O,O
JSTIZLO,O,O,X,O,O,X,O
JSTIZOL,O,O,X,O,O,X,O
JSTIOLZ,O,O,X,O,X,O,O
JSTIOZL,O,O,X,O,X,O,O
JSTLIZO,O,O,X,O,O,X,O
JSTLIOZ,O,O,X,O,O,O,O
JSTLZIO,O,O,X,O,O,X,O
JSTLZOI,O,O,X,O,O,X,O
JSTLOIZ,O,O,X,O,O,O,O
JSTLOZI,O,O,X,O,O,O,O
JSTZILO,O,O,X,O,O,X,O
JSTZIOL,O,O,X,O,O,X,O
JSTZLIO,O,O,X,O,O,X,O
JSTZLOI,O,O,X,O,O,X,O
JSTZOIL,O,O,X,O,O,X,O
JSTZOLI,O,O,X,O,X,X,O
JSTOILZ,O,O,X,O,X,O,O
JSTOIZL,O,O,X,O,X,O,O
JSTOLIZ,O,O,X,O,X,O,O
JSTOLZI,O,O,X,O,X,O,O
JSTOZIL,O,O,X,O,X,O,O
JSTOZLI,O,O,X,O,X,O,O
JSITLZO,O,O,X,O,O,X,O
JSITLOZ,O,O,X,O,O,X,O
JSITZLO,O,O,X,O,O,X,O
JSITZOL,O,O,X,O,O,X,O
JSITOLZ,O,O,X,O,X,X,O
JSITOZL,O,O,X,O,X,X,O
JSILTZO,O,O,O,O,O,X,O
JSILTOZ,O,O,O,O,O,X,O
JSILZTO,O,O,O,X,O,X,O
JSILZOT,O,O,O,O,O,X,O
JSILOTZ,O,X,O,O,O,X,O
JSILOZT,O,X,O,O,O,O,O
JSIZTLO,O,O,O,O,O,X,O
JSIZTOL,O,O,O,O,O,X,O
JSIZLTO,O,O,O,X,O,X,O
JSIZLOT,O,O,X,O,O,X,O
JSIZOTL,O,X,O,X,O,X,O
JSIZOLT,O,X,X,X,O,X,O
JSIOTLZ,O,X,O,X,O,X,O
JSIOTZL,O,X,O,X,O,X,O
JSIOLTZ,O,X,O,X,O,X,O
JSIOLZT,O,X,O,X,O,O,O
JSIOZTL,O,X,O,X,O,X,O
JSIOZLT,O,X,O,X,O,O,O
JSLTIZO,O,O,O,O,O,X,O
JSLTIOZ,O,O,O,O,O,X,O
JSLTZIO,O,O,O,O,O,X,O
JSLTZOI,O,O,O,O,O,X,O
JSLTOIZ,O,O,O,O,O,X,O
JSLTOZI,O,O,O,O,O,X,O
JSLITZO,O,O,O,O,O,X,O
JSLITOZ,O,O,O,O,O,X,O
JSLIZTO,O,O,O,X,O,X,O
JSLIZOT,O,O,O,O,O,X,O
JSLIOTZ,O,X,O,O,O,X,O
JSLIOZT,O,X,O,O,O,O,O
JSLZTIO,O,O,O,X,O,X,O
JSLZTOI,O,O,O,X,O,X,O
JSLZITO,O,O,O,X,O,X,O
JSLZIOT,O,O,O,O,O,X,O
JSLZOTI,O,O,O,O,O,X,O
JSLZOIT,O,O,O,O,O,X,O
JSLOTIZ,O,X,O,O,O,X,O
JSLOTZI,O,X,O,O,O,X,O
JSLOITZ,O,X,O,O,O,X,O
JSLOIZT,O,X,O,O,O,O,O
JSLOZTI,O,X,O,O,O,X,O
JSLOZIT,O,X,O,O,O,O,O
JSZTILO,O,O,O,O,O,X,O
JSZTIOL,O,O,O,O,O,X,O
JSZTLIO,O,O,O,O,O,X,O
JSZTLOI,O,O,X,O,O,X,O
JSZTOIL,O,O,O,O,O,X,O
JSZTOLI,O,O,X,O,O,X,O
JSZITLO,O,O,O,O,O,X,O
JSZITOL,O,O,O,O,O,X,O
JSZILTO,O,O,O,X,O,X,O
JSZILOT,O,O,X,O,O,X,O
JSZIOTL,O,X,O,X,O,X,O
JSZIOLT,O,X,X,X,O,X,O
JSZLTIO,O,O,O,X,O,X,O
JSZLTOI,O,O,X,X,O,X,O
JSZLITO,O,O,O,X,O,X,O
JSZLIOT,O,O,X,O,O,X,O
JSZLOTI,O,O,X,O,O,X,O
JSZLOIT,O,O,X,O,O,X,O
JSZOTIL,O,X,O,X,O,X,O
JSZOTLI,O,X,X,X,O,X,O
JSZOITL,O,X,O,X,O,X,O
JSZOILT,O,X,X,X,O,X,O
JSZOLTI,O,X,X,X,O,X,O
JSZOLIT,O,X,X,X,O,X,O
JSOTILZ,O,X,O,X,O,O,O
JSOTIZL,O,X,O,X,O,O,O
JSOTLIZ,O,X,O,X,O,O,O
JSOTLZI,O,X,O,X,O,O,O
JSOTZIL,O,X,O,X,O,O,O
JSOTZLI,O,X,O,X,O,O,O
JSOITLZ,O,X,O,X,O,X,O
JSOITZL,O,X,O,X,O,X,O
JSOILTZ,O,X,O,X,O,X,O
JSOILZT,O,X,O,X,O,O,O
JSOIZTL,O,X,O,X,O,X,O
JSOIZLT,O,X,O,X,O,O,O
JSOLTIZ,O,X,O,X,O,X,O
JSOLTZI,O,X,O,X,O,X,O
JSOLITZ,O,X,O,X,O,X,O
JSOLIZT,O,X,O,X,O,O,O
JSOLZTI,O,X,O,X,O,X,O
JSOLZIT,O,X,O,X,O,O,O
JSOZTIL,O,X,O,X,O,O,O
JSOZTLI,O,X,O,X,O,O,O
JSOZITL,O,X,O,X,O,X,O
JSOZILT,O,X,O,X,O,O,O
JSOZLTI,O,X,O,X,O,X,O
JSOZLIT,O,X,O,X,O,O,O
JZTILSO,O,X,O,X,X,X,O
JZTILOS,O,X,X,X,X,O,O
JZTISLO,O,O,O,X,X,X,O
JZTISOL,O,O,O,X,X,X,O
JZTIOLS,O,X,X,X,X,O,O
JZTIOSL,O,O,O,X,X,O,O
JZTLISO,O,X,O,X,X,X,O
JZTLIOS,O,X,X,X,X,O,O
JZTLSIO,O,X,O,X,X,X,O
JZTLSOI,O,X,X,X,X,X,O
JZTLOIS,O,X,X,X,X,O,O
JZTLOSI,O,X,X,X,X,O,O
JZTSILO,O,O,O,X,X,X,O
JZTSIOL,O,O,O,X,X,X,O
JZTSLIO,O,O,O,X,X,X,O
JZTSLOI,O,O,X,X,X,X,O
JZTSOIL,O,O,O,X,X,X,O
JZTSOLI,O,O,X,X,X,X,O
JZTOILS,O,X,X,X,X,O,O
JZTOISL,O,O,O,X,X,O,O
JZTOLIS,O,X,X,X,X,O,O
JZTOLSI,O,X,X,X,X,O,O
JZTOSIL,O,O,O,X,X,O,O
JZTOSLI,O,O,X,X,X,O,O
JZITLSO,O,X,O,X,X,X,O
JZITLOS,O,X,X,X,X,X,O
JZITSLO,O,O,O,X,X,X,O
JZITSOL,O,O,O,X,X,X,O
JZITOLS,O,X,X,X,X,X,O
JZITOSL,O,O,O,X,X,X,O
JZILTSO,O,X,O,X,O,X,O
JZILTOS,O,X,O,X,X,X,O
JZILSTO,O,X,O,X,O,X,O
JZILSOT,O,X,O,X,O,X,O
JZILOTS,X,X,O,X,X,O,O
JZILOST,O,X,O,X,X,O,O
JZISTLO,O,O,O,X,O,X,O
JZISTOL,O,O,O,X,O,X,O
JZISLTO,O,O,O,X,O,X,O
JZISLOT,O,O,X,X,O,X,O
JZISOTL,O,X,O,X,O,X,O
JZISOLT,O,X,X,X,O,X,O
JZIOTLS,O,X,O,X,X,O,O
JZIOTSL,O,X,O,X,X,X,O
JZIOLTS,X,X,O,X,X,O,O
JZIOLST,O,X,O,X,X,O,O
JZIOSTL,O,X,O,X,X,X,O
JZIOSLT,O,X,O,X,X,O,O
JZLTISO,O,X,O,X,O,X,O
JZLTIOS,O,X,O,X,X,X,O
JZLTSIO,O,X,O,X,O,X,O
JZLTSOI,O,X,O,X,O,X,O
JZLTOIS,O,X,O,X,X,X,O
JZLTOSI,O,X,O,X,X,X,O
JZLITSO,O,X,O,X,O,X,O
JZLITOS,O,X,O,X,X,X,O
JZLISTO,O,X,O,X,O,X,O
JZLISOT,O,X,O,X,O,X,O
JZLIOTS,X,X,O,X,X,O,O
JZLIOST,O,X,O,X,X,O,O
JZLSTIO,O,X,O,X,O,X,O
JZLSTOI,O,X,O,X,O,X,O
JZLSITO,O,X,O,X,O,X,O
JZLSIOT,O,X,O,X,O,X,O
JZLSOTI,O,X,O,X,O,X,O
JZLSOIT,O,X,O,X,O,X,O
JZLOTIS,X,X,O,X,X,O,O
JZLOTSI,X,X,O,X,X,X,O
JZLOITS,X,X,O,X,X,O,O
JZLOIST,O,X,O,X,X,O,O
JZLOSTI,O,X,O,X,X,X,O
JZLOSIT,O,X,O,X,X,O,O
JZSTILO,O,O,O,X,O,X,O
JZSTIOL,O,O,O,X,O,X,O
JZSTLIO,O,O,O,X,O,X,O
JZSTLOI,O,O,X,X,O,X,O
JZSTOIL,O,O,O,X,O,X,O
JZSTOLI,O,O,X,X,X,X,O
JZSITLO,O,O,O,X,O,X,O
JZSITOL,O,O,O,X,O,X,O
JZSILTO,O,O,O,X,O,X,O
JZSILOT,O,O,X,X,O,X,O
JZSIOTL,O,X,O,X,O,X,O
JZSIOLT,O,X,X,X,O,X,O
JZSLTIO,O,O,O,X,O,X,O
JZSLTOI,O,O,X,X,O,X,O
JZSLITO,O,O,O,X,O,X,O
JZSLIOT,O,O,X,X,O,X,O
JZSLOTI,O,O,X,X,O,X,O
JZSLOIT,O,O,X,X,O,X,O
JZSOTIL,O,X,O,X,O,X,O
JZSOTLI,O,X,X,X,X,X,O
JZSOITL,O,X,O,X,O,X,O
JZSOILT,O,X,X,X,O,X,O
JZSOLTI,O,X,X,X,O,X,O
JZSOLIT,O,X,X,X,O,X,O
JZOTILS,O,X,O,X,X,O,O
JZOTISL,O,X,O,X,X,O,O
JZOTLIS,O,X,O,X,X,O,O
JZOTLSI,O,X,O,X,X,O,O
JZOTSIL,O,X,O,X,X,O,O
JZOTSLI,O,X,O,X,X,O,O
JZOITLS,O,X,O,X,X,O,O
JZOITSL,O,X,O,X,X,O,O
JZOILTS,X,X,O,X,X,O,O
JZOILST,O,X,O,X,X,O,O
JZOISTL,O,X,O,X,X,X,O
JZOISLT,O,X,O,X,X,O,O
JZOLTIS,X,X,O,X,X,O,O
JZOLTSI,X,X,O,X,X,O,O
JZOLITS,X,X,O,X,X,O,O
JZOLIST,O,X,O,X,X,O,O
JZOLSTI,O,X,O,X,X,X,O
JZOLSIT,O,X,O,X,X,O,O
JZOSTIL,O,X,O,X,X,O,O
JZOSTLI,O,X,O,X,X,O,O
JZOSITL,O,X,O,X,X,X,O
JZOSILT,O,X,O,X,X,O,O
JZOSLTI,O,X,O,X,X,X,O
JZOSLIT,O,X,O,X,X,O,O
JOTILSZ,O,X,O,X,O,O,O
JOTILZS,O,X,O,X,O,O,O
JOTISLZ,O,X,O,X,O,O,O
JOTISZL,O,X,O,X,O,O,O
JOTIZLS,O,X,O,X,X,O,O
JOTIZSL,O,X,O,X,X,O,O
JOTLISZ,O,X,O,X,O,O,O
JOTLIZS,O,X,O,X,O,O,O
JOTLSIZ,O,X,O,X,O,O,O
JOTLSZI,O,X,O,X,O,O,O
JOTLZIS,O,X,O,X,O,O,O
JOTLZSI,O,X,O,X,O,O,O
JOTSILZ,O,X,O,X,O,O,O
JOTSIZL,O,X,O,X,O,O,O
JOTSLIZ,O,X,O,X,O,O,O
JOTSLZI,O,X,O,X,O,O,O
JOTSZIL,O,X,O,X,O,O,O
JOTSZLI,O,X,O,X,O,O,O
JOTZILS,O,X,O,X,X,O,O
JOTZISL,O,X,O,X,X,O,O
JOTZLIS,O,X,O,X,X,O,O
JOTZLSI,O,X,O,X,X,O,O
JOTZSIL,O,X,O,X,X,O,O
JOTZSLI,O,X,O,X,X,O,O
JOITLSZ,O,X,O,X,O,O,O
JOITLZS,O,X,O,X,O,O,O
JOITSLZ,O,X,O,X,O,O,O
JOITSZL,O,X,O,X,O,O,O
JOITZLS,O,X,O,X,X,O,O
JOITZSL,O,X,O,X,X,O,O
JOILTSZ,X,X,O,X,O,X,O
JOILTZS,X,X,O,X,O,O,O
JOILSTZ,O,X,O,X,O,X,O
JOILSZT,O,X,O,X,O,O,O
JOILZTS,X,X,O,X,O,O,O
JOILZST,O,X,O,X,O,O,O
JOISTLZ,O,X,O,X,O,X,O
JOISTZL,O,X,O,X,O,X,O
JOISLTZ,O,X,O,X,O,X,O
JOISLZT,O,X,O,X,O,O,O
JOISZTL,O,X,O,X,O,X,O
JOISZLT,O,X,O,X,O,O,O
JOIZTLS,O,X,O,X,X,O,O
JOIZTSL,O,X,O,X,X,O,O
JOIZLTS,X,X,O,X,O,O,O
JOIZLST,O,X,O,X,O,O,O
JOIZSTL,O,X,O,X,O,X,O
JOIZSLT,O,X,O,X,O,O,O
JOLTISZ,X,X,O,X,O,O,O
JOLTIZS,X,X,O,X,O,O,O
JOLTSIZ,X,X,O,X,O,O,O
JOLTSZI,X,X,O,X,O,O,O
JOLTZIS,X,X,O,X,O,O,O
JOLTZSI,X,X,O,X,O,O,O
JOLITSZ,X,X,O,X,O,X,O
JOLITZS,X,X,O,X,O,O,O
JOLISTZ,O,X,O,X,O,X,O
JOLISZT,O,X,O,X,O,O,O
JOLIZTS,X,X,O,X,O,O,O
JOLIZST,O,X,O,X,O,O,O
JOLSTIZ,O,X,O,X,O,X,O
JOLSTZI,O,X,O,X,O,X,O
JOLSITZ,O,X,O,X,O,X,O
JOLSIZT,O,X,O,X,O,O,O
JOLSZTI,O,X,O,X,O,X,O
JOLSZIT,O,X,O,X,O,O,O
JOLZTIS,X,X,O,X,O,O,O
JOLZTSI,X,X,O,X,O,O,O
JOLZITS,X,X,O,X,O,O,O
JOLZIST,O,X,O,X,O,O,O
JOLZSTI,O,X,O,X,O,X,O
JOLZSIT,O,X,O,X,O,O,O
JOSTILZ,O,X,O,X,O,O,O
JOSTIZL,O,X,O,X,O,O,O
JOSTLIZ,O,X,O,X,O,O,O
JOSTLZI,O,X,O,X,O,O,O
JOSTZIL,O,X,O,X,O,O,O
JOSTZLI,O,X,O,X,O,O,O
JOSITLZ,O,X,O,X,O,X,O
JOSITZL,O,X,O,X,O,X,O
JOSILTZ,O,X,O,X,O,X,O
JOSILZT,O,X,O,X,O,O,O
JOSIZTL,O,X,O,X,O,X,O
JOSIZLT,O,X,O,X,O,O,O
JOSLTIZ,O,X,O,X,O,X,O
JOSLTZI,O,X,O,X,O,X,O
JOSLITZ,O,X,O,X,O,X,O
JOSLIZT,O,X,O,X,O,O,O
JOSLZTI,O,X,O,X,O,X,O
JOSLZIT,O,X,O,X,O,O,O
JOSZTIL,O,X,O,X,O,O,O
JOSZTLI,O,X,O,X,O,O,O
JOSZITL,O,X,O,X,O,X,O
JOSZILT,O,X,O,X,O,O,O
JOSZLTI,O,X,O,X,O,X,O
JOSZLIT,O,X,O,X,O,O,O
JOZTILS,O,X,O,X,X,O,O
JOZTISL,O,X,O,X,X,O,O
JOZTLIS,O,X,O,X,X,O,O
JOZTLSI,O,X,O,X,X,O,O
JOZTSIL,O,X,O,X,X,O,O
JOZTSLI,O,X,O,X,X,O,O
JOZITLS,O,X,O,X,X,O,O
JOZITSL,O,X,O,X,X,O,O
JOZILTS,X,X,O,X,O,O,O
JOZILST,O,X,O,X,O,O,O
JOZISTL,O,X,O,X,O,X,O
JOZISLT,O,X,O,X,O,O,O
JOZLTIS,X,X,O,X,O,O,O
JOZLTSI,X,X,O,X,O,O,O
JOZLITS,X,X,O,X,O,O,O
JOZLIST,O,X,O,X,O,O,O
JOZLSTI,O,X,O,X,O,X,O
JOZLSIT,O,X,O,X,O,O,O
JOZSTIL,O,X,O,X,O,O,O
JOZSTLI,O,X,O,X,O,O,O
JOZSITL,O,X,O,X,O,X,O
JOZSILT,O,X,O,X,O,O,O
JOZSLTI,O,X,O,X,O,X,O
JOZSLIT,O,X,O,X,O,O,O
STILJZO,O,O,X,O,O,X,O
STILJOZ,O,O,X,O,O,O,O
STILZJO,O,O,X,O,O,X,O
STILZOJ,O,O,X,O,O,X,X
STILOJZ,O,O,X,O,O,O,O
STILOZJ,O,O,X,O,O,X,O
STIJLZO,O,O,X,O,O,X,O
STIJLOZ,O,O,X,O,O,O,O
STIJZLO,O,O,X,O,O,X,O
STIJZOL,O,O,X,O,O,X,O
STIJOLZ,O,O,X,O,X,O,O
STIJOZL,O,O,X,O,X,O,O
STIZLJO,O,O,X,O,O,X,O
STIZLOJ,O,O,X,O,O,X,X
STIZJLO,O,O,X,O,O,X,O
STIZJOL,O,O,X,O,O,X,O
STIZOLJ,O,O,X,O,O,X,O
STIZOJL,O,O,X,O,O,X,O
STIOLJZ,O,O,X,O,O,O,O
STIOLZJ,O,O,X,O,O,X,O
STIOJLZ,O,O,X,O,O,O,O
STIOJZL,O,O,X,O,O,O,O
STIOZLJ,O,O,X,O,O,X,O
STIOZJL,O,O,X,O,O,X,O
STLIJZO,O,O,X,O,O,X,O
STLIJOZ,O,O,X,O,O,O,O
STLIZJO,O,O,X,O,O,X,O
STLIZOJ,O,O,X,O,O,X,X
STLIOJZ,O,O,X,O,O,O,O
STLIOZJ,O,O,X,O,O,X,O
STLJIZO,O,O,X,O,O,X,O
STLJIOZ,O,O,X,O,O,O,O
STLJZIO,O,O,X,O,O,X,O
STLJZOI,O,O,X,O,O,X,O
STLJOIZ,O,O,X,O,O,O,O
STLJOZI,O,O,X,O,O,O,O
STLZIJO,O,O,X,O,O,X,O
STLZIOJ,O,O,X,O,O,X,X
STLZJIO,O,O,X,O,O,X,O
STLZJOI,O,O,X,O,O,X,O
STLZOIJ,O,O,X,O,O,X,X
STLZOJI,O,O,X,O,O,X,X
STLOIJZ,O,O,X,O,O,O,O
STLOIZJ,O,O,X,O,O,X,O
STLOJIZ,O,O,X,O,O,O,O
STLOJZI,O,O,X,O,O,O,O
STLOZIJ,O,O,X,O,O,X,O
STLOZJI,O,O,X,O,O,X,O
STJILZO,O,O,X,O,O,X,O
STJILOZ,O,O,X,O,O,O,O
STJIZLO,O,O,X,O,O,X,O
STJIZOL,O,O,X,O,O,X,O
STJIOLZ,O,O,X,O,X,O,O
STJIOZL,O,O,X,O,X,O,O
STJLIZO,O,O,X,O,O,X,O
STJLIOZ,O,O,X,O,O,O,O
STJLZIO,O,O,X,O,O,X,O
STJLZOI,O,O,X,O,O,X,O
STJLOIZ,O,O,X,O,O,O,O
STJLOZI,O,O,X,O,O,O,O
STJZILO,O,O,X,O,O,X,O
STJZIOL,O,O,X,O,O,X,O
STJZLIO,O,O,X,O,O,X,O
STJZLOI,O,O,X,O,O,X,O
STJZOIL,O,O,X,O,O,X,O
STJZOLI,O,O,X,O,X,X,O
STJOILZ,O,O,X,O,X,O,O
STJOIZL,O,O,X,O,X,O,O
STJOLIZ,O,O,X,O,X,O,O
STJOLZI,O,O,X,O,X,O,O
STJOZIL,O,O,X,O,X,O,O
STJOZLI,O,O,X,O,X,O,O
STZILJO,O,O,X,O,O,X,O
STZILOJ,O,O,X,O,O,X,X
STZIJLO,O,O,X,O,O,X,O
STZIJOL,O,O,X,O,O,X,O
STZIOLJ,O,O,X,O,O,X,O
STZIOJL,O,O,X,O,O,X,O
STZLIJO,O,O,X,O,O,X,O
STZLIOJ,O,O,X,O,O,X,X
STZLJIO,O,O,X,O,O,X,O
STZLJOI,O,O,X,O,O,X,O
STZLOIJ,O,O,X,O,O,X,X
STZLOJI,O,O,X,O,O,X,X
STZJILO,O,O,X,O,O,X,O
STZJIOL,O,O,X,O,O,X,O
STZJLIO,O,O,X,O,O,X,O
STZJLOI,O,O,X,O,O,X,O
STZJOIL,O,O,X,O,O,X,O
STZJOLI,O,O,X,O,O,X,O
STZOILJ,O,O,X,O,O,X,O
STZOIJL,O,O,X,O,O,X,O
STZOLIJ,O,O,X,O,O,X,O
STZOLJI,O,O,X,O,O,X,O
STZOJIL,O,O,X,O,O,X,O
STZOJLI,O,O,X,O,O,X,O
STOILJZ,O,O,X,O,O,O,O
STOILZJ,O,O,X,O,O,X,O
STOIJLZ,O,O,X,O,O,O,O
STOIJZL,O,O,X,O,O,O,O
STOIZLJ,O,O,X,O,O,X,O
STOIZJL,O,O,X,O,O,X,O
STOLIJZ,O,O,X,O,O,O,O
STOLIZJ,O,O,X,O,O,X,O
STOLJIZ,O,O,X,O,O,O,O
STOLJZI,O,O,X,O,O,O,O
STOLZIJ,O,O,X,O,O,X,O
STOLZJI,O,O,X,O,O,X,O
STOJILZ,O,O,X,O,O,O,O
STOJIZL,O,O,X,O,O,O,O
STOJLIZ,O,O,X,O,O,O,O
STOJLZI,O,O,X,O,O,O,O
STOJZIL,O,O,X,O,O,O,O
STOJZLI,O,O,X,O,O,O,O
STOZILJ,O,O,X,O,O,X,O
STOZIJL,O,O,X,O,O,X,O
STOZLIJ,O,O,X,O,O,X,O
STOZLJI,O,O,X,O,O,X,O
STOZJIL,O,O,X,O,O,X,O
STOZJLI,O,O,X,O,O,X,O
SITLJZO,O,O,X,O,O,X,O
SITLJOZ,O,O,X,O,O,O,O
SITLZJO,O,O,X,O,O,X,O
SITLZOJ,O,O,X,O,O,X,X
SITLOJZ,O,O,X,O,O,O,O
SITLOZJ,O,O,X,O,O,X,O
SITJLZO,O,O,X,O,O,X,O
SITJLOZ,O,O,X,O,O,O,O
SITJZLO,O,O,X,O,O,X,O
SITJZOL,O,O,X,O,O,X,O
SITJOLZ,O,O,X,O,X,O,O
SITJOZL,O,O,X,O,X,O,O
SITZLJO,O,O,X,O,O,X,O
SITZLOJ,O,O,X,O,O,X,X
SITZJLO,O,O,X,O,O,X,O
SITZJOL,O,O,X,O,O,X,O
SITZOLJ,O,O,X,O,O,X,O
SITZOJL,O,O,X,O,O,X,O
SITOLJZ,O,O,X,O,O,O,O
SITOLZJ,O,O,X,O,O,X,O
SITOJLZ,O,O,X,O,O,O,O
SITOJZL,O,O,X,O,O,O,O
SITOZLJ,O,O,X,O,O,X,O
SITOZJL,O,O,X,O,O,X,O
SILTJZO,O,O,O,O,O,X,O
SILTJOZ,O,O,O,O,O,X,O
SILTZJO,O,O,O,O,O,X,O
SILTZOJ,O,O,O,O,O,X,X
SILTOJZ,O,O,O,O,O,X,O
SILTOZJ,O,O,O,O,O,X,O
SILJTZO,O,O,O,O,O,X,O
SILJTOZ,O,O,O,O,O,X,O
SILJZTO,O,O,O,X,O,X,O
SILJZOT,O,O,O,O,O,X,O
SILJOTZ,O,X,O,O,O,X,O
SILJOZT,O,X,O,O,O,X,O
SILZTJO,O,O,O,O,O,X,O
SILZTOJ,O,O,O,O,O,X,X
SILZJTO,O,O,O,X,O,X,O
SILZJOT,O,O,O,O,O,X,O
SILZOTJ,X,O,O,O,O,X,X
SILZOJT,X,O,O,O,O,X,X
SILOTJZ,O,O,O,O,O,X,O
SILOTZJ,O,O,O,O,O,X,O
SILOJTZ,O,X,O,O,O,X,O
SILOJZT,O,X,O,O,O,X,O
SILOZTJ,X,O,O,O,O,X,O
SILOZJT,X,O,O,O,O,X,O
SIJTLZO,O,O,X,O,O,X,O
SIJTLOZ,O,O,X,O,O,X,O
SIJTZLO,O,O,X,O,O,X,O
SIJTZOL,O,O,X,O,O,X,O
SIJTOLZ,O,O,X,O,X,X,O
SIJTOZL,O,O,X,O,X,X,O
SIJLTZO,O,O,O,O,O,X,O
SIJLTOZ,O,O,O,O,O,X,O
SIJLZTO,O,O,O,X,O,X,O
SIJLZOT,O,O,O,O,O,X,O
SIJLOTZ,O,X,O,O,O,X,O
SIJLOZT,O,X,O,O,O,O,O
SIJZTLO,O,O,O,O,O,X,O
SIJZTOL,O,O,O,O,O,X,O
SIJZLTO,O,O,O,X,O,X,O
SIJZLOT,O,O,X,O,O,X,O
SIJZOTL,O,X,O,X,O,X,O
SIJZOLT,O,X,X,X,O,X,O
SIJOTLZ,O,X,O,X,O,X,O
SIJOTZL,O,X,O,X,O,X,O
SIJOLTZ,O,X,O,X,O,X,O
SIJOLZT,O,X,O,X,O,O,O
SIJOZTL,O,X,O,X,O,X,O
SIJOZLT,O,X,O,X,O,O,O
SIZTLJO,O,O,O,O,O,X,O
SIZTLOJ,O,O,X,O,O,X,X
SIZTJLO,O,O,O,O,O,X,O
SIZTJOL,O,O,O,O,O,X,O
SIZTOLJ,O,O,X,O,O,X,O
SIZTOJL,O,O,O,O,O,X,O
SIZLTJO,O,O,O,O,O,X,O
SIZLTOJ,O,O,X,O,O,X,X
SIZLJTO,O,O,O,X,O,X,O
SIZLJOT,O,O,X,O,O,X,O
