sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
TOILSJZ,O,O,O,O,O,O,O
TOILSZJ,O,O,O,O,O,X,O
TOILZJS,X,X,O,O,O,O,X
TOILZSJ,X,O,O,O,O,X,X
TOIJLSZ,O,X,O,O,O,O,O
TOIJLZS,O,X,O,O,O,O,O
TOIJSLZ,O,O,O,O,O,O,O
TOIJSZL,O,O,O,O,O,O,O
TOIJZLS,O,X,O,X,X,O,O
TOIJZSL,O,O,O,X,X,O,O
TOISLJZ,O,O,O,O,O,O,O
TOISLZJ,O,O,O,O,O,X,O
TOISJLZ,O,O,O,O,O,O,O
TOISJZL,O,O,O,O,O,O,O
TOISZLJ,O,O,O,O,O,X,O
TOISZJL,O,O,O,O,O,X,O
TOIZLJS,X,X,O,X,X,O,X
TOIZLSJ,X,O,O,X,X,X,X
TOIZJLS,O,X,O,X,X,O,X
TOIZJSL,O,O,O,X,X,O,X
TOIZSLJ,O,O,O,X,X,X,X
TOIZSJL,O,O,O,X,X,X,X
TOLIJSZ,O,X,O,O,O,O,O
TOLIJZS,O,X,O,O,O,O,O
TOLISJZ,O,O,O,O,O,O,O
TOLISZJ,O,O,O,O,O,X,O
TOLIZJS,X,X,O,O,O,O,X
TOLIZSJ,X,O,O,O,O,X,X
TOLJISZ,O,X,O,O,O,O,O
TOLJIZS,O,X,O,O,O,O,O
TOLJSIZ,O,X,O,O,O,O,O
TOLJSZI,O,X,O,O,O,O,O
TOLJZIS,O,X,O,O,O,O,O
TOLJZSI,O,X,O,O,O,O,O
TOLSIJZ,O,O,O,O,O,O,O
TOLSIZJ,O,O,O,O,O,X,O
TOLSJIZ,O,O,O,O,O,O,O
TOLSJZI,O,O,O,O,O,O,O
TOLSZIJ,O,O,O,O,O,X,O
TOLSZJI,O,O,O,O,O,X,O
TOLZIJS,X,X,O,O,O,O,X
TOLZISJ,X,O,O,O,O,X,X
TOLZJIS,X,X,O,O,O,O,X
TOLZJSI,X,X,O,O,O,O,X
TOLZSIJ,X,O,O,O,O,X,X
TOLZSJI,X,O,O,O,O,X,X
TOJILSZ,O,X,O,O,O,O,O
TOJILZS,O,X,O,O,O,O,O
TOJISLZ,O,O,O,O,O,O,O
TOJISZL,O,O,O,O,O,O,O
TOJIZLS,O,X,O,X,X,O,O
TOJIZSL,O,O,O,X,X,O,O
TOJLISZ,O,X,O,O,O,O,O
TOJLIZS,O,X,O,O,O,O,O
TOJLSIZ,O,X,O,O,O,O,O
TOJLSZI,O,X,O,O,O,O,O
TOJLZIS,O,X,O,O,O,O,O
TOJLZSI,O,X,O,O,O,O,O
TOJSILZ,O,O,O,O,O,O,O
TOJSIZL,O,O,O,O,O,O,O
TOJSLIZ,O,O,O,O,O,O,O
TOJSLZI,O,O,O,O,O,O,O
TOJSZIL,O,O,O,O,O,O,O
TOJSZLI,O,O,O,O,O,O,O
TOJZILS,O,X,O,X,X,O,O
TOJZISL,O,O,O,X,X,O,O
TOJZLIS,O,X,O,X,X,O,O
TOJZLSI,O,X,O,X,X,O,O
TOJZSIL,O,O,O,X,X,O,O
TOJZSLI,O,O,O,X,X,O,O
TOSILJZ,O,O,O,O,O,O,O
TOSILZJ,O,O,O,O,O,X,O
TOSIJLZ,O,O,O,O,O,O,O
TOSIJZL,O,O,O,O,O,O,O
TOSIZLJ,O,O,O,O,O,X,O
TOSIZJL,O,O,O,O,O,X,O
TOSLIJZ,O,O,O,O,O,O,O
TOSLIZJ,O,O,O,O,O,X,O
TOSLJIZ,O,O,O,O,O,O,O
TOSLJZI,O,O,O,O,O,O,O
TOSLZIJ,O,O,O,O,O,X,O
TOSLZJI,O,O,O,O,O,X,O
TOSJILZ,O,O,O,O,O,O,O
TOSJIZL,O,O,O,O,O,O,O
TOSJLIZ,O,O,O,O,O,O,O
TOSJLZI,O,O,O,O,O,O,O
TOSJZIL,O,O,O,O,O,O,O
TOSJZLI,O,O,O,O,O,O,O
TOSZILJ,O,O,O,O,O,X,O
TOSZIJL,O,O,O,O,O,X,O
TOSZLIJ,O,O,O,O,O,X,O
TOSZLJI,O,O,O,O,O,X,O
TOSZJIL,O,O,O,O,O,X,O
TOSZJLI,O,O,O,O,O,X,O
TOZILJS,X,X,O,X,X,O,X
TOZILSJ,X,O,O,X,X,X,X
TOZIJLS,O,X,O,X,X,O,X
TOZIJSL,O,O,O,X,X,O,X
TOZISLJ,O,O,O,X,X,X,X
TOZISJL,O,O,O,X,X,X,X
TOZLIJS,X,X,O,X,X,O,X
TOZLISJ,X,O,O,X,X,X,X
TOZLJIS,X,X,O,X,X,O,X
TOZLJSI,X,X,O,X,X,O,X
TOZLSIJ,X,O,O,X,X,X,X
TOZLSJI,X,O,O,X,X,X,X
TOZJILS,O,X,O,X,X,O,X
TOZJISL,O,O,O,X,X,O,X
TOZJLIS,O,X,O,X,X,O,X
TOZJLSI,O,X,O,X,X,O,X
TOZJSIL,O,O,O,X,X,O,X
TOZJSLI,O,O,O,X,X,O,X
TOZSILJ,O,O,O,X,X,X,X
TOZSIJL,O,O,O,X,X,X,X
TOZSLIJ,O,O,O,X,X,X,X
TOZSLJI,O,O,O,X,X,X,X
TOZSJIL,O,O,O,X,X,X,X
TOZSJLI,O,O,O,X,X,X,X
ITLJSZO,O,X,O,O,O,X,O
ITLJSOZ,O,X,O,O,O,O,O
ITLJZSO,O,X,O,O,O,X,O
ITLJZOS,O,X,O,O,X,O,O
ITLJOSZ,O,X,O,O,O,O,O
ITLJOZS,O,X,O,O,O,O,O
ITLSJZO,O,O,O,O,O,X,O
ITLSJOZ,O,O,O,O,O,O,O
ITLSZJO,O,O,O,O,O,X,O
ITLSZOJ,O,O,O,O,O,X,X
ITLSOJZ,O,O,O,O,O,O,O
ITLSOZJ,O,O,O,O,O,X,X
ITLZJSO,X,X,O,O,O,X,X
ITLZJOS,X,X,O,O,X,O,X
ITLZSJO,X,O,O,O,O,X,X
ITLZSOJ,X,O,O,O,O,X,X
ITLZOJS,X,X,O,O,O,O,X
ITLZOSJ,X,O,O,O,O,X,X
ITLOJSZ,O,X,O,O,O,O,O
ITLOJZS,O,X,O,O,O,O,O
ITLOSJZ,O,O,O,O,O,O,O
ITLOSZJ,O,O,O,O,O,X,O
ITLOZJS,X,X,O,O,O,O,X
ITLOZSJ,X,O,O,O,O,X,X
ITJLSZO,O,X,O,O,O,X,O
ITJLSOZ,O,X,O,O,O,O,O
ITJLZSO,O,X,O,O,O,X,O
ITJLZOS,O,X,O,O,X,O,O
ITJLOSZ,O,X,O,O,O,O,O
ITJLOZS,O,X,O,O,X,O,O
ITJSLZO,O,O,X,O,O,X,O
ITJSLOZ,O,O,X,O,O,O,O
ITJSZLO,O,O,X,O,O,X,O
ITJSZOL,O,O,X,O,O,X,O
ITJSOLZ,O,O,X,O,X,O,O
ITJSOZL,O,O,X,O,X,O,O
ITJZLSO,O,X,O,O,X,X,O
ITJZLOS,O,X,X,O,X,O,O
ITJZSLO,O,O,O,O,X,X,O
ITJZSOL,O,O,O,O,X,X,O
ITJZOLS,O,X,X,X,X,O,O
ITJZOSL,O,O,O,X,X,O,O
ITJOLSZ,O,X,O,O,X,O,O
ITJOLZS,O,X,O,O,X,O,O
ITJOSLZ,O,O,O,O,X,O,O
ITJOSZL,O,O,O,O,X,O,O
ITJOZLS,O,X,O,X,X,O,O
ITJOZSL,O,O,O,X,X,O,O
ITSLJZO,O,O,X,O,O,X,O
ITSLJOZ,O,O,X,O,O,O,O
ITSLZJO,O,O,X,O,O,X,O
ITSLZOJ,O,O,X,O,O,X,X
ITSLOJZ,O,O,X,O,O,O,O
ITSLOZJ,O,O,X,O,O,X,O
ITSJLZO,O,O,X,O,O,X,O
ITSJLOZ,O,O,X,O,O,O,O
ITSJZLO,O,O,X,O,O,X,O
ITSJZOL,O,O,X,O,O,X,O
ITSJOLZ,O,O,X,O,X,O,O
ITSJOZL,O,O,X,O,X,O,O
ITSZLJO,O,O,X,O,O,X,O
ITSZLOJ,O,O,X,O,O,X,X
ITSZJLO,O,O,X,O,O,X,O
ITSZJOL,O,O,X,O,O,X,O
ITSZOLJ,O,O,X,O,O,X,O
ITSZOJL,O,O,X,O,O,X,O
ITSOLJZ,O,O,X,O,O,O,O
ITSOLZJ,O,O,X,O,O,X,O
ITSOJLZ,O,O,X,O,O,O,O
ITSOJZL,O,O,X,O,O,O,O
ITSOZLJ,O,O,X,O,O,X,O
ITSOZJL,O,O,X,O,O,X,O
ITZLJSO,X,X,O,O,X,X,X
ITZLJOS,X,X,X,O,X,O,X
ITZLSJO,X,O,O,O,X,X,X
ITZLSOJ,X,O,X,O,X,X,X
ITZLOJS,X,X,X,O,X,O,X
ITZLOSJ,X,O,X,O,X,X,X
ITZJLSO,O,X,O,O,X,X,X
ITZJLOS,O,X,X,O,X,O,X
ITZJSLO,O,O,O,O,X,X,X
ITZJSOL,O,O,O,O,X,X,X
ITZJOLS,O,X,X,X,X,O,X
ITZJOSL,O,O,O,X,X,O,X
ITZSLJO,O,O,O,O,X,X,X
ITZSLOJ,O,O,X,O,X,X,X
ITZSJLO,O,O,O,O,X,X,X
ITZSJOL,O,O,O,O,X,X,X
ITZSOLJ,O,O,X,O,X,X,X
ITZSOJL,O,O,O,O,X,X,X
ITZOLJS,X,X,X,X,X,O,X
ITZOLSJ,X,O,X,X,X,X,X
ITZOJLS,O,X,X,X,X,O,X
ITZOJSL,O,O,O,X,X,O,X
ITZOSLJ,O,O,X,X,X,X,X
ITZOSJL,O,O,O,X,X,X,X
ITOLJSZ,O,X,O,O,O,O,O
ITOLJZS,O,X,O,O,O,O,O
ITOLSJZ,O,O,O,O,O,O,O
ITOLSZJ,O,O,O,O,O,X,O
ITOLZJS,X,X,O,O,O,O,X
ITOLZSJ,X,O,O,O,O,X,X
ITOJLSZ,O,X,O,O,O,O,O
ITOJLZS,O,X,O,O,O,O,O
ITOJSLZ,O,O,O,O,O,O,O
ITOJSZL,O,O,O,O,O,O,O
ITOJZLS,O,X,O,X,X,O,O
ITOJZSL,O,O,O,X,X,O,O
ITOSLJZ,O,O,O,O,O,O,O
ITOSLZJ,O,O,O,O,O,X,O
ITOSJLZ,O,O,O,O,O,O,O
ITOSJZL,O,O,O,O,O,O,O
ITOSZLJ,O,O,O,O,O,X,O
ITOSZJL,O,O,O,O,O,X,O
ITOZLJS,X,X,O,X,X,O,X
ITOZLSJ,X,O,O,X,X,X,X
ITOZJLS,O,X,O,X,X,O,X
ITOZJSL,O,O,O,X,X,O,X
ITOZSLJ,O,O,O,X,X,X,X
ITOZSJL,O,O,O,X,X,X,X
ILTJSZO,O,X,O,O,O,X,O
ILTJSOZ,O,X,O,O,O,O,O
ILTJZSO,O,X,O,O,O,X,O
ILTJZOS,O,X,O,O,X,O,O
ILTJOSZ,O,X,O,O,O,O,O
ILTJOZS,O,X,O,O,O,O,O
ILTSJZO,O,O,O,O,O,X,O
ILTSJOZ,O,O,O,O,O,O,O
ILTSZJO,O,O,O,O,O,X,O
ILTSZOJ,O,O,O,O,O,X,X
ILTSOJZ,O,O,O,O,O,O,O
ILTSOZJ,O,O,O,O,O,X,X
ILTZJSO,X,X,O,O,O,X,X
ILTZJOS,X,X,O,O,X,O,X
ILTZSJO,X,O,O,O,O,X,X
ILTZSOJ,X,O,O,O,O,X,X
ILTZOJS,X,X,O,O,O,O,X
ILTZOSJ,X,O,O,O,O,X,X
ILTOJSZ,O,X,O,O,O,O,O
ILTOJZS,O,X,O,O,O,O,O
ILTOSJZ,O,O,O,O,O,O,O
ILTOSZJ,O,O,O,O,O,X,O
ILTOZJS,X,X,O,O,O,O,X
ILTOZSJ,X,O,O,O,O,X,X
ILJTSZO,O,X,O,O,O,X,O
ILJTSOZ,O,X,O,O,O,X,O
ILJTZSO,O,X,O,O,O,X,O
ILJTZOS,O,X,O,O,X,X,O
ILJTOSZ,O,X,O,O,O,X,O
ILJTOZS,O,X,O,O,O,O,O
ILJSTZO,O,X,O,O,O,X,O
ILJSTOZ,O,X,O,O,O,X,O
ILJSZTO,O,X,O,X,O,X,O
ILJSZOT,O,X,O,O,O,X,O
ILJSOTZ,O,X,O,O,O,X,O
ILJSOZT,O,X,O,O,O,O,O
ILJZTSO,O,X,O,X,O,X,O
ILJZTOS,O,X,O,X,X,X,O
ILJZSTO,O,X,O,X,O,X,O
ILJZSOT,O,X,O,X,O,X,O
ILJZOTS,X,X,O,X,X,O,O
ILJZOST,O,X,O,X,X,O,O
ILJOTSZ,X,X,O,O,O,X,O
ILJOTZS,X,X,O,O,O,O,O
ILJOSTZ,O,X,O,O,O,X,O
ILJOSZT,O,X,O,O,O,O,O
ILJOZTS,X,X,O,X,O,O,O
ILJOZST,O,X,O,X,O,O,O
ILSTJZO,O,O,O,O,O,X,O
ILSTJOZ,O,O,O,O,O,X,O
ILSTZJO,O,O,O,O,O,X,O
ILSTZOJ,O,O,O,O,O,X,X
ILSTOJZ,O,O,O,O,O,X,O
ILSTOZJ,O,O,O,O,O,X,O
ILSJTZO,O,O,O,O,O,X,O
ILSJTOZ,O,O,O,O,O,X,O
ILSJZTO,O,O,O,X,O,X,O
ILSJZOT,O,O,O,O,O,X,O
ILSJOTZ,O,X,O,O,O,X,O
ILSJOZT,O,X,O,O,O,X,O
ILSZTJO,O,O,O,O,O,X,O
ILSZTOJ,O,O,O,O,O,X,X
ILSZJTO,O,O,O,X,O,X,O
ILSZJOT,O,O,O,O,O,X,O
ILSZOTJ,X,O,O,O,O,X,X
ILSZOJT,X,O,O,O,O,X,X
ILSOTJZ,O,O,O,O,O,X,O
ILSOTZJ,O,O,O,O,O,X,O
ILSOJTZ,O,X,O,O,O,X,O
ILSOJZT,O,X,O,O,O,X,O
ILSOZTJ,X,O,O,O,O,X,O
ILSOZJT,X,O,O,O,O,X,O
ILZTJSO,X,X,O,O,O,X,X
ILZTJOS,X,X,O,O,X,X,X
ILZTSJO,X,O,O,O,O,X,X
ILZTSOJ,X,O,O,O,O,X,X
ILZTOJS,X,X,O,O,O,X,X
ILZTOSJ,X,O,O,O,O,X,X
ILZJTSO,O,X,O,X,O,X,O
ILZJTOS,X,X,O,X,X,X,O
ILZJSTO,O,X,O,X,O,X,O
ILZJSOT,O,X,O,X,O,X,O
ILZJOTS,X,X,O,X,X,X,O
ILZJOST,O,X,O,X,X,X,O
ILZSTJO,O,O,O,O,O,X,O
ILZSTOJ,O,O,O,O,O,X,X
ILZSJTO,O,O,O,X,O,X,O
ILZSJOT,O,O,O,O,O,X,O
ILZSOTJ,X,O,O,O,O,X,X
ILZSOJT,X,O,O,O,O,X,X
ILZOTJS,X,X,O,O,O,X,X
ILZOTSJ,X,X,O,O,O,X,X
ILZOJTS,X,X,O,X,O,X,O
ILZOJST,X,X,O,X,O,X,O
ILZOSTJ,X,X,O,O,O,X,O
ILZOSJT,X,X,O,O,O,X,O
ILOTJSZ,X,X,O,O,O,O,O
ILOTJZS,X,X,O,O,O,O,O
ILOTSJZ,X,X,O,O,O,O,O
ILOTSZJ,X,X,O,O,O,X,O
ILOTZJS,X,X,O,O,O,O,X
ILOTZSJ,X,X,O,O,O,X,X
ILOJTSZ,X,X,O,O,O,X,O
ILOJTZS,X,X,O,O,O,O,O
ILOJSTZ,O,X,O,O,O,X,O
ILOJSZT,O,X,O,O,O,O,O
ILOJZTS,X,X,O,X,O,O,O
ILOJZST,O,X,O,X,O,O,O
ILOSTJZ,O,X,O,O,O,X,O
ILOSTZJ,O,X,O,O,O,X,O
ILOSJTZ,O,X,O,O,O,X,O
ILOSJZT,O,X,O,O,O,X,O
ILOSZTJ,X,X,O,O,O,X,O
ILOSZJT,X,X,O,O,O,X,O
ILOZTJS,X,X,O,O,O,X,X
ILOZTSJ,X,X,O,O,O,X,X
ILOZJTS,X,X,O,X,O,X,O
ILOZJST,X,X,O,X,O,X,O
ILOZSTJ,X,X,O,O,O,X,O
ILOZSJT,X,X,O,O,O,X,O
IJTLSZO,O,X,O,O,O,X,O
IJTLSOZ,O,X,O,O,O,O,O
IJTLZSO,O,X,O,O,O,X,O
IJTLZOS,O,X,O,O,X,O,O
IJTLOSZ,O,X,O,O,O,O,O
IJTLOZS,O,X,O,O,X,O,O
IJTSLZO,O,O,X,O,O,X,O
IJTSLOZ,O,O,X,O,O,O,O
IJTSZLO,O,O,X,O,O,X,O
IJTSZOL,O,O,X,O,O,X,O
IJTSOLZ,O,O,X,O,X,O,O
IJTSOZL,O,O,X,O,X,O,O
IJTZLSO,O,X,O,O,X,X,O
IJTZLOS,O,X,X,O,X,O,O
IJTZSLO,O,O,O,O,X,X,O
IJTZSOL,O,O,O,O,X,X,O
IJTZOLS,O,X,X,X,X,O,O
IJTZOSL,O,O,O,X,X,O,O
IJTOLSZ,O,X,O,O,X,O,O
IJTOLZS,O,X,O,O,X,O,O
IJTOSLZ,O,O,O,O,X,O,O
IJTOSZL,O,O,O,O,X,O,O
IJTOZLS,O,X,O,X,X,O,O
IJTOZSL,O,O,O,X,X,O,O
IJLTSZO,O,X,O,O,O,X,O
IJLTSOZ,O,X,O,O,O,X,O
IJLTZSO,O,X,O,O,O,X,O
IJLTZOS,O,X,O,O,X,X,O
IJLTOSZ,O,X,O,O,O,X,O
IJLTOZS,O,X,O,O,O,O,O
IJLSTZO,O,X,O,O,O,X,O
IJLSTOZ,O,X,O,O,O,X,O
IJLSZTO,O,X,O,X,O,X,O
IJLSZOT,O,X,O,O,O,X,O
IJLSOTZ,O,X,O,O,O,X,O
IJLSOZT,O,X,O,O,O,O,O
IJLZTSO,O,X,O,X,O,X,O
IJLZTOS,O,X,O,X,X,X,O
IJLZSTO,O,X,O,X,O,X,O
IJLZSOT,O,X,O,X,O,X,O
IJLZOTS,X,X,O,X,X,O,O
IJLZOST,O,X,O,X,X,O,O
IJLOTSZ,X,X,O,O,O,X,O
IJLOTZS,X,X,O,O,O,O,O
IJLOSTZ,O,X,O,O,O,X,O
IJLOSZT,O,X,O,O,O,O,O
IJLOZTS,X,X,O,X,O,O,O
IJLOZST,O,X,O,X,O,O,O
IJSTLZO,O,O,X,O,O,X,O
IJSTLOZ,O,O,X,O,O,X,O
IJSTZLO,O,O,X,O,O,X,O
IJSTZOL,O,O,X,O,O,X,O
IJSTOLZ,O,O,X,O,X,X,O
IJSTOZL,O,O,X,O,X,X,O
IJSLTZO,O,O,O,O,O,X,O
IJSLTOZ,O,O,O,O,O,X,O
IJSLZTO,O,O,O,X,O,X,O
IJSLZOT,O,O,O,O,O,X,O
IJSLOTZ,O,X,O,O,O,X,O
IJSLOZT,O,X,O,O,O,O,O
IJSZTLO,O,O,O,O,O,X,O
IJSZTOL,O,O,O,O,O,X,O
IJSZLTO,O,O,O,X,O,X,O
IJSZLOT,O,O,X,O,O,X,O
IJSZOTL,O,X,O,X,O,X,O
IJSZOLT,O,X,X,X,O,X,O
IJSOTLZ,O,X,O,X,O,X,O
IJSOTZL,O,X,O,X,O,X,O
IJSOLTZ,O,X,O,X,O,X,O
IJSOLZT,O,X,O,X,O,O,O
IJSOZTL,O,X,O,X,O,X,O
IJSOZLT,O,X,O,X,O,O,O
IJZTLSO,O,X,O,X,X,X,O
IJZTLOS,O,X,X,X,X,X,O
IJZTSLO,O,O,O,X,X,X,O
IJZTSOL,O,O,O,X,X,X,O
IJZTOLS,O,X,X,X,X,X,O
IJZTOSL,O,O,O,X,X,X,O
IJZLTSO,O,X,O,X,O,X,O
IJZLTOS,O,X,O,X,X,X,O
IJZLSTO,O,X,O,X,O,X,O
IJZLSOT,O,X,O,X,O,X,O
IJZLOTS,X,X,O,X,X,O,O
IJZLOST,O,X,O,X,X,O,O
IJZSTLO,O,O,O,X,O,X,O
IJZSTOL,O,O,O,X,O,X,O
IJZSLTO,O,O,O,X,O,X,O
IJZSLOT,O,O,X,X,O,X,O
IJZSOTL,O,X,O,X,O,X,O
IJZSOLT,O,X,X,X,O,X,O
IJZOTLS,O,X,O,X,X,O,O
IJZOTSL,O,X,O,X,X,X,O
IJZOLTS,X,X,O,X,X,O,O
IJZOLST,O,X,O,X,X,O,O
IJZOSTL,O,X,O,X,X,X,O
IJZOSLT,O,X,O,X,X,O,O
IJOTLSZ,O,X,O,X,O,O,O
IJOTLZS,O,X,O,X,O,O,O
IJOTSLZ,O,X,O,X,O,O,O
IJOTSZL,O,X,O,X,O,O,O
IJOTZLS,O,X,O,X,X,O,O
IJOTZSL,O,X,O,X,X,O,O
IJOLTSZ,X,X,O,X,O,X,O
IJOLTZS,X,X,O,X,O,O,O
IJOLSTZ,O,X,O,X,O,X,O
IJOLSZT,O,X,O,X,O,O,O
IJOLZTS,X,X,O,X,O,O,O
IJOLZST,O,X,O,X,O,O,O
IJOSTLZ,O,X,O,X,O,X,O
IJOSTZL,O,X,O,X,O,X,O
IJOSLTZ,O,X,O,X,O,X,O
IJOSLZT,O,X,O,X,O,O,O
IJOSZTL,O,X,O,X,O,X,O
IJOSZLT,O,X,O,X,O,O,O
IJOZTLS,O,X,O,X,X,O,O
IJOZTSL,O,X,O,X,X,O,O
IJOZLTS,X,X,O,X,O,O,O
IJOZLST,O,X,O,X,O,O,O
IJOZSTL,O,X,O,X,O,X,O
IJOZSLT,O,X,O,X,O,O,O
ISTLJZO,O,O,X,O,O,X,O
ISTLJOZ,O,O,X,O,O,O,O
ISTLZJO,O,O,X,O,O,X,O
ISTLZOJ,O,O,X,O,O,X,X
ISTLOJZ,O,O,X,O,O,O,O
ISTLOZJ,O,O,X,O,O,X,O
ISTJLZO,O,O,X,O,O,X,O
ISTJLOZ,O,O,X,O,O,O,O
ISTJZLO,O,O,X,O,O,X,O
ISTJZOL,O,O,X,O,O,X,O
ISTJOLZ,O,O,X,O,X,O,O
ISTJOZL,O,O,X,O,X,O,O
ISTZLJO,O,O,X,O,O,X,O
ISTZLOJ,O,O,X,O,O,X,X
ISTZJLO,O,O,X,O,O,X,O
ISTZJOL,O,O,X,O,O,X,O
ISTZOLJ,O,O,X,O,O,X,O
ISTZOJL,O,O,X,O,O,X,O
ISTOLJZ,O,O,X,O,O,O,O
ISTOLZJ,O,O,X,O,O,X,O
ISTOJLZ,O,O,X,O,O,O,O
ISTOJZL,O,O,X,O,O,O,O
ISTOZLJ,O,O,X,O,O,X,O
ISTOZJL,O,O,X,O,O,X,O
ISLTJZO,O,O,O,O,O,X,O
ISLTJOZ,O,O,O,O,O,X,O
ISLTZJO,O,O,O,O,O,X,O
ISLTZOJ,O,O,O,O,O,X,X
ISLTOJZ,O,O,O,O,O,X,O
ISLTOZJ,O,O,O,O,O,X,O
ISLJTZO,O,O,O,O,O,X,O
ISLJTOZ,O,O,O,O,O,X,O
ISLJZTO,O,O,O,X,O,X,O
ISLJZOT,O,O,O,O,O,X,O
ISLJOTZ,O,X,O,O,O,X,O
ISLJOZT,O,X,O,O,O,X,O
ISLZTJO,O,O,O,O,O,X,O
ISLZTOJ,O,O,O,O,O,X,X
ISLZJTO,O,O,O,X,O,X,O
ISLZJOT,O,O,O,O,O,X,O
ISLZOTJ,X,O,O,O,O,X,X
ISLZOJT,X,O,O,O,O,X,X
ISLOTJZ,O,O,O,O,O,X,O
ISLOTZJ,O,O,O,O,O,X,O
ISLOJTZ,O,X,O,O,O,X,O
ISLOJZT,O,X,O,O,O,X,O
ISLOZTJ,X,O,O,O,O,X,O
ISLOZJT,X,O,O,O,O,X,O
ISJTLZO,O,O,X,O,O,X,O
ISJTLOZ,O,O,X,O,O,X,O
ISJTZLO,O,O,X,O,O,X,O
ISJTZOL,O,O,X,O,O,X,O
ISJTOLZ,O,O,X,O,X,X,O
ISJTOZL,O,O,X,O,X,X,O
ISJLTZO,O,O,O,O,O,X,O
ISJLTOZ,O,O,O,O,O,X,O
ISJLZTO,O,O,O,X,O,X,O
ISJLZOT,O,O,O,O,O,X,O
ISJLOTZ,O,X,O,O,O,X,O
ISJLOZT,O,X,O,O,O,O,O
ISJZTLO,O,O,O,O,O,X,O
ISJZTOL,O,O,O,O,O,X,O
ISJZLTO,O,O,O,X,O,X,O
ISJZLOT,O,O,X,O,O,X,O
ISJZOTL,O,X,O,X,O,X,O
ISJZOLT,O,X,X,X,O,X,O
ISJOTLZ,O,X,O,X,O,X,O
ISJOTZL,O,X,O,X,O,X,O
ISJOLTZ,O,X,O,X,O,X,O
ISJOLZT,O,X,O,X,O,O,O
ISJOZTL,O,X,O,X,O,X,O
ISJOZLT,O,X,O,X,O,O,O
ISZTLJO,O,O,O,O,O,X,O
ISZTLOJ,O,O,X,O,O,X,X
ISZTJLO,O,O,O,O,O,X,O
ISZTJOL,O,O,O,O,O,X,O
ISZTOLJ,O,O,X,O,O,X,O
ISZTOJL,O,O,O,O,O,X,O
ISZLTJO,O,O,O,O,O,X,O
ISZLTOJ,O,O,X,O,O,X,X
ISZLJTO,O,O,O,X,O,X,O
ISZLJOT,O,O,X,O,O,X,O
ISZLOTJ,X,O,X,O,O,X,X
ISZLOJT,X,O,X,O,O,X,X
ISZJTLO,O,O,O,O,O,X,O
ISZJTOL,O,O,O,O,O,X,O
ISZJLTO,O,O,O,X,O,X,O
ISZJLOT,O,O,X,O,O,X,O
ISZJOTL,O,X,O,X,O,X,O
ISZJOLT,O,X,X,X,O,X,O
ISZOTLJ,X,O,X,O,O,X,O
ISZOTJL,X,O,O,O,O,X,O
ISZOLTJ,X,O,X,O,O,X,O
ISZOLJT,X,O,X,O,O,X,O
ISZOJTL,X,X,O,X,O,X,O
ISZOJLT,X,X,X,X,O,X,O
ISOTLJZ,O,O,O,O,O,O,O
ISOTLZJ,O,O,O,O,O,X,O
ISOTJLZ,O,O,O,O,O,O,O
ISOTJZL,O,O,O,O,O,O,O
ISOTZLJ,O,O,O,O,O,X,O
ISOTZJL,O,O,O,O,O,X,O
ISOLTJZ,O,O,O,O,O,X,O
ISOLTZJ,O,O,O,O,O,X,O
ISOLJTZ,O,X,O,O,O,X,O
ISOLJZT,O,X,O,O,O,X,O
ISOLZTJ,X,O,O,O,O,X,O
ISOLZJT,X,O,O,O,O,X,O
ISOJTLZ,O,X,O,X,O,X,O
ISOJTZL,O,X,O,X,O,X,O
ISOJLTZ,O,X,O,X,O,X,O
ISOJLZT,O,X,O,X,O,O,O
ISOJZTL,O,X,O,X,O,X,O
ISOJZLT,O,X,O,X,O,O,O
ISOZTLJ,X,O,O,O,O,X,O
ISOZTJL,X,O,O,O,O,X,O
ISOZLTJ,X,O,O,O,O,X,O
ISOZLJT,X,O,O,O,O,X,O
ISOZJTL,X,X,O,X,O,X,O
ISOZJLT,X,X,O,X,O,X,O
IZTLJSO,X,X,O,O,X,X,X
IZTLJOS,X,X,X,O,X,O,X
IZTLSJO,X,O,O,O,X,X,X
IZTLSOJ,X,O,X,O,X,X,X
IZTLOJS,X,X,X,O,X,O,X
IZTLOSJ,X,O,X,O,X,X,X
IZTJLSO,O,X,O,O,X,X,X
IZTJLOS,O,X,X,O,X,O,X
IZTJSLO,O,O,O,O,X,X,X
IZTJSOL,O,O,O,O,X,X,X
IZTJOLS,O,X,X,X,X,O,X
IZTJOSL,O,O,O,X,X,O,X
IZTSLJO,O,O,O,O,X,X,X
IZTSLOJ,O,O,X,O,X,X,X
