sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
TZISJOL,O,O,O,O,X,O,X,O,O
TZISOLJ,O,O,O,O,X,O,X,X,X
TZISOJL,O,O,O,O,X,O,X,X,O
TZIOLJS,O,O,O,O,O,X,X,X,X
TZIOLSJ,O,O,O,O,O,X,X,X,X
TZIOJLS,O,O,O,O,X,X,X,X,X
TZIOJSL,O,O,O,O,X,X,X,X,O
TZIOSLJ,O,O,O,O,O,X,X,X,X
TZIOSJL,O,O,O,O,X,X,X,X,O
TZLIJSO,X,O,O,O,X,X,X,X,O
TZLIJOS,X,O,O,X,O,X,X,X,X
TZLISJO,X,O,O,O,X,O,O,X,O
TZLISOJ,X,O,O,X,O,O,O,X,X
TZLIOJS,X,O,O,X,O,X,X,X,X
TZLIOSJ,X,O,O,X,O,X,X,X,X
TZLJISO,X,O,O,O,X,X,X,X,O
TZLJIOS,X,O,O,X,O,X,X,X,X
TZLJSIO,X,O,O,O,X,O,X,X,O
TZLJSOI,O,O,O,O,X,O,X,X,X
TZLJOIS,O,O,O,O,O,X,X,X,X
TZLJOSI,O,O,O,O,O,X,X,X,X
TZLSIJO,X,O,O,O,X,O,O,X,O
TZLSIOJ,X,O,O,X,O,O,O,X,X
TZLSJIO,X,O,O,O,X,O,O,X,O
TZLSJOI,O,O,O,O,X,O,O,X,X
TZLSOIJ,O,O,O,O,O,O,O,X,X
TZLSOJI,O,O,O,O,O,O,O,X,X
TZLOIJS,O,O,O,O,O,X,X,X,X
TZLOISJ,O,O,O,O,O,X,X,X,X
TZLOJIS,O,O,O,O,O,X,X,X,X
TZLOJSI,O,O,O,O,O,X,X,X,X
TZLOSIJ,O,O,O,O,O,O,X,X,X
TZLOSJI,O,O,O,O,O,O,X,X,X
TZJILSO,X,O,O,O,X,X,X,O,O
TZJILOS,X,O,O,X,X,X,X,O,X
TZJISLO,X,O,O,O,X,X,X,O,O
TZJISOL,O,O,O,O,X,X,X,O,O
TZJIOLS,O,O,O,O,X,X,X,O,X
TZJIOSL,O,O,O,O,X,X,X,O,O
TZJLISO,X,O,O,O,X,X,X,X,O
TZJLIOS,X,O,O,X,O,X,X,X,X
TZJLSIO,X,O,O,O,X,O,X,X,O
TZJLSOI,O,O,O,O,X,O,X,X,X
TZJLOIS,O,O,O,O,O,X,X,X,X
TZJLOSI,O,O,O,O,O,X,X,X,X
TZJSILO,X,O,O,O,X,O,X,O,O
TZJSIOL,O,O,O,O,X,O,X,O,O
TZJSLIO,X,O,O,O,X,O,X,X,O
TZJSLOI,O,O,O,O,X,O,X,X,X
TZJSOIL,O,O,O,O,X,O,X,X,O
TZJSOLI,O,O,O,O,X,O,X,X,X
TZJOILS,O,O,O,O,X,X,X,X,X
TZJOISL,O,O,O,O,X,X,X,X,O
TZJOLIS,O,O,O,O,O,X,X,X,X
TZJOLSI,O,O,O,O,O,X,X,X,X
TZJOSIL,O,O,O,O,X,X,X,X,O
TZJOSLI,O,O,O,O,O,X,X,X,X
TZSILJO,X,O,O,O,X,O,O,X,O
TZSILOJ,X,O,O,X,X,O,O,X,X
TZSIJLO,X,O,O,O,X,O,X,O,O
TZSIJOL,O,O,O,O,X,O,X,O,O
TZSIOLJ,O,O,O,O,X,O,O,X,X
TZSIOJL,O,O,O,O,X,O,X,X,O
TZSLIJO,X,O,O,O,X,O,O,X,O
TZSLIOJ,X,O,O,X,O,O,O,X,X
TZSLJIO,X,O,O,O,X,O,O,X,O
TZSLJOI,O,O,O,O,X,O,O,X,X
TZSLOIJ,O,O,O,O,O,O,O,X,X
TZSLOJI,O,O,O,O,O,O,O,X,X
TZSJILO,X,O,O,O,X,O,X,O,O
TZSJIOL,O,O,O,O,X,O,X,O,O
TZSJLIO,X,O,O,O,X,O,O,X,O
TZSJLOI,O,O,O,O,X,O,O,X,X
TZSJOIL,O,O,O,O,X,O,X,X,O
TZSJOLI,O,O,O,O,X,O,O,X,X
TZSOILJ,O,O,O,O,O,O,O,X,X
TZSOIJL,O,O,O,O,X,O,X,X,O
TZSOLIJ,O,O,O,O,O,O,O,X,X
TZSOLJI,O,O,O,O,O,O,O,X,X
TZSOJIL,O,O,O,O,X,O,X,X,O
TZSOJLI,O,O,O,O,O,O,O,X,X
TZOILJS,O,O,O,O,O,X,X,X,X
TZOILSJ,O,O,O,O,O,X,X,X,X
TZOIJLS,O,O,O,O,X,X,X,X,X
TZOIJSL,O,O,O,O,X,X,X,X,O
TZOISLJ,O,O,O,O,O,X,X,X,X
TZOISJL,O,O,O,O,X,X,X,X,O
TZOLIJS,O,O,O,O,O,X,X,X,X
TZOLISJ,O,O,O,O,O,X,X,X,X
TZOLJIS,O,O,O,O,O,X,X,X,X
TZOLJSI,O,O,O,O,O,X,X,X,X
TZOLSIJ,O,O,O,O,O,O,X,X,X
TZOLSJI,O,O,O,O,O,O,X,X,X
TZOJILS,O,O,O,O,X,X,X,X,X
TZOJISL,O,O,O,O,X,X,X,X,O
TZOJLIS,O,O,O,O,O,X,X,X,X
TZOJLSI,O,O,O,O,O,X,X,X,X
TZOJSIL,O,O,O,O,X,X,X,X,O
TZOJSLI,O,O,O,O,O,X,X,X,X
TZOSILJ,O,O,O,O,O,O,X,X,X
TZOSIJL,O,O,O,O,X,O,X,X,O
TZOSLIJ,O,O,O,O,O,O,X,X,X
TZOSLJI,O,O,O,O,O,O,X,X,X
TZOSJIL,O,O,O,O,X,O,X,X,O
TZOSJLI,O,O,O,O,O,O,X,X,X
TOILJSZ,X,O,X,X,X,X,X,X,X
TOILJZS,X,O,X,X,O,X,X,X,X
TOILSJZ,X,O,X,X,X,X,X,X,X
TOILSZJ,X,O,X,X,O,X,X,X,X
TOILZJS,X,O,X,X,O,X,X,X,X
TOILZSJ,X,O,X,X,O,X,X,X,X
TOIJLSZ,X,O,X,X,X,X,X,O,X
TOIJLZS,X,O,X,X,X,X,X,O,X
TOIJSLZ,X,O,X,X,X,X,X,O,O
TOIJSZL,O,O,X,O,X,X,X,O,O
TOIJZLS,O,O,X,O,X,X,X,O,X
TOIJZSL,O,O,X,O,X,X,X,O,X
TOISLJZ,X,O,X,X,X,X,X,X,X
TOISLZJ,X,O,X,X,X,X,X,X,X
TOISJLZ,X,O,X,X,X,X,X,O,O
TOISJZL,O,O,X,O,X,X,X,O,O
TOISZLJ,O,O,X,O,X,X,X,X,X
TOISZJL,O,O,X,O,X,X,X,X,X
TOIZLJS,O,O,X,O,O,X,X,X,X
TOIZLSJ,O,O,X,O,O,X,X,X,X
TOIZJLS,O,O,X,O,X,X,X,X,X
TOIZJSL,O,O,X,O,X,X,X,X,X
TOIZSLJ,O,O,X,O,O,X,X,X,X
TOIZSJL,O,O,X,O,X,X,X,X,X
TOLIJSZ,X,O,O,X,X,X,X,X,X
TOLIJZS,X,O,O,X,O,X,X,X,X
TOLISJZ,X,O,O,X,X,X,O,X,X
TOLISZJ,X,O,O,X,O,X,O,X,X
TOLIZJS,X,O,O,X,O,X,X,X,X
TOLIZSJ,X,O,O,X,O,X,X,X,X
TOLJISZ,X,O,O,X,X,X,X,X,X
TOLJIZS,X,O,O,X,O,X,X,X,X
TOLJSIZ,X,O,O,X,X,X,X,X,X
TOLJSZI,O,O,O,O,X,X,X,X,X
TOLJZIS,O,O,O,O,O,X,X,X,X
TOLJZSI,O,O,O,O,O,X,X,X,X
TOLSIJZ,X,O,O,X,X,O,O,X,X
TOLSIZJ,X,O,O,X,O,O,O,X,X
TOLSJIZ,X,O,O,X,X,O,O,X,X
TOLSJZI,O,O,O,O,X,O,O,X,X
TOLSZIJ,O,O,O,O,O,O,O,X,X
TOLSZJI,O,O,O,O,O,O,O,X,X
TOLZIJS,O,O,O,O,O,X,X,X,X
TOLZISJ,O,O,O,O,O,X,X,X,X
TOLZJIS,O,O,O,O,O,X,X,X,X
TOLZJSI,O,O,O,O,O,X,X,X,X
TOLZSIJ,O,O,O,O,O,O,X,X,X
TOLZSJI,O,O,O,O,O,O,X,X,X
TOJILSZ,X,O,X,X,X,X,X,O,X
TOJILZS,X,O,X,X,X,X,X,O,X
TOJISLZ,X,O,X,X,X,X,X,O,O
TOJISZL,O,O,X,O,X,X,X,O,O
TOJIZLS,O,O,X,O,X,X,X,O,X
TOJIZSL,O,O,X,O,X,X,X,O,X
TOJLISZ,X,O,O,X,X,X,X,X,X
TOJLIZS,X,O,O,X,O,X,X,X,X
TOJLSIZ,X,O,O,X,X,X,X,X,X
TOJLSZI,O,O,O,O,X,X,X,X,X
TOJLZIS,O,O,O,O,O,X,X,X,X
TOJLZSI,O,O,O,O,O,X,X,X,X
TOJSILZ,X,O,O,X,X,X,X,O,O
TOJSIZL,O,O,O,O,X,X,X,O,O
TOJSLIZ,X,O,O,X,X,X,X,X,X
TOJSLZI,O,O,O,O,X,X,X,X,X
TOJSZIL,O,O,O,O,X,X,X,X,O
TOJSZLI,O,O,O,O,X,X,X,X,X
TOJZILS,O,O,O,O,X,X,X,X,X
TOJZISL,O,O,O,O,X,X,X,X,O
TOJZLIS,O,O,O,O,O,X,X,X,X
TOJZLSI,O,O,O,O,O,X,X,X,X
TOJZSIL,O,O,O,O,X,X,X,X,O
TOJZSLI,O,O,O,O,O,X,X,X,X
TOSILJZ,X,O,O,X,X,O,O,X,X
TOSILZJ,X,O,O,X,X,O,O,X,X
TOSIJLZ,X,O,O,X,X,O,X,O,O
TOSIJZL,O,O,O,O,X,O,X,O,O
TOSIZLJ,O,O,O,O,X,O,O,X,X
TOSIZJL,O,O,O,O,X,O,X,X,X
TOSLIJZ,X,O,O,X,X,O,O,X,X
TOSLIZJ,X,O,O,X,O,O,O,X,X
TOSLJIZ,X,O,O,X,X,O,O,X,X
TOSLJZI,O,O,O,O,X,O,O,X,X
TOSLZIJ,O,O,O,O,O,O,O,X,X
TOSLZJI,O,O,O,O,O,O,O,X,X
TOSJILZ,X,O,O,X,X,O,X,O,O
TOSJIZL,O,O,O,O,X,O,X,O,O
TOSJLIZ,X,O,O,X,X,O,O,X,X
TOSJLZI,O,O,O,O,X,O,O,X,X
TOSJZIL,O,O,O,O,X,O,X,X,O
TOSJZLI,O,O,O,O,X,O,O,X,X
TOSZILJ,O,O,O,O,O,O,O,X,X
TOSZIJL,O,O,O,O,X,O,X,X,O
TOSZLIJ,O,O,O,O,O,O,O,X,X
TOSZLJI,O,O,O,O,O,O,O,X,X
TOSZJIL,O,O,O,O,X,O,X,X,O
TOSZJLI,O,O,O,O,O,O,O,X,X
TOZILJS,O,O,O,O,O,X,X,X,X
TOZILSJ,O,O,O,O,O,X,X,X,X
TOZIJLS,O,O,O,O,X,X,X,X,X
TOZIJSL,O,O,O,O,X,X,X,X,O
TOZISLJ,O,O,O,O,O,X,X,X,X
TOZISJL,O,O,O,O,X,X,X,X,O
TOZLIJS,O,O,O,O,O,X,X,X,X
TOZLISJ,O,O,O,O,O,X,X,X,X
TOZLJIS,O,O,O,O,O,X,X,X,X
TOZLJSI,O,O,O,O,O,X,X,X,X
TOZLSIJ,O,O,O,O,O,O,X,X,X
TOZLSJI,O,O,O,O,O,O,X,X,X
TOZJILS,O,O,O,O,X,X,X,X,X
TOZJISL,O,O,O,O,X,X,X,X,O
TOZJLIS,O,O,O,O,O,X,X,X,X
TOZJLSI,O,O,O,O,O,X,X,X,X
TOZJSIL,O,O,O,O,X,X,X,X,O
TOZJSLI,O,O,O,O,O,X,X,X,X
TOZSILJ,O,O,O,O,O,O,X,X,X
TOZSIJL,O,O,O,O,X,O,X,X,O
TOZSLIJ,O,O,O,O,O,O,X,X,X
TOZSLJI,O,O,O,O,O,O,X,X,X
TOZSJIL,O,O,O,O,X,O,X,X,O
TOZSJLI,O,O,O,O,O,O,X,X,X
ITLJSZO,X,O,O,X,X,X,O,O,O
ITLJSOZ,X,O,O,X,X,X,O,O,O
ITLJZSO,X,O,O,X,X,X,X,O,X
ITLJZOS,X,O,O,X,O,X,X,O,X
ITLJOSZ,X,O,O,X,X,X,X,O,X
ITLJOZS,X,O,O,X,O,X,X,O,X
ITLSJZO,X,O,O,X,X,O,O,O,O
ITLSJOZ,X,O,O,X,X,O,O,O,O
ITLSZJO,X,O,O,X,X,O,O,X,X
ITLSZOJ,X,O,O,X,O,O,O,X,X
ITLSOJZ,X,O,O,X,X,O,O,X,X
ITLSOZJ,X,O,O,X,O,O,O,X,X
ITLZJSO,X,O,O,X,X,X,X,X,X
ITLZJOS,X,O,O,X,O,X,X,X,X
ITLZSJO,X,O,O,X,X,O,O,X,X
ITLZSOJ,X,O,O,X,O,O,O,X,X
ITLZOJS,X,O,O,X,O,X,X,X,X
ITLZOSJ,X,O,O,X,O,X,X,X,X
ITLOJSZ,X,O,O,X,X,X,X,X,X
ITLOJZS,X,O,O,X,O,X,X,X,X
ITLOSJZ,X,O,O,X,X,X,O,X,X
ITLOSZJ,X,O,O,X,O,X,O,X,X
ITLOZJS,X,O,O,X,O,X,X,X,X
ITLOZSJ,X,O,O,X,O,X,X,X,X
ITJLSZO,X,O,O,X,X,X,X,O,O
ITJLSOZ,X,O,O,X,X,X,X,O,O
ITJLZSO,X,O,O,X,X,X,X,O,X
ITJLZOS,X,O,O,X,X,X,X,O,X
ITJLOSZ,X,O,O,X,X,X,X,O,X
ITJLOZS,X,O,O,X,X,X,X,O,X
ITJSLZO,X,O,O,X,X,X,X,O,O
ITJSLOZ,X,O,O,X,X,X,X,O,O
ITJSZLO,X,O,O,O,X,X,X,O,O
ITJSZOL,O,O,O,O,X,X,X,O,O
ITJSOLZ,X,O,O,X,X,X,X,O,O
ITJSOZL,O,O,O,O,X,X,X,O,O
ITJZLSO,X,O,O,O,X,X,X,O,O
ITJZLOS,X,O,O,X,X,X,X,O,X
ITJZSLO,X,O,O,O,X,X,X,O,O
ITJZSOL,O,O,O,O,X,X,X,O,O
ITJZOLS,O,O,O,O,X,X,X,O,X
ITJZOSL,O,O,O,O,X,X,X,O,O
ITJOLSZ,X,O,X,X,X,X,X,O,X
ITJOLZS,X,O,X,X,X,X,X,O,X
ITJOSLZ,X,O,X,X,X,X,X,O,O
ITJOSZL,O,O,X,O,X,X,X,O,O
ITJOZLS,O,O,X,O,X,X,X,O,X
ITJOZSL,O,O,X,O,X,X,X,O,X
ITSLJZO,X,O,O,X,X,O,O,O,O
ITSLJOZ,X,O,O,X,X,O,O,O,O
ITSLZJO,X,O,O,X,X,O,O,X,X
ITSLZOJ,X,O,O,X,X,O,O,X,X
ITSLOJZ,X,O,O,X,X,O,O,X,X
ITSLOZJ,X,O,O,X,X,O,O,X,X
ITSJLZO,X,O,O,X,X,O,X,O,O
ITSJLOZ,X,O,O,X,X,O,X,O,O
ITSJZLO,X,O,O,O,X,O,X,O,O
ITSJZOL,O,O,O,O,X,O,X,O,O
ITSJOLZ,X,O,O,X,X,O,X,O,O
ITSJOZL,O,O,O,O,X,O,X,O,O
ITSZLJO,X,O,O,O,X,O,O,X,O
ITSZLOJ,X,O,O,X,X,O,O,X,X
ITSZJLO,X,O,O,O,X,O,X,O,O
ITSZJOL,O,O,O,O,X,O,X,O,O
ITSZOLJ,O,O,O,O,X,O,O,X,X
ITSZOJL,O,O,O,O,X,O,X,X,O
ITSOLJZ,X,O,O,X,X,O,O,X,X
ITSOLZJ,X,O,O,X,X,O,O,X,X
ITSOJLZ,X,O,O,X,X,O,X,O,O
ITSOJZL,O,O,O,O,X,O,X,O,O
ITSOZLJ,O,O,O,O,X,O,O,X,X
ITSOZJL,O,O,O,O,X,O,X,X,X
ITZLJSO,X,O,O,O,X,X,X,X,O
ITZLJOS,X,O,O,X,O,X,X,X,X
ITZLSJO,X,O,O,O,X,O,X,X,O
ITZLSOJ,X,O,O,X,O,O,X,X,X
ITZLOJS,X,O,O,X,O,X,X,X,X
ITZLOSJ,X,O,O,X,O,X,X,X,X
ITZJLSO,X,O,O,O,X,X,X,O,O
ITZJLOS,X,O,O,X,X,X,X,O,X
ITZJSLO,X,O,O,O,X,X,X,O,O
ITZJSOL,O,O,O,O,X,X,X,O,O
ITZJOLS,O,O,O,O,X,X,X,O,X
ITZJOSL,O,O,O,O,X,X,X,O,O
ITZSLJO,X,O,O,O,X,O,X,X,O
ITZSLOJ,X,O,O,X,X,O,X,X,X
ITZSJLO,X,O,O,O,X,O,X,O,O
ITZSJOL,O,O,O,O,X,O,X,O,O
ITZSOLJ,O,O,O,O,X,O,X,X,X
ITZSOJL,O,O,O,O,X,O,X,X,O
ITZOLJS,O,O,O,O,O,X,X,X,X
ITZOLSJ,O,O,O,O,O,X,X,X,X
ITZOJLS,O,O,O,O,X,X,X,X,X
ITZOJSL,O,O,O,O,X,X,X,X,O
ITZOSLJ,O,O,O,O,O,X,X,X,X
ITZOSJL,O,O,O,O,X,X,X,X,O
ITOLJSZ,X,O,X,X,X,X,X,X,X
ITOLJZS,X,O,X,X,O,X,X,X,X
ITOLSJZ,X,O,X,X,X,X,X,X,X
ITOLSZJ,X,O,X,X,O,X,X,X,X
ITOLZJS,X,O,X,X,O,X,X,X,X
ITOLZSJ,X,O,X,X,O,X,X,X,X
ITOJLSZ,X,O,X,X,X,X,X,O,X
ITOJLZS,X,O,X,X,X,X,X,O,X
ITOJSLZ,X,O,X,X,X,X,X,O,O
ITOJSZL,O,O,X,O,X,X,X,O,O
ITOJZLS,O,O,X,O,X,X,X,O,X
ITOJZSL,O,O,X,O,X,X,X,O,X
ITOSLJZ,X,O,X,X,X,X,X,X,X
ITOSLZJ,X,O,X,X,X,X,X,X,X
ITOSJLZ,X,O,X,X,X,X,X,O,O
ITOSJZL,O,O,X,O,X,X,X,O,O
ITOSZLJ,O,O,X,O,X,X,X,X,X
ITOSZJL,O,O,X,O,X,X,X,X,X
ITOZLJS,O,O,X,O,O,X,X,X,X
ITOZLSJ,O,O,X,O,O,X,X,X,X
ITOZJLS,O,O,X,O,X,X,X,X,X
ITOZJSL,O,O,X,O,X,X,X,X,X
ITOZSLJ,O,O,X,O,O,X,X,X,X
ITOZSJL,O,O,X,O,X,X,X,X,X
ILTJSZO,X,O,O,X,X,X,O,O,O
ILTJSOZ,X,O,O,X,X,X,O,O,O
ILTJZSO,X,O,O,X,X,X,X,O,X
ILTJZOS,X,O,O,X,O,X,X,O,X
ILTJOSZ,X,O,O,X,X,X,X,O,X
ILTJOZS,X,O,O,X,O,X,X,O,X
ILTSJZO,X,O,O,X,X,O,O,O,O
ILTSJOZ,X,O,O,X,X,O,O,O,O
ILTSZJO,X,O,O,X,X,O,O,X,X
ILTSZOJ,X,O,O,X,O,O,O,X,X
ILTSOJZ,X,O,O,X,X,O,O,X,X
ILTSOZJ,X,O,O,X,O,O,O,X,X
ILTZJSO,X,O,O,X,X,X,X,X,X
ILTZJOS,X,O,O,X,O,X,X,X,X
ILTZSJO,X,O,O,X,X,O,O,X,X
ILTZSOJ,X,O,O,X,O,O,O,X,X
ILTZOJS,X,O,O,X,O,X,X,X,X
ILTZOSJ,X,O,O,X,O,X,X,X,X
ILTOJSZ,X,O,O,X,X,X,X,X,X
ILTOJZS,X,O,O,X,O,X,X,X,X
ILTOSJZ,X,O,O,X,X,X,O,X,X
ILTOSZJ,X,O,O,X,O,X,O,X,X
ILTOZJS,X,O,O,X,O,X,X,X,X
ILTOZSJ,X,O,O,X,O,X,X,X,X
ILJTSZO,X,O,O,X,X,X,O,O,O
ILJTSOZ,X,O,O,X,X,X,O,O,O
ILJTZSO,X,O,O,X,X,X,X,O,X
ILJTZOS,X,O,O,X,O,X,X,O,X
ILJTOSZ,X,O,O,X,X,X,X,O,X
ILJTOZS,X,O,O,X,O,X,X,O,X
ILJSTZO,X,O,O,X,X,X,O,O,O
ILJSTOZ,X,O,O,X,X,X,O,O,O
ILJSZTO,X,O,O,X,X,X,O,X,O
ILJSZOT,X,X,O,X,X,X,O,X,X
ILJSOTZ,X,O,O,X,X,X,O,X,X
ILJSOZT,X,X,O,X,X,X,O,X,X
ILJZTSO,X,O,O,X,X,X,X,X,O
ILJZTOS,X,O,O,X,O,X,X,X,X
ILJZSTO,X,O,O,X,X,X,X,X,O
ILJZSOT,X,X,O,X,X,X,X,X,X
ILJZOTS,X,O,X,X,O,X,X,X,X
ILJZOST,X,X,X,X,O,X,X,X,X
ILJOTSZ,X,O,O,X,X,X,X,X,X
ILJOTZS,X,O,O,X,O,X,X,X,X
ILJOSTZ,X,O,O,X,X,X,X,X,X
ILJOSZT,X,O,O,X,X,X,X,X,X
ILJOZTS,X,O,X,X,O,X,X,X,X
ILJOZST,X,O,X,X,O,X,X,X,X
ILSTJZO,X,O,O,X,X,O,O,O,O
ILSTJOZ,X,O,O,X,X,O,O,O,O
ILSTZJO,X,O,O,X,X,O,O,X,X
ILSTZOJ,X,O,O,X,O,O,O,X,X
ILSTOJZ,X,O,O,X,X,O,O,X,X
ILSTOZJ,X,O,O,X,O,O,O,X,X
ILSJTZO,X,O,O,X,X,O,O,O,O
ILSJTOZ,X,O,O,X,X,O,O,O,O
ILSJZTO,X,O,O,X,X,X,O,X,O
ILSJZOT,X,X,O,X,X,X,O,X,X
ILSJOTZ,X,O,O,X,X,O,O,X,X
ILSJOZT,X,X,O,X,X,X,O,X,X
ILSZTJO,X,O,O,X,X,X,O,X,O
ILSZTOJ,X,O,O,X,O,X,O,X,X
ILSZJTO,X,O,X,X,X,X,O,X,O
ILSZJOT,X,X,X,X,X,X,O,X,X
ILSZOTJ,X,X,O,X,O,X,O,X,X
ILSZOJT,X,X,X,X,O,X,O,X,X
ILSOTJZ,X,O,O,X,X,O,O,X,X
ILSOTZJ,X,O,O,X,O,O,O,X,X
ILSOJTZ,X,O,O,X,X,O,O,X,X
ILSOJZT,X,X,X,X,X,X,O,X,X
ILSOZTJ,X,X,O,X,O,X,O,X,X
ILSOZJT,X,X,X,X,O,X,O,X,X
ILZTJSO,X,O,O,X,X,X,X,X,O
ILZTJOS,X,O,O,X,O,X,X,X,X
ILZTSJO,X,O,O,X,X,X,O,X,O
ILZTSOJ,X,O,O,X,O,X,O,X,X
ILZTOJS,X,O,O,X,O,X,X,X,X
ILZTOSJ,X,O,O,X,O,X,X,X,X
ILZJTSO,X,O,O,X,X,X,X,X,O
ILZJTOS,X,O,O,X,O,X,X,X,X
ILZJSTO,X,O,O,X,X,X,X,X,O
ILZJSOT,X,X,O,X,X,X,X,X,X
ILZJOTS,X,O,X,X,O,X,X,X,X
ILZJOST,X,X,X,X,O,X,X,X,X
ILZSTJO,X,O,O,X,X,X,O,X,O
ILZSTOJ,X,O,O,X,O,X,O,X,X
ILZSJTO,X,O,X,X,X,X,O,X,O
ILZSJOT,X,X,X,X,X,X,O,X,X
ILZSOTJ,X,X,O,X,O,X,O,X,X
ILZSOJT,X,X,X,X,O,X,O,X,X
ILZOTJS,X,O,X,X,O,X,X,X,X
ILZOTSJ,X,O,X,X,O,X,X,X,X
ILZOJTS,X,O,X,X,O,X,X,X,X
ILZOJST,X,X,X,X,O,X,X,X,X
ILZOSTJ,X,X,X,X,O,X,X,X,X
ILZOSJT,X,X,X,X,O,X,X,X,X
ILOTJSZ,X,O,O,X,X,X,X,X,X
ILOTJZS,X,O,O,X,O,X,X,X,X
ILOTSJZ,X,O,O,X,X,X,O,X,X
ILOTSZJ,X,O,O,X,O,X,O,X,X
ILOTZJS,X,O,O,X,O,X,X,X,X
ILOTZSJ,X,O,O,X,O,X,X,X,X
ILOJTSZ,X,O,O,X,X,X,X,X,X
ILOJTZS,X,O,O,X,O,X,X,X,X
ILOJSTZ,X,O,O,X,X,X,X,X,X
ILOJSZT,X,O,O,X,X,X,X,X,X
ILOJZTS,X,O,X,X,O,X,X,X,X
ILOJZST,X,O,X,X,O,X,X,X,X
ILOSTJZ,X,O,O,X,X,X,O,X,X
ILOSTZJ,X,O,O,X,O,X,O,X,X
ILOSJTZ,X,O,O,X,X,X,O,X,X
ILOSJZT,X,O,X,X,X,X,O,X,X
ILOSZTJ,X,O,O,X,O,X,O,X,X
ILOSZJT,X,O,X,X,O,X,O,X,X
ILOZTJS,X,O,X,X,O,X,X,X,X
ILOZTSJ,X,O,X,X,O,X,X,X,X
ILOZJTS,X,O,X,X,O,X,X,X,X
ILOZJST,X,O,X,X,O,X,X,X,X
ILOZSTJ,X,O,X,X,O,X,X,X,X
ILOZSJT,X,O,X,X,O,X,X,X,X
IJTLSZO,X,O,O,X,X,X,X,O,O
IJTLSOZ,X,O,O,X,X,X,X,O,O
IJTLZSO,X,O,O,X,X,X,X,O,X
IJTLZOS,X,O,O,X,X,X,X,O,X
IJTLOSZ,X,O,O,X,X,X,X,O,X
IJTLOZS,X,O,O,X,X,X,X,O,X
IJTSLZO,X,O,O,X,X,X,X,O,O
IJTSLOZ,X,O,O,X,X,X,X,O,O
IJTSZLO,X,O,O,O,X,X,X,O,O
IJTSZOL,O,O,O,O,X,X,X,O,O
IJTSOLZ,X,O,O,X,X,X,X,O,O
IJTSOZL,O,O,O,O,X,X,X,O,O
IJTZLSO,X,O,O,O,X,X,X,O,O
IJTZLOS,X,O,O,X,X,X,X,O,X
IJTZSLO,X,O,O,O,X,X,X,O,O
IJTZSOL,O,O,O,O,X,X,X,O,O
IJTZOLS,O,O,O,O,X,X,X,O,X
IJTZOSL,O,O,O,O,X,X,X,O,O
IJTOLSZ,X,O,X,X,X,X,X,O,X
IJTOLZS,X,O,X,X,X,X,X,O,X
IJTOSLZ,X,O,X,X,X,X,X,O,O
IJTOSZL,O,O,X,O,X,X,X,O,O
IJTOZLS,O,O,X,O,X,X,X,O,X
IJTOZSL,O,O,X,O,X,X,X,O,X
IJLTSZO,X,O,O,X,X,X,X,O,O
IJLTSOZ,X,O,O,X,X,X,X,O,O
IJLTZSO,X,O,O,X,X,X,X,O,X
IJLTZOS,X,O,O,X,X,X,X,O,X
IJLTOSZ,X,O,O,X,X,X,X,O,X
IJLTOZS,X,O,O,X,X,X,X,O,X
IJLSTZO,X,O,O,X,X,X,X,O,O
IJLSTOZ,X,O,O,X,X,X,X,O,O
IJLSZTO,X,O,O,X,X,X,X,X,O
IJLSZOT,X,X,O,X,X,X,X,X,X
IJLSOTZ,X,O,O,X,X,X,X,X,X
IJLSOZT,X,X,O,X,X,X,X,X,X
IJLZTSO,X,O,O,X,X,X,X,X,O
IJLZTOS,X,O,O,X,X,X,X,X,X
IJLZSTO,X,O,O,X,X,X,X,X,O
IJLZSOT,X,X,O,X,X,X,X,X,X
IJLZOTS,X,O,X,X,X,X,X,X,X
IJLZOST,X,X,X,X,X,X,X,X,X
IJLOTSZ,X,O,O,X,X,X,X,X,X
IJLOTZS,X,O,O,X,X,X,X,X,X
IJLOSTZ,X,O,O,X,X,X,X,X,X
IJLOSZT,X,O,O,X,X,X,X,X,X
IJLOZTS,X,O,X,X,X,X,X,X,X
IJLOZST,X,O,X,X,X,X,X,X,X
