sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
SOZJLTI,O,O,O,O,O,O,O,X,X
SOZJLIT,O,O,O,X,O,X,O,X,X
ZTILJSO,X,O,O,O,X,X,X,X,O
ZTILJOS,X,O,O,X,O,X,X,X,X
ZTILSJO,X,O,O,O,X,O,X,X,O
ZTILSOJ,X,O,O,X,O,O,X,X,X
ZTILOJS,X,O,O,X,O,X,X,X,X
ZTILOSJ,X,O,O,X,O,X,X,X,X
ZTIJLSO,X,O,O,O,X,X,X,O,O
ZTIJLOS,X,O,O,X,X,X,X,O,X
ZTIJSLO,X,O,O,O,X,X,X,O,O
ZTIJSOL,O,O,O,O,X,X,X,O,O
ZTIJOLS,O,O,O,O,X,X,X,O,X
ZTIJOSL,O,O,O,O,X,X,X,O,O
ZTISLJO,X,O,O,O,X,O,X,X,O
ZTISLOJ,X,O,O,X,X,O,X,X,X
ZTISJLO,X,O,O,O,X,O,X,O,O
ZTISJOL,O,O,O,O,X,O,X,O,O
ZTISOLJ,O,O,O,O,X,O,X,X,X
ZTISOJL,O,O,O,O,X,O,X,X,O
ZTIOLJS,O,O,O,O,O,X,X,X,X
ZTIOLSJ,O,O,O,O,O,X,X,X,X
ZTIOJLS,O,O,O,O,X,X,X,X,X
ZTIOJSL,O,O,O,O,X,X,X,X,O
ZTIOSLJ,O,O,O,O,O,X,X,X,X
ZTIOSJL,O,O,O,O,X,X,X,X,O
ZTLIJSO,X,O,O,O,X,X,X,X,O
ZTLIJOS,X,O,O,X,O,X,X,X,X
ZTLISJO,X,O,O,O,X,O,O,X,O
ZTLISOJ,X,O,O,X,O,O,O,X,X
ZTLIOJS,X,O,O,X,O,X,X,X,X
ZTLIOSJ,X,O,O,X,O,X,X,X,X
ZTLJISO,X,O,O,O,X,X,X,X,O
ZTLJIOS,X,O,O,X,O,X,X,X,X
ZTLJSIO,X,O,O,O,X,O,X,X,O
ZTLJSOI,O,O,O,O,X,O,X,X,X
ZTLJOIS,O,O,O,O,O,X,X,X,X
ZTLJOSI,O,O,O,O,O,X,X,X,X
ZTLSIJO,X,O,O,O,X,O,O,X,O
ZTLSIOJ,X,O,O,X,O,O,O,X,X
ZTLSJIO,X,O,O,O,X,O,O,X,O
ZTLSJOI,O,O,O,O,X,O,O,X,X
ZTLSOIJ,O,O,O,O,O,O,O,X,X
ZTLSOJI,O,O,O,O,O,O,O,X,X
ZTLOIJS,O,O,O,O,O,X,X,X,X
ZTLOISJ,O,O,O,O,O,X,X,X,X
ZTLOJIS,O,O,O,O,O,X,X,X,X
ZTLOJSI,O,O,O,O,O,X,X,X,X
ZTLOSIJ,O,O,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,O,O,X,X,X
ZTJILSO,X,O,O,O,X,X,X,O,O
ZTJILOS,X,O,O,X,X,X,X,O,X
ZTJISLO,X,O,O,O,X,X,X,O,O
ZTJISOL,O,O,O,O,X,X,X,O,O
ZTJIOLS,O,O,O,O,X,X,X,O,X
ZTJIOSL,O,O,O,O,X,X,X,O,O
ZTJLISO,X,O,O,O,X,X,X,X,O
ZTJLIOS,X,O,O,X,O,X,X,X,X
ZTJLSIO,X,O,O,O,X,O,X,X,O
ZTJLSOI,O,O,O,O,X,O,X,X,X
ZTJLOIS,O,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,O,O,X,X,X,X
ZTJSILO,X,O,O,O,X,O,X,O,O
ZTJSIOL,O,O,O,O,X,O,X,O,O
ZTJSLIO,X,O,O,O,X,O,X,X,O
ZTJSLOI,O,O,O,O,X,O,X,X,X
ZTJSOIL,O,O,O,O,X,O,X,X,O
ZTJSOLI,O,O,O,O,X,O,X,X,X
ZTJOILS,O,O,O,O,X,X,X,X,X
ZTJOISL,O,O,O,O,X,X,X,X,O
ZTJOLIS,O,O,O,O,O,X,X,X,X
ZTJOLSI,O,O,O,O,O,X,X,X,X
ZTJOSIL,O,O,O,O,X,X,X,X,O
ZTJOSLI,O,O,O,O,O,X,X,X,X
ZTSILJO,X,O,O,O,X,O,O,X,O
ZTSILOJ,X,O,O,X,X,O,O,X,X
ZTSIJLO,X,O,O,O,X,O,X,O,O
ZTSIJOL,O,O,O,O,X,O,X,O,O
ZTSIOLJ,O,O,O,O,X,O,O,X,X
ZTSIOJL,O,O,O,O,X,O,X,X,O
ZTSLIJO,X,O,O,O,X,O,O,X,O
ZTSLIOJ,X,O,O,X,O,O,O,X,X
ZTSLJIO,X,O,O,O,X,O,O,X,O
ZTSLJOI,O,O,O,O,X,O,O,X,X
ZTSLOIJ,O,O,O,O,O,O,O,X,X
ZTSLOJI,O,O,O,O,O,O,O,X,X
ZTSJILO,X,O,O,O,X,O,X,O,O
ZTSJIOL,O,O,O,O,X,O,X,O,O
ZTSJLIO,X,O,O,O,X,O,O,X,O
ZTSJLOI,O,O,O,O,X,O,O,X,X
ZTSJOIL,O,O,O,O,X,O,X,X,O
ZTSJOLI,O,O,O,O,X,O,O,X,X
ZTSOILJ,O,O,O,O,O,O,O,X,X
ZTSOIJL,O,O,O,O,X,O,X,X,O
ZTSOLIJ,O,O,O,O,O,O,O,X,X
ZTSOLJI,O,O,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,X,O,X,X,O
ZTSOJLI,O,O,O,O,O,O,O,X,X
ZTOILJS,O,O,O,O,O,X,X,X,X
ZTOILSJ,O,O,O,O,O,X,X,X,X
ZTOIJLS,O,O,O,O,X,X,X,X,X
ZTOIJSL,O,O,O,O,X,X,X,X,O
ZTOISLJ,O,O,O,O,O,X,X,X,X
ZTOISJL,O,O,O,O,X,X,X,X,O
ZTOLIJS,O,O,O,O,O,X,X,X,X
ZTOLISJ,O,O,O,O,O,X,X,X,X
ZTOLJIS,O,O,O,O,O,X,X,X,X
ZTOLJSI,O,O,O,O,O,X,X,X,X
ZTOLSIJ,O,O,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,O,O,X,X,X
ZTOJILS,O,O,O,O,X,X,X,X,X
ZTOJISL,O,O,O,O,X,X,X,X,O
ZTOJLIS,O,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,O,O,O,X,X,X,X
ZTOJSIL,O,O,O,O,X,X,X,X,O
ZTOJSLI,O,O,O,O,O,X,X,X,X
ZTOSILJ,O,O,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,X,O,X,X,O
ZTOSLIJ,O,O,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,O,X,X,O
ZTOSJLI,O,O,O,O,O,O,X,X,X
ZITLJSO,X,O,X,O,X,X,X,X,O
ZITLJOS,X,O,X,X,O,X,X,X,X
ZITLSJO,X,O,X,O,X,X,X,X,O
ZITLSOJ,X,O,X,X,O,X,X,X,X
ZITLOJS,X,O,X,X,O,X,X,X,X
ZITLOSJ,X,O,X,X,O,X,X,X,X
ZITJLSO,X,O,X,O,X,X,X,O,O
ZITJLOS,X,O,X,X,X,X,X,O,X
ZITJSLO,X,O,X,O,X,X,X,O,O
ZITJSOL,O,O,X,O,X,X,X,O,O
ZITJOLS,O,O,X,O,X,X,X,O,X
ZITJOSL,O,O,X,O,X,X,X,O,O
ZITSLJO,X,O,X,O,X,X,X,X,O
ZITSLOJ,X,O,X,X,X,X,X,X,X
ZITSJLO,X,O,X,O,X,X,X,O,O
ZITSJOL,O,O,X,O,X,X,X,O,O
ZITSOLJ,O,O,X,O,X,X,X,X,X
ZITSOJL,O,O,X,O,X,X,X,X,O
ZITOLJS,O,O,X,O,O,X,X,X,X
ZITOLSJ,O,O,X,O,O,X,X,X,X
ZITOJLS,O,O,X,O,X,X,X,X,X
ZITOJSL,O,O,X,O,X,X,X,X,O
ZITOSLJ,O,O,X,O,O,X,X,X,X
ZITOSJL,O,O,X,O,X,X,X,X,O
ZILTJSO,X,O,X,O,X,X,X,X,O
ZILTJOS,X,O,X,X,O,X,X,X,X
ZILTSJO,X,O,X,O,X,X,X,X,O
ZILTSOJ,X,O,X,X,O,X,X,X,X
ZILTOJS,X,O,X,X,O,X,X,X,X
ZILTOSJ,X,O,X,X,O,X,X,X,X
ZILJTSO,X,O,X,O,X,X,X,X,O
ZILJTOS,X,O,X,X,O,X,X,X,X
ZILJSTO,X,O,X,X,X,X,X,X,O
ZILJSOT,X,X,X,X,X,X,X,X,X
ZILJOTS,X,O,X,X,O,X,X,X,X
ZILJOST,X,X,X,X,O,X,X,X,X
ZILSTJO,X,O,X,X,X,X,X,X,O
ZILSTOJ,X,O,X,X,O,X,X,X,X
ZILSJTO,X,O,X,X,X,X,X,X,O
ZILSJOT,X,X,X,X,X,X,X,X,X
ZILSOTJ,X,X,X,X,O,X,X,X,X
ZILSOJT,X,X,X,X,O,X,X,X,X
ZILOTJS,X,O,X,X,O,X,X,X,X
ZILOTSJ,X,O,X,X,O,X,X,X,X
ZILOJTS,X,O,X,X,O,X,X,X,X
ZILOJST,X,X,X,X,O,X,X,X,X
ZILOSTJ,X,X,X,X,O,X,X,X,X
ZILOSJT,X,X,X,X,O,X,X,X,X
ZIJTLSO,X,O,X,O,X,X,X,O,O
ZIJTLOS,X,O,X,X,X,X,X,O,X
ZIJTSLO,X,O,X,O,X,X,X,O,O
ZIJTSOL,O,O,X,O,X,X,X,O,O
ZIJTOLS,O,O,X,O,X,X,X,O,X
ZIJTOSL,O,O,X,O,X,X,X,O,O
ZIJLTSO,X,O,X,O,X,X,X,X,O
ZIJLTOS,X,O,X,X,X,X,X,X,X
ZIJLSTO,X,O,X,X,X,X,X,X,O
ZIJLSOT,X,X,X,X,X,X,X,X,X
ZIJLOTS,X,O,X,X,X,X,X,X,X
ZIJLOST,X,X,X,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,X,X,X,O,O
ZIJSTOL,O,O,X,O,X,X,X,O,O
ZIJSLTO,X,O,X,X,X,X,X,X,O
ZIJSLOT,X,X,X,X,X,X,X,X,X
ZIJSOTL,O,X,X,O,X,X,X,X,O
ZIJSOLT,O,X,X,X,X,X,X,X,X
ZIJOTLS,O,O,X,O,X,X,X,X,X
ZIJOTSL,O,O,X,O,X,X,X,X,O
ZIJOLTS,O,O,X,O,X,X,X,X,X
ZIJOLST,O,O,X,X,X,X,X,X,X
ZIJOSTL,O,O,X,O,X,X,X,X,O
ZIJOSLT,O,O,X,X,X,X,X,X,X
ZISTLJO,X,O,X,O,X,X,X,X,O
ZISTLOJ,X,O,X,X,X,X,X,X,X
ZISTJLO,X,O,X,O,X,X,X,O,O
ZISTJOL,O,O,X,O,X,X,X,O,O
ZISTOLJ,O,O,X,O,X,X,X,X,X
ZISTOJL,O,O,X,O,X,X,X,X,O
ZISLTJO,X,O,X,X,X,X,X,X,O
ZISLTOJ,X,O,X,X,X,X,X,X,X
ZISLJTO,X,O,X,X,X,X,X,X,O
ZISLJOT,X,X,X,X,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,X,X
ZISLOJT,X,X,X,X,X,X,X,X,X
ZISJTLO,X,O,X,O,X,X,X,O,O
ZISJTOL,O,O,X,O,X,X,X,O,O
ZISJLTO,X,O,X,X,X,X,X,X,O
ZISJLOT,X,X,X,X,X,X,X,X,X
ZISJOTL,O,X,X,O,X,X,X,X,O
ZISJOLT,O,X,X,X,X,X,X,X,X
ZISOTLJ,O,X,X,O,X,X,X,X,X
ZISOTJL,O,X,X,O,X,X,X,X,O
ZISOLTJ,O,X,X,X,X,X,X,X,X
ZISOLJT,O,X,X,X,X,X,X,X,X
ZISOJTL,O,X,X,O,X,X,X,X,O
ZISOJLT,O,X,X,X,X,X,X,X,X
ZIOTLJS,O,O,X,O,O,X,X,X,X
ZIOTLSJ,O,O,X,O,O,X,X,X,X
ZIOTJLS,O,O,X,O,X,X,X,X,X
ZIOTJSL,O,O,X,O,X,X,X,X,O
ZIOTSLJ,O,O,X,O,O,X,X,X,X
ZIOTSJL,O,O,X,O,X,X,X,X,O
ZIOLTJS,O,O,X,O,O,X,X,X,X
ZIOLTSJ,O,O,X,O,O,X,X,X,X
ZIOLJTS,O,O,X,O,O,X,X,X,X
ZIOLJST,O,O,X,X,O,X,X,X,X
ZIOLSTJ,O,O,X,X,O,X,X,X,X
ZIOLSJT,O,O,X,X,O,X,X,X,X
ZIOJTLS,O,O,X,O,X,X,X,X,X
ZIOJTSL,O,O,X,O,X,X,X,X,O
ZIOJLTS,O,O,X,O,X,X,X,X,X
ZIOJLST,O,O,X,X,X,X,X,X,X
ZIOJSTL,O,O,X,O,X,X,X,X,O
ZIOJSLT,O,O,X,X,X,X,X,X,X
ZIOSTLJ,O,O,X,O,O,X,X,X,X
ZIOSTJL,O,O,X,O,X,X,X,X,O
ZIOSLTJ,O,O,X,X,O,X,X,X,X
ZIOSLJT,O,O,X,X,O,X,X,X,X
ZIOSJTL,O,O,X,O,X,X,X,X,O
ZIOSJLT,O,O,X,X,X,X,X,X,X
ZLTIJSO,X,O,O,O,X,X,X,X,O
ZLTIJOS,X,O,O,X,O,X,X,X,X
ZLTISJO,X,O,O,O,X,O,O,X,O
ZLTISOJ,X,O,O,X,O,O,O,X,X
ZLTIOJS,X,O,O,X,O,X,X,X,X
ZLTIOSJ,X,O,O,X,O,X,X,X,X
ZLTJISO,X,O,O,O,X,X,X,X,O
ZLTJIOS,X,O,O,X,O,X,X,X,X
ZLTJSIO,X,O,O,O,X,O,X,X,O
ZLTJSOI,O,O,O,O,X,O,X,X,X
ZLTJOIS,O,O,O,O,O,X,X,X,X
ZLTJOSI,O,O,O,O,O,X,X,X,X
ZLTSIJO,X,O,O,O,X,O,O,X,O
ZLTSIOJ,X,O,O,X,O,O,O,X,X
ZLTSJIO,X,O,O,O,X,O,O,X,O
ZLTSJOI,O,O,O,O,X,O,O,X,X
ZLTSOIJ,O,O,O,O,O,O,O,X,X
ZLTSOJI,O,O,O,O,O,O,O,X,X
ZLTOIJS,O,O,O,O,O,X,X,X,X
ZLTOISJ,O,O,O,O,O,X,X,X,X
ZLTOJIS,O,O,O,O,O,X,X,X,X
ZLTOJSI,O,O,O,O,O,X,X,X,X
ZLTOSIJ,O,O,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,O,O,X,X,X
ZLITJSO,X,O,O,O,X,X,X,X,O
ZLITJOS,X,O,O,X,O,X,X,X,X
ZLITSJO,X,O,O,O,X,X,O,X,O
ZLITSOJ,X,O,O,X,O,X,O,X,X
ZLITOJS,X,O,O,X,O,X,X,X,X
ZLITOSJ,X,O,O,X,O,X,X,X,X
ZLIJTSO,X,O,O,O,X,X,X,X,O
ZLIJTOS,X,O,O,X,O,X,X,X,X
ZLIJSTO,X,O,O,X,X,X,X,X,O
ZLIJSOT,X,X,O,X,X,X,X,X,X
ZLIJOTS,X,O,X,X,O,X,X,X,X
ZLIJOST,X,X,X,X,O,X,X,X,X
ZLISTJO,X,O,O,X,X,X,O,X,O
ZLISTOJ,X,O,O,X,O,X,O,X,X
ZLISJTO,X,O,X,X,X,X,O,X,O
ZLISJOT,X,X,X,X,X,X,O,X,X
ZLISOTJ,X,X,O,X,O,X,O,X,X
ZLISOJT,X,X,X,X,O,X,O,X,X
ZLIOTJS,X,O,X,X,O,X,X,X,X
ZLIOTSJ,X,O,X,X,O,X,X,X,X
ZLIOJTS,X,O,X,X,O,X,X,X,X
ZLIOJST,X,X,X,X,O,X,X,X,X
ZLIOSTJ,X,X,X,X,O,X,X,X,X
ZLIOSJT,X,X,X,X,O,X,X,X,X
ZLJTISO,X,O,O,O,X,X,X,X,O
ZLJTIOS,X,O,O,X,O,X,X,X,X
ZLJTSIO,X,O,O,O,X,X,X,X,O
ZLJTSOI,O,O,O,O,X,X,X,X,X
ZLJTOIS,O,O,O,O,O,X,X,X,X
ZLJTOSI,O,O,O,O,O,X,X,X,X
ZLJITSO,X,O,O,O,X,X,X,X,O
ZLJITOS,X,O,O,X,O,X,X,X,X
ZLJISTO,X,O,O,X,X,X,X,X,O
ZLJISOT,X,X,O,X,X,X,X,X,X
ZLJIOTS,X,O,X,X,O,X,X,X,X
ZLJIOST,X,X,X,X,O,X,X,X,X
ZLJSTIO,X,O,O,O,X,X,X,X,O
ZLJSTOI,O,O,O,O,X,X,X,X,X
ZLJSITO,X,X,O,X,X,X,X,X,O
ZLJSIOT,X,X,O,X,X,X,X,X,X
ZLJSOTI,O,O,O,O,X,X,X,X,X
ZLJSOIT,O,X,O,X,X,X,X,X,X
ZLJOTIS,O,O,X,O,O,X,X,X,X
ZLJOTSI,O,O,X,O,O,X,X,X,X
ZLJOITS,O,O,X,O,O,X,X,X,X
ZLJOIST,O,O,X,X,O,X,X,X,X
ZLJOSTI,O,O,X,O,O,X,X,X,X
ZLJOSIT,O,O,X,X,O,X,X,X,X
ZLSTIJO,X,O,O,O,X,O,O,X,O
ZLSTIOJ,X,O,O,X,O,O,O,X,X
ZLSTJIO,X,O,O,O,X,O,O,X,O
ZLSTJOI,O,O,O,O,X,O,O,X,X
ZLSTOIJ,O,O,O,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,O,O,O,X,X
ZLSITJO,X,X,O,X,X,X,O,X,O
ZLSITOJ,X,X,O,X,O,X,O,X,X
ZLSIJTO,X,X,X,X,X,X,O,X,O
ZLSIJOT,X,X,X,X,X,X,O,X,X
ZLSIOTJ,X,X,O,X,O,X,O,X,X
ZLSIOJT,X,X,X,X,O,X,O,X,X
ZLSJTIO,X,O,X,O,X,O,O,X,O
ZLSJTOI,O,O,X,O,X,O,O,X,X
ZLSJITO,X,X,X,X,X,X,O,X,O
ZLSJIOT,X,X,X,X,X,X,O,X,X
ZLSJOTI,O,O,X,O,X,O,O,X,X
ZLSJOIT,O,X,X,X,X,X,O,X,X
ZLSOTIJ,O,O,O,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,O,O,O,X,X
ZLSOITJ,O,X,O,X,O,X,O,X,X
ZLSOIJT,O,X,X,X,O,X,O,X,X
ZLSOJTI,O,O,X,O,O,O,O,X,X
ZLSOJIT,O,X,X,X,O,X,O,X,X
ZLOTIJS,O,O,X,O,O,X,X,X,X
ZLOTISJ,O,O,X,O,O,X,X,X,X
ZLOTJIS,O,O,X,O,O,X,X,X,X
ZLOTJSI,O,O,X,O,O,X,X,X,X
ZLOTSIJ,O,O,X,O,O,X,X,X,X
ZLOTSJI,O,O,X,O,O,X,X,X,X
ZLOITJS,O,O,X,O,O,X,X,X,X
ZLOITSJ,O,O,X,O,O,X,X,X,X
ZLOIJTS,O,O,X,O,O,X,X,X,X
ZLOIJST,O,O,X,X,O,X,X,X,X
ZLOISTJ,O,O,X,X,O,X,X,X,X
ZLOISJT,O,O,X,X,O,X,X,X,X
ZLOJTIS,O,O,X,O,O,X,X,X,X
ZLOJTSI,O,O,X,O,O,X,X,X,X
ZLOJITS,O,O,X,O,O,X,X,X,X
ZLOJIST,O,O,X,X,O,X,X,X,X
ZLOJSTI,O,O,X,O,O,X,X,X,X
ZLOJSIT,O,O,X,X,O,X,X,X,X
ZLOSTIJ,O,O,X,O,O,X,X,X,X
ZLOSTJI,O,O,X,O,O,X,X,X,X
ZLOSITJ,O,O,X,X,O,X,X,X,X
ZLOSIJT,O,O,X,X,O,X,X,X,X
ZLOSJTI,O,O,X,O,O,X,X,X,X
ZLOSJIT,O,O,X,X,O,X,X,X,X
ZJTILSO,X,O,O,O,X,X,X,O,O
ZJTILOS,X,O,O,X,X,X,X,O,X
ZJTISLO,X,O,O,O,X,X,X,O,O
ZJTISOL,O,O,O,O,X,X,X,O,O
ZJTIOLS,O,O,O,O,X,X,X,O,X
ZJTIOSL,O,O,O,O,X,X,X,O,O
ZJTLISO,X,O,O,O,X,X,X,X,O
ZJTLIOS,X,O,O,X,O,X,X,X,X
ZJTLSIO,X,O,O,O,X,X,X,X,O
ZJTLSOI,O,O,O,O,X,X,X,X,X
ZJTLOIS,O,O,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,O,O,X,X,X,X
ZJTSILO,X,O,O,O,X,X,X,O,O
ZJTSIOL,O,O,O,O,X,X,X,O,O
ZJTSLIO,X,O,O,O,X,X,X,X,O
ZJTSLOI,O,O,O,O,X,X,X,X,X
ZJTSOIL,O,O,O,O,X,X,X,X,O
ZJTSOLI,O,O,O,O,X,X,X,X,X
ZJTOILS,O,O,O,O,X,X,X,X,X
ZJTOISL,O,O,O,O,X,X,X,X,O
ZJTOLIS,O,O,O,O,O,X,X,X,X
ZJTOLSI,O,O,O,O,O,X,X,X,X
ZJTOSIL,O,O,O,O,X,X,X,X,O
ZJTOSLI,O,O,O,O,O,X,X,X,X
ZJITLSO,X,O,X,O,X,X,X,O,O
ZJITLOS,X,O,X,X,X,X,X,O,X
ZJITSLO,X,O,X,O,X,X,X,O,O
ZJITSOL,O,O,X,O,X,X,X,O,O
ZJITOLS,O,O,X,O,X,X,X,O,X
ZJITOSL,O,O,X,O,X,X,X,O,O
ZJILTSO,X,O,X,O,X,X,X,X,O
ZJILTOS,X,O,X,X,X,X,X,X,X
ZJILSTO,X,O,X,X,X,X,X,X,O
ZJILSOT,X,X,X,X,X,X,X,X,X
ZJILOTS,X,O,X,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X,X,X,X
ZJISTLO,X,O,X,O,X,X,X,O,O
ZJISTOL,O,O,X,O,X,X,X,O,O
ZJISLTO,X,O,X,X,X,X,X,X,O
ZJISLOT,X,X,X,X,X,X,X,X,X
ZJISOTL,O,X,X,O,X,X,X,X,O
ZJISOLT,O,X,X,X,X,X,X,X,X
ZJIOTLS,O,O,X,O,X,X,X,X,X
ZJIOTSL,O,O,X,O,X,X,X,X,O
ZJIOLTS,O,O,X,O,X,X,X,X,X
ZJIOLST,O,O,X,X,X,X,X,X,X
ZJIOSTL,O,O,X,O,X,X,X,X,O
ZJIOSLT,O,O,X,X,X,X,X,X,X
ZJLTISO,X,O,O,O,X,X,X,X,O
ZJLTIOS,X,O,O,X,O,X,X,X,X
ZJLTSIO,X,O,O,O,X,X,X,X,O
ZJLTSOI,O,O,O,O,X,X,X,X,X
ZJLTOIS,O,O,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,O,O,X,X,X,X
ZJLITSO,X,O,O,O,X,X,X,X,O
ZJLITOS,X,O,O,X,O,X,X,X,X
ZJLISTO,X,O,O,X,X,X,X,X,O
ZJLISOT,X,X,O,X,X,X,X,X,X
ZJLIOTS,X,O,X,X,O,X,X,X,X
ZJLIOST,X,X,X,X,O,X,X,X,X
ZJLSTIO,X,O,O,O,X,X,X,X,O
ZJLSTOI,O,O,O,O,X,X,X,X,X
ZJLSITO,X,X,O,X,X,X,X,X,O
ZJLSIOT,X,X,O,X,X,X,X,X,X
ZJLSOTI,O,O,O,O,X,X,X,X,X
ZJLSOIT,O,X,O,X,X,X,X,X,X
ZJLOTIS,O,O,X,O,O,X,X,X,X
ZJLOTSI,O,O,X,O,O,X,X,X,X
ZJLOITS,O,O,X,O,O,X,X,X,X
ZJLOIST,O,O,X,X,O,X,X,X,X
ZJLOSTI,O,O,X,O,O,X,X,X,X
ZJLOSIT,O,O,X,X,O,X,X,X,X
ZJSTILO,X,O,O,O,X,X,X,O,O
ZJSTIOL,O,O,O,O,X,X,X,O,O
ZJSTLIO,X,O,O,O,X,X,X,X,O
ZJSTLOI,O,O,O,O,X,X,X,X,X
ZJSTOIL,O,O,O,O,X,X,X,X,O
ZJSTOLI,O,O,O,O,X,X,X,X,X
ZJSITLO,X,X,X,O,X,X,X,O,O
ZJSITOL,O,X,X,O,X,X,X,O,O
ZJSILTO,X,X,X,X,X,X,X,X,O
ZJSILOT,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,X,X,O,X,X,X,X,O
ZJSIOLT,O,X,X,X,X,X,X,X,X
ZJSLTIO,X,O,O,O,X,X,X,X,O
ZJSLTOI,O,O,O,O,X,X,X,X,X
ZJSLITO,X,X,O,X,X,X,X,X,O
ZJSLIOT,X,X,O,X,X,X,X,X,X
ZJSLOTI,O,O,O,O,X,X,X,X,X
ZJSLOIT,O,X,O,X,X,X,X,X,X
ZJSOTIL,O,O,O,O,X,X,X,X,O
ZJSOTLI,O,O,O,O,X,X,X,X,X
ZJSOITL,O,X,X,O,X,X,X,X,O
ZJSOILT,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,O,O,X,X,X,X,X
ZJSOLIT,O,X,O,X,X,X,X,X,X
ZJOTILS,O,O,X,O,X,X,X,X,X
ZJOTISL,O,O,X,O,X,X,X,X,O
ZJOTLIS,O,O,X,O,O,X,X,X,X
ZJOTLSI,O,O,X,O,O,X,X,X,X
ZJOTSIL,O,O,X,O,X,X,X,X,O
ZJOTSLI,O,O,X,O,O,X,X,X,X
ZJOITLS,O,O,X,O,X,X,X,X,X
ZJOITSL,O,O,X,O,X,X,X,X,O
ZJOILTS,O,O,X,O,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,X,X
ZJOISTL,O,O,X,O,X,X,X,X,O
ZJOISLT,O,O,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,O,O,X,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,X,X
ZJOLITS,O,O,X,O,O,X,X,X,X
ZJOLIST,O,O,X,X,O,X,X,X,X
ZJOLSTI,O,O,X,O,O,X,X,X,X
ZJOLSIT,O,O,X,X,O,X,X,X,X
ZJOSTIL,O,O,X,O,X,X,X,X,O
ZJOSTLI,O,O,X,O,O,X,X,X,X
ZJOSITL,O,O,X,O,X,X,X,X,O
ZJOSILT,O,O,X,X,X,X,X,X,X
ZJOSLTI,O,O,X,O,O,X,X,X,X
ZJOSLIT,O,O,X,X,O,X,X,X,X
ZSTILJO,X,O,O,O,X,O,O,X,O
ZSTILOJ,X,O,O,X,X,O,O,X,X
ZSTIJLO,X,O,O,O,X,O,X,O,O
ZSTIJOL,O,O,O,O,X,O,X,O,O
ZSTIOLJ,O,O,O,O,X,O,O,X,X
ZSTIOJL,O,O,O,O,X,O,X,X,O
ZSTLIJO,X,O,O,O,X,O,O,X,O
ZSTLIOJ,X,O,O,X,O,O,O,X,X
ZSTLJIO,X,O,O,O,X,O,O,X,O
ZSTLJOI,O,O,O,O,X,O,O,X,X
ZSTLOIJ,O,O,O,O,O,O,O,X,X
ZSTLOJI,O,O,O,O,O,O,O,X,X
ZSTJILO,X,O,O,O,X,O,X,O,O
ZSTJIOL,O,O,O,O,X,O,X,O,O
ZSTJLIO,X,O,O,O,X,O,O,X,O
ZSTJLOI,O,O,O,O,X,O,O,X,X
ZSTJOIL,O,O,O,O,X,O,X,X,O
ZSTJOLI,O,O,O,O,X,O,O,X,X
ZSTOILJ,O,O,O,O,O,O,O,X,X
ZSTOIJL,O,O,O,O,X,O,X,X,O
ZSTOLIJ,O,O,O,O,O,O,O,X,X
