sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
ZLSOITJ,O,O,X,X,O,O,X,X
ZLSOIJT,O,O,X,O,O,O,X,X
ZLSOJTI,O,O,X,O,O,O,X,X
ZLSOJIT,O,O,X,O,O,O,X,X
ZLOTIJS,O,O,X,X,X,O,X,X
ZLOTISJ,O,O,X,X,X,O,X,X
ZLOTJIS,O,O,X,X,X,O,X,X
ZLOTJSI,O,O,X,X,X,O,X,X
ZLOTSIJ,O,O,X,X,O,O,X,X
ZLOTSJI,O,O,X,X,O,O,X,X
ZLOITJS,X,O,X,X,X,O,X,X
ZLOITSJ,X,O,X,X,X,O,X,X
ZLOIJTS,X,X,X,O,X,O,X,X
ZLOIJST,O,O,X,O,X,O,X,X
ZLOISTJ,O,O,X,X,O,O,X,X
ZLOISJT,O,O,X,O,O,O,X,X
ZLOJTIS,X,O,X,O,X,O,X,X
ZLOJTSI,O,O,X,O,X,O,X,X
ZLOJITS,X,X,X,O,X,O,X,X
ZLOJIST,O,O,X,O,X,O,X,X
ZLOJSTI,O,O,X,O,O,O,X,X
ZLOJSIT,O,O,X,O,O,O,X,X
ZLOSTIJ,O,O,X,X,O,O,X,X
ZLOSTJI,O,O,X,X,O,O,X,X
ZLOSITJ,O,O,X,X,O,O,X,X
ZLOSIJT,O,O,X,O,O,O,X,X
ZLOSJTI,O,O,X,O,O,O,X,X
ZLOSJIT,O,O,X,O,O,O,X,X
ZJTILSO,O,O,X,X,X,O,O,X
ZJTILOS,O,X,O,X,X,O,X,X
ZJTISLO,O,O,X,X,X,X,O,X
ZJTISOL,O,O,X,X,X,O,O,X
ZJTIOLS,O,X,O,X,X,O,X,X
ZJTIOSL,O,X,O,X,X,O,O,X
ZJTLISO,O,O,X,X,X,O,O,X
ZJTLIOS,O,X,O,X,X,O,X,X
ZJTLSIO,O,O,X,X,X,O,O,X
ZJTLSOI,O,O,O,X,X,O,O,X
ZJTLOIS,O,X,O,X,X,O,X,X
ZJTLOSI,O,O,O,X,X,O,X,X
ZJTSILO,O,O,X,X,X,X,O,X
ZJTSIOL,O,O,X,X,X,O,O,X
ZJTSLIO,O,O,X,X,X,X,O,X
ZJTSLOI,O,O,X,X,X,X,O,X
ZJTSOIL,O,O,O,X,X,O,O,X
ZJTSOLI,O,O,O,X,X,X,O,X
ZJTOILS,O,X,O,X,X,O,X,X
ZJTOISL,O,X,O,X,X,O,O,X
ZJTOLIS,O,X,O,X,X,O,X,X
ZJTOLSI,O,O,O,X,X,O,X,X
ZJTOSIL,O,O,O,X,X,O,O,X
ZJTOSLI,O,O,O,X,X,X,O,X
ZJITLSO,X,X,X,X,X,O,O,X
ZJITLOS,X,X,O,X,X,O,X,X
ZJITSLO,X,O,X,X,X,X,O,X
ZJITSOL,X,X,X,X,X,O,O,X
ZJITOLS,X,X,O,X,X,O,X,X
ZJITOSL,X,X,O,X,X,O,O,X
ZJILTSO,X,X,X,X,X,O,X,X
ZJILTOS,X,X,O,X,X,O,X,X
ZJILSTO,X,O,X,X,X,O,X,X
ZJILSOT,X,O,X,X,X,O,X,X
ZJILOTS,X,X,X,X,X,O,X,X
ZJILOST,X,X,X,X,X,O,X,X
ZJISTLO,X,O,X,X,X,X,X,X
ZJISTOL,X,X,X,X,X,O,X,X
ZJISLTO,X,O,X,X,X,O,X,X
ZJISLOT,X,O,X,X,X,O,X,X
ZJISOTL,X,X,X,X,X,O,X,X
ZJISOLT,X,O,X,X,X,O,X,X
ZJIOTLS,X,X,X,X,X,O,X,X
ZJIOTSL,X,X,X,X,X,O,X,X
ZJIOLTS,X,X,X,X,X,O,X,X
ZJIOLST,X,X,X,X,X,O,X,X
ZJIOSTL,X,X,X,X,X,O,X,X
ZJIOSLT,X,X,X,X,X,O,X,X
ZJLTISO,X,O,X,X,X,O,X,X
ZJLTIOS,X,X,O,X,X,O,X,X
ZJLTSIO,O,O,X,X,X,O,X,X
ZJLTSOI,O,O,O,X,X,O,X,X
ZJLTOIS,X,X,O,X,X,O,X,X
ZJLTOSI,O,O,O,X,X,O,X,X
ZJLITSO,X,X,X,X,X,O,X,X
ZJLITOS,X,X,O,X,X,O,X,X
ZJLISTO,O,O,X,X,X,O,X,X
ZJLISOT,O,O,X,X,X,O,X,X
ZJLIOTS,X,X,X,X,X,O,X,X
ZJLIOST,O,X,X,X,X,O,X,X
ZJLSTIO,O,O,X,X,O,O,X,X
ZJLSTOI,O,O,O,X,O,O,X,X
ZJLSITO,O,O,X,X,O,O,X,X
ZJLSIOT,O,O,X,X,O,O,X,X
ZJLSOTI,O,O,X,X,O,O,X,X
ZJLSOIT,O,O,X,X,O,O,X,X
ZJLOTIS,X,O,X,X,X,O,X,X
ZJLOTSI,O,O,X,X,X,O,X,X
ZJLOITS,X,X,X,X,X,O,X,X
ZJLOIST,O,O,X,X,X,O,X,X
ZJLOSTI,O,O,X,X,O,O,X,X
ZJLOSIT,O,O,X,X,O,O,X,X
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,X,X,X,X,O,X,X
ZJSTLIO,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,X,X
ZJSTOIL,O,X,O,X,X,O,X,X
ZJSTOLI,O,X,O,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,X
ZJSITOL,O,X,X,X,X,O,X,X
ZJSILTO,O,O,X,X,O,O,X,X
ZJSILOT,O,O,X,X,O,O,X,X
ZJSIOTL,O,X,X,X,X,O,X,X
ZJSIOLT,O,O,X,X,O,O,X,X
ZJSLTIO,O,O,X,X,O,O,X,X
ZJSLTOI,O,O,O,X,O,O,X,X
ZJSLITO,O,O,X,X,O,O,X,X
ZJSLIOT,O,O,X,X,O,O,X,X
ZJSLOTI,O,O,X,X,O,O,X,X
ZJSLOIT,O,O,X,X,O,O,X,X
ZJSOTIL,O,O,X,X,X,O,X,X
ZJSOTLI,O,O,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,O,X,X
ZJSOILT,O,O,X,X,O,O,X,X
ZJSOLTI,O,O,X,X,O,O,X,X
ZJSOLIT,O,O,X,X,O,O,X,X
ZJOTILS,O,O,X,X,X,O,X,X
ZJOTISL,O,O,X,X,X,O,X,X
ZJOTLIS,O,O,X,X,X,O,X,X
ZJOTLSI,O,O,X,X,X,O,X,X
ZJOTSIL,O,O,X,X,X,O,O,X
ZJOTSLI,O,O,X,X,X,X,O,X
ZJOITLS,X,X,X,X,X,O,X,X
ZJOITSL,X,X,X,X,X,O,X,X
ZJOILTS,X,X,X,X,X,O,X,X
ZJOILST,X,O,X,X,X,O,X,X
ZJOISTL,X,O,X,X,X,O,X,X
ZJOISLT,X,O,X,X,X,O,X,X
ZJOLTIS,X,O,X,X,X,O,X,X
ZJOLTSI,O,O,X,X,X,O,X,X
ZJOLITS,X,X,X,X,X,O,X,X
ZJOLIST,O,O,X,X,X,O,X,X
ZJOLSTI,O,O,X,X,O,O,X,X
ZJOLSIT,O,O,X,X,O,O,X,X
ZJOSTIL,O,O,X,X,X,O,O,X
ZJOSTLI,O,O,X,X,X,X,O,X
ZJOSITL,O,O,X,X,X,O,O,X
ZJOSILT,O,O,X,X,O,O,O,X
ZJOSLTI,O,O,X,X,O,O,O,X
ZJOSLIT,O,O,X,X,O,O,O,X
ZSTILJO,O,O,X,X,O,X,X,O
ZSTILOJ,O,O,X,X,O,X,X,O
ZSTIJLO,O,X,X,X,X,X,X,O
ZSTIJOL,O,X,X,X,X,O,X,O
ZSTIOLJ,O,X,X,X,O,X,X,O
ZSTIOJL,O,X,X,X,X,O,X,O
ZSTLIJO,O,O,X,X,O,X,X,O
ZSTLIOJ,O,O,X,X,O,X,X,O
ZSTLJIO,O,O,X,X,O,X,X,X
ZSTLJOI,O,O,X,X,O,X,X,X
ZSTLOIJ,O,O,X,X,O,X,X,X
ZSTLOJI,O,O,X,X,O,X,X,X
ZSTJILO,O,O,X,X,X,X,X,O
ZSTJIOL,O,X,X,X,X,O,X,O
ZSTJLIO,O,O,X,X,X,X,X,X
ZSTJLOI,O,O,X,X,X,X,X,X
ZSTJOIL,O,X,O,X,X,O,X,X
ZSTJOLI,O,X,O,X,X,X,X,X
ZSTOILJ,O,O,X,X,O,X,X,O
ZSTOIJL,O,X,X,X,X,O,X,O
ZSTOLIJ,O,O,X,X,O,X,X,X
ZSTOLJI,O,O,X,X,O,X,X,X
ZSTOJIL,O,O,O,X,X,O,X,X
ZSTOJLI,O,O,O,X,X,X,X,X
ZSITLJO,O,O,X,X,O,X,X,O
ZSITLOJ,O,O,X,X,O,X,X,O
ZSITJLO,O,X,X,X,X,X,X,O
ZSITJOL,O,X,X,X,X,O,X,O
ZSITOLJ,O,X,X,X,O,X,X,O
ZSITOJL,O,X,X,X,X,O,X,O
ZSILTJO,O,O,X,X,O,O,X,O
ZSILTOJ,O,O,X,X,O,O,X,O
ZSILJTO,O,O,X,O,O,O,X,O
ZSILJOT,O,O,X,O,O,O,X,O
ZSILOTJ,O,O,X,X,O,O,X,X
ZSILOJT,O,O,X,O,O,O,X,O
ZSIJTLO,O,O,X,X,X,X,X,O
ZSIJTOL,O,X,X,X,X,O,X,O
ZSIJLTO,O,O,X,X,O,O,X,O
ZSIJLOT,O,O,X,X,O,O,X,O
ZSIJOTL,O,X,X,X,X,O,X,X
ZSIJOLT,O,O,X,X,O,O,X,O
ZSIOTLJ,O,O,X,X,O,X,X,O
ZSIOTJL,O,X,X,X,X,O,X,O
ZSIOLTJ,O,O,X,X,O,O,X,X
ZSIOLJT,O,O,X,O,O,O,X,O
ZSIOJTL,O,O,X,X,X,O,X,X
ZSIOJLT,O,O,X,X,O,O,X,O
ZSLTIJO,O,O,X,X,O,O,X,O
ZSLTIOJ,O,O,X,X,O,O,X,O
ZSLTJIO,O,O,X,X,O,O,X,X
ZSLTJOI,O,O,O,X,O,O,X,X
ZSLTOIJ,O,O,X,X,O,O,X,X
ZSLTOJI,O,O,O,X,O,O,X,X
ZSLITJO,O,O,X,X,O,O,X,O
ZSLITOJ,O,O,X,X,O,O,X,O
ZSLIJTO,O,O,X,O,O,O,X,O
ZSLIJOT,O,O,X,O,O,O,X,O
ZSLIOTJ,O,O,X,X,O,O,X,X
ZSLIOJT,O,O,X,O,O,O,X,O
ZSLJTIO,O,O,X,O,O,O,X,X
ZSLJTOI,O,O,O,O,O,O,X,X
ZSLJITO,O,O,X,O,O,O,X,X
ZSLJIOT,O,O,X,O,O,O,X,X
ZSLJOTI,O,O,X,O,O,O,X,X
ZSLJOIT,O,O,X,O,O,O,X,X
ZSLOTIJ,O,O,X,X,O,O,X,X
ZSLOTJI,O,O,X,X,O,O,X,X
ZSLOITJ,O,O,X,X,O,O,X,X
ZSLOIJT,O,O,X,O,O,O,X,X
ZSLOJTI,O,O,X,O,O,O,X,X
ZSLOJIT,O,O,X,O,O,O,X,X
ZSJTILO,O,O,X,X,X,X,X,O
ZSJTIOL,O,X,X,X,X,O,X,O
ZSJTLIO,O,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X,X
ZSJTOIL,O,X,O,X,X,O,X,X
ZSJTOLI,O,X,O,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,O
ZSJITOL,O,X,X,X,X,O,X,O
ZSJILTO,O,O,X,X,O,O,X,O
ZSJILOT,O,O,X,X,O,O,X,O
ZSJIOTL,O,X,X,X,X,O,X,X
ZSJIOLT,O,O,X,X,O,O,X,O
ZSJLTIO,O,O,X,X,O,O,X,X
ZSJLTOI,O,O,O,X,O,O,X,X
ZSJLITO,O,O,X,X,O,O,X,X
ZSJLIOT,O,O,X,X,O,O,X,X
ZSJLOTI,O,O,X,X,O,O,X,X
ZSJLOIT,O,O,X,X,O,O,X,X
ZSJOTIL,O,O,X,X,X,O,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,O,X,X
ZSJOILT,O,O,X,X,O,O,X,X
ZSJOLTI,O,O,X,X,O,O,X,X
ZSJOLIT,O,O,X,X,O,O,X,X
ZSOTILJ,O,O,X,X,O,X,X,O
ZSOTIJL,O,O,X,X,X,O,X,O
ZSOTLIJ,O,O,X,X,O,X,X,X
ZSOTLJI,O,O,X,X,O,X,X,X
ZSOTJIL,O,O,X,X,X,O,X,X
ZSOTJLI,O,O,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,O,X,X,O
ZSOITJL,O,X,X,X,X,O,X,O
ZSOILTJ,O,O,X,X,O,O,X,X
ZSOILJT,O,O,X,O,O,O,X,O
ZSOIJTL,O,O,X,X,X,O,X,X
ZSOIJLT,O,O,X,X,O,O,X,O
ZSOLTIJ,O,O,X,X,O,O,X,X
ZSOLTJI,O,O,X,X,O,O,X,X
ZSOLITJ,O,O,X,X,O,O,X,X
ZSOLIJT,O,O,X,O,O,O,X,X
ZSOLJTI,O,O,X,O,O,O,X,X
ZSOLJIT,O,O,X,O,O,O,X,X
ZSOJTIL,O,O,X,X,X,O,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,O,X,X
ZSOJILT,O,O,X,X,O,O,X,X
ZSOJLTI,O,O,X,X,O,O,X,X
ZSOJLIT,O,O,X,X,O,O,X,X
ZOTILJS,O,O,X,X,X,O,X,X
ZOTILSJ,O,O,X,X,X,O,X,X
ZOTIJLS,O,O,X,X,X,O,X,X
ZOTIJSL,O,O,X,X,X,O,X,X
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,O,X,X
ZOTLIJS,O,O,X,X,X,O,X,X
ZOTLISJ,O,O,X,X,X,O,X,X
ZOTLJIS,O,O,X,X,X,O,X,X
ZOTLJSI,O,O,X,X,X,O,X,X
ZOTLSIJ,O,O,X,X,O,O,X,X
ZOTLSJI,O,O,X,X,O,O,X,X
ZOTJILS,O,O,X,X,X,O,X,X
ZOTJISL,O,O,X,X,X,O,X,X
ZOTJLIS,O,O,X,X,X,O,X,X
ZOTJLSI,O,O,X,X,X,O,X,X
ZOTJSIL,O,O,X,X,X,O,O,X
ZOTJSLI,O,O,X,X,X,X,O,X
ZOTSILJ,O,O,X,X,O,X,X,X
ZOTSIJL,O,O,X,X,X,O,O,X
ZOTSLIJ,O,O,X,X,O,X,X,X
ZOTSLJI,O,O,X,X,O,X,O,X
ZOTSJIL,O,O,X,X,X,O,O,X
ZOTSJLI,O,O,X,X,X,X,O,X
ZOITLJS,O,O,X,X,X,O,X,X
ZOITLSJ,O,O,X,X,X,O,X,X
ZOITJLS,O,O,X,X,X,O,X,X
ZOITJSL,O,O,X,X,X,O,X,X
ZOITSLJ,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,O,X,X
ZOILTJS,X,O,X,X,X,O,X,X
ZOILTSJ,X,O,X,X,X,O,X,X
ZOILJTS,X,X,X,O,X,O,X,X
ZOILJST,O,O,X,O,X,O,X,X
ZOILSTJ,O,O,X,X,O,O,X,X
ZOILSJT,O,O,X,O,O,O,X,X
ZOIJTLS,X,X,X,X,X,O,X,X
ZOIJTSL,X,O,X,X,X,O,X,X
ZOIJLTS,X,X,X,X,X,O,X,X
ZOIJLST,X,O,X,X,X,O,X,X
ZOIJSTL,X,O,X,X,X,O,X,X
ZOIJSLT,X,O,X,X,X,O,X,X
ZOISTLJ,O,O,X,X,O,X,X,X
ZOISTJL,O,X,X,X,X,O,X,X
ZOISLTJ,O,O,X,X,O,O,X,X
ZOISLJT,O,O,X,O,O,O,X,X
ZOISJTL,O,O,X,X,X,O,X,X
ZOISJLT,O,O,X,X,O,O,X,X
ZOLTIJS,O,O,X,X,X,O,X,X
ZOLTISJ,O,O,X,X,X,O,X,X
ZOLTJIS,O,O,X,X,X,O,X,X
ZOLTJSI,O,O,X,X,X,O,X,X
ZOLTSIJ,O,O,X,X,O,O,X,X
ZOLTSJI,O,O,X,X,O,O,X,X
ZOLITJS,X,O,X,X,X,O,X,X
ZOLITSJ,X,O,X,X,X,O,X,X
ZOLIJTS,X,X,X,O,X,O,X,X
ZOLIJST,O,O,X,O,X,O,X,X
ZOLISTJ,O,O,X,X,O,O,X,X
ZOLISJT,O,O,X,O,O,O,X,X
ZOLJTIS,X,O,X,O,X,O,X,X
ZOLJTSI,O,O,X,O,X,O,X,X
ZOLJITS,X,X,X,O,X,O,X,X
ZOLJIST,O,O,X,O,X,O,X,X
ZOLJSTI,O,O,X,O,O,O,X,X
ZOLJSIT,O,O,X,O,O,O,X,X
ZOLSTIJ,O,O,X,X,O,O,X,X
ZOLSTJI,O,O,X,X,O,O,X,X
ZOLSITJ,O,O,X,X,O,O,X,X
ZOLSIJT,O,O,X,O,O,O,X,X
ZOLSJTI,O,O,X,O,O,O,X,X
ZOLSJIT,O,O,X,O,O,O,X,X
ZOJTILS,O,O,X,X,X,O,X,X
ZOJTISL,O,O,X,X,X,O,X,X
ZOJTLIS,O,O,X,X,X,O,X,X
ZOJTLSI,O,O,X,X,X,O,X,X
ZOJTSIL,O,O,X,X,X,O,O,X
ZOJTSLI,O,O,X,X,X,X,O,X
ZOJITLS,X,X,X,X,X,O,X,X
ZOJITSL,X,O,X,X,X,O,X,X
ZOJILTS,X,X,X,X,X,O,X,X
ZOJILST,X,O,X,X,X,O,X,X
ZOJISTL,X,O,X,X,X,O,X,X
ZOJISLT,X,O,X,X,X,O,X,X
ZOJLTIS,X,O,X,X,X,O,X,X
ZOJLTSI,O,O,X,X,X,O,X,X
ZOJLITS,X,X,X,X,X,O,X,X
ZOJLIST,O,O,X,X,X,O,X,X
ZOJLSTI,O,O,X,X,O,O,X,X
ZOJLSIT,O,O,X,X,O,O,X,X
ZOJSTIL,O,O,X,X,X,O,O,X
ZOJSTLI,O,O,X,X,X,X,O,X
ZOJSITL,O,O,X,X,X,O,O,X
ZOJSILT,O,O,X,X,O,O,O,X
ZOJSLTI,O,O,X,X,O,O,O,X
ZOJSLIT,O,O,X,X,O,O,O,X
ZOSTILJ,O,O,X,X,O,X,X,X
ZOSTIJL,O,O,X,X,X,O,O,X
ZOSTLIJ,O,O,X,X,O,X,X,X
ZOSTLJI,O,O,X,X,O,X,O,X
ZOSTJIL,O,O,X,X,X,O,O,X
ZOSTJLI,O,O,X,X,X,X,O,X
ZOSITLJ,O,O,X,X,O,X,X,X
ZOSITJL,O,X,X,X,X,O,X,X
ZOSILTJ,O,O,X,X,O,O,X,X
ZOSILJT,O,O,X,O,O,O,X,X
ZOSIJTL,O,O,X,X,X,O,O,X
ZOSIJLT,O,O,X,X,O,O,O,X
ZOSLTIJ,O,O,X,X,O,O,X,X
ZOSLTJI,O,O,X,X,O,O,X,X
ZOSLITJ,O,O,X,X,O,O,X,X
ZOSLIJT,O,O,X,O,O,O,X,X
ZOSLJTI,O,O,X,O,O,O,O,X
ZOSLJIT,O,O,X,O,O,O,O,X
ZOSJTIL,O,O,X,X,X,O,O,X
ZOSJTLI,O,O,X,X,X,X,O,X
ZOSJITL,O,O,X,X,X,O,O,X
ZOSJILT,O,O,X,X,O,O,O,X
ZOSJLTI,O,O,X,X,O,O,O,X
ZOSJLIT,O,O,X,X,O,O,O,X
OTILJSZ,O,O,O,O,X,X,X,X
OTILJZS,X,O,O,O,X,X,X,X
OTILSJZ,O,O,O,O,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,X,O,X,X,X,O,X,X
OTILZSJ,X,O,X,X,X,O,X,X
OTIJLSZ,O,O,O,X,X,X,X,X
OTIJLZS,X,O,O,X,X,X,X,X
OTIJSLZ,O,O,O,X,X,X,X,X
OTIJSZL,O,O,O,X,X,X,O,X
OTIJZLS,O,O,O,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X,X
OTISLJZ,O,O,X,O,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,O,X,X,X,X,X
OTISJZL,O,O,O,X,X,X,O,X
OTISZLJ,O,O,X,X,O,X,X,O
OTISZJL,O,X,X,X,X,X,O,O
OTIZLJS,O,O,X,X,X,O,X,X
OTIZLSJ,O,O,X,X,X,O,X,X
OTIZJLS,O,O,X,X,X,O,X,X
OTIZJSL,O,O,X,X,X,O,X,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,O,X,X
OTLIJSZ,O,O,O,O,X,X,X,X
OTLIJZS,X,O,O,O,X,X,X,X
OTLISJZ,O,O,O,O,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,X,O,X,X,X,O,X,X
OTLIZSJ,X,O,X,X,X,O,X,X
OTLJISZ,O,O,O,O,X,X,X,X
OTLJIZS,X,O,O,O,X,X,X,X
OTLJSIZ,O,O,O,O,X,X,X,X
OTLJSZI,O,O,O,O,X,X,O,X
OTLJZIS,O,O,O,O,X,X,X,X
OTLJZSI,O,O,O,O,X,X,X,X
OTLSIJZ,O,O,O,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,O,O,X,X,X,X
OTLSJZI,O,O,O,O,X,X,O,X
OTLSZIJ,O,O,X,X,O,X,X,X
OTLSZJI,O,O,O,X,O,X,O,X
OTLZIJS,O,O,X,X,X,O,X,X
OTLZISJ,O,O,X,X,X,O,X,X
OTLZJIS,O,O,O,X,X,O,X,X
OTLZJSI,O,O,O,X,X,O,X,X
OTLZSIJ,O,O,X,X,O,O,X,X
OTLZSJI,O,O,O,X,O,O,X,X
OTJILSZ,O,O,O,X,X,X,X,X
OTJILZS,X,O,O,X,X,X,X,X
OTJISLZ,O,O,O,X,X,X,X,X
OTJISZL,O,O,O,X,X,X,O,X
OTJIZLS,O,O,O,X,X,X,X,X
OTJIZSL,O,O,O,X,X,X,O,X
OTJLISZ,O,O,O,X,X,X,X,X
OTJLIZS,X,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,X,X
OTJLSZI,O,O,O,X,X,X,O,X
OTJLZIS,O,O,O,X,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X
OTJSILZ,O,O,O,X,X,X,X,X
OTJSIZL,O,O,O,X,X,X,O,X
OTJSLIZ,O,O,O,X,X,X,X,X
OTJSLZI,O,O,O,X,X,X,O,X
OTJSZIL,O,O,O,X,X,X,O,X
OTJSZLI,O,O,O,X,X,X,O,X
OTJZILS,O,O,O,X,X,X,X,X
OTJZISL,O,O,O,X,X,X,O,X
OTJZLIS,O,O,O,X,X,X,X,X
OTJZLSI,O,O,O,X,X,X,X,X
OTJZSIL,O,O,O,X,X,X,O,X
OTJZSLI,O,O,O,X,X,X,O,X
OTSILJZ,O,O,X,O,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,O,X
OTSIZLJ,O,O,X,X,O,X,X,O
OTSIZJL,O,X,X,X,X,X,O,O
OTSLIJZ,O,O,O,O,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,O,O,X,X,X,X
OTSLJZI,O,O,O,O,X,X,O,X
OTSLZIJ,O,O,X,X,O,X,X,X
OTSLZJI,O,O,O,X,O,X,O,X
OTSJILZ,O,O,O,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,O,X
OTSJLIZ,O,O,O,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,O,X
OTSJZIL,O,O,O,X,X,X,O,X
OTSJZLI,O,O,O,X,X,X,O,X
OTSZILJ,O,O,X,X,O,X,X,O
OTSZIJL,O,O,X,X,X,X,O,O
OTSZLIJ,O,O,X,X,O,X,X,X
OTSZLJI,O,O,X,X,O,X,O,X
OTSZJIL,O,O,O,X,X,X,O,X
OTSZJLI,O,O,O,X,X,X,O,X
OTZILJS,O,O,X,X,X,O,X,X
OTZILSJ,O,O,X,X,X,O,X,X
OTZIJLS,O,O,X,X,X,O,X,X
OTZIJSL,O,O,X,X,X,O,X,X
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,O,X,X
OTZLIJS,O,O,X,X,X,O,X,X
OTZLISJ,O,O,X,X,X,O,X,X
OTZLJIS,O,O,O,X,X,O,X,X
OTZLJSI,O,O,O,X,X,O,X,X
OTZLSIJ,O,O,X,X,O,O,X,X
OTZLSJI,O,O,O,X,O,O,X,X
OTZJILS,O,O,O,X,X,O,X,X
OTZJISL,O,O,O,X,X,O,O,X
OTZJLIS,O,O,O,X,X,O,X,X
OTZJLSI,O,O,O,X,X,O,X,X
OTZJSIL,O,O,O,X,X,O,O,X
OTZJSLI,O,O,O,X,X,X,O,X
OTZSILJ,O,O,X,X,O,X,X,X
OTZSIJL,O,O,X,X,X,O,O,X
OTZSLIJ,O,O,X,X,O,X,X,X
OTZSLJI,O,O,X,X,O,X,O,X
OTZSJIL,O,O,O,X,X,O,O,X
OTZSJLI,O,O,O,X,X,X,O,X
OITLJSZ,O,O,X,O,X,X,X,X
OITLJZS,X,O,X,O,X,X,X,X
OITLSJZ,O,O,X,O,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,X,O,X,X,X,O,X,X
OITLZSJ,X,O,X,X,X,O,X,X
OITJLSZ,O,O,X,X,X,X,X,X
OITJLZS,X,O,X,X,X,X,X,X
OITJSLZ,O,O,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,O,X
OITJZLS,O,O,X,X,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,O,X,O,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,O,X
OITSZLJ,O,O,X,X,O,X,X,O
OITSZJL,O,X,X,X,X,X,O,O
OITZLJS,O,O,X,X,X,O,X,X
OITZLSJ,O,O,X,X,X,O,X,X
OITZJLS,O,O,X,X,X,O,X,X
OITZJSL,O,O,X,X,X,O,X,X
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,O,X,X
OILTJSZ,O,O,X,O,X,X,X,X
OILTJZS,X,O,X,O,X,X,X,X
OILTSJZ,O,O,X,O,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X
OILTZJS,X,O,X,X,X,O,X,X
OILTZSJ,X,O,X,X,X,O,X,X
OILJTSZ,X,O,X,O,X,X,X,X
OILJTZS,X,O,X,O,X,X,X,X
OILJSTZ,X,X,X,O,X,X,X,X
OILJSZT,X,X,X,O,X,X,X,X
OILJZTS,X,X,X,O,X,O,X,X
OILJZST,X,O,X,O,X,O,X,X
OILSTJZ,O,X,X,O,X,X,X,X
OILSTZJ,O,X,X,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X,X
OILSJZT,X,X,X,O,X,X,X,X
OILSZTJ,O,X,X,X,O,O,X,X
OILSZJT,O,X,X,O,O,O,X,X
OILZTJS,X,O,X,X,X,O,X,X
OILZTSJ,X,O,X,X,X,O,X,X
OILZJTS,X,X,X,O,X,O,X,X
OILZJST,X,O,X,O,X,O,X,X
OILZSTJ,X,O,X,X,O,O,X,X
