sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
ISLTZOJ,O,X,X,X,X,X,X,X
ISLTOJZ,O,X,O,O,X,X,X,X
ISLTOZJ,O,X,X,X,X,X,X,X
ISLJTZO,X,X,X,O,X,X,X,X
ISLJTOZ,X,X,O,O,X,X,X,X
ISLJZTO,X,X,X,O,X,X,X,X
ISLJZOT,X,X,X,O,X,X,X,X
ISLJOTZ,X,X,X,O,X,X,X,X
ISLJOZT,X,X,X,O,X,X,X,X
ISLZTJO,O,X,X,X,O,O,X,O
ISLZTOJ,O,X,X,X,O,O,X,O
ISLZJTO,O,X,X,O,O,O,X,O
ISLZJOT,O,X,X,O,O,O,X,O
ISLZOTJ,O,X,X,X,O,O,X,X
ISLZOJT,O,X,X,O,O,O,X,O
ISLOTJZ,O,X,X,O,X,X,X,X
ISLOTZJ,O,X,X,X,X,X,X,X
ISLOJTZ,X,X,X,O,X,X,X,X
ISLOJZT,X,X,X,O,X,X,X,X
ISLOZTJ,O,X,X,X,O,O,X,X
ISLOZJT,O,X,X,O,O,O,X,X
ISJTLZO,O,O,X,X,X,X,X,X
ISJTLOZ,O,O,X,X,X,X,X,X
ISJTZLO,X,O,X,X,X,X,X,X
ISJTZOL,O,X,X,X,X,X,X,X
ISJTOLZ,O,O,O,X,X,X,X,X
ISJTOZL,O,X,O,X,X,X,X,X
ISJLTZO,X,X,X,O,X,X,X,X
ISJLTOZ,X,X,O,O,X,X,X,X
ISJLZTO,X,X,X,O,X,X,X,X
ISJLZOT,X,X,X,O,X,X,X,X
ISJLOTZ,X,X,X,O,X,X,X,X
ISJLOZT,X,X,X,O,X,X,X,X
ISJZTLO,O,X,X,X,X,X,X,O
ISJZTOL,O,X,X,X,X,X,X,O
ISJZLTO,O,X,X,X,O,X,X,O
ISJZLOT,O,X,X,X,O,X,X,O
ISJZOTL,O,X,X,X,X,X,X,X
ISJZOLT,O,X,X,X,O,X,X,O
ISJOTLZ,O,X,X,X,X,X,X,X
ISJOTZL,O,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,O,X,X,X,X
ISJOLZT,X,X,X,O,X,X,X,X
ISJOZTL,O,X,X,X,X,X,X,X
ISJOZLT,O,X,X,X,O,X,X,X
ISZTLJO,O,X,X,X,O,X,X,O
ISZTLOJ,O,X,X,X,O,X,X,O
ISZTJLO,O,X,X,X,X,X,X,O
ISZTJOL,O,X,X,X,X,O,X,O
ISZTOLJ,O,X,X,X,O,X,X,O
ISZTOJL,O,X,X,X,X,O,X,O
ISZLTJO,O,X,X,X,O,O,X,O
ISZLTOJ,O,X,X,X,O,O,X,O
ISZLJTO,O,X,X,O,O,O,X,O
ISZLJOT,O,X,X,O,O,O,X,O
ISZLOTJ,O,X,X,X,O,O,X,X
ISZLOJT,O,X,X,O,O,O,X,O
ISZJTLO,O,X,X,X,X,X,X,O
ISZJTOL,O,X,X,X,X,O,X,O
ISZJLTO,O,X,X,X,O,O,X,O
ISZJLOT,O,X,X,X,O,O,X,O
ISZJOTL,O,X,X,X,X,O,X,X
ISZJOLT,O,X,X,X,O,O,X,O
ISZOTLJ,O,X,X,X,O,X,X,O
ISZOTJL,O,X,X,X,X,O,X,O
ISZOLTJ,O,X,X,X,O,O,X,X
ISZOLJT,O,X,X,O,O,O,X,O
ISZOJTL,O,X,X,X,X,O,X,X
ISZOJLT,O,X,X,X,O,O,X,O
ISOTLJZ,O,O,X,O,X,X,X,X
ISOTLZJ,O,O,X,X,X,X,X,X
ISOTJLZ,O,O,X,X,X,X,X,X
ISOTJZL,O,X,X,X,X,X,X,X
ISOTZLJ,O,O,X,X,O,X,X,X
ISOTZJL,O,X,X,X,X,X,X,X
ISOLTJZ,O,X,X,O,X,X,X,X
ISOLTZJ,O,X,X,X,X,X,X,X
ISOLJTZ,X,X,X,O,X,X,X,X
ISOLJZT,X,X,X,O,X,X,X,X
ISOLZTJ,O,X,X,X,O,O,X,X
ISOLZJT,O,X,X,O,O,O,X,X
ISOJTLZ,O,O,X,X,X,X,X,X
ISOJTZL,O,O,X,X,X,X,X,X
ISOJLTZ,X,X,X,O,X,X,X,X
ISOJLZT,X,X,X,O,X,X,X,X
ISOJZTL,O,X,X,X,X,X,X,X
ISOJZLT,O,X,X,X,O,X,X,X
ISOZTLJ,O,X,X,X,O,X,X,O
ISOZTJL,O,X,X,X,X,O,X,O
ISOZLTJ,O,X,X,X,O,O,X,X
ISOZLJT,O,X,X,O,O,O,X,O
ISOZJTL,O,X,X,X,X,O,X,X
ISOZJLT,O,X,X,X,O,O,X,O
IZTLJSO,O,X,X,X,X,O,X,X
IZTLJOS,O,X,X,X,X,O,X,X
IZTLSJO,O,X,X,X,X,O,X,X
IZTLSOJ,O,X,X,X,X,O,X,X
IZTLOJS,O,X,X,X,X,O,X,X
IZTLOSJ,O,X,X,X,X,O,X,X
IZTJLSO,O,X,X,X,X,O,X,X
IZTJLOS,O,X,X,X,X,O,X,X
IZTJSLO,O,O,X,X,X,X,X,X
IZTJSOL,O,X,X,X,X,O,X,X
IZTJOLS,O,X,X,X,X,O,X,X
IZTJOSL,O,X,X,X,X,O,X,X
IZTSLJO,O,O,X,X,X,X,X,O
IZTSLOJ,O,O,X,X,X,X,X,O
IZTSJLO,O,X,X,X,X,X,X,O
IZTSJOL,O,X,X,X,X,O,X,O
IZTSOLJ,O,X,X,X,X,X,X,O
IZTSOJL,O,X,X,X,X,O,X,O
IZTOLJS,O,X,X,X,X,O,X,X
IZTOLSJ,O,X,X,X,X,O,X,X
IZTOJLS,O,X,X,X,X,O,X,X
IZTOJSL,O,X,X,X,X,O,X,X
IZTOSLJ,O,O,X,X,X,X,X,X
IZTOSJL,O,X,X,X,X,O,X,X
IZLTJSO,X,X,X,X,X,O,X,X
IZLTJOS,X,X,X,X,X,O,X,X
IZLTSJO,X,X,X,X,X,O,X,X
IZLTSOJ,X,X,X,X,X,O,X,X
IZLTOJS,X,X,X,X,X,O,X,X
IZLTOSJ,X,X,X,X,X,O,X,X
IZLJTSO,X,X,X,O,X,O,X,X
IZLJTOS,X,X,X,O,X,O,X,X
IZLJSTO,O,O,X,O,X,O,X,X
IZLJSOT,O,O,X,O,X,O,X,X
IZLJOTS,X,X,X,O,X,O,X,X
IZLJOST,O,X,X,O,X,O,X,X
IZLSTJO,O,O,X,X,O,O,X,X
IZLSTOJ,O,O,X,X,O,O,X,X
IZLSJTO,O,O,X,O,O,O,X,X
IZLSJOT,O,O,X,O,O,O,X,X
IZLSOTJ,O,O,X,X,O,O,X,X
IZLSOJT,O,O,X,O,O,O,X,X
IZLOTJS,X,O,X,X,X,O,X,X
IZLOTSJ,X,O,X,X,X,O,X,X
IZLOJTS,X,X,X,O,X,O,X,X
IZLOJST,O,O,X,O,X,O,X,X
IZLOSTJ,O,O,X,X,O,O,X,X
IZLOSJT,O,O,X,O,O,O,X,X
IZJTLSO,X,X,X,X,X,O,X,X
IZJTLOS,X,X,X,X,X,O,X,X
IZJTSLO,X,O,X,X,X,X,X,X
IZJTSOL,X,X,X,X,X,O,X,X
IZJTOLS,X,X,X,X,X,O,X,X
IZJTOSL,X,X,X,X,X,O,X,X
IZJLTSO,X,X,X,X,X,O,X,X
IZJLTOS,X,X,X,X,X,O,X,X
IZJLSTO,X,O,X,X,X,O,X,X
IZJLSOT,X,O,X,X,X,O,X,X
IZJLOTS,X,X,X,X,X,O,X,X
IZJLOST,X,X,X,X,X,O,X,X
IZJSTLO,X,O,X,X,X,X,X,X
IZJSTOL,X,X,X,X,X,O,X,X
IZJSLTO,X,O,X,X,X,O,X,X
IZJSLOT,X,O,X,X,X,O,X,X
IZJSOTL,X,X,X,X,X,O,X,X
IZJSOLT,X,O,X,X,X,O,X,X
IZJOTLS,X,X,X,X,X,O,X,X
IZJOTSL,X,X,X,X,X,O,X,X
IZJOLTS,X,X,X,X,X,O,X,X
IZJOLST,X,X,X,X,X,O,X,X
IZJOSTL,X,X,X,X,X,O,X,X
IZJOSLT,X,X,X,X,X,O,X,X
IZSTLJO,O,O,X,X,O,X,X,O
IZSTLOJ,O,O,X,X,O,X,X,O
IZSTJLO,O,X,X,X,X,X,X,O
IZSTJOL,O,X,X,X,X,O,X,O
IZSTOLJ,O,X,X,X,O,X,X,O
IZSTOJL,O,X,X,X,X,O,X,O
IZSLTJO,O,O,X,X,O,O,X,O
IZSLTOJ,O,O,X,X,O,O,X,O
IZSLJTO,O,O,X,O,O,O,X,O
IZSLJOT,O,O,X,O,O,O,X,O
IZSLOTJ,O,O,X,X,O,O,X,X
IZSLOJT,O,O,X,O,O,O,X,O
IZSJTLO,O,O,X,X,X,X,X,O
IZSJTOL,O,X,X,X,X,O,X,O
IZSJLTO,O,O,X,X,O,O,X,O
IZSJLOT,O,O,X,X,O,O,X,O
IZSJOTL,O,X,X,X,X,O,X,X
IZSJOLT,O,O,X,X,O,O,X,O
IZSOTLJ,O,O,X,X,O,X,X,O
IZSOTJL,O,X,X,X,X,O,X,O
IZSOLTJ,O,O,X,X,O,O,X,X
IZSOLJT,O,O,X,O,O,O,X,O
IZSOJTL,O,O,X,X,X,O,X,X
IZSOJLT,O,O,X,X,O,O,X,O
IZOTLJS,O,O,X,X,X,O,X,X
IZOTLSJ,O,O,X,X,X,O,X,X
IZOTJLS,O,O,X,X,X,O,X,X
IZOTJSL,O,O,X,X,X,O,X,X
IZOTSLJ,O,O,X,X,X,X,X,X
IZOTSJL,O,O,X,X,X,O,X,X
IZOLTJS,X,O,X,X,X,O,X,X
IZOLTSJ,X,O,X,X,X,O,X,X
IZOLJTS,X,X,X,O,X,O,X,X
IZOLJST,O,O,X,O,X,O,X,X
IZOLSTJ,O,O,X,X,O,O,X,X
IZOLSJT,O,O,X,O,O,O,X,X
IZOJTLS,X,X,X,X,X,O,X,X
IZOJTSL,X,O,X,X,X,O,X,X
IZOJLTS,X,X,X,X,X,O,X,X
IZOJLST,X,O,X,X,X,O,X,X
IZOJSTL,X,O,X,X,X,O,X,X
IZOJSLT,X,O,X,X,X,O,X,X
IZOSTLJ,O,O,X,X,O,X,X,X
IZOSTJL,O,X,X,X,X,O,X,X
IZOSLTJ,O,O,X,X,O,O,X,X
IZOSLJT,O,O,X,O,O,O,X,X
IZOSJTL,O,O,X,X,X,O,X,X
IZOSJLT,O,O,X,X,O,O,X,X
IOTLJSZ,O,O,X,O,X,X,X,X
IOTLJZS,X,O,X,O,X,X,X,X
IOTLSJZ,O,O,X,O,X,X,X,X
IOTLSZJ,O,O,X,X,X,X,X,X
IOTLZJS,X,O,X,X,X,O,X,X
IOTLZSJ,X,O,X,X,X,O,X,X
IOTJLSZ,O,O,X,X,X,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,X,X,X,X
IOTJSZL,O,O,X,X,X,X,O,X
IOTJZLS,O,O,X,X,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X
IOTSLJZ,O,O,X,O,X,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,X
IOTSJLZ,O,O,X,X,X,X,X,X
IOTSJZL,O,O,X,X,X,X,O,X
IOTSZLJ,O,O,X,X,O,X,X,O
IOTSZJL,O,X,X,X,X,X,O,O
IOTZLJS,O,O,X,X,X,O,X,X
IOTZLSJ,O,O,X,X,X,O,X,X
IOTZJLS,O,O,X,X,X,O,X,X
IOTZJSL,O,O,X,X,X,O,X,X
IOTZSLJ,O,O,X,X,X,X,X,X
IOTZSJL,O,O,X,X,X,O,X,X
IOLTJSZ,O,O,X,O,X,X,X,X
IOLTJZS,X,O,X,O,X,X,X,X
IOLTSJZ,O,O,X,O,X,X,X,X
IOLTSZJ,O,O,X,X,X,X,X,X
IOLTZJS,X,O,X,X,X,O,X,X
IOLTZSJ,X,O,X,X,X,O,X,X
IOLJTSZ,X,O,X,O,X,X,X,X
IOLJTZS,X,O,X,O,X,X,X,X
IOLJSTZ,X,X,X,O,X,X,X,X
IOLJSZT,X,X,X,O,X,X,X,X
IOLJZTS,X,X,X,O,X,O,X,X
IOLJZST,X,O,X,O,X,O,X,X
IOLSTJZ,O,X,X,O,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,O,X,X,X,X
IOLSJZT,X,X,X,O,X,X,X,X
IOLSZTJ,O,X,X,X,O,O,X,X
IOLSZJT,O,X,X,O,O,O,X,X
IOLZTJS,X,O,X,X,X,O,X,X
IOLZTSJ,X,O,X,X,X,O,X,X
IOLZJTS,X,X,X,O,X,O,X,X
IOLZJST,X,O,X,O,X,O,X,X
IOLZSTJ,X,O,X,X,O,O,X,X
IOLZSJT,X,O,X,O,O,O,X,X
IOJTLSZ,O,O,X,X,X,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,X,X,X,X
IOJTSZL,O,O,X,X,X,X,O,X
IOJTZLS,X,O,X,X,X,X,X,X
IOJTZSL,O,O,X,X,X,X,X,X
IOJLTSZ,X,O,X,O,X,X,X,X
IOJLTZS,X,O,X,O,X,X,X,X
IOJLSTZ,X,X,X,O,X,X,X,X
IOJLSZT,X,X,X,O,X,X,X,X
IOJLZTS,X,X,X,O,X,O,X,X
IOJLZST,X,O,X,O,X,O,X,X
IOJSTLZ,O,O,X,X,X,X,X,X
IOJSTZL,O,O,X,X,X,X,X,X
IOJSLTZ,X,X,X,O,X,X,X,X
IOJSLZT,X,X,X,O,X,X,X,X
IOJSZTL,O,X,X,X,X,X,O,X
IOJSZLT,O,X,X,X,O,X,O,X
IOJZTLS,X,X,X,X,X,O,X,X
IOJZTSL,X,O,X,X,X,O,X,X
IOJZLTS,X,X,X,X,X,O,X,X
IOJZLST,X,O,X,X,X,O,X,X
IOJZSTL,X,O,X,X,X,O,X,X
IOJZSLT,X,O,X,X,X,O,X,X
IOSTLJZ,O,O,X,O,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,X,X,X,X
IOSTJZL,O,X,X,X,X,X,O,X
IOSTZLJ,O,O,X,X,O,X,X,X
IOSTZJL,O,X,X,X,X,X,O,X
IOSLTJZ,O,X,X,O,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,X,X,X,X
IOSLJZT,X,X,X,O,X,X,X,X
IOSLZTJ,O,X,X,X,O,O,X,X
IOSLZJT,O,X,X,O,O,O,X,X
IOSJTLZ,O,O,X,X,X,X,X,X
IOSJTZL,O,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,O,X,X,X,X
IOSJLZT,X,X,X,O,X,X,X,X
IOSJZTL,O,X,X,X,X,X,O,X
IOSJZLT,O,X,X,X,O,X,O,X
IOSZTLJ,O,X,X,X,O,X,X,O
IOSZTJL,O,X,X,X,X,O,X,O
IOSZLTJ,O,X,X,X,O,O,X,X
IOSZLJT,O,X,X,O,O,O,X,O
IOSZJTL,O,X,X,X,X,O,O,X
IOSZJLT,O,X,X,X,O,O,O,O
IOZTLJS,O,O,X,X,X,O,X,X
IOZTLSJ,O,O,X,X,X,O,X,X
IOZTJLS,O,O,X,X,X,O,X,X
IOZTJSL,O,O,X,X,X,O,X,X
IOZTSLJ,O,O,X,X,X,X,X,X
IOZTSJL,O,O,X,X,X,O,X,X
IOZLTJS,X,O,X,X,X,O,X,X
IOZLTSJ,X,O,X,X,X,O,X,X
IOZLJTS,X,X,X,O,X,O,X,X
IOZLJST,O,O,X,O,X,O,X,X
IOZLSTJ,O,O,X,X,O,O,X,X
IOZLSJT,O,O,X,O,O,O,X,X
IOZJTLS,X,X,X,X,X,O,X,X
IOZJTSL,X,O,X,X,X,O,X,X
IOZJLTS,X,X,X,X,X,O,X,X
IOZJLST,X,O,X,X,X,O,X,X
IOZJSTL,X,O,X,X,X,O,X,X
IOZJSLT,X,O,X,X,X,O,X,X
IOZSTLJ,O,O,X,X,O,X,X,X
IOZSTJL,O,X,X,X,X,O,X,X
IOZSLTJ,O,O,X,X,O,O,X,X
IOZSLJT,O,O,X,O,O,O,X,X
IOZSJTL,O,O,X,X,X,O,X,X
IOZSJLT,O,O,X,X,O,O,X,X
LTIJSZO,O,O,X,O,X,X,X,X
LTIJSOZ,O,O,O,O,X,X,X,X
LTIJZSO,X,O,X,O,X,X,X,X
LTIJZOS,X,X,O,O,X,X,X,X
LTIJOSZ,O,X,O,O,X,X,X,X
LTIJOZS,X,X,O,O,X,X,X,X
LTISJZO,O,O,X,O,X,X,X,X
LTISJOZ,O,O,O,O,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,O
LTISZOJ,O,O,X,X,X,X,X,O
LTISOJZ,O,O,O,O,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,X
LTIZJSO,X,O,X,X,X,O,X,X
LTIZJOS,X,X,X,X,X,O,X,X
LTIZSJO,X,O,X,X,X,O,X,X
LTIZSOJ,X,O,X,X,X,O,X,X
LTIZOJS,X,O,X,X,X,O,X,X
LTIZOSJ,X,O,X,X,X,O,X,X
LTIOJSZ,O,O,O,O,X,X,X,X
LTIOJZS,X,O,O,O,X,X,X,X
LTIOSJZ,O,O,O,O,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X
LTIOZJS,X,O,X,X,X,O,X,X
LTIOZSJ,X,O,X,X,X,O,X,X
LTJISZO,O,O,X,O,X,X,X,X
LTJISOZ,O,O,O,O,X,X,X,X
LTJIZSO,X,O,X,O,X,X,O,X
LTJIZOS,X,X,O,O,X,X,X,X
LTJIOSZ,O,X,O,O,X,X,X,X
LTJIOZS,X,X,O,O,X,X,X,X
LTJSIZO,O,O,X,O,X,X,X,X
LTJSIOZ,O,O,O,O,X,X,X,X
LTJSZIO,O,O,X,O,X,X,O,X
LTJSZOI,O,O,O,O,X,X,O,X
LTJSOIZ,O,O,O,O,X,X,X,X
LTJSOZI,O,O,O,O,X,X,X,X
LTJZISO,O,O,X,O,X,X,O,X
LTJZIOS,O,X,O,O,X,X,X,X
LTJZSIO,O,O,X,O,X,X,O,X
LTJZSOI,O,O,O,O,X,X,O,X
LTJZOIS,O,O,O,O,X,X,X,X
LTJZOSI,O,O,O,O,X,X,X,X
LTJOISZ,O,O,O,O,X,X,X,X
LTJOIZS,X,O,O,O,X,X,X,X
LTJOSIZ,O,O,O,O,X,X,X,X
LTJOSZI,O,O,O,O,X,X,O,X
LTJOZIS,O,O,O,O,X,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X
LTSIJZO,O,O,X,O,X,X,X,X
LTSIJOZ,O,O,O,O,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X,O
LTSIZOJ,O,O,X,X,X,X,X,O
LTSIOJZ,O,O,O,O,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X
LTSJIZO,O,O,X,O,X,X,X,X
LTSJIOZ,O,O,O,O,X,X,X,X
LTSJZIO,O,O,X,O,X,X,O,X
LTSJZOI,O,O,O,O,X,X,O,X
LTSJOIZ,O,O,O,O,X,X,X,X
LTSJOZI,O,O,O,O,X,X,X,X
LTSZIJO,O,O,X,X,O,X,X,O
LTSZIOJ,O,O,X,X,O,X,X,O
LTSZJIO,O,O,X,X,O,X,O,X
LTSZJOI,O,O,O,X,O,X,O,X
LTSZOIJ,O,O,X,X,O,X,X,X
LTSZOJI,O,O,O,X,O,X,X,X
LTSOIJZ,O,O,O,O,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,X,X,X
LTSOJZI,O,O,O,O,X,X,X,X
LTSOZIJ,O,O,X,X,O,X,X,X
LTSOZJI,O,O,O,X,O,X,X,X
LTZIJSO,O,O,X,X,X,O,X,X
LTZIJOS,O,X,X,X,X,O,X,X
LTZISJO,O,O,X,X,X,O,X,X
LTZISOJ,O,O,X,X,X,O,X,X
LTZIOJS,O,O,X,X,X,O,X,X
LTZIOSJ,O,O,X,X,X,O,X,X
LTZJISO,O,O,X,X,X,O,O,X
LTZJIOS,O,X,O,X,X,O,X,X
LTZJSIO,O,O,X,X,X,O,O,X
LTZJSOI,O,O,O,X,X,O,O,X
LTZJOIS,O,O,O,X,X,O,X,X
LTZJOSI,O,O,O,X,X,O,X,X
LTZSIJO,O,O,X,X,O,O,X,X
LTZSIOJ,O,O,X,X,O,O,X,X
LTZSJIO,O,O,X,X,O,O,O,X
LTZSJOI,O,O,O,X,O,O,O,X
LTZSOIJ,O,O,X,X,O,O,X,X
LTZSOJI,O,O,O,X,O,O,X,X
LTZOIJS,O,O,X,X,X,O,X,X
LTZOISJ,O,O,X,X,X,O,X,X
LTZOJIS,O,O,O,X,X,O,X,X
LTZOJSI,O,O,O,X,X,O,X,X
LTZOSIJ,O,O,X,X,O,O,X,X
LTZOSJI,O,O,O,X,O,O,X,X
LTOIJSZ,O,O,O,O,X,X,X,X
LTOIJZS,X,O,O,O,X,X,X,X
LTOISJZ,O,O,O,O,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X
LTOIZJS,X,O,X,X,X,O,X,X
LTOIZSJ,X,O,X,X,X,O,X,X
LTOJISZ,O,O,O,O,X,X,X,X
LTOJIZS,X,O,O,O,X,X,X,X
LTOJSIZ,O,O,O,O,X,X,X,X
LTOJSZI,O,O,O,O,X,X,O,X
LTOJZIS,O,O,O,O,X,X,X,X
LTOJZSI,O,O,O,O,X,X,X,X
LTOSIJZ,O,O,O,O,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,X,X,X
LTOSJZI,O,O,O,O,X,X,O,X
LTOSZIJ,O,O,X,X,O,X,X,X
LTOSZJI,O,O,O,X,O,X,O,X
LTOZIJS,O,O,X,X,X,O,X,X
LTOZISJ,O,O,X,X,X,O,X,X
LTOZJIS,O,O,O,X,X,O,X,X
LTOZJSI,O,O,O,X,X,O,X,X
LTOZSIJ,O,O,X,X,O,O,X,X
LTOZSJI,O,O,O,X,O,O,X,X
LITJSZO,X,O,X,O,X,X,X,X
LITJSOZ,X,O,O,O,X,X,X,X
LITJZSO,X,O,X,O,X,X,X,X
LITJZOS,X,X,O,O,X,X,X,X
LITJOSZ,O,X,O,O,X,X,X,X
LITJOZS,X,X,O,O,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X
LITSJOZ,O,O,O,O,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,O
LITSZOJ,O,O,X,X,X,X,X,O
LITSOJZ,O,O,O,O,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,O,X,X
LITZJOS,X,X,X,X,X,O,X,X
LITZSJO,X,O,X,X,X,O,X,X
LITZSOJ,X,O,X,X,X,O,X,X
LITZOJS,X,O,X,X,X,O,X,X
LITZOSJ,X,O,X,X,X,O,X,X
LITOJSZ,O,O,O,O,X,X,X,X
LITOJZS,X,O,O,O,X,X,X,X
LITOSJZ,O,O,O,O,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,O,X,X
LITOZSJ,X,O,X,X,X,O,X,X
LIJTSZO,X,O,X,O,X,X,X,X
LIJTSOZ,X,O,O,O,X,X,X,X
LIJTZSO,X,O,X,O,X,X,X,X
LIJTZOS,X,X,O,O,X,X,X,X
LIJTOSZ,X,X,O,O,X,X,X,X
LIJTOZS,X,X,O,O,X,X,X,X
LIJSTZO,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,O,O,X,X,X,X
LIJSZTO,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,O,X,X,X,X
LIJSOTZ,X,X,X,O,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,X
LIJZTSO,X,X,X,O,X,O,X,X
LIJZTOS,X,X,O,O,X,O,X,X
LIJZSTO,X,O,X,O,X,O,X,X
LIJZSOT,X,O,X,O,X,O,X,X
LIJZOTS,X,X,X,O,X,O,X,X
LIJZOST,X,X,X,O,X,O,X,X
LIJOTSZ,X,X,O,O,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X
LIJOSTZ,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,O,X,X,X,X
LIJOZTS,X,X,X,O,X,O,X,X
LIJOZST,X,X,X,O,X,O,X,X
LISTJZO,O,X,X,O,X,X,X,X
LISTJOZ,O,X,O,O,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,X
LISTZOJ,O,X,X,X,X,X,X,X
LISTOJZ,O,X,O,O,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X
LISJTZO,X,X,X,O,X,X,X,X
LISJTOZ,X,X,O,O,X,X,X,X
LISJZTO,X,X,X,O,X,X,X,X
LISJZOT,X,X,X,O,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,X
LISZTJO,O,X,X,X,O,O,X,O
LISZTOJ,O,X,X,X,O,O,X,O
LISZJTO,O,X,X,O,O,O,X,O
LISZJOT,O,X,X,O,O,O,X,O
LISZOTJ,O,X,X,X,O,O,X,X
LISZOJT,O,X,X,O,O,O,X,O
LISOTJZ,O,X,X,O,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,X
LISOZTJ,O,X,X,X,O,O,X,X
LISOZJT,O,X,X,O,O,O,X,X
LIZTJSO,X,X,X,X,X,O,X,X
LIZTJOS,X,X,X,X,X,O,X,X
LIZTSJO,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,O,X,X
LIZJTSO,X,X,X,O,X,O,X,X
LIZJTOS,X,X,X,O,X,O,X,X
LIZJSTO,X,O,X,O,X,O,X,X
LIZJSOT,X,O,X,O,X,O,X,X
LIZJOTS,X,X,X,O,X,O,X,X
LIZJOST,X,X,X,O,X,O,X,X
LIZSTJO,X,O,X,X,O,O,X,X
LIZSTOJ,X,O,X,X,O,O,X,X
LIZSJTO,X,O,X,O,O,O,X,X
LIZSJOT,X,O,X,O,O,O,X,X
LIZSOTJ,X,O,X,X,O,O,X,X
LIZSOJT,X,O,X,O,O,O,X,X
LIZOTJS,X,O,X,X,X,O,X,X
LIZOTSJ,X,O,X,X,X,O,X,X
LIZOJTS,X,X,X,O,X,O,X,X
LIZOJST,X,O,X,O,X,O,X,X
LIZOSTJ,X,O,X,X,O,O,X,X
LIZOSJT,X,O,X,O,O,O,X,X
LIOTJSZ,O,O,X,O,X,X,X,X
LIOTJZS,X,O,X,O,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X
LIOTZJS,X,O,X,X,X,O,X,X
LIOTZSJ,X,O,X,X,X,O,X,X
LIOJTSZ,X,O,X,O,X,X,X,X
LIOJTZS,X,O,X,O,X,X,X,X
LIOJSTZ,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,X
LIOJZTS,X,X,X,O,X,O,X,X
LIOJZST,X,O,X,O,X,O,X,X
