sequence,v115@FhB8BeB8DeB8CeH8AeH8Jem6IvhFfhB0cBxdBTfBSn?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeO/IvhF8fBfhB6hBxdBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jei6IvhFGcBxdB3fBUhBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeK/IvhFzaBfhBxdBGiB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jey/IvhFfhBxdBGiBTfB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Je2/IvhFShBxdBTiB3fBUh?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfB3hBTfBUi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfBUiBTfB3h?BlpB
JTIOZLS,O,O,O,X,X,O,X,O
JTIOZSL,O,O,O,X,X,X,X,X
JTLISZO,O,X,X,O,O,X,O,O
JTLISOZ,O,X,X,O,O,X,O,X
JTLIZSO,O,X,X,O,O,X,O,O
JTLIZOS,X,X,X,O,X,X,X,O
JTLIOSZ,O,X,X,O,O,O,O,X
JTLIOZS,O,X,X,O,X,O,X,O
JTLSIZO,O,X,X,O,O,X,O,X
JTLSIOZ,O,X,X,O,O,X,O,X
JTLSZIO,O,X,X,O,O,X,O,X
JTLSZOI,O,X,X,O,O,X,X,X
JTLSOIZ,O,X,X,O,O,O,O,X
JTLSOZI,O,X,X,O,O,O,X,X
JTLZISO,O,X,X,O,O,X,X,O
JTLZIOS,X,X,X,O,X,X,X,O
JTLZSIO,O,X,X,O,O,X,X,X
JTLZSOI,O,X,X,O,O,X,X,X
JTLZOIS,X,X,X,O,X,O,X,X
JTLZOSI,X,X,X,O,X,O,X,X
JTLOISZ,O,X,X,O,O,O,X,X
JTLOIZS,O,X,X,O,X,O,X,X
JTLOSIZ,O,X,X,O,O,O,X,X
JTLOSZI,O,X,X,O,O,O,X,X
JTLOZIS,O,X,X,O,X,O,X,X
JTLOZSI,O,X,X,O,X,O,X,X
JTSILZO,O,O,O,O,O,X,O,X
JTSILOZ,O,X,O,O,O,X,O,X
JTSIZLO,O,O,O,O,O,X,O,X
JTSIZOL,O,O,O,X,X,X,X,X
JTSIOLZ,O,X,O,O,O,O,O,X
JTSIOZL,O,X,O,X,X,X,X,X
JTSLIZO,O,O,O,O,O,X,O,X
JTSLIOZ,O,X,O,O,O,X,O,X
JTSLZIO,O,O,O,O,O,X,O,X
JTSLZOI,O,O,O,O,O,X,X,X
JTSLOIZ,O,O,O,O,O,O,O,X
JTSLOZI,O,O,O,O,O,O,X,X
JTSZILO,O,O,O,O,O,X,O,X
JTSZIOL,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,O,O,X,O,X
JTSZLOI,O,O,O,O,O,X,X,X
JTSZOIL,O,O,O,X,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X,X
JTSOILZ,O,O,O,O,O,O,O,X
JTSOIZL,O,O,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,X,X
JTSOZIL,O,O,O,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,X
JTZILSO,O,O,O,O,O,X,X,O
JTZILOS,X,O,X,O,X,X,X,O
JTZISLO,O,O,O,O,O,X,X,O
JTZISOL,O,O,O,X,X,X,X,X
JTZIOLS,X,O,O,X,X,O,X,O
JTZIOSL,X,O,O,X,X,X,X,X
JTZLISO,O,O,O,O,O,X,X,O
JTZLIOS,X,O,X,O,X,X,X,O
JTZLSIO,O,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,O,X,X,X
JTZLOIS,X,O,O,O,X,O,X,X
JTZLOSI,X,O,O,O,X,O,X,X
JTZSILO,O,O,O,O,O,X,X,X
JTZSIOL,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,O,X,X,X
JTZSLOI,O,O,O,O,O,X,X,X
JTZSOIL,O,O,O,X,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X,X
JTZOILS,X,O,O,X,X,O,X,X
JTZOISL,X,O,O,X,X,X,X,X
JTZOLIS,X,O,O,X,X,O,X,X
JTZOLSI,X,O,O,X,X,O,X,X
JTZOSIL,X,O,O,X,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X,X
JTOILSZ,O,X,X,O,O,O,X,X
JTOILZS,O,X,X,O,X,O,X,X
JTOISLZ,O,O,O,O,O,O,X,X
JTOISZL,O,O,O,X,X,X,X,X
JTOIZLS,O,O,O,X,X,O,X,X
JTOIZSL,O,O,O,X,X,X,X,X
JTOLISZ,O,X,X,O,O,O,X,X
JTOLIZS,O,X,X,O,X,O,X,X
JTOLSIZ,O,X,X,O,O,O,X,X
JTOLSZI,O,X,X,O,O,O,X,X
JTOLZIS,O,X,X,O,X,O,X,X
JTOLZSI,O,X,X,O,X,O,X,X
JTOSILZ,O,O,O,O,O,O,X,X
JTOSIZL,O,O,O,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,O,X,X
JTOSLZI,O,O,O,O,O,O,X,X
JTOSZIL,O,O,O,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,X
JTOZILS,O,O,O,X,X,O,X,X
JTOZISL,O,O,O,X,X,X,X,X
JTOZLIS,O,O,O,X,X,O,X,X
JTOZLSI,O,O,O,X,X,O,X,X
JTOZSIL,O,O,O,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X,X
JITLSZO,O,X,X,O,O,X,O,X
JITLSOZ,O,X,X,O,O,X,O,X
JITLZSO,O,X,X,O,O,X,X,O
JITLZOS,X,X,X,O,X,X,X,O
JITLOSZ,O,X,X,O,O,O,X,X
JITLOZS,O,X,X,O,X,O,X,X
JITSLZO,O,O,O,O,O,X,O,X
JITSLOZ,O,X,O,O,O,X,O,X
JITSZLO,O,O,O,O,O,X,X,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,X,O,O,O,O,X,X
JITSOZL,O,X,O,X,X,X,X,X
JITZLSO,O,O,O,O,O,X,X,O
JITZLOS,X,O,X,O,X,X,X,O
JITZSLO,O,O,O,O,O,X,X,X
JITZSOL,O,O,O,X,X,X,X,X
JITZOLS,X,O,X,X,X,O,X,X
JITZOSL,X,O,O,X,X,X,X,X
JITOLSZ,O,X,X,O,O,O,X,X
JITOLZS,O,X,X,O,X,O,X,X
JITOSLZ,O,O,O,O,O,O,X,X
JITOSZL,O,O,O,X,X,X,X,X
JITOZLS,O,O,O,X,X,O,X,X
JITOZSL,O,O,O,X,X,X,X,X
JILTSZO,O,X,X,O,O,X,O,X
JILTSOZ,O,X,X,O,O,X,O,X
JILTZSO,O,X,X,O,O,X,X,O
JILTZOS,X,X,X,O,X,X,X,O
JILTOSZ,O,X,X,O,O,X,X,X
JILTOZS,O,X,X,O,X,X,X,X
JILSTZO,O,X,X,O,O,X,O,X
JILSTOZ,O,X,X,O,O,X,O,X
JILSZTO,O,X,X,X,O,X,O,O
JILSZOT,O,X,X,X,O,X,O,O
JILSOTZ,X,X,X,X,O,X,O,X
JILSOZT,O,X,X,X,O,X,O,X
JILZTSO,X,X,X,X,X,X,X,O
JILZTOS,X,X,X,X,X,X,X,O
JILZSTO,O,X,X,X,O,X,O,O
JILZSOT,O,X,X,X,O,X,O,O
JILZOTS,X,X,X,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,O
JILOTSZ,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,O,O,O,X
JILOSZT,O,X,X,X,O,O,O,X
JILOZTS,X,X,X,X,X,O,X,O
JILOZST,X,X,X,X,X,O,X,O
JISTLZO,O,O,X,O,O,X,O,X
JISTLOZ,O,X,X,O,O,X,O,X
JISTZLO,O,O,X,O,O,X,X,X
JISTZOL,O,O,X,X,X,X,X,X
JISTOLZ,O,X,X,O,O,X,X,X
JISTOZL,O,X,X,X,X,X,X,X
JISLTZO,O,O,X,O,O,X,O,X
JISLTOZ,O,X,X,O,O,X,O,X
JISLZTO,O,O,O,X,O,X,O,O
JISLZOT,O,O,O,X,O,X,O,O
JISLOTZ,X,X,X,X,O,X,O,X
JISLOZT,O,X,O,X,O,X,O,X
JISZTLO,O,O,O,O,O,X,X,X
JISZTOL,O,X,X,X,X,X,X,X
JISZLTO,O,O,O,X,O,X,O,O
JISZLOT,O,O,O,X,O,X,O,O
JISZOTL,O,X,X,X,X,X,X,X
JISZOLT,O,O,O,X,X,X,X,X
JISOTLZ,X,X,X,O,O,X,X,X
JISOTZL,X,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,O,O,O,X
JISOLZT,O,X,O,X,O,O,O,X
JISOZTL,O,X,O,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X
JIZTLSO,X,X,O,O,O,X,X,O
JIZTLOS,X,X,X,O,X,X,X,O
JIZTSLO,X,O,O,O,O,X,X,X
JIZTSOL,X,X,O,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X,X
JIZLTSO,X,X,O,X,X,X,X,O
JIZLTOS,X,X,X,X,X,X,X,O
JIZLSTO,O,O,O,X,O,X,O,O
JIZLSOT,O,O,O,X,O,X,O,O
JIZLOTS,X,X,X,X,X,X,X,O
JIZLOST,X,O,X,X,X,X,X,O
JIZSTLO,O,O,O,O,O,X,X,X
JIZSTOL,O,X,O,X,X,X,X,X
JIZSLTO,O,O,O,X,O,X,O,O
JIZSLOT,O,O,O,X,O,X,O,O
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X,X
JIZOTSL,X,O,O,X,X,X,X,X
JIZOLTS,X,X,X,X,X,O,X,O
JIZOLST,X,O,X,X,X,O,X,O
JIZOSTL,X,O,X,X,X,X,X,X
JIZOSLT,X,O,O,X,X,X,X,X
JIOTLSZ,X,X,X,O,O,O,X,X
JIOTLZS,X,X,X,O,X,O,X,X
JIOTSLZ,X,O,O,O,O,O,X,X
JIOTSZL,X,O,O,X,X,X,X,X
JIOTZLS,X,O,O,X,X,O,X,X
JIOTZSL,X,O,O,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,O,X,X
JIOLTZS,X,X,X,X,X,O,X,X
JIOLSTZ,X,X,X,X,O,O,O,X
JIOLSZT,O,X,X,X,O,O,O,X
JIOLZTS,X,X,X,X,X,O,X,O
JIOLZST,X,X,X,X,X,O,X,O
JIOSTLZ,X,O,X,O,O,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,O,O,O,X
JIOSLZT,O,O,O,X,O,O,O,X
JIOSZTL,O,O,O,X,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,X,X
JIOZLTS,X,X,O,X,X,O,X,O
JIOZLST,X,O,O,X,X,O,X,O
JIOZSTL,X,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X
JLTISZO,O,X,X,O,O,X,O,O
JLTISOZ,O,X,X,O,O,X,O,X
JLTIZSO,O,X,X,O,O,X,O,O
JLTIZOS,X,X,X,O,X,X,X,O
JLTIOSZ,O,X,X,O,O,O,O,X
JLTIOZS,O,X,X,O,X,O,X,O
JLTSIZO,O,X,X,O,O,X,O,X
JLTSIOZ,O,X,X,O,O,X,O,X
JLTSZIO,O,X,X,O,O,X,O,X
JLTSZOI,O,X,X,O,O,X,X,X
JLTSOIZ,O,X,X,O,O,O,O,X
JLTSOZI,O,X,X,O,O,O,X,X
JLTZISO,O,X,X,O,O,X,X,O
JLTZIOS,X,X,X,O,X,X,X,O
JLTZSIO,O,X,X,O,O,X,X,X
JLTZSOI,O,X,X,O,O,X,X,X
JLTZOIS,X,X,X,O,X,O,X,X
JLTZOSI,X,X,X,O,X,O,X,X
JLTOISZ,O,X,X,O,O,O,X,X
JLTOIZS,O,X,X,O,X,O,X,X
JLTOSIZ,O,X,X,O,O,O,X,X
JLTOSZI,O,X,X,O,O,O,X,X
JLTOZIS,O,X,X,O,X,O,X,X
JLTOZSI,O,X,X,O,X,O,X,X
JLITSZO,O,X,X,O,O,X,O,X
JLITSOZ,O,X,X,O,O,X,O,X
JLITZSO,O,X,X,O,O,X,X,O
JLITZOS,X,X,X,O,X,X,X,O
JLITOSZ,O,X,X,O,O,X,X,X
JLITOZS,O,X,X,O,X,X,X,X
JLISTZO,O,X,X,O,O,X,O,X
JLISTOZ,O,X,X,O,O,X,O,X
JLISZTO,O,X,X,X,O,X,O,O
JLISZOT,O,X,X,X,O,X,O,O
JLISOTZ,X,X,X,X,O,X,O,X
JLISOZT,O,X,X,X,O,X,O,X
JLIZTSO,X,X,X,X,X,X,X,O
JLIZTOS,X,X,X,X,X,X,X,O
JLIZSTO,O,X,X,X,O,X,O,O
JLIZSOT,O,X,X,X,O,X,O,O
JLIZOTS,X,X,X,X,X,X,X,O
JLIZOST,X,X,X,X,X,X,X,O
JLIOTSZ,X,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,O,O,O,X
JLIOSZT,O,X,X,X,O,O,O,X
JLIOZTS,X,X,X,X,X,O,X,O
JLIOZST,X,X,X,X,X,O,X,O
JLSTIZO,O,X,X,O,O,X,O,X
JLSTIOZ,O,X,X,O,O,X,O,X
JLSTZIO,O,X,X,O,O,X,O,X
JLSTZOI,O,X,X,O,O,X,X,X
JLSTOIZ,O,X,X,O,O,X,O,X
JLSTOZI,O,X,X,O,O,X,X,X
JLSITZO,O,X,X,O,O,X,O,X
JLSITOZ,O,X,X,O,O,X,O,X
JLSIZTO,O,X,X,X,O,X,O,X
JLSIZOT,O,X,X,X,O,X,O,X
JLSIOTZ,X,X,X,X,O,X,O,X
JLSIOZT,O,X,X,X,O,X,O,X
JLSZTIO,O,X,X,X,O,X,O,X
JLSZTOI,O,X,X,X,O,X,X,X
JLSZITO,O,X,X,X,O,X,O,X
JLSZIOT,O,X,X,X,O,X,O,X
JLSZOTI,X,X,X,X,O,X,X,X
JLSZOIT,O,X,X,X,O,X,X,X
JLSOTIZ,X,X,X,X,O,O,O,X
JLSOTZI,X,X,X,X,O,O,X,X
JLSOITZ,X,X,X,X,O,O,O,X
JLSOIZT,O,X,X,X,O,O,O,X
JLSOZTI,X,X,X,X,O,O,X,X
JLSOZIT,O,X,X,X,O,O,X,X
JLZTISO,X,X,X,X,X,X,X,O
JLZTIOS,X,X,X,X,X,X,X,O
JLZTSIO,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,X,O
JLZITOS,X,X,X,X,X,X,X,O
JLZISTO,O,X,X,X,O,X,X,O
JLZISOT,O,X,X,X,O,X,X,O
JLZIOTS,X,X,X,X,X,X,X,O
JLZIOST,X,X,X,X,X,X,X,O
JLZSTIO,O,X,X,X,O,X,X,X
JLZSTOI,X,X,X,X,O,X,X,X
JLZSITO,O,X,X,X,O,X,X,X
JLZSIOT,O,X,X,X,O,X,X,X
JLZSOTI,X,X,X,X,O,X,X,X
JLZSOIT,O,X,X,X,O,X,X,X
JLZOTIS,X,X,X,X,X,O,X,X
JLZOTSI,X,X,X,X,X,O,X,X
JLZOITS,X,X,X,X,X,O,X,X
JLZOIST,X,X,X,X,X,O,X,X
JLZOSTI,X,X,X,X,X,O,X,X
JLZOSIT,X,X,X,X,X,O,X,X
JLOTISZ,X,X,X,X,X,O,X,X
JLOTIZS,X,X,X,X,X,O,X,X
JLOTSIZ,X,X,X,X,X,O,X,X
JLOTSZI,X,X,X,X,X,O,X,X
JLOTZIS,X,X,X,X,X,O,X,X
JLOTZSI,X,X,X,X,X,O,X,X
JLOITSZ,X,X,X,X,X,O,X,X
JLOITZS,X,X,X,X,X,O,X,X
JLOISTZ,X,X,X,X,O,O,X,X
JLOISZT,O,X,X,X,O,O,X,X
JLOIZTS,X,X,X,X,X,O,X,X
JLOIZST,X,X,X,X,X,O,X,X
JLOSTIZ,X,X,X,X,O,O,X,X
JLOSTZI,X,X,X,X,O,O,X,X
JLOSITZ,X,X,X,X,O,O,X,X
JLOSIZT,O,X,X,X,O,O,X,X
JLOSZTI,X,X,X,X,O,O,X,X
JLOSZIT,O,X,X,X,O,O,X,X
JLOZTIS,X,X,X,X,X,O,X,X
JLOZTSI,X,X,X,X,X,O,X,X
JLOZITS,X,X,X,X,X,O,X,X
JLOZIST,X,X,X,X,X,O,X,X
JLOZSTI,X,X,X,X,X,O,X,X
JLOZSIT,X,X,X,X,X,O,X,X
JSTILZO,O,O,X,O,O,X,O,X
JSTILOZ,O,X,X,O,O,X,O,X
JSTIZLO,O,O,X,O,O,X,O,X
JSTIZOL,O,O,X,X,X,X,X,X
JSTIOLZ,O,X,X,O,O,X,O,X
JSTIOZL,O,X,X,X,X,X,X,X
JSTLIZO,O,O,X,O,O,X,O,X
JSTLIOZ,O,X,X,O,O,X,O,X
JSTLZIO,O,O,X,O,O,X,O,X
JSTLZOI,O,O,X,O,O,X,X,X
JSTLOIZ,O,O,X,O,O,X,O,X
JSTLOZI,O,O,X,O,O,X,X,X
JSTZILO,O,O,X,O,O,X,O,X
JSTZIOL,O,O,X,X,X,X,X,X
JSTZLIO,O,O,X,O,O,X,O,X
JSTZLOI,O,O,X,O,O,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X
JSTOILZ,O,O,X,O,O,X,O,X
JSTOIZL,O,O,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,O,X,O,X
JSTOLZI,O,O,X,O,O,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X
JSITLZO,O,O,X,O,O,X,O,X
JSITLOZ,O,X,X,O,O,X,O,X
JSITZLO,O,O,X,O,O,X,O,X
JSITZOL,O,O,X,X,X,X,X,X
JSITOLZ,O,X,X,O,O,X,O,X
JSITOZL,O,X,X,X,X,X,X,X
JSILTZO,O,O,X,O,O,X,O,X
JSILTOZ,O,X,X,O,O,X,O,X
JSILZTO,O,O,O,X,O,X,O,X
JSILZOT,O,O,O,X,O,X,O,X
JSILOTZ,X,X,X,X,O,X,O,X
JSILOZT,O,X,O,X,O,X,O,X
JSIZTLO,O,O,O,O,O,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X
JSIZLTO,O,O,O,X,O,X,O,X
JSIZLOT,O,O,O,X,O,X,O,X
JSIZOTL,O,X,X,X,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X,X
JSIOTLZ,X,X,X,O,O,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,O,O,O,X
JSIOLZT,O,X,O,X,O,O,O,X
JSIOZTL,O,X,O,X,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X
JSLTIZO,O,O,X,O,O,X,O,X
JSLTIOZ,O,X,X,O,O,X,O,X
JSLTZIO,O,O,X,O,O,X,O,X
JSLTZOI,O,O,X,O,O,X,X,X
JSLTOIZ,O,O,X,O,O,X,O,X
JSLTOZI,O,O,X,O,O,X,X,X
JSLITZO,O,O,X,O,O,X,O,X
JSLITOZ,O,X,X,O,O,X,O,X
JSLIZTO,O,O,O,X,O,X,O,X
JSLIZOT,O,O,O,X,O,X,O,X
JSLIOTZ,X,X,X,X,O,X,O,X
JSLIOZT,O,X,O,X,O,X,O,X
JSLZTIO,O,O,O,X,O,X,O,X
JSLZTOI,O,O,O,X,O,X,X,X
JSLZITO,O,O,O,X,O,X,O,X
JSLZIOT,O,O,O,X,O,X,O,X
JSLZOTI,X,O,O,X,O,X,X,X
JSLZOIT,O,O,O,X,O,X,X,X
JSLOTIZ,X,O,X,X,O,O,O,X
JSLOTZI,X,O,X,X,O,O,X,X
JSLOITZ,X,O,X,X,O,O,O,X
JSLOIZT,O,O,O,X,O,O,O,X
JSLOZTI,X,O,O,X,O,O,X,X
JSLOZIT,O,O,O,X,O,O,X,X
JSZTILO,O,O,O,O,O,X,O,X
JSZTIOL,O,X,X,X,X,X,X,X
JSZTLIO,O,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,O,X,X,X
JSZTOIL,O,O,O,X,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X
JSZITLO,O,O,O,O,O,X,X,X
JSZITOL,O,X,X,X,X,X,X,X
JSZILTO,O,O,O,X,O,X,O,X
JSZILOT,O,O,O,X,O,X,O,X
JSZIOTL,O,O,O,X,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,O,X
JSZLTOI,O,O,O,X,O,X,X,X
JSZLITO,O,O,O,X,O,X,O,X
JSZLIOT,O,O,O,X,O,X,O,X
JSZLOTI,X,O,O,X,O,X,X,X
JSZLOIT,O,O,O,X,O,X,X,X
JSZOTIL,X,O,O,X,X,X,X,X
JSZOTLI,X,O,O,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,X,O,O,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X
JSOTILZ,X,O,X,O,O,X,O,X
JSOTIZL,X,O,X,X,X,X,X,X
JSOTLIZ,X,O,X,O,O,X,O,X
JSOTLZI,X,O,X,O,O,X,X,X
JSOTZIL,X,O,X,X,X,X,X,X
JSOTZLI,X,O,X,X,X,X,X,X
JSOITLZ,X,O,X,O,O,X,X,X
JSOITZL,X,O,X,X,X,X,X,X
JSOILTZ,X,O,X,X,O,O,O,X
JSOILZT,O,O,O,X,O,O,O,X
JSOIZTL,O,O,O,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X
JSOLTIZ,X,O,X,X,O,O,O,X
JSOLTZI,X,O,X,X,O,O,X,X
JSOLITZ,X,O,X,X,O,O,O,X
JSOLIZT,O,O,O,X,O,O,O,X
JSOLZTI,X,O,O,X,O,O,X,X
JSOLZIT,O,O,O,X,O,O,X,X
JSOZTIL,X,O,O,X,X,X,X,X
JSOZTLI,X,O,O,X,X,X,X,X
JSOZITL,O,O,O,X,X,X,X,X
JSOZILT,O,O,O,X,X,X,X,X
JSOZLTI,X,O,O,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X
JZTILSO,X,X,O,O,O,X,X,O
JZTILOS,X,X,X,O,X,X,X,O
JZTISLO,X,O,O,O,O,X,X,O
JZTISOL,X,X,O,X,X,X,X,X
JZTIOLS,X,X,O,X,X,X,X,O
JZTIOSL,X,O,O,X,X,X,X,X
JZTLISO,X,X,O,O,O,X,X,O
JZTLIOS,X,X,X,O,X,X,X,O
JZTLSIO,X,X,O,O,O,X,X,X
JZTLSOI,X,X,O,O,O,X,X,X
JZTLOIS,X,X,O,O,X,X,X,X
JZTLOSI,X,X,O,O,X,X,X,X
JZTSILO,X,O,O,O,O,X,X,X
JZTSIOL,X,X,O,X,X,X,X,X
JZTSLIO,X,O,O,O,O,X,X,X
JZTSLOI,X,O,O,O,O,X,X,X
JZTSOIL,X,O,O,X,X,X,X,X
JZTSOLI,X,O,O,X,X,X,X,X
JZTOILS,X,X,O,X,X,X,X,X
JZTOISL,X,O,O,X,X,X,X,X
JZTOLIS,X,X,O,X,X,X,X,X
JZTOLSI,X,X,O,X,X,X,X,X
JZTOSIL,X,O,O,X,X,X,X,X
JZTOSLI,X,O,O,X,X,X,X,X
JZITLSO,X,X,O,O,O,X,X,O
JZITLOS,X,X,X,O,X,X,X,O
JZITSLO,X,O,O,O,O,X,X,X
JZITSOL,X,X,O,X,X,X,X,X
JZITOLS,X,X,O,X,X,X,X,X
JZITOSL,X,O,O,X,X,X,X,X
JZILTSO,X,X,O,X,X,X,X,O
JZILTOS,X,X,X,X,X,X,X,O
JZILSTO,O,O,O,X,O,X,X,O
JZILSOT,O,O,O,X,O,X,X,O
JZILOTS,X,X,X,X,X,X,X,O
JZILOST,X,O,X,X,X,X,X,O
JZISTLO,O,O,O,O,O,X,X,X
JZISTOL,O,X,O,X,X,X,X,X
JZISLTO,O,O,O,X,O,X,X,O
JZISLOT,O,O,O,X,O,X,X,O
JZISOTL,O,O,O,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,X
JZIOTLS,X,X,O,X,X,X,X,X
JZIOTSL,X,O,O,X,X,X,X,X
JZIOLTS,X,X,O,X,X,O,X,O
JZIOLST,X,O,O,X,X,O,X,O
JZIOSTL,X,O,O,X,X,X,X,X
JZIOSLT,X,O,O,X,X,X,X,X
JZLTISO,X,X,O,X,X,X,X,O
JZLTIOS,X,X,X,X,X,X,X,O
JZLTSIO,X,X,O,X,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X,X
JZLTOIS,X,X,O,X,X,X,X,X
JZLTOSI,X,X,O,X,X,X,X,X
JZLITSO,X,X,O,X,X,X,X,O
JZLITOS,X,X,X,X,X,X,X,O
JZLISTO,O,O,O,X,O,X,X,O
JZLISOT,O,O,O,X,O,X,X,O
JZLIOTS,X,X,X,X,X,X,X,O
JZLIOST,X,O,X,X,X,X,X,O
JZLSTIO,O,O,O,X,O,X,X,X
JZLSTOI,X,O,O,X,O,X,X,X
JZLSITO,O,O,O,X,O,X,X,X
JZLSIOT,O,O,O,X,O,X,X,X
JZLSOTI,X,O,O,X,O,X,X,X
JZLSOIT,O,O,O,X,O,X,X,X
JZLOTIS,X,X,O,X,X,O,X,X
JZLOTSI,X,X,O,X,X,O,X,X
JZLOITS,X,X,O,X,X,O,X,X
JZLOIST,X,O,O,X,X,O,X,X
JZLOSTI,X,O,O,X,X,O,X,X
JZLOSIT,X,O,O,X,X,O,X,X
JZSTILO,O,O,O,O,O,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X
JZSTLIO,O,O,O,O,O,X,X,X
JZSTLOI,X,O,O,O,O,X,X,X
JZSTOIL,X,O,O,X,X,X,X,X
JZSTOLI,X,O,O,X,X,X,X,X
JZSITLO,O,O,O,O,O,X,X,X
JZSITOL,O,X,O,X,X,X,X,X
JZSILTO,O,O,O,X,O,X,X,X
JZSILOT,O,O,O,X,O,X,X,X
JZSIOTL,O,O,O,X,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,O,X,O,X,X,X
JZSLTOI,X,O,O,X,O,X,X,X
JZSLITO,O,O,O,X,O,X,X,X
JZSLIOT,O,O,O,X,O,X,X,X
JZSLOTI,X,O,O,X,O,X,X,X
JZSLOIT,O,O,O,X,O,X,X,X
JZSOTIL,X,O,O,X,X,X,X,X
JZSOTLI,X,O,O,X,X,X,X,X
JZSOITL,O,O,O,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,X,O,O,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X
JZOTILS,X,X,O,X,X,X,X,X
JZOTISL,X,O,O,X,X,X,X,X
JZOTLIS,X,X,O,X,X,X,X,X
JZOTLSI,X,X,O,X,X,X,X,X
JZOTSIL,X,O,O,X,X,X,X,X
JZOTSLI,X,O,O,X,X,X,X,X
JZOITLS,X,X,O,X,X,X,X,X
JZOITSL,X,O,O,X,X,X,X,X
JZOILTS,X,X,O,X,X,O,X,X
JZOILST,X,O,O,X,X,O,X,X
JZOISTL,X,O,O,X,X,X,X,X
JZOISLT,X,O,O,X,X,X,X,X
JZOLTIS,X,X,O,X,X,O,X,X
JZOLTSI,X,X,O,X,X,O,X,X
JZOLITS,X,X,O,X,X,O,X,X
JZOLIST,X,O,O,X,X,O,X,X
JZOLSTI,X,O,O,X,X,O,X,X
JZOLSIT,X,O,O,X,X,O,X,X
