sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
ZOSTILJ,X,O,O,O,X,X,X
ZOSTIJL,X,O,O,O,X,O,X
ZOSTLIJ,X,O,O,O,X,X,X
ZOSTLJI,X,O,O,O,X,X,X
ZOSTJIL,X,O,O,O,X,O,X
ZOSTJLI,X,O,O,O,X,O,X
ZOSITLJ,X,O,O,O,X,X,X
ZOSITJL,X,O,O,O,X,O,X
ZOSILTJ,X,O,O,X,X,X,X
ZOSILJT,X,O,O,X,X,O,X
ZOSIJTL,X,X,O,O,X,O,X
ZOSIJLT,X,X,O,X,X,O,X
ZOSLTIJ,X,O,O,X,X,X,X
ZOSLTJI,X,O,O,X,X,X,X
ZOSLITJ,X,O,O,X,X,X,X
ZOSLIJT,X,O,O,X,X,O,X
ZOSLJTI,X,O,O,X,X,O,X
ZOSLJIT,X,O,O,X,X,O,X
ZOSJTIL,X,O,O,O,X,O,X
ZOSJTLI,X,O,O,O,X,O,X
ZOSJITL,X,X,O,O,X,O,X
ZOSJILT,X,X,O,X,X,O,X
ZOSJLTI,X,O,O,X,X,O,X
ZOSJLIT,X,O,O,X,X,O,X
OTILJSZ,O,O,X,O,X,O,O
OTILJZS,O,X,X,O,X,O,X
OTILSJZ,O,O,X,O,X,X,O
OTILSZJ,O,O,X,O,X,X,O
OTILZJS,O,X,X,O,X,O,X
OTILZSJ,O,O,X,O,X,X,X
OTIJLSZ,O,X,X,O,X,O,O
OTIJLZS,O,X,X,O,X,O,X
OTIJSLZ,X,X,O,O,X,O,O
OTIJSZL,X,X,O,O,X,O,O
OTIJZLS,X,X,O,O,X,O,X
OTIJZSL,X,X,O,O,X,O,O
OTISLJZ,X,O,O,O,X,O,O
OTISLZJ,X,O,X,O,X,X,O
OTISJLZ,X,O,O,O,X,O,O
OTISJZL,X,X,O,O,X,O,O
OTISZLJ,X,X,X,O,X,X,O
OTISZJL,X,X,X,O,X,O,O
OTIZLJS,X,X,X,O,X,O,X
OTIZLSJ,X,X,X,O,X,X,X
OTIZJLS,X,X,X,O,X,O,X
OTIZJSL,X,X,X,O,X,O,O
OTIZSLJ,X,X,X,O,X,X,O
OTIZSJL,X,X,X,O,X,O,O
OTLIJSZ,O,O,X,O,O,O,O
OTLIJZS,O,X,X,O,X,O,X
OTLISJZ,O,O,X,O,O,X,O
OTLISZJ,O,O,X,O,O,X,O
OTLIZJS,O,X,X,O,X,O,X
OTLIZSJ,O,O,X,O,X,X,X
OTLJISZ,O,O,X,O,O,O,O
OTLJIZS,O,X,X,O,X,O,X
OTLJSIZ,O,O,X,O,O,O,O
OTLJSZI,O,O,X,O,O,O,O
OTLJZIS,O,X,X,O,X,O,X
OTLJZSI,O,X,X,O,O,O,X
OTLSIJZ,O,O,X,O,O,X,O
OTLSIZJ,O,O,X,O,O,X,O
OTLSJIZ,O,O,X,O,O,X,O
OTLSJZI,O,O,X,O,O,X,O
OTLSZIJ,O,O,X,O,O,X,O
OTLSZJI,O,O,X,O,O,X,O
OTLZIJS,O,X,X,O,X,O,X
OTLZISJ,O,O,X,O,X,X,X
OTLZJIS,O,X,X,O,X,O,X
OTLZJSI,O,X,X,O,O,O,X
OTLZSIJ,O,O,X,O,O,X,X
OTLZSJI,O,O,X,O,O,X,X
OTJILSZ,O,X,X,O,X,O,O
OTJILZS,O,X,X,O,X,O,X
OTJISLZ,X,X,O,O,O,O,O
OTJISZL,X,X,O,O,X,O,O
OTJIZLS,X,X,O,O,X,O,X
OTJIZSL,X,X,O,O,X,O,O
OTJLISZ,O,X,X,O,O,O,O
OTJLIZS,O,X,X,O,X,O,X
OTJLSIZ,O,X,X,O,O,O,O
OTJLSZI,O,X,X,O,O,O,O
OTJLZIS,O,X,X,O,X,O,X
OTJLZSI,O,X,X,O,O,O,X
OTJSILZ,X,X,O,O,O,O,O
OTJSIZL,X,X,O,O,X,O,O
OTJSLIZ,X,X,O,O,O,O,O
OTJSLZI,X,X,O,O,O,O,O
OTJSZIL,X,X,O,O,X,O,O
OTJSZLI,X,X,O,O,X,O,O
OTJZILS,X,X,O,O,X,O,X
OTJZISL,X,X,O,O,X,O,O
OTJZLIS,X,X,O,O,X,O,X
OTJZLSI,X,X,O,O,X,O,X
OTJZSIL,X,X,O,O,X,O,O
OTJZSLI,X,X,O,O,X,O,O
OTSILJZ,X,O,O,O,O,O,O
OTSILZJ,X,O,X,O,O,X,O
OTSIJLZ,X,O,O,O,X,O,O
OTSIJZL,X,X,O,O,X,O,O
OTSIZLJ,X,X,X,O,X,X,O
OTSIZJL,X,X,X,O,X,O,O
OTSLIJZ,X,O,O,O,O,O,O
OTSLIZJ,X,O,X,O,O,X,O
OTSLJIZ,X,O,O,O,O,O,O
OTSLJZI,X,O,O,O,O,O,O
OTSLZIJ,X,O,X,O,O,X,O
OTSLZJI,X,O,X,O,O,X,O
OTSJILZ,X,O,O,O,O,O,O
OTSJIZL,X,X,O,O,X,O,O
OTSJLIZ,X,O,O,O,O,O,O
OTSJLZI,X,O,O,O,O,O,O
OTSJZIL,X,X,O,O,X,O,O
OTSJZLI,X,O,O,O,X,O,O
OTSZILJ,X,X,X,O,X,X,O
OTSZIJL,X,X,X,O,X,O,O
OTSZLIJ,X,O,X,O,X,X,O
OTSZLJI,X,O,X,O,X,X,O
OTSZJIL,X,X,X,O,X,O,O
OTSZJLI,X,O,X,O,X,O,O
OTZILJS,X,X,X,O,X,O,X
OTZILSJ,X,X,X,O,X,X,X
OTZIJLS,X,X,X,O,X,O,X
OTZIJSL,X,X,X,O,X,O,O
OTZISLJ,X,X,X,O,X,X,O
OTZISJL,X,X,X,O,X,O,O
OTZLIJS,X,X,X,O,X,O,X
OTZLISJ,X,X,X,O,X,X,X
OTZLJIS,X,X,X,O,X,O,X
OTZLJSI,X,X,X,O,X,O,X
OTZLSIJ,X,X,X,O,X,X,X
OTZLSJI,X,X,X,O,X,X,X
OTZJILS,X,X,X,O,X,O,X
OTZJISL,X,X,X,O,X,O,O
OTZJLIS,X,X,X,O,X,O,X
OTZJLSI,X,X,X,O,X,O,X
OTZJSIL,X,X,X,O,X,O,O
OTZJSLI,X,X,X,O,X,O,O
OTZSILJ,X,X,X,O,X,X,O
OTZSIJL,X,X,X,O,X,O,O
OTZSLIJ,X,X,X,O,X,X,O
OTZSLJI,X,X,X,O,X,X,O
OTZSJIL,X,X,X,O,X,O,O
OTZSJLI,X,X,X,O,X,O,O
OITLJSZ,O,O,X,O,X,O,O
OITLJZS,O,X,X,O,X,O,X
OITLSJZ,O,O,X,O,X,X,O
OITLSZJ,O,O,X,O,X,X,O
OITLZJS,O,X,X,O,X,O,X
OITLZSJ,O,O,X,O,X,X,X
OITJLSZ,O,X,X,O,X,O,O
OITJLZS,O,X,X,O,X,O,X
OITJSLZ,X,X,O,O,X,O,O
OITJSZL,X,X,O,O,X,O,O
OITJZLS,X,X,O,O,X,O,X
OITJZSL,X,X,O,O,X,O,O
OITSLJZ,X,O,O,O,X,O,O
OITSLZJ,X,O,X,O,X,X,O
OITSJLZ,X,O,O,O,X,O,O
OITSJZL,X,X,O,O,X,O,O
OITSZLJ,X,X,X,O,X,X,O
OITSZJL,X,X,X,O,X,O,O
OITZLJS,X,X,X,O,X,O,X
OITZLSJ,X,X,X,O,X,X,X
OITZJLS,X,X,X,O,X,O,X
OITZJSL,X,X,X,O,X,O,O
OITZSLJ,X,X,X,O,X,X,O
OITZSJL,X,X,X,O,X,O,O
OILTJSZ,O,O,X,O,X,O,X
OILTJZS,O,X,X,O,X,O,X
OILTSJZ,O,O,X,O,X,X,X
OILTSZJ,O,O,X,O,X,X,X
OILTZJS,O,O,X,O,X,O,X
OILTZSJ,O,O,X,O,X,X,X
OILJTSZ,O,O,X,O,X,O,X
OILJTZS,O,X,X,O,X,O,X
OILJSTZ,O,O,X,O,X,O,X
OILJSZT,O,O,X,O,X,O,X
OILJZTS,O,O,X,O,X,X,X
OILJZST,O,X,X,O,X,X,X
OILSTJZ,O,O,X,O,X,O,X
OILSTZJ,O,O,X,O,X,X,X
OILSJTZ,O,O,X,O,X,O,X
OILSJZT,O,O,X,O,X,O,X
OILSZTJ,O,O,X,O,X,X,X
OILSZJT,O,O,X,O,X,O,X
OILZTJS,O,O,X,O,X,O,X
OILZTSJ,O,O,X,O,X,X,X
OILZJTS,O,O,X,O,X,X,X
OILZJST,O,X,X,O,X,X,X
OILZSTJ,O,O,X,O,X,X,X
OILZSJT,O,O,X,O,X,X,X
OIJTLSZ,O,X,X,O,X,O,O
OIJTLZS,O,X,X,O,X,O,X
OIJTSLZ,X,X,O,O,X,O,O
OIJTSZL,X,X,O,O,X,O,O
OIJTZLS,X,X,O,O,X,O,X
OIJTZSL,X,X,O,O,X,O,O
OIJLTSZ,O,X,X,O,X,O,X
OIJLTZS,O,X,X,O,X,O,X
OIJLSTZ,O,X,X,O,X,O,X
OIJLSZT,O,X,X,O,X,O,X
OIJLZTS,O,X,X,O,X,X,X
OIJLZST,O,X,X,O,X,X,X
OIJSTLZ,X,X,O,O,X,O,O
OIJSTZL,X,X,O,O,X,O,O
OIJSLTZ,X,X,O,O,X,O,O
OIJSLZT,X,X,O,O,X,O,X
OIJSZTL,X,X,O,O,X,O,X
OIJSZLT,X,X,O,X,X,O,X
OIJZTLS,O,X,O,O,X,O,X
OIJZTSL,O,X,O,O,X,O,X
OIJZLTS,O,X,X,O,X,X,X
OIJZLST,O,X,X,O,X,X,X
OIJZSTL,X,X,O,O,X,O,X
OIJZSLT,X,X,O,X,X,O,X
OISTLJZ,X,O,O,O,X,O,O
OISTLZJ,X,O,X,O,X,X,O
OISTJLZ,X,O,O,O,X,O,O
OISTJZL,X,X,O,O,X,O,O
OISTZLJ,X,X,X,O,X,X,O
OISTZJL,X,X,X,O,X,O,O
OISLTJZ,X,O,O,O,X,O,O
OISLTZJ,X,O,X,O,X,X,O
OISLJTZ,X,O,O,O,X,O,O
OISLJZT,X,O,O,O,X,O,X
OISLZTJ,X,O,O,O,X,X,X
OISLZJT,X,O,O,O,X,O,X
OISJTLZ,X,X,O,O,X,O,O
OISJTZL,X,X,O,O,X,O,O
OISJLTZ,X,X,O,O,X,O,O
OISJLZT,X,X,O,O,X,O,X
OISJZTL,X,X,O,O,X,O,X
OISJZLT,X,X,O,X,X,O,X
OISZTLJ,X,O,O,O,X,X,X
OISZTJL,X,O,O,O,X,O,X
OISZLTJ,X,O,O,X,X,X,X
OISZLJT,X,O,O,X,X,O,X
OISZJTL,X,X,O,O,X,O,X
OISZJLT,X,X,O,X,X,O,X
OIZTLJS,O,O,O,O,X,O,X
OIZTLSJ,O,O,X,O,X,X,X
OIZTJLS,O,O,O,O,X,O,X
OIZTJSL,O,O,O,O,X,O,X
OIZTSLJ,O,O,O,O,X,X,X
OIZTSJL,O,O,O,O,X,O,X
OIZLTJS,O,O,X,O,X,O,X
OIZLTSJ,O,O,X,O,X,X,X
OIZLJTS,O,O,X,O,X,X,X
OIZLJST,O,X,X,O,X,X,X
OIZLSTJ,O,O,X,O,X,X,X
OIZLSJT,O,O,X,O,X,X,X
OIZJTLS,O,X,O,O,X,O,X
OIZJTSL,O,X,O,O,X,O,X
OIZJLTS,O,X,X,O,X,X,X
OIZJLST,O,X,X,O,X,X,X
OIZJSTL,X,X,O,O,X,O,X
OIZJSLT,X,X,O,X,X,O,X
OIZSTLJ,X,O,O,O,X,X,X
OIZSTJL,X,O,O,O,X,O,X
OIZSLTJ,X,O,O,X,X,X,X
OIZSLJT,X,O,O,X,X,O,X
OIZSJTL,X,X,O,O,X,O,X
OIZSJLT,X,X,O,X,X,O,X
OLTIJSZ,O,O,X,O,O,O,X
OLTIJZS,O,X,X,O,X,O,X
OLTISJZ,O,O,X,O,O,X,X
OLTISZJ,O,O,X,O,O,X,X
OLTIZJS,O,O,X,O,X,O,X
OLTIZSJ,O,O,X,O,X,X,X
OLTJISZ,O,O,X,O,O,O,X
OLTJIZS,O,X,X,O,X,O,X
OLTJSIZ,O,O,X,O,O,O,X
OLTJSZI,O,O,X,O,O,O,X
OLTJZIS,O,X,X,O,X,O,X
OLTJZSI,O,X,X,O,O,O,X
OLTSIJZ,O,O,X,O,O,X,X
OLTSIZJ,O,O,X,O,O,X,X
OLTSJIZ,O,O,X,O,O,X,X
OLTSJZI,O,O,X,O,O,X,X
OLTSZIJ,O,O,X,O,O,X,X
OLTSZJI,O,O,X,O,O,X,X
OLTZIJS,O,O,X,O,X,O,X
OLTZISJ,O,O,X,O,X,X,X
OLTZJIS,O,O,X,O,X,O,X
OLTZJSI,O,O,X,O,O,O,X
OLTZSIJ,O,O,X,O,O,X,X
OLTZSJI,O,O,X,O,O,X,X
OLITJSZ,O,O,X,O,O,O,X
OLITJZS,O,X,X,O,X,O,X
OLITSJZ,O,O,X,O,O,X,X
OLITSZJ,O,O,X,O,O,X,X
OLITZJS,O,O,X,O,X,O,X
OLITZSJ,O,O,X,O,X,X,X
OLIJTSZ,O,O,X,O,O,O,X
OLIJTZS,O,X,X,O,X,O,X
OLIJSTZ,O,O,X,O,O,O,X
OLIJSZT,O,O,X,O,X,O,X
OLIJZTS,O,O,X,O,X,X,X
OLIJZST,O,X,X,O,X,X,X
OLISTJZ,O,O,X,O,O,O,X
OLISTZJ,O,O,X,O,O,X,X
OLISJTZ,O,O,X,O,O,O,X
OLISJZT,O,O,X,O,X,O,X
OLISZTJ,O,O,X,O,X,X,X
OLISZJT,O,O,X,O,X,O,X
OLIZTJS,O,O,X,O,X,O,X
OLIZTSJ,O,O,X,O,X,X,X
OLIZJTS,O,O,X,O,X,X,X
OLIZJST,O,X,X,O,X,X,X
OLIZSTJ,O,O,X,O,X,X,X
OLIZSJT,O,O,X,O,X,X,X
OLJTISZ,O,O,X,O,O,O,X
OLJTIZS,O,X,X,O,X,O,X
OLJTSIZ,O,O,X,O,O,O,X
OLJTSZI,O,O,X,O,O,O,X
OLJTZIS,O,X,X,O,X,O,X
OLJTZSI,O,X,X,O,O,O,X
OLJITSZ,O,O,X,O,O,O,X
OLJITZS,O,X,X,O,X,O,X
OLJISTZ,O,O,X,O,O,O,X
OLJISZT,O,O,X,O,X,O,X
OLJIZTS,O,O,X,O,X,X,X
OLJIZST,O,X,X,O,X,X,X
OLJSTIZ,O,O,X,O,O,O,X
OLJSTZI,O,O,X,O,O,O,X
OLJSITZ,O,O,X,O,O,O,X
OLJSIZT,O,O,X,O,X,O,X
OLJSZTI,O,O,X,O,O,O,X
OLJSZIT,O,O,X,O,X,O,X
OLJZTIS,O,O,X,O,X,X,X
OLJZTSI,O,O,X,O,O,X,X
OLJZITS,O,O,X,O,X,X,X
OLJZIST,O,X,X,O,X,X,X
OLJZSTI,O,X,X,O,O,X,X
OLJZSIT,O,X,X,O,X,X,X
OLSTIJZ,O,O,X,O,O,O,X
OLSTIZJ,O,O,X,O,O,X,X
OLSTJIZ,O,O,X,O,O,O,X
OLSTJZI,O,O,X,O,O,O,X
OLSTZIJ,O,O,X,O,O,X,X
OLSTZJI,O,O,X,O,O,X,X
OLSITJZ,O,O,X,O,O,O,X
OLSITZJ,O,O,X,O,O,X,X
OLSIJTZ,O,O,X,O,O,O,X
OLSIJZT,O,O,X,O,X,O,X
OLSIZTJ,O,O,X,O,X,X,X
OLSIZJT,O,O,X,O,X,O,X
OLSJTIZ,O,O,X,O,O,O,X
OLSJTZI,O,O,X,O,O,O,X
OLSJITZ,O,O,X,O,O,O,X
OLSJIZT,O,O,X,O,X,O,X
OLSJZTI,O,O,X,O,O,O,X
OLSJZIT,O,O,X,O,X,O,X
OLSZTIJ,O,O,X,O,O,X,X
OLSZTJI,O,O,X,O,O,X,X
OLSZITJ,O,O,X,O,X,X,X
OLSZIJT,O,O,X,O,X,O,X
OLSZJTI,O,O,X,O,O,O,X
OLSZJIT,O,O,X,O,X,O,X
OLZTIJS,O,O,X,O,X,O,X
OLZTISJ,O,O,X,O,X,X,X
OLZTJIS,O,O,X,O,X,O,X
OLZTJSI,O,O,X,O,O,O,X
OLZTSIJ,O,O,X,O,O,X,X
OLZTSJI,O,O,X,O,O,X,X
OLZITJS,O,O,X,O,X,O,X
OLZITSJ,O,O,X,O,X,X,X
OLZIJTS,O,O,X,O,X,X,X
OLZIJST,O,X,X,O,X,X,X
OLZISTJ,O,O,X,O,X,X,X
OLZISJT,O,O,X,O,X,X,X
OLZJTIS,O,O,X,O,X,X,X
OLZJTSI,O,O,X,O,O,X,X
OLZJITS,O,O,X,O,X,X,X
OLZJIST,O,X,X,O,X,X,X
OLZJSTI,O,X,X,O,O,X,X
OLZJSIT,O,X,X,O,X,X,X
OLZSTIJ,O,O,X,O,O,X,X
OLZSTJI,O,O,X,O,O,X,X
OLZSITJ,O,O,X,O,X,X,X
OLZSIJT,O,O,X,O,X,X,X
OLZSJTI,O,O,X,O,O,X,X
OLZSJIT,O,O,X,O,X,X,X
OJTILSZ,O,X,X,O,X,O,O
OJTILZS,O,X,X,O,X,O,X
OJTISLZ,X,X,O,O,O,O,O
OJTISZL,X,X,O,O,X,O,O
OJTIZLS,X,X,O,O,X,O,X
OJTIZSL,X,X,O,O,X,O,O
OJTLISZ,O,X,X,O,O,O,O
OJTLIZS,O,X,X,O,X,O,X
OJTLSIZ,O,X,X,O,O,O,O
OJTLSZI,O,X,X,O,O,O,O
OJTLZIS,O,X,X,O,X,O,X
OJTLZSI,O,X,X,O,O,O,X
OJTSILZ,X,X,O,O,O,O,O
OJTSIZL,X,X,O,O,X,O,O
OJTSLIZ,X,X,O,O,O,O,O
OJTSLZI,X,X,O,O,O,O,O
OJTSZIL,X,X,O,O,X,O,O
OJTSZLI,X,X,O,O,X,O,O
OJTZILS,X,X,O,O,X,O,X
OJTZISL,X,X,O,O,X,O,O
OJTZLIS,X,X,O,O,X,O,X
OJTZLSI,X,X,O,O,X,O,X
OJTZSIL,X,X,O,O,X,O,O
OJTZSLI,X,X,O,O,X,O,O
OJITLSZ,O,X,X,O,X,O,O
OJITLZS,O,X,X,O,X,O,X
OJITSLZ,X,X,O,O,X,O,O
OJITSZL,X,X,O,O,X,O,O
OJITZLS,X,X,O,O,X,O,X
OJITZSL,X,X,O,O,X,O,O
OJILTSZ,O,X,X,O,X,O,X
OJILTZS,O,X,X,O,X,O,X
OJILSTZ,O,X,X,O,X,O,X
OJILSZT,O,X,X,O,X,O,X
OJILZTS,O,X,X,O,X,X,X
OJILZST,O,X,X,O,X,X,X
OJISTLZ,X,X,O,O,X,O,O
OJISTZL,X,X,O,O,X,O,O
OJISLTZ,X,X,O,O,X,O,O
OJISLZT,X,X,O,O,X,O,X
OJISZTL,X,X,O,O,X,O,X
OJISZLT,X,X,O,X,X,O,X
OJIZTLS,O,X,O,O,X,O,X
OJIZTSL,O,X,O,O,X,O,X
OJIZLTS,O,X,X,O,X,X,X
OJIZLST,O,X,X,O,X,X,X
OJIZSTL,X,X,O,O,X,O,X
OJIZSLT,X,X,O,X,X,O,X
OJLTISZ,O,X,X,O,O,O,X
OJLTIZS,O,X,X,O,X,O,X
OJLTSIZ,O,X,X,O,O,O,X
OJLTSZI,O,X,X,O,O,O,X
OJLTZIS,O,X,X,O,X,O,X
OJLTZSI,O,X,X,O,O,O,X
OJLITSZ,O,X,X,O,O,O,X
OJLITZS,O,X,X,O,X,O,X
OJLISTZ,O,X,X,O,O,O,X
OJLISZT,O,X,X,O,X,O,X
OJLIZTS,O,X,X,O,X,X,X
OJLIZST,O,X,X,O,X,X,X
OJLSTIZ,O,X,X,O,O,O,X
OJLSTZI,O,X,X,O,O,O,X
OJLSITZ,O,X,X,O,O,O,X
OJLSIZT,O,X,X,O,X,O,X
OJLSZTI,O,X,X,O,O,O,X
OJLSZIT,O,X,X,O,X,O,X
OJLZTIS,O,X,X,O,X,X,X
OJLZTSI,O,X,X,O,O,X,X
OJLZITS,O,X,X,O,X,X,X
OJLZIST,O,X,X,O,X,X,X
OJLZSTI,O,X,X,O,O,X,X
OJLZSIT,O,X,X,O,X,X,X
OJSTILZ,X,X,O,O,O,O,O
OJSTIZL,X,X,O,O,X,O,O
OJSTLIZ,X,X,O,O,O,O,O
OJSTLZI,X,X,O,O,O,O,O
OJSTZIL,X,X,O,O,X,O,O
OJSTZLI,X,X,O,O,X,O,O
OJSITLZ,X,X,O,O,X,O,O
OJSITZL,X,X,O,O,X,O,O
OJSILTZ,X,X,O,O,X,O,O
OJSILZT,X,X,O,O,X,O,X
OJSIZTL,X,X,O,O,X,O,X
OJSIZLT,X,X,O,X,X,O,X
OJSLTIZ,X,X,O,O,O,O,O
OJSLTZI,X,X,O,O,O,O,O
OJSLITZ,X,X,O,O,O,O,O
OJSLIZT,X,X,O,O,X,O,X
OJSLZTI,X,X,O,O,O,O,X
OJSLZIT,X,X,O,O,X,O,X
OJSZTIL,X,X,O,O,X,O,X
OJSZTLI,X,X,O,O,X,O,X
OJSZITL,X,X,O,O,X,O,X
OJSZILT,X,X,O,X,X,O,X
OJSZLTI,X,X,O,X,X,O,X
OJSZLIT,X,X,O,X,X,O,X
OJZTILS,O,X,O,O,X,O,X
OJZTISL,O,X,O,O,X,O,X
OJZTLIS,O,X,O,O,X,O,X
OJZTLSI,O,X,O,O,X,O,X
OJZTSIL,O,X,O,O,X,O,X
OJZTSLI,O,X,O,O,X,O,X
OJZITLS,O,X,O,O,X,O,X
OJZITSL,O,X,O,O,X,O,X
OJZILTS,O,X,X,O,X,X,X
OJZILST,O,X,X,O,X,X,X
OJZISTL,X,X,O,O,X,O,X
OJZISLT,X,X,O,X,X,O,X
OJZLTIS,O,X,X,O,X,X,X
OJZLTSI,O,X,X,O,X,X,X
OJZLITS,O,X,X,O,X,X,X
OJZLIST,O,X,X,O,X,X,X
OJZLSTI,O,X,X,O,X,X,X
OJZLSIT,O,X,X,O,X,X,X
OJZSTIL,X,X,O,O,X,O,X
OJZSTLI,X,X,O,O,X,O,X
OJZSITL,X,X,O,O,X,O,X
OJZSILT,X,X,O,X,X,O,X
OJZSLTI,X,X,O,X,X,O,X
OJZSLIT,X,X,O,X,X,O,X
OSTILJZ,X,O,O,O,O,O,O
OSTILZJ,X,O,X,O,O,X,O
OSTIJLZ,X,O,O,O,X,O,O
OSTIJZL,X,X,O,O,X,O,O
OSTIZLJ,X,X,X,O,X,X,O
OSTIZJL,X,X,X,O,X,O,O
OSTLIJZ,X,O,O,O,O,O,O
OSTLIZJ,X,O,X,O,O,X,O
OSTLJIZ,X,O,O,O,O,O,O
OSTLJZI,X,O,O,O,O,O,O
OSTLZIJ,X,O,X,O,O,X,O
OSTLZJI,X,O,X,O,O,X,O
OSTJILZ,X,O,O,O,O,O,O
OSTJIZL,X,X,O,O,X,O,O
OSTJLIZ,X,O,O,O,O,O,O
OSTJLZI,X,O,O,O,O,O,O
OSTJZIL,X,X,O,O,X,O,O
OSTJZLI,X,O,O,O,X,O,O
OSTZILJ,X,O,X,O,X,X,O
OSTZIJL,X,O,X,O,X,O,O
OSTZLIJ,X,O,X,O,X,X,O
OSTZLJI,X,O,X,O,X,X,O
OSTZJIL,X,O,X,O,X,O,O
OSTZJLI,X,O,X,O,X,O,O
OSITLJZ,X,O,O,O,X,O,O
OSITLZJ,X,O,X,O,X,X,O
OSITJLZ,X,O,O,O,X,O,O
OSITJZL,X,X,O,O,X,O,O
OSITZLJ,X,X,X,O,X,X,O
OSITZJL,X,X,X,O,X,O,O
OSILTJZ,X,O,O,O,X,O,O
OSILTZJ,X,O,X,O,X,X,O
OSILJTZ,X,O,O,O,X,O,O
OSILJZT,X,O,O,O,X,O,X
OSILZTJ,X,O,O,O,X,X,X
OSILZJT,X,O,O,O,X,O,X
OSIJTLZ,X,X,O,O,X,O,O
OSIJTZL,X,X,O,O,X,O,O
OSIJLTZ,X,X,O,O,X,O,O
OSIJLZT,X,X,O,O,X,O,X
OSIJZTL,X,X,O,O,X,O,X
OSIJZLT,X,X,O,X,X,O,X
OSIZTLJ,X,O,O,O,X,X,X
OSIZTJL,X,O,O,O,X,O,X
OSIZLTJ,X,O,O,X,X,X,X
OSIZLJT,X,O,O,X,X,O,X
OSIZJTL,X,X,O,O,X,O,X
OSIZJLT,X,X,O,X,X,O,X
OSLTIJZ,X,O,O,O,O,O,O
OSLTIZJ,X,O,X,O,O,X,O
OSLTJIZ,X,O,O,O,O,O,O
OSLTJZI,X,O,O,O,O,O,O
OSLTZIJ,X,O,X,O,O,X,O
OSLTZJI,X,O,X,O,O,X,O
OSLITJZ,X,O,O,O,O,O,O
OSLITZJ,X,O,X,O,O,X,O
OSLIJTZ,X,O,O,O,O,O,O
OSLIJZT,X,O,O,O,X,O,X
OSLIZTJ,X,O,O,O,X,X,X
OSLIZJT,X,O,O,O,X,O,X
OSLJTIZ,X,O,O,O,O,O,O
OSLJTZI,X,O,O,O,O,O,O
OSLJITZ,X,O,O,O,O,O,O
OSLJIZT,X,O,O,O,X,O,X
OSLJZTI,X,O,O,O,O,O,X
OSLJZIT,X,O,O,O,X,O,X
OSLZTIJ,X,O,O,O,O,X,X
OSLZTJI,X,O,O,O,O,X,X
OSLZITJ,X,O,O,O,X,X,X
OSLZIJT,X,O,O,O,X,O,X
OSLZJTI,X,O,O,O,O,O,X
OSLZJIT,X,O,O,O,X,O,X
OSJTILZ,X,O,O,O,O,O,O
OSJTIZL,X,X,O,O,X,O,O
OSJTLIZ,X,O,O,O,O,O,O
OSJTLZI,X,O,O,O,O,O,O
OSJTZIL,X,X,O,O,X,O,O
OSJTZLI,X,O,O,O,X,O,O
OSJITLZ,X,X,O,O,X,O,O
OSJITZL,X,X,O,O,X,O,O
OSJILTZ,X,X,O,O,X,O,O
OSJILZT,X,X,O,O,X,O,X
OSJIZTL,X,X,O,O,X,O,X
OSJIZLT,X,X,O,X,X,O,X
OSJLTIZ,X,O,O,O,O,O,O
OSJLTZI,X,O,O,O,O,O,O
OSJLITZ,X,O,O,O,O,O,O
OSJLIZT,X,O,O,O,X,O,X
OSJLZTI,X,O,O,O,O,O,X
OSJLZIT,X,O,O,O,X,O,X
OSJZTIL,X,O,O,O,X,O,X
OSJZTLI,X,O,O,O,X,O,X
OSJZITL,X,X,O,O,X,O,X
OSJZILT,X,X,O,X,X,O,X
OSJZLTI,X,O,O,X,X,O,X
OSJZLIT,X,O,O,X,X,O,X
OSZTILJ,X,O,O,O,X,X,X
OSZTIJL,X,O,O,O,X,O,X
OSZTLIJ,X,O,O,O,X,X,X
OSZTLJI,X,O,O,O,X,X,X
OSZTJIL,X,O,O,O,X,O,X
OSZTJLI,X,O,O,O,X,O,X
OSZITLJ,X,O,O,O,X,X,X
OSZITJL,X,O,O,O,X,O,X
OSZILTJ,X,O,O,X,X,X,X
OSZILJT,X,O,O,X,X,O,X
OSZIJTL,X,X,O,O,X,O,X
OSZIJLT,X,X,O,X,X,O,X
OSZLTIJ,X,O,O,X,X,X,X
OSZLTJI,X,O,O,X,X,X,X
OSZLITJ,X,O,O,X,X,X,X
OSZLIJT,X,O,O,X,X,O,X
OSZLJTI,X,O,O,X,X,O,X
OSZLJIT,X,O,O,X,X,O,X
OSZJTIL,X,O,O,O,X,O,X
OSZJTLI,X,O,O,O,X,O,X
