sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
JTZISOL,O,O,X,O,X,X,X,X
JTZIOLS,X,O,X,O,X,X,X,X
JTZIOSL,X,O,X,O,X,X,X,X
JTZLISO,O,O,X,X,X,X,X,X
JTZLIOS,O,O,X,O,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X
JTZSIOL,O,O,X,O,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X
JTZSLOI,O,O,X,X,X,X,X,X
JTZSOIL,O,O,X,O,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X
JTZOILS,X,O,X,O,X,X,X,X
JTZOISL,X,O,X,O,X,X,X,X
JTZOLIS,O,O,X,O,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X
JTZOSIL,X,O,X,O,X,X,X,X
JTZOSLI,O,O,X,O,X,X,X,X
JTOILSZ,X,O,X,O,X,X,X,X
JTOILZS,X,O,X,O,X,X,X,X
JTOISLZ,X,O,X,O,X,X,X,X
JTOISZL,X,O,X,O,X,X,X,X
JTOIZLS,X,O,X,O,X,X,X,X
JTOIZSL,X,O,X,O,X,X,X,X
JTOLISZ,O,O,X,O,X,X,X,X
JTOLIZS,O,O,X,O,X,X,X,X
JTOLSIZ,O,O,X,O,X,X,X,X
JTOLSZI,O,O,X,O,X,X,X,X
JTOLZIS,O,O,X,O,X,X,X,X
JTOLZSI,O,O,X,O,X,X,X,X
JTOSILZ,X,O,X,O,X,X,X,X
JTOSIZL,X,O,X,O,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X
JTOSZIL,X,O,X,O,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X
JTOZILS,X,O,X,O,X,X,X,X
JTOZISL,X,O,X,O,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X
JTOZSIL,X,O,X,O,X,X,X,X
JTOZSLI,O,O,X,O,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X
JITLZSO,X,O,X,X,X,X,X,X
JITLZOS,X,O,X,O,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X
JITSLZO,X,O,X,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,O
JITSZOL,X,O,X,O,X,X,X,O
JITSOLZ,X,O,X,O,X,X,X,X
JITSOZL,X,O,X,O,X,X,X,O
JITZLSO,X,O,X,X,X,X,X,X
JITZLOS,X,O,X,O,X,X,X,X
JITZSLO,X,O,X,X,X,X,X,X
JITZSOL,X,O,X,O,X,X,X,X
JITZOLS,X,O,X,O,X,X,X,X
JITZOSL,X,O,X,O,X,X,X,X
JITOLSZ,X,O,X,O,X,X,X,X
JITOLZS,X,O,X,O,X,X,X,X
JITOSLZ,X,O,X,O,X,X,X,X
JITOSZL,X,O,X,O,X,X,X,X
JITOZLS,X,O,X,O,X,X,X,X
JITOZSL,X,O,X,O,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X
JILTZSO,X,O,X,X,X,X,X,X
JILTZOS,X,O,X,O,X,X,X,X
JILTOSZ,X,O,X,O,X,X,X,X
JILTOZS,X,O,X,O,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,X,O
JILSZOT,X,O,X,X,O,X,X,O
JILSOTZ,X,X,X,X,O,X,X,X
JILSOZT,X,X,X,X,O,X,X,O
JILZTSO,X,O,X,X,X,X,X,X
JILZTOS,X,X,X,O,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X
JILZSOT,X,O,X,X,O,X,X,X
JILZOTS,X,X,X,O,O,X,X,X
JILZOST,X,O,X,O,O,X,X,X
JILOTSZ,X,X,X,O,O,X,X,X
JILOTZS,X,X,X,O,O,X,X,X
JILOSTZ,X,X,X,O,O,X,X,X
JILOSZT,X,X,X,O,O,X,X,X
JILOZTS,X,X,X,O,O,X,X,X
JILOZST,X,X,X,O,O,X,X,X
JISTLZO,X,O,X,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,O
JISTZOL,X,O,X,O,X,X,X,O
JISTOLZ,X,O,X,O,X,X,X,X
JISTOZL,X,O,X,O,X,X,X,O
JISLTZO,X,O,X,X,X,X,X,O
JISLTOZ,X,O,X,X,X,X,X,O
JISLZTO,X,O,X,X,X,X,X,O
JISLZOT,X,O,X,X,O,X,X,O
JISLOTZ,X,X,X,X,O,X,X,O
JISLOZT,X,X,X,X,O,X,X,O
JISZTLO,X,O,X,X,X,X,X,O
JISZTOL,X,O,X,O,X,X,X,O
JISZLTO,X,O,X,X,X,X,X,O
JISZLOT,X,O,X,X,O,X,X,O
JISZOTL,X,O,O,O,X,O,X,O
JISZOLT,X,O,O,O,O,X,X,O
JISOTLZ,X,O,O,O,X,X,X,X
JISOTZL,X,O,O,O,X,O,X,O
JISOLTZ,X,X,O,O,O,X,X,O
JISOLZT,X,O,O,O,O,X,X,O
JISOZTL,X,O,O,O,X,O,X,O
JISOZLT,X,O,O,O,O,X,X,O
JIZTLSO,X,O,X,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X
JIZTSLO,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,O,X,X,X,X
JIZTOLS,X,O,X,O,X,X,X,X
JIZTOSL,X,O,X,O,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X
JIZLTOS,X,X,X,O,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X
JIZLSOT,X,O,X,X,O,X,X,X
JIZLOTS,X,O,X,O,O,X,X,X
JIZLOST,X,O,X,O,O,X,X,X
JIZSTLO,X,O,X,X,X,X,X,O
JIZSTOL,X,O,X,O,X,X,X,O
JIZSLTO,X,O,X,X,X,X,X,O
JIZSLOT,X,O,X,X,O,X,X,O
JIZSOTL,X,O,O,O,X,O,X,O
JIZSOLT,X,O,O,O,O,X,X,O
JIZOTLS,X,O,O,O,X,X,X,X
JIZOTSL,X,O,O,O,X,O,X,X
JIZOLTS,X,O,O,O,O,X,X,X
JIZOLST,X,O,O,O,O,X,X,X
JIZOSTL,X,O,O,O,X,O,X,X
JIZOSLT,X,O,O,O,O,X,X,X
JIOTLSZ,X,O,O,O,X,X,X,X
JIOTLZS,X,O,O,O,X,X,X,X
JIOTSLZ,X,O,O,O,X,X,X,X
JIOTSZL,X,O,O,O,X,O,X,X
JIOTZLS,X,O,O,O,X,X,X,X
JIOTZSL,X,O,O,O,X,O,X,X
JIOLTSZ,X,X,O,O,O,X,X,X
JIOLTZS,X,X,O,O,O,X,X,X
JIOLSTZ,X,X,O,O,O,X,X,X
JIOLSZT,X,O,O,O,O,X,X,X
JIOLZTS,X,O,O,O,O,X,X,X
JIOLZST,X,O,O,O,O,X,X,X
JIOSTLZ,X,O,O,O,X,X,X,X
JIOSTZL,X,O,O,O,X,O,X,O
JIOSLTZ,X,X,O,O,O,X,X,X
JIOSLZT,X,O,O,O,O,X,X,O
JIOSZTL,X,O,O,O,X,O,X,O
JIOSZLT,X,O,O,O,O,X,X,O
JIOZTLS,X,O,O,O,X,X,X,X
JIOZTSL,X,O,O,O,X,O,X,X
JIOZLTS,X,O,O,O,O,X,X,X
JIOZLST,X,O,O,O,O,X,X,X
JIOZSTL,X,O,O,O,X,O,X,X
JIOZSLT,X,O,O,O,O,X,X,X
JLTISZO,O,O,X,X,X,X,X,X
JLTISOZ,O,O,X,X,X,X,X,X
JLTIZSO,O,O,X,X,X,X,X,X
JLTIZOS,O,O,X,O,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X
JLTIOZS,O,O,X,O,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,X,X,X,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X
JLTSZOI,O,O,X,X,X,X,X,X
JLTSOIZ,O,O,X,X,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X,X
JLTZISO,O,O,X,X,X,X,X,X
JLTZIOS,O,O,X,O,X,X,X,X
JLTZSIO,O,O,X,X,X,X,X,X
JLTZSOI,O,O,X,X,X,X,X,X
JLTZOIS,O,O,X,O,X,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X
JLTOISZ,O,O,X,O,X,X,X,X
JLTOIZS,O,O,X,O,X,X,X,X
JLTOSIZ,O,O,X,O,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X
JLITSZO,O,O,X,X,X,X,O,X
JLITSOZ,O,O,X,X,X,X,O,X
JLITZSO,O,O,X,X,X,X,O,X
JLITZOS,O,O,X,O,X,X,O,X
JLITOSZ,O,O,X,O,X,X,O,X
JLITOZS,O,O,X,O,X,X,O,X
JLISTZO,O,O,X,X,X,X,O,X
JLISTOZ,O,O,X,X,X,X,O,X
JLISZTO,O,O,X,X,X,X,O,O
JLISZOT,O,O,X,X,X,X,O,O
JLISOTZ,X,X,X,X,X,X,O,X
JLISOZT,O,X,X,X,X,X,O,O
JLIZTSO,O,O,X,X,X,X,O,X
JLIZTOS,O,X,X,O,X,X,O,X
JLIZSTO,O,O,X,X,X,X,O,X
JLIZSOT,O,O,X,X,X,X,O,X
JLIZOTS,X,X,X,O,X,X,O,X
JLIZOST,O,O,X,O,X,X,O,X
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,X,X,X,O,X,X,O,X
JLIOSZT,O,X,X,O,X,X,O,X
JLIOZTS,X,X,X,O,X,X,O,X
JLIOZST,O,X,X,O,X,X,O,X
JLSTIZO,O,O,X,X,X,X,X,O
JLSTIOZ,O,O,X,X,X,X,X,O
JLSTZIO,O,O,X,X,X,X,X,O
JLSTZOI,O,O,X,X,X,X,X,O
JLSTOIZ,O,O,X,X,X,X,X,O
JLSTOZI,O,O,X,X,X,X,X,O
JLSITZO,O,O,X,X,X,X,O,O
JLSITOZ,O,O,X,X,X,X,O,O
JLSIZTO,O,O,X,X,X,X,O,O
JLSIZOT,O,O,X,X,X,X,O,O
JLSIOTZ,X,X,X,X,X,X,O,O
JLSIOZT,O,X,X,X,X,X,O,O
JLSZTIO,O,O,X,X,X,X,X,O
JLSZTOI,O,O,X,X,X,X,X,O
JLSZITO,O,O,X,X,X,X,X,O
JLSZIOT,O,O,X,X,X,X,X,O
JLSZOTI,O,O,X,X,X,X,X,O
JLSZOIT,O,O,X,X,X,X,X,O
JLSOTIZ,O,X,X,X,X,X,X,O
JLSOTZI,O,X,X,X,X,X,X,O
JLSOITZ,X,X,X,X,X,X,X,O
JLSOIZT,O,O,X,X,X,X,X,O
JLSOZTI,O,O,X,X,X,X,X,O
JLSOZIT,O,O,X,X,X,X,X,O
JLZTISO,O,O,X,X,X,X,X,X
JLZTIOS,O,O,X,O,X,X,X,X
JLZTSIO,O,O,X,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,X
JLZTOIS,O,O,X,O,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X,X
JLZIOTS,X,O,X,O,X,X,X,X
JLZIOST,O,O,X,O,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X,X
JLZSTOI,O,O,X,X,X,X,X,X
JLZSITO,O,O,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X
JLZOITS,X,O,X,O,X,X,X,X
JLZOIST,O,O,X,O,X,X,X,X
JLZOSTI,O,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,X,X,X,X
JLOTISZ,O,X,X,O,X,X,X,X
JLOTIZS,O,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X
JLOTZIS,O,X,X,O,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X
JLOISZT,O,O,X,O,X,X,X,X
JLOIZTS,X,O,X,O,X,X,X,X
JLOIZST,O,O,X,O,X,X,X,X
JLOSTIZ,O,X,X,O,X,X,X,X
JLOSTZI,O,X,X,O,X,X,X,X
JLOSITZ,X,X,X,O,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X
JLOZITS,X,O,X,O,X,X,X,X
JLOZIST,O,O,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,O
JSTIZOL,O,O,X,O,X,X,X,O
JSTIOLZ,X,O,X,O,X,X,X,X
JSTIOZL,X,O,X,O,X,X,X,O
JSTLIZO,O,O,X,X,X,X,X,O
JSTLIOZ,O,O,X,X,X,X,X,O
JSTLZIO,O,O,X,X,X,X,X,O
JSTLZOI,O,O,X,X,X,X,X,O
JSTLOIZ,O,O,X,X,X,X,X,O
JSTLOZI,O,O,X,X,X,X,X,O
JSTZILO,O,O,X,X,X,X,X,O
JSTZIOL,O,O,X,O,X,X,X,O
JSTZLIO,O,O,X,X,X,X,X,O
JSTZLOI,O,O,X,X,X,X,X,O
JSTZOIL,O,O,O,O,X,X,X,O
JSTZOLI,O,O,O,O,X,X,X,O
JSTOILZ,X,O,O,O,X,X,X,X
JSTOIZL,X,O,O,O,X,X,X,O
JSTOLIZ,O,O,O,O,X,X,X,O
JSTOLZI,O,O,O,O,X,X,X,O
JSTOZIL,O,O,O,O,X,X,X,O
JSTOZLI,O,O,O,O,X,X,X,O
JSITLZO,O,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,O
JSITZOL,O,O,X,O,X,X,X,O
JSITOLZ,X,O,X,O,X,X,X,X
JSITOZL,X,O,X,O,X,X,X,O
JSILTZO,O,O,X,X,X,X,X,O
JSILTOZ,O,O,X,X,X,X,X,O
JSILZTO,O,O,X,X,X,X,X,O
JSILZOT,O,O,X,X,O,X,X,O
JSILOTZ,X,X,X,X,O,X,X,O
JSILOZT,O,X,X,X,O,X,X,O
JSIZTLO,O,O,X,X,X,X,X,O
JSIZTOL,O,O,X,O,X,X,X,O
JSIZLTO,O,O,X,X,X,X,X,O
JSIZLOT,O,O,X,X,O,X,X,O
JSIZOTL,O,O,O,O,X,O,X,O
JSIZOLT,O,O,O,O,O,X,X,O
JSIOTLZ,X,O,O,O,X,X,X,X
JSIOTZL,X,O,O,O,X,O,X,O
JSIOLTZ,X,X,O,O,O,X,X,O
JSIOLZT,X,O,O,O,O,X,X,O
JSIOZTL,X,O,O,O,X,O,X,O
JSIOZLT,X,O,O,O,O,X,X,O
JSLTIZO,O,O,X,X,X,X,X,O
JSLTIOZ,O,O,X,X,X,X,X,O
JSLTZIO,O,O,X,X,X,X,X,O
JSLTZOI,O,O,X,X,X,X,X,O
JSLTOIZ,O,O,X,X,X,X,X,O
JSLTOZI,O,O,X,X,X,X,X,O
JSLITZO,O,O,X,X,X,X,O,O
JSLITOZ,O,O,X,X,X,X,O,O
JSLIZTO,O,O,X,X,X,X,O,O
JSLIZOT,O,O,X,X,X,X,O,O
JSLIOTZ,X,X,X,X,X,X,O,O
JSLIOZT,O,X,X,X,X,X,O,O
JSLZTIO,O,O,X,X,X,X,X,O
JSLZTOI,O,O,X,X,X,X,X,O
JSLZITO,O,O,X,X,X,X,X,O
JSLZIOT,O,O,X,X,X,X,X,O
JSLZOTI,O,O,X,X,X,X,X,O
JSLZOIT,O,O,X,X,X,X,X,O
JSLOTIZ,O,X,X,X,X,X,X,O
JSLOTZI,O,X,X,X,X,X,X,O
JSLOITZ,X,X,X,X,X,X,X,O
JSLOIZT,O,O,X,X,X,X,X,O
JSLOZTI,O,O,X,X,X,X,X,O
JSLOZIT,O,O,X,X,X,X,X,O
JSZTILO,O,O,X,X,X,X,X,O
JSZTIOL,O,O,X,O,X,X,X,O
JSZTLIO,O,O,X,X,X,X,X,O
JSZTLOI,O,O,X,X,X,X,X,O
JSZTOIL,O,O,O,O,X,X,X,O
JSZTOLI,O,O,O,O,X,X,X,O
JSZITLO,O,O,X,X,X,X,X,O
JSZITOL,O,O,X,O,X,X,X,O
JSZILTO,O,O,X,X,X,X,X,O
JSZILOT,O,O,X,X,O,X,X,O
JSZIOTL,O,O,O,O,X,O,X,O
JSZIOLT,O,O,O,O,O,X,X,O
JSZLTIO,O,O,X,X,X,X,X,O
JSZLTOI,O,O,X,X,X,X,X,O
JSZLITO,O,O,X,X,X,X,X,O
JSZLIOT,O,O,X,X,X,X,X,O
JSZLOTI,O,O,X,X,X,X,X,O
JSZLOIT,O,O,X,X,X,X,X,O
JSZOTIL,O,O,O,O,X,O,X,O
JSZOTLI,O,O,O,O,X,X,X,O
JSZOITL,O,O,O,O,X,O,X,O
JSZOILT,O,O,O,O,X,X,X,O
JSZOLTI,O,O,O,O,X,X,X,O
JSZOLIT,O,O,O,O,X,X,X,O
JSOTILZ,X,O,O,O,X,X,X,X
JSOTIZL,X,O,O,O,X,O,X,O
JSOTLIZ,O,O,O,O,X,X,X,O
JSOTLZI,O,O,O,O,X,X,X,O
JSOTZIL,O,O,O,O,X,O,X,O
JSOTZLI,O,O,O,O,X,X,X,O
JSOITLZ,X,O,O,O,X,X,X,X
JSOITZL,X,O,O,O,X,O,X,O
JSOILTZ,X,X,O,O,X,X,X,O
JSOILZT,X,O,O,O,X,X,X,O
JSOIZTL,X,O,O,O,X,O,X,O
JSOIZLT,X,O,O,O,X,X,X,O
JSOLTIZ,O,X,O,O,X,X,X,O
JSOLTZI,O,X,O,O,X,X,X,O
JSOLITZ,X,X,O,O,X,X,X,O
JSOLIZT,O,O,O,O,X,X,X,O
JSOLZTI,O,O,O,O,X,X,X,O
JSOLZIT,O,O,O,O,X,X,X,O
JSOZTIL,O,O,O,O,X,O,X,O
JSOZTLI,O,O,O,O,X,X,X,O
JSOZITL,O,O,O,O,X,O,X,O
JSOZILT,O,O,O,O,X,X,X,O
JSOZLTI,O,O,O,O,X,X,X,O
JSOZLIT,O,O,O,O,X,X,X,O
JZTILSO,O,O,X,X,X,X,X,X
JZTILOS,O,O,X,O,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,X,X
JZTIOLS,X,O,X,O,X,X,X,X
JZTIOSL,X,O,X,O,X,X,X,X
JZTLISO,O,O,X,X,X,X,X,X
JZTLIOS,O,O,X,O,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,O,X,X,X,X
JZTLOSI,O,O,X,O,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X
JZTSOIL,O,O,X,O,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X,X
JZTOILS,X,O,X,O,X,X,X,X
JZTOISL,X,O,X,O,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X
JZTOSIL,X,O,X,O,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X
JZITLSO,O,O,X,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X
JZITSLO,O,O,X,X,X,X,X,X
JZITSOL,O,O,X,O,X,X,X,X
JZITOLS,X,O,X,O,X,X,X,X
JZITOSL,X,O,X,O,X,X,X,X
JZILTSO,O,O,X,X,X,X,X,X
JZILTOS,X,X,X,O,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X
JZILSOT,O,O,X,X,O,X,X,X
JZILOTS,X,O,X,O,O,X,X,X
JZILOST,O,O,X,O,O,X,X,X
JZISTLO,O,O,X,X,X,X,X,O
JZISTOL,O,O,X,O,X,X,X,O
JZISLTO,O,O,X,X,X,X,X,O
JZISLOT,O,O,X,X,O,X,X,O
JZISOTL,O,O,O,O,X,O,X,O
JZISOLT,O,O,O,O,O,X,X,O
JZIOTLS,X,O,O,O,X,X,X,X
JZIOTSL,X,O,O,O,X,O,X,X
JZIOLTS,X,O,O,O,O,X,X,X
JZIOLST,X,O,O,O,O,X,X,X
JZIOSTL,X,O,O,O,X,O,X,X
JZIOSLT,X,O,O,O,O,X,X,X
JZLTISO,O,O,X,X,X,X,X,X
JZLTIOS,O,O,X,O,X,X,X,X
JZLTSIO,O,O,X,X,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X,X
JZLTOIS,O,O,X,O,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X
JZLITOS,O,X,X,O,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X,X
JZLIOTS,X,O,X,O,X,X,X,X
JZLIOST,O,O,X,O,X,X,X,X
JZLSTIO,O,O,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X
JZLOTIS,O,O,X,O,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X
JZLOITS,X,O,X,O,X,X,X,X
JZLOIST,O,O,X,O,X,X,X,X
JZLOSTI,O,O,X,O,X,X,X,X
JZLOSIT,O,O,X,O,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,O
JZSTIOL,O,O,X,O,X,X,X,O
JZSTLIO,O,O,X,X,X,X,X,O
JZSTLOI,O,O,X,X,X,X,X,O
JZSTOIL,O,O,O,O,X,X,X,O
JZSTOLI,O,O,O,O,X,X,X,O
JZSITLO,O,O,X,X,X,X,X,O
JZSITOL,O,O,X,O,X,X,X,O
JZSILTO,O,O,X,X,X,X,X,O
JZSILOT,O,O,X,X,O,X,X,O
JZSIOTL,O,O,O,O,X,O,X,O
JZSIOLT,O,O,O,O,O,X,X,O
JZSLTIO,O,O,X,X,X,X,X,O
JZSLTOI,O,O,X,X,X,X,X,O
JZSLITO,O,O,X,X,X,X,X,O
JZSLIOT,O,O,X,X,X,X,X,O
JZSLOTI,O,O,X,X,X,X,X,O
JZSLOIT,O,O,X,X,X,X,X,O
JZSOTIL,O,O,O,O,X,O,X,O
JZSOTLI,O,O,O,O,X,X,X,O
JZSOITL,O,O,O,O,X,O,X,O
JZSOILT,O,O,O,O,X,X,X,O
JZSOLTI,O,O,O,O,X,X,X,O
JZSOLIT,O,O,O,O,X,X,X,O
JZOTILS,X,O,O,O,X,X,X,X
JZOTISL,X,O,O,O,X,O,X,X
JZOTLIS,X,O,O,O,X,X,X,X
JZOTLSI,X,O,O,O,X,X,X,X
JZOTSIL,X,O,O,O,X,O,X,X
JZOTSLI,X,O,O,O,X,X,X,X
JZOITLS,X,O,O,O,X,X,X,X
JZOITSL,X,O,O,O,X,O,X,X
JZOILTS,X,O,O,O,X,X,X,X
JZOILST,X,O,O,O,X,X,X,X
JZOISTL,X,O,O,O,X,O,X,X
JZOISLT,X,O,O,O,X,X,X,X
JZOLTIS,X,O,O,O,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X,X
JZOLITS,X,O,O,O,X,X,X,X
JZOLIST,X,O,O,O,X,X,X,X
JZOLSTI,X,O,O,O,X,X,X,X
JZOLSIT,X,O,O,O,X,X,X,X
JZOSTIL,X,O,O,O,X,O,X,X
JZOSTLI,X,O,O,O,X,X,X,X
JZOSITL,X,O,O,O,X,O,X,X
JZOSILT,X,O,O,O,X,X,X,X
JZOSLTI,X,O,O,O,X,X,X,X
JZOSLIT,X,O,O,O,X,X,X,X
JOTILSZ,X,O,O,O,X,X,X,X
JOTILZS,X,O,O,O,X,X,X,X
JOTISLZ,X,O,O,O,X,X,X,X
JOTISZL,X,O,O,O,X,O,X,X
JOTIZLS,X,O,O,O,X,X,X,X
JOTIZSL,X,O,O,O,X,O,X,X
JOTLISZ,X,O,O,O,X,X,X,X
JOTLIZS,X,O,O,O,X,X,X,X
JOTLSIZ,X,O,O,O,X,X,X,X
JOTLSZI,X,O,O,O,X,X,X,X
JOTLZIS,X,O,O,O,X,X,X,X
JOTLZSI,X,O,O,O,X,X,X,X
JOTSILZ,X,O,O,O,X,X,X,X
JOTSIZL,X,O,O,O,X,O,X,X
JOTSLIZ,X,O,O,O,X,X,X,X
JOTSLZI,X,O,O,O,X,X,X,X
JOTSZIL,X,O,O,O,X,O,X,X
JOTSZLI,X,O,O,O,X,X,X,X
JOTZILS,X,O,O,O,X,X,X,X
JOTZISL,X,O,O,O,X,O,X,X
JOTZLIS,X,O,O,O,X,X,X,X
JOTZLSI,X,O,O,O,X,X,X,X
JOTZSIL,X,O,O,O,X,O,X,X
JOTZSLI,X,O,O,O,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X,X
JOITLZS,X,O,O,O,X,X,X,X
JOITSLZ,X,O,O,O,X,X,X,X
JOITSZL,X,O,O,O,X,O,X,X
JOITZLS,X,O,O,O,X,X,X,X
JOITZSL,X,O,O,O,X,O,X,X
JOILTSZ,X,X,O,O,X,X,X,X
JOILTZS,X,X,O,O,X,X,X,X
JOILSTZ,X,X,O,O,X,X,X,X
JOILSZT,X,O,O,O,X,X,X,X
JOILZTS,X,O,O,O,X,X,X,X
JOILZST,X,O,O,O,X,X,X,X
JOISTLZ,X,O,O,O,X,X,X,X
JOISTZL,X,O,O,O,X,O,X,O
JOISLTZ,X,X,O,O,X,X,X,X
JOISLZT,X,O,O,O,X,X,X,O
JOISZTL,X,O,O,O,X,O,X,O
JOISZLT,X,O,O,O,X,X,X,O
JOIZTLS,X,O,O,O,X,X,X,X
JOIZTSL,X,O,O,O,X,O,X,X
JOIZLTS,X,O,O,O,X,X,X,X
JOIZLST,X,O,O,O,X,X,X,X
JOIZSTL,X,O,O,O,X,O,X,X
JOIZSLT,X,O,O,O,X,X,X,X
