sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
ZLSOJTI,O,O,O,X,X,X,X,X
ZLSOJIT,O,O,O,X,X,X,X,X
ZLOTIJS,O,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,X,X,O,X,X
ZLOTJIS,O,X,O,X,X,X,X,X
ZLOTJSI,O,X,O,X,X,X,X,X
ZLOTSIJ,O,X,X,X,X,O,X,X
ZLOTSJI,O,X,O,X,X,X,X,X
ZLOITJS,X,X,X,X,X,X,X,X
ZLOITSJ,X,X,X,X,X,O,X,X
ZLOIJTS,X,X,O,O,X,X,X,X
ZLOIJST,O,X,O,O,X,X,X,X
ZLOISTJ,X,X,X,X,X,O,X,X
ZLOISJT,O,X,O,X,X,X,X,X
ZLOJTIS,O,O,O,O,X,X,X,X
ZLOJTSI,O,O,O,O,X,X,X,X
ZLOJITS,X,O,O,O,X,X,X,X
ZLOJIST,O,O,O,O,X,X,X,X
ZLOJSTI,O,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X,X
ZLOSTIJ,O,X,X,X,X,O,X,X
ZLOSTJI,O,X,O,X,X,X,X,X
ZLOSITJ,X,X,X,X,X,O,X,X
ZLOSIJT,O,O,O,X,X,X,X,X
ZLOSJTI,O,O,O,X,X,X,X,X
ZLOSJIT,O,O,O,X,X,X,X,X
ZJTILSO,O,O,X,X,X,X,X,X
ZJTILOS,O,O,X,O,X,X,X,X
ZJTISLO,O,O,X,X,X,X,X,X
ZJTISOL,O,O,X,O,X,X,X,X
ZJTIOLS,X,O,X,O,X,X,X,X
ZJTIOSL,X,O,X,O,X,X,X,X
ZJTLISO,O,O,X,X,X,X,X,X
ZJTLIOS,O,O,X,O,X,X,X,X
ZJTLSIO,O,O,X,X,X,X,X,X
ZJTLSOI,O,O,X,X,X,X,X,X
ZJTLOIS,O,O,X,O,X,X,X,X
ZJTLOSI,O,O,X,O,X,X,X,X
ZJTSILO,O,O,X,X,X,X,X,X
ZJTSIOL,O,O,X,O,X,X,X,X
ZJTSLIO,O,O,X,X,X,X,X,X
ZJTSLOI,O,O,X,X,X,X,X,X
ZJTSOIL,O,O,X,O,X,X,X,X
ZJTSOLI,O,O,X,O,X,X,X,X
ZJTOILS,X,O,X,O,X,X,X,X
ZJTOISL,X,O,X,O,X,X,X,X
ZJTOLIS,O,O,X,O,X,X,X,X
ZJTOLSI,O,O,X,O,X,X,X,X
ZJTOSIL,X,O,X,O,X,X,X,X
ZJTOSLI,O,O,X,O,X,X,X,X
ZJITLSO,O,O,X,X,X,X,X,X
ZJITLOS,O,O,X,O,X,X,X,X
ZJITSLO,O,O,X,X,X,X,X,X
ZJITSOL,O,O,X,O,X,X,X,X
ZJITOLS,X,O,X,O,X,X,X,X
ZJITOSL,X,O,X,O,X,X,X,X
ZJILTSO,O,O,X,X,X,X,X,X
ZJILTOS,X,X,X,O,X,X,X,X
ZJILSTO,O,O,X,X,X,X,X,X
ZJILSOT,O,O,X,X,O,X,X,X
ZJILOTS,X,O,X,O,O,X,X,X
ZJILOST,O,O,X,O,O,X,X,X
ZJISTLO,O,O,X,X,X,X,X,O
ZJISTOL,O,O,X,O,X,X,X,O
ZJISLTO,O,O,X,X,X,X,X,O
ZJISLOT,O,O,X,X,O,X,X,O
ZJISOTL,O,O,O,O,X,O,X,O
ZJISOLT,O,O,O,O,O,X,X,O
ZJIOTLS,X,O,O,O,X,X,X,X
ZJIOTSL,X,O,O,O,X,O,X,X
ZJIOLTS,X,O,O,O,O,X,X,X
ZJIOLST,X,O,O,O,O,X,X,X
ZJIOSTL,X,O,O,O,X,O,X,X
ZJIOSLT,X,O,O,O,O,X,X,X
ZJLTISO,O,O,X,X,X,X,X,X
ZJLTIOS,O,O,X,O,X,X,X,X
ZJLTSIO,O,O,X,X,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X,X
ZJLTOIS,O,O,X,O,X,X,X,X
ZJLTOSI,O,O,X,O,X,X,X,X
ZJLITSO,O,O,X,X,X,X,X,X
ZJLITOS,O,X,X,O,X,X,X,X
ZJLISTO,O,O,X,X,X,X,X,X
ZJLISOT,O,O,X,X,X,X,X,X
ZJLIOTS,X,O,X,O,X,X,X,X
ZJLIOST,O,O,X,O,X,X,X,X
ZJLSTIO,O,O,X,X,X,X,X,X
ZJLSTOI,O,O,X,X,X,X,X,X
ZJLSITO,O,O,X,X,X,X,X,X
ZJLSIOT,O,O,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X
ZJLOTIS,O,O,X,O,X,X,X,X
ZJLOTSI,O,O,X,O,X,X,X,X
ZJLOITS,X,O,X,O,X,X,X,X
ZJLOIST,O,O,X,O,X,X,X,X
ZJLOSTI,O,O,X,O,X,X,X,X
ZJLOSIT,O,O,X,O,X,X,X,X
ZJSTILO,O,O,X,X,X,X,X,O
ZJSTIOL,O,O,X,O,X,X,X,O
ZJSTLIO,O,O,X,X,X,X,X,O
ZJSTLOI,O,O,X,X,X,X,X,O
ZJSTOIL,O,O,O,O,X,X,X,O
ZJSTOLI,O,O,O,O,X,X,X,O
ZJSITLO,O,O,X,X,X,X,X,O
ZJSITOL,O,O,X,O,X,X,X,O
ZJSILTO,O,O,X,X,X,X,X,O
ZJSILOT,O,O,X,X,O,X,X,O
ZJSIOTL,O,O,O,O,X,O,X,O
ZJSIOLT,O,O,O,O,O,X,X,O
ZJSLTIO,O,O,X,X,X,X,X,O
ZJSLTOI,O,O,X,X,X,X,X,O
ZJSLITO,O,O,X,X,X,X,X,O
ZJSLIOT,O,O,X,X,X,X,X,O
ZJSLOTI,O,O,X,X,X,X,X,O
ZJSLOIT,O,O,X,X,X,X,X,O
ZJSOTIL,O,O,O,O,X,O,X,O
ZJSOTLI,O,O,O,O,X,X,X,O
ZJSOITL,O,O,O,O,X,O,X,O
ZJSOILT,O,O,O,O,X,X,X,O
ZJSOLTI,O,O,O,O,X,X,X,O
ZJSOLIT,O,O,O,O,X,X,X,O
ZJOTILS,X,O,O,O,X,X,X,X
ZJOTISL,X,O,O,O,X,O,X,X
ZJOTLIS,X,O,O,O,X,X,X,X
ZJOTLSI,X,O,O,O,X,X,X,X
ZJOTSIL,X,O,O,O,X,O,X,X
ZJOTSLI,X,O,O,O,X,X,X,X
ZJOITLS,X,O,O,O,X,X,X,X
ZJOITSL,X,O,O,O,X,O,X,X
ZJOILTS,X,O,O,O,X,X,X,X
ZJOILST,X,O,O,O,X,X,X,X
ZJOISTL,X,O,O,O,X,O,X,X
ZJOISLT,X,O,O,O,X,X,X,X
ZJOLTIS,X,O,O,O,X,X,X,X
ZJOLTSI,X,O,O,O,X,X,X,X
ZJOLITS,X,O,O,O,X,X,X,X
ZJOLIST,X,O,O,O,X,X,X,X
ZJOLSTI,X,O,O,O,X,X,X,X
ZJOLSIT,X,O,O,O,X,X,X,X
ZJOSTIL,X,O,O,O,X,O,X,X
ZJOSTLI,X,O,O,O,X,X,X,X
ZJOSITL,X,O,O,O,X,O,X,X
ZJOSILT,X,O,O,O,X,X,X,X
ZJOSLTI,X,O,O,O,X,X,X,X
ZJOSLIT,X,O,O,O,X,X,X,X
ZSTILJO,O,O,X,X,X,X,X,X
ZSTILOJ,O,O,X,X,O,X,X,X
ZSTIJLO,O,O,X,X,X,X,X,X
ZSTIJOL,O,O,X,O,X,X,X,X
ZSTIOLJ,O,O,X,X,O,O,X,X
ZSTIOJL,O,O,O,X,X,O,X,X
ZSTLIJO,O,O,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X,X,X
ZSTLJIO,O,O,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X,X,X
ZSTLOJI,O,O,O,X,X,X,X,X
ZSTJILO,O,O,X,X,X,X,X,X
ZSTJIOL,O,O,X,O,X,X,X,X
ZSTJLIO,O,O,X,X,X,X,X,X
ZSTJLOI,O,O,X,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,X,X,X
ZSTJOLI,O,O,O,O,X,X,X,X
ZSTOILJ,O,O,X,X,X,O,X,X
ZSTOIJL,O,O,O,X,X,O,X,X
ZSTOLIJ,O,O,X,X,X,O,X,X
ZSTOLJI,O,O,O,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,O,X,X
ZSTOJLI,O,O,O,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,X,X
ZSITLOJ,O,O,X,X,O,X,X,X
ZSITJLO,O,O,X,X,X,X,X,X
ZSITJOL,O,O,X,O,X,X,X,X
ZSITOLJ,O,O,X,X,O,O,X,X
ZSITOJL,O,O,O,X,X,O,X,X
ZSILTJO,O,O,X,X,X,X,X,X
ZSILTOJ,O,X,X,X,O,X,X,X
ZSILJTO,O,O,X,X,X,X,X,X
ZSILJOT,O,O,X,X,O,X,X,X
ZSILOTJ,X,X,X,X,O,O,X,X
ZSILOJT,O,O,O,X,O,X,X,X
ZSIJTLO,O,O,X,X,X,X,X,O
ZSIJTOL,O,O,X,O,X,X,X,O
ZSIJLTO,O,O,X,X,X,X,X,O
ZSIJLOT,O,O,X,X,O,X,X,O
ZSIJOTL,O,O,O,O,X,O,X,O
ZSIJOLT,O,O,O,O,O,X,X,O
ZSIOTLJ,X,X,X,X,O,O,X,X
ZSIOTJL,X,X,O,X,X,O,X,X
ZSIOLTJ,X,X,X,X,O,O,X,X
ZSIOLJT,O,O,O,X,O,X,X,X
ZSIOJTL,O,X,O,O,X,O,X,X
ZSIOJLT,O,O,O,O,O,X,X,X
ZSLTIJO,O,O,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X,X,X
ZSLTJIO,O,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X,X
ZSLITJO,O,O,X,X,X,X,O,X
ZSLITOJ,O,X,X,X,O,X,O,X
ZSLIJTO,O,O,X,X,X,X,O,X
ZSLIJOT,O,O,X,X,O,X,O,X
ZSLIOTJ,X,X,X,X,O,O,O,X
ZSLIOJT,O,O,O,X,O,X,O,X
ZSLJTIO,O,O,X,X,X,X,X,X
ZSLJTOI,O,O,X,X,X,X,X,X
ZSLJITO,O,O,X,X,X,X,X,X
ZSLJIOT,O,O,X,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X,X,X
ZSLOTIJ,O,X,X,X,X,O,X,X
ZSLOTJI,O,X,O,X,X,X,X,X
ZSLOITJ,X,X,X,X,X,O,X,X
ZSLOIJT,O,O,O,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,X,X,X
ZSLOJIT,O,O,O,X,X,X,X,X
ZSJTILO,O,O,X,X,X,X,X,O
ZSJTIOL,O,O,X,O,X,X,X,O
ZSJTLIO,O,O,X,X,X,X,X,O
ZSJTLOI,O,O,X,X,X,X,X,O
ZSJTOIL,O,O,O,O,X,X,X,O
ZSJTOLI,O,O,O,O,X,X,X,O
ZSJITLO,O,O,X,X,X,X,X,O
ZSJITOL,O,O,X,O,X,X,X,O
ZSJILTO,O,O,X,X,X,X,X,O
ZSJILOT,O,O,X,X,O,X,X,O
ZSJIOTL,O,O,O,O,X,O,X,O
ZSJIOLT,O,O,O,O,O,X,X,O
ZSJLTIO,O,O,X,X,X,X,X,O
ZSJLTOI,O,O,X,X,X,X,X,O
ZSJLITO,O,O,X,X,X,X,X,O
ZSJLIOT,O,O,X,X,X,X,X,O
ZSJLOTI,O,O,X,X,X,X,X,O
ZSJLOIT,O,O,X,X,X,X,X,O
ZSJOTIL,O,O,O,O,X,O,X,O
ZSJOTLI,O,O,O,O,X,X,X,O
ZSJOITL,O,O,O,O,X,O,X,O
ZSJOILT,O,O,O,O,X,X,X,O
ZSJOLTI,O,O,O,O,X,X,X,O
ZSJOLIT,O,O,O,O,X,X,X,O
ZSOTILJ,O,O,X,X,X,O,X,X
ZSOTIJL,O,O,O,X,X,O,X,X
ZSOTLIJ,O,O,X,X,X,O,X,X
ZSOTLJI,O,O,O,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,O,X,X
ZSOTJLI,O,O,O,X,X,X,X,X
ZSOITLJ,X,X,X,X,O,O,X,X
ZSOITJL,X,X,O,X,X,O,X,X
ZSOILTJ,X,X,X,X,O,O,X,X
ZSOILJT,O,O,O,X,O,X,X,X
ZSOIJTL,O,X,O,O,X,O,X,X
ZSOIJLT,O,O,O,O,O,X,X,X
ZSOLTIJ,O,X,X,X,X,O,X,X
ZSOLTJI,O,X,O,X,X,X,X,X
ZSOLITJ,X,X,X,X,X,O,X,X
ZSOLIJT,O,O,O,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,X,X,X
ZSOLJIT,O,O,O,X,X,X,X,X
ZSOJTIL,O,O,O,O,X,O,X,X
ZSOJTLI,O,O,O,O,X,X,X,X
ZSOJITL,O,O,O,O,X,O,X,X
ZSOJILT,O,O,O,O,X,X,X,X
ZSOJLTI,O,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,X,X,X,X
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,O,X,X
ZOTIJLS,X,O,O,O,X,X,X,X
ZOTIJSL,X,O,O,O,X,O,X,X
ZOTISLJ,O,X,X,X,X,O,X,X
ZOTISJL,O,X,O,X,X,O,X,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,X,X,X,X,O,X,X
ZOTLJIS,O,O,O,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,O,X,X
ZOTLSJI,O,O,O,X,X,X,X,X
ZOTJILS,X,O,O,O,X,X,X,X
ZOTJISL,X,O,O,O,X,O,X,X
ZOTJLIS,O,O,O,O,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,X
ZOTJSIL,X,O,O,O,X,O,X,X
ZOTJSLI,O,O,O,O,X,X,X,X
ZOTSILJ,O,O,X,X,X,O,X,X
ZOTSIJL,O,O,O,X,X,O,X,X
ZOTSLIJ,O,O,X,X,X,O,X,X
ZOTSLJI,O,O,O,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,O,X,X
ZOTSJLI,O,O,O,X,X,X,X,X
ZOITLJS,O,X,X,X,O,X,X,X
ZOITLSJ,O,X,X,X,O,O,X,X
ZOITJLS,X,X,O,O,X,X,X,X
ZOITJSL,X,X,O,O,X,O,X,X
ZOITSLJ,O,X,X,X,O,O,X,X
ZOITSJL,O,X,O,X,X,O,X,X
ZOILTJS,X,X,X,X,O,X,X,X
ZOILTSJ,X,X,X,X,O,O,X,X
ZOILJTS,X,X,O,O,O,X,X,X
ZOILJST,O,X,O,O,O,X,X,X
ZOILSTJ,X,X,X,X,O,O,X,X
ZOILSJT,O,X,O,X,O,X,X,X
ZOIJTLS,X,X,O,O,X,X,X,X
ZOIJTSL,X,X,O,O,X,O,X,X
ZOIJLTS,X,X,O,O,O,X,X,X
ZOIJLST,X,X,O,O,O,X,X,X
ZOIJSTL,X,X,O,O,X,O,X,X
ZOIJSLT,X,X,O,O,O,X,X,X
ZOISTLJ,X,X,X,X,O,O,X,X
ZOISTJL,X,X,O,X,X,O,X,X
ZOISLTJ,X,X,X,X,O,O,X,X
ZOISLJT,O,X,O,X,O,X,X,X
ZOISJTL,O,X,O,O,X,O,X,X
ZOISJLT,O,X,O,O,O,X,X,X
ZOLTIJS,O,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,O,X,X
ZOLTJIS,O,X,O,X,X,X,X,X
ZOLTJSI,O,X,O,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,O,X,X
ZOLTSJI,O,X,O,X,X,X,X,X
ZOLITJS,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,X,X,X,O,X,X
ZOLIJTS,X,X,O,O,X,X,X,X
ZOLIJST,O,X,O,O,X,X,X,X
ZOLISTJ,X,X,X,X,X,O,X,X
ZOLISJT,O,X,O,X,X,X,X,X
ZOLJTIS,O,O,O,O,X,X,X,X
ZOLJTSI,O,O,O,O,X,X,X,X
ZOLJITS,X,O,O,O,X,X,X,X
ZOLJIST,O,O,O,O,X,X,X,X
ZOLJSTI,O,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X,X
ZOLSTIJ,O,X,X,X,X,O,X,X
ZOLSTJI,O,X,O,X,X,X,X,X
ZOLSITJ,X,X,X,X,X,O,X,X
ZOLSIJT,O,O,O,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,X
ZOJTILS,X,O,O,O,X,X,X,X
ZOJTISL,X,O,O,O,X,O,X,X
ZOJTLIS,X,O,O,O,X,X,X,X
ZOJTLSI,X,O,O,O,X,X,X,X
ZOJTSIL,X,O,O,O,X,O,X,X
ZOJTSLI,X,O,O,O,X,X,X,X
ZOJITLS,X,O,O,O,X,X,X,X
ZOJITSL,X,O,O,O,X,O,X,X
ZOJILTS,X,O,O,O,X,X,X,X
ZOJILST,X,O,O,O,X,X,X,X
ZOJISTL,X,O,O,O,X,O,X,X
ZOJISLT,X,O,O,O,X,X,X,X
ZOJLTIS,X,O,O,O,X,X,X,X
ZOJLTSI,X,O,O,O,X,X,X,X
ZOJLITS,X,O,O,O,X,X,X,X
ZOJLIST,X,O,O,O,X,X,X,X
ZOJLSTI,X,O,O,O,X,X,X,X
ZOJLSIT,X,O,O,O,X,X,X,X
ZOJSTIL,X,O,O,O,X,O,X,X
ZOJSTLI,X,O,O,O,X,X,X,X
ZOJSITL,X,O,O,O,X,O,X,X
ZOJSILT,X,O,O,O,X,X,X,X
ZOJSLTI,X,O,O,O,X,X,X,X
ZOJSLIT,X,O,O,O,X,X,X,X
ZOSTILJ,O,O,X,X,X,O,X,X
ZOSTIJL,O,O,O,X,X,O,X,X
ZOSTLIJ,O,O,X,X,X,O,X,X
ZOSTLJI,O,O,O,X,X,X,X,X
ZOSTJIL,O,O,O,X,X,O,X,X
ZOSTJLI,O,O,O,X,X,X,X,X
ZOSITLJ,X,X,X,X,O,O,X,X
ZOSITJL,X,X,O,X,X,O,X,X
ZOSILTJ,X,X,X,X,O,O,X,X
ZOSILJT,O,O,O,X,O,X,X,X
ZOSIJTL,O,X,O,O,X,O,X,X
ZOSIJLT,O,O,O,O,O,X,X,X
ZOSLTIJ,O,X,X,X,X,O,X,X
ZOSLTJI,O,X,O,X,X,X,X,X
ZOSLITJ,X,X,X,X,X,O,X,X
ZOSLIJT,O,O,O,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,X,X
ZOSJTIL,O,O,O,O,X,O,X,X
ZOSJTLI,O,O,O,O,X,X,X,X
ZOSJITL,O,O,O,O,X,O,X,X
ZOSJILT,O,O,O,O,X,X,X,X
ZOSJLTI,O,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X,X
OTILJSZ,O,O,X,X,X,X,X,X
OTILJZS,O,O,X,X,X,X,X,X
OTILSJZ,O,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,X,O,X,X
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,X,X
OTIJLSZ,X,O,O,O,X,X,X,X
OTIJLZS,X,O,O,O,X,X,X,X
OTIJSLZ,X,O,O,O,X,X,X,X
OTIJSZL,X,O,O,O,X,O,X,X
OTIJZLS,X,O,O,O,X,X,X,X
OTIJZSL,X,O,O,O,X,O,X,X
OTISLJZ,O,X,X,X,X,X,X,X
OTISLZJ,O,X,X,X,X,O,X,X
OTISJLZ,X,X,O,X,X,X,X,X
OTISJZL,X,X,O,X,X,O,X,X
OTISZLJ,O,X,X,X,X,O,X,X
OTISZJL,X,X,O,X,X,O,X,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,O,X,X
OTIZJLS,X,O,O,O,X,X,X,X
OTIZJSL,X,O,O,O,X,O,X,X
OTIZSLJ,O,X,X,X,X,O,X,X
OTIZSJL,X,X,O,X,X,O,X,X
OTLIJSZ,O,O,X,X,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,X,O,X,X
OTLIZJS,O,O,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X
OTLJISZ,O,O,O,X,X,X,X,X
OTLJIZS,O,O,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X
OTLJZIS,O,O,O,X,X,X,X,X
OTLJZSI,O,O,O,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,O,X,X
OTLSZJI,O,O,O,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,O,X,X,X,X,O,X,X
OTLZJIS,O,O,O,X,X,X,X,X
OTLZJSI,O,O,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,O,X,X
OTLZSJI,O,O,O,X,X,X,X,X
OTJILSZ,X,O,O,O,X,X,X,X
OTJILZS,X,O,O,O,X,X,X,X
OTJISLZ,X,O,O,O,X,X,X,X
OTJISZL,X,O,O,O,X,O,X,X
OTJIZLS,X,O,O,O,X,X,X,X
OTJIZSL,X,O,O,O,X,O,X,X
OTJLISZ,O,O,O,O,X,X,X,X
OTJLIZS,O,O,O,O,X,X,X,X
OTJLSIZ,O,O,O,O,X,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X
OTJLZIS,O,O,O,O,X,X,X,X
OTJLZSI,O,O,O,O,X,X,X,X
OTJSILZ,X,O,O,O,X,X,X,X
OTJSIZL,X,O,O,O,X,O,X,X
OTJSLIZ,O,O,O,O,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,X
OTJSZIL,X,O,O,O,X,O,X,X
OTJSZLI,O,O,O,O,X,X,X,X
OTJZILS,X,O,O,O,X,X,X,X
OTJZISL,X,O,O,O,X,O,X,X
OTJZLIS,O,O,O,O,X,X,X,X
OTJZLSI,O,O,O,O,X,X,X,X
OTJZSIL,X,O,O,O,X,O,X,X
OTJZSLI,O,O,O,O,X,X,X,X
OTSILJZ,O,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,O,X,X
OTSIJLZ,X,O,O,X,X,X,X,X
OTSIJZL,X,O,O,X,X,O,X,X
OTSIZLJ,O,O,X,X,X,O,X,X
OTSIZJL,X,O,O,X,X,O,X,X
OTSLIJZ,O,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,O,X,X
OTSLJIZ,O,O,O,X,X,X,X,X
OTSLJZI,O,O,O,X,X,X,X,X
OTSLZIJ,O,O,X,X,X,O,X,X
OTSLZJI,O,O,O,X,X,X,X,X
OTSJILZ,X,O,O,X,X,X,X,X
OTSJIZL,X,O,O,X,X,O,X,X
OTSJLIZ,O,O,O,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,X
OTSJZIL,O,O,O,X,X,O,X,X
OTSJZLI,O,O,O,X,X,X,X,X
OTSZILJ,O,O,X,X,X,O,X,X
OTSZIJL,O,O,O,X,X,O,X,X
OTSZLIJ,O,O,X,X,X,O,X,X
OTSZLJI,O,O,O,X,X,X,X,X
OTSZJIL,O,O,O,X,X,O,X,X
OTSZJLI,O,O,O,X,X,X,X,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,O,X,X
OTZIJLS,X,O,O,O,X,X,X,X
OTZIJSL,X,O,O,O,X,O,X,X
OTZISLJ,O,X,X,X,X,O,X,X
OTZISJL,O,X,O,X,X,O,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,X,X,X,X,O,X,X
OTZLJIS,O,O,O,X,X,X,X,X
OTZLJSI,O,O,O,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,O,X,X
OTZLSJI,O,O,O,X,X,X,X,X
OTZJILS,X,O,O,O,X,X,X,X
OTZJISL,X,O,O,O,X,O,X,X
OTZJLIS,O,O,O,O,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,X
OTZJSIL,X,O,O,O,X,O,X,X
OTZJSLI,O,O,O,O,X,X,X,X
OTZSILJ,O,O,X,X,X,O,X,X
OTZSIJL,O,O,O,X,X,O,X,X
OTZSLIJ,O,O,X,X,X,O,X,X
OTZSLJI,O,O,O,X,X,X,X,X
OTZSJIL,O,O,O,X,X,O,X,X
OTZSJLI,O,O,O,X,X,X,X,X
OITLJSZ,X,X,X,X,O,X,X,X
OITLJZS,X,X,X,X,O,X,X,X
OITLSJZ,X,X,X,X,O,X,X,X
OITLSZJ,X,X,X,X,O,O,X,X
OITLZJS,X,X,X,X,O,X,X,X
OITLZSJ,X,X,X,X,O,O,X,X
OITJLSZ,X,X,O,O,X,X,X,X
OITJLZS,X,X,O,O,X,X,X,X
OITJSLZ,X,X,O,O,X,X,X,X
OITJSZL,X,X,O,O,X,O,X,X
OITJZLS,X,X,O,O,X,X,X,X
OITJZSL,X,X,O,O,X,O,X,X
OITSLJZ,X,X,X,X,O,X,X,X
OITSLZJ,X,X,X,X,O,O,X,X
OITSJLZ,X,X,O,X,X,X,X,X
OITSJZL,X,X,O,X,X,O,X,X
OITSZLJ,X,X,X,X,O,O,X,X
OITSZJL,X,X,O,X,X,O,X,X
OITZLJS,X,X,X,X,O,X,X,X
OITZLSJ,X,X,X,X,O,O,X,X
OITZJLS,X,X,O,O,X,X,X,X
OITZJSL,X,X,O,O,X,O,X,X
OITZSLJ,X,X,X,X,O,O,X,X
OITZSJL,X,X,O,X,X,O,X,X
OILTJSZ,X,X,X,X,O,X,X,X
OILTJZS,X,X,X,X,O,X,X,X
OILTSJZ,X,X,X,X,O,X,X,X
OILTSZJ,X,X,X,X,O,O,X,X
OILTZJS,X,X,X,X,O,X,X,X
OILTZSJ,X,X,X,X,O,O,X,X
OILJTSZ,X,X,O,O,O,X,X,X
OILJTZS,X,X,O,O,O,X,X,X
OILJSTZ,X,X,O,O,O,X,X,X
OILJSZT,X,X,O,O,O,X,X,X
OILJZTS,X,X,O,O,O,X,X,X
OILJZST,X,X,O,O,O,X,X,X
OILSTJZ,X,X,X,X,O,X,X,X
OILSTZJ,X,X,X,X,O,O,X,X
OILSJTZ,X,X,O,X,O,X,X,X
OILSJZT,X,X,O,X,O,X,X,X
OILSZTJ,X,X,X,X,O,O,X,X
OILSZJT,X,X,O,X,O,X,X,X
OILZTJS,X,X,X,X,O,X,X,X
OILZTSJ,X,X,X,X,O,O,X,X
OILZJTS,X,X,O,O,O,X,X,X
OILZJST,X,X,O,O,O,X,X,X
OILZSTJ,X,X,X,X,O,O,X,X
OILZSJT,X,X,O,X,O,X,X,X
OIJTLSZ,X,X,O,O,X,X,X,X
