sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
JOZISLT,O,X,O,X,X,X,O,X,X,X
JOZLTIS,X,X,X,X,O,X,X,X,X,X
JOZLTSI,O,O,X,X,O,X,X,X,O,X
JOZLITS,X,X,X,X,X,O,O,X,X,X
JOZLIST,O,O,X,X,X,X,O,X,O,X
JOZLSTI,O,O,X,X,O,X,X,X,O,X
JOZLSIT,O,O,X,X,O,X,X,X,O,X
JOZSTIL,O,O,O,X,O,X,X,X,X,O
JOZSTLI,O,O,O,X,O,X,X,X,X,O
JOZSITL,O,O,X,X,X,X,O,X,X,O
JOZSILT,O,O,O,X,O,X,O,X,X,O
JOZSLTI,O,O,O,X,O,X,X,X,X,O
JOZSLIT,O,O,O,X,O,X,X,X,X,O
STILJZO,O,O,O,O,O,X,X,X,X,X
STILJOZ,O,O,O,O,O,X,X,X,X,X
STILZJO,O,X,O,O,O,X,X,X,X,X
STILZOJ,O,O,X,O,O,X,X,X,X,X
STILOJZ,O,O,O,O,O,X,X,X,X,X
STILOZJ,O,O,X,O,O,X,X,X,X,X
STIJLZO,O,O,O,X,O,X,X,X,X,X
STIJLOZ,O,O,O,X,O,X,X,X,X,X
STIJZLO,O,O,O,X,O,X,X,X,X,X
STIJZOL,O,O,O,X,O,X,X,X,X,X
STIJOLZ,O,O,O,X,O,X,X,X,X,X
STIJOZL,O,O,X,X,O,X,X,X,X,X
STIZLJO,O,O,O,O,O,X,X,X,X,X
STIZLOJ,O,O,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,O,X,X,X,X,X
STIZJOL,O,O,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,O,O,X,X,X,X,X
STIOLJZ,O,O,O,O,O,X,X,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X,X,X
STIOJLZ,O,O,O,O,O,X,X,X,X,X
STIOJZL,O,O,X,O,O,X,X,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X,X,X
STIOZJL,O,O,X,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,O,X,X,X,X,X
STLIJOZ,O,O,O,O,O,X,X,X,X,X
STLIZJO,O,X,O,O,O,X,X,X,X,X
STLIZOJ,O,O,X,O,O,X,X,X,X,X
STLIOJZ,O,O,O,O,O,X,X,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X,X,X
STLJIZO,O,O,O,O,O,X,X,X,X,X
STLJIOZ,O,O,O,O,O,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,X
STLJOIZ,O,O,O,O,O,X,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,X,X,O
STLZIOJ,O,O,O,O,O,X,X,X,X,O
STLZJIO,O,O,O,O,O,X,X,X,X,O
STLZJOI,O,O,O,O,O,X,X,X,X,O
STLZOIJ,O,O,O,O,O,X,X,X,X,O
STLZOJI,O,O,O,O,O,X,X,X,X,O
STLOIJZ,O,O,O,O,O,X,X,X,X,X
STLOIZJ,O,O,X,O,O,X,X,X,X,X
STLOJIZ,O,O,O,O,O,X,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,O
STLOZJI,O,O,X,O,O,X,X,X,X,O
STJILZO,O,O,O,X,O,X,X,O,X,X
STJILOZ,O,O,O,X,O,X,X,O,X,X
STJIZLO,O,O,O,X,O,X,X,X,X,X
STJIZOL,O,O,O,X,O,X,X,X,X,X
STJIOLZ,O,O,O,X,O,X,X,O,X,X
STJIOZL,O,O,X,X,O,X,X,X,X,X
STJLIZO,O,O,O,O,O,X,X,O,X,X
STJLIOZ,O,O,O,O,O,X,X,O,X,X
STJLZIO,O,O,O,O,O,X,X,O,X,X
STJLZOI,O,O,O,O,O,X,X,O,X,X
STJLOIZ,O,O,O,O,O,X,X,O,X,X
STJLOZI,O,O,X,O,O,X,X,O,X,X
STJZILO,O,O,O,O,O,X,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,X,X,O
STJZLIO,O,O,O,O,O,X,X,O,X,O
STJZLOI,O,O,O,O,O,X,X,O,X,O
STJZOIL,O,O,O,O,O,X,X,X,X,O
STJZOLI,O,O,O,O,O,X,X,O,X,O
STJOILZ,O,O,O,O,O,X,X,O,X,X
STJOIZL,O,O,X,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,O,X,X
STJOLZI,O,O,X,O,O,X,X,O,X,X
STJOZIL,O,O,O,O,O,X,X,X,X,O
STJOZLI,O,O,O,O,O,X,X,O,X,O
STZILJO,O,O,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,O,X,X,X,X,X
STZIJOL,O,O,O,O,O,X,X,X,X,O
STZIOLJ,O,O,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,O,O,X,X,X,X,O
STZLIJO,O,O,O,O,O,X,X,X,X,O
STZLIOJ,O,O,O,O,O,X,X,X,X,O
STZLJIO,O,O,O,O,O,X,X,X,X,O
STZLJOI,O,O,O,O,O,X,X,X,X,O
STZLOIJ,O,O,O,O,O,X,X,X,X,O
STZLOJI,O,O,O,O,O,X,X,X,X,O
STZJILO,O,O,O,O,O,X,X,X,X,X
STZJIOL,O,O,O,O,O,X,X,X,X,O
STZJLIO,O,O,O,O,O,X,X,X,X,O
STZJLOI,O,O,O,O,O,X,X,X,X,O
STZJOIL,O,O,O,O,O,X,X,X,X,O
STZJOLI,O,O,O,O,O,X,X,X,X,O
STZOILJ,O,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,O,X,X,X,X,O
STZOLIJ,O,O,O,O,O,X,X,X,X,O
STZOLJI,O,O,O,O,O,X,X,X,X,O
STZOJIL,O,O,O,O,O,X,X,X,X,O
STZOJLI,O,O,O,O,O,X,X,X,X,O
STOILJZ,O,O,O,O,O,X,X,X,X,X
STOILZJ,O,O,X,O,O,X,X,X,X,X
STOIJLZ,O,O,O,O,O,X,X,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,X,X
STOIZLJ,O,O,X,O,O,X,X,X,X,X
STOIZJL,O,O,X,O,O,X,X,X,X,X
STOLIJZ,O,O,O,O,O,X,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X,X
STOLJIZ,O,O,O,O,O,X,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X,O
STOLZJI,O,O,X,O,O,X,X,X,X,O
STOJILZ,O,O,O,O,O,X,X,O,X,X
STOJIZL,O,O,X,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,X,O,X,X
STOJLZI,O,O,X,O,O,X,X,O,X,X
STOJZIL,O,O,O,O,O,X,X,X,X,O
STOJZLI,O,O,O,O,O,X,X,O,X,O
STOZILJ,O,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,O,O,X,X,X,X,O
STOZLIJ,O,O,O,O,O,X,X,X,X,O
STOZLJI,O,O,O,O,O,X,X,X,X,O
STOZJIL,O,O,O,O,O,X,X,X,X,O
STOZJLI,O,O,O,O,O,X,X,X,X,O
SITLJZO,O,O,O,O,O,X,X,X,X,X
SITLJOZ,O,O,O,O,O,X,X,X,X,X
SITLZJO,O,X,O,O,O,X,X,X,X,X
SITLZOJ,O,O,X,O,O,X,X,X,X,X
SITLOJZ,O,O,O,O,O,X,X,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X,X,X
SITJLZO,O,O,O,X,O,X,X,X,X,X
SITJLOZ,O,O,O,X,O,X,X,X,X,X
SITJZLO,O,O,O,X,O,X,X,X,X,X
SITJZOL,O,O,O,X,O,X,X,X,X,X
SITJOLZ,O,O,O,X,O,X,X,X,X,X
SITJOZL,O,O,X,X,O,X,X,X,X,X
SITZLJO,O,O,O,O,O,X,X,X,X,X
SITZLOJ,O,O,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,O,O,X,X,X,X,X
SITZJOL,O,O,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,O,O,X,X,X,X,X
SITOLJZ,O,O,O,O,O,X,X,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X,X,X
SITOJLZ,O,O,O,O,O,X,X,X,X,X
SITOJZL,O,O,X,O,O,X,X,X,X,X
SITOZLJ,O,O,X,O,O,X,X,X,X,X
SITOZJL,O,O,X,O,O,X,X,X,X,X
SILTJZO,O,X,O,O,O,X,X,X,X,X
SILTJOZ,O,O,O,O,O,X,X,X,X,X
SILTZJO,O,X,O,O,O,O,X,X,X,X
SILTZOJ,O,O,X,O,O,O,X,X,X,X
SILTOJZ,O,O,O,O,O,X,X,X,X,X
SILTOZJ,O,O,X,O,O,O,X,X,X,X
SILJTZO,O,X,O,O,X,X,X,X,X,X
SILJTOZ,O,X,O,O,O,X,X,X,X,X
SILJZTO,O,X,O,O,X,X,X,X,X,X
SILJZOT,O,X,O,O,O,X,X,X,X,X
SILJOTZ,O,X,O,O,O,X,X,X,X,X
SILJOZT,O,X,O,O,O,X,X,X,X,X
SILZTJO,O,X,O,O,X,O,X,X,X,O
SILZTOJ,X,X,O,O,X,O,X,X,X,O
SILZJTO,O,X,O,O,X,X,X,X,X,O
SILZJOT,O,X,O,O,O,X,X,X,X,O
SILZOTJ,O,X,X,O,X,O,X,X,X,O
SILZOJT,O,X,O,O,O,X,X,X,X,O
SILOTJZ,X,X,X,O,O,X,X,X,X,X
SILOTZJ,X,X,X,O,O,O,X,X,X,X
SILOJTZ,O,X,O,O,O,X,X,X,X,X
SILOJZT,O,X,O,O,O,X,X,X,X,X
SILOZTJ,X,X,X,O,X,O,X,X,X,O
SILOZJT,X,X,X,O,O,X,X,X,X,O
SIJTLZO,O,X,O,X,O,X,X,O,X,X
SIJTLOZ,O,O,O,X,O,X,X,O,X,X
SIJTZLO,O,X,O,X,O,X,X,X,X,X
SIJTZOL,O,X,O,X,O,X,X,X,X,X
SIJTOLZ,O,O,O,X,O,X,X,O,X,X
SIJTOZL,O,X,X,X,O,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,X,O,X,X
SIJLTOZ,O,X,O,X,O,X,X,O,X,X
SIJLZTO,O,X,O,X,X,X,X,O,X,X
SIJLZOT,O,X,O,X,O,X,X,O,X,X
SIJLOTZ,O,X,O,X,O,X,X,O,X,X
SIJLOZT,O,X,O,X,O,X,X,O,X,X
SIJZTLO,O,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,X,X,X,O
SIJZLTO,O,X,O,X,X,X,X,X,X,O
SIJZLOT,O,X,O,X,O,X,X,X,X,O
SIJZOTL,O,X,X,X,X,X,X,X,X,O
SIJZOLT,O,X,O,X,O,X,X,X,X,O
SIJOTLZ,O,X,X,X,O,X,X,O,X,X
SIJOTZL,O,X,X,X,O,X,X,X,X,X
SIJOLTZ,O,X,O,X,O,X,X,O,X,X
SIJOLZT,O,X,O,X,O,X,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,O
SIJOZLT,O,X,X,X,O,X,X,X,X,O
SIZTLJO,O,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X,X,O
SIZTOLJ,O,O,O,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,O
SIZLTJO,O,O,O,O,X,O,X,X,X,O
SIZLTOJ,O,O,O,X,X,O,X,X,X,O
SIZLJTO,O,O,O,O,X,X,X,X,X,O
SIZLJOT,O,O,O,O,O,X,X,X,X,O
SIZLOTJ,O,O,X,O,X,O,X,X,X,O
SIZLOJT,O,O,O,O,O,X,X,X,X,O
SIZJTLO,O,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X,X,X,O
SIZJLTO,O,O,O,O,X,X,X,X,X,O
SIZJLOT,O,O,O,O,O,X,X,X,X,O
SIZJOTL,O,O,X,O,X,X,X,X,X,O
SIZJOLT,O,O,O,O,O,X,X,X,X,O
SIZOTLJ,O,O,X,O,X,X,X,X,X,X
SIZOTJL,O,O,X,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,O,X,O,X,X,X,O
SIZOLJT,O,O,O,O,O,X,X,X,X,O
SIZOJTL,O,O,X,O,X,X,X,X,X,O
SIZOJLT,O,O,O,O,O,X,X,X,X,O
SIOTLJZ,O,O,X,O,O,X,X,X,X,X
SIOTLZJ,X,O,X,O,O,X,X,X,X,X
SIOTJLZ,O,O,X,O,O,X,X,X,X,X
SIOTJZL,O,O,X,O,O,X,X,X,X,X
SIOTZLJ,X,O,X,O,O,X,X,X,X,X
SIOTZJL,X,O,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,X,X,X,X,X
SIOLTZJ,X,X,X,O,O,O,X,X,X,X
SIOLJTZ,O,X,O,O,O,X,X,X,X,X
SIOLJZT,O,X,O,O,O,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,O,X,X,X,O
SIOLZJT,X,X,X,O,O,X,X,X,X,O
SIOJTLZ,O,X,X,O,O,X,X,O,X,X
SIOJTZL,O,X,X,O,O,X,X,X,X,X
SIOJLTZ,O,X,O,O,O,X,X,O,X,X
SIOJLZT,O,X,O,O,O,X,X,O,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X,O
SIOJZLT,O,X,X,O,O,X,X,X,X,O
SIOZTLJ,X,O,X,O,X,X,X,X,X,X
SIOZTJL,X,O,X,O,X,X,X,X,X,O
SIOZLTJ,X,O,X,O,X,O,X,X,X,O
SIOZLJT,X,O,X,O,O,X,X,X,X,O
SIOZJTL,X,O,X,O,X,X,X,X,X,O
SIOZJLT,X,O,X,O,O,X,X,X,X,O
SLTIJZO,O,O,O,O,O,X,X,X,X,X
SLTIJOZ,O,O,O,O,O,X,X,X,X,X
SLTIZJO,O,X,O,O,O,X,X,X,X,X
SLTIZOJ,O,O,X,O,O,X,X,X,X,X
SLTIOJZ,O,O,O,O,O,X,X,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X,X,X
SLTJIZO,O,O,O,O,O,X,X,X,X,X
SLTJIOZ,O,O,O,O,O,X,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,O,O,X,X,X,X,X
SLTJOZI,O,O,X,O,O,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,X,X,X,O
SLTZIOJ,O,O,O,O,O,X,X,X,X,O
SLTZJIO,O,O,O,O,O,X,X,X,X,O
SLTZJOI,O,O,O,O,O,X,X,X,X,O
SLTZOIJ,O,O,O,O,O,X,X,X,X,O
SLTZOJI,O,O,O,O,O,X,X,X,X,O
SLTOIJZ,O,O,O,O,O,X,X,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X,X,X
SLTOJIZ,O,O,O,O,O,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X,X,O
SLTOZJI,O,O,X,O,O,X,X,X,X,O
SLITJZO,O,X,O,O,O,X,X,X,X,X
SLITJOZ,O,O,O,O,O,X,X,X,X,X
SLITZJO,O,X,O,O,O,O,X,X,X,X
SLITZOJ,O,O,X,O,O,O,X,X,X,X
SLITOJZ,O,O,O,O,O,X,X,X,X,X
SLITOZJ,O,O,X,O,O,O,X,X,X,X
SLIJTZO,O,X,O,O,X,X,X,X,X,X
SLIJTOZ,O,X,O,O,O,X,X,X,X,X
SLIJZTO,O,X,O,O,X,X,X,X,X,X
SLIJZOT,O,X,O,O,O,X,X,X,X,X
SLIJOTZ,O,X,O,O,O,X,X,X,X,X
SLIJOZT,O,X,O,O,O,X,X,X,X,X
SLIZTJO,O,X,O,O,X,O,X,X,X,O
SLIZTOJ,X,X,O,O,X,O,X,X,X,O
SLIZJTO,O,X,O,O,X,X,X,X,X,O
SLIZJOT,O,X,O,O,O,X,X,X,X,O
SLIZOTJ,O,X,X,O,X,O,X,X,X,O
SLIZOJT,O,X,O,O,O,X,X,X,X,O
SLIOTJZ,X,X,X,O,O,X,X,X,X,X
SLIOTZJ,X,X,X,O,O,O,X,X,X,X
SLIOJTZ,O,X,O,O,O,X,X,X,X,X
SLIOJZT,O,X,O,O,O,X,X,X,X,X
SLIOZTJ,X,X,X,O,X,O,X,X,X,O
SLIOZJT,X,X,X,O,O,X,X,X,X,O
SLJTIZO,O,X,O,O,O,X,X,O,X,X
SLJTIOZ,O,X,O,O,O,X,X,O,X,X
SLJTZIO,O,X,O,O,O,X,X,O,X,X
SLJTZOI,O,X,O,O,O,X,X,O,X,X
SLJTOIZ,O,X,O,O,O,X,X,O,X,X
SLJTOZI,O,X,X,O,O,X,X,O,X,X
SLJITZO,O,X,O,O,X,X,X,O,X,X
SLJITOZ,O,X,O,O,O,X,X,O,X,X
SLJIZTO,O,X,O,O,X,X,X,O,X,X
SLJIZOT,O,X,O,O,O,X,X,O,X,X
SLJIOTZ,O,X,O,O,O,X,X,O,X,X
SLJIOZT,O,X,O,O,O,X,X,O,X,X
SLJZTIO,O,X,O,O,X,X,X,O,O,O
SLJZTOI,O,X,O,O,X,X,X,O,X,O
SLJZITO,O,X,O,O,X,X,X,O,O,O
SLJZIOT,O,X,O,O,X,X,X,O,O,O
SLJZOTI,O,X,O,O,O,X,X,O,X,O
SLJZOIT,O,X,O,O,O,X,X,O,O,O
SLJOTIZ,O,X,O,O,O,X,X,O,X,X
SLJOTZI,O,X,X,O,O,X,X,O,X,X
SLJOITZ,O,X,O,O,O,X,X,O,X,X
SLJOIZT,O,X,O,O,O,X,X,O,X,X
SLJOZTI,O,X,O,O,O,X,X,O,O,O
SLJOZIT,O,X,O,O,O,X,X,O,O,O
SLZTIJO,O,O,O,O,O,X,X,X,O,O
SLZTIOJ,O,O,O,O,O,X,X,X,O,O
SLZTJIO,O,O,O,O,O,X,X,X,O,O
SLZTJOI,O,O,O,O,O,X,X,X,O,O
SLZTOIJ,O,O,O,O,O,X,X,X,O,O
SLZTOJI,O,O,O,O,O,X,X,X,O,O
SLZITJO,O,O,O,O,X,O,X,X,O,O
SLZITOJ,O,O,O,O,X,O,X,X,O,O
SLZIJTO,O,O,O,O,X,X,X,X,O,O
SLZIJOT,O,O,O,O,O,X,X,X,O,O
SLZIOTJ,O,O,X,O,X,O,X,X,O,O
SLZIOJT,O,O,O,O,O,X,X,X,O,O
SLZJTIO,O,O,O,O,X,X,X,X,O,O
SLZJTOI,O,O,O,O,X,X,X,X,O,O
SLZJITO,O,O,O,O,X,X,X,X,O,O
SLZJIOT,O,O,O,O,X,X,X,X,O,O
SLZJOTI,O,O,O,O,O,X,X,X,X,O
SLZJOIT,O,O,O,O,O,X,X,X,O,O
SLZOTIJ,O,O,O,O,O,X,X,X,O,O
SLZOTJI,O,O,O,O,O,X,X,X,O,O
SLZOITJ,O,O,X,O,X,O,X,X,O,O
SLZOIJT,O,O,O,O,O,X,X,X,O,O
SLZOJTI,O,O,O,O,O,X,X,X,X,O
SLZOJIT,O,O,O,O,O,X,X,X,O,O
SLOTIJZ,O,O,O,O,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,O,X,X,X,X,X
SLOTJIZ,O,O,O,O,O,X,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X,X,O
SLOTZJI,O,O,X,O,O,X,X,X,X,O
SLOITJZ,X,X,X,O,O,X,X,X,X,X
SLOITZJ,X,X,X,O,O,O,X,X,X,X
SLOIJTZ,O,X,O,O,O,X,X,X,X,X
SLOIJZT,O,X,O,O,O,X,X,X,X,X
SLOIZTJ,X,X,X,O,X,O,X,X,X,O
SLOIZJT,X,X,X,O,O,X,X,X,X,O
SLOJTIZ,O,X,O,O,O,X,X,O,X,X
SLOJTZI,O,X,X,O,O,X,X,O,X,X
SLOJITZ,O,X,O,O,O,X,X,O,X,X
SLOJIZT,O,X,O,O,O,X,X,O,X,X
SLOJZTI,O,X,O,O,O,X,X,O,O,O
SLOJZIT,O,X,O,O,O,X,X,O,O,O
SLOZTIJ,O,O,O,O,O,X,X,X,O,O
SLOZTJI,O,O,O,O,O,X,X,X,O,O
SLOZITJ,O,O,X,O,X,O,X,X,O,O
SLOZIJT,O,O,O,O,O,X,X,X,O,O
SLOZJTI,O,O,O,O,O,X,X,X,O,O
SLOZJIT,O,O,O,O,O,X,X,X,O,O
SJTILZO,O,O,O,X,O,X,X,O,X,X
SJTILOZ,O,O,O,X,O,X,X,O,X,X
SJTIZLO,O,O,O,X,O,X,X,X,X,X
SJTIZOL,O,O,O,X,O,X,X,X,X,X
SJTIOLZ,O,O,O,X,O,X,X,O,X,X
SJTIOZL,O,O,X,X,O,X,X,X,X,X
SJTLIZO,O,O,O,O,O,X,X,O,X,X
SJTLIOZ,O,O,O,O,O,X,X,O,X,X
SJTLZIO,O,O,O,O,O,X,X,O,X,X
SJTLZOI,O,O,O,O,O,X,X,O,X,X
SJTLOIZ,O,O,O,O,O,X,X,O,X,X
SJTLOZI,O,O,X,O,O,X,X,O,X,X
SJTZILO,O,O,O,O,O,X,X,X,X,X
SJTZIOL,O,O,O,O,O,X,X,X,X,O
SJTZLIO,O,O,O,O,O,X,X,O,X,O
SJTZLOI,O,O,O,O,O,X,X,O,X,O
SJTZOIL,O,O,O,O,O,X,X,X,X,O
SJTZOLI,O,O,O,O,O,X,X,O,X,O
SJTOILZ,O,O,O,O,O,X,X,O,X,X
SJTOIZL,O,O,X,O,O,X,X,X,X,X
SJTOLIZ,O,O,O,O,O,X,X,O,X,X
SJTOLZI,O,O,X,O,O,X,X,O,X,X
SJTOZIL,O,O,O,O,O,X,X,X,X,O
SJTOZLI,O,O,O,O,O,X,X,O,X,O
SJITLZO,O,X,O,X,O,X,X,O,X,X
SJITLOZ,O,O,O,X,O,X,X,O,X,X
SJITZLO,O,X,O,X,O,X,X,X,X,X
SJITZOL,O,X,O,X,O,X,X,X,X,X
SJITOLZ,O,O,O,X,O,X,X,O,X,X
SJITOZL,O,X,X,X,O,X,X,X,X,X
SJILTZO,O,X,O,X,X,X,X,O,X,X
SJILTOZ,O,X,O,X,O,X,X,O,X,X
SJILZTO,O,X,O,X,X,X,X,O,X,X
SJILZOT,O,X,O,X,O,X,X,O,X,X
SJILOTZ,O,X,O,X,O,X,X,O,X,X
SJILOZT,O,X,O,X,O,X,X,O,X,X
SJIZTLO,O,X,O,X,X,X,X,X,X,X
SJIZTOL,O,X,O,X,X,X,X,X,X,O
SJIZLTO,O,X,O,X,X,X,X,X,X,O
SJIZLOT,O,X,O,X,O,X,X,X,X,O
SJIZOTL,O,X,X,X,X,X,X,X,X,O
SJIZOLT,O,X,O,X,O,X,X,X,X,O
SJIOTLZ,O,X,X,X,O,X,X,O,X,X
SJIOTZL,O,X,X,X,O,X,X,X,X,X
SJIOLTZ,O,X,O,X,O,X,X,O,X,X
SJIOLZT,O,X,O,X,O,X,X,O,X,X
SJIOZTL,O,X,X,X,X,X,X,X,X,O
SJIOZLT,O,X,X,X,O,X,X,X,X,O
SJLTIZO,O,X,O,O,O,X,X,O,X,X
SJLTIOZ,O,X,O,O,O,X,X,O,X,X
SJLTZIO,O,X,O,O,O,X,X,O,X,X
SJLTZOI,O,X,O,O,O,X,X,O,X,X
SJLTOIZ,O,X,O,O,O,X,X,O,X,X
SJLTOZI,O,X,X,O,O,X,X,O,X,X
SJLITZO,O,X,O,O,X,X,X,O,X,X
SJLITOZ,O,X,O,O,O,X,X,O,X,X
SJLIZTO,O,X,O,O,X,X,X,O,X,X
SJLIZOT,O,X,O,O,O,X,X,O,X,X
SJLIOTZ,O,X,O,O,O,X,X,O,X,X
SJLIOZT,O,X,O,O,O,X,X,O,X,X
SJLZTIO,O,X,O,O,X,X,X,O,O,O
SJLZTOI,O,X,O,O,X,X,X,O,X,O
SJLZITO,O,X,O,O,X,X,X,O,O,O
SJLZIOT,O,X,O,O,X,X,X,O,O,O
SJLZOTI,O,X,O,O,O,X,X,O,X,O
SJLZOIT,O,X,O,O,O,X,X,O,O,O
SJLOTIZ,O,X,O,O,O,X,X,O,X,X
SJLOTZI,O,X,X,O,O,X,X,O,X,X
SJLOITZ,O,X,O,O,O,X,X,O,X,X
SJLOIZT,O,X,O,O,O,X,X,O,X,X
SJLOZTI,O,X,O,O,O,X,X,O,O,O
SJLOZIT,O,X,O,O,O,X,X,O,O,O
SJZTILO,O,O,O,X,O,X,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X,O
SJZTLIO,O,O,O,O,X,X,X,O,X,O
SJZTLOI,O,O,O,O,O,X,X,O,X,O
SJZTOIL,O,O,O,O,O,X,X,X,X,O
SJZTOLI,O,O,O,O,O,X,X,O,X,O
SJZITLO,O,O,O,X,X,X,O,X,X,X
SJZITOL,O,O,O,X,X,X,O,X,X,O
SJZILTO,O,O,O,O,X,X,O,X,X,O
SJZILOT,O,O,O,O,O,X,O,X,X,O
SJZIOTL,O,O,X,O,X,X,O,X,X,O
SJZIOLT,O,O,O,O,O,X,O,X,X,O
SJZLTIO,O,O,O,O,X,X,X,O,X,O
SJZLTOI,O,O,O,O,X,X,X,O,X,O
SJZLITO,O,O,O,O,X,X,X,O,X,O
SJZLIOT,O,O,O,O,X,X,X,O,X,O
SJZLOTI,O,O,O,O,O,X,X,O,X,O
SJZLOIT,O,O,O,O,O,X,X,O,X,O
SJZOTIL,O,O,O,O,O,X,X,X,X,O
SJZOTLI,O,O,O,O,O,X,X,O,X,O
SJZOITL,O,O,X,O,X,X,O,X,X,O
SJZOILT,O,O,O,O,O,X,O,X,X,O
SJZOLTI,O,O,O,O,O,X,X,O,X,O
SJZOLIT,O,O,O,O,O,X,X,O,X,O
SJOTILZ,O,O,O,O,O,X,X,O,X,X
SJOTIZL,O,O,X,O,O,X,X,X,X,X
SJOTLIZ,O,O,O,O,O,X,X,O,X,X
SJOTLZI,O,O,X,O,O,X,X,O,X,X
SJOTZIL,O,O,O,O,O,X,X,X,X,O
SJOTZLI,O,O,O,O,O,X,X,O,X,O
SJOITLZ,O,X,X,O,O,X,X,O,X,X
SJOITZL,O,X,X,O,O,X,X,X,X,X
SJOILTZ,O,X,O,O,O,X,X,O,X,X
SJOILZT,O,X,O,O,O,X,X,O,X,X
SJOIZTL,O,X,X,O,X,X,X,X,X,O
SJOIZLT,O,X,X,O,O,X,X,X,X,O
SJOLTIZ,O,X,O,O,O,X,X,O,X,X
SJOLTZI,O,X,X,O,O,X,X,O,X,X
SJOLITZ,O,X,O,O,O,X,X,O,X,X
