sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
JZLITSO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,O,O,X,X,X,X,O,X
JZLISOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JZLIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,X,X,O,X,X,X,X,X,O,X
JZLSTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZLSTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZLSITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JZLSIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JZLSOTI,X,X,O,O,X,X,X,X,X,O,X,X,X
JZLSOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JZLOTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZLOITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,O,X,X,X,X,X,X,X
JZLOSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSTILO,O,O,O,O,X,O,O,X,X,X,O,X,X
JZSTIOL,O,O,O,O,X,X,O,X,X,O,O,X,X
JZSTLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSTLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSTOIL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSTOLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSITLO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZSILTO,O,O,X,O,X,O,O,X,X,O,X,O,X
JZSILOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JZSIOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZSIOLT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSLITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JZSLIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JZSLOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSLOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSOTIL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSOITL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZSOILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSOLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZSOLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOTILS,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOTSIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOITSL,X,O,O,O,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,O,X,X,X,X,X,X,X
JZOISTL,X,X,X,O,X,X,O,X,X,X,X,X,X
JZOISLT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOLITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,O,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOLSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOSTIL,O,O,O,O,X,X,O,X,X,O,X,X,X
JZOSTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOSITL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOTILSZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X,X,O,X,X
JOTISLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOTISZL,X,X,X,X,O,X,X,O,X,X,O,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,X,O,X,X
JOTIZSL,O,X,O,X,O,X,X,X,X,X,O,X,X
JOTLISZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOTLSZI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOTLZIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOTSILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JOTSIZL,O,X,X,O,O,X,X,O,X,X,O,X,X
JOTSLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOTSLZI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOTSZIL,O,X,O,O,O,X,X,X,X,O,X,X,X
JOTSZLI,O,X,O,O,O,X,X,X,X,O,X,X,X
JOTZILS,O,O,O,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,O,O,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOTZSIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,O,O,X,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOITSZL,X,X,X,X,X,X,X,O,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,X,O,X,O,X,O,X
JOILTZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,O,X,X,O,X,O,X,O,O
JOILSZT,O,O,X,X,O,X,X,X,X,O,X,O,O
JOILZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JOISTLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
JOISTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JOISLTZ,O,X,X,X,O,X,X,O,X,O,X,X,O
JOISLZT,O,O,X,X,O,X,X,X,X,O,X,X,O
JOISZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JOISZLT,O,X,X,X,O,X,X,X,X,O,X,X,O
JOIZTLS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,O,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JOLITSZ,O,X,X,X,X,X,X,O,X,O,X,O,X
JOLITZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
JOLISZT,O,O,X,X,X,X,X,X,X,O,X,O,O
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,X,X,X,X,O,X
JOLSTIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X,O,X,O,X,O,O
JOLSIZT,O,O,X,O,X,X,X,X,X,O,X,O,O
JOLSZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLZITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JOLZIST,O,O,O,O,X,O,X,X,X,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSTILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JOSTIZL,O,X,X,O,O,X,X,O,X,X,O,X,X
JOSTLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
JOSTLZI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOSTZIL,O,X,O,O,O,X,X,X,X,O,X,X,X
JOSTZLI,O,X,O,O,O,X,X,X,X,O,X,X,X
JOSITLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
JOSITZL,O,X,X,X,X,X,X,O,X,X,X,X,O
JOSILTZ,O,X,X,X,O,X,X,O,X,O,X,O,O
JOSILZT,O,O,X,X,O,X,X,X,X,O,X,O,O
JOSIZTL,O,X,X,O,X,X,X,X,X,O,X,X,O
JOSIZLT,O,X,X,O,O,X,X,X,X,O,X,X,O
JOSLTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JOSLTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
JOSLITZ,O,X,X,X,O,X,X,O,X,O,X,O,O
JOSLIZT,O,O,X,O,O,X,X,X,X,O,X,O,O
JOSLZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSZITL,O,X,X,O,X,X,X,X,X,O,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZTILS,O,O,O,O,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZTSIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JOZILST,O,O,O,O,X,O,X,X,X,X,X,X,X
JOZISTL,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZLITS,O,O,O,X,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,O,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZLSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZSTIL,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZSTLI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,O,X,X,X
STILJZO,O,X,X,O,O,X,X,X,X,X,O,O,X
STILJOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
STILZJO,X,X,X,O,O,X,O,X,X,X,X,X,X
STILZOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
STILOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
STILOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
STIJLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
STIJLOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
STIJZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
STIJZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
STIJOLZ,O,X,X,X,O,X,X,O,O,X,O,X,X
STIJOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
STIZLJO,X,X,X,O,O,X,O,X,X,X,X,X,X
STIZLOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
STIZJLO,X,X,X,O,O,X,O,X,X,X,O,X,X
STIZJOL,X,X,X,O,X,X,O,X,X,X,O,X,X
STIZOLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
STIZOJL,X,X,X,O,X,X,O,O,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
STIOLZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
STIOJLZ,O,X,X,X,O,X,X,O,O,X,O,X,O
STIOJZL,O,X,X,X,X,X,O,O,X,X,O,X,O
STIOZLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
STIOZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
STLIJZO,O,X,X,O,O,X,X,X,X,O,O,O,X
STLIJOZ,O,X,X,X,O,X,X,X,O,O,O,O,X
STLIZJO,X,X,X,O,O,X,O,X,X,O,X,X,X
STLIZOJ,X,X,X,O,X,X,O,X,O,O,X,X,X
STLIOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
STLIOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
STLJIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
STLJIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
STLJZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
STLJZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
STLJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,X,X,O,O,X,O,X,X,O,X,X,X
STLZIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
STLZJIO,O,O,X,O,O,X,O,X,X,O,X,X,X
STLZJOI,O,X,X,O,X,X,X,X,X,O,X,X,X
STLZOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
STLOIJZ,O,X,X,X,O,X,X,O,X,X,X,X,X
STLOIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
STLOJZI,O,X,X,X,O,X,X,X,X,O,X,X,X
STLOZIJ,X,X,X,O,O,X,X,O,X,O,X,X,X
STLOZJI,O,X,X,O,O,X,X,X,X,O,X,X,X
STJILZO,O,X,X,X,O,X,X,X,X,X,O,O,X
STJILOZ,O,X,X,X,O,X,X,X,X,X,O,O,X
STJIZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
STJIZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
STJIOLZ,O,X,X,X,O,X,X,O,X,X,O,X,X
STJIOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
STJLIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
STJLIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
STJLZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
STJLZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
STJLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
STJZILO,O,X,O,O,O,O,O,X,X,X,O,X,X
STJZIOL,O,X,O,O,X,X,O,X,X,O,O,X,X
STJZLIO,O,X,O,O,O,X,O,X,X,O,X,X,X
STJZLOI,X,X,O,O,X,X,X,X,X,O,X,X,X
STJZOIL,O,X,O,O,X,X,O,X,X,O,X,X,X
STJZOLI,O,X,O,O,X,X,X,X,X,O,X,X,X
STJOILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
STJOIZL,O,X,X,X,X,X,X,O,X,X,O,X,X
STJOLIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,O,X,X,X
STJOZIL,O,X,O,X,X,X,X,X,X,O,X,X,X
STJOZLI,O,X,O,X,X,X,X,X,X,O,X,X,X
STZILJO,O,X,O,O,O,O,O,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,O,O,O,O,O,X,X,X,O,X,X
STZIJOL,O,X,O,O,X,X,O,X,X,O,O,X,X
STZIOLJ,O,X,X,X,X,X,O,O,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,O,O,X,X,X,X,X
STZLIJO,O,X,X,O,O,X,O,X,X,O,X,X,X
STZLIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
STZLJIO,O,O,O,O,O,X,O,X,X,O,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
STZJILO,O,O,O,O,O,O,O,X,X,X,O,X,X
STZJIOL,O,O,O,O,X,X,O,X,X,O,O,X,X
STZJLIO,O,O,O,O,O,X,O,X,X,O,X,X,X
STZJLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
STZJOIL,O,O,O,O,X,X,O,X,X,O,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,X,O,X,X,X
STZOILJ,O,O,X,O,X,X,O,O,X,X,X,X,X
STZOIJL,O,O,X,O,X,X,O,O,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X,O,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,X,O,X,X,O,X,X,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
STOILZJ,X,X,X,O,O,X,O,O,X,X,X,X,X
STOIJLZ,O,X,X,X,O,X,X,O,X,X,O,X,O
STOIJZL,O,X,X,O,O,X,O,O,X,X,O,X,O
STOIZLJ,X,X,X,O,O,X,O,O,X,X,X,X,X
STOIZJL,X,X,X,O,O,X,O,O,X,X,X,X,X
STOLIJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
STOLIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
STOLJIZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STOLJZI,O,X,X,O,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,O,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
STOJIZL,O,X,X,O,O,X,X,O,X,X,O,X,X
STOJLIZ,O,X,X,O,O,X,X,O,X,X,X,X,X
STOJLZI,O,X,X,O,O,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,O,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,O,X,O,O,X,X,X,X,X
STOZIJL,O,O,X,O,O,X,O,O,X,X,X,X,X
STOZLIJ,O,O,X,O,O,X,X,O,X,X,X,X,X
STOZLJI,O,O,X,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,O,X,O,X,X,X,X,X,X
STOZJLI,O,O,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,O,X,X,X,X,X,O,O,X
SITLJOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
SITLZJO,X,X,X,O,O,X,O,X,X,X,X,X,X
SITLZOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
SITLOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
SITLOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
SITJLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
SITJLOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
SITJZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
SITJZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
SITJOLZ,O,X,X,X,O,X,X,O,O,X,O,X,X
SITJOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
SITZLJO,X,X,X,O,O,X,O,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
SITZJLO,X,X,X,O,O,X,O,X,X,X,O,X,X
SITZJOL,X,X,X,O,X,X,O,X,X,X,O,X,X
SITZOLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
SITZOJL,X,X,X,O,X,X,O,O,X,X,X,X,X
SITOLJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
SITOLZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
SITOJLZ,O,X,X,X,O,X,X,O,O,X,O,X,O
SITOJZL,O,X,X,X,X,X,O,O,X,X,O,X,O
SITOZLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
SITOZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
SILTJZO,O,X,X,X,O,X,X,X,X,O,X,O,X
SILTJOZ,O,X,X,X,O,X,X,X,O,O,X,O,X
SILTZJO,X,X,X,X,O,X,X,X,X,O,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
SILTOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
SILJTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
SILJTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
SILJZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
SILJZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
SILJOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
SILJOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
SILZTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
SILZTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
SILZJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
SILZJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
SILZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
SILOTJZ,X,X,X,X,O,X,X,O,O,X,X,X,O
SILOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,O,O,X,X,O,O
SILOJZT,X,X,X,X,O,X,X,X,X,X,X,O,O
SILOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJTLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
SIJTLOZ,O,X,X,X,X,X,X,X,O,X,O,O,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,O,X,X,X,X,X,X,O,O,X,O,X,X
SIJTOZL,O,X,X,X,X,X,X,O,X,X,O,X,X
SIJLTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
SIJLTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
SIJLZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
SIJLZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
SIJLOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
SIJLOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
SIJZTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,O,X,X,O,X,X,X
SIJZLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
SIJZLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
SIJZOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,O,O,X,X,X,O
SIJOTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
SIJOLTZ,O,X,X,X,X,X,X,O,O,O,X,O,O
SIJOLZT,O,X,X,X,O,X,X,X,X,O,X,O,O
SIJOZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
SIJOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
SIZTLJO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,O,X,O,X,X,X,X
SIZTJLO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJOL,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZTOLJ,O,X,X,X,X,X,O,O,O,X,X,X,X
SIZTOJL,O,X,X,O,X,X,O,O,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
SIZLJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
SIZLJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
SIZLOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
SIZJTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZJLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
SIZJLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
