sequence,v115@FhC8EeF8CeG8BeF8Jei6IvhFzbBWiBxdBFlBXmBUqB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUhBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFXcBxdBCiBFlB8qBOqB,v115@FhC8EeF8CeG8BeF8JeT6IvhFxbB8hBCeBmgBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUhBFlB3qB
LSIZTJO,O,X,X,O,O,O,O
LSIZTOJ,O,X,X,O,O,O,O
LSIZJTO,O,X,X,O,O,O,O
LSIZJOT,O,X,X,O,X,O,O
LSIZOTJ,X,X,X,O,O,O,O
LSIZOJT,O,X,X,O,X,O,O
LSIOTJZ,O,X,X,O,X,O,O
LSIOTZJ,O,X,X,X,X,O,O
LSIOJTZ,O,X,X,O,X,X,O
LSIOJZT,O,X,X,O,X,O,O
LSIOZTJ,X,X,X,O,O,O,O
LSIOZJT,O,X,X,O,X,O,O
LSJTIZO,O,X,X,O,X,O,O
LSJTIOZ,O,X,X,O,X,O,O
LSJTZIO,O,X,X,O,X,O,O
LSJTZOI,O,X,X,O,X,O,O
LSJTOIZ,O,X,X,O,X,O,O
LSJTOZI,O,X,X,O,X,O,O
LSJITZO,O,X,X,O,X,X,O
LSJITOZ,O,X,X,O,X,X,O
LSJIZTO,O,O,X,O,O,O,O
LSJIZOT,O,O,X,O,X,O,O
LSJIOTZ,O,X,X,O,X,X,O
LSJIOZT,O,O,X,O,X,O,O
LSJZTIO,O,O,X,O,O,O,O
LSJZTOI,O,O,X,O,O,O,O
LSJZITO,O,O,X,O,O,O,O
LSJZIOT,O,O,X,O,X,O,O
LSJZOTI,X,O,X,O,X,O,O
LSJZOIT,O,O,X,O,X,O,O
LSJOTIZ,O,X,X,O,X,O,O
LSJOTZI,O,X,X,O,X,O,O
LSJOITZ,O,X,X,O,X,X,O
LSJOIZT,O,O,X,O,X,O,O
LSJOZTI,X,O,X,O,X,O,O
LSJOZIT,O,O,X,O,X,O,O
LSZTIJO,O,O,X,O,O,O,O
LSZTIOJ,O,O,X,O,O,O,O
LSZTJIO,O,O,X,O,O,O,O
LSZTJOI,O,O,X,O,O,O,O
LSZTOIJ,O,O,X,O,O,O,O
LSZTOJI,O,O,X,O,O,O,O
LSZITJO,O,X,X,O,O,O,O
LSZITOJ,O,X,X,O,O,O,O
LSZIJTO,O,X,X,O,O,O,O
LSZIJOT,O,X,X,O,X,O,O
LSZIOTJ,X,X,X,O,O,O,O
LSZIOJT,O,X,X,O,X,O,O
LSZJTIO,O,O,X,O,O,O,O
LSZJTOI,O,O,X,O,O,O,O
LSZJITO,O,O,X,O,O,O,O
LSZJIOT,O,O,X,O,X,O,O
LSZJOTI,X,O,X,O,X,O,O
LSZJOIT,O,O,X,O,X,O,O
LSZOTIJ,X,O,X,O,O,O,O
LSZOTJI,X,O,X,O,O,O,O
LSZOITJ,X,X,X,O,O,O,O
LSZOIJT,O,X,X,O,X,O,O
LSZOJTI,X,O,X,O,X,O,O
LSZOJIT,O,O,X,O,X,O,O
LSOTIJZ,O,X,X,O,X,O,O
LSOTIZJ,O,X,X,X,X,O,O
LSOTJIZ,O,X,X,O,X,O,O
LSOTJZI,O,X,X,O,X,O,O
LSOTZIJ,O,O,X,O,X,O,O
LSOTZJI,O,O,X,O,X,O,O
LSOITJZ,O,X,X,O,X,O,O
LSOITZJ,O,X,X,X,X,O,O
LSOIJTZ,O,X,X,O,X,X,O
LSOIJZT,O,X,X,O,X,O,O
LSOIZTJ,X,X,X,O,O,O,O
LSOIZJT,O,X,X,O,X,O,O
LSOJTIZ,O,X,X,O,X,O,O
LSOJTZI,O,X,X,O,X,O,O
LSOJITZ,O,X,X,O,X,X,O
LSOJIZT,O,O,X,O,X,O,O
LSOJZTI,X,O,X,O,X,O,O
LSOJZIT,O,O,X,O,X,O,O
LSOZTIJ,X,O,X,O,O,O,O
LSOZTJI,X,O,X,O,O,O,O
LSOZITJ,X,X,X,O,O,O,O
LSOZIJT,O,X,X,O,X,O,O
LSOZJTI,X,O,X,O,X,O,O
LSOZJIT,O,O,X,O,X,O,O
LZTIJSO,O,O,O,O,O,O,O
LZTIJOS,X,O,O,O,O,O,O
LZTISJO,O,O,O,O,O,O,O
LZTISOJ,O,O,O,O,O,O,O
LZTIOJS,X,O,O,O,O,O,O
LZTIOSJ,X,O,O,O,O,O,O
LZTJISO,O,O,O,O,O,O,O
LZTJIOS,X,O,O,O,O,O,O
LZTJSIO,O,O,O,O,O,O,O
LZTJSOI,O,O,O,O,O,O,O
LZTJOIS,X,O,O,O,O,O,O
LZTJOSI,X,O,O,O,O,O,O
LZTSIJO,O,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O,O
LZTSOJI,O,O,O,O,O,O,O
LZTOIJS,X,O,O,O,O,O,O
LZTOISJ,X,O,O,O,O,O,O
LZTOJIS,X,O,O,O,O,O,O
LZTOJSI,X,O,O,O,O,O,O
LZTOSIJ,X,O,O,O,O,O,O
LZTOSJI,X,O,O,O,O,O,O
LZITJSO,O,O,O,O,O,O,O
LZITJOS,X,O,O,O,O,O,O
LZITSJO,O,O,O,O,O,O,O
LZITSOJ,O,O,O,O,O,O,O
LZITOJS,X,O,O,O,O,O,O
LZITOSJ,X,O,O,O,O,O,O
LZIJTSO,O,O,O,X,O,O,O
LZIJTOS,X,O,O,O,O,O,O
LZIJSTO,O,O,X,X,O,O,O
LZIJSOT,O,O,O,O,X,O,O
LZIJOTS,X,O,O,O,O,O,O
LZIJOST,X,O,O,O,X,O,O
LZISTJO,O,X,X,O,O,O,O
LZISTOJ,O,X,X,O,O,O,O
LZISJTO,O,X,X,O,O,O,O
LZISJOT,O,X,O,O,X,O,O
LZISOTJ,X,X,X,O,O,O,O
LZISOJT,O,X,O,O,X,O,O
LZIOTJS,X,O,O,O,O,O,O
LZIOTSJ,X,O,O,O,O,O,X
LZIOJTS,X,O,O,O,O,O,O
LZIOJST,X,O,O,O,X,O,O
LZIOSTJ,X,X,X,O,O,O,X
LZIOSJT,X,X,O,O,X,O,O
LZJTISO,O,O,O,O,O,O,O
LZJTIOS,X,O,O,O,O,O,O
LZJTSIO,O,O,O,O,O,O,O
LZJTSOI,O,O,O,O,O,O,O
LZJTOIS,X,O,O,O,O,O,O
LZJTOSI,X,O,O,O,O,O,O
LZJITSO,O,O,O,O,O,O,O
LZJITOS,X,O,O,O,O,O,O
LZJISTO,O,O,X,O,O,O,O
LZJISOT,O,O,O,O,X,O,O
LZJIOTS,X,O,O,O,O,O,O
LZJIOST,X,O,O,O,X,O,O
LZJSTIO,O,O,X,O,O,O,O
LZJSTOI,O,O,X,O,O,O,O
LZJSITO,O,O,X,O,O,O,O
LZJSIOT,O,O,O,O,X,O,O
LZJSOTI,X,O,X,O,X,O,O
LZJSOIT,O,O,O,O,X,O,O
LZJOTIS,X,O,O,O,O,O,O
LZJOTSI,X,O,O,O,O,O,X
LZJOITS,X,O,O,O,O,O,O
LZJOIST,X,O,O,O,X,O,O
LZJOSTI,X,O,X,O,X,O,X
LZJOSIT,X,O,O,O,X,O,O
LZSTIJO,O,O,O,O,O,O,O
LZSTIOJ,O,O,O,O,O,O,O
LZSTJIO,O,O,O,O,O,O,O
LZSTJOI,O,O,O,O,O,O,O
LZSTOIJ,O,O,O,O,O,O,O
LZSTOJI,O,O,O,O,O,O,O
LZSITJO,O,X,X,O,O,O,O
LZSITOJ,O,X,X,O,O,O,O
LZSIJTO,O,X,X,O,O,O,O
LZSIJOT,O,X,O,O,X,O,O
LZSIOTJ,X,X,X,O,O,O,O
LZSIOJT,O,X,O,O,X,O,O
LZSJTIO,O,O,X,O,O,O,O
LZSJTOI,O,O,X,O,O,O,O
LZSJITO,O,O,X,O,O,O,O
LZSJIOT,O,O,O,O,X,O,O
LZSJOTI,X,O,X,O,X,O,O
LZSJOIT,O,O,O,O,X,O,O
LZSOTIJ,X,O,O,O,O,O,O
LZSOTJI,X,O,O,O,O,O,O
LZSOITJ,X,X,X,O,O,O,O
LZSOIJT,O,X,O,O,X,O,O
LZSOJTI,X,O,X,O,X,O,O
LZSOJIT,O,O,O,O,X,O,O
LZOTIJS,X,O,O,O,O,O,O
LZOTISJ,X,O,O,O,O,O,X
LZOTJIS,X,O,O,O,O,O,O
LZOTJSI,X,O,O,O,O,O,X
LZOTSIJ,X,O,O,O,O,O,X
LZOTSJI,X,O,O,O,O,O,X
LZOITJS,X,O,O,O,O,O,O
LZOITSJ,X,O,O,O,O,O,X
LZOIJTS,X,O,O,O,O,O,O
LZOIJST,X,O,O,O,X,O,O
LZOISTJ,X,X,X,O,O,O,X
LZOISJT,X,X,O,O,X,O,O
LZOJTIS,X,O,O,O,O,O,O
LZOJTSI,X,O,O,O,O,O,X
LZOJITS,X,O,O,O,O,O,O
LZOJIST,X,O,O,O,X,O,O
LZOJSTI,X,O,X,O,X,O,X
LZOJSIT,X,O,O,O,X,O,O
LZOSTIJ,X,O,O,O,O,O,X
LZOSTJI,X,O,O,O,O,O,X
LZOSITJ,X,X,X,O,O,O,X
LZOSIJT,X,X,O,O,X,O,O
LZOSJTI,X,O,X,O,X,O,X
LZOSJIT,X,O,O,O,X,O,O
LOTIJSZ,O,X,X,O,X,X,O
LOTIJZS,X,X,O,O,X,O,O
LOTISJZ,O,X,X,X,X,X,O
LOTISZJ,O,X,X,X,X,X,X
LOTIZJS,X,O,O,X,O,O,O
LOTIZSJ,X,O,O,X,O,O,O
LOTJISZ,O,X,X,O,X,X,O
LOTJIZS,X,O,O,O,X,O,O
LOTJSIZ,O,X,X,O,X,X,O
LOTJSZI,O,X,X,O,X,O,X
LOTJZIS,X,O,O,O,X,O,O
LOTJZSI,X,O,O,O,X,O,O
LOTSIJZ,O,X,X,O,X,O,O
LOTSIZJ,O,X,X,X,X,O,X
LOTSJIZ,O,X,X,O,X,O,O
LOTSJZI,O,X,X,O,X,O,X
LOTSZIJ,O,O,X,O,X,O,O
LOTSZJI,O,O,X,O,X,O,O
LOTZIJS,X,O,O,O,O,O,O
LOTZISJ,X,O,O,O,O,O,O
LOTZJIS,X,O,O,O,O,O,O
LOTZJSI,X,O,O,O,O,O,O
LOTZSIJ,X,O,O,O,O,O,O
LOTZSJI,X,O,O,O,O,O,O
LOITJSZ,O,X,X,O,X,X,O
LOITJZS,X,X,O,O,X,O,O
LOITSJZ,O,X,X,X,X,X,O
LOITSZJ,O,X,X,X,X,X,X
LOITZJS,X,O,O,X,O,O,O
LOITZSJ,X,O,O,X,O,O,O
LOIJTSZ,O,X,X,O,X,X,O
LOIJTZS,X,O,O,O,X,X,O
LOIJSTZ,O,X,X,O,X,X,O
LOIJSZT,O,O,X,O,X,X,O
LOIJZTS,X,O,O,O,O,X,O
LOIJZST,X,O,O,O,X,X,O
LOISTJZ,O,X,X,O,X,O,O
LOISTZJ,O,X,X,X,X,O,O
LOISJTZ,O,X,X,O,X,X,O
LOISJZT,O,X,X,O,X,O,O
LOISZTJ,X,X,X,O,O,O,O
LOISZJT,O,X,X,O,X,O,O
LOIZTJS,X,O,O,O,O,O,O
LOIZTSJ,X,O,O,O,O,O,X
LOIZJTS,X,O,O,O,O,O,O
LOIZJST,X,O,O,O,X,O,O
LOIZSTJ,X,X,X,O,O,O,X
LOIZSJT,X,X,O,O,X,O,O
LOJTISZ,O,X,X,O,X,X,O
LOJTIZS,X,O,O,O,X,O,O
LOJTSIZ,O,X,X,O,X,X,O
LOJTSZI,O,X,X,O,X,O,X
LOJTZIS,X,O,O,O,X,O,O
LOJTZSI,X,O,O,O,X,O,X
LOJITSZ,O,X,X,O,X,X,O
LOJITZS,X,O,O,O,X,X,O
LOJISTZ,O,X,X,O,X,X,O
LOJISZT,O,O,X,O,X,X,O
LOJIZTS,X,O,O,O,O,X,O
LOJIZST,X,O,O,O,X,X,O
LOJSTIZ,O,X,X,O,X,O,O
LOJSTZI,O,X,X,O,X,O,O
LOJSITZ,O,X,X,O,X,X,O
LOJSIZT,O,O,X,O,X,O,O
LOJSZTI,X,O,X,O,X,O,O
LOJSZIT,O,O,X,O,X,O,O
LOJZTIS,X,O,O,O,O,O,O
LOJZTSI,X,O,O,O,O,O,X
LOJZITS,X,O,O,O,O,O,O
LOJZIST,X,O,O,O,X,O,O
LOJZSTI,X,O,X,O,X,O,X
LOJZSIT,X,O,O,O,X,O,O
LOSTIJZ,O,X,X,O,X,O,O
LOSTIZJ,O,X,X,X,X,O,O
LOSTJIZ,O,X,X,O,X,O,O
LOSTJZI,O,X,X,O,X,O,O
LOSTZIJ,O,O,X,O,X,O,O
LOSTZJI,O,O,X,O,X,O,O
LOSITJZ,O,X,X,O,X,O,O
LOSITZJ,O,X,X,X,X,O,O
LOSIJTZ,O,X,X,O,X,X,O
LOSIJZT,O,X,X,O,X,O,O
LOSIZTJ,X,X,X,O,O,O,O
LOSIZJT,O,X,X,O,X,O,O
LOSJTIZ,O,X,X,O,X,O,O
LOSJTZI,O,X,X,O,X,O,O
LOSJITZ,O,X,X,O,X,X,O
LOSJIZT,O,O,X,O,X,O,O
LOSJZTI,X,O,X,O,X,O,O
LOSJZIT,O,O,X,O,X,O,O
LOSZTIJ,X,O,X,O,O,O,O
LOSZTJI,X,O,X,O,O,O,O
LOSZITJ,X,X,X,O,O,O,O
LOSZIJT,O,X,X,O,X,O,O
LOSZJTI,X,O,X,O,X,O,O
LOSZJIT,O,O,X,O,X,O,O
LOZTIJS,X,O,O,O,O,O,O
LOZTISJ,X,O,O,O,O,O,X
LOZTJIS,X,O,O,O,O,O,O
LOZTJSI,X,O,O,O,O,O,X
LOZTSIJ,X,O,O,O,O,O,X
LOZTSJI,X,O,O,O,O,O,X
LOZITJS,X,O,O,O,O,O,O
LOZITSJ,X,O,O,O,O,O,X
LOZIJTS,X,O,O,O,O,O,O
LOZIJST,X,O,O,O,X,O,O
LOZISTJ,X,X,X,O,O,O,X
LOZISJT,X,X,O,O,X,O,O
LOZJTIS,X,O,O,O,O,O,O
LOZJTSI,X,O,O,O,O,O,X
LOZJITS,X,O,O,O,O,O,O
LOZJIST,X,O,O,O,X,O,O
LOZJSTI,X,O,X,O,X,O,X
LOZJSIT,X,O,O,O,X,O,O
LOZSTIJ,X,O,O,O,O,O,X
LOZSTJI,X,O,O,O,O,O,X
LOZSITJ,X,X,X,O,O,O,X
LOZSIJT,X,X,O,O,X,O,O
LOZSJTI,X,O,X,O,X,O,X
LOZSJIT,X,O,O,O,X,O,O
JTILSZO,O,X,X,O,X,X,X
JTILSOZ,O,X,X,O,X,X,O
JTILZSO,O,O,O,O,X,O,X
JTILZOS,X,O,O,O,X,O,O
JTILOSZ,O,X,X,O,X,X,O
JTILOZS,X,O,O,O,X,O,O
JTISLZO,O,X,X,O,X,X,O
JTISLOZ,O,X,X,O,X,X,O
JTISZLO,O,X,O,O,X,X,O
JTISZOL,O,X,O,O,X,X,O
JTISOLZ,O,X,X,O,X,X,O
JTISOZL,O,X,O,X,X,X,O
JTIZLSO,O,O,O,O,X,O,O
JTIZLOS,X,O,O,O,X,O,O
JTIZSLO,O,O,O,O,X,O,O
JTIZSOL,O,O,O,O,X,O,O
JTIZOLS,X,O,O,O,X,O,O
JTIZOSL,X,O,O,O,X,O,O
JTIOLSZ,O,X,X,O,X,X,O
JTIOLZS,X,O,O,O,X,O,O
JTIOSLZ,O,X,X,O,X,X,O
JTIOSZL,O,X,O,X,X,X,O
JTIOZLS,X,X,O,O,X,O,O
JTIOZSL,X,X,O,O,X,O,O
JTLISZO,O,X,X,O,X,X,X
JTLISOZ,O,X,X,O,X,X,O
JTLIZSO,O,O,O,O,X,O,X
JTLIZOS,X,O,O,O,X,O,O
JTLIOSZ,O,X,X,O,X,X,O
JTLIOZS,X,O,O,O,X,O,O
JTLSIZO,O,X,X,O,X,X,X
JTLSIOZ,O,X,X,O,X,X,O
JTLSZIO,O,X,X,O,X,O,X
JTLSZOI,O,X,X,O,X,O,X
JTLSOIZ,O,X,X,O,X,X,O
JTLSOZI,O,X,X,O,X,O,X
JTLZISO,O,O,O,O,X,O,O
JTLZIOS,X,O,O,O,X,O,O
JTLZSIO,O,O,O,O,X,O,O
JTLZSOI,O,O,O,O,X,O,O
JTLZOIS,X,O,O,O,X,O,O
JTLZOSI,X,O,O,O,X,O,O
JTLOISZ,O,X,X,O,X,X,O
JTLOIZS,X,O,O,O,X,O,O
JTLOSIZ,O,X,X,O,X,X,O
JTLOSZI,O,X,X,O,X,O,X
JTLOZIS,X,O,O,O,X,O,O
JTLOZSI,X,O,O,O,X,O,O
JTSILZO,O,X,X,O,X,X,O
JTSILOZ,O,X,X,O,X,X,O
JTSIZLO,O,X,O,O,X,X,O
JTSIZOL,O,X,O,O,X,X,O
JTSIOLZ,O,X,X,O,X,X,O
JTSIOZL,O,X,O,X,X,X,O
JTSLIZO,O,X,X,O,X,X,O
JTSLIOZ,O,X,X,O,X,X,O
JTSLZIO,O,X,X,O,X,O,O
JTSLZOI,O,X,X,O,X,O,O
JTSLOIZ,O,X,X,O,X,X,O
JTSLOZI,O,X,X,O,X,O,O
JTSZILO,O,X,O,O,X,O,O
JTSZIOL,O,X,O,O,X,O,O
JTSZLIO,O,X,O,O,X,O,O
JTSZLOI,O,X,O,O,X,O,O
JTSZOIL,O,X,O,O,X,O,O
JTSZOLI,O,X,O,O,X,O,O
JTSOILZ,O,X,X,O,X,X,O
JTSOIZL,O,X,O,O,X,X,O
JTSOLIZ,O,X,X,O,X,X,O
JTSOLZI,O,X,X,O,X,O,O
JTSOZIL,O,X,O,O,X,O,O
JTSOZLI,O,X,O,O,X,O,O
JTZILSO,O,O,O,O,X,O,O
JTZILOS,X,O,O,O,X,O,O
JTZISLO,O,O,O,O,X,O,O
JTZISOL,O,O,O,O,X,O,O
JTZIOLS,X,O,O,O,X,O,O
JTZIOSL,X,O,O,O,X,O,O
JTZLISO,O,O,O,O,X,O,O
JTZLIOS,X,O,O,O,X,O,O
JTZLSIO,O,O,O,O,X,O,O
JTZLSOI,O,O,O,O,X,O,O
JTZLOIS,X,O,O,O,X,O,O
JTZLOSI,X,O,O,O,X,O,O
JTZSILO,O,O,O,O,X,O,O
JTZSIOL,O,O,O,O,X,O,O
JTZSLIO,O,O,O,O,X,O,O
JTZSLOI,O,O,O,O,X,O,O
JTZSOIL,O,O,O,O,X,O,O
JTZSOLI,O,O,O,O,X,O,O
JTZOILS,X,O,O,O,X,O,O
JTZOISL,X,O,O,O,X,O,O
JTZOLIS,X,O,O,O,X,O,O
JTZOLSI,X,O,O,O,X,O,O
JTZOSIL,X,O,O,O,X,O,O
JTZOSLI,X,O,O,O,X,O,O
JTOILSZ,O,X,X,O,X,X,O
JTOILZS,X,O,O,O,X,O,O
JTOISLZ,O,X,X,O,X,X,O
JTOISZL,O,X,O,X,X,X,O
JTOIZLS,X,X,O,O,X,O,O
JTOIZSL,X,X,O,O,X,O,O
JTOLISZ,O,X,X,O,X,X,O
JTOLIZS,X,O,O,O,X,O,O
JTOLSIZ,O,X,X,O,X,X,O
JTOLSZI,O,X,X,O,X,O,X
JTOLZIS,X,O,O,O,X,O,O
JTOLZSI,X,O,O,O,X,O,O
JTOSILZ,O,X,X,O,X,X,O
JTOSIZL,O,X,O,O,X,X,O
JTOSLIZ,O,X,X,O,X,X,O
JTOSLZI,O,X,X,O,X,O,O
JTOSZIL,O,X,O,O,X,O,O
JTOSZLI,O,X,O,O,X,O,O
JTOZILS,X,O,O,O,X,O,O
JTOZISL,X,O,O,O,X,O,O
JTOZLIS,X,O,O,O,X,O,O
JTOZLSI,X,O,O,O,X,O,O
JTOZSIL,X,O,O,O,X,O,O
JTOZSLI,X,O,O,O,X,O,O
JITLSZO,O,X,X,O,X,X,X
JITLSOZ,O,X,X,O,X,X,O
JITLZSO,O,O,O,O,X,X,X
JITLZOS,X,O,O,O,X,X,O
JITLOSZ,O,X,X,O,X,X,O
JITLOZS,X,O,O,O,X,X,O
JITSLZO,O,X,X,O,X,X,O
JITSLOZ,O,X,X,O,X,X,O
JITSZLO,O,X,O,O,X,X,O
JITSZOL,O,X,O,O,X,X,O
JITSOLZ,O,X,X,O,X,X,O
JITSOZL,O,X,O,X,X,X,O
JITZLSO,O,O,O,O,X,X,O
JITZLOS,X,O,O,O,X,X,O
JITZSLO,O,O,O,O,X,X,O
JITZSOL,O,O,O,O,X,X,O
JITZOLS,X,O,O,O,X,X,O
JITZOSL,X,O,O,O,X,X,O
JITOLSZ,O,X,X,O,X,X,O
JITOLZS,X,O,O,O,X,X,O
JITOSLZ,O,X,X,O,X,X,O
JITOSZL,O,X,O,X,X,X,O
JITOZLS,X,X,O,O,X,X,O
JITOZSL,X,X,O,O,X,X,O
JILTSZO,O,X,X,O,X,X,X
JILTSOZ,O,X,X,O,X,X,O
JILTZSO,O,O,O,O,X,X,X
JILTZOS,X,O,O,O,X,X,O
JILTOSZ,O,X,X,O,X,X,O
JILTOZS,X,O,O,O,X,X,O
JILSTZO,O,X,X,O,X,X,O
JILSTOZ,O,X,X,O,X,X,O
JILSZTO,O,O,X,O,O,X,O
JILSZOT,O,O,X,O,X,X,O
JILSOTZ,O,X,X,O,X,X,O
JILSOZT,O,O,X,O,X,X,O
JILZTSO,O,O,O,O,O,X,O
JILZTOS,X,O,O,O,O,X,O
JILZSTO,O,O,X,O,O,X,O
JILZSOT,O,O,O,O,X,X,O
JILZOTS,X,O,O,O,O,X,O
JILZOST,X,O,O,O,X,X,O
JILOTSZ,O,X,X,O,X,X,O
JILOTZS,X,O,O,O,X,X,O
JILOSTZ,O,X,X,O,X,X,O
JILOSZT,O,O,X,O,X,X,O
JILOZTS,X,O,O,O,O,X,O
JILOZST,X,O,O,O,X,X,O
JISTLZO,O,X,X,O,X,X,O
JISTLOZ,O,X,X,O,X,X,O
JISTZLO,O,X,O,O,X,X,O
JISTZOL,O,X,O,O,X,X,O
JISTOLZ,O,X,X,O,X,X,O
JISTOZL,O,X,O,X,X,X,O
JISLTZO,O,X,X,O,X,X,O
JISLTOZ,O,X,X,O,X,X,O
JISLZTO,O,O,X,O,X,X,O
JISLZOT,O,O,X,O,X,X,O
JISLOTZ,O,X,X,O,X,X,O
JISLOZT,O,O,X,O,X,X,O
JISZTLO,O,O,O,O,X,X,O
JISZTOL,O,O,O,O,X,X,O
JISZLTO,O,O,X,O,X,X,O
JISZLOT,O,O,O,O,X,X,O
JISZOTL,O,X,O,O,X,X,O
JISZOLT,O,O,O,O,X,X,O
JISOTLZ,O,X,X,O,X,X,O
JISOTZL,O,X,O,O,X,X,O
JISOLTZ,O,X,X,O,X,X,O
JISOLZT,O,O,X,O,X,X,O
JISOZTL,O,X,O,O,X,X,O
JISOZLT,O,X,O,O,X,X,O
JIZTLSO,O,O,O,O,O,X,O
JIZTLOS,X,O,O,O,O,X,O
JIZTSLO,O,O,O,O,X,X,O
JIZTSOL,O,O,O,O,X,X,O
JIZTOLS,X,O,O,O,O,X,O
JIZTOSL,X,O,O,O,X,X,O
JIZLTSO,O,O,O,O,O,X,O
JIZLTOS,X,O,O,O,O,X,O
JIZLSTO,O,O,X,O,O,X,O
JIZLSOT,O,O,O,O,X,X,O
JIZLOTS,X,O,O,O,O,X,O
JIZLOST,X,O,O,O,X,X,O
JIZSTLO,O,O,O,O,X,X,O
JIZSTOL,O,O,O,O,X,X,O
JIZSLTO,O,O,X,O,X,X,O
JIZSLOT,O,O,O,O,X,X,O
JIZSOTL,O,X,O,O,X,X,O
JIZSOLT,O,O,O,O,X,X,O
JIZOTLS,X,O,O,O,O,X,O
JIZOTSL,X,O,O,X,X,X,O
JIZOLTS,X,O,O,O,O,X,O
JIZOLST,X,O,O,O,X,X,O
JIZOSTL,X,X,O,X,X,X,O
JIZOSLT,X,O,O,O,X,X,O
JIOTLSZ,O,X,X,O,X,X,O
JIOTLZS,X,O,O,O,X,X,O
JIOTSLZ,O,X,X,O,X,X,O
JIOTSZL,O,X,O,X,X,X,O
JIOTZLS,X,X,O,O,X,X,O
JIOTZSL,X,X,O,O,X,X,O
JIOLTSZ,O,X,X,O,X,X,O
JIOLTZS,X,O,O,O,X,X,O
JIOLSTZ,O,X,X,O,X,X,O
JIOLSZT,O,O,X,O,X,X,O
JIOLZTS,X,O,O,O,O,X,O
JIOLZST,X,O,O,O,X,X,O
JIOSTLZ,O,X,X,O,X,X,O
JIOSTZL,O,X,O,O,X,X,O
JIOSLTZ,O,X,X,O,X,X,O
JIOSLZT,O,O,X,O,X,X,O
JIOSZTL,O,X,O,O,X,X,O
JIOSZLT,O,X,O,O,X,X,O
JIOZTLS,X,O,O,O,O,X,O
JIOZTSL,X,O,O,X,X,X,O
JIOZLTS,X,O,O,O,O,X,O
JIOZLST,X,O,O,O,X,X,O
JIOZSTL,X,X,O,X,X,X,O
JIOZSLT,X,O,O,O,X,X,O
JLTISZO,O,X,X,O,X,X,X
JLTISOZ,O,X,X,O,X,X,O
JLTIZSO,O,O,O,O,X,O,X
JLTIZOS,X,O,O,O,X,O,O
JLTIOSZ,O,X,X,O,X,X,O
JLTIOZS,X,O,O,O,X,O,O
JLTSIZO,O,X,X,O,X,X,X
JLTSIOZ,O,X,X,O,X,X,O
JLTSZIO,O,X,X,O,X,O,X
JLTSZOI,O,X,X,O,X,O,X
JLTSOIZ,O,X,X,O,X,X,O
JLTSOZI,O,X,X,O,X,O,X
JLTZISO,O,O,O,O,X,O,X
JLTZIOS,X,O,O,O,X,O,O
JLTZSIO,O,O,O,O,X,O,X
JLTZSOI,O,O,O,O,X,O,X
JLTZOIS,X,O,O,O,X,O,O
JLTZOSI,X,O,O,O,X,O,X
JLTOISZ,O,X,X,O,X,X,O
JLTOIZS,X,O,O,O,X,O,O
JLTOSIZ,O,X,X,O,X,X,O
JLTOSZI,O,X,X,O,X,O,X
JLTOZIS,X,O,O,O,X,O,O
JLTOZSI,X,O,O,O,X,O,X
JLITSZO,O,X,X,O,X,X,X
JLITSOZ,O,X,X,O,X,X,O
JLITZSO,O,O,O,O,X,X,X
JLITZOS,X,O,O,O,X,X,O
JLITOSZ,O,X,X,O,X,X,O
JLITOZS,X,O,O,O,X,X,O
JLISTZO,O,X,X,O,X,X,O
JLISTOZ,O,X,X,O,X,X,O
JLISZTO,O,O,X,O,O,X,O
JLISZOT,O,O,X,O,X,X,O
JLISOTZ,O,X,X,O,X,X,O
JLISOZT,O,O,X,O,X,X,O
JLIZTSO,O,O,O,O,O,X,O
JLIZTOS,X,O,O,O,O,X,O
JLIZSTO,O,O,X,O,O,X,O
JLIZSOT,O,O,O,O,X,X,O
JLIZOTS,X,O,O,O,O,X,O
JLIZOST,X,O,O,O,X,X,O
JLIOTSZ,O,X,X,O,X,X,O
JLIOTZS,X,O,O,O,X,X,O
JLIOSTZ,O,X,X,O,X,X,O
JLIOSZT,O,O,X,O,X,X,O
JLIOZTS,X,O,O,O,O,X,O
JLIOZST,X,O,O,O,X,X,O
JLSTIZO,O,X,X,O,X,O,O
JLSTIOZ,O,X,X,O,X,O,O
JLSTZIO,O,X,X,O,X,O,O
JLSTZOI,O,X,X,O,X,O,O
JLSTOIZ,O,X,X,O,X,O,O
JLSTOZI,O,X,X,O,X,O,O
JLSITZO,O,X,X,O,X,X,O
JLSITOZ,O,X,X,O,X,X,O
JLSIZTO,O,O,X,O,O,O,O
JLSIZOT,O,O,X,O,X,O,O
JLSIOTZ,O,X,X,O,X,X,O
JLSIOZT,O,O,X,O,X,O,O
