sequence,v115@FhC8EeF8CeG8BeF8Jei6IvhFzbBWiBxdBFlBXmBUqB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUhBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFXcBxdBCiBFlB8qBOqB,v115@FhC8EeF8CeG8BeF8JeT6IvhFxbB8hBCeBmgBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUhBFlB3qB
TOILZSJ,X,O,O,X,O,O,O
TOIJLSZ,O,X,X,O,X,X,O
TOIJLZS,X,X,O,O,X,O,O
TOIJSLZ,O,X,X,O,X,X,O
TOIJSZL,O,X,O,X,X,X,O
TOIJZLS,X,X,O,O,X,O,O
TOIJZSL,X,X,O,O,X,O,O
TOISLJZ,O,X,X,X,X,X,O
TOISLZJ,O,X,X,X,X,X,O
TOISJLZ,O,X,X,X,X,X,O
TOISJZL,O,X,O,X,X,X,O
TOISZLJ,O,X,O,X,X,X,O
TOISZJL,O,X,O,X,X,X,O
TOIZLJS,X,O,O,X,O,O,O
TOIZLSJ,X,O,O,X,O,O,O
TOIZJLS,X,O,O,X,O,O,O
TOIZJSL,X,O,O,X,X,O,O
TOIZSLJ,X,O,O,X,O,O,O
TOIZSJL,X,O,O,X,X,X,O
TOLIJSZ,O,X,X,O,X,X,O
TOLIJZS,X,X,O,O,X,O,O
TOLISJZ,O,X,X,X,X,X,O
TOLISZJ,O,X,X,X,X,X,X
TOLIZJS,X,O,O,X,O,O,O
TOLIZSJ,X,O,O,X,O,O,O
TOLJISZ,O,X,X,O,X,X,O
TOLJIZS,X,O,O,O,X,O,O
TOLJSIZ,O,X,X,O,X,X,O
TOLJSZI,O,X,X,O,X,O,X
TOLJZIS,X,O,O,O,X,O,O
TOLJZSI,X,O,O,O,X,O,O
TOLSIJZ,O,X,X,O,X,O,O
TOLSIZJ,O,X,X,X,X,O,X
TOLSJIZ,O,X,X,O,X,O,O
TOLSJZI,O,X,X,O,X,O,X
TOLSZIJ,O,O,X,O,X,O,O
TOLSZJI,O,O,X,O,X,O,O
TOLZIJS,X,O,O,O,O,O,O
TOLZISJ,X,O,O,O,O,O,O
TOLZJIS,X,O,O,O,O,O,O
TOLZJSI,X,O,O,O,O,O,O
TOLZSIJ,X,O,O,O,O,O,O
TOLZSJI,X,O,O,O,O,O,O
TOJILSZ,O,X,X,O,X,X,O
TOJILZS,X,O,O,O,X,O,O
TOJISLZ,O,X,X,O,X,X,O
TOJISZL,O,X,O,X,X,X,O
TOJIZLS,X,X,O,O,X,O,O
TOJIZSL,X,X,O,O,X,O,O
TOJLISZ,O,X,X,O,X,X,O
TOJLIZS,X,O,O,O,X,O,O
TOJLSIZ,O,X,X,O,X,X,O
TOJLSZI,O,X,X,O,X,O,X
TOJLZIS,X,O,O,O,X,O,O
TOJLZSI,X,O,O,O,X,O,O
TOJSILZ,O,X,X,O,X,X,O
TOJSIZL,O,X,O,O,X,X,O
TOJSLIZ,O,X,X,O,X,X,O
TOJSLZI,O,X,X,O,X,O,O
TOJSZIL,O,X,O,O,X,O,O
TOJSZLI,O,X,O,O,X,O,O
TOJZILS,X,O,O,O,X,O,O
TOJZISL,X,O,O,O,X,O,O
TOJZLIS,X,O,O,O,X,O,O
TOJZLSI,X,O,O,O,X,O,O
TOJZSIL,X,O,O,O,X,O,O
TOJZSLI,X,O,O,O,X,O,O
TOSILJZ,O,X,X,O,X,O,O
TOSILZJ,O,X,X,X,X,O,O
TOSIJLZ,O,X,X,O,X,O,O
TOSIJZL,O,X,O,O,X,O,O
TOSIZLJ,O,X,O,X,X,O,O
TOSIZJL,O,X,O,X,X,O,O
TOSLIJZ,O,X,X,O,X,O,O
TOSLIZJ,O,X,X,X,X,O,O
TOSLJIZ,O,X,X,O,X,O,O
TOSLJZI,O,X,X,O,X,O,O
TOSLZIJ,O,O,X,O,X,O,O
TOSLZJI,O,O,X,O,X,O,O
TOSJILZ,O,X,X,O,X,O,O
TOSJIZL,O,X,O,O,X,O,O
TOSJLIZ,O,X,X,O,X,O,O
TOSJLZI,O,X,X,O,X,O,O
TOSJZIL,O,X,O,O,X,O,O
TOSJZLI,O,X,O,O,X,O,O
TOSZILJ,O,O,O,O,X,O,O
TOSZIJL,O,O,O,O,X,O,O
TOSZLIJ,O,O,O,O,X,O,O
TOSZLJI,O,O,O,O,X,O,O
TOSZJIL,O,O,O,O,X,O,O
TOSZJLI,O,O,O,O,X,O,O
TOZILJS,X,O,O,O,O,O,O
TOZILSJ,X,O,O,O,O,O,O
TOZIJLS,X,O,O,O,O,O,O
TOZIJSL,X,O,O,O,X,O,O
TOZISLJ,X,O,O,O,O,O,O
TOZISJL,X,O,O,O,X,X,O
TOZLIJS,X,O,O,O,O,O,O
TOZLISJ,X,O,O,O,O,O,O
TOZLJIS,X,O,O,O,O,O,O
TOZLJSI,X,O,O,O,O,O,O
TOZLSIJ,X,O,O,O,O,O,O
TOZLSJI,X,O,O,O,O,O,O
TOZJILS,X,O,O,O,O,O,O
TOZJISL,X,O,O,O,X,O,O
TOZJLIS,X,O,O,O,O,O,O
TOZJLSI,X,O,O,O,O,O,O
TOZJSIL,X,O,O,O,X,O,O
TOZJSLI,X,O,O,O,X,O,O
TOZSILJ,X,O,O,O,O,O,O
TOZSIJL,X,O,O,O,X,O,O
TOZSLIJ,X,O,O,O,O,O,O
TOZSLJI,X,O,O,O,O,O,O
TOZSJIL,X,O,O,O,X,O,O
TOZSJLI,X,O,O,O,X,O,O
ITLJSZO,O,X,X,O,X,X,X
ITLJSOZ,O,X,X,O,X,X,O
ITLJZSO,O,X,O,O,X,O,X
ITLJZOS,X,X,O,O,X,O,O
ITLJOSZ,O,X,X,O,X,X,O
ITLJOZS,X,X,O,O,X,O,O
ITLSJZO,O,X,X,X,X,X,X
ITLSJOZ,O,X,X,X,X,X,O
ITLSZJO,O,X,X,X,O,X,X
ITLSZOJ,O,X,X,X,O,X,X
ITLSOJZ,O,X,X,X,X,X,O
ITLSOZJ,O,X,X,X,X,X,X
ITLZJSO,O,O,O,O,O,O,O
ITLZJOS,X,O,O,O,O,O,O
ITLZSJO,O,O,O,O,O,O,O
ITLZSOJ,O,O,O,O,O,O,O
ITLZOJS,X,O,O,O,O,O,O
ITLZOSJ,X,O,O,O,O,O,O
ITLOJSZ,O,X,X,O,X,X,O
ITLOJZS,X,X,O,O,X,O,O
ITLOSJZ,O,X,X,X,X,X,O
ITLOSZJ,O,X,X,X,X,X,X
ITLOZJS,X,O,O,X,O,O,O
ITLOZSJ,X,O,O,X,O,O,O
ITJLSZO,O,X,X,O,X,X,X
ITJLSOZ,O,X,X,O,X,X,O
ITJLZSO,O,X,O,O,X,O,X
ITJLZOS,X,X,O,O,X,O,O
ITJLOSZ,O,X,X,O,X,X,O
ITJLOZS,X,X,O,O,X,O,O
ITJSLZO,O,X,X,O,X,X,O
ITJSLOZ,O,X,X,O,X,X,O
ITJSZLO,O,X,O,O,X,X,O
ITJSZOL,O,X,O,O,X,X,O
ITJSOLZ,O,X,X,O,X,X,O
ITJSOZL,O,X,O,X,X,X,O
ITJZLSO,O,X,O,O,X,O,O
ITJZLOS,X,X,O,O,X,O,O
ITJZSLO,O,X,O,O,X,O,O
ITJZSOL,O,X,O,O,X,O,O
ITJZOLS,X,X,O,O,X,O,O
ITJZOSL,X,X,O,O,X,O,O
ITJOLSZ,O,X,X,O,X,X,O
ITJOLZS,X,X,O,O,X,O,O
ITJOSLZ,O,X,X,O,X,X,O
ITJOSZL,O,X,O,X,X,X,O
ITJOZLS,X,X,O,O,X,O,O
ITJOZSL,X,X,O,O,X,O,O
ITSLJZO,O,X,X,X,X,X,O
ITSLJOZ,O,X,X,X,X,X,O
ITSLZJO,O,X,X,X,X,X,O
ITSLZOJ,O,X,X,X,X,X,O
ITSLOJZ,O,X,X,X,X,X,O
ITSLOZJ,O,X,X,X,X,X,O
ITSJLZO,O,X,X,X,X,X,O
ITSJLOZ,O,X,X,X,X,X,O
ITSJZLO,O,X,O,X,X,X,O
ITSJZOL,O,X,O,X,X,X,O
ITSJOLZ,O,X,X,X,X,X,O
ITSJOZL,O,X,O,X,X,X,O
ITSZLJO,O,X,O,X,X,X,O
ITSZLOJ,O,X,O,X,X,X,O
ITSZJLO,O,X,O,X,X,X,O
ITSZJOL,O,X,O,X,X,X,O
ITSZOLJ,O,X,O,X,X,X,O
ITSZOJL,O,X,O,X,X,X,O
ITSOLJZ,O,X,X,X,X,X,O
ITSOLZJ,O,X,X,X,X,X,O
ITSOJLZ,O,X,X,X,X,X,O
ITSOJZL,O,X,O,X,X,X,O
ITSOZLJ,O,X,O,X,X,X,O
ITSOZJL,O,X,O,X,X,X,O
ITZLJSO,O,O,O,O,O,O,O
ITZLJOS,X,O,O,O,O,O,O
ITZLSJO,O,O,O,O,O,O,O
ITZLSOJ,O,O,O,O,O,O,O
ITZLOJS,X,O,O,O,O,O,O
ITZLOSJ,X,O,O,O,O,O,O
ITZJLSO,O,O,O,O,O,O,O
ITZJLOS,X,O,O,O,O,O,O
ITZJSLO,O,O,O,O,X,O,O
ITZJSOL,O,O,O,O,X,O,O
ITZJOLS,X,O,O,O,O,O,O
ITZJOSL,X,O,O,O,X,O,O
ITZSLJO,O,O,O,O,O,O,O
ITZSLOJ,O,O,O,O,O,O,O
ITZSJLO,O,O,O,O,X,O,O
ITZSJOL,O,O,O,O,X,O,O
ITZSOLJ,O,O,O,O,O,O,O
ITZSOJL,O,O,O,O,X,X,O
ITZOLJS,X,O,O,O,O,O,O
ITZOLSJ,X,O,O,O,O,O,O
ITZOJLS,X,O,O,O,O,O,O
ITZOJSL,X,O,O,O,X,O,O
ITZOSLJ,X,O,O,O,O,O,O
ITZOSJL,X,O,O,O,X,X,O
ITOLJSZ,O,X,X,O,X,X,O
ITOLJZS,X,X,O,O,X,O,O
ITOLSJZ,O,X,X,X,X,X,O
ITOLSZJ,O,X,X,X,X,X,X
ITOLZJS,X,O,O,X,O,O,O
ITOLZSJ,X,O,O,X,O,O,O
ITOJLSZ,O,X,X,O,X,X,O
ITOJLZS,X,X,O,O,X,O,O
ITOJSLZ,O,X,X,O,X,X,O
ITOJSZL,O,X,O,X,X,X,O
ITOJZLS,X,X,O,O,X,O,O
ITOJZSL,X,X,O,O,X,O,O
ITOSLJZ,O,X,X,X,X,X,O
ITOSLZJ,O,X,X,X,X,X,O
ITOSJLZ,O,X,X,X,X,X,O
ITOSJZL,O,X,O,X,X,X,O
ITOSZLJ,O,X,O,X,X,X,O
ITOSZJL,O,X,O,X,X,X,O
ITOZLJS,X,O,O,X,O,O,O
ITOZLSJ,X,O,O,X,O,O,O
ITOZJLS,X,O,O,X,O,O,O
ITOZJSL,X,O,O,X,X,O,O
ITOZSLJ,X,O,O,X,O,O,O
ITOZSJL,X,O,O,X,X,X,O
ILTJSZO,O,X,X,O,X,X,X
ILTJSOZ,O,X,X,O,X,X,O
ILTJZSO,O,X,O,O,X,O,X
ILTJZOS,X,X,O,O,X,O,O
ILTJOSZ,O,X,X,O,X,X,O
ILTJOZS,X,X,O,O,X,O,O
ILTSJZO,O,X,X,X,X,X,X
ILTSJOZ,O,X,X,X,X,X,O
ILTSZJO,O,X,X,X,O,X,X
ILTSZOJ,O,X,X,X,O,X,X
ILTSOJZ,O,X,X,X,X,X,O
ILTSOZJ,O,X,X,X,X,X,X
ILTZJSO,O,O,O,O,O,O,O
ILTZJOS,X,O,O,O,O,O,O
ILTZSJO,O,O,O,O,O,O,O
ILTZSOJ,O,O,O,O,O,O,O
ILTZOJS,X,O,O,O,O,O,O
ILTZOSJ,X,O,O,O,O,O,O
ILTOJSZ,O,X,X,O,X,X,O
ILTOJZS,X,X,O,O,X,O,O
ILTOSJZ,O,X,X,X,X,X,O
ILTOSZJ,O,X,X,X,X,X,X
ILTOZJS,X,O,O,X,O,O,O
ILTOZSJ,X,O,O,X,O,O,O
ILJTSZO,O,X,X,O,X,X,X
ILJTSOZ,O,X,X,O,X,X,O
ILJTZSO,O,O,O,O,X,X,X
ILJTZOS,X,O,O,O,X,X,O
ILJTOSZ,O,X,X,O,X,X,O
ILJTOZS,X,O,O,O,X,X,O
ILJSTZO,O,X,X,O,X,X,O
ILJSTOZ,O,X,X,O,X,X,O
ILJSZTO,O,O,X,O,O,X,O
ILJSZOT,O,O,X,O,X,X,O
ILJSOTZ,O,X,X,O,X,X,O
ILJSOZT,O,O,X,O,X,X,O
ILJZTSO,O,O,O,O,O,X,O
ILJZTOS,X,O,O,O,O,X,O
ILJZSTO,O,O,X,O,O,X,O
ILJZSOT,O,O,O,O,X,X,O
ILJZOTS,X,O,O,O,O,X,O
ILJZOST,X,O,O,O,X,X,O
ILJOTSZ,O,X,X,O,X,X,O
ILJOTZS,X,O,O,O,X,X,O
ILJOSTZ,O,X,X,O,X,X,O
ILJOSZT,O,O,X,O,X,X,O
ILJOZTS,X,O,O,O,O,X,O
ILJOZST,X,O,O,O,X,X,O
ILSTJZO,O,X,X,O,X,O,O
ILSTJOZ,O,X,X,O,X,O,O
ILSTZJO,O,X,X,O,O,O,O
ILSTZOJ,O,X,X,O,O,O,O
ILSTOJZ,O,X,X,O,X,O,O
ILSTOZJ,O,X,X,X,X,O,O
ILSJTZO,O,X,X,O,X,X,O
ILSJTOZ,O,X,X,O,X,X,O
ILSJZTO,O,X,X,O,O,O,O
ILSJZOT,O,X,X,O,X,O,O
ILSJOTZ,O,X,X,O,X,X,O
ILSJOZT,O,X,X,O,X,O,O
ILSZTJO,O,X,X,O,O,O,O
ILSZTOJ,O,X,X,O,O,O,O
ILSZJTO,O,X,X,O,O,O,O
ILSZJOT,O,X,X,O,X,O,O
ILSZOTJ,X,X,X,O,O,O,O
ILSZOJT,O,X,X,O,X,O,O
ILSOTJZ,O,X,X,O,X,O,O
ILSOTZJ,O,X,X,X,X,O,O
ILSOJTZ,O,X,X,O,X,X,O
ILSOJZT,O,X,X,O,X,O,O
ILSOZTJ,X,X,X,O,O,O,O
ILSOZJT,O,X,X,O,X,O,O
ILZTJSO,O,O,O,O,O,O,O
ILZTJOS,X,O,O,O,O,O,O
ILZTSJO,O,O,O,O,O,O,O
ILZTSOJ,O,O,O,O,O,O,O
ILZTOJS,X,O,O,O,O,O,O
ILZTOSJ,X,O,O,O,O,O,O
ILZJTSO,O,O,O,X,O,O,O
ILZJTOS,X,O,O,O,O,O,O
ILZJSTO,O,O,X,X,O,O,O
ILZJSOT,O,O,O,O,X,O,O
ILZJOTS,X,O,O,O,O,O,O
ILZJOST,X,O,O,O,X,O,O
ILZSTJO,O,X,X,O,O,O,O
ILZSTOJ,O,X,X,O,O,O,O
ILZSJTO,O,X,X,O,O,O,O
ILZSJOT,O,X,O,O,X,O,O
ILZSOTJ,X,X,X,O,O,O,O
ILZSOJT,O,X,O,O,X,O,O
ILZOTJS,X,O,O,O,O,O,O
ILZOTSJ,X,O,O,O,O,O,X
ILZOJTS,X,O,O,O,O,O,O
ILZOJST,X,O,O,O,X,O,O
ILZOSTJ,X,X,X,O,O,O,X
ILZOSJT,X,X,O,O,X,O,O
ILOTJSZ,O,X,X,O,X,X,O
ILOTJZS,X,X,O,O,X,O,O
ILOTSJZ,O,X,X,X,X,X,O
ILOTSZJ,O,X,X,X,X,X,X
ILOTZJS,X,O,O,X,O,O,O
ILOTZSJ,X,O,O,X,O,O,O
ILOJTSZ,O,X,X,O,X,X,O
ILOJTZS,X,O,O,O,X,X,O
ILOJSTZ,O,X,X,O,X,X,O
ILOJSZT,O,O,X,O,X,X,O
ILOJZTS,X,O,O,O,O,X,O
ILOJZST,X,O,O,O,X,X,O
ILOSTJZ,O,X,X,O,X,O,O
ILOSTZJ,O,X,X,X,X,O,O
ILOSJTZ,O,X,X,O,X,X,O
ILOSJZT,O,X,X,O,X,O,O
ILOSZTJ,X,X,X,O,O,O,O
ILOSZJT,O,X,X,O,X,O,O
ILOZTJS,X,O,O,O,O,O,O
ILOZTSJ,X,O,O,O,O,O,X
ILOZJTS,X,O,O,O,O,O,O
ILOZJST,X,O,O,O,X,O,O
ILOZSTJ,X,X,X,O,O,O,X
ILOZSJT,X,X,O,O,X,O,O
IJTLSZO,O,X,X,O,X,X,X
IJTLSOZ,O,X,X,O,X,X,O
IJTLZSO,O,O,O,O,X,X,X
IJTLZOS,X,O,O,O,X,X,O
IJTLOSZ,O,X,X,O,X,X,O
IJTLOZS,X,O,O,O,X,X,O
IJTSLZO,O,X,X,O,X,X,O
IJTSLOZ,O,X,X,O,X,X,O
IJTSZLO,O,X,O,O,X,X,O
IJTSZOL,O,X,O,O,X,X,O
IJTSOLZ,O,X,X,O,X,X,O
IJTSOZL,O,X,O,X,X,X,O
IJTZLSO,O,O,O,O,X,X,O
IJTZLOS,X,O,O,O,X,X,O
IJTZSLO,O,O,O,O,X,X,O
IJTZSOL,O,O,O,O,X,X,O
IJTZOLS,X,O,O,O,X,X,O
IJTZOSL,X,O,O,O,X,X,O
IJTOLSZ,O,X,X,O,X,X,O
IJTOLZS,X,O,O,O,X,X,O
IJTOSLZ,O,X,X,O,X,X,O
IJTOSZL,O,X,O,X,X,X,O
IJTOZLS,X,X,O,O,X,X,O
IJTOZSL,X,X,O,O,X,X,O
IJLTSZO,O,X,X,O,X,X,X
IJLTSOZ,O,X,X,O,X,X,O
IJLTZSO,O,O,O,O,X,X,X
IJLTZOS,X,O,O,O,X,X,O
IJLTOSZ,O,X,X,O,X,X,O
IJLTOZS,X,O,O,O,X,X,O
IJLSTZO,O,X,X,O,X,X,O
IJLSTOZ,O,X,X,O,X,X,O
IJLSZTO,O,O,X,O,O,X,O
IJLSZOT,O,O,X,O,X,X,O
IJLSOTZ,O,X,X,O,X,X,O
IJLSOZT,O,O,X,O,X,X,O
IJLZTSO,O,O,O,O,O,X,O
IJLZTOS,X,O,O,O,O,X,O
IJLZSTO,O,O,X,O,O,X,O
IJLZSOT,O,O,O,O,X,X,O
IJLZOTS,X,O,O,O,O,X,O
IJLZOST,X,O,O,O,X,X,O
IJLOTSZ,O,X,X,O,X,X,O
IJLOTZS,X,O,O,O,X,X,O
IJLOSTZ,O,X,X,O,X,X,O
IJLOSZT,O,O,X,O,X,X,O
IJLOZTS,X,O,O,O,O,X,O
IJLOZST,X,O,O,O,X,X,O
IJSTLZO,O,X,X,O,X,X,O
IJSTLOZ,O,X,X,O,X,X,O
IJSTZLO,O,X,O,O,X,X,O
IJSTZOL,O,X,O,O,X,X,O
IJSTOLZ,O,X,X,O,X,X,O
IJSTOZL,O,X,O,X,X,X,O
IJSLTZO,O,X,X,O,X,X,O
IJSLTOZ,O,X,X,O,X,X,O
IJSLZTO,O,O,X,O,X,X,O
IJSLZOT,O,O,X,O,X,X,O
IJSLOTZ,O,X,X,O,X,X,O
IJSLOZT,O,O,X,O,X,X,O
IJSZTLO,O,O,O,O,X,X,O
IJSZTOL,O,O,O,O,X,X,O
IJSZLTO,O,O,X,O,X,X,O
IJSZLOT,O,O,O,O,X,X,O
IJSZOTL,O,X,O,O,X,X,O
IJSZOLT,O,O,O,O,X,X,O
IJSOTLZ,O,X,X,O,X,X,O
IJSOTZL,O,X,O,O,X,X,O
IJSOLTZ,O,X,X,O,X,X,O
IJSOLZT,O,O,X,O,X,X,O
IJSOZTL,O,X,O,O,X,X,O
IJSOZLT,O,X,O,O,X,X,O
IJZTLSO,O,O,O,O,O,X,O
IJZTLOS,X,O,O,O,O,X,O
IJZTSLO,O,O,O,O,X,X,O
IJZTSOL,O,O,O,O,X,X,O
IJZTOLS,X,O,O,O,O,X,O
IJZTOSL,X,O,O,O,X,X,O
IJZLTSO,O,O,O,O,O,X,O
IJZLTOS,X,O,O,O,O,X,O
IJZLSTO,O,O,X,O,O,X,O
IJZLSOT,O,O,O,O,X,X,O
IJZLOTS,X,O,O,O,O,X,O
IJZLOST,X,O,O,O,X,X,O
IJZSTLO,O,O,O,O,X,X,O
IJZSTOL,O,O,O,O,X,X,O
IJZSLTO,O,O,X,O,X,X,O
IJZSLOT,O,O,O,O,X,X,O
IJZSOTL,O,X,O,O,X,X,O
IJZSOLT,O,O,O,O,X,X,O
IJZOTLS,X,O,O,O,O,X,O
IJZOTSL,X,O,O,X,X,X,O
IJZOLTS,X,O,O,O,O,X,O
IJZOLST,X,O,O,O,X,X,O
IJZOSTL,X,X,O,X,X,X,O
IJZOSLT,X,O,O,O,X,X,O
IJOTLSZ,O,X,X,O,X,X,O
IJOTLZS,X,O,O,O,X,X,O
IJOTSLZ,O,X,X,O,X,X,O
IJOTSZL,O,X,O,X,X,X,O
IJOTZLS,X,X,O,O,X,X,O
IJOTZSL,X,X,O,O,X,X,O
IJOLTSZ,O,X,X,O,X,X,O
IJOLTZS,X,O,O,O,X,X,O
IJOLSTZ,O,X,X,O,X,X,O
IJOLSZT,O,O,X,O,X,X,O
IJOLZTS,X,O,O,O,O,X,O
IJOLZST,X,O,O,O,X,X,O
IJOSTLZ,O,X,X,O,X,X,O
IJOSTZL,O,X,O,O,X,X,O
IJOSLTZ,O,X,X,O,X,X,O
IJOSLZT,O,O,X,O,X,X,O
IJOSZTL,O,X,O,O,X,X,O
IJOSZLT,O,X,O,O,X,X,O
IJOZTLS,X,O,O,O,O,X,O
IJOZTSL,X,O,O,X,X,X,O
IJOZLTS,X,O,O,O,O,X,O
IJOZLST,X,O,O,O,X,X,O
IJOZSTL,X,X,O,X,X,X,O
IJOZSLT,X,O,O,O,X,X,O
ISTLJZO,O,X,X,O,X,O,O
ISTLJOZ,O,X,X,O,X,O,O
ISTLZJO,O,X,X,O,X,O,O
ISTLZOJ,O,X,X,O,X,O,O
ISTLOJZ,O,X,X,O,X,O,O
ISTLOZJ,O,X,X,X,X,O,O
ISTJLZO,O,X,X,O,X,O,O
ISTJLOZ,O,X,X,O,X,O,O
ISTJZLO,O,X,O,O,X,O,O
ISTJZOL,O,X,O,O,X,O,O
ISTJOLZ,O,X,X,O,X,O,O
ISTJOZL,O,X,O,O,X,O,O
ISTZLJO,O,X,O,O,X,O,O
ISTZLOJ,O,X,O,O,X,O,O
ISTZJLO,O,X,O,O,X,O,O
ISTZJOL,O,X,O,O,X,O,O
ISTZOLJ,O,X,O,O,X,O,O
ISTZOJL,O,X,O,O,X,O,O
ISTOLJZ,O,X,X,O,X,O,O
ISTOLZJ,O,X,X,X,X,O,O
ISTOJLZ,O,X,X,O,X,O,O
ISTOJZL,O,X,O,O,X,O,O
ISTOZLJ,O,X,O,X,X,O,O
ISTOZJL,O,X,O,X,X,O,O
ISLTJZO,O,X,X,O,X,O,O
ISLTJOZ,O,X,X,O,X,O,O
ISLTZJO,O,X,X,O,O,O,O
ISLTZOJ,O,X,X,O,O,O,O
ISLTOJZ,O,X,X,O,X,O,O
ISLTOZJ,O,X,X,X,X,O,O
ISLJTZO,O,X,X,O,X,X,O
ISLJTOZ,O,X,X,O,X,X,O
ISLJZTO,O,X,X,O,O,O,O
ISLJZOT,O,X,X,O,X,O,O
ISLJOTZ,O,X,X,O,X,X,O
ISLJOZT,O,X,X,O,X,O,O
ISLZTJO,O,X,X,O,O,O,O
ISLZTOJ,O,X,X,O,O,O,O
ISLZJTO,O,X,X,O,O,O,O
ISLZJOT,O,X,X,O,X,O,O
ISLZOTJ,X,X,X,O,O,O,O
ISLZOJT,O,X,X,O,X,O,O
ISLOTJZ,O,X,X,O,X,O,O
ISLOTZJ,O,X,X,X,X,O,O
ISLOJTZ,O,X,X,O,X,X,O
ISLOJZT,O,X,X,O,X,O,O
ISLOZTJ,X,X,X,O,O,O,O
ISLOZJT,O,X,X,O,X,O,O
ISJTLZO,O,X,X,O,X,X,O
ISJTLOZ,O,X,X,O,X,X,O
ISJTZLO,O,X,O,O,X,X,O
ISJTZOL,O,X,O,O,X,X,O
ISJTOLZ,O,X,X,O,X,X,O
ISJTOZL,O,X,O,X,X,X,O
ISJLTZO,O,X,X,O,X,X,O
ISJLTOZ,O,X,X,O,X,X,O
ISJLZTO,O,X,X,O,X,O,O
ISJLZOT,O,X,X,O,X,O,O
ISJLOTZ,O,X,X,O,X,X,O
ISJLOZT,O,X,X,O,X,O,O
ISJZTLO,O,X,O,O,X,O,O
ISJZTOL,O,X,O,O,X,O,O
ISJZLTO,O,X,X,O,X,O,O
ISJZLOT,O,X,O,O,X,O,O
ISJZOTL,O,X,O,O,X,O,O
ISJZOLT,O,X,O,O,X,O,O
ISJOTLZ,O,X,X,O,X,X,O
ISJOTZL,O,X,O,O,X,X,O
ISJOLTZ,O,X,X,O,X,X,O
ISJOLZT,O,X,X,O,X,O,O
ISJOZTL,O,X,O,O,X,O,O
ISJOZLT,O,X,O,O,X,O,O
ISZTLJO,O,X,O,O,O,O,O
ISZTLOJ,O,X,O,O,O,O,O
ISZTJLO,O,X,O,O,X,O,O
ISZTJOL,O,X,O,O,X,O,O
ISZTOLJ,O,X,O,O,O,O,O
ISZTOJL,O,X,O,O,X,O,O
ISZLTJO,O,X,X,O,O,O,O
ISZLTOJ,O,X,X,O,O,O,O
ISZLJTO,O,X,X,O,O,O,O
ISZLJOT,O,X,O,O,X,O,O
ISZLOTJ,X,X,X,O,O,O,O
ISZLOJT,O,X,O,O,X,O,O
ISZJTLO,O,X,O,O,X,O,O
ISZJTOL,O,X,O,O,X,O,O
ISZJLTO,O,X,X,O,X,O,O
ISZJLOT,O,X,O,O,X,O,O
ISZJOTL,O,X,O,O,X,O,O
ISZJOLT,O,X,O,O,X,O,O
ISZOTLJ,O,X,O,O,O,O,O
ISZOTJL,O,X,O,O,X,O,O
ISZOLTJ,X,X,X,O,O,O,O
ISZOLJT,O,X,O,O,X,O,O
ISZOJTL,O,X,O,O,X,O,O
ISZOJLT,O,X,O,O,X,O,O
ISOTLJZ,O,X,X,O,X,O,O
ISOTLZJ,O,X,X,X,X,O,O
ISOTJLZ,O,X,X,O,X,O,O
ISOTJZL,O,X,O,O,X,O,O
ISOTZLJ,O,X,O,X,X,O,O
ISOTZJL,O,X,O,X,X,O,O
ISOLTJZ,O,X,X,O,X,O,O
ISOLTZJ,O,X,X,X,X,O,O
ISOLJTZ,O,X,X,O,X,X,O
ISOLJZT,O,X,X,O,X,O,O
ISOLZTJ,X,X,X,O,O,O,O
ISOLZJT,O,X,X,O,X,O,O
ISOJTLZ,O,X,X,O,X,X,O
ISOJTZL,O,X,O,O,X,X,O
ISOJLTZ,O,X,X,O,X,X,O
ISOJLZT,O,X,X,O,X,O,O
ISOJZTL,O,X,O,O,X,O,O
ISOJZLT,O,X,O,O,X,O,O
ISOZTLJ,O,X,O,O,O,O,O
ISOZTJL,O,X,O,O,X,O,O
ISOZLTJ,X,X,X,O,O,O,O
ISOZLJT,O,X,O,O,X,O,O
ISOZJTL,O,X,O,O,X,O,O
ISOZJLT,O,X,O,O,X,O,O
IZTLJSO,O,O,O,O,O,O,O
IZTLJOS,X,O,O,O,O,O,O
IZTLSJO,O,O,O,O,O,O,O
IZTLSOJ,O,O,O,O,O,O,O
IZTLOJS,X,O,O,O,O,O,O
IZTLOSJ,X,O,O,O,O,O,O
IZTJLSO,O,O,O,O,O,O,O
IZTJLOS,X,O,O,O,O,O,O
IZTJSLO,O,O,O,O,X,O,O
IZTJSOL,O,O,O,O,X,O,O
IZTJOLS,X,O,O,O,O,O,O
IZTJOSL,X,O,O,O,X,O,O
IZTSLJO,O,O,O,O,O,O,O
IZTSLOJ,O,O,O,O,O,O,O
IZTSJLO,O,O,O,O,X,O,O
IZTSJOL,O,O,O,O,X,O,O
IZTSOLJ,O,O,O,O,O,O,O
IZTSOJL,O,O,O,O,X,O,O
