sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
JOISZTL,X,O,X,X,X,O,X,X,O,X
JOISZLT,X,O,X,X,X,X,X,X,O,X
JOIZTLS,X,X,X,O,O,X,X,X,X,X
JOIZTSL,X,X,X,O,O,O,X,X,X,X
JOIZLTS,X,X,X,O,O,X,X,X,X,X
JOIZLST,X,X,X,O,O,X,X,X,X,X
JOIZSTL,X,X,X,O,X,O,X,X,X,O
JOIZSLT,X,X,X,O,O,X,X,X,X,O
JOLTISZ,X,X,X,X,O,X,X,X,X,X
JOLTIZS,O,O,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,X,X,X,X,X
JOLTSZI,O,O,X,X,O,X,X,X,O,X
JOLTZIS,O,O,X,X,O,X,X,X,X,X
JOLTZSI,O,O,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,O,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X,X
JOLISTZ,X,X,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,O,X
JOLIZTS,X,X,X,X,O,X,X,X,X,X
JOLIZST,X,X,X,X,O,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,X,X,X,O,X
JOLSTZI,O,O,X,X,O,X,X,X,O,X
JOLSITZ,X,X,X,X,X,O,O,X,X,X
JOLSIZT,O,O,X,X,X,X,O,X,O,X
JOLSZTI,O,O,X,X,O,X,X,X,O,X
JOLSZIT,O,O,X,X,O,X,X,X,O,X
JOLZTIS,O,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,X,X,O,X,X,X,X,X
JOLZITS,O,X,X,X,O,X,X,X,X,X
JOLZIST,O,X,X,X,O,X,X,X,X,X
JOLZSTI,O,X,X,X,O,X,X,X,O,O
JOLZSIT,O,X,X,X,O,X,X,X,O,O
JOSTILZ,X,O,X,O,O,O,X,X,O,X
JOSTIZL,X,O,X,O,X,O,X,X,O,X
JOSTLIZ,X,O,X,O,O,X,X,X,O,X
JOSTLZI,O,O,X,O,O,X,X,X,O,X
JOSTZIL,O,O,X,O,O,X,X,X,O,X
JOSTZLI,O,O,X,O,O,X,X,X,O,X
JOSITLZ,X,X,X,X,X,O,O,X,O,X
JOSITZL,X,X,X,X,X,O,O,X,O,X
JOSILTZ,X,X,X,O,X,O,O,X,X,X
JOSILZT,O,O,X,O,X,X,O,X,O,X
JOSIZTL,O,O,X,X,X,O,O,X,O,X
JOSIZLT,O,O,X,X,X,X,O,X,O,X
JOSLTIZ,X,X,X,O,O,X,X,X,O,X
JOSLTZI,O,O,X,O,O,X,X,X,O,X
JOSLITZ,X,X,X,O,X,O,O,X,X,X
JOSLIZT,O,O,X,O,X,X,O,X,O,X
JOSLZTI,O,O,X,O,O,X,X,X,O,X
JOSLZIT,O,O,X,O,O,X,X,X,O,X
JOSZTIL,O,O,X,O,O,X,X,X,O,O
JOSZTLI,O,O,X,O,O,X,X,X,O,O
JOSZITL,O,O,X,O,X,O,X,X,O,O
JOSZILT,O,O,X,O,O,X,X,X,O,O
JOSZLTI,O,O,X,O,O,X,X,X,O,O
JOSZLIT,O,O,X,O,O,X,X,X,O,O
JOZTILS,O,O,X,O,O,X,X,X,X,X
JOZTISL,O,O,X,O,O,X,X,X,X,X
JOZTLIS,O,O,X,O,O,X,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X,O
JOZTSLI,O,O,X,O,O,X,X,X,X,O
JOZITLS,X,X,X,O,O,X,X,X,X,X
JOZITSL,X,X,X,O,O,O,X,X,X,X
JOZILTS,O,X,X,O,O,X,X,X,X,X
JOZILST,O,X,X,O,O,X,X,X,X,X
JOZISTL,X,X,X,O,X,O,X,X,X,O
JOZISLT,X,X,X,O,O,X,X,X,X,O
JOZLTIS,O,X,X,O,O,X,X,O,X,X
JOZLTSI,O,X,X,O,O,X,X,O,X,X
JOZLITS,O,X,X,O,O,X,X,O,X,X
JOZLIST,O,X,X,O,O,X,X,O,X,X
JOZLSTI,O,X,X,O,O,X,X,O,O,O
JOZLSIT,O,X,X,O,O,X,X,O,O,O
JOZSTIL,O,O,X,O,O,X,X,X,O,O
JOZSTLI,O,O,X,O,O,X,X,X,O,O
JOZSITL,O,O,X,O,X,O,X,X,O,O
JOZSILT,O,O,X,O,O,X,X,X,O,O
JOZSLTI,O,O,X,O,O,X,X,X,O,O
JOZSLIT,O,O,X,O,O,X,X,X,O,O
STILJZO,O,O,O,O,X,X,O,X,X,X
STILJOZ,O,O,X,O,O,X,O,X,X,X
STILZJO,O,O,O,O,X,X,O,X,X,X
STILZOJ,O,O,O,O,X,X,O,X,X,X
STILOJZ,O,O,X,O,O,X,O,X,X,X
STILOZJ,O,O,O,O,X,X,O,X,X,X
STIJLZO,O,O,O,O,X,O,O,X,X,X
STIJLOZ,O,O,X,O,O,O,O,X,X,X
STIJZLO,O,O,O,O,X,O,O,X,X,X
STIJZOL,O,O,O,O,X,O,O,X,X,X
STIJOLZ,O,O,X,O,O,O,O,X,X,X
STIJOZL,O,O,X,O,X,O,O,X,X,X
STIZLJO,O,O,O,O,X,X,O,X,X,X
STIZLOJ,O,O,O,O,X,X,O,X,X,X
STIZJLO,O,O,O,O,X,X,O,X,X,X
STIZJOL,O,O,O,O,X,X,O,X,X,X
STIZOLJ,O,O,O,O,X,X,O,X,X,X
STIZOJL,O,O,O,O,X,X,O,X,X,X
STIOLJZ,O,O,X,O,O,X,O,X,X,X
STIOLZJ,O,O,O,O,X,X,O,X,X,X
STIOJLZ,O,O,X,O,O,O,O,X,X,X
STIOJZL,O,O,X,O,X,O,O,X,X,X
STIOZLJ,O,O,O,O,X,X,O,X,X,X
STIOZJL,O,O,O,O,X,X,O,X,X,X
STLIJZO,O,O,O,O,X,X,O,X,X,X
STLIJOZ,O,O,X,O,O,X,O,X,X,X
STLIZJO,O,O,O,O,X,X,O,X,X,X
STLIZOJ,O,O,O,O,X,X,O,X,X,X
STLIOJZ,O,O,X,O,O,X,O,X,X,X
STLIOZJ,O,O,O,O,X,X,O,X,X,X
STLJIZO,O,O,O,O,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,X,X,X,X,X
STLJOIZ,O,O,X,O,O,X,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,X,X,X
STLZIOJ,O,O,O,O,O,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,X,X,X,X
STLZOJI,O,O,O,O,O,X,X,X,X,X
STLOIJZ,O,O,X,O,O,X,O,X,X,X
STLOIZJ,O,O,O,O,X,X,O,X,X,X
STLOJIZ,O,O,X,O,O,X,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,O,O,O,X,X,X,X,X
STLOZJI,O,O,O,O,O,X,X,X,X,X
STJILZO,O,O,O,O,X,O,X,X,X,X
STJILOZ,O,O,X,O,O,O,X,X,X,X
STJIZLO,O,O,O,O,X,O,X,X,X,X
STJIZOL,O,O,O,O,X,O,X,X,X,X
STJIOLZ,O,O,X,O,O,O,X,X,X,X
STJIOZL,O,O,X,O,X,O,X,X,X,X
STJLIZO,O,O,O,O,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,X,X,X,X,X
STJLOIZ,O,O,X,O,O,X,X,X,X,X
STJLOZI,O,O,X,O,O,X,X,X,X,X
STJZILO,O,O,O,O,O,X,X,X,X,X
STJZIOL,O,O,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,X
STJOILZ,O,O,X,O,O,O,X,X,X,X
STJOIZL,O,O,X,O,X,O,X,X,X,X
STJOLIZ,O,O,X,O,O,X,X,X,X,X
STJOLZI,O,O,X,O,O,X,X,X,X,X
STJOZIL,O,O,X,O,O,X,X,X,X,X
STJOZLI,O,O,X,O,O,X,X,X,X,X
STZILJO,O,O,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,O,X,X,X,X,X
STZIJOL,O,O,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,O,X,X,X,X,X
STZLIOJ,O,O,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,O,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,X,X,X,X
STZJILO,O,O,O,O,O,X,X,X,X,X
STZJIOL,O,O,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,X,X,X
STZJOIL,O,O,O,O,O,X,X,X,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,X
STZOILJ,O,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,O,O,X,X,X,X,X
STOILJZ,O,O,X,O,O,X,O,X,X,X
STOILZJ,O,O,O,O,X,X,O,X,X,X
STOIJLZ,O,O,X,O,O,O,O,X,X,X
STOIJZL,O,O,X,O,X,O,O,X,X,X
STOIZLJ,O,O,O,O,X,X,O,X,X,X
STOIZJL,O,O,O,O,X,X,O,X,X,X
STOLIJZ,O,O,X,O,O,X,O,X,X,X
STOLIZJ,O,O,O,O,X,X,O,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X,X,X
STOLZJI,O,O,O,O,O,X,X,X,X,X
STOJILZ,O,O,X,O,O,O,X,X,X,X
STOJIZL,O,O,X,O,X,O,X,X,X,X
STOJLIZ,O,O,X,O,O,X,X,X,X,X
STOJLZI,O,O,X,O,O,X,X,X,X,X
STOJZIL,O,O,X,O,O,X,X,X,X,X
STOJZLI,O,O,X,O,O,X,X,X,X,X
STOZILJ,O,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,O,O,X,X,X,X,X
STOZLIJ,O,O,O,O,O,X,X,X,X,X
STOZLJI,O,O,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,X,X
STOZJLI,O,O,O,O,O,X,X,X,X,X
SITLJZO,O,O,O,O,X,X,O,X,X,X
SITLJOZ,O,O,X,O,X,X,O,X,X,X
SITLZJO,O,O,O,O,X,X,O,X,X,X
SITLZOJ,O,O,O,O,X,X,O,X,X,X
SITLOJZ,O,O,X,O,X,X,O,X,X,X
SITLOZJ,O,O,O,O,X,X,O,X,X,X
SITJLZO,O,O,O,O,X,O,O,X,X,X
SITJLOZ,O,O,X,O,X,O,O,X,X,X
SITJZLO,O,O,O,O,X,O,O,X,X,X
SITJZOL,O,O,O,O,X,O,O,X,X,X
SITJOLZ,O,O,X,O,X,O,O,X,X,X
SITJOZL,O,O,X,O,X,O,O,X,X,X
SITZLJO,O,O,O,O,X,X,O,X,X,X
SITZLOJ,O,O,O,O,X,X,O,X,X,X
SITZJLO,O,O,O,O,X,X,O,X,X,X
SITZJOL,O,O,O,O,X,X,O,X,X,X
SITZOLJ,O,O,O,O,X,X,O,X,X,X
SITZOJL,O,O,O,O,X,X,O,X,X,X
SITOLJZ,O,O,X,O,X,X,O,X,X,X
SITOLZJ,O,O,O,O,X,X,O,X,X,X
SITOJLZ,O,O,X,O,X,O,O,X,X,X
SITOJZL,O,O,X,O,X,O,O,X,X,X
SITOZLJ,O,O,O,O,X,X,O,X,X,X
SITOZJL,O,O,O,O,X,X,O,X,X,X
SILTJZO,O,X,O,O,X,X,O,X,X,X
SILTJOZ,O,X,X,O,X,X,O,X,X,X
SILTZJO,O,X,O,O,X,X,O,X,X,X
SILTZOJ,O,X,O,O,X,X,O,X,X,X
SILTOJZ,O,X,X,O,X,X,O,X,X,X
SILTOZJ,O,X,O,O,X,X,O,X,X,X
SILJTZO,X,X,X,O,X,O,O,X,X,X
SILJTOZ,X,X,X,O,X,O,O,X,X,X
SILJZTO,O,O,O,O,X,X,O,X,X,X
SILJZOT,O,O,O,O,X,X,O,X,X,X
SILJOTZ,X,X,X,O,X,O,O,X,X,X
SILJOZT,O,O,X,O,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,X,O,X,X,X
SILZTOJ,O,O,O,X,X,X,O,X,X,X
SILZJTO,O,O,O,O,X,X,O,X,X,X
SILZJOT,O,X,O,O,X,X,O,X,X,X
SILZOTJ,O,O,X,O,X,X,O,X,X,X
SILZOJT,O,X,O,O,X,X,O,X,X,X
SILOTJZ,X,X,X,X,X,X,O,X,X,X
SILOTZJ,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,O,O,X,X,X
SILOJZT,O,O,X,X,X,X,O,X,X,X
SILOZTJ,O,O,X,X,X,X,O,X,X,X
SILOZJT,O,X,O,X,X,X,O,X,X,X
SIJTLZO,X,X,X,O,X,O,O,X,X,X
SIJTLOZ,X,X,X,O,X,O,O,X,X,X
SIJTZLO,X,X,X,O,X,O,O,X,X,X
SIJTZOL,X,X,X,O,X,O,O,X,X,X
SIJTOLZ,X,X,X,O,X,O,O,X,X,X
SIJTOZL,X,X,X,O,X,O,O,X,X,X
SIJLTZO,X,X,X,O,X,O,O,X,X,X
SIJLTOZ,X,X,X,O,X,O,O,X,X,X
SIJLZTO,O,O,O,O,X,X,O,X,X,X
SIJLZOT,O,O,O,O,X,X,O,X,X,X
SIJLOTZ,X,X,X,O,X,O,O,X,X,X
SIJLOZT,O,O,X,O,X,X,O,X,X,X
SIJZTLO,O,X,O,O,X,O,O,X,X,X
SIJZTOL,X,O,X,X,X,O,O,X,X,X
SIJZLTO,O,O,O,O,X,X,O,X,X,X
SIJZLOT,O,O,O,O,X,X,O,X,X,X
SIJZOTL,O,O,X,O,X,O,O,X,X,X
SIJZOLT,O,O,O,O,X,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,O,X,X,X
SIJOTZL,X,X,X,X,X,O,O,X,X,X
SIJOLTZ,X,X,X,O,X,O,O,X,X,X
SIJOLZT,O,O,X,O,X,X,O,X,X,X
SIJOZTL,O,O,X,X,X,O,O,X,X,X
SIJOZLT,O,O,X,X,X,X,O,X,X,X
SIZTLJO,O,O,O,X,X,X,O,X,X,X
SIZTLOJ,O,O,O,X,X,X,O,X,X,X
SIZTJLO,O,O,O,X,X,X,O,X,X,X
SIZTJOL,O,O,O,X,X,X,O,X,X,X
SIZTOLJ,O,O,O,X,X,X,O,X,X,X
SIZTOJL,O,O,O,X,X,X,O,X,X,X
SIZLTJO,O,O,O,X,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,X,O,X,X,X
SIZLJTO,O,O,O,O,X,X,O,X,X,X
SIZLJOT,O,O,O,O,X,X,O,X,X,X
SIZLOTJ,O,O,X,O,X,X,O,X,X,X
SIZLOJT,O,O,O,O,X,X,O,X,X,X
SIZJTLO,O,O,O,O,X,O,O,X,X,X
SIZJTOL,O,O,O,X,X,O,O,X,X,X
SIZJLTO,O,O,O,O,X,X,O,X,X,X
SIZJLOT,O,O,O,O,X,X,O,X,X,X
SIZJOTL,O,O,X,O,X,O,O,X,X,X
SIZJOLT,O,O,O,O,X,X,O,X,X,X
SIZOTLJ,O,O,X,O,X,X,O,X,X,X
SIZOTJL,O,O,X,O,X,X,O,X,X,X
SIZOLTJ,O,O,X,O,X,X,O,X,X,X
SIZOLJT,O,O,O,O,X,X,O,X,X,X
SIZOJTL,O,O,X,O,X,O,O,X,X,X
SIZOJLT,O,O,O,O,X,X,O,X,X,X
SIOTLJZ,X,O,X,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,X,X,X,O,X,X,X
SIOTJLZ,X,O,X,X,X,O,O,X,X,X
SIOTJZL,X,O,X,X,X,O,O,X,X,X
SIOTZLJ,X,O,X,X,X,X,O,X,X,X
SIOTZJL,X,O,X,X,X,X,O,X,X,X
SIOLTJZ,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,X,X,X,X,X,O,O,X,X,X
SIOLJZT,O,O,X,X,X,X,O,X,X,X
SIOLZTJ,O,O,X,X,X,X,O,X,X,X
SIOLZJT,O,X,O,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,X,X,O,O,X,X,X
SIOJTZL,X,X,X,X,X,O,O,X,X,X
SIOJLTZ,X,X,X,X,X,O,O,X,X,X
SIOJLZT,O,O,X,X,X,X,O,X,X,X
SIOJZTL,O,O,X,X,X,O,O,X,X,X
SIOJZLT,O,O,X,X,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,X,X,O,X,X,X
SIOZTJL,O,O,X,X,X,X,O,X,X,X
SIOZLTJ,O,O,X,X,X,X,O,X,X,X
SIOZLJT,O,O,O,X,X,X,O,X,X,X
SIOZJTL,O,O,X,X,X,O,O,X,X,X
SIOZJLT,O,O,O,X,X,X,O,X,X,X
SLTIJZO,O,O,O,O,X,X,O,X,X,X
SLTIJOZ,O,O,X,O,O,X,O,X,X,X
SLTIZJO,O,O,O,O,X,X,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,O,X,X,X
SLTIOJZ,O,O,X,O,O,X,O,X,X,X
SLTIOZJ,O,O,O,O,X,X,O,X,X,X
SLTJIZO,O,O,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,O,O,X,X,X,X,X
SLTJOZI,O,O,X,O,O,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,O,O,X,X,X,X,X
SLTZOJI,O,O,O,O,O,X,X,X,X,X
SLTOIJZ,O,O,X,O,O,X,O,X,X,X
SLTOIZJ,O,O,O,O,X,X,O,X,X,X
SLTOJIZ,O,O,X,O,O,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,O,O,O,X,X,X,X,X
SLTOZJI,O,O,O,O,O,X,X,X,X,X
SLITJZO,O,X,O,O,X,X,O,X,X,X
SLITJOZ,O,X,X,O,X,X,O,X,X,X
SLITZJO,O,X,O,O,X,X,O,X,X,X
SLITZOJ,O,X,O,O,X,X,O,X,X,X
SLITOJZ,O,X,X,O,X,X,O,X,X,X
SLITOZJ,O,X,O,O,X,X,O,X,X,X
SLIJTZO,X,X,X,O,X,O,O,X,X,X
SLIJTOZ,X,X,X,O,X,O,O,X,X,X
SLIJZTO,O,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,O,O,X,X,O,X,X,X
SLIJOTZ,X,X,X,O,X,O,O,X,X,X
SLIJOZT,O,O,X,O,X,X,O,X,X,X
SLIZTJO,O,O,O,X,X,X,O,X,X,X
SLIZTOJ,O,O,O,X,X,X,O,X,X,X
SLIZJTO,O,O,O,O,X,X,O,X,X,X
SLIZJOT,O,X,O,O,X,X,O,X,X,X
SLIZOTJ,O,O,X,O,X,X,O,X,X,X
SLIZOJT,O,X,O,O,X,X,O,X,X,X
SLIOTJZ,X,X,X,X,X,X,O,X,X,X
SLIOTZJ,X,X,X,X,X,X,O,X,X,X
SLIOJTZ,X,X,X,X,X,O,O,X,X,X
SLIOJZT,O,O,X,X,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,X,X,O,X,X,X
SLIOZJT,O,X,O,X,X,X,O,X,X,X
SLJTIZO,O,X,O,O,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X,X,O,X
SLJTZOI,O,O,O,O,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X,X
SLJITZO,X,X,X,O,X,O,O,X,X,X
SLJITOZ,X,X,X,O,X,O,O,X,X,X
SLJIZTO,O,O,O,O,X,X,O,X,O,X
SLJIZOT,O,O,O,O,X,X,O,X,O,X
SLJIOTZ,X,X,X,O,X,O,O,X,X,X
SLJIOZT,O,O,X,O,X,X,O,X,X,X
SLJZTIO,O,O,O,O,X,X,X,X,O,X
SLJZTOI,O,O,O,O,X,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,O,X
SLJZIOT,O,O,O,O,X,X,X,X,O,X
SLJZOTI,O,O,O,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,X,X,X,O,X
SLJOTIZ,X,X,X,O,O,X,X,X,X,X
SLJOTZI,O,O,X,O,O,X,X,X,O,X
SLJOITZ,X,X,X,O,X,O,O,X,X,X
SLJOIZT,O,O,X,O,X,X,O,X,O,X
SLJOZTI,O,O,X,O,O,X,X,X,O,X
SLJOZIT,O,O,X,O,O,X,X,X,O,X
SLZTIJO,O,O,O,O,O,X,X,X,X,X
SLZTIOJ,O,O,O,O,O,X,X,X,X,O
SLZTJIO,O,O,O,O,X,X,X,X,X,O
SLZTJOI,O,O,O,O,O,X,X,X,X,O
SLZTOIJ,O,O,O,O,O,X,X,X,X,O
SLZTOJI,O,O,O,O,O,X,X,X,X,O
SLZITJO,O,O,O,X,X,X,O,X,X,X
SLZITOJ,O,O,O,X,X,X,O,X,X,O
SLZIJTO,O,O,O,O,X,X,O,X,X,O
SLZIJOT,O,O,O,O,O,X,O,X,X,O
SLZIOTJ,O,O,X,O,X,X,O,X,X,O
SLZIOJT,O,O,O,O,O,X,O,X,X,O
SLZJTIO,O,O,O,O,X,X,X,X,X,O
SLZJTOI,O,O,O,O,X,X,X,X,X,O
SLZJITO,O,O,O,O,X,X,X,X,X,O
SLZJIOT,O,O,O,O,X,X,X,X,X,O
SLZJOTI,O,O,O,O,O,X,X,X,X,O
SLZJOIT,O,O,O,O,O,X,X,X,X,O
SLZOTIJ,O,O,O,O,O,X,X,X,X,O
SLZOTJI,O,O,O,O,O,X,X,X,X,O
SLZOITJ,O,O,X,O,X,X,O,X,X,O
SLZOIJT,O,O,O,O,O,X,O,X,X,O
SLZOJTI,O,O,O,O,O,X,X,X,X,O
SLZOJIT,O,O,O,O,O,X,X,X,X,O
SLOTIJZ,O,O,X,O,O,X,O,X,X,X
SLOTIZJ,O,O,O,O,X,X,O,X,X,X
SLOTJIZ,O,O,X,O,O,X,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,O,O,O,X,X,X,X,X
SLOTZJI,O,O,O,O,O,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,O,X,X,X
SLOITZJ,X,X,X,X,X,X,O,X,X,X
SLOIJTZ,X,X,X,X,X,O,O,X,X,X
SLOIJZT,O,O,X,X,X,X,O,X,X,X
SLOIZTJ,O,O,X,X,X,X,O,X,X,X
SLOIZJT,O,X,O,X,X,X,O,X,X,X
SLOJTIZ,X,X,X,O,O,X,X,X,X,X
SLOJTZI,O,O,X,O,O,X,X,X,O,X
SLOJITZ,X,X,X,O,X,O,O,X,X,X
SLOJIZT,O,O,X,O,X,X,O,X,O,X
SLOJZTI,O,O,X,O,O,X,X,X,O,X
SLOJZIT,O,O,X,O,O,X,X,X,O,X
SLOZTIJ,O,O,O,O,O,X,X,X,X,O
SLOZTJI,O,O,O,O,O,X,X,X,X,O
SLOZITJ,O,O,X,O,X,X,O,X,X,O
SLOZIJT,O,O,O,O,O,X,O,X,X,O
SLOZJTI,O,O,O,O,O,X,X,X,X,O
SLOZJIT,O,O,O,O,O,X,X,X,X,O
SJTILZO,O,O,O,O,X,O,X,X,O,X
SJTILOZ,O,O,X,O,O,O,X,X,X,X
SJTIZLO,O,O,O,O,X,O,X,X,O,X
SJTIZOL,O,O,O,O,X,O,X,X,O,X
SJTIOLZ,O,O,X,O,O,O,X,X,X,X
SJTIOZL,O,O,X,O,X,O,X,X,X,X
SJTLIZO,O,O,O,O,X,X,X,X,O,X
SJTLIOZ,O,O,X,O,X,X,X,X,X,X
SJTLZIO,O,O,O,O,X,X,X,X,O,X
SJTLZOI,O,O,O,O,X,X,X,X,O,X
SJTLOIZ,O,O,X,O,O,X,X,X,X,X
SJTLOZI,O,O,X,O,O,X,X,X,O,X
SJTZILO,O,O,O,O,O,X,X,X,O,X
SJTZIOL,O,O,O,O,O,X,X,X,O,X
SJTZLIO,O,O,O,O,O,X,X,X,O,X
SJTZLOI,O,O,O,O,O,X,X,X,O,X
SJTZOIL,O,O,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,O,O,X,X,X,O,X
SJTOILZ,O,O,X,O,O,O,X,X,X,X
SJTOIZL,O,O,X,O,X,O,X,X,X,X
SJTOLIZ,O,O,X,O,O,X,X,X,X,X
SJTOLZI,O,O,X,O,O,X,X,X,O,X
SJTOZIL,O,O,X,O,O,X,X,X,O,X
SJTOZLI,O,O,X,O,O,X,X,X,O,X
SJITLZO,X,X,X,O,X,O,O,X,O,X
SJITLOZ,X,X,X,O,X,O,O,X,X,X
SJITZLO,X,X,X,O,X,O,O,X,O,X
SJITZOL,X,X,X,O,X,O,O,X,O,X
SJITOLZ,X,X,X,O,X,O,O,X,X,X
SJITOZL,X,X,X,O,X,O,O,X,X,X
SJILTZO,X,X,X,O,X,O,O,X,X,X
SJILTOZ,X,X,X,O,X,O,O,X,X,X
SJILZTO,O,O,O,O,X,X,O,X,O,X
SJILZOT,O,O,O,O,X,X,O,X,O,X
SJILOTZ,X,X,X,O,X,O,O,X,X,X
SJILOZT,O,O,X,O,X,X,O,X,X,X
SJIZTLO,O,X,O,O,X,O,O,X,O,X
SJIZTOL,X,O,X,O,X,O,O,X,O,X
SJIZLTO,O,O,O,O,X,X,O,X,O,X
SJIZLOT,O,O,O,O,X,X,O,X,O,X
SJIZOTL,O,O,X,O,X,O,O,X,O,X
SJIZOLT,O,O,O,O,X,X,O,X,O,X
SJIOTLZ,X,X,X,X,X,O,O,X,X,X
