sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
IOLSTZJ,X,X,X,X,X,X,O,X,X,X
IOLSJTZ,X,X,X,X,X,O,O,X,X,X
IOLSJZT,X,X,X,X,X,X,O,X,X,X
IOLSZTJ,X,X,X,X,X,X,O,X,X,X
IOLSZJT,X,X,O,X,X,X,O,X,X,X
IOLZTJS,X,X,X,X,O,X,X,X,X,X
IOLZTSJ,X,X,X,X,O,X,X,X,X,X
IOLZJTS,X,X,O,X,O,X,X,X,X,X
IOLZJST,X,X,O,X,O,X,X,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,X,O
IOLZSJT,X,X,X,X,O,X,X,X,X,O
IOJTLSZ,X,X,X,X,O,O,X,X,X,X
IOJTLZS,X,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,O,X,X,O,O,X,X,X,X
IOJTSZL,X,O,X,X,X,O,X,X,X,X
IOJTZLS,X,O,X,X,O,X,X,X,X,X
IOJTZSL,X,O,X,X,O,O,X,X,X,X
IOJLTSZ,X,X,X,X,O,O,X,X,X,X
IOJLTZS,X,X,X,X,O,X,X,X,X,X
IOJLSTZ,X,X,X,X,X,O,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,O,X
IOJLZTS,X,X,X,X,O,X,X,X,X,X
IOJLZST,X,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,X,X,X,O,X,X,O,X
IOJSTZL,X,X,X,X,X,O,X,X,O,X
IOJSLTZ,X,X,X,X,X,O,X,X,X,X
IOJSLZT,X,O,X,X,X,X,X,X,O,X
IOJSZTL,X,O,X,X,X,O,X,X,O,X
IOJSZLT,X,O,X,X,X,X,X,X,O,X
IOJZTLS,X,X,X,X,O,X,X,X,X,X
IOJZTSL,X,X,X,X,O,O,X,X,X,X
IOJZLTS,X,X,X,X,O,X,X,X,X,X
IOJZLST,X,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,O,X,X,X,O
IOJZSLT,X,X,X,X,O,X,X,X,X,O
IOSTLJZ,X,O,X,X,X,X,O,X,X,X
IOSTLZJ,X,O,X,X,X,X,O,X,X,X
IOSTJLZ,X,O,X,X,X,O,O,X,X,X
IOSTJZL,X,O,X,X,X,O,O,X,X,X
IOSTZLJ,X,O,X,X,X,X,O,X,X,X
IOSTZJL,X,O,X,X,X,X,O,X,X,X
IOSLTJZ,X,X,X,X,X,X,O,X,X,X
IOSLTZJ,X,X,X,X,X,X,O,X,X,X
IOSLJTZ,X,X,X,X,X,O,O,X,X,X
IOSLJZT,X,O,X,X,X,X,O,X,X,X
IOSLZTJ,X,O,X,X,X,X,O,X,X,X
IOSLZJT,X,X,O,X,X,X,O,X,X,X
IOSJTLZ,X,X,X,X,X,O,O,X,X,X
IOSJTZL,X,X,X,X,X,O,O,X,X,X
IOSJLTZ,X,X,X,X,X,O,O,X,X,X
IOSJLZT,X,O,X,X,X,X,O,X,X,X
IOSJZTL,X,O,X,X,X,O,O,X,X,X
IOSJZLT,X,O,X,X,X,X,O,X,X,X
IOSZTLJ,X,O,X,X,X,X,O,X,X,X
IOSZTJL,X,O,X,X,X,X,O,X,X,X
IOSZLTJ,X,O,X,X,X,X,O,X,X,X
IOSZLJT,X,O,O,X,X,X,O,X,X,X
IOSZJTL,X,O,X,X,X,O,O,X,X,X
IOSZJLT,X,O,O,X,X,X,O,X,X,X
IOZTLJS,X,O,X,X,O,X,X,X,X,X
IOZTLSJ,X,O,X,X,O,X,X,X,X,X
IOZTJLS,X,O,X,X,O,X,X,X,X,X
IOZTJSL,X,O,X,X,O,X,X,X,X,X
IOZTSLJ,X,O,X,X,O,X,X,X,X,X
IOZTSJL,X,O,X,X,O,X,X,X,X,X
IOZLTJS,X,X,X,X,O,X,X,O,X,X
IOZLTSJ,X,X,X,X,O,X,X,X,X,X
IOZLJTS,X,X,O,X,O,X,X,O,X,X
IOZLJST,X,X,O,X,O,X,X,O,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,O
IOZLSJT,X,X,X,X,O,X,X,X,X,O
IOZJTLS,X,X,X,X,O,X,X,X,X,X
IOZJTSL,X,X,X,X,O,O,X,X,X,X
IOZJLTS,X,X,O,X,O,X,X,X,X,X
IOZJLST,X,X,O,X,O,X,X,X,X,X
IOZJSTL,X,X,X,X,X,O,X,X,X,O
IOZJSLT,X,X,X,X,O,X,X,X,X,O
IOZSTLJ,X,O,X,X,X,X,X,X,X,O
IOZSTJL,X,O,X,X,X,X,X,X,X,X
IOZSLTJ,X,O,X,X,X,X,X,X,X,O
IOZSLJT,X,O,X,X,O,X,X,X,X,O
IOZSJTL,X,O,X,X,X,O,X,X,X,O
IOZSJLT,X,O,X,X,O,X,X,X,X,O
LTIJSZO,O,X,O,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,O,X,X,X,X,X
LTIJZSO,O,O,O,X,X,X,X,X,X,X
LTIJZOS,O,O,O,X,O,X,X,X,X,X
LTIJOSZ,X,X,X,X,O,X,X,X,X,X
LTIJOZS,O,O,X,X,O,X,X,X,X,X
LTISJZO,O,X,O,X,X,X,X,X,X,X
LTISJOZ,O,X,X,X,O,X,X,X,X,X
LTISZJO,O,X,O,X,X,X,X,X,X,X
LTISZOJ,O,X,O,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,O,X,X,X,X,X
LTISOZJ,O,X,O,X,X,X,X,X,X,X
LTIZJSO,O,O,O,X,O,X,X,X,X,X
LTIZJOS,O,O,O,X,O,X,X,X,X,X
LTIZSJO,O,O,O,X,O,X,X,X,X,X
LTIZSOJ,O,O,O,X,O,X,X,X,X,X
LTIZOJS,O,O,O,X,O,X,X,X,X,X
LTIZOSJ,O,O,X,X,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,O,X,X,X,X,X
LTIOJZS,O,O,X,X,O,X,X,X,X,X
LTIOSJZ,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,X,O,X,X,X,X,X,X,X
LTIOZJS,O,O,O,X,O,X,X,X,X,X
LTIOZSJ,O,O,X,X,O,X,X,X,X,X
LTJISZO,O,X,O,O,X,X,X,X,X,X
LTJISOZ,O,X,X,O,O,X,X,X,X,X
LTJIZSO,O,O,O,O,X,X,X,X,X,X
LTJIZOS,O,O,O,O,O,X,X,X,X,X
LTJIOSZ,X,X,X,O,O,X,X,X,X,X
LTJIOZS,O,O,X,X,O,X,X,X,X,X
LTJSIZO,O,O,O,O,X,X,X,X,X,X
LTJSIOZ,O,O,X,O,X,X,X,X,X,X
LTJSZIO,O,O,O,O,X,X,X,X,O,X
LTJSZOI,O,O,O,O,X,X,X,X,X,X
LTJSOIZ,O,O,X,O,O,X,X,X,X,X
LTJSOZI,O,O,X,O,O,X,X,X,X,X
LTJZISO,O,O,O,O,O,X,X,X,X,X
LTJZIOS,O,O,O,O,O,X,X,X,X,X
LTJZSIO,O,O,O,O,O,X,X,X,X,X
LTJZSOI,O,O,O,O,O,X,X,X,X,X
LTJZOIS,O,O,O,O,O,X,X,X,X,X
LTJZOSI,O,O,X,O,O,X,X,X,X,X
LTJOISZ,X,X,X,O,O,X,X,X,X,X
LTJOIZS,O,O,X,X,O,X,X,X,X,X
LTJOSIZ,O,O,X,O,O,X,X,X,X,X
LTJOSZI,O,O,X,O,O,X,X,X,O,X
LTJOZIS,O,O,X,X,O,X,X,X,X,X
LTJOZSI,O,O,X,X,O,X,X,X,X,X
LTSIJZO,O,O,O,O,X,X,O,X,X,X
LTSIJOZ,O,O,X,O,O,X,O,X,X,X
LTSIZJO,O,O,O,O,X,X,O,X,X,X
LTSIZOJ,O,O,O,O,X,X,O,X,X,X
LTSIOJZ,O,O,X,O,O,X,O,X,X,X
LTSIOZJ,O,O,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,O,X,X,X,X,X,X
LTSJIOZ,O,O,X,O,X,X,X,X,X,X
LTSJZIO,O,O,O,O,X,X,X,X,X,X
LTSJZOI,O,O,O,O,X,X,X,X,X,X
LTSJOIZ,O,O,X,O,O,X,X,X,X,X
LTSJOZI,O,O,X,O,O,X,X,X,X,X
LTSZIJO,O,O,O,O,O,X,X,X,X,X
LTSZIOJ,O,O,O,O,O,X,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,X,X,X
LTSZJOI,O,O,O,O,O,X,X,X,X,X
LTSZOIJ,O,O,O,O,O,X,X,X,X,X
LTSZOJI,O,O,O,O,O,X,X,X,X,X
LTSOIJZ,O,O,X,O,O,X,O,X,X,X
LTSOIZJ,O,O,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,X,O,O,X,X,X,X,X
LTSOJZI,O,O,X,O,O,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,X,X,X,X,X
LTSOZJI,O,O,O,O,O,X,X,X,X,X
LTZIJSO,O,O,O,X,O,X,X,X,X,X
LTZIJOS,O,O,O,X,O,X,X,X,X,X
LTZISJO,O,O,O,X,O,X,X,X,X,X
LTZISOJ,O,O,O,X,O,X,X,X,X,X
LTZIOJS,O,O,O,X,O,X,X,X,X,X
LTZIOSJ,O,O,X,X,O,X,X,X,X,X
LTZJISO,O,O,O,O,O,X,X,X,X,X
LTZJIOS,O,O,O,O,O,X,X,X,X,X
LTZJSIO,O,O,O,O,O,X,X,X,X,X
LTZJSOI,O,O,O,O,O,X,X,X,X,X
LTZJOIS,O,O,O,O,O,X,X,X,X,X
LTZJOSI,O,O,X,O,O,X,X,X,X,X
LTZSIJO,O,O,O,O,O,X,X,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,X,X,O
LTZSJIO,O,O,O,O,O,X,X,X,X,O
LTZSJOI,O,O,O,O,O,X,X,X,X,O
LTZSOIJ,O,O,O,O,O,X,X,X,X,O
LTZSOJI,O,O,O,O,O,X,X,X,X,O
LTZOIJS,O,O,O,O,O,X,X,X,X,X
LTZOISJ,O,O,X,O,O,X,X,X,X,X
LTZOJIS,O,O,O,O,O,X,X,X,X,X
LTZOJSI,O,O,X,O,O,X,X,X,X,X
LTZOSIJ,O,O,O,O,O,X,X,X,X,O
LTZOSJI,O,O,O,O,O,X,X,X,X,O
LTOIJSZ,X,X,X,O,O,X,X,X,X,X
LTOIJZS,O,O,X,X,O,X,X,X,X,X
LTOISJZ,X,X,X,O,O,X,X,X,X,X
LTOISZJ,X,X,O,O,X,X,X,X,X,X
LTOIZJS,O,O,O,X,O,X,X,X,X,X
LTOIZSJ,O,O,X,X,O,X,X,X,X,X
LTOJISZ,X,X,X,O,O,X,X,X,X,X
LTOJIZS,O,O,X,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,O,O,X,X,X,X,X
LTOJSZI,O,O,X,O,O,X,X,X,O,X
LTOJZIS,O,O,X,X,O,X,X,X,X,X
LTOJZSI,O,O,X,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,O,X,O,X,X,X
LTOSIZJ,O,O,O,O,X,X,O,X,X,X
LTOSJIZ,O,O,X,O,O,X,X,X,X,X
LTOSJZI,O,O,X,O,O,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,X,X,X,X,X
LTOSZJI,O,O,O,O,O,X,X,X,X,X
LTOZIJS,O,O,O,X,O,X,X,X,X,X
LTOZISJ,O,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,O,X,O,X,X,X,X,X
LTOZJSI,O,O,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,X,X,O
LTOZSJI,O,O,O,X,O,X,X,X,X,O
LITJSZO,O,X,O,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,O,X,X,X,X,X
LITJZSO,O,X,O,X,X,X,X,X,X,X
LITJZOS,O,X,O,X,O,X,X,X,X,X
LITJOSZ,X,X,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,X,X,X,X
LITSJZO,O,X,O,X,X,X,X,X,X,X
LITSJOZ,O,X,X,X,O,X,X,X,X,X
LITSZJO,O,X,O,X,X,X,X,X,X,X
LITSZOJ,O,X,O,X,X,X,X,X,X,X
LITSOJZ,O,X,X,X,O,X,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,X,X,X
LITZJSO,O,X,O,X,O,X,X,X,X,X
LITZJOS,O,X,O,X,O,X,X,X,X,X
LITZSJO,O,X,O,X,O,X,X,X,X,X
LITZSOJ,O,X,O,X,O,X,X,X,X,X
LITZOJS,O,X,O,X,O,X,X,X,X,X
LITZOSJ,O,X,X,X,O,X,X,X,X,X
LITOJSZ,X,X,X,X,O,X,X,X,X,X
LITOJZS,O,X,X,X,O,X,X,X,X,X
LITOSJZ,X,X,X,X,O,X,X,X,X,X
LITOSZJ,X,X,O,X,X,X,X,X,X,X
LITOZJS,O,X,O,X,O,X,X,X,X,X
LITOZSJ,O,X,X,X,O,X,X,X,X,X
LIJTSZO,O,X,O,X,X,O,X,X,X,X
LIJTSOZ,O,X,X,X,X,O,X,X,X,X
LIJTZSO,O,X,O,X,X,X,X,X,X,X
LIJTZOS,O,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X
LIJSZTO,O,X,O,X,X,X,X,X,O,X
LIJSZOT,O,X,O,X,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,O,X,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,O,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,O,X
LIJOZTS,X,X,X,X,O,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,X,X,X
LISTJZO,O,X,O,X,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,X,O,X,X,X
LISTZJO,O,X,O,X,X,X,O,X,X,X
LISTZOJ,O,X,O,X,X,X,O,X,X,X
LISTOJZ,O,X,X,X,X,X,O,X,X,X
LISTOZJ,O,X,O,X,X,X,O,X,X,X
LISJTZO,X,X,X,X,X,O,O,X,X,X
LISJTOZ,X,X,X,X,X,O,O,X,X,X
LISJZTO,O,X,O,X,X,X,O,X,X,X
LISJZOT,O,X,O,X,X,X,O,X,X,X
LISJOTZ,X,X,X,X,X,O,O,X,X,X
LISJOZT,O,X,X,X,X,X,O,X,X,X
LISZTJO,O,X,O,X,X,X,O,X,X,X
LISZTOJ,O,X,O,X,X,X,O,X,X,X
LISZJTO,O,X,O,X,X,X,O,X,X,X
LISZJOT,O,X,O,X,X,X,O,X,X,X
LISZOTJ,O,X,X,X,X,X,O,X,X,X
LISZOJT,O,X,O,X,X,X,O,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X,X
LISOTZJ,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,O,O,X,X,X
LISOJZT,O,X,X,X,X,X,O,X,X,X
LISOZTJ,O,X,X,X,X,X,O,X,X,X
LISOZJT,O,X,O,X,X,X,O,X,X,X
LIZTJSO,O,X,O,X,O,X,X,X,X,X
LIZTJOS,O,X,O,X,O,X,X,X,X,X
LIZTSJO,O,X,O,X,O,X,X,X,X,X
LIZTSOJ,O,X,O,X,O,X,X,X,X,X
LIZTOJS,O,X,O,X,O,X,X,X,X,X
LIZTOSJ,O,X,X,X,O,X,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X,X
LIZJTOS,O,X,O,X,O,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,O,X,X,X,X,X
LIZJOTS,O,X,O,X,O,X,X,X,X,X
LIZJOST,O,X,O,X,O,X,X,X,X,X
LIZSTJO,O,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,X,X,X,O
LIZSJTO,O,X,O,X,X,X,X,X,X,O
LIZSJOT,O,X,O,X,O,X,X,X,X,O
LIZSOTJ,O,X,X,X,X,X,X,X,X,O
LIZSOJT,O,X,O,X,O,X,X,X,X,O
LIZOTJS,O,X,X,X,O,X,X,X,X,X
LIZOTSJ,O,X,X,X,O,X,X,X,X,X
LIZOJTS,O,X,O,X,O,X,X,X,X,X
LIZOJST,O,X,O,X,O,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,O
LIZOSJT,O,X,X,X,O,X,X,X,X,O
LIOTJSZ,X,X,X,X,O,X,X,X,X,X
LIOTJZS,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,O,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,O,X
LIOJZTS,X,X,X,X,O,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,X,X,X
LIOSJTZ,X,X,X,X,X,O,O,X,X,X
LIOSJZT,X,X,X,X,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,X,X
LIOSZJT,X,X,O,X,X,X,O,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,O,X,X,X,X,X
LIOZJST,X,X,O,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,O
LIOZSJT,X,X,X,X,O,X,X,X,X,O
LJTISZO,O,X,O,O,X,X,X,X,X,X
LJTISOZ,O,X,X,O,O,X,X,X,X,X
LJTIZSO,O,O,O,O,X,X,X,X,X,X
LJTIZOS,O,O,O,O,O,X,X,X,X,X
LJTIOSZ,X,X,X,O,O,X,X,X,X,X
LJTIOZS,O,O,X,X,O,X,X,X,X,X
LJTSIZO,O,O,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,X,X,X,O,X
LJTSZOI,O,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,O,O,X,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X,X,X
LJTZISO,O,O,O,O,O,X,X,X,X,X
LJTZIOS,O,O,O,O,O,X,X,X,X,X
LJTZSIO,O,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,O,X,X,X,X,X
LJTZOIS,O,O,O,O,O,X,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X,X,X
LJTOISZ,X,X,X,O,O,X,X,X,X,X
LJTOIZS,O,O,X,X,O,X,X,X,X,X
LJTOSIZ,O,O,X,O,O,X,X,X,X,X
LJTOSZI,O,O,X,O,O,X,X,X,O,X
LJTOZIS,O,O,X,X,O,X,X,X,X,X
LJTOZSI,O,O,X,X,O,X,X,X,X,X
LJITSZO,O,X,O,O,X,O,X,X,X,X
LJITSOZ,O,X,X,O,X,O,X,X,X,X
LJITZSO,O,X,O,O,X,X,X,X,X,X
LJITZOS,O,X,O,O,X,X,X,X,X,X
LJITOSZ,X,X,X,O,X,O,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,X,O,X,O,X,X,X,X
LJISTOZ,X,X,X,O,X,O,X,X,X,X
LJISZTO,O,X,O,O,X,X,X,X,O,X
LJISZOT,O,X,O,O,X,X,X,X,O,X
LJISOTZ,X,X,X,O,X,O,X,X,X,X
LJISOZT,O,X,X,O,X,X,X,X,X,X
LJIZTSO,O,X,O,O,X,X,X,X,X,X
LJIZTOS,O,X,O,O,X,X,X,X,X,X
LJIZSTO,O,X,O,O,X,X,X,X,X,X
LJIZSOT,O,X,O,O,X,X,X,X,X,X
LJIZOTS,O,X,O,O,X,X,X,X,X,X
LJIZOST,O,X,O,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,O,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,X,X,X,X
LJSTIZO,O,X,O,O,X,X,X,X,O,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X,O,X
LJSTZOI,O,O,O,O,X,X,X,X,O,X
LJSTOIZ,O,X,X,O,X,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,O,X
LJSITZO,X,X,X,O,X,O,O,X,X,X
LJSITOZ,X,X,X,O,X,O,O,X,X,X
LJSIZTO,O,O,O,O,X,X,O,X,O,X
LJSIZOT,O,O,O,O,X,X,O,X,O,X
LJSIOTZ,X,X,X,O,X,O,O,X,X,X
LJSIOZT,O,O,X,O,X,X,O,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,O,X
LJSZTOI,O,O,O,O,X,X,X,X,O,X
LJSZITO,O,O,O,O,X,X,X,X,O,X
LJSZIOT,O,O,O,O,X,X,X,X,O,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,X,X,X,O,X
LJSOTIZ,X,X,X,O,O,X,X,X,X,X
LJSOTZI,O,O,X,O,O,X,X,X,O,X
LJSOITZ,X,X,X,O,X,O,O,X,X,X
LJSOIZT,O,O,X,O,X,X,O,X,O,X
LJSOZTI,O,O,X,O,O,X,X,X,O,X
LJSOZIT,O,O,X,O,O,X,X,X,O,X
LJZTISO,O,X,O,O,O,X,X,X,X,X
LJZTIOS,O,X,O,O,O,X,X,X,X,X
LJZTSIO,O,X,O,O,O,X,X,X,X,X
LJZTSOI,O,X,O,O,O,X,X,X,X,X
LJZTOIS,O,X,O,O,O,X,X,X,X,X
LJZTOSI,O,X,X,O,O,X,X,X,X,X
LJZITSO,O,X,O,O,X,X,X,X,X,X
LJZITOS,O,X,O,O,O,X,X,X,X,X
LJZISTO,O,X,O,O,X,X,X,X,X,X
LJZISOT,O,X,O,O,O,X,X,X,X,X
LJZIOTS,O,X,O,O,O,X,X,X,X,X
LJZIOST,O,X,O,O,O,X,X,X,X,X
LJZSTIO,O,X,O,O,X,X,X,X,O,O
LJZSTOI,O,X,O,O,X,X,X,X,X,O
LJZSITO,O,X,O,O,X,X,X,X,O,O
LJZSIOT,O,X,O,O,X,X,X,X,O,O
LJZSOTI,O,X,O,O,O,X,X,X,X,O
LJZSOIT,O,X,O,O,O,X,X,X,O,O
LJZOTIS,O,X,O,O,O,X,X,X,X,X
LJZOTSI,O,X,X,O,O,X,X,X,X,X
LJZOITS,O,X,O,O,O,X,X,X,X,X
LJZOIST,O,X,O,O,O,X,X,X,X,X
LJZOSTI,O,X,O,O,O,X,X,X,O,O
LJZOSIT,O,X,O,O,O,X,X,X,O,O
LJOTISZ,X,X,X,X,O,X,X,X,X,X
LJOTIZS,O,O,X,X,O,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,X,X,X,X
LJOTSZI,O,O,X,X,O,X,X,X,O,X
LJOTZIS,O,O,X,X,O,X,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,O,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,O,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X
LJOIZST,X,X,X,X,O,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,X,X,X,O,X
LJOSTZI,O,O,X,X,O,X,X,X,O,X
LJOSITZ,X,X,X,X,X,O,O,X,X,X
LJOSIZT,O,O,X,X,X,X,O,X,O,X
LJOSZTI,O,O,X,X,O,X,X,X,O,X
LJOSZIT,O,O,X,X,O,X,X,X,O,X
LJOZTIS,O,X,X,X,O,X,X,X,X,X
LJOZTSI,O,X,X,X,O,X,X,X,X,X
LJOZITS,O,X,X,X,O,X,X,X,X,X
LJOZIST,O,X,X,X,O,X,X,X,X,X
LJOZSTI,O,X,X,X,O,X,X,X,O,O
LJOZSIT,O,X,X,X,O,X,X,X,O,O
LSTIJZO,O,O,O,O,X,X,O,X,X,X
LSTIJOZ,O,O,X,O,O,X,O,X,X,X
LSTIZJO,O,O,O,O,X,X,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,O,X,X,X
LSTIOJZ,O,O,X,O,O,X,O,X,X,X
LSTIOZJ,O,O,O,O,X,X,O,X,X,X
LSTJIZO,O,O,O,O,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X,X,X
LSTJZIO,O,O,O,O,X,X,X,X,X,X
LSTJZOI,O,O,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,O,O,X,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,O,O,X,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,X,O,O,X,O,X,X,X
LSTOIZJ,O,O,O,O,X,X,O,X,X,X
LSTOJIZ,O,O,X,O,O,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,X,X,X,X,X
LSTOZJI,O,O,O,O,O,X,X,X,X,X
LSITJZO,O,X,O,O,X,X,O,X,X,X
LSITJOZ,O,X,X,O,X,X,O,X,X,X
LSITZJO,O,X,O,O,X,X,O,X,X,X
LSITZOJ,O,X,O,O,X,X,O,X,X,X
LSITOJZ,O,X,X,O,X,X,O,X,X,X
LSITOZJ,O,X,O,O,X,X,O,X,X,X
LSIJTZO,X,X,X,O,X,O,O,X,X,X
LSIJTOZ,X,X,X,O,X,O,O,X,X,X
LSIJZTO,O,O,O,O,X,X,O,X,X,X
LSIJZOT,O,O,O,O,X,X,O,X,X,X
LSIJOTZ,X,X,X,O,X,O,O,X,X,X
