sequence,v115@EhD8EeE8DeF8BeG8Jem6IvhFFcBxdB0fBqlB3hBzpB,v115@EhD8EeE8DeF8BeG8JeT6IvhF/gB1hBUhBxiBupBiqB,v115@EhD8EeE8DeF8BeG8JeT6IvhF0cBxdBigBWqBFmBXqB,v115@EhD8EeE8DeF8BeG8Je//IvhFUbBxdBlhBmlBCmBzpB,v115@EhD8EeE8DeF8BeG8Jem6IvhFxdB0fBfmBlhBCmBzpB,v115@EhD8EeE8DeF8BeG8Jey/IvhFxdBulB3hB0fBFmBzpB
LZSIJOT,O,X,X,X,X,O
LZSIOTJ,O,O,X,X,X,X
LZSIOJT,O,X,X,X,X,X
LZSJTIO,O,X,X,X,O,O
LZSJTOI,O,X,X,X,O,O
LZSJITO,O,X,X,X,O,O
LZSJIOT,O,X,X,X,X,O
LZSJOTI,O,X,X,X,X,O
LZSJOIT,O,X,X,X,X,O
LZSOTIJ,O,O,X,X,X,X
LZSOTJI,O,O,X,X,X,X
LZSOITJ,O,O,X,X,X,X
LZSOIJT,O,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X
LZOTIJS,O,X,O,X,X,X
LZOTISJ,O,O,X,X,X,X
LZOTJIS,O,X,O,X,X,X
LZOTJSI,O,X,O,X,X,X
LZOTSIJ,O,O,X,X,X,X
LZOTSJI,O,O,X,X,X,X
LZOITJS,O,X,O,X,X,X
LZOITSJ,O,O,X,X,X,X
LZOIJTS,O,X,O,X,X,X
LZOIJST,O,X,X,X,X,O
LZOISTJ,O,O,X,X,X,X
LZOISJT,O,X,X,X,X,O
LZOJTIS,O,X,O,X,X,X
LZOJTSI,O,X,O,X,X,X
LZOJITS,O,X,O,X,X,X
LZOJIST,O,X,X,X,X,O
LZOJSTI,O,X,X,X,X,O
LZOJSIT,O,X,X,X,X,O
LZOSTIJ,O,O,X,X,X,X
LZOSTJI,O,O,X,X,X,X
LZOSITJ,O,O,X,X,X,X
LZOSIJT,O,X,X,X,X,O
LZOSJTI,O,X,X,X,X,O
LZOSJIT,O,X,X,X,X,O
LOTIJSZ,X,O,O,O,X,O
LOTIJZS,O,O,O,X,X,X
LOTISJZ,O,O,X,O,X,O
LOTISZJ,O,O,X,O,O,X
LOTIZJS,O,X,O,X,X,X
LOTIZSJ,O,O,X,X,X,X
LOTJISZ,X,O,O,O,X,O
LOTJIZS,O,O,O,X,X,X
LOTJSIZ,X,O,O,O,X,O
LOTJSZI,X,O,O,O,X,O
LOTJZIS,O,O,O,X,X,X
LOTJZSI,O,O,O,X,X,X
LOTSIJZ,O,O,X,O,X,O
LOTSIZJ,O,O,X,O,O,X
LOTSJIZ,O,O,X,O,X,O
LOTSJZI,O,O,X,O,X,O
LOTSZIJ,O,O,X,O,O,X
LOTSZJI,O,O,X,O,O,X
LOTZIJS,O,X,O,X,X,X
LOTZISJ,O,O,X,X,X,X
LOTZJIS,O,X,O,X,X,X
LOTZJSI,O,X,O,X,X,X
LOTZSIJ,O,O,X,X,X,X
LOTZSJI,O,O,X,X,X,X
LOITJSZ,X,O,O,O,X,O
LOITJZS,O,O,O,X,X,X
LOITSJZ,O,O,X,O,X,O
LOITSZJ,O,O,X,O,O,X
LOITZJS,O,X,O,X,X,X
LOITZSJ,O,O,X,X,X,X
LOIJTSZ,X,O,O,O,X,O
LOIJTZS,O,O,O,X,X,X
LOIJSTZ,O,O,X,O,X,O
LOIJSZT,O,O,X,O,X,O
LOIJZTS,O,O,O,X,X,X
LOIJZST,O,O,X,X,X,O
LOISTJZ,O,O,X,O,X,O
LOISTZJ,O,O,X,O,O,X
LOISJTZ,O,O,X,O,X,O
LOISJZT,O,X,X,O,X,O
LOISZTJ,O,O,X,O,O,X
LOISZJT,O,X,X,O,O,O
LOIZTJS,O,X,O,X,X,X
LOIZTSJ,O,O,X,X,X,X
LOIZJTS,O,X,O,X,X,X
LOIZJST,O,X,X,X,O,O
LOIZSTJ,O,O,X,X,O,X
LOIZSJT,O,X,X,X,O,O
LOJTISZ,X,O,O,O,X,O
LOJTIZS,O,O,O,X,X,X
LOJTSIZ,X,O,O,O,X,O
LOJTSZI,X,O,O,O,X,O
LOJTZIS,O,O,O,X,X,X
LOJTZSI,O,O,O,X,X,X
LOJITSZ,X,O,O,O,X,O
LOJITZS,O,O,O,X,X,X
LOJISTZ,O,O,X,O,X,O
LOJISZT,O,O,X,O,X,O
LOJIZTS,O,O,O,X,X,X
LOJIZST,O,O,X,X,X,O
LOJSTIZ,O,O,X,O,X,O
LOJSTZI,O,O,X,O,X,O
LOJSITZ,O,O,X,O,X,O
LOJSIZT,O,O,X,O,X,O
LOJSZTI,O,O,X,O,X,O
LOJSZIT,O,O,X,O,X,O
LOJZTIS,O,O,O,X,X,X
LOJZTSI,O,O,O,X,X,X
LOJZITS,O,O,O,X,X,X
LOJZIST,O,O,X,X,X,O
LOJZSTI,O,O,X,X,X,O
LOJZSIT,O,O,X,X,X,O
LOSTIJZ,O,O,X,O,X,O
LOSTIZJ,O,O,X,O,O,X
LOSTJIZ,O,O,X,O,X,O
LOSTJZI,O,O,X,O,X,O
LOSTZIJ,O,O,X,O,O,X
LOSTZJI,O,O,X,O,O,X
LOSITJZ,O,O,X,O,X,O
LOSITZJ,O,O,X,O,O,X
LOSIJTZ,O,O,X,O,X,O
LOSIJZT,O,X,X,O,X,O
LOSIZTJ,O,O,X,O,O,X
LOSIZJT,O,X,X,O,O,O
LOSJTIZ,O,O,X,O,X,O
LOSJTZI,O,O,X,O,X,O
LOSJITZ,O,O,X,O,X,O
LOSJIZT,O,X,X,O,X,O
LOSJZTI,O,X,X,O,X,O
LOSJZIT,O,X,X,O,X,O
LOSZTIJ,O,O,X,O,O,X
LOSZTJI,O,O,X,O,O,X
LOSZITJ,O,O,X,O,O,X
LOSZIJT,O,X,X,O,O,O
LOSZJTI,O,X,X,O,O,O
LOSZJIT,O,X,X,O,O,O
LOZTIJS,O,X,O,X,X,X
LOZTISJ,O,O,X,X,X,X
LOZTJIS,O,X,O,X,X,X
LOZTJSI,O,X,O,X,X,X
LOZTSIJ,O,O,X,X,X,X
LOZTSJI,O,O,X,X,X,X
LOZITJS,O,X,O,X,X,X
LOZITSJ,O,O,X,X,X,X
LOZIJTS,O,X,O,X,X,X
LOZIJST,O,X,X,X,O,O
LOZISTJ,O,O,X,X,O,X
LOZISJT,O,X,X,X,O,O
LOZJTIS,O,X,O,X,X,X
LOZJTSI,O,X,O,X,X,X
LOZJITS,O,X,O,X,X,X
LOZJIST,O,X,X,X,O,O
LOZJSTI,O,X,X,X,O,O
LOZJSIT,O,X,X,X,O,O
LOZSTIJ,O,O,X,X,O,X
LOZSTJI,O,O,X,X,O,X
LOZSITJ,O,O,X,X,O,X
LOZSIJT,O,X,X,X,O,O
LOZSJTI,O,X,X,X,O,O
LOZSJIT,O,X,X,X,O,O
JTILSZO,X,O,O,O,X,O
JTILSOZ,X,O,O,X,X,X
JTILZSO,X,O,O,X,X,X
JTILZOS,X,O,O,X,X,X
JTILOSZ,X,O,O,X,X,X
JTILOZS,X,O,O,X,X,X
JTISLZO,X,O,O,O,X,O
JTISLOZ,X,O,O,X,X,X
JTISZLO,X,X,X,O,O,X
JTISZOL,X,O,O,O,O,X
JTISOLZ,X,O,O,X,X,O
JTISOZL,X,O,O,O,O,X
JTIZLSO,X,O,O,X,X,X
JTIZLOS,X,O,O,X,X,X
JTIZSLO,X,X,X,O,O,X
JTIZSOL,X,O,O,O,O,X
JTIZOLS,X,O,O,X,X,X
JTIZOSL,X,O,O,X,X,X
JTIOLSZ,X,O,O,O,X,O
JTIOLZS,X,O,O,X,X,X
JTIOSLZ,X,O,O,O,X,O
JTIOSZL,X,O,O,O,O,X
JTIOZLS,X,O,O,X,X,X
JTIOZSL,X,O,O,O,X,X
JTLISZO,X,O,O,O,X,O
JTLISOZ,X,O,O,X,X,X
JTLIZSO,X,O,O,X,X,X
JTLIZOS,X,O,O,X,X,X
JTLIOSZ,X,O,O,X,X,X
JTLIOZS,X,O,O,X,X,X
JTLSIZO,X,O,O,O,X,O
JTLSIOZ,X,O,O,X,X,X
JTLSZIO,X,O,O,O,X,O
JTLSZOI,X,O,O,O,X,O
JTLSOIZ,X,O,O,X,X,X
JTLSOZI,X,O,O,X,X,X
JTLZISO,X,O,O,X,X,X
JTLZIOS,X,O,O,X,X,X
JTLZSIO,X,O,O,X,X,X
JTLZSOI,X,O,O,X,X,X
JTLZOIS,X,O,O,X,X,X
JTLZOSI,X,O,O,X,X,X
JTLOISZ,X,O,O,X,X,X
JTLOIZS,X,O,O,X,X,X
JTLOSIZ,X,O,O,X,X,X
JTLOSZI,X,O,O,X,X,X
JTLOZIS,X,O,O,X,X,X
JTLOZSI,X,O,O,X,X,X
JTSILZO,X,O,O,O,X,O
JTSILOZ,X,O,O,X,X,X
JTSIZLO,X,X,X,O,O,X
JTSIZOL,X,O,O,O,O,X
JTSIOLZ,X,O,O,X,X,O
JTSIOZL,X,O,O,O,O,X
JTSLIZO,X,O,O,O,X,O
JTSLIOZ,X,O,O,X,X,X
JTSLZIO,X,O,O,O,X,O
JTSLZOI,X,O,O,O,X,O
JTSLOIZ,X,O,O,X,X,X
JTSLOZI,X,O,O,X,X,X
JTSZILO,X,X,X,O,O,X
JTSZIOL,X,O,O,O,O,X
JTSZLIO,X,X,X,O,O,X
JTSZLOI,X,X,X,O,O,X
JTSZOIL,X,O,O,O,O,X
JTSZOLI,X,O,O,O,O,X
JTSOILZ,X,O,O,X,X,O
JTSOIZL,X,O,O,O,O,X
JTSOLIZ,X,O,O,X,X,O
JTSOLZI,X,O,O,X,X,O
JTSOZIL,X,O,O,O,O,X
JTSOZLI,X,O,O,O,O,X
JTZILSO,X,O,O,X,X,X
JTZILOS,X,O,O,X,X,X
JTZISLO,X,X,X,O,O,X
JTZISOL,X,O,O,O,O,X
JTZIOLS,X,O,O,X,X,X
JTZIOSL,X,O,O,X,X,X
JTZLISO,X,O,O,X,X,X
JTZLIOS,X,O,O,X,X,X
JTZLSIO,X,O,O,X,X,X
JTZLSOI,X,O,O,X,X,X
JTZLOIS,X,O,O,X,X,X
JTZLOSI,X,O,O,X,X,X
JTZSILO,X,X,X,O,O,X
JTZSIOL,X,O,O,O,O,X
JTZSLIO,X,X,X,O,O,X
JTZSLOI,X,X,X,O,O,X
JTZSOIL,X,O,O,O,O,X
JTZSOLI,X,O,O,O,O,X
JTZOILS,X,O,O,X,X,X
JTZOISL,X,O,O,X,X,X
JTZOLIS,X,O,O,X,X,X
JTZOLSI,X,O,O,X,X,X
JTZOSIL,X,O,O,X,X,X
JTZOSLI,X,O,O,X,X,X
JTOILSZ,X,O,O,O,X,O
JTOILZS,X,O,O,X,X,X
JTOISLZ,X,O,O,O,X,O
JTOISZL,X,O,O,O,O,X
JTOIZLS,X,O,O,X,X,X
JTOIZSL,X,O,O,O,X,X
JTOLISZ,X,O,O,O,X,O
JTOLIZS,X,O,O,X,X,X
JTOLSIZ,X,O,O,O,X,O
JTOLSZI,X,O,O,O,X,O
JTOLZIS,X,O,O,X,X,X
JTOLZSI,X,O,O,X,X,X
JTOSILZ,X,O,O,O,X,O
JTOSIZL,X,O,O,O,O,X
JTOSLIZ,X,O,O,O,X,O
JTOSLZI,X,O,O,O,X,O
JTOSZIL,X,O,O,O,O,X
JTOSZLI,X,O,O,O,O,X
JTOZILS,X,O,O,X,X,X
JTOZISL,X,O,O,O,X,X
JTOZLIS,X,O,O,X,X,X
JTOZLSI,X,O,O,X,X,X
JTOZSIL,X,O,O,O,X,X
JTOZSLI,X,O,O,O,X,X
JITLSZO,X,O,O,O,X,O
JITLSOZ,X,O,O,X,X,X
JITLZSO,X,O,O,X,X,X
JITLZOS,X,O,O,X,X,X
JITLOSZ,X,O,O,X,X,X
JITLOZS,X,O,O,X,X,X
JITSLZO,X,O,O,O,X,O
JITSLOZ,X,O,O,X,X,X
JITSZLO,X,X,X,O,O,X
JITSZOL,X,O,O,O,O,X
JITSOLZ,X,O,O,X,X,O
JITSOZL,X,O,O,O,O,X
JITZLSO,X,O,O,X,X,X
JITZLOS,X,O,O,X,X,X
JITZSLO,X,X,X,O,O,X
JITZSOL,X,O,O,O,O,X
JITZOLS,X,O,O,X,X,X
JITZOSL,X,O,O,X,X,X
JITOLSZ,X,O,O,O,X,O
JITOLZS,X,O,O,X,X,X
JITOSLZ,X,O,O,O,X,O
JITOSZL,X,O,O,O,O,X
JITOZLS,X,O,O,X,X,X
JITOZSL,X,O,O,O,X,X
JILTSZO,X,O,O,O,X,O
JILTSOZ,X,O,O,X,X,X
JILTZSO,O,O,O,X,X,X
JILTZOS,O,O,O,X,X,X
JILTOSZ,X,O,O,X,X,X
JILTOZS,O,O,O,X,X,X
JILSTZO,O,O,X,O,X,O
JILSTOZ,O,O,X,X,X,X
JILSZTO,O,O,X,O,X,O
JILSZOT,O,O,X,X,X,O
JILSOTZ,O,O,X,X,X,O
JILSOZT,O,O,X,X,X,O
JILZTSO,O,O,X,X,X,X
JILZTOS,O,O,O,X,X,X
JILZSTO,O,O,X,X,X,O
JILZSOT,O,O,X,X,X,O
JILZOTS,O,O,O,X,X,X
JILZOST,O,O,X,X,X,X
JILOTSZ,X,O,O,X,X,O
JILOTZS,O,O,O,X,X,X
JILOSTZ,O,O,X,X,X,O
JILOSZT,O,O,X,X,X,O
JILOZTS,O,O,O,X,X,X
JILOZST,O,O,X,X,X,O
JISTLZO,O,O,O,O,X,O
JISTLOZ,O,O,O,X,X,X
JISTZLO,X,X,X,O,O,X
JISTZOL,X,O,O,O,O,X
JISTOLZ,O,O,O,X,X,O
JISTOZL,X,O,O,O,O,X
JISLTZO,O,X,X,O,X,O
JISLTOZ,O,O,X,X,X,X
JISLZTO,O,X,X,O,X,O
JISLZOT,O,X,X,X,X,O
JISLOTZ,O,O,X,X,X,O
JISLOZT,O,X,X,X,X,O
JISZTLO,X,X,X,O,O,X
JISZTOL,X,O,O,O,O,X
JISZLTO,O,X,X,O,O,O
JISZLOT,O,X,X,X,X,O
JISZOTL,X,O,O,O,O,X
JISZOLT,X,X,X,X,X,O
JISOTLZ,O,O,O,X,X,O
JISOTZL,X,O,O,O,O,X
JISOLTZ,O,O,X,X,X,O
JISOLZT,O,X,X,X,X,O
JISOZTL,X,O,O,O,O,X
JISOZLT,O,X,X,X,O,O
JIZTLSO,O,O,O,X,X,X
JIZTLOS,O,O,O,X,X,X
JIZTSLO,X,X,X,O,O,X
JIZTSOL,X,O,O,O,O,X
JIZTOLS,X,O,O,X,X,X
JIZTOSL,X,O,O,X,X,X
JIZLTSO,O,X,X,X,X,X
JIZLTOS,O,X,O,X,X,X
JIZLSTO,O,X,X,X,O,O
JIZLSOT,O,X,X,X,X,O
JIZLOTS,O,X,O,X,X,X
JIZLOST,O,X,X,X,X,X
JIZSTLO,X,X,X,O,O,X
JIZSTOL,X,O,O,O,O,X
JIZSLTO,O,X,X,O,O,O
JIZSLOT,O,X,X,X,X,O
JIZSOTL,X,O,O,O,O,X
JIZSOLT,X,X,X,X,X,O
JIZOTLS,X,O,O,X,X,X
JIZOTSL,X,O,O,X,X,X
JIZOLTS,O,X,O,X,X,X
JIZOLST,O,X,X,X,X,O
JIZOSTL,X,O,O,X,O,X
JIZOSLT,X,X,X,X,X,O
JIOTLSZ,X,O,O,O,X,O
JIOTLZS,X,O,O,X,X,X
JIOTSLZ,X,O,O,O,X,O
JIOTSZL,X,O,O,O,O,X
JIOTZLS,X,O,O,X,X,X
JIOTZSL,X,O,O,O,X,X
JIOLTSZ,X,O,O,O,X,O
JIOLTZS,O,O,O,X,X,X
JIOLSTZ,O,O,X,O,X,O
JIOLSZT,O,X,X,O,X,O
JIOLZTS,O,X,O,X,X,X
JIOLZST,O,X,X,X,X,O
JIOSTLZ,O,O,O,O,X,O
JIOSTZL,X,O,O,O,O,X
JIOSLTZ,O,O,X,O,X,O
JIOSLZT,O,X,X,O,X,O
JIOSZTL,X,O,O,O,O,X
JIOSZLT,O,X,X,O,O,O
JIOZTLS,O,O,O,X,X,X
JIOZTSL,X,O,O,O,O,X
JIOZLTS,O,X,O,X,X,X
JIOZLST,O,X,X,X,O,O
JIOZSTL,X,O,O,O,O,X
JIOZSLT,O,X,X,O,O,O
JLTISZO,X,O,O,O,X,O
JLTISOZ,X,O,O,X,X,X
JLTIZSO,O,O,O,X,X,X
JLTIZOS,O,O,O,X,X,X
JLTIOSZ,X,O,O,X,X,X
JLTIOZS,O,O,O,X,X,X
JLTSIZO,X,O,O,O,X,O
JLTSIOZ,X,O,O,X,X,X
JLTSZIO,X,O,O,O,X,O
JLTSZOI,X,O,O,O,X,O
JLTSOIZ,X,O,O,X,X,X
JLTSOZI,X,O,O,X,X,X
JLTZISO,O,O,O,X,X,X
JLTZIOS,O,O,O,X,X,X
JLTZSIO,O,O,O,X,X,X
JLTZSOI,X,O,O,X,X,X
JLTZOIS,O,O,O,X,X,X
JLTZOSI,X,O,O,X,X,X
JLTOISZ,X,O,O,X,X,X
JLTOIZS,O,O,O,X,X,X
JLTOSIZ,X,O,O,X,X,X
JLTOSZI,X,O,O,X,X,X
JLTOZIS,O,O,O,X,X,X
JLTOZSI,O,O,O,X,X,X
JLITSZO,X,O,O,O,X,O
JLITSOZ,X,O,O,X,X,X
JLITZSO,O,O,O,X,X,X
JLITZOS,O,O,O,X,X,X
JLITOSZ,X,O,O,X,X,X
JLITOZS,O,O,O,X,X,X
JLISTZO,O,O,X,O,X,O
JLISTOZ,O,O,X,X,X,X
JLISZTO,O,O,X,O,X,O
JLISZOT,O,O,X,X,X,O
JLISOTZ,O,O,X,X,X,O
JLISOZT,O,O,X,X,X,O
JLIZTSO,O,O,X,X,X,X
JLIZTOS,O,O,O,X,X,X
JLIZSTO,O,O,X,X,X,O
JLIZSOT,O,O,X,X,X,O
JLIZOTS,O,O,O,X,X,X
JLIZOST,O,O,X,X,X,X
JLIOTSZ,X,O,O,X,X,O
JLIOTZS,O,O,O,X,X,X
JLIOSTZ,O,O,X,X,X,O
JLIOSZT,O,O,X,X,X,O
JLIOZTS,O,O,O,X,X,X
JLIOZST,O,O,X,X,X,O
JLSTIZO,O,O,X,O,X,O
JLSTIOZ,O,O,X,X,X,X
JLSTZIO,O,O,X,O,X,O
JLSTZOI,O,O,X,O,X,O
JLSTOIZ,O,O,X,X,X,X
JLSTOZI,O,O,X,X,X,X
JLSITZO,O,O,X,O,X,O
JLSITOZ,O,O,X,X,X,X
JLSIZTO,O,O,X,O,X,O
JLSIZOT,O,O,X,X,X,O
JLSIOTZ,O,O,X,X,X,O
JLSIOZT,O,O,X,X,X,O
JLSZTIO,O,O,X,O,X,O
JLSZTOI,O,O,X,O,X,O
JLSZITO,O,O,X,O,X,O
JLSZIOT,O,O,X,X,X,O
JLSZOTI,O,O,X,X,X,O
JLSZOIT,O,O,X,X,X,O
JLSOTIZ,O,O,X,X,X,O
JLSOTZI,O,O,X,X,X,O
JLSOITZ,O,O,X,X,X,O
JLSOIZT,O,O,X,X,X,O
JLSOZTI,O,O,X,X,X,O
JLSOZIT,O,O,X,X,X,O
JLZTISO,O,O,X,X,X,X
JLZTIOS,O,O,O,X,X,X
JLZTSIO,O,O,X,X,X,X
JLZTSOI,O,O,X,X,X,X
JLZTOIS,O,O,O,X,X,X
JLZTOSI,X,O,O,X,X,X
JLZITSO,O,O,X,X,X,X
JLZITOS,O,O,O,X,X,X
JLZISTO,O,O,X,X,X,O
JLZISOT,O,O,X,X,X,O
JLZIOTS,O,O,O,X,X,X
JLZIOST,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,O
JLZSTOI,O,O,X,X,X,O
JLZSITO,O,O,X,X,X,O
JLZSIOT,O,O,X,X,X,O
JLZSOTI,O,O,X,X,X,O
JLZSOIT,O,O,X,X,X,O
JLZOTIS,O,O,O,X,X,X
JLZOTSI,X,O,O,X,X,X
JLZOITS,O,O,O,X,X,X
JLZOIST,O,O,X,X,X,X
JLZOSTI,O,O,X,X,X,X
JLZOSIT,O,O,X,X,X,X
JLOTISZ,X,O,O,X,X,O
JLOTIZS,O,O,O,X,X,X
JLOTSIZ,X,O,O,X,X,O
JLOTSZI,X,O,O,X,X,O
JLOTZIS,O,O,O,X,X,X
JLOTZSI,O,O,O,X,X,X
JLOITSZ,X,O,O,X,X,O
JLOITZS,O,O,O,X,X,X
JLOISTZ,O,O,X,X,X,O
JLOISZT,O,O,X,X,X,O
JLOIZTS,O,O,O,X,X,X
JLOIZST,O,O,X,X,X,O
JLOSTIZ,O,O,X,X,X,O
JLOSTZI,O,O,X,X,X,O
JLOSITZ,O,O,X,X,X,O
JLOSIZT,O,O,X,X,X,O
JLOSZTI,O,O,X,X,X,O
JLOSZIT,O,O,X,X,X,O
JLOZTIS,O,O,O,X,X,X
JLOZTSI,O,O,O,X,X,X
JLOZITS,O,O,O,X,X,X
JLOZIST,O,O,X,X,X,O
JLOZSTI,O,O,X,X,X,O
JLOZSIT,O,O,X,X,X,O
JSTILZO,O,O,O,O,X,O
JSTILOZ,O,O,O,X,X,X
JSTIZLO,X,X,X,O,O,X
JSTIZOL,X,O,O,O,O,X
JSTIOLZ,O,O,O,X,X,O
JSTIOZL,X,O,O,O,O,X
JSTLIZO,O,O,O,O,X,O
JSTLIOZ,O,O,O,X,X,X
JSTLZIO,O,O,O,O,X,O
JSTLZOI,O,O,O,O,X,O
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,O,O,O,X,X,X
JSTZILO,X,X,X,O,O,X
JSTZIOL,X,O,O,O,O,X
JSTZLIO,X,X,X,O,O,X
JSTZLOI,X,X,X,O,O,X
JSTZOIL,X,O,O,O,O,X
JSTZOLI,X,O,O,O,O,X
JSTOILZ,O,O,O,X,X,O
JSTOIZL,X,O,O,O,O,X
JSTOLIZ,O,O,O,X,X,O
JSTOLZI,O,O,O,X,X,O
JSTOZIL,X,O,O,O,O,X
JSTOZLI,X,O,O,O,O,X
JSITLZO,O,O,O,O,X,O
JSITLOZ,O,O,O,X,X,X
JSITZLO,X,X,X,O,O,X
JSITZOL,X,O,O,O,O,X
JSITOLZ,O,O,O,X,X,O
JSITOZL,X,O,O,O,O,X
JSILTZO,O,X,X,O,X,O
JSILTOZ,O,O,X,X,X,X
JSILZTO,O,X,X,O,X,O
JSILZOT,O,X,X,X,X,O
JSILOTZ,O,O,X,X,X,O
JSILOZT,O,X,X,X,X,O
JSIZTLO,X,X,X,O,O,X
JSIZTOL,X,O,O,O,O,X
JSIZLTO,O,X,X,O,O,O
JSIZLOT,O,X,X,X,X,O
JSIZOTL,X,O,O,O,O,X
JSIZOLT,X,X,X,X,X,O
JSIOTLZ,O,O,O,X,X,O
JSIOTZL,X,O,O,O,O,X
JSIOLTZ,O,O,X,X,X,O
JSIOLZT,O,X,X,X,X,O
JSIOZTL,X,O,O,O,O,X
JSIOZLT,O,X,X,X,O,O
JSLTIZO,O,X,X,O,X,O
JSLTIOZ,O,O,X,X,X,X
JSLTZIO,O,X,X,O,X,O
JSLTZOI,O,X,X,O,X,O
JSLTOIZ,O,O,X,X,X,X
JSLTOZI,O,O,X,X,X,X
JSLITZO,O,X,X,O,X,O
JSLITOZ,O,O,X,X,X,X
JSLIZTO,O,X,X,O,X,O
JSLIZOT,O,X,X,X,X,O
JSLIOTZ,O,O,X,X,X,O
JSLIOZT,O,X,X,X,X,O
JSLZTIO,O,X,X,O,X,O
JSLZTOI,O,X,X,O,X,O
JSLZITO,O,X,X,O,X,O
JSLZIOT,O,X,X,X,X,O
JSLZOTI,O,X,X,X,X,O
JSLZOIT,O,X,X,X,X,O
JSLOTIZ,O,O,X,X,X,O
JSLOTZI,O,O,X,X,X,O
JSLOITZ,O,O,X,X,X,O
JSLOIZT,O,X,X,X,X,O
JSLOZTI,O,X,X,X,X,O
JSLOZIT,O,X,X,X,X,O
JSZTILO,X,X,X,O,O,X
JSZTIOL,X,O,O,O,O,X
JSZTLIO,X,X,X,O,O,X
JSZTLOI,X,X,X,O,O,X
JSZTOIL,X,O,O,O,O,X
JSZTOLI,X,O,O,O,O,X
JSZITLO,X,X,X,O,O,X
JSZITOL,X,O,O,O,O,X
JSZILTO,O,X,X,O,O,O
JSZILOT,O,X,X,X,X,O
JSZIOTL,X,O,O,O,O,X
JSZIOLT,X,X,X,X,X,O
JSZLTIO,O,X,X,O,O,O
JSZLTOI,O,X,X,O,O,O
JSZLITO,O,X,X,O,O,O
JSZLIOT,O,X,X,X,X,O
JSZLOTI,O,X,X,X,X,O
JSZLOIT,O,X,X,X,X,O
JSZOTIL,X,O,O,O,O,X
JSZOTLI,X,O,O,O,O,X
JSZOITL,X,O,O,O,O,X
JSZOILT,X,X,X,X,X,O
JSZOLTI,X,X,X,X,X,O
JSZOLIT,X,X,X,X,X,O
JSOTILZ,O,O,O,X,X,O
JSOTIZL,X,O,O,O,O,X
JSOTLIZ,O,O,O,X,X,O
JSOTLZI,O,O,O,X,X,O
JSOTZIL,X,O,O,O,O,X
JSOTZLI,X,O,O,O,O,X
JSOITLZ,O,O,O,X,X,O
JSOITZL,X,O,O,O,O,X
JSOILTZ,O,O,X,X,X,O
JSOILZT,O,X,X,X,X,O
JSOIZTL,X,O,O,O,O,X
JSOIZLT,O,X,X,X,O,O
JSOLTIZ,O,O,X,X,X,O
JSOLTZI,O,O,X,X,X,O
JSOLITZ,O,O,X,X,X,O
JSOLIZT,O,X,X,X,X,O
JSOLZTI,O,X,X,X,X,O
JSOLZIT,O,X,X,X,X,O
JSOZTIL,X,O,O,O,O,X
JSOZTLI,X,O,O,O,O,X
JSOZITL,X,O,O,O,O,X
JSOZILT,O,X,X,X,O,O
JSOZLTI,O,X,X,X,O,O
JSOZLIT,O,X,X,X,O,O
JZTILSO,O,O,O,X,X,X
JZTILOS,O,O,O,X,X,X
JZTISLO,X,X,X,O,O,X
JZTISOL,X,O,O,O,O,X
JZTIOLS,X,O,O,X,X,X
JZTIOSL,X,O,O,X,X,X
JZTLISO,O,O,O,X,X,X
JZTLIOS,O,O,O,X,X,X
JZTLSIO,O,O,O,X,X,X
JZTLSOI,O,O,O,X,X,X
JZTLOIS,O,O,O,X,X,X
JZTLOSI,X,O,O,X,X,X
JZTSILO,X,X,X,O,O,X
JZTSIOL,X,O,O,O,O,X
JZTSLIO,X,X,X,O,O,X
JZTSLOI,X,X,X,O,O,X
JZTSOIL,X,O,O,O,O,X
JZTSOLI,X,O,O,O,O,X
JZTOILS,X,O,O,X,X,X
JZTOISL,X,O,O,X,X,X
JZTOLIS,X,O,O,X,X,X
JZTOLSI,X,O,O,X,X,X
JZTOSIL,X,O,O,X,X,X
JZTOSLI,X,O,O,X,X,X
JZITLSO,O,O,O,X,X,X
JZITLOS,O,O,O,X,X,X
JZITSLO,X,X,X,O,O,X
JZITSOL,X,O,O,O,O,X
JZITOLS,X,O,O,X,X,X
JZITOSL,X,O,O,X,X,X
JZILTSO,O,X,X,X,X,X
JZILTOS,O,X,O,X,X,X
JZILSTO,O,X,X,X,O,O
JZILSOT,O,X,X,X,X,O
JZILOTS,O,X,O,X,X,X
JZILOST,O,X,X,X,X,X
JZISTLO,X,X,X,O,O,X
JZISTOL,X,O,O,O,O,X
JZISLTO,O,X,X,O,O,O
JZISLOT,O,X,X,X,X,O
JZISOTL,X,O,O,O,O,X
JZISOLT,X,X,X,X,X,O
JZIOTLS,X,O,O,X,X,X
JZIOTSL,X,O,O,X,X,X
JZIOLTS,O,X,O,X,X,X
JZIOLST,O,X,X,X,X,O
JZIOSTL,X,O,O,X,O,X
JZIOSLT,X,X,X,X,X,O
JZLTISO,O,X,X,X,X,X
JZLTIOS,O,X,O,X,X,X
JZLTSIO,O,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X
JZLTOIS,O,X,O,X,X,X
