sequence,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBOiBXeBT?hBSoBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBidB+jBT?hB3iBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBXdB6jB2?mBziBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeB/mBF?iBCoBOsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeBihBW?oBXiBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFmbBzcBfjB6?jBxmBFsB
JZLOIST,O,O,O,O,O,X
JZLOSTI,O,O,O,O,O,X
JZLOSIT,O,O,O,O,O,O
JZSTILO,X,O,O,O,O,O
JZSTIOL,X,O,O,X,O,O
JZSTLIO,X,O,O,O,O,O
JZSTLOI,X,O,X,O,O,X
JZSTOIL,X,O,O,X,O,X
JZSTOLI,X,O,O,X,O,X
JZSITLO,X,O,O,O,X,O
JZSITOL,X,O,O,X,X,O
JZSILTO,X,O,O,O,X,O
JZSILOT,X,O,O,O,O,O
JZSIOTL,X,O,O,X,X,O
JZSIOLT,X,O,O,X,O,O
JZSLTIO,X,O,O,O,X,O
JZSLTOI,X,O,X,O,X,X
JZSLITO,X,O,O,O,X,O
JZSLIOT,X,O,O,O,O,O
JZSLOTI,X,O,O,O,O,X
JZSLOIT,X,O,O,O,O,O
JZSOTIL,X,O,O,X,O,X
JZSOTLI,X,O,O,X,O,X
JZSOITL,X,O,O,X,X,O
JZSOILT,X,O,O,X,O,O
JZSOLTI,X,O,O,X,O,X
JZSOLIT,X,O,O,X,O,O
JZOTILS,O,O,O,X,O,O
JZOTISL,O,O,O,X,O,O
JZOTLIS,O,O,O,X,O,X
JZOTLSI,O,O,O,X,O,X
JZOTSIL,O,O,O,X,O,X
JZOTSLI,O,O,O,X,O,X
JZOITLS,O,O,O,X,O,X
JZOITSL,O,O,O,X,O,O
JZOILTS,X,O,O,X,O,X
JZOILST,O,O,O,X,O,O
JZOISTL,X,O,O,X,X,O
JZOISLT,X,O,O,X,O,O
JZOLTIS,X,O,O,X,O,X
JZOLTSI,X,O,O,X,O,X
JZOLITS,X,O,O,X,O,X
JZOLIST,O,O,O,X,O,X
JZOLSTI,O,O,O,X,O,X
JZOLSIT,O,O,O,X,O,O
JZOSTIL,X,O,O,X,O,X
JZOSTLI,X,O,O,X,O,X
JZOSITL,X,O,O,X,X,O
JZOSILT,X,O,O,X,O,O
JZOSLTI,X,O,O,X,O,X
JZOSLIT,X,O,O,X,O,O
JOTILSZ,O,O,O,X,O,O
JOTILZS,O,O,O,X,O,O
JOTISLZ,O,O,O,X,O,O
JOTISZL,O,O,O,X,O,O
JOTIZLS,O,O,O,X,O,O
JOTIZSL,O,O,O,X,O,O
JOTLISZ,O,O,O,X,O,X
JOTLIZS,O,O,O,X,O,X
JOTLSIZ,O,O,O,X,O,X
JOTLSZI,O,O,O,X,O,X
JOTLZIS,O,O,O,X,O,X
JOTLZSI,O,O,O,X,O,X
JOTSILZ,O,O,O,X,O,X
JOTSIZL,O,O,O,X,O,X
JOTSLIZ,O,O,O,X,O,X
JOTSLZI,O,O,O,X,O,X
JOTSZIL,O,O,O,X,O,X
JOTSZLI,O,O,O,X,O,X
JOTZILS,O,O,O,X,O,O
JOTZISL,O,O,O,X,O,O
JOTZLIS,O,O,O,X,O,X
JOTZLSI,O,O,O,X,O,X
JOTZSIL,O,O,O,X,O,X
JOTZSLI,O,O,O,X,O,X
JOITLSZ,O,O,O,X,O,X
JOITLZS,O,O,O,X,O,X
JOITSLZ,O,O,O,X,O,O
JOITSZL,O,O,O,X,O,O
JOITZLS,O,O,O,X,O,X
JOITZSL,O,O,O,X,O,O
JOILTSZ,X,O,O,X,X,X
JOILTZS,X,O,O,X,O,X
JOILSTZ,O,O,O,X,X,O
JOILSZT,O,O,O,X,O,O
JOILZTS,X,O,O,X,O,X
JOILZST,O,O,O,X,O,O
JOISTLZ,X,O,O,X,X,O
JOISTZL,X,O,O,X,X,O
JOISLTZ,X,O,O,X,X,O
JOISLZT,X,O,O,X,O,O
JOISZTL,X,O,O,X,X,O
JOISZLT,X,O,O,X,O,O
JOIZTLS,O,O,O,X,O,X
JOIZTSL,O,O,O,X,O,O
JOIZLTS,X,O,O,X,O,X
JOIZLST,O,O,O,X,O,O
JOIZSTL,X,O,O,X,X,O
JOIZSLT,X,O,O,X,O,O
JOLTISZ,X,O,O,X,O,X
JOLTIZS,X,O,O,X,O,X
JOLTSIZ,X,O,O,X,O,X
JOLTSZI,X,O,O,X,O,X
JOLTZIS,X,O,O,X,O,X
JOLTZSI,X,O,O,X,O,X
JOLITSZ,X,O,O,X,X,X
JOLITZS,X,O,O,X,O,X
JOLISTZ,O,O,O,X,X,X
JOLISZT,O,O,O,X,O,X
JOLIZTS,X,O,O,X,O,X
JOLIZST,O,O,O,X,O,X
JOLSTIZ,O,O,O,X,X,X
JOLSTZI,O,O,O,X,X,X
JOLSITZ,O,O,O,X,X,O
JOLSIZT,O,O,O,X,O,O
JOLSZTI,O,O,O,X,O,X
JOLSZIT,O,O,O,X,O,O
JOLZTIS,X,O,O,X,O,X
JOLZTSI,X,O,O,X,O,X
JOLZITS,X,O,O,X,O,X
JOLZIST,O,O,O,X,O,X
JOLZSTI,O,O,O,X,O,X
JOLZSIT,O,O,O,X,O,O
JOSTILZ,X,O,O,X,O,X
JOSTIZL,X,O,O,X,O,X
JOSTLIZ,X,O,O,X,O,X
JOSTLZI,X,O,O,X,O,X
JOSTZIL,X,O,O,X,O,X
JOSTZLI,X,O,O,X,O,X
JOSITLZ,X,O,O,X,X,O
JOSITZL,X,O,O,X,X,O
JOSILTZ,X,O,O,X,X,O
JOSILZT,X,O,O,X,O,O
JOSIZTL,X,O,O,X,X,O
JOSIZLT,X,O,O,X,O,O
JOSLTIZ,X,O,O,X,X,X
JOSLTZI,X,O,O,X,X,X
JOSLITZ,X,O,O,X,X,O
JOSLIZT,X,O,O,X,O,O
JOSLZTI,X,O,O,X,O,X
JOSLZIT,X,O,O,X,O,O
JOSZTIL,X,O,O,X,O,X
JOSZTLI,X,O,O,X,O,X
JOSZITL,X,O,O,X,X,O
JOSZILT,X,O,O,X,O,O
JOSZLTI,X,O,O,X,O,X
JOSZLIT,X,O,O,X,O,O
JOZTILS,O,O,O,X,O,O
JOZTISL,O,O,O,X,O,O
JOZTLIS,O,O,O,X,O,X
JOZTLSI,O,O,O,X,O,X
JOZTSIL,O,O,O,X,O,X
JOZTSLI,O,O,O,X,O,X
JOZITLS,O,O,O,X,O,X
JOZITSL,O,O,O,X,O,O
JOZILTS,X,O,O,X,O,X
JOZILST,O,O,O,X,O,O
JOZISTL,X,O,O,X,X,O
JOZISLT,X,O,O,X,O,O
JOZLTIS,X,O,O,X,O,X
JOZLTSI,X,O,O,X,O,X
JOZLITS,X,O,O,X,O,X
JOZLIST,O,O,O,X,O,X
JOZLSTI,O,O,O,X,O,X
JOZLSIT,O,O,O,X,O,O
JOZSTIL,X,O,O,X,O,X
JOZSTLI,X,O,O,X,O,X
JOZSITL,X,O,O,X,X,O
JOZSILT,X,O,O,X,O,O
JOZSLTI,X,O,O,X,O,X
JOZSLIT,X,O,O,X,O,O
STILJZO,O,X,O,O,O,O
STILJOZ,O,X,O,O,O,O
STILZJO,O,X,O,O,O,O
STILZOJ,O,X,O,O,X,O
STILOJZ,O,X,O,O,X,O
STILOZJ,O,X,O,O,X,O
STIJLZO,O,O,O,O,O,O
STIJLOZ,O,O,O,O,O,O
STIJZLO,O,O,O,O,O,O
STIJZOL,X,O,O,X,O,O
STIJOLZ,X,O,O,X,O,O
STIJOZL,X,O,O,X,O,O
STIZLJO,O,X,O,O,O,O
STIZLOJ,O,X,O,O,X,O
STIZJLO,O,O,O,O,O,O
STIZJOL,X,O,O,X,O,O
STIZOLJ,O,X,O,O,X,O
STIZOJL,O,O,O,X,X,O
STIOLJZ,O,X,O,O,X,O
STIOLZJ,O,X,O,O,X,O
STIOJLZ,O,O,O,X,X,O
STIOJZL,O,O,O,X,X,O
STIOZLJ,O,X,O,O,X,O
STIOZJL,O,O,O,X,X,O
STLIJZO,O,X,O,O,O,O
STLIJOZ,O,X,O,O,O,O
STLIZJO,O,X,O,O,O,O
STLIZOJ,O,X,O,O,X,O
STLIOJZ,O,X,O,O,X,O
STLIOZJ,O,X,O,O,X,O
STLJIZO,O,X,O,O,O,O
STLJIOZ,O,X,O,O,O,O
STLJZIO,O,X,O,O,O,O
STLJZOI,O,X,O,O,O,X
STLJOIZ,O,X,O,O,O,X
STLJOZI,O,X,O,O,O,X
STLZIJO,O,X,O,O,O,O
STLZIOJ,O,X,O,O,X,O
STLZJIO,O,X,O,O,O,O
STLZJOI,O,X,O,O,O,X
STLZOIJ,O,X,O,O,X,X
STLZOJI,O,X,O,O,X,X
STLOIJZ,O,X,O,O,X,X
STLOIZJ,O,X,O,O,X,X
STLOJIZ,O,X,O,O,X,X
STLOJZI,O,X,O,O,X,X
STLOZIJ,O,X,O,O,X,X
STLOZJI,O,X,O,O,X,X
STJILZO,O,O,O,O,O,O
STJILOZ,O,O,O,O,O,O
STJIZLO,O,O,O,O,O,O
STJIZOL,X,O,O,X,O,O
STJIOLZ,X,O,O,X,O,O
STJIOZL,X,O,O,X,O,O
STJLIZO,O,O,O,O,O,O
STJLIOZ,O,O,O,O,O,O
STJLZIO,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,X
STJZILO,O,O,O,O,O,O
STJZIOL,X,O,O,X,O,O
STJZLIO,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,X
STJZOIL,O,O,O,X,O,X
STJZOLI,O,O,O,X,O,X
STJOILZ,O,O,O,X,O,X
STJOIZL,O,O,O,X,O,X
STJOLIZ,O,O,O,X,O,X
STJOLZI,O,O,O,X,O,X
STJOZIL,O,O,O,X,O,X
STJOZLI,O,O,O,X,O,X
STZILJO,O,X,O,O,O,O
STZILOJ,O,X,O,O,X,O
STZIJLO,O,O,O,O,O,O
STZIJOL,X,O,O,X,O,O
STZIOLJ,O,X,O,O,X,O
STZIOJL,O,O,O,X,X,O
STZLIJO,O,X,O,O,O,O
STZLIOJ,O,X,O,O,X,O
STZLJIO,O,X,O,O,O,O
STZLJOI,O,X,O,O,O,X
STZLOIJ,O,X,O,O,X,X
STZLOJI,O,X,O,O,X,X
STZJILO,O,O,O,O,O,O
STZJIOL,X,O,O,X,O,O
STZJLIO,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,X
STZJOIL,O,O,O,X,O,X
STZJOLI,O,O,O,X,O,X
STZOILJ,O,X,O,O,X,X
STZOIJL,O,O,O,X,X,X
STZOLIJ,O,X,O,O,X,X
STZOLJI,O,X,O,O,X,X
STZOJIL,O,O,O,X,X,X
STZOJLI,O,O,O,X,X,X
STOILJZ,O,X,O,O,X,X
STOILZJ,O,X,O,O,X,X
STOIJLZ,O,O,O,X,X,X
STOIJZL,O,O,O,X,X,X
STOIZLJ,O,X,O,O,X,X
STOIZJL,O,O,O,X,X,X
STOLIJZ,O,X,O,O,X,X
STOLIZJ,O,X,O,O,X,X
STOLJIZ,O,X,O,O,X,X
STOLJZI,O,X,O,O,X,X
STOLZIJ,O,X,O,O,X,X
STOLZJI,O,X,O,O,X,X
STOJILZ,O,O,O,X,X,X
STOJIZL,O,O,O,X,X,X
STOJLIZ,O,O,O,X,X,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,O,O,X,X,X
STOJZLI,O,O,O,X,X,X
STOZILJ,O,X,O,O,X,X
STOZIJL,O,O,O,X,X,X
STOZLIJ,O,X,O,O,X,X
STOZLJI,O,X,O,O,X,X
STOZJIL,O,O,O,X,X,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,X,O,O,O,O
SITLJOZ,O,X,O,O,O,O
SITLZJO,O,X,O,O,O,O
SITLZOJ,O,X,O,O,X,O
SITLOJZ,O,X,O,O,X,O
SITLOZJ,O,X,O,O,X,O
SITJLZO,O,O,O,O,O,O
SITJLOZ,O,O,O,O,O,O
SITJZLO,O,O,O,O,O,O
SITJZOL,X,O,O,X,O,O
SITJOLZ,X,O,O,X,O,O
SITJOZL,X,O,O,X,O,O
SITZLJO,O,X,O,O,O,O
SITZLOJ,O,X,O,O,X,O
SITZJLO,O,O,O,O,O,O
SITZJOL,X,O,O,X,O,O
SITZOLJ,O,X,O,O,X,O
SITZOJL,O,O,O,X,X,O
SITOLJZ,O,X,O,O,X,O
SITOLZJ,O,X,O,O,X,O
SITOJLZ,O,O,O,X,X,O
SITOJZL,O,O,O,X,X,O
SITOZLJ,O,X,O,O,X,O
SITOZJL,O,O,O,X,X,O
SILTJZO,O,X,O,O,O,O
SILTJOZ,O,X,O,O,O,O
SILTZJO,O,X,O,O,O,O
SILTZOJ,O,X,O,O,X,O
SILTOJZ,O,X,O,O,X,O
SILTOZJ,O,X,O,O,X,O
SILJTZO,O,X,O,O,X,O
SILJTOZ,X,X,X,O,X,O
SILJZTO,O,X,O,O,X,O
SILJZOT,O,X,O,O,O,O
SILJOTZ,X,X,X,O,X,O
SILJOZT,O,X,O,O,O,O
SILZTJO,O,X,O,O,O,O
SILZTOJ,O,X,O,O,X,O
SILZJTO,O,X,O,O,X,O
SILZJOT,O,X,O,O,O,O
SILZOTJ,X,X,O,O,X,O
SILZOJT,O,X,O,O,X,O
SILOTJZ,X,X,X,O,X,O
SILOTZJ,X,X,O,O,X,O
SILOJTZ,X,X,O,O,X,O
SILOJZT,O,X,O,O,X,O
SILOZTJ,X,X,O,O,X,O
SILOZJT,O,X,O,O,X,O
SIJTLZO,X,O,O,O,X,O
SIJTLOZ,X,O,X,O,X,O
SIJTZLO,X,O,O,O,X,O
SIJTZOL,X,O,O,X,X,O
SIJTOLZ,X,O,O,X,X,O
SIJTOZL,X,O,O,X,X,O
SIJLTZO,X,O,O,O,X,O
SIJLTOZ,X,X,X,O,X,O
SIJLZTO,X,O,O,O,X,O
SIJLZOT,X,O,O,O,O,O
SIJLOTZ,X,X,O,O,X,O
SIJLOZT,X,O,O,O,O,O
SIJZTLO,X,O,O,O,X,O
SIJZTOL,X,O,O,X,X,O
SIJZLTO,X,O,O,O,X,O
SIJZLOT,X,O,O,O,O,O
SIJZOTL,X,O,O,X,X,O
SIJZOLT,X,O,O,X,O,O
SIJOTLZ,X,O,O,X,X,O
SIJOTZL,X,O,O,X,X,O
SIJOLTZ,X,O,O,X,X,O
SIJOLZT,X,O,O,X,O,O
SIJOZTL,X,O,O,X,X,O
SIJOZLT,X,O,O,X,O,O
SIZTLJO,O,X,O,O,O,O
SIZTLOJ,O,X,O,O,X,O
SIZTJLO,O,O,O,O,O,O
SIZTJOL,X,O,O,X,O,O
SIZTOLJ,O,X,O,O,X,O
SIZTOJL,O,O,O,X,X,O
SIZLTJO,O,X,O,O,O,O
SIZLTOJ,O,X,O,O,X,O
SIZLJTO,O,X,O,O,X,O
SIZLJOT,O,X,O,O,O,O
SIZLOTJ,X,X,O,O,X,O
SIZLOJT,O,X,O,O,X,O
SIZJTLO,X,O,O,O,X,O
SIZJTOL,X,O,O,X,X,O
SIZJLTO,X,O,O,O,X,O
SIZJLOT,X,O,O,O,O,O
SIZJOTL,X,O,O,X,X,O
SIZJOLT,X,O,O,X,O,O
SIZOTLJ,O,X,O,O,X,O
SIZOTJL,O,O,X,X,X,O
SIZOLTJ,O,X,O,O,X,O
SIZOLJT,O,X,O,O,X,O
SIZOJTL,X,O,O,X,X,O
SIZOJLT,X,O,O,X,X,O
SIOTLJZ,O,X,X,O,X,O
SIOTLZJ,O,X,O,O,X,O
SIOTJLZ,O,O,X,X,X,O
SIOTJZL,O,O,X,X,X,O
SIOTZLJ,O,X,O,O,X,O
SIOTZJL,O,O,X,X,X,O
SIOLTJZ,O,X,X,O,X,O
SIOLTZJ,O,X,O,O,X,O
SIOLJTZ,O,X,O,O,X,O
SIOLJZT,O,X,O,O,X,O
SIOLZTJ,O,X,O,O,X,O
SIOLZJT,O,X,O,O,X,O
SIOJTLZ,X,O,O,X,X,O
SIOJTZL,X,O,O,X,X,O
SIOJLTZ,X,O,O,X,X,O
SIOJLZT,X,O,O,X,X,O
SIOJZTL,X,O,O,X,X,O
SIOJZLT,X,O,O,X,X,O
SIOZTLJ,O,X,O,O,X,O
SIOZTJL,O,O,X,X,X,O
SIOZLTJ,O,X,O,O,X,O
SIOZLJT,O,X,O,O,X,O
SIOZJTL,X,O,O,X,X,O
SIOZJLT,X,O,O,X,X,O
SLTIJZO,O,X,O,O,O,O
SLTIJOZ,O,X,O,O,O,O
SLTIZJO,O,X,O,O,O,O
SLTIZOJ,O,X,O,O,X,O
SLTIOJZ,O,X,O,O,X,O
SLTIOZJ,O,X,O,O,X,O
SLTJIZO,O,X,O,O,O,O
SLTJIOZ,O,X,O,O,O,O
SLTJZIO,O,X,O,O,O,O
SLTJZOI,O,X,O,O,O,X
SLTJOIZ,O,X,O,O,O,X
SLTJOZI,O,X,O,O,O,X
SLTZIJO,O,X,O,O,O,O
SLTZIOJ,O,X,O,O,X,O
SLTZJIO,O,X,O,O,O,O
SLTZJOI,O,X,O,O,O,X
SLTZOIJ,O,X,O,O,X,X
SLTZOJI,O,X,O,O,X,X
SLTOIJZ,O,X,O,O,X,X
SLTOIZJ,O,X,O,O,X,X
SLTOJIZ,O,X,O,O,X,X
SLTOJZI,O,X,O,O,X,X
SLTOZIJ,O,X,O,O,X,X
SLTOZJI,O,X,O,O,X,X
SLITJZO,O,X,O,O,O,O
SLITJOZ,O,X,O,O,O,O
SLITZJO,O,X,O,O,O,O
SLITZOJ,O,X,O,O,X,O
SLITOJZ,O,X,O,O,X,O
SLITOZJ,O,X,O,O,X,O
SLIJTZO,O,X,O,O,X,O
SLIJTOZ,X,X,X,O,X,O
SLIJZTO,O,X,O,O,X,O
SLIJZOT,O,X,O,O,O,O
SLIJOTZ,O,X,X,O,X,O
SLIJOZT,O,X,O,O,O,O
SLIZTJO,O,X,O,O,O,O
SLIZTOJ,O,X,O,O,X,O
SLIZJTO,O,X,O,O,X,O
SLIZJOT,O,X,O,O,O,O
SLIZOTJ,O,X,O,O,X,O
SLIZOJT,O,X,O,O,X,O
SLIOTJZ,O,X,X,O,X,O
SLIOTZJ,O,X,O,O,X,O
SLIOJTZ,O,X,O,O,X,O
SLIOJZT,O,X,O,O,X,O
SLIOZTJ,O,X,O,O,X,O
SLIOZJT,O,X,O,O,X,O
SLJTIZO,O,X,O,O,X,O
SLJTIOZ,O,X,X,O,X,O
SLJTZIO,O,X,O,O,X,O
SLJTZOI,O,X,X,O,X,X
SLJTOIZ,O,X,X,O,X,X
SLJTOZI,O,X,X,O,X,X
SLJITZO,O,X,O,O,X,O
SLJITOZ,X,X,X,O,X,O
SLJIZTO,O,X,O,O,X,O
SLJIZOT,O,X,O,O,O,O
SLJIOTZ,O,X,X,O,X,O
SLJIOZT,O,X,O,O,O,O
SLJZTIO,O,X,O,O,X,O
SLJZTOI,O,X,X,O,X,X
SLJZITO,O,X,O,O,X,O
SLJZIOT,O,X,O,O,O,O
SLJZOTI,O,X,X,O,O,X
SLJZOIT,O,X,O,O,O,O
SLJOTIZ,O,X,X,O,X,X
SLJOTZI,O,X,X,O,X,X
SLJOITZ,O,X,X,O,X,O
SLJOIZT,O,X,O,O,O,O
SLJOZTI,O,X,X,O,O,X
SLJOZIT,O,X,O,O,O,O
SLZTIJO,O,X,O,O,O,O
SLZTIOJ,O,X,O,O,X,O
SLZTJIO,O,X,O,O,O,O
SLZTJOI,O,X,O,O,O,X
SLZTOIJ,O,X,O,O,X,X
SLZTOJI,O,X,O,O,X,X
SLZITJO,O,X,O,O,O,O
SLZITOJ,O,X,O,O,X,O
SLZIJTO,O,X,O,O,X,O
SLZIJOT,O,X,O,O,O,O
SLZIOTJ,O,X,O,O,X,O
SLZIOJT,O,X,O,O,X,O
SLZJTIO,O,X,O,O,X,O
SLZJTOI,O,X,X,O,X,X
SLZJITO,O,X,O,O,X,O
SLZJIOT,O,X,O,O,O,O
SLZJOTI,O,X,X,O,O,X
SLZJOIT,O,X,O,O,O,O
SLZOTIJ,O,X,O,O,X,X
SLZOTJI,O,X,O,O,X,X
SLZOITJ,O,X,O,O,X,O
SLZOIJT,O,X,O,O,X,O
SLZOJTI,O,X,O,O,X,X
SLZOJIT,O,X,O,O,X,O
SLOTIJZ,O,X,O,O,X,X
SLOTIZJ,O,X,O,O,X,X
SLOTJIZ,O,X,O,O,X,X
SLOTJZI,O,X,O,O,X,X
SLOTZIJ,O,X,O,O,X,X
SLOTZJI,O,X,O,O,X,X
SLOITJZ,O,X,X,O,X,O
SLOITZJ,O,X,O,O,X,O
SLOIJTZ,O,X,O,O,X,O
SLOIJZT,O,X,O,O,X,O
SLOIZTJ,O,X,O,O,X,O
SLOIZJT,O,X,O,O,X,O
SLOJTIZ,O,X,O,O,X,X
SLOJTZI,O,X,O,O,X,X
SLOJITZ,O,X,O,O,X,O
SLOJIZT,O,X,O,O,X,O
SLOJZTI,O,X,O,O,X,X
SLOJZIT,O,X,O,O,X,O
SLOZTIJ,O,X,O,O,X,X
SLOZTJI,O,X,O,O,X,X
SLOZITJ,O,X,O,O,X,O
SLOZIJT,O,X,O,O,X,O
SLOZJTI,O,X,O,O,X,X
SLOZJIT,O,X,O,O,X,O
SJTILZO,X,O,O,O,O,O
SJTILOZ,X,O,X,O,O,O
SJTIZLO,X,O,O,O,O,O
SJTIZOL,X,O,O,X,O,O
SJTIOLZ,X,O,O,X,O,O
SJTIOZL,X,O,O,X,O,O
SJTLIZO,X,O,O,O,O,O
SJTLIOZ,X,O,X,O,O,O
SJTLZIO,X,O,O,O,O,O
SJTLZOI,X,O,X,O,O,X
SJTLOIZ,X,O,X,O,O,X
SJTLOZI,X,O,X,O,O,X
SJTZILO,X,O,O,O,O,O
SJTZIOL,X,O,O,X,O,O
SJTZLIO,X,O,O,O,O,O
SJTZLOI,X,O,X,O,O,X
SJTZOIL,X,O,O,X,O,X
SJTZOLI,X,O,O,X,O,X
SJTOILZ,X,O,O,X,O,X
SJTOIZL,X,O,O,X,O,X
SJTOLIZ,X,O,O,X,O,X
SJTOLZI,X,O,O,X,O,X
SJTOZIL,X,O,O,X,O,X
SJTOZLI,X,O,O,X,O,X
SJITLZO,X,O,O,O,X,O
SJITLOZ,X,O,X,O,X,O
SJITZLO,X,O,O,O,X,O
SJITZOL,X,O,O,X,X,O
SJITOLZ,X,O,O,X,X,O
SJITOZL,X,O,O,X,X,O
SJILTZO,X,O,O,O,X,O
SJILTOZ,X,X,X,O,X,O
SJILZTO,X,O,O,O,X,O
SJILZOT,X,O,O,O,O,O
SJILOTZ,X,O,O,O,X,O
SJILOZT,X,O,O,O,O,O
SJIZTLO,X,O,O,O,X,O
SJIZTOL,X,O,O,X,X,O
SJIZLTO,X,O,O,O,X,O
SJIZLOT,X,O,O,O,O,O
SJIZOTL,X,O,O,X,X,O
SJIZOLT,X,O,O,X,O,O
SJIOTLZ,X,O,O,X,X,O
SJIOTZL,X,O,O,X,X,O
SJIOLTZ,X,O,O,X,X,O
SJIOLZT,X,O,O,X,O,O
SJIOZTL,X,O,O,X,X,O
SJIOZLT,X,O,O,X,O,O
SJLTIZO,X,O,O,O,X,O
SJLTIOZ,X,X,X,O,X,O
SJLTZIO,X,O,O,O,X,O
SJLTZOI,X,O,X,O,X,X
SJLTOIZ,X,O,X,O,X,X
SJLTOZI,X,O,X,O,X,X
SJLITZO,X,O,O,O,X,O
SJLITOZ,X,X,X,O,X,O
SJLIZTO,X,O,O,O,X,O
SJLIZOT,X,O,O,O,O,O
SJLIOTZ,X,O,O,O,X,O
SJLIOZT,X,O,O,O,O,O
SJLZTIO,X,O,O,O,X,O
SJLZTOI,X,O,X,O,X,X
SJLZITO,X,O,O,O,X,O
SJLZIOT,X,O,O,O,O,O
SJLZOTI,X,O,O,O,O,X
SJLZOIT,X,O,O,O,O,O
SJLOTIZ,X,O,O,O,X,X
SJLOTZI,X,O,O,O,X,X
SJLOITZ,X,O,O,O,X,O
SJLOIZT,X,O,O,O,O,O
SJLOZTI,X,O,O,O,O,X
SJLOZIT,X,O,O,O,O,O
SJZTILO,X,O,O,O,O,O
SJZTIOL,X,O,O,X,O,O
SJZTLIO,X,O,O,O,O,O
SJZTLOI,X,O,X,O,O,X
SJZTOIL,X,O,O,X,O,X
SJZTOLI,X,O,O,X,O,X
SJZITLO,X,O,O,O,X,O
SJZITOL,X,O,O,X,X,O
SJZILTO,X,O,O,O,X,O
SJZILOT,X,O,O,O,O,O
SJZIOTL,X,O,O,X,X,O
SJZIOLT,X,O,O,X,O,O
SJZLTIO,X,O,O,O,X,O
SJZLTOI,X,O,X,O,X,X
SJZLITO,X,O,O,O,X,O
SJZLIOT,X,O,O,O,O,O
SJZLOTI,X,O,O,O,O,X
SJZLOIT,X,O,O,O,O,O
SJZOTIL,X,O,O,X,O,X
SJZOTLI,X,O,O,X,O,X
SJZOITL,X,O,O,X,X,O
SJZOILT,X,O,O,X,O,O
SJZOLTI,X,O,O,X,O,X
SJZOLIT,X,O,O,X,O,O
SJOTILZ,X,O,O,X,O,X
SJOTIZL,X,O,O,X,O,X
SJOTLIZ,X,O,O,X,O,X
SJOTLZI,X,O,O,X,O,X
SJOTZIL,X,O,O,X,O,X
SJOTZLI,X,O,O,X,O,X
SJOITLZ,X,O,O,X,X,O
SJOITZL,X,O,O,X,X,O
SJOILTZ,X,O,O,X,X,O
SJOILZT,X,O,O,X,O,O
SJOIZTL,X,O,O,X,X,O
SJOIZLT,X,O,O,X,O,O
SJOLTIZ,X,O,O,X,X,X
SJOLTZI,X,O,O,X,X,X
SJOLITZ,X,O,O,X,X,O
SJOLIZT,X,O,O,X,O,O
SJOLZTI,X,O,O,X,O,X
SJOLZIT,X,O,O,X,O,O
SJOZTIL,X,O,O,X,O,X
SJOZTLI,X,O,O,X,O,X
SJOZITL,X,O,O,X,X,O
SJOZILT,X,O,O,X,O,O
SJOZLTI,X,O,O,X,O,X
SJOZLIT,X,O,O,X,O,O
SZTILJO,O,X,O,O,O,O
SZTILOJ,O,X,O,O,X,O
SZTIJLO,O,O,O,O,O,O
SZTIJOL,X,O,O,X,O,O
SZTIOLJ,O,X,O,O,X,O
SZTIOJL,O,O,O,X,X,O
SZTLIJO,O,X,O,O,O,O
SZTLIOJ,O,X,O,O,X,O
SZTLJIO,O,X,O,O,O,O
SZTLJOI,O,X,O,O,O,X
SZTLOIJ,O,X,O,O,X,X
SZTLOJI,O,X,O,O,X,X
SZTJILO,O,O,O,O,O,O
SZTJIOL,X,O,O,X,O,O
SZTJLIO,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,X
SZTJOIL,O,O,O,X,O,X
SZTJOLI,O,O,O,X,O,X
SZTOILJ,O,X,O,O,X,X
SZTOIJL,O,O,O,X,X,X
SZTOLIJ,O,X,O,O,X,X
SZTOLJI,O,X,O,O,X,X
SZTOJIL,O,O,O,X,X,X
SZTOJLI,O,O,O,X,X,X
SZITLJO,O,X,O,O,O,O
SZITLOJ,O,X,O,O,X,O
SZITJLO,O,O,O,O,O,O
SZITJOL,X,O,O,X,O,O
SZITOLJ,O,X,O,O,X,O
SZITOJL,O,O,O,X,X,O
SZILTJO,O,X,O,O,O,O
SZILTOJ,O,X,O,O,X,O
SZILJTO,O,X,O,O,X,O
SZILJOT,O,X,O,O,O,O
SZILOTJ,X,X,O,O,X,O
SZILOJT,O,X,O,O,X,O
SZIJTLO,X,O,O,O,X,O
SZIJTOL,X,O,O,X,X,O
SZIJLTO,X,O,O,O,X,O
