sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
SJZILOT,O,O,O,O,X,O,X,X,X,O
SJZIOTL,O,O,O,O,X,O,X,X,X,O
SJZIOLT,O,O,O,O,X,O,X,X,X,O
SJZLTIO,O,O,O,O,X,O,X,X,X,O
SJZLTOI,O,O,O,O,X,O,X,X,X,X
SJZLITO,O,O,O,O,X,O,X,X,X,O
SJZLIOT,O,O,O,O,X,O,X,X,X,O
SJZLOTI,O,O,O,O,X,O,X,X,X,X
SJZLOIT,O,O,O,O,X,O,X,X,X,X
SJZOTIL,O,O,O,O,X,O,X,X,X,X
SJZOTLI,O,O,O,O,X,O,X,O,X,X
SJZOITL,O,O,O,O,X,O,X,X,X,X
SJZOILT,O,O,O,O,X,O,X,X,X,X
SJZOLTI,O,O,O,O,X,O,X,X,X,X
SJZOLIT,O,O,O,O,X,O,X,X,X,X
SJOTILZ,O,O,O,O,X,X,X,X,X,X
SJOTIZL,O,O,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,O,O,X,X,X,X,X,X
SJOTLZI,O,O,O,O,X,O,X,X,X,X
SJOTZIL,O,O,O,O,X,O,X,X,X,X
SJOTZLI,O,O,O,O,X,O,X,X,X,X
SJOITLZ,O,O,O,O,X,X,X,X,X,X
SJOITZL,O,O,O,O,X,X,X,X,X,X
SJOILTZ,O,O,O,O,X,X,X,X,X,X
SJOILZT,O,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X,X,X,X
SJOLTZI,O,O,O,O,X,X,X,X,X,X
SJOLITZ,O,O,O,O,X,X,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X,X,X,X
SJOLZTI,O,O,O,O,X,O,X,X,X,X
SJOLZIT,O,O,O,O,X,O,X,X,X,X
SJOZTIL,O,O,O,O,X,O,X,X,X,X
SJOZTLI,O,O,O,O,X,O,X,X,X,X
SJOZITL,O,O,O,O,X,O,X,X,X,X
SJOZILT,O,O,O,O,X,O,X,X,X,X
SJOZLTI,O,O,O,O,X,O,X,X,X,X
SJOZLIT,O,O,O,O,X,O,X,X,X,X
SZTILJO,O,O,O,X,O,O,O,X,O,O
SZTILOJ,O,O,X,O,O,O,O,X,O,O
SZTIJLO,O,O,O,X,O,O,X,X,O,O
SZTIJOL,O,O,O,X,O,O,X,X,O,O
SZTIOLJ,O,O,O,O,O,O,O,X,O,X
SZTIOJL,O,O,O,O,O,O,X,X,O,O
SZTLIJO,O,O,O,X,X,O,O,O,O,O
SZTLIOJ,O,O,X,O,X,O,O,O,O,O
SZTLJIO,O,O,O,X,X,O,X,O,O,O
SZTLJOI,O,O,O,X,X,O,X,O,X,X
SZTLOIJ,O,O,O,O,X,O,O,O,X,O
SZTLOJI,O,O,O,O,X,O,X,O,X,X
SZTJILO,O,O,O,X,O,O,X,X,O,O
SZTJIOL,O,O,O,X,O,O,X,X,O,O
SZTJLIO,O,O,O,X,X,O,X,O,O,X
SZTJLOI,O,O,O,X,X,O,X,O,X,X
SZTJOIL,O,O,O,X,O,O,X,X,O,X
SZTJOLI,O,O,O,X,X,O,X,O,X,X
SZTOILJ,O,O,O,O,O,O,O,X,O,X
SZTOIJL,O,O,O,O,O,O,X,X,O,O
SZTOLIJ,O,O,O,O,X,O,O,O,X,X
SZTOLJI,O,O,O,O,X,O,X,O,X,X
SZTOJIL,O,O,O,O,O,O,X,X,O,X
SZTOJLI,O,O,O,O,X,O,X,O,X,X
SZITLJO,O,O,O,X,O,O,O,X,O,O
SZITLOJ,O,O,X,X,O,O,O,X,O,O
SZITJLO,O,O,O,X,O,O,X,X,O,O
SZITJOL,O,O,O,X,O,O,X,X,O,O
SZITOLJ,O,O,O,X,O,O,O,X,O,X
SZITOJL,O,O,O,X,O,O,X,X,O,O
SZILTJO,O,O,O,X,O,O,O,X,O,O
SZILTOJ,O,O,X,X,O,O,O,X,O,O
SZILJTO,O,O,O,X,O,O,X,X,O,O
SZILJOT,O,O,O,X,X,O,X,X,X,O
SZILOTJ,O,O,X,X,X,X,X,X,O,O
SZILOJT,O,O,X,X,X,O,X,X,X,O
SZIJTLO,O,O,O,X,O,O,X,X,O,O
SZIJTOL,O,O,O,X,O,O,X,X,O,O
SZIJLTO,O,O,O,X,O,O,X,X,O,O
SZIJLOT,O,O,O,X,X,O,X,X,X,O
SZIJOTL,O,O,O,X,X,O,X,X,X,O
SZIJOLT,O,O,O,X,X,O,X,X,X,O
SZIOTLJ,O,O,O,X,X,O,X,X,O,X
SZIOTJL,O,O,O,X,X,O,X,X,O,O
SZIOLTJ,O,O,O,X,X,X,X,X,O,O
SZIOLJT,O,O,O,X,X,O,X,X,X,O
SZIOJTL,O,O,O,X,X,O,X,X,X,O
SZIOJLT,O,O,O,X,X,O,X,X,X,O
SZLTIJO,O,O,O,X,X,O,O,X,O,O
SZLTIOJ,O,O,X,O,X,O,O,X,O,O
SZLTJIO,O,O,O,X,X,O,X,X,O,O
SZLTJOI,O,O,O,X,X,O,X,X,X,X
SZLTOIJ,O,O,O,O,X,O,O,X,X,O
SZLTOJI,O,O,O,O,X,O,X,X,X,X
SZLITJO,O,O,O,X,X,O,O,X,O,O
SZLITOJ,O,O,X,X,X,O,O,X,O,O
SZLIJTO,O,O,O,X,X,O,X,X,O,O
SZLIJOT,O,O,O,X,X,O,X,X,X,O
SZLIOTJ,O,O,X,X,X,X,X,X,O,O
SZLIOJT,O,O,X,X,X,O,X,X,X,O
SZLJTIO,O,O,O,O,X,O,X,X,X,O
SZLJTOI,O,O,O,O,X,O,X,X,X,X
SZLJITO,O,O,O,O,X,O,X,X,X,O
SZLJIOT,O,O,O,O,X,O,X,X,X,O
SZLJOTI,O,O,O,O,X,O,X,X,X,X
SZLJOIT,O,O,O,O,X,O,X,X,X,X
SZLOTIJ,O,O,O,O,X,X,X,X,X,O
SZLOTJI,O,O,O,O,X,X,X,X,X,X
SZLOITJ,O,O,O,O,X,X,X,X,X,O
SZLOIJT,O,O,O,O,X,O,X,X,X,O
SZLOJTI,O,O,O,O,X,O,X,X,X,X
SZLOJIT,O,O,O,O,X,O,X,X,X,X
SZJTILO,O,O,O,O,O,O,X,X,O,O
SZJTIOL,O,O,O,O,O,O,X,X,O,O
SZJTLIO,O,O,O,O,X,O,X,O,O,X
SZJTLOI,O,O,O,O,X,O,X,O,X,X
SZJTOIL,O,O,O,O,O,O,X,X,O,X
SZJTOLI,O,O,O,O,X,O,X,O,X,X
SZJITLO,O,O,O,O,O,O,X,X,O,O
SZJITOL,O,O,O,O,O,O,X,X,O,O
SZJILTO,O,O,O,O,O,O,X,X,O,O
SZJILOT,O,O,O,O,X,O,X,X,X,O
SZJIOTL,O,O,O,O,X,O,X,X,X,O
SZJIOLT,O,O,O,O,X,O,X,X,X,O
SZJLTIO,O,O,O,O,X,O,X,X,X,O
SZJLTOI,O,O,O,O,X,O,X,X,X,X
SZJLITO,O,O,O,O,X,O,X,X,X,O
SZJLIOT,O,O,O,O,X,O,X,X,X,O
SZJLOTI,O,O,O,O,X,O,X,X,X,X
SZJLOIT,O,O,O,O,X,O,X,X,X,X
SZJOTIL,O,O,O,O,X,O,X,X,X,X
SZJOTLI,O,O,O,O,X,O,X,O,X,X
SZJOITL,O,O,O,O,X,O,X,X,X,X
SZJOILT,O,O,O,O,X,O,X,X,X,X
SZJOLTI,O,O,O,O,X,O,X,X,X,X
SZJOLIT,O,O,O,O,X,O,X,X,X,X
SZOTILJ,O,O,O,O,X,O,X,X,O,X
SZOTIJL,O,O,O,O,X,O,X,X,O,O
SZOTLIJ,O,O,O,O,X,O,X,O,X,X
SZOTLJI,O,O,O,O,X,O,X,O,X,X
SZOTJIL,O,O,O,O,X,O,X,X,O,X
SZOTJLI,O,O,O,O,X,O,X,O,X,X
SZOITLJ,O,O,O,O,X,O,X,X,O,X
SZOITJL,O,O,O,O,X,O,X,X,O,O
SZOILTJ,O,O,O,O,X,X,X,X,O,O
SZOILJT,O,O,O,O,X,O,X,X,X,O
SZOIJTL,O,O,O,O,X,O,X,X,X,O
SZOIJLT,O,O,O,O,X,O,X,X,X,O
SZOLTIJ,O,O,O,O,X,X,X,X,X,O
SZOLTJI,O,O,O,O,X,X,X,X,X,X
SZOLITJ,O,O,O,O,X,X,X,X,X,O
SZOLIJT,O,O,O,O,X,O,X,X,X,O
SZOLJTI,O,O,O,O,X,O,X,X,X,X
SZOLJIT,O,O,O,O,X,O,X,X,X,X
SZOJTIL,O,O,O,O,X,O,X,X,X,X
SZOJTLI,O,O,O,O,X,O,X,O,X,X
SZOJITL,O,O,O,O,X,O,X,X,X,X
SZOJILT,O,O,O,O,X,O,X,X,X,X
SZOJLTI,O,O,O,O,X,O,X,X,X,X
SZOJLIT,O,O,O,O,X,O,X,X,X,X
SOTILJZ,O,O,X,O,X,X,O,X,O,X
SOTILZJ,O,X,X,O,X,X,O,X,O,X
SOTIJLZ,O,O,O,X,X,X,O,X,O,X
SOTIJZL,O,O,O,X,X,X,X,X,O,X
SOTIZLJ,O,O,O,X,X,X,O,X,O,X
SOTIZJL,O,O,O,X,X,X,X,X,O,X
SOTLIJZ,O,O,X,O,X,X,O,X,X,X
SOTLIZJ,O,X,X,O,X,X,O,X,X,X
SOTLJIZ,O,O,O,O,X,X,O,X,X,X
SOTLJZI,O,O,O,O,X,X,X,X,X,X
SOTLZIJ,O,X,X,O,X,X,O,X,X,X
SOTLZJI,O,X,X,O,X,X,X,X,X,X
SOTJILZ,O,O,O,O,X,X,O,X,O,X
SOTJIZL,O,O,O,O,X,X,X,X,O,X
SOTJLIZ,O,O,O,O,X,X,O,X,X,X
SOTJLZI,O,O,O,O,X,X,X,X,X,X
SOTJZIL,O,O,O,O,X,X,X,X,O,X
SOTJZLI,O,O,O,O,X,X,X,X,X,X
SOTZILJ,O,O,O,O,X,X,O,X,O,X
SOTZIJL,O,O,O,O,X,X,X,X,O,X
SOTZLIJ,O,O,O,O,X,X,O,X,X,X
SOTZLJI,O,O,O,O,X,X,X,X,X,X
SOTZJIL,O,O,O,O,X,X,X,X,O,X
SOTZJLI,O,O,O,O,X,X,X,X,X,X
SOITLJZ,O,O,X,O,X,X,O,X,O,X
SOITLZJ,O,X,X,O,X,X,O,X,O,X
SOITJLZ,O,O,O,X,X,X,O,X,O,X
SOITJZL,O,O,O,X,X,X,X,X,O,X
SOITZLJ,O,O,O,X,X,X,O,X,O,X
SOITZJL,O,O,O,X,X,X,X,X,O,X
SOILTJZ,O,O,X,O,X,X,O,X,O,O
SOILTZJ,O,X,X,O,X,X,O,X,O,O
SOILJTZ,O,O,O,O,X,X,X,X,X,O
SOILJZT,O,O,O,O,X,X,X,X,X,O
SOILZTJ,O,X,O,O,X,X,X,X,O,O
SOILZJT,O,X,O,O,X,X,X,X,X,O
SOIJTLZ,O,O,O,O,X,X,X,X,X,X
SOIJTZL,O,O,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,O,O,X,X,X,X,X,O
SOIJLZT,O,O,O,O,X,X,X,X,X,O
SOIJZTL,O,O,O,O,X,X,X,X,X,O
SOIJZLT,O,O,O,O,X,X,X,X,X,O
SOIZTLJ,O,O,O,O,X,X,X,X,O,X
SOIZTJL,O,O,O,O,X,X,X,X,O,O
SOIZLTJ,O,O,O,O,X,X,X,X,O,O
SOIZLJT,O,O,O,O,X,X,X,X,X,O
SOIZJTL,O,O,O,O,X,X,X,X,X,O
SOIZJLT,O,O,O,O,X,X,X,X,X,O
SOLTIJZ,O,O,X,O,X,X,O,X,X,O
SOLTIZJ,O,X,X,O,X,X,O,X,X,O
SOLTJIZ,O,O,O,O,X,X,O,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X,X,X
SOLTZIJ,O,X,X,O,X,X,O,X,X,O
SOLTZJI,O,X,X,O,X,X,X,X,X,X
SOLITJZ,O,O,X,O,X,X,O,X,X,O
SOLITZJ,O,X,X,O,X,X,O,X,X,O
SOLIJTZ,O,O,O,O,X,X,X,X,X,O
SOLIJZT,O,O,O,O,X,X,X,X,X,O
SOLIZTJ,O,X,O,O,X,X,X,X,X,O
SOLIZJT,O,X,O,O,X,X,X,X,X,O
SOLJTIZ,O,O,O,O,X,X,X,X,X,X
SOLJTZI,O,O,O,O,X,X,X,X,X,X
SOLJITZ,O,O,O,O,X,X,X,X,X,X
SOLJIZT,O,O,O,O,X,X,X,X,X,X
SOLJZTI,O,O,O,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X,X,X,X
SOLZTIJ,O,X,O,O,X,X,X,X,X,O
SOLZTJI,O,X,O,O,X,X,X,X,X,X
SOLZITJ,O,X,O,O,X,X,X,X,X,O
SOLZIJT,O,X,O,O,X,X,X,X,X,O
SOLZJTI,O,X,O,O,X,X,X,X,X,X
SOLZJIT,O,X,O,O,X,X,X,X,X,X
SOJTILZ,O,O,O,O,X,X,X,X,X,X
SOJTIZL,O,O,O,O,X,X,X,X,X,X
SOJTLIZ,O,O,O,O,X,X,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,X,X,X
SOJTZIL,O,O,O,O,X,X,X,X,X,X
SOJTZLI,O,O,O,O,X,X,X,X,X,X
SOJITLZ,O,O,O,O,X,X,X,X,X,X
SOJITZL,O,O,O,O,X,X,X,X,X,X
SOJILTZ,O,O,O,O,X,X,X,X,X,X
SOJILZT,O,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X,X,X,X
SOJLTZI,O,O,O,O,X,X,X,X,X,X
SOJLITZ,O,O,O,O,X,X,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X,X,X,X
SOJZTLI,O,O,O,O,X,X,X,X,X,X
SOJZITL,O,O,O,O,X,X,X,X,X,X
SOJZILT,O,O,O,O,X,X,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X,X,X,X
SOZTILJ,O,O,O,O,X,X,X,X,O,X
SOZTIJL,O,O,O,O,X,X,X,X,O,O
SOZTLIJ,O,O,O,O,X,X,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X,X,X
SOZTJIL,O,O,O,O,X,X,X,X,O,X
SOZTJLI,O,O,O,O,X,X,X,X,X,X
SOZITLJ,O,O,O,O,X,X,X,X,O,X
SOZITJL,O,O,O,O,X,X,X,X,O,O
SOZILTJ,O,O,O,O,X,X,X,X,O,O
SOZILJT,O,O,O,O,X,X,X,X,X,O
SOZIJTL,O,O,O,O,X,X,X,X,X,O
SOZIJLT,O,O,O,O,X,X,X,X,X,O
SOZLTIJ,O,O,O,O,X,X,X,X,X,O
SOZLTJI,O,O,O,O,X,X,X,X,X,X
SOZLITJ,O,O,O,O,X,X,X,X,X,O
SOZLIJT,O,O,O,O,X,X,X,X,X,O
SOZLJTI,O,O,O,O,X,X,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X,X,X,X
SOZJTIL,O,O,O,O,X,X,X,X,X,X
SOZJTLI,O,O,O,O,X,X,X,X,X,X
SOZJITL,O,O,O,O,X,X,X,X,X,X
SOZJILT,O,O,O,O,X,X,X,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X,X,X,X
ZTILJSO,O,X,O,X,O,O,X,O,O,X
ZTILJOS,O,X,O,O,O,O,X,O,X,X
ZTILSJO,O,X,O,X,O,O,X,O,O,X
ZTILSOJ,O,X,X,O,O,O,X,O,O,X
ZTILOJS,O,X,X,O,O,X,X,O,X,X
ZTILOSJ,X,X,X,O,O,X,X,O,X,X
ZTIJLSO,O,O,O,X,O,O,X,O,O,X
ZTIJLOS,O,O,O,O,O,O,X,O,X,X
ZTIJSLO,O,O,O,X,O,O,X,X,O,X
ZTIJSOL,O,O,O,X,O,O,X,X,O,X
ZTIJOLS,O,O,O,O,O,O,X,O,X,X
ZTIJOSL,O,X,O,O,O,O,X,X,X,X
ZTISLJO,O,O,O,X,O,O,O,X,O,X
ZTISLOJ,O,O,X,O,O,O,O,X,O,X
ZTISJLO,O,O,O,X,O,O,X,X,O,X
ZTISJOL,O,O,O,X,O,O,X,X,O,X
ZTISOLJ,O,O,O,O,O,O,O,X,O,X
ZTISOJL,O,O,O,O,O,O,X,X,O,X
ZTIOLJS,O,X,O,O,O,X,X,O,X,X
ZTIOLSJ,X,X,O,O,O,X,X,O,X,X
ZTIOJLS,O,O,O,O,O,X,X,O,X,X
ZTIOJSL,O,X,O,O,O,X,X,X,X,X
ZTIOSLJ,X,X,O,O,O,X,O,X,X,X
ZTIOSJL,X,X,O,O,O,X,X,X,X,X
ZTLIJSO,O,X,O,X,O,O,X,O,X,X
ZTLIJOS,O,X,O,O,O,O,X,O,X,X
ZTLISJO,O,X,O,X,O,O,X,O,X,X
ZTLISOJ,O,X,X,O,O,O,X,O,X,X
ZTLIOJS,O,X,X,O,O,X,X,O,X,X
ZTLIOSJ,X,X,X,O,O,X,X,O,X,X
ZTLJISO,O,O,O,O,O,O,X,O,X,X
ZTLJIOS,O,O,O,O,O,O,X,O,X,X
ZTLJSIO,O,O,O,O,X,O,X,O,X,X
ZTLJSOI,O,O,O,O,X,O,X,O,X,X
ZTLJOIS,O,O,O,O,O,O,X,O,X,X
ZTLJOSI,O,O,O,O,X,O,X,O,X,X
ZTLSIJO,O,O,O,X,X,O,X,O,X,X
ZTLSIOJ,O,O,X,O,X,O,X,O,X,X
ZTLSJIO,O,O,O,X,X,O,X,O,X,X
ZTLSJOI,O,O,O,X,X,O,X,O,X,X
ZTLSOIJ,O,O,O,O,X,O,X,O,X,X
ZTLSOJI,O,O,O,O,X,O,X,O,X,X
ZTLOIJS,O,X,O,O,O,X,X,O,X,X
ZTLOISJ,X,X,O,O,O,X,X,O,X,X
ZTLOJIS,O,O,O,O,O,O,X,O,X,X
ZTLOJSI,O,O,O,O,X,O,X,O,X,X
ZTLOSIJ,O,X,O,O,X,O,X,O,X,X
ZTLOSJI,O,X,O,O,X,O,X,O,X,X
ZTJILSO,O,O,O,O,O,O,X,O,O,X
ZTJILOS,O,O,O,O,O,O,X,O,X,X
ZTJISLO,O,O,O,O,O,O,X,X,O,X
ZTJISOL,O,O,O,O,O,O,X,X,O,X
ZTJIOLS,O,O,O,O,O,O,X,O,X,X
ZTJIOSL,O,X,O,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,O,O,X,O,X,X
ZTJLIOS,O,O,O,O,O,O,X,O,X,X
ZTJLSIO,O,O,O,O,X,O,X,O,X,X
ZTJLSOI,O,O,O,O,X,O,X,O,X,X
ZTJLOIS,O,O,O,O,O,O,X,O,X,X
ZTJLOSI,O,O,O,O,X,O,X,O,X,X
ZTJSILO,O,O,O,O,O,O,X,X,O,X
ZTJSIOL,O,O,O,O,O,O,X,X,O,X
ZTJSLIO,O,O,O,O,X,O,X,O,O,X
ZTJSLOI,O,O,O,O,X,O,X,O,X,X
ZTJSOIL,O,O,O,O,O,O,X,X,O,X
ZTJSOLI,O,O,O,O,X,O,X,O,X,X
ZTJOILS,O,O,O,O,O,O,X,O,X,X
ZTJOISL,O,X,O,O,O,O,X,X,X,X
ZTJOLIS,O,O,O,O,O,O,X,O,X,X
ZTJOLSI,O,O,O,O,X,O,X,O,X,X
ZTJOSIL,O,O,O,O,O,O,X,X,X,X
ZTJOSLI,O,O,O,O,X,O,X,O,X,X
ZTSILJO,O,O,O,X,O,O,O,X,O,X
ZTSILOJ,O,O,X,O,O,O,O,X,O,X
ZTSIJLO,O,O,O,X,O,O,X,X,O,X
ZTSIJOL,O,O,O,X,O,O,X,X,O,X
ZTSIOLJ,O,O,O,O,O,O,O,X,O,X
ZTSIOJL,O,O,O,O,O,O,X,X,O,X
ZTSLIJO,O,O,O,X,X,O,O,O,O,X
ZTSLIOJ,O,O,X,O,X,O,O,O,O,X
ZTSLJIO,O,O,O,X,X,O,X,O,O,X
ZTSLJOI,O,O,O,X,X,O,X,O,X,X
ZTSLOIJ,O,O,O,O,X,O,O,O,X,X
ZTSLOJI,O,O,O,O,X,O,X,O,X,X
ZTSJILO,O,O,O,X,O,O,X,X,O,X
ZTSJIOL,O,O,O,X,O,O,X,X,O,X
ZTSJLIO,O,O,O,X,X,O,X,O,O,X
ZTSJLOI,O,O,O,X,X,O,X,O,X,X
ZTSJOIL,O,O,O,X,O,O,X,X,O,X
ZTSJOLI,O,O,O,X,X,O,X,O,X,X
ZTSOILJ,O,O,O,O,O,O,O,X,O,X
ZTSOIJL,O,O,O,O,O,O,X,X,O,X
ZTSOLIJ,O,O,O,O,X,O,O,O,X,X
ZTSOLJI,O,O,O,O,X,O,X,O,X,X
ZTSOJIL,O,O,O,O,O,O,X,X,O,X
ZTSOJLI,O,O,O,O,X,O,X,O,X,X
ZTOILJS,O,X,O,O,O,X,X,O,X,X
ZTOILSJ,X,X,O,O,O,X,X,O,X,X
ZTOIJLS,O,O,O,O,O,X,X,O,X,X
ZTOIJSL,O,X,O,O,O,X,X,X,X,X
ZTOISLJ,X,X,O,O,O,X,O,X,X,X
ZTOISJL,X,X,O,O,O,X,X,X,X,X
ZTOLIJS,O,X,O,O,O,X,X,O,X,X
ZTOLISJ,X,X,O,O,O,X,X,O,X,X
ZTOLJIS,O,O,O,O,O,O,X,O,X,X
ZTOLJSI,O,O,O,O,X,O,X,O,X,X
ZTOLSIJ,O,X,O,O,X,O,X,O,X,X
ZTOLSJI,O,X,O,O,X,O,X,O,X,X
ZTOJILS,O,O,O,O,O,O,X,O,X,X
ZTOJISL,O,X,O,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,O,O,O,X,O,X,X
ZTOJLSI,O,O,O,O,X,O,X,O,X,X
ZTOJSIL,O,O,O,O,O,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,O,X,O,X,X
ZTOSILJ,O,O,O,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,O,O,X,X,X,X
ZTOSLIJ,O,O,O,O,X,O,O,O,X,X
ZTOSLJI,O,O,O,O,X,O,X,O,X,X
ZTOSJIL,O,O,O,O,O,O,X,X,X,X
ZTOSJLI,O,O,O,O,X,O,X,O,X,X
ZITLJSO,O,X,O,X,O,O,X,O,O,X
ZITLJOS,O,X,O,O,O,O,X,O,X,X
ZITLSJO,O,X,O,X,O,O,X,O,O,X
ZITLSOJ,O,X,X,O,O,O,X,O,O,X
ZITLOJS,O,X,X,O,O,X,X,O,X,X
ZITLOSJ,X,X,X,O,O,X,X,O,X,X
ZITJLSO,O,O,O,X,O,O,X,O,O,X
ZITJLOS,O,O,O,O,O,O,X,O,X,X
ZITJSLO,O,O,O,X,O,O,X,X,O,X
ZITJSOL,O,O,O,X,O,O,X,X,O,X
ZITJOLS,O,O,O,O,O,O,X,O,X,X
ZITJOSL,O,X,O,O,O,O,X,X,X,X
ZITSLJO,O,O,O,X,O,O,O,X,O,X
ZITSLOJ,O,O,X,O,O,O,O,X,O,X
ZITSJLO,O,O,O,X,O,O,X,X,O,X
ZITSJOL,O,O,O,X,O,O,X,X,O,X
ZITSOLJ,O,O,O,O,O,O,O,X,O,X
ZITSOJL,O,O,O,O,O,O,X,X,O,X
ZITOLJS,O,X,O,O,O,X,X,O,X,X
ZITOLSJ,X,X,O,O,O,X,X,O,X,X
ZITOJLS,O,O,O,O,O,X,X,O,X,X
ZITOJSL,O,X,O,O,O,X,X,X,X,X
ZITOSLJ,X,X,O,O,O,X,O,X,X,X
ZITOSJL,X,X,O,O,O,X,X,X,X,X
ZILTJSO,O,X,O,X,O,X,X,X,O,O
ZILTJOS,O,X,O,O,O,X,X,X,X,X
ZILTSJO,O,X,O,X,O,X,X,X,O,O
ZILTSOJ,O,X,X,O,O,X,X,X,O,O
ZILTOJS,O,X,X,O,O,X,X,X,X,X
ZILTOSJ,X,X,X,O,O,X,X,X,X,X
ZILJTSO,O,X,O,O,O,X,X,X,X,O
ZILJTOS,O,X,O,O,O,X,X,X,X,X
ZILJSTO,O,X,X,O,O,O,X,X,X,O
ZILJSOT,O,X,X,O,X,O,X,X,X,O
ZILJOTS,O,X,X,X,O,X,X,X,X,X
ZILJOST,O,X,X,X,X,O,X,X,X,X
ZILSTJO,O,X,O,X,O,O,O,X,O,O
ZILSTOJ,O,X,X,X,O,X,O,X,O,O
ZILSJTO,O,X,O,X,O,O,X,X,O,O
ZILSJOT,O,X,O,X,X,O,X,X,X,O
ZILSOTJ,O,X,X,X,X,X,X,X,O,O
ZILSOJT,O,X,X,X,X,O,X,X,X,O
ZILOTJS,O,X,X,O,O,X,X,X,X,X
ZILOTSJ,X,X,X,O,O,X,X,X,X,X
ZILOJTS,O,X,X,O,O,X,X,X,X,X
ZILOJST,O,X,X,O,X,X,X,X,X,X
ZILOSTJ,O,X,X,O,X,X,X,X,X,X
ZILOSJT,O,X,X,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,O,O,O,X,O,X,X
ZIJTLOS,O,O,O,O,O,O,X,O,X,X
ZIJTSLO,O,O,O,O,O,O,X,X,X,X
ZIJTSOL,O,O,O,O,O,O,X,X,X,X
ZIJTOLS,O,O,O,O,O,O,X,O,X,X
ZIJTOSL,X,X,O,O,O,O,X,X,X,X
ZIJLTSO,O,O,O,O,O,X,X,X,X,O
ZIJLTOS,O,O,O,O,O,X,X,X,X,X
ZIJLSTO,O,O,X,O,O,O,X,X,X,O
ZIJLSOT,O,O,X,O,X,O,X,X,X,O
ZIJLOTS,O,O,X,X,O,X,X,X,X,X
ZIJLOST,O,O,X,X,X,O,X,X,X,X
ZIJSTLO,O,O,O,O,O,O,X,X,X,O
ZIJSTOL,O,O,O,O,O,O,X,X,X,O
ZIJSLTO,O,O,O,O,O,O,X,X,X,O
ZIJSLOT,O,O,O,O,X,O,X,X,X,O
ZIJSOTL,O,O,O,O,X,O,X,X,X,O
ZIJSOLT,O,O,O,O,X,O,X,X,X,O
ZIJOTLS,O,O,O,O,O,O,X,O,X,X
ZIJOTSL,O,X,O,O,O,O,X,X,X,X
ZIJOLTS,O,O,O,O,O,X,X,X,X,X
ZIJOLST,O,O,X,O,X,O,X,X,X,X
ZIJOSTL,O,O,O,O,X,O,X,X,X,X
ZIJOSLT,O,O,X,O,X,O,X,X,X,X
ZISTLJO,O,O,O,X,O,O,O,X,O,O
ZISTLOJ,O,O,X,X,O,O,O,X,O,O
ZISTJLO,O,O,O,X,O,O,X,X,O,O
ZISTJOL,O,O,O,X,O,O,X,X,O,O
