sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
JITOZLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JITOZSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JILSZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JILZTSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JILOZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTZLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLTOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLZTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZLTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTSLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTSOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSTOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSLTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSLOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTZISO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTOZIS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JLISZOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JLIZTSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JLIOZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSIZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSIZOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSZTIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSZTOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSZITO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JLSZOTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSZOIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JLZTISO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTIOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITOS,X,O,X,X,X,O,X,X,X,X,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLZOIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOSITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTIZLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTIZOL,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTIOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTLIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITZLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITOZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSILZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JSILZOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSILOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSIZTLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLITZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLIZTO,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLIZOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLZTIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLZTOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLZITO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSLZOTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLZOIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLOTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSLOZIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JSZTILO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTIOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZITLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZITOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZILTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZLTIO,X,X,X,X,X,X,X,X,X,O,X,X,X
JSZLTOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSZLITO,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZLOTI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSZLOIT,X,X,X,X,X,X,X,X,X,O,X,X,X
JSZOTIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOZTIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X,O,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZTILSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTILOS,X,O,O,X,X,O,X,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTIOSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLIOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOIS,X,X,O,X,X,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOISL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOLSI,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTOSIL,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITSOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILTOS,X,O,X,X,X,O,X,X,X,X,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISTOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISLOT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
