sequence,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF8lBzhBunBikB3p?BlrB,v115@GhA8HeB8HeB8BeC8AeD8JeZEJvhFzfBfmBlhBunB8r?BCqB,v115@GhA8HeB8HeB8BeC8AeD8Jei/IvhFRhBunBFlBXmB8r?BTpB,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF0hBliB2pBzlBCs?B3pB,v115@GhA8HeB8HeB8BeC8AeD8JeUBJvhFRiB/pBFlBTnBGr?BipB,v115@GhA8HeB8HeB8BeC8AeD8Je2EJvhFRhB3iBFmBUlBTp?BCsB,v115@GhA8HeB8HeB8BeC8AeD8JexAJvhFliB6pBTlB/rBUn?BOpB
SIZLOTJ,O,O,X,X,X,X,O
SIZLOJT,O,O,X,X,X,X,O
SIZJTLO,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,O
SIZJOLT,X,O,X,X,X,X,O
SIZOTLJ,O,O,X,X,X,X,O
SIZOTJL,O,O,X,X,X,O,O
SIZOLTJ,X,O,X,X,X,X,O
SIZOLJT,X,O,X,X,X,X,O
SIZOJTL,O,O,X,X,O,X,O
SIZOJLT,X,O,X,X,O,X,O
SIOTLJZ,X,X,X,X,X,O,X
SIOTLZJ,X,X,X,X,X,X,O
SIOTJLZ,X,X,X,X,O,O,X
SIOTJZL,X,X,X,X,O,O,X
SIOTZLJ,X,X,X,X,X,X,O
SIOTZJL,X,X,X,X,O,O,O
SIOLTJZ,X,O,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,O,O
SIOLJTZ,X,O,X,X,O,O,X
SIOLJZT,X,O,X,X,O,X,O
SIOLZTJ,X,O,X,X,X,O,O
SIOLZJT,X,O,X,X,X,X,O
SIOJTLZ,X,X,X,X,O,O,X
SIOJTZL,X,X,X,X,O,O,X
SIOJLTZ,X,O,X,X,O,O,X
SIOJLZT,X,O,X,X,O,X,O
SIOJZTL,X,O,X,X,O,X,O
SIOJZLT,X,O,X,X,O,X,O
SIOZTLJ,X,O,X,X,X,X,O
SIOZTJL,X,O,X,X,X,O,O
SIOZLTJ,X,O,X,X,X,X,O
SIOZLJT,X,O,X,X,X,X,O
SIOZJTL,X,O,X,X,O,X,O
SIOZJLT,X,O,X,X,O,X,O
SLTIJZO,O,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,O,X
SLTIZJO,O,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,O,X
SLTIOJZ,O,O,X,X,X,O,X
SLTIOZJ,O,O,X,X,X,O,X
SLTJIZO,O,O,X,O,X,X,X
SLTJIOZ,O,O,X,X,X,O,X
SLTJZIO,O,O,X,O,X,X,X
SLTJZOI,O,O,X,X,X,X,X
SLTJOIZ,O,O,X,O,X,O,X
SLTJOZI,O,O,X,O,X,O,X
SLTZIJO,O,O,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,O,O
SLTZJIO,O,O,X,O,X,X,X
SLTZJOI,O,O,X,X,X,X,O
SLTZOIJ,O,O,X,O,X,O,O
SLTZOJI,O,O,X,O,O,O,O
SLTOIJZ,O,O,X,X,X,O,X
SLTOIZJ,O,O,X,O,X,O,O
SLTOJIZ,O,O,X,O,O,O,X
SLTOJZI,O,O,X,O,O,O,X
SLTOZIJ,O,O,X,O,X,O,O
SLTOZJI,O,O,X,O,O,O,O
SLITJZO,O,O,X,X,X,X,X
SLITJOZ,O,O,X,X,X,O,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,X,X,X,O,X
SLITOJZ,O,O,X,X,X,O,X
SLITOZJ,O,O,X,X,X,O,X
SLIJTZO,O,O,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,O,X
SLIJZTO,O,O,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,O,X
SLIJOZT,O,O,X,X,X,X,X
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,O,O
SLIZJTO,O,O,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,O,O
SLIZOJT,O,O,X,X,X,X,O
SLIOTJZ,X,O,X,X,X,O,X
SLIOTZJ,X,O,X,X,X,O,O
SLIOJTZ,X,O,X,X,O,O,X
SLIOJZT,O,O,X,X,O,X,O
SLIOZTJ,O,O,X,X,X,O,O
SLIOZJT,O,O,X,X,X,X,O
SLJTIZO,O,O,X,O,X,X,X
SLJTIOZ,O,O,X,X,X,O,X
SLJTZIO,O,O,X,O,X,X,X
SLJTZOI,O,O,X,X,O,X,X
SLJTOIZ,O,O,X,O,O,O,X
SLJTOZI,O,O,X,O,O,O,X
SLJITZO,O,O,X,O,X,X,X
SLJITOZ,O,O,X,X,X,O,X
SLJIZTO,O,O,X,O,X,X,X
SLJIZOT,O,O,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,O,X
SLJIOZT,O,O,X,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X
SLJZTOI,O,O,X,X,O,X,O
SLJZITO,O,O,X,O,X,X,X
SLJZIOT,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,O,X,O
SLJZOIT,O,O,X,X,O,X,O
SLJOTIZ,O,O,X,O,O,O,X
SLJOTZI,O,O,X,O,O,O,X
SLJOITZ,X,O,X,O,O,O,X
SLJOIZT,O,O,X,O,O,X,O
SLJOZTI,O,O,X,O,O,O,O
SLJOZIT,O,O,X,O,O,X,O
SLZTIJO,O,O,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,O,O
SLZTJIO,O,O,X,O,X,X,X
SLZTJOI,O,O,X,X,X,X,O
SLZTOIJ,O,O,X,O,X,O,O
SLZTOJI,O,O,X,O,X,O,O
SLZITJO,O,O,X,X,X,X,X
SLZITOJ,O,O,X,X,X,O,O
SLZIJTO,O,O,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,O,O
SLZIOJT,O,O,X,X,X,X,O
SLZJTIO,O,O,X,O,X,X,X
SLZJTOI,O,O,X,X,X,X,O
SLZJITO,O,O,X,O,X,X,X
SLZJIOT,O,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,O
SLZJOIT,O,O,X,X,X,X,O
SLZOTIJ,O,O,X,O,X,O,O
SLZOTJI,O,O,X,O,X,O,O
SLZOITJ,O,O,X,O,X,O,O
SLZOIJT,O,O,X,X,X,X,O
SLZOJTI,O,O,X,O,X,O,O
SLZOJIT,O,O,X,O,X,X,O
SLOTIJZ,O,O,X,X,X,O,X
SLOTIZJ,O,O,X,O,X,O,O
SLOTJIZ,O,O,X,O,O,O,X
SLOTJZI,O,O,X,O,O,O,X
SLOTZIJ,O,O,X,O,X,O,O
SLOTZJI,O,O,X,O,O,O,O
SLOITJZ,X,O,X,X,X,O,X
SLOITZJ,X,O,X,O,X,O,O
SLOIJTZ,X,O,X,X,O,O,X
SLOIJZT,O,O,X,X,O,X,O
SLOIZTJ,O,O,X,O,X,O,O
SLOIZJT,O,O,X,X,X,X,O
SLOJTIZ,O,O,X,O,O,O,X
SLOJTZI,O,O,X,O,O,O,X
SLOJITZ,X,O,X,O,O,O,X
SLOJIZT,O,O,X,O,O,X,O
SLOJZTI,O,O,X,O,O,O,O
SLOJZIT,O,O,X,O,O,X,O
SLOZTIJ,O,O,X,O,X,O,O
SLOZTJI,O,O,X,O,X,O,O
SLOZITJ,O,O,X,O,X,O,O
SLOZIJT,O,O,X,X,X,X,O
SLOZJTI,O,O,X,O,X,O,O
SLOZJIT,O,O,X,O,X,X,O
SJTILZO,O,O,O,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X
SJTIZOL,O,O,X,X,O,X,X
SJTIOLZ,O,X,X,O,O,O,X
SJTIOZL,O,X,X,X,O,O,X
SJTLIZO,O,O,O,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X
SJTLZOI,O,O,O,X,O,X,X
SJTLOIZ,O,O,X,X,O,X,X
SJTLOZI,O,O,X,X,O,X,X
SJTZILO,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,O,X,X
SJTZLIO,O,O,O,X,X,X,X
SJTZLOI,O,O,O,X,O,X,X
SJTZOIL,O,O,O,X,O,X,X
SJTZOLI,O,O,O,X,O,X,X
SJTOILZ,O,X,X,O,O,O,X
SJTOIZL,O,X,X,X,O,O,X
SJTOLIZ,O,X,X,O,O,O,X
SJTOLZI,O,X,X,O,O,O,X
SJTOZIL,O,X,X,X,O,O,X
SJTOZLI,O,X,X,X,O,O,X
SJITLZO,O,O,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X
SJITZOL,O,O,X,X,O,X,X
SJITOLZ,O,X,X,O,O,O,X
SJITOZL,O,X,X,X,O,O,X
SJILTZO,O,O,X,O,X,X,X
SJILTOZ,O,O,X,X,X,X,X
SJILZTO,O,O,X,O,X,X,X
SJILZOT,O,O,X,X,X,X,X
SJILOTZ,X,O,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X
SJIZTOL,O,O,X,X,O,X,O
SJIZLTO,O,O,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X
SJIZOTL,O,O,X,X,O,X,O
SJIZOLT,X,O,X,X,O,X,O
SJIOTLZ,X,X,X,O,O,O,X
SJIOTZL,X,X,X,X,O,O,X
SJIOLTZ,X,O,X,O,O,X,X
SJIOLZT,X,O,X,O,O,X,O
SJIOZTL,X,O,X,X,O,X,O
SJIOZLT,X,O,X,O,O,X,O
SJLTIZO,O,O,X,O,X,X,X
SJLTIOZ,O,O,X,X,X,O,X
SJLTZIO,O,O,X,O,X,X,X
SJLTZOI,O,O,X,X,O,X,X
SJLTOIZ,O,O,X,O,O,O,X
SJLTOZI,O,O,X,O,O,O,X
SJLITZO,O,O,X,O,X,X,X
SJLITOZ,O,O,X,X,X,O,X
SJLIZTO,O,O,X,O,X,X,X
SJLIZOT,O,O,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,O,X
SJLIOZT,O,O,X,X,X,X,X
SJLZTIO,O,O,X,O,X,X,X
SJLZTOI,O,O,X,X,O,X,O
SJLZITO,O,O,X,O,X,X,X
SJLZIOT,O,O,X,X,X,X,X
SJLZOTI,O,O,X,X,O,X,O
SJLZOIT,O,O,X,X,O,X,O
SJLOTIZ,O,O,X,O,O,O,X
SJLOTZI,O,O,X,O,O,O,X
SJLOITZ,X,O,X,O,O,O,X
SJLOIZT,O,O,X,O,O,X,O
SJLOZTI,O,O,X,O,O,O,O
SJLOZIT,O,O,X,O,O,X,O
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,O,X,O
SJZTLIO,O,O,O,X,X,X,X
SJZTLOI,O,O,O,X,O,X,O
SJZTOIL,O,O,O,X,O,X,O
SJZTOLI,O,O,O,X,O,X,O
SJZITLO,O,O,O,X,X,X,X
SJZITOL,O,O,O,X,O,X,O
SJZILTO,O,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,O,X,O,X,O
SJZIOLT,X,O,O,X,O,X,O
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,O,X,O,X,O
SJZLITO,O,O,O,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X
SJZLOTI,O,O,O,X,O,X,O
SJZLOIT,O,O,O,X,O,X,O
SJZOTIL,O,O,O,X,O,X,O
SJZOTLI,O,O,O,X,O,X,O
SJZOITL,O,O,O,X,O,X,O
SJZOILT,X,O,O,X,O,X,O
SJZOLTI,O,O,O,X,O,X,O
SJZOLIT,O,O,O,X,O,X,O
SJOTILZ,O,X,O,O,O,O,X
SJOTIZL,O,X,X,X,O,O,X
SJOTLIZ,O,X,O,O,O,O,X
SJOTLZI,O,X,O,O,O,O,X
SJOTZIL,O,X,O,X,O,O,X
SJOTZLI,O,X,O,X,O,O,X
SJOITLZ,X,X,X,O,O,O,X
SJOITZL,X,X,X,X,O,O,X
SJOILTZ,X,O,X,O,O,O,X
SJOILZT,X,O,X,O,O,X,O
SJOIZTL,X,O,X,X,O,X,O
SJOIZLT,X,O,X,O,O,X,O
SJOLTIZ,O,O,O,O,O,O,X
SJOLTZI,O,O,O,O,O,O,X
SJOLITZ,X,O,X,O,O,O,X
SJOLIZT,O,O,X,O,O,X,O
SJOLZTI,O,O,O,O,O,O,O
SJOLZIT,O,O,O,O,O,X,O
SJOZTIL,O,O,O,X,O,O,O
SJOZTLI,O,O,O,X,O,O,O
SJOZITL,O,O,O,X,O,X,O
SJOZILT,X,O,O,O,O,X,O
SJOZLTI,O,O,O,O,O,O,O
SJOZLIT,O,O,O,O,O,X,O
SZTILJO,O,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X,O
SZTIJLO,O,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X,O
SZTIOLJ,O,O,O,X,X,X,O
SZTIOJL,O,O,O,X,O,O,O
SZTLIJO,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,O
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,O
SZTLOIJ,O,O,O,X,X,X,O
SZTLOJI,O,O,O,X,O,X,O
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,O
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,X,O
SZTJOIL,O,O,O,X,O,X,O
SZTJOLI,O,O,O,X,O,X,O
SZTOILJ,O,O,O,X,X,X,O
SZTOIJL,O,O,O,X,O,O,O
SZTOLIJ,O,O,O,X,X,X,O
SZTOLJI,O,O,O,X,O,X,O
SZTOJIL,O,O,O,X,O,O,O
SZTOJLI,O,O,O,X,O,O,O
SZITLJO,O,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X,O
SZITJLO,O,O,O,X,X,X,X
SZITJOL,O,O,O,X,X,X,O
SZITOLJ,O,O,O,X,X,X,O
SZITOJL,O,O,O,X,X,O,O
SZILTJO,O,O,O,X,X,X,X
SZILTOJ,O,O,O,X,X,X,O
SZILJTO,O,O,O,X,X,X,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,O,O,X,X,X,O
SZILOJT,O,O,O,X,X,X,O
SZIJTLO,O,O,O,X,X,X,X
SZIJTOL,O,O,O,X,X,X,O
SZIJLTO,O,O,O,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,O,O,X,X,X,O
SZIJOLT,X,O,O,X,X,X,O
SZIOTLJ,O,O,O,X,X,X,O
SZIOTJL,O,O,O,X,X,O,O
SZIOLTJ,X,O,O,X,X,X,O
SZIOLJT,X,O,O,X,X,X,O
SZIOJTL,O,O,O,X,O,X,O
SZIOJLT,X,O,O,X,O,X,O
SZLTIJO,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,O,O
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,X,O
SZLTOIJ,O,O,O,X,X,O,O
SZLTOJI,O,O,O,X,X,O,O
SZLITJO,O,O,O,X,X,X,X
SZLITOJ,O,O,O,X,X,O,O
SZLIJTO,O,O,O,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X
SZLIOTJ,O,O,O,X,X,O,O
SZLIOJT,O,O,O,X,X,X,O
SZLJTIO,O,O,O,X,X,X,X
SZLJTOI,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,O,O,X,X,X,O
SZLOTIJ,O,O,O,X,X,O,O
SZLOTJI,O,O,O,X,X,O,O
SZLOITJ,O,O,O,X,X,O,O
SZLOIJT,O,O,O,X,X,X,O
SZLOJTI,O,O,O,X,X,O,O
SZLOJIT,O,O,O,X,X,X,O
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,O,X,O
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,O,X,O,X,O
SZJTOIL,O,O,O,X,O,X,O
SZJTOLI,O,O,O,X,O,X,O
SZJITLO,O,O,O,X,X,X,X
SZJITOL,O,O,O,X,O,X,O
SZJILTO,O,O,O,X,X,X,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,O,O,X,O,X,O
SZJIOLT,X,O,O,X,O,X,O
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,O,X,O,X,O
SZJLITO,O,O,O,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X
SZJLOTI,O,O,O,X,O,X,O
SZJLOIT,O,O,O,X,O,X,O
SZJOTIL,O,O,O,X,O,X,O
SZJOTLI,O,O,O,X,O,X,O
SZJOITL,O,O,O,X,O,X,O
SZJOILT,X,O,O,X,O,X,O
SZJOLTI,O,O,O,X,O,X,O
SZJOLIT,O,O,O,X,O,X,O
SZOTILJ,O,O,O,X,X,X,O
SZOTIJL,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,X,X,X,O
SZOTLJI,O,O,O,X,O,X,O
SZOTJIL,O,O,O,X,O,O,O
SZOTJLI,O,O,O,X,O,O,O
SZOITLJ,O,O,O,X,X,X,O
SZOITJL,O,O,O,X,X,O,O
SZOILTJ,X,O,O,X,X,X,O
SZOILJT,X,O,O,X,X,X,O
SZOIJTL,O,O,O,X,O,X,O
SZOIJLT,X,O,O,X,O,X,O
SZOLTIJ,O,O,O,X,X,O,O
SZOLTJI,O,O,O,X,X,O,O
SZOLITJ,O,O,O,X,X,O,O
SZOLIJT,O,O,O,X,X,X,O
SZOLJTI,O,O,O,X,X,O,O
SZOLJIT,O,O,O,X,X,X,O
SZOJTIL,O,O,O,X,O,O,O
SZOJTLI,O,O,O,X,O,O,O
SZOJITL,O,O,O,X,O,X,O
SZOJILT,X,O,O,X,O,X,O
SZOJLTI,O,O,O,X,O,O,O
SZOJLIT,O,O,O,X,O,X,O
SOTILJZ,O,X,O,X,X,O,X
SOTILZJ,O,X,X,O,X,X,O
SOTIJLZ,O,X,O,X,O,O,X
SOTIJZL,O,X,X,X,O,O,X
SOTIZLJ,O,X,X,X,X,X,O
SOTIZJL,O,X,X,X,O,O,O
SOTLIJZ,O,X,O,X,X,O,X
SOTLIZJ,O,X,X,O,X,O,O
SOTLJIZ,O,X,O,O,O,O,X
SOTLJZI,O,X,O,O,O,O,X
SOTLZIJ,O,X,O,O,X,O,O
SOTLZJI,O,X,O,O,O,O,O
SOTJILZ,O,X,O,O,O,O,X
SOTJIZL,O,X,X,X,O,O,X
SOTJLIZ,O,X,O,O,O,O,X
SOTJLZI,O,X,O,O,O,O,X
SOTJZIL,O,X,O,X,O,O,X
SOTJZLI,O,X,O,X,O,O,X
SOTZILJ,O,X,O,X,X,X,O
SOTZIJL,O,X,O,X,O,O,O
SOTZLIJ,O,X,O,X,X,X,O
SOTZLJI,O,X,O,X,O,X,O
SOTZJIL,O,X,O,X,O,O,O
SOTZJLI,O,X,O,X,O,O,O
SOITLJZ,X,X,X,X,X,O,X
SOITLZJ,X,X,X,O,X,X,O
SOITJLZ,X,X,X,X,O,O,X
SOITJZL,X,X,X,X,O,O,X
SOITZLJ,X,X,X,X,X,X,O
SOITZJL,X,X,X,X,O,O,O
SOILTJZ,X,O,X,X,X,O,X
SOILTZJ,X,O,X,O,X,O,O
SOILJTZ,X,O,X,X,O,O,X
SOILJZT,X,O,X,X,O,X,O
SOILZTJ,X,O,X,O,X,O,O
SOILZJT,X,O,X,X,X,X,O
SOIJTLZ,X,X,X,X,O,O,X
SOIJTZL,X,X,X,X,O,O,X
SOIJLTZ,X,O,X,X,O,O,X
SOIJLZT,X,O,X,X,O,X,O
SOIJZTL,X,O,X,X,O,X,O
SOIJZLT,X,O,X,X,O,X,O
SOIZTLJ,X,O,X,X,X,X,O
SOIZTJL,X,O,X,X,X,O,O
SOIZLTJ,X,O,X,O,X,X,O
SOIZLJT,X,O,X,X,X,X,O
SOIZJTL,X,O,X,X,O,X,O
SOIZJLT,X,O,X,X,O,X,O
SOLTIJZ,O,O,O,X,X,O,X
SOLTIZJ,O,O,X,O,X,O,O
SOLTJIZ,O,O,O,O,O,O,X
SOLTJZI,O,O,O,O,O,O,X
SOLTZIJ,O,O,O,O,X,O,O
SOLTZJI,O,O,O,O,O,O,O
SOLITJZ,X,O,X,X,X,O,X
SOLITZJ,X,O,X,O,X,O,O
SOLIJTZ,X,O,X,X,O,O,X
SOLIJZT,O,O,X,X,O,X,O
SOLIZTJ,O,O,X,O,X,O,O
SOLIZJT,O,O,X,X,X,X,O
SOLJTIZ,O,O,O,O,O,O,X
SOLJTZI,O,O,O,O,O,O,X
SOLJITZ,X,O,X,O,O,O,X
SOLJIZT,O,O,X,O,O,X,O
SOLJZTI,O,O,O,O,O,O,O
SOLJZIT,O,O,O,O,O,X,O
SOLZTIJ,O,O,O,O,X,O,O
SOLZTJI,O,O,O,O,X,O,O
SOLZITJ,O,O,O,O,X,O,O
SOLZIJT,O,O,O,X,X,X,O
SOLZJTI,O,O,O,O,X,O,O
SOLZJIT,O,O,O,O,X,X,O
SOJTILZ,O,X,O,O,O,O,X
SOJTIZL,O,X,X,X,O,O,X
SOJTLIZ,O,X,O,O,O,O,X
SOJTLZI,O,X,O,O,O,O,X
SOJTZIL,O,X,O,X,O,O,X
SOJTZLI,O,X,O,X,O,O,X
SOJITLZ,X,X,X,O,O,O,X
SOJITZL,X,X,X,X,O,O,X
SOJILTZ,X,O,X,O,O,O,X
SOJILZT,X,O,X,O,O,X,O
SOJIZTL,X,O,X,X,O,X,O
SOJIZLT,X,O,X,O,O,X,O
SOJLTIZ,O,O,O,O,O,O,X
SOJLTZI,O,O,O,O,O,O,X
SOJLITZ,X,O,X,O,O,O,X
SOJLIZT,O,O,X,O,O,X,O
SOJLZTI,O,O,O,O,O,O,O
SOJLZIT,O,O,O,O,O,X,O
SOJZTIL,O,O,O,X,O,O,O
SOJZTLI,O,O,O,X,O,O,O
SOJZITL,O,O,O,X,O,X,O
SOJZILT,X,O,O,O,O,X,O
SOJZLTI,O,O,O,O,O,O,O
SOJZLIT,O,O,O,O,O,X,O
SOZTILJ,O,O,O,X,X,X,O
SOZTIJL,O,O,O,X,O,O,O
SOZTLIJ,O,O,O,X,X,X,O
SOZTLJI,O,O,O,X,O,X,O
SOZTJIL,O,O,O,X,O,O,O
SOZTJLI,O,O,O,X,O,O,O
SOZITLJ,O,O,O,X,X,X,O
SOZITJL,O,O,O,X,X,O,O
SOZILTJ,X,O,O,O,X,X,O
SOZILJT,X,O,O,X,X,X,O
SOZIJTL,O,O,O,X,O,X,O
SOZIJLT,X,O,O,X,O,X,O
SOZLTIJ,O,O,O,O,X,O,O
SOZLTJI,O,O,O,O,X,O,O
SOZLITJ,O,O,O,O,X,O,O
SOZLIJT,O,O,O,X,X,X,O
SOZLJTI,O,O,O,O,X,O,O
SOZLJIT,O,O,O,O,X,X,O
SOZJTIL,O,O,O,X,O,O,O
SOZJTLI,O,O,O,X,O,O,O
SOZJITL,O,O,O,X,O,X,O
SOZJILT,X,O,O,O,O,X,O
SOZJLTI,O,O,O,O,O,O,O
SOZJLIT,O,O,O,O,O,X,O
ZTILJSO,X,O,O,X,X,X,X
ZTILJOS,O,O,O,X,X,X,X
ZTILSJO,X,O,O,X,X,X,X
ZTILSOJ,X,O,O,X,X,X,O
ZTILOJS,O,O,O,X,X,X,X
ZTILOSJ,X,O,X,X,X,X,O
ZTIJLSO,X,O,O,X,X,X,X
ZTIJLOS,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X
ZTIJOLS,O,X,O,X,X,X,X
ZTIJOSL,O,O,O,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,O
ZTISJLO,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,O
ZTISOLJ,O,O,O,X,X,X,O
ZTISOJL,O,O,O,X,X,O,O
ZTIOLJS,O,X,O,X,X,X,X
ZTIOLSJ,X,X,O,X,X,X,O
ZTIOJLS,O,X,O,X,X,X,X
ZTIOJSL,O,O,O,X,X,O,X
ZTIOSLJ,O,O,O,X,X,X,O
ZTIOSJL,O,O,O,X,X,O,O
ZTLIJSO,X,O,O,X,X,X,X
ZTLIJOS,O,O,O,X,X,X,X
ZTLISJO,X,O,O,X,X,X,X
ZTLISOJ,X,O,O,X,X,O,O
ZTLIOJS,O,O,O,X,X,O,X
ZTLIOSJ,X,O,X,X,X,O,O
ZTLJISO,X,O,O,X,X,X,X
ZTLJIOS,O,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,O
ZTLJOIS,O,O,O,X,X,X,X
ZTLJOSI,O,O,O,X,X,X,O
ZTLSIJO,O,O,O,X,X,X,X
ZTLSIOJ,O,O,O,X,X,O,O
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,O
ZTLSOIJ,O,O,O,X,X,O,O
ZTLSOJI,O,O,O,X,X,O,O
ZTLOIJS,O,O,O,X,X,O,X
ZTLOISJ,X,O,X,X,X,O,O
ZTLOJIS,O,O,O,X,X,O,X
ZTLOJSI,O,O,O,X,X,O,O
ZTLOSIJ,O,O,O,X,X,O,O
ZTLOSJI,O,O,O,X,X,O,O
ZTJILSO,X,O,O,X,X,X,X
ZTJILOS,O,O,O,X,X,X,X
ZTJISLO,O,O,O,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X
ZTJIOLS,O,X,O,O,X,X,X
ZTJIOSL,O,O,O,X,X,X,X
ZTJLISO,X,O,O,X,X,X,X
ZTJLIOS,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,O
ZTJLOIS,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,X,X,X,O
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,O
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,O
ZTJSOIL,O,O,O,X,X,X,O
ZTJSOLI,O,O,O,X,X,X,O
ZTJOILS,O,X,O,O,X,X,X
ZTJOISL,O,O,O,X,X,X,X
ZTJOLIS,O,X,O,O,X,X,X
ZTJOLSI,O,X,O,O,X,X,O
ZTJOSIL,O,O,O,X,X,X,O
ZTJOSLI,O,O,O,X,X,X,O
ZTSILJO,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,O
ZTSIJLO,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,O
ZTSIOLJ,O,O,O,X,X,X,O
ZTSIOJL,O,O,O,X,X,O,O
ZTSLIJO,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,O
ZTSLJIO,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,O
ZTSLOIJ,O,O,O,X,X,X,O
ZTSLOJI,O,O,O,X,X,X,O
ZTSJILO,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,O
ZTSJLIO,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,O
ZTSJOIL,O,O,O,X,X,X,O
ZTSJOLI,O,O,O,X,X,X,O
ZTSOILJ,O,O,O,X,X,X,O
ZTSOIJL,O,O,O,X,X,O,O
ZTSOLIJ,O,O,O,X,X,X,O
ZTSOLJI,O,O,O,X,X,X,O
ZTSOJIL,O,O,O,X,X,O,O
ZTSOJLI,O,O,O,X,X,O,O
