sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
ZOLSTJI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZOLSITJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSIJT,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZOLSJTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJILTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJILST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJISTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJISLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJSTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJSITL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZOSTIJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZOSTLIJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZOSTLJI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZOSTJIL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZOSTJLI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZOSITLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZOSITJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZOSILTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOSILJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOSIJTL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOSIJLT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSLTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZOSLTJI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZOSLITJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOSLIJT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOSLJTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZOSJTLI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOSJITL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOSJILT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTILSJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTILSZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTILZJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTILZSJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJLSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTIJSZL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTIJZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTISLJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OTISZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTIZLJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTIZJLS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLISJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLISZJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLIZJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLJISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLZISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLZJIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTJISZL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OTJIZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
OTJLISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJSLZI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJZSLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSILJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OTSIZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
OTSLJIZ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLJZI,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSLZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSLZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSJILZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSJLZI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZIL,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZLI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSZILJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O
OTSZIJL,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O
OTSZLIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O
OTSZLJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTSZJIL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
OTSZJLI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O
OTZILJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZILSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZIJLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTZISJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZLISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OTZLJIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJLIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZSILJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTZSIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZSLIJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O
OTZSLJI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTZSJIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTZSJLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OITLJSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITLSJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OITLSZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OITLZJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITLZSJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OITJLSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITJLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITJSLZ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OITJSZL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OITJZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OITSLJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OITSJLZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OITSZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OITZLJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITZLSJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OITZJLS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OITZSLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OILTJZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILTSJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OILTZJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILTZSJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OILJTSZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILJTZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OILJSTZ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OILJSZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJZST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILSTJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OILSTZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OILSJTZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OILSJZT,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OILSZTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OILSZJT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OILZTJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZTSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZJST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OILZSTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZSJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJTLSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJTLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJTSLZ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJTSZL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJTZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OIJLTSZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OIJLTZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIJLSTZ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJLSZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLZST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJSTLZ,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJSTZL,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJSLTZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJSLZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJSZTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
OIJSZLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJZTLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIJZLTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZLST,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJZSTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJZSLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OISTLJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OISTLZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OISTJLZ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OISTJZL,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OISTZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
OISTZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OISLTJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OISLTZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OISLJTZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OISLJZT,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OISLZTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OISLZJT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OISJTLZ,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OISJTZL,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OISJLTZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OISJLZT,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
OISJZTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
OISJZLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OISZTLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OISZTJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
OISZLTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OISZLJT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OISZJTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
OISZJLT,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIZTLJS,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIZTLSJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OIZTJLS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZTJSL,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OIZTSLJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIZTSJL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OIZLTJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OIZLTSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OIZLJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZLJST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
OIZLSTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZLSJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIZJTLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZJTSL,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIZJLTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZJLST,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OIZJSTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIZSTLJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
OIZSTJL,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
OIZSLTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OIZSLJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OIZSJTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
OIZSJLT,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
OLTIJSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLTIJZS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OLTISJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLTISZJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OLTIZJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OLTIZSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OLTJISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLTJIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLTJSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSZI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTJZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLTJZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLTSIZJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OLTSZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OLTSZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OLTZIJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
