sequence,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BfhB6hBTdBZjBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jei6IvhFGc?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBRdB3hBaoBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBSiBZjB3hBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Je2/IvhFSh?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jez7IvhFGd?BZjB3hB0kBikBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeSBJvhFTd?BZjBlfBUhB/pBmpB
LIOZTSJ,X,O,O,O,X,X,X
LIOZJTS,X,O,O,O,O,X,X
LIOZJST,O,O,O,O,O,X,X
LIOZSTJ,O,O,O,X,X,X,O
LIOZSJT,O,O,O,O,X,X,X
LJTISZO,X,X,O,X,X,X,X
LJTISOZ,X,X,O,X,O,X,X
LJTIZSO,X,X,O,O,X,X,X
LJTIZOS,X,X,O,O,O,X,X
LJTIOSZ,X,X,X,X,O,X,X
LJTIOZS,X,X,O,O,O,X,X
LJTSIZO,X,X,O,X,X,X,X
LJTSIOZ,X,X,O,X,O,X,X
LJTSZIO,X,X,O,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X
LJTSOIZ,X,X,O,X,O,X,X
LJTSOZI,X,X,O,X,X,X,X
LJTZISO,X,X,O,O,X,X,X
LJTZIOS,X,X,O,O,O,X,X
LJTZSIO,X,X,O,O,X,X,X
LJTZSOI,X,X,O,O,X,X,X
LJTZOIS,X,X,O,O,O,X,X
LJTZOSI,X,X,O,O,X,X,X
LJTOISZ,X,X,X,X,O,X,X
LJTOIZS,X,X,O,O,O,X,X
LJTOSIZ,X,X,X,X,O,X,X
LJTOSZI,X,X,X,X,X,X,X
LJTOZIS,X,X,O,O,O,X,X
LJTOZSI,X,X,O,O,X,X,X
LJITSZO,X,X,O,X,X,X,X
LJITSOZ,X,X,O,X,O,X,X
LJITZSO,X,X,O,O,X,X,X
LJITZOS,X,X,O,O,O,X,X
LJITOSZ,X,X,X,X,O,X,X
LJITOZS,X,X,O,O,O,X,X
LJISTZO,X,X,O,X,X,X,X
LJISTOZ,X,X,O,X,X,X,O
LJISZTO,X,X,O,X,X,O,X
LJISZOT,X,X,O,X,X,O,X
LJISOTZ,X,X,O,X,O,X,O
LJISOZT,X,X,O,X,O,O,X
LJIZTSO,X,X,O,X,X,X,X
LJIZTOS,X,X,O,O,X,X,X
LJIZSTO,X,X,O,X,X,O,X
LJIZSOT,X,X,O,O,X,O,X
LJIZOTS,X,X,O,O,O,X,X
LJIZOST,X,X,O,O,O,X,X
LJIOTSZ,X,X,X,X,O,X,X
LJIOTZS,X,X,O,O,O,X,X
LJIOSTZ,X,X,X,X,O,X,O
LJIOSZT,X,X,X,X,O,X,X
LJIOZTS,X,X,O,O,O,X,X
LJIOZST,X,X,O,O,O,X,X
LJSTIZO,X,X,O,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,O
LJSTZIO,X,X,O,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X
LJSTOIZ,X,X,O,X,X,X,O
LJSTOZI,X,X,O,X,X,X,X
LJSITZO,X,X,O,X,X,X,X
LJSITOZ,X,X,O,X,X,X,O
LJSIZTO,X,X,O,X,X,O,X
LJSIZOT,X,X,O,X,X,O,X
LJSIOTZ,X,X,O,X,O,X,O
LJSIOZT,X,X,O,X,O,O,X
LJSZTIO,X,X,O,X,X,X,X
LJSZTOI,X,X,O,X,X,X,X
LJSZITO,X,X,O,X,X,O,X
LJSZIOT,X,X,O,X,X,O,X
LJSZOTI,X,X,O,X,X,X,X
LJSZOIT,X,X,O,X,X,O,X
LJSOTIZ,X,X,O,X,X,X,O
LJSOTZI,X,X,O,X,X,X,X
LJSOITZ,X,X,O,X,O,X,O
LJSOIZT,X,X,O,X,O,O,X
LJSOZTI,X,X,O,X,X,X,X
LJSOZIT,X,X,O,X,X,O,X
LJZTISO,X,X,O,X,X,X,X
LJZTIOS,X,X,O,O,X,X,X
LJZTSIO,X,X,O,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X
LJZTOIS,X,X,O,O,X,X,X
LJZTOSI,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,X
LJZITOS,X,X,O,O,X,X,X
LJZISTO,X,X,O,X,X,O,X
LJZISOT,X,X,O,O,X,O,X
LJZIOTS,X,X,O,O,O,X,X
LJZIOST,X,X,O,O,O,X,X
LJZSTIO,X,X,O,X,X,X,X
LJZSTOI,X,X,O,X,X,X,X
LJZSITO,X,X,O,X,X,O,X
LJZSIOT,X,X,O,O,X,O,X
LJZSOTI,X,X,O,X,X,X,X
LJZSOIT,X,X,O,O,X,O,X
LJZOTIS,X,X,O,O,X,X,X
LJZOTSI,X,X,X,X,X,X,X
LJZOITS,X,X,O,O,O,X,X
LJZOIST,X,X,O,O,O,X,X
LJZOSTI,X,X,O,X,X,X,X
LJZOSIT,X,X,O,O,X,X,X
LJOTISZ,X,X,X,X,O,X,X
LJOTIZS,X,X,O,O,O,X,X
LJOTSIZ,X,X,X,X,O,X,X
LJOTSZI,X,X,X,X,X,X,X
LJOTZIS,X,X,O,O,O,X,X
LJOTZSI,X,X,O,O,X,X,X
LJOITSZ,X,X,X,X,O,X,X
LJOITZS,X,X,O,O,O,X,X
LJOISTZ,X,X,X,X,O,X,O
LJOISZT,X,X,X,X,O,X,X
LJOIZTS,X,X,O,O,O,X,X
LJOIZST,X,X,O,O,O,X,X
LJOSTIZ,X,X,X,X,X,X,O
LJOSTZI,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,O
LJOSIZT,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X
LJOZTIS,X,X,O,O,X,X,X
LJOZTSI,X,X,X,X,X,X,X
LJOZITS,X,X,O,O,O,X,X
LJOZIST,X,X,O,O,O,X,X
LJOZSTI,X,X,X,X,X,X,X
LJOZSIT,X,X,O,O,X,X,X
LSTIJZO,O,X,O,X,X,X,X
LSTIJOZ,O,X,O,X,O,X,O
LSTIZJO,O,O,O,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,O
LSTIOJZ,O,X,O,X,O,X,O
LSTIOZJ,O,O,O,O,X,X,O
LSTJIZO,O,X,O,X,X,X,X
LSTJIOZ,O,X,O,X,O,X,O
LSTJZIO,O,X,O,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X
LSTJOIZ,O,X,O,X,O,X,O
LSTJOZI,O,X,O,X,X,X,X
LSTZIJO,O,O,O,O,X,X,X
LSTZIOJ,O,O,O,O,X,X,O
LSTZJIO,O,O,O,O,X,X,X
LSTZJOI,O,O,O,O,X,X,X
LSTZOIJ,O,O,O,O,X,X,O
LSTZOJI,O,O,O,O,X,X,X
LSTOIJZ,O,X,O,X,O,X,O
LSTOIZJ,O,O,O,O,X,X,O
LSTOJIZ,O,X,O,X,O,X,O
LSTOJZI,O,X,O,X,X,X,X
LSTOZIJ,O,O,O,O,X,X,O
LSTOZJI,O,O,O,O,X,X,X
LSITJZO,O,X,O,X,X,X,X
LSITJOZ,O,X,O,X,O,X,O
LSITZJO,O,O,O,O,X,X,X
LSITZOJ,O,O,O,O,X,X,O
LSITOJZ,O,X,O,X,O,X,O
LSITOZJ,O,O,O,O,X,X,O
LSIJTZO,O,X,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,O
LSIJZTO,O,O,O,X,X,O,X
LSIJZOT,O,O,O,X,X,O,X
LSIJOTZ,O,X,O,X,O,X,O
LSIJOZT,O,O,O,X,O,O,X
LSIZTJO,O,O,O,X,X,O,X
LSIZTOJ,O,O,O,X,X,O,O
LSIZJTO,O,O,O,X,X,O,X
LSIZJOT,O,O,O,O,X,O,X
LSIZOTJ,O,O,O,X,X,O,O
LSIZOJT,O,O,O,O,X,O,X
LSIOTJZ,O,X,O,X,O,X,O
LSIOTZJ,O,O,O,O,X,X,O
LSIOJTZ,O,X,O,X,O,X,O
LSIOJZT,O,O,O,X,O,O,X
LSIOZTJ,O,O,O,X,X,O,O
LSIOZJT,O,O,O,O,X,O,X
LSJTIZO,O,X,O,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,O
LSJTZIO,O,X,O,X,X,X,X
LSJTZOI,O,X,O,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,O
LSJTOZI,O,X,O,X,X,X,X
LSJITZO,O,X,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,O
LSJIZTO,O,O,O,X,X,O,X
LSJIZOT,O,O,O,X,X,O,X
LSJIOTZ,O,X,O,X,O,X,O
LSJIOZT,O,O,O,X,O,O,X
LSJZTIO,O,O,O,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X
LSJZITO,O,O,O,X,X,O,X
LSJZIOT,O,O,O,X,X,O,X
LSJZOTI,O,O,O,X,X,X,X
LSJZOIT,O,O,O,X,X,O,X
LSJOTIZ,O,X,O,X,X,X,O
LSJOTZI,O,X,O,X,X,X,X
LSJOITZ,O,X,O,X,O,X,O
LSJOIZT,O,O,O,X,O,O,X
LSJOZTI,O,O,O,X,X,X,X
LSJOZIT,O,O,O,X,X,O,X
LSZTIJO,O,O,O,X,X,X,X
LSZTIOJ,O,O,O,X,X,X,O
LSZTJIO,O,O,O,X,X,X,X
LSZTJOI,O,O,O,X,X,X,X
LSZTOIJ,O,O,O,X,X,X,O
LSZTOJI,O,O,O,X,X,X,X
LSZITJO,O,O,O,X,X,O,X
LSZITOJ,O,O,O,X,X,O,O
LSZIJTO,O,O,O,X,X,O,X
LSZIJOT,O,O,O,O,X,O,X
LSZIOTJ,O,O,O,X,X,O,O
LSZIOJT,O,O,O,O,X,O,X
LSZJTIO,O,O,O,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X
LSZJITO,O,O,O,X,X,O,X
LSZJIOT,O,O,O,O,X,O,X
LSZJOTI,O,O,O,X,X,X,X
LSZJOIT,O,O,O,O,X,O,X
LSZOTIJ,O,O,O,X,X,X,O
LSZOTJI,O,O,O,X,X,X,X
LSZOITJ,O,O,O,X,X,O,O
LSZOIJT,O,O,O,O,X,O,X
LSZOJTI,O,O,O,X,X,X,X
LSZOJIT,O,O,O,O,X,O,X
LSOTIJZ,O,X,O,X,O,X,O
LSOTIZJ,O,O,O,O,X,X,O
LSOTJIZ,O,X,O,X,O,X,O
LSOTJZI,O,X,O,X,X,X,X
LSOTZIJ,O,O,O,O,X,X,O
LSOTZJI,O,O,O,O,X,X,X
LSOITJZ,O,X,O,X,O,X,O
LSOITZJ,O,O,O,O,X,X,O
LSOIJTZ,O,X,O,X,O,X,O
LSOIJZT,O,O,O,X,O,O,X
LSOIZTJ,O,O,O,X,X,O,O
LSOIZJT,O,O,O,O,X,O,X
LSOJTIZ,O,X,O,X,X,X,O
LSOJTZI,O,X,O,X,X,X,X
LSOJITZ,O,X,O,X,O,X,O
LSOJIZT,O,O,O,X,O,O,X
LSOJZTI,O,O,O,X,X,X,X
LSOJZIT,O,O,O,X,X,O,X
LSOZTIJ,O,O,O,X,X,X,O
LSOZTJI,O,O,O,X,X,X,X
LSOZITJ,O,O,O,X,X,O,O
LSOZIJT,O,O,O,O,X,O,X
LSOZJTI,O,O,O,X,X,X,X
LSOZJIT,O,O,O,O,X,O,X
LZTIJSO,X,O,O,O,X,X,X
LZTIJOS,X,O,O,O,O,X,X
LZTISJO,X,O,O,O,X,X,X
LZTISOJ,X,O,O,O,X,X,X
LZTIOJS,X,O,O,O,O,X,X
LZTIOSJ,X,O,O,O,X,X,X
LZTJISO,X,O,O,O,X,X,X
LZTJIOS,X,O,O,O,O,X,X
LZTJSIO,X,O,O,O,X,X,X
LZTJSOI,X,O,O,O,X,X,X
LZTJOIS,X,O,O,O,O,X,X
LZTJOSI,X,O,O,O,X,X,X
LZTSIJO,X,O,O,O,X,X,X
LZTSIOJ,X,O,O,O,X,X,X
LZTSJIO,X,O,O,O,X,X,X
LZTSJOI,X,O,O,O,X,X,X
LZTSOIJ,X,O,O,O,X,X,X
LZTSOJI,X,O,O,O,X,X,X
LZTOIJS,X,O,O,O,O,X,X
LZTOISJ,X,O,O,O,X,X,X
LZTOJIS,X,O,O,O,O,X,X
LZTOJSI,X,O,O,O,X,X,X
LZTOSIJ,X,O,O,O,X,X,X
LZTOSJI,X,O,O,O,X,X,X
LZITJSO,X,O,O,O,X,X,X
LZITJOS,X,O,O,O,O,X,X
LZITSJO,X,O,O,O,X,X,X
LZITSOJ,X,O,O,O,X,X,X
LZITOJS,X,O,O,O,O,X,X
LZITOSJ,X,O,O,O,X,X,X
LZIJTSO,X,O,O,X,X,X,X
LZIJTOS,X,O,O,O,X,X,X
LZIJSTO,O,O,O,X,X,O,X
LZIJSOT,O,O,O,O,X,O,X
LZIJOTS,X,O,O,O,O,X,X
LZIJOST,O,O,O,O,O,X,X
LZISTJO,O,O,O,X,X,O,X
LZISTOJ,O,O,O,X,X,O,O
LZISJTO,O,O,O,X,X,O,X
LZISJOT,O,O,O,O,X,O,X
LZISOTJ,O,O,O,X,X,O,O
LZISOJT,O,O,O,O,X,O,X
LZIOTJS,X,O,O,O,O,X,X
LZIOTSJ,X,O,O,O,X,X,X
LZIOJTS,X,O,O,O,O,X,X
LZIOJST,O,O,O,O,O,X,X
LZIOSTJ,O,O,O,X,X,X,O
LZIOSJT,O,O,O,O,X,X,X
LZJTISO,X,O,O,X,X,X,X
LZJTIOS,X,O,O,O,X,X,X
LZJTSIO,X,O,O,X,X,X,X
LZJTSOI,X,O,O,X,X,X,X
LZJTOIS,X,O,O,O,X,X,X
LZJTOSI,X,O,X,X,X,X,X
LZJITSO,X,O,O,X,X,X,X
LZJITOS,X,O,O,O,X,X,X
LZJISTO,O,O,O,X,X,O,X
LZJISOT,O,O,O,O,X,O,X
LZJIOTS,X,O,O,O,O,X,X
LZJIOST,O,O,O,O,O,X,X
LZJSTIO,O,O,O,X,X,X,X
LZJSTOI,O,O,O,X,X,X,X
LZJSITO,O,O,O,X,X,O,X
LZJSIOT,O,O,O,O,X,O,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,O,O,O,X,O,X
LZJOTIS,X,O,O,O,X,X,X
LZJOTSI,X,O,X,X,X,X,X
LZJOITS,X,O,O,O,O,X,X
LZJOIST,O,O,O,O,O,X,X
LZJOSTI,O,O,O,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,O
LZSTJIO,O,O,O,X,X,X,X
LZSTJOI,O,O,O,X,X,X,X
LZSTOIJ,O,O,O,X,X,X,O
LZSTOJI,O,O,O,X,X,X,X
LZSITJO,O,O,O,X,X,O,X
LZSITOJ,O,O,O,X,X,O,O
LZSIJTO,O,O,O,X,X,O,X
LZSIJOT,O,O,O,O,X,O,X
LZSIOTJ,O,O,O,X,X,O,O
LZSIOJT,O,O,O,O,X,O,X
LZSJTIO,O,O,O,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X
LZSJITO,O,O,O,X,X,O,X
LZSJIOT,O,O,O,O,X,O,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,O,O,O,X,O,X
LZSOTIJ,O,O,O,X,X,X,O
LZSOTJI,O,O,O,X,X,X,X
LZSOITJ,O,O,O,X,X,O,O
LZSOIJT,O,O,O,O,X,O,X
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,O,O,O,X,O,X
LZOTIJS,X,O,O,O,O,X,X
LZOTISJ,X,O,O,O,X,X,X
LZOTJIS,X,O,O,O,O,X,X
LZOTJSI,X,O,O,O,X,X,X
LZOTSIJ,X,O,O,O,X,X,X
LZOTSJI,X,O,O,O,X,X,X
LZOITJS,X,O,O,O,O,X,X
LZOITSJ,X,O,O,O,X,X,X
LZOIJTS,X,O,O,O,O,X,X
LZOIJST,O,O,O,O,O,X,X
LZOISTJ,O,O,O,X,X,X,O
LZOISJT,O,O,O,O,X,X,X
LZOJTIS,X,O,O,O,X,X,X
LZOJTSI,X,O,X,X,X,X,X
LZOJITS,X,O,O,O,O,X,X
LZOJIST,O,O,O,O,O,X,X
LZOJSTI,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X
LZOSTIJ,O,O,O,X,X,X,O
LZOSTJI,O,O,O,X,X,X,X
LZOSITJ,O,O,O,X,X,X,O
LZOSIJT,O,O,O,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X
LOTIJSZ,X,X,X,X,O,X,X
LOTIJZS,X,X,O,O,O,X,X
LOTISJZ,O,O,O,X,O,X,O
LOTISZJ,O,O,O,O,X,X,O
LOTIZJS,O,O,O,O,O,X,X
LOTIZSJ,O,O,O,O,X,X,X
LOTJISZ,X,X,X,X,O,X,X
LOTJIZS,X,X,O,O,O,X,X
LOTJSIZ,X,X,X,X,O,X,X
LOTJSZI,X,X,X,X,X,X,X
LOTJZIS,X,X,O,O,O,X,X
LOTJZSI,X,X,O,O,X,X,X
LOTSIJZ,O,O,O,X,O,X,O
LOTSIZJ,O,O,O,O,X,X,O
LOTSJIZ,O,O,O,X,O,X,O
LOTSJZI,O,O,O,X,X,X,X
LOTSZIJ,O,O,O,O,X,X,O
LOTSZJI,O,O,O,O,X,X,X
LOTZIJS,O,O,O,O,O,X,X
LOTZISJ,O,O,O,O,X,X,X
LOTZJIS,O,O,O,O,O,X,X
LOTZJSI,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,X,X,X
LOTZSJI,O,O,O,O,X,X,X
LOITJSZ,X,X,X,X,O,X,X
LOITJZS,X,X,O,O,O,X,X
LOITSJZ,O,O,O,X,O,X,O
LOITSZJ,O,O,O,O,X,X,O
LOITZJS,O,O,O,O,O,X,X
LOITZSJ,O,O,O,O,X,X,X
LOIJTSZ,X,X,X,X,O,X,X
LOIJTZS,X,X,O,O,O,X,X
LOIJSTZ,X,X,X,X,O,X,O
LOIJSZT,X,X,X,X,O,X,X
LOIJZTS,X,X,O,O,O,X,X
LOIJZST,X,X,O,O,O,X,X
LOISTJZ,O,X,O,X,O,X,O
LOISTZJ,O,O,O,O,X,X,O
LOISJTZ,O,X,O,X,O,X,O
LOISJZT,O,O,O,X,O,X,X
LOISZTJ,O,O,O,X,X,X,O
LOISZJT,O,O,O,O,X,X,X
LOIZTJS,X,O,O,O,O,X,X
LOIZTSJ,X,O,O,O,X,X,X
LOIZJTS,X,O,O,O,O,X,X
LOIZJST,O,O,O,O,O,X,X
LOIZSTJ,O,O,O,X,X,X,O
LOIZSJT,O,O,O,O,X,X,X
LOJTISZ,X,X,X,X,O,X,X
LOJTIZS,X,X,O,O,O,X,X
LOJTSIZ,X,X,X,X,O,X,X
LOJTSZI,X,X,X,X,X,X,X
LOJTZIS,X,X,O,O,O,X,X
LOJTZSI,X,X,O,O,X,X,X
LOJITSZ,X,X,X,X,O,X,X
LOJITZS,X,X,O,O,O,X,X
LOJISTZ,X,X,X,X,O,X,O
LOJISZT,X,X,X,X,O,X,X
LOJIZTS,X,X,O,O,O,X,X
LOJIZST,X,X,O,O,O,X,X
LOJSTIZ,X,X,X,X,X,X,O
LOJSTZI,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,O,X,O
LOJSIZT,X,X,X,X,O,X,X
LOJSZTI,X,X,X,X,X,X,X
LOJSZIT,X,X,X,X,X,X,X
LOJZTIS,X,X,O,O,X,X,X
LOJZTSI,X,X,X,X,X,X,X
LOJZITS,X,X,O,O,O,X,X
LOJZIST,X,X,O,O,O,X,X
LOJZSTI,X,X,X,X,X,X,X
LOJZSIT,X,X,O,O,X,X,X
LOSTIJZ,O,X,O,X,O,X,O
LOSTIZJ,O,O,O,O,X,X,O
LOSTJIZ,O,X,O,X,O,X,O
LOSTJZI,O,X,O,X,X,X,X
LOSTZIJ,O,O,O,O,X,X,O
LOSTZJI,O,O,O,O,X,X,X
LOSITJZ,O,X,O,X,O,X,O
LOSITZJ,O,O,O,O,X,X,O
LOSIJTZ,O,X,O,X,O,X,O
LOSIJZT,O,O,O,X,O,X,X
LOSIZTJ,O,O,O,X,X,X,O
LOSIZJT,O,O,O,O,X,X,X
LOSJTIZ,O,X,O,X,X,X,O
LOSJTZI,O,X,O,X,X,X,X
LOSJITZ,O,X,O,X,O,X,O
LOSJIZT,O,O,O,X,O,X,X
LOSJZTI,O,O,O,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,O
LOSZTJI,O,O,O,X,X,X,X
LOSZITJ,O,O,O,X,X,X,O
LOSZIJT,O,O,O,O,X,X,X
LOSZJTI,O,O,O,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X
LOZTIJS,X,O,O,O,O,X,X
LOZTISJ,X,O,O,O,X,X,X
LOZTJIS,X,O,O,O,O,X,X
LOZTJSI,X,O,O,O,X,X,X
LOZTSIJ,X,O,O,O,X,X,X
LOZTSJI,X,O,O,O,X,X,X
LOZITJS,X,O,O,O,O,X,X
LOZITSJ,X,O,O,O,X,X,X
LOZIJTS,X,O,O,O,O,X,X
LOZIJST,O,O,O,O,O,X,X
LOZISTJ,O,O,O,X,X,X,O
LOZISJT,O,O,O,O,X,X,X
LOZJTIS,X,O,O,O,X,X,X
LOZJTSI,X,O,X,X,X,X,X
LOZJITS,X,O,O,O,O,X,X
LOZJIST,O,O,O,O,O,X,X
LOZJSTI,O,O,O,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X
LOZSTIJ,O,O,O,X,X,X,O
LOZSTJI,O,O,O,X,X,X,X
LOZSITJ,O,O,O,X,X,X,O
LOZSIJT,O,O,O,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X
JTILSZO,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X
JTILZSO,X,X,X,O,X,X,X
JTILZOS,X,X,X,O,O,X,X
JTILOSZ,X,X,X,X,O,X,X
JTILOZS,X,X,X,O,O,X,X
JTISLZO,O,O,X,X,X,X,X
JTISLOZ,O,O,X,X,O,X,X
JTISZLO,O,O,X,X,X,O,X
JTISZOL,O,O,X,X,X,O,X
JTISOLZ,O,O,X,X,O,X,X
JTISOZL,O,O,X,X,X,O,X
JTIZLSO,O,O,X,O,X,X,X
JTIZLOS,O,O,X,O,O,X,X
JTIZSLO,O,O,X,O,X,O,X
JTIZSOL,O,O,X,O,X,O,X
JTIZOLS,O,O,X,O,O,X,X
JTIZOSL,O,O,X,O,X,X,X
JTIOLSZ,X,X,X,X,O,X,X
JTIOLZS,X,X,X,O,O,X,X
JTIOSLZ,O,O,X,X,O,X,X
JTIOSZL,O,O,X,X,X,X,X
JTIOZLS,O,O,X,O,O,X,X
JTIOZSL,O,O,X,O,X,X,X
JTLISZO,X,X,O,X,X,X,X
JTLISOZ,X,X,O,X,O,X,X
JTLIZSO,X,X,O,O,X,X,X
JTLIZOS,X,X,O,O,O,X,X
JTLIOSZ,X,X,X,X,O,X,X
JTLIOZS,X,X,O,O,O,X,X
JTLSIZO,X,X,O,X,X,X,X
JTLSIOZ,X,X,O,X,O,X,X
JTLSZIO,X,X,O,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X
JTLSOIZ,X,X,O,X,O,X,X
JTLSOZI,X,X,O,X,X,X,X
JTLZISO,X,X,O,O,X,X,X
JTLZIOS,X,X,O,O,O,X,X
JTLZSIO,X,X,O,O,X,X,X
JTLZSOI,X,X,O,O,X,X,X
JTLZOIS,X,X,O,O,O,X,X
JTLZOSI,X,X,O,O,X,X,X
JTLOISZ,X,X,X,X,O,X,X
JTLOIZS,X,X,O,O,O,X,X
JTLOSIZ,X,X,X,X,O,X,X
JTLOSZI,X,X,X,X,X,X,X
JTLOZIS,X,X,O,O,O,X,X
JTLOZSI,X,X,O,O,X,X,X
JTSILZO,O,O,X,X,X,X,X
JTSILOZ,O,O,X,X,O,X,X
JTSIZLO,O,O,O,X,X,O,X
JTSIZOL,O,O,O,X,X,O,X
JTSIOLZ,O,O,X,X,O,X,X
JTSIOZL,O,O,O,X,X,O,X
JTSLIZO,O,O,O,X,X,X,X
JTSLIOZ,O,O,O,X,O,X,X
JTSLZIO,O,O,O,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X
JTSLOIZ,O,O,O,X,O,X,X
JTSLOZI,O,O,O,X,X,X,X
JTSZILO,O,O,O,X,X,O,X
JTSZIOL,O,O,O,X,X,O,X
JTSZLIO,O,O,O,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X
JTSZOIL,O,O,O,X,X,O,X
JTSZOLI,O,O,O,X,X,X,X
JTSOILZ,O,O,X,X,O,X,X
JTSOIZL,O,O,O,X,X,O,X
JTSOLIZ,O,O,O,X,O,X,X
JTSOLZI,O,O,O,X,X,X,X
JTSOZIL,O,O,O,X,X,O,X
JTSOZLI,O,O,O,X,X,X,X
JTZILSO,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,O,X,X
JTZISLO,O,O,O,O,X,O,X
JTZISOL,O,O,O,O,X,O,X
JTZIOLS,O,O,O,O,O,X,X
JTZIOSL,O,O,X,O,X,X,X
JTZLISO,O,O,O,O,X,X,X
JTZLIOS,O,O,O,O,O,X,X
JTZLSIO,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,X,X,X
JTZLOIS,O,O,O,O,O,X,X
JTZLOSI,O,O,O,O,X,X,X
JTZSILO,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,X,O,X
JTZSLIO,O,O,O,O,X,X,X
JTZSLOI,O,O,O,O,X,X,X
JTZSOIL,O,O,O,O,X,O,X
JTZSOLI,O,O,O,O,X,X,X
JTZOILS,O,O,O,O,O,X,X
JTZOISL,O,O,X,O,X,X,X
JTZOLIS,O,O,O,O,O,X,X
JTZOLSI,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,X,X,X
JTOILSZ,X,X,X,X,O,X,X
JTOILZS,X,X,X,O,O,X,X
JTOISLZ,O,O,X,X,O,X,X
JTOISZL,O,O,X,X,X,X,X
JTOIZLS,O,O,X,O,O,X,X
JTOIZSL,O,O,X,O,X,X,X
JTOLISZ,X,X,X,X,O,X,X
JTOLIZS,X,X,O,O,O,X,X
JTOLSIZ,X,X,X,X,O,X,X
JTOLSZI,X,X,X,X,X,X,X
JTOLZIS,X,X,O,O,O,X,X
JTOLZSI,X,X,O,O,X,X,X
JTOSILZ,O,O,X,X,O,X,X
JTOSIZL,O,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,O,X,X
JTOSLZI,O,O,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X
JTOZILS,O,O,O,O,O,X,X
JTOZISL,O,O,X,O,X,X,X
JTOZLIS,O,O,O,O,O,X,X
JTOZLSI,O,O,O,O,X,X,X
JTOZSIL,O,O,X,O,X,X,X
JTOZSLI,O,O,O,O,X,X,X
JITLSZO,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X
JITLZSO,X,X,X,O,X,X,X
JITLZOS,X,X,X,O,O,X,X
JITLOSZ,X,X,X,X,O,X,X
JITLOZS,X,X,X,O,O,X,X
JITSLZO,O,O,X,X,X,X,X
JITSLOZ,O,O,X,X,O,X,X
JITSZLO,O,O,X,X,X,O,X
JITSZOL,O,O,X,X,X,O,X
JITSOLZ,O,O,X,X,O,X,X
