sequence,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmB8mBziB5oBSq?BlsB,v115@9gB8HeA8IeA8IeG8AeA8Ke8EJvhF+lBihBziB5oB3m?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KelAJvhFUiBaoB5oBzkBXm?BGsB,v115@9gB8HeA8IeA8IeG8AeA8KeTAJvhFihB3iB5oBWqB1r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8Ke6FJvhFlhB3iB5oBzkB2r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8KeXBJvhFmiB5oBzkBCnB0l?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmBliB5oBSqBzm?B8sB
IZTSJLO,O,O,X,O,O,X,O
IZTSJOL,O,O,X,O,O,X,X
IZTSOLJ,O,O,X,O,O,X,O
IZTSOJL,O,O,X,O,O,X,O
IZTOLJS,O,O,X,O,O,O,O
IZTOLSJ,O,O,X,O,O,O,O
IZTOJLS,O,O,X,O,O,O,O
IZTOJSL,O,O,X,O,O,X,O
IZTOSLJ,O,O,X,O,O,X,O
IZTOSJL,O,O,X,O,O,X,O
IZLTJSO,O,O,X,O,O,X,O
IZLTJOS,O,O,X,O,O,X,O
IZLTSJO,O,O,X,O,O,X,O
IZLTSOJ,O,O,X,O,O,X,O
IZLTOJS,O,O,X,O,X,X,O
IZLTOSJ,O,O,X,O,X,X,O
IZLJTSO,O,O,O,O,O,X,O
IZLJTOS,O,O,O,O,O,X,O
IZLJSTO,O,O,O,X,O,X,O
IZLJSOT,O,O,O,O,O,X,O
IZLJOTS,O,X,O,O,O,X,O
IZLJOST,O,X,O,O,O,O,O
IZLSTJO,O,O,O,O,O,X,O
IZLSTOJ,O,O,O,O,O,X,O
IZLSJTO,O,O,O,X,O,X,O
IZLSJOT,O,O,X,O,O,X,O
IZLSOTJ,O,X,O,X,O,X,O
IZLSOJT,O,X,X,X,O,X,O
IZLOTJS,O,X,O,X,O,X,O
IZLOTSJ,O,X,O,X,O,X,O
IZLOJTS,O,X,O,X,O,X,O
IZLOJST,O,X,O,X,O,O,O
IZLOSTJ,O,X,O,X,O,X,O
IZLOSJT,O,X,O,X,O,O,O
IZJTLSO,O,O,O,O,O,X,O
IZJTLOS,O,O,O,O,O,X,O
IZJTSLO,O,O,O,O,O,X,O
IZJTSOL,O,O,O,O,O,X,X
IZJTOLS,O,O,O,O,O,X,O
IZJTOSL,O,O,O,O,O,X,O
IZJLTSO,O,O,O,O,O,X,O
IZJLTOS,O,O,O,O,O,X,O
IZJLSTO,O,O,O,X,O,X,O
IZJLSOT,O,O,O,O,O,X,O
IZJLOTS,O,X,O,O,O,X,O
IZJLOST,O,X,O,O,O,X,O
IZJSTLO,O,O,O,O,O,X,O
IZJSTOL,O,O,O,O,O,X,X
IZJSLTO,O,O,O,X,O,X,O
IZJSLOT,O,O,O,O,O,X,O
IZJSOTL,X,O,O,O,O,X,X
IZJSOLT,X,O,O,O,O,X,X
IZJOTLS,O,O,O,O,O,X,O
IZJOTSL,O,O,O,O,O,X,O
IZJOLTS,O,X,O,O,O,X,O
IZJOLST,O,X,O,O,O,X,O
IZJOSTL,X,O,O,O,O,X,O
IZJOSLT,X,O,O,O,O,X,O
IZSTLJO,O,O,O,O,O,X,O
IZSTLOJ,O,O,O,O,O,X,O
IZSTJLO,O,O,O,O,O,X,O
IZSTJOL,O,O,X,O,O,X,X
IZSTOLJ,O,O,O,O,O,X,O
IZSTOJL,O,O,X,O,O,X,O
IZSLTJO,O,O,O,O,O,X,O
IZSLTOJ,O,O,O,O,O,X,O
IZSLJTO,O,O,O,X,O,X,O
IZSLJOT,O,O,X,O,O,X,O
IZSLOTJ,O,X,O,X,O,X,O
IZSLOJT,O,X,X,X,O,X,O
IZSJTLO,O,O,O,O,O,X,O
IZSJTOL,O,O,X,O,O,X,X
IZSJLTO,O,O,O,X,O,X,O
IZSJLOT,O,O,X,O,O,X,O
IZSJOTL,X,O,X,O,O,X,X
IZSJOLT,X,O,X,O,O,X,X
IZSOTLJ,X,O,O,O,O,X,O
IZSOTJL,X,O,X,O,O,X,O
IZSOLTJ,X,X,O,X,O,X,O
IZSOLJT,X,X,X,X,O,X,O
IZSOJTL,X,O,X,O,O,X,O
IZSOJLT,X,O,X,O,O,X,O
IZOTLJS,O,O,O,O,O,O,O
IZOTLSJ,O,O,O,O,O,O,O
IZOTJLS,O,O,O,O,O,O,O
IZOTJSL,O,O,O,O,O,X,O
IZOTSLJ,O,O,O,O,O,X,O
IZOTSJL,O,O,O,O,O,X,O
IZOLTJS,O,X,O,X,O,X,O
IZOLTSJ,O,X,O,X,O,X,O
IZOLJTS,O,X,O,X,O,X,O
IZOLJST,O,X,O,X,O,O,O
IZOLSTJ,O,X,O,X,O,X,O
IZOLSJT,O,X,O,X,O,O,O
IZOJTLS,O,O,O,O,O,X,O
IZOJTSL,O,O,O,O,O,X,O
IZOJLTS,O,X,O,O,O,X,O
IZOJLST,O,X,O,O,O,X,O
IZOJSTL,X,O,O,O,O,X,O
IZOJSLT,X,O,O,O,O,X,O
IZOSTLJ,X,O,O,O,O,X,O
IZOSTJL,X,O,O,O,O,X,O
IZOSLTJ,X,X,O,X,O,X,O
IZOSLJT,X,X,O,X,O,X,O
IZOSJTL,X,O,O,O,O,X,O
IZOSJLT,X,O,O,O,O,X,O
IOTLJSZ,O,X,O,O,O,O,O
IOTLJZS,O,X,O,O,O,O,O
IOTLSJZ,O,X,O,X,X,O,O
IOTLSZJ,O,O,O,X,X,O,O
IOTLZJS,O,O,O,O,O,O,O
IOTLZSJ,O,O,O,O,O,O,O
IOTJLSZ,O,X,O,O,O,O,O
IOTJLZS,O,X,O,O,O,O,O
IOTJSLZ,X,X,O,O,O,O,X
IOTJSZL,X,O,O,O,O,X,X
IOTJZLS,O,O,O,O,O,O,O
IOTJZSL,O,O,O,O,O,X,O
IOTSLJZ,O,X,O,X,X,O,X
IOTSLZJ,O,O,O,X,X,O,X
IOTSJLZ,X,X,O,X,X,O,X
IOTSJZL,X,O,O,X,X,X,X
IOTSZLJ,O,O,O,X,X,X,X
IOTSZJL,O,O,O,X,X,X,X
IOTZLJS,O,O,O,O,O,O,O
IOTZLSJ,O,O,O,O,O,O,O
IOTZJLS,O,O,O,O,O,O,O
IOTZJSL,O,O,O,O,O,X,O
IOTZSLJ,O,O,O,O,O,X,O
IOTZSJL,O,O,O,O,O,X,O
IOLTJSZ,O,X,O,X,O,O,O
IOLTJZS,O,X,O,X,O,O,O
IOLTSJZ,O,X,O,X,X,O,O
IOLTSZJ,O,X,O,X,X,O,O
IOLTZJS,O,X,O,X,O,O,O
IOLTZSJ,O,X,O,X,O,O,O
IOLJTSZ,X,X,O,X,O,O,O
IOLJTZS,X,X,O,X,O,X,O
IOLJSTZ,X,X,O,X,O,O,O
IOLJSZT,O,X,O,X,O,O,O
IOLJZTS,O,X,O,X,O,X,O
IOLJZST,O,X,O,X,O,O,O
IOLSTJZ,O,X,O,X,X,O,O
IOLSTZJ,O,X,O,X,X,O,O
IOLSJTZ,X,X,O,X,O,O,O
IOLSJZT,O,X,O,X,O,O,O
IOLSZTJ,O,X,O,X,O,X,O
IOLSZJT,O,X,O,X,O,O,O
IOLZTJS,O,X,O,X,O,X,O
IOLZTSJ,O,X,O,X,O,X,O
IOLZJTS,O,X,O,X,O,X,O
IOLZJST,O,X,O,X,O,O,O
IOLZSTJ,O,X,O,X,O,X,O
IOLZSJT,O,X,O,X,O,O,O
IOJTLSZ,X,X,O,O,O,O,O
IOJTLZS,X,X,O,O,O,O,O
IOJTSLZ,X,X,O,O,O,O,X
IOJTSZL,X,X,O,O,O,X,X
IOJTZLS,X,X,O,O,O,O,O
IOJTZSL,X,X,O,O,O,X,O
IOJLTSZ,X,X,O,O,O,O,O
IOJLTZS,X,X,O,O,O,X,O
IOJLSTZ,X,X,O,X,O,O,O
IOJLSZT,O,X,O,X,O,O,O
IOJLZTS,O,X,O,O,O,X,O
IOJLZST,O,X,O,O,O,O,O
IOJSTLZ,X,X,O,O,O,X,X
IOJSTZL,X,X,O,O,O,X,X
IOJSLTZ,X,X,O,X,O,X,O
IOJSLZT,X,X,O,X,O,X,O
IOJSZTL,X,X,O,O,O,X,O
IOJSZLT,X,X,O,O,O,X,O
IOJZTLS,O,X,O,O,O,X,O
IOJZTSL,O,X,O,O,O,X,O
IOJZLTS,O,X,O,O,O,X,O
IOJZLST,O,X,O,O,O,X,O
IOJZSTL,X,X,O,O,O,X,O
IOJZSLT,X,X,O,O,O,X,O
IOSTLJZ,X,X,O,X,X,O,X
IOSTLZJ,X,O,O,X,X,O,X
IOSTJLZ,X,X,O,X,X,O,X
IOSTJZL,X,O,O,X,X,X,X
IOSTZLJ,X,O,O,X,X,X,X
IOSTZJL,X,O,O,X,X,X,X
IOSLTJZ,X,X,O,X,X,O,O
IOSLTZJ,X,X,O,X,X,X,O
IOSLJTZ,X,X,O,X,O,O,O
IOSLJZT,X,X,O,X,O,O,O
IOSLZTJ,X,X,O,X,O,X,O
IOSLZJT,X,X,O,X,O,O,O
IOSJTLZ,X,X,O,X,O,X,X
IOSJTZL,X,X,O,X,O,X,X
IOSJLTZ,X,X,O,X,O,X,O
IOSJLZT,X,X,O,X,O,X,O
IOSJZTL,X,X,O,X,O,X,O
IOSJZLT,X,X,O,X,O,X,O
IOSZTLJ,X,O,O,X,O,X,O
IOSZTJL,X,O,O,X,O,X,O
IOSZLTJ,X,X,O,X,O,X,O
IOSZLJT,X,X,O,X,O,X,O
IOSZJTL,X,O,O,X,O,X,O
IOSZJLT,X,O,O,X,O,X,O
IOZTLJS,O,O,O,O,O,O,O
IOZTLSJ,O,O,O,O,O,O,O
IOZTJLS,O,O,O,O,O,O,O
IOZTJSL,O,O,O,O,O,X,O
IOZTSLJ,O,O,O,O,O,X,O
IOZTSJL,O,O,O,O,O,X,O
IOZLTJS,O,X,O,X,O,X,O
IOZLTSJ,O,X,O,X,O,X,O
IOZLJTS,O,X,O,X,O,X,O
IOZLJST,O,X,O,X,O,O,O
IOZLSTJ,O,X,O,X,O,X,O
IOZLSJT,O,X,O,X,O,O,O
IOZJTLS,O,O,O,O,O,X,O
IOZJTSL,O,O,O,O,O,X,O
IOZJLTS,O,X,O,O,O,X,O
IOZJLST,O,X,O,O,O,X,O
IOZJSTL,X,O,O,O,O,X,O
IOZJSLT,X,O,O,O,O,X,O
IOZSTLJ,X,O,O,O,O,X,O
IOZSTJL,X,O,O,O,O,X,O
IOZSLTJ,X,X,O,X,O,X,O
IOZSLJT,X,X,O,X,O,X,O
IOZSJTL,X,O,O,O,O,X,O
IOZSJLT,X,O,O,O,O,X,O
LTIJSZO,O,X,O,O,O,X,O
LTIJSOZ,O,X,O,O,X,O,O
LTIJZSO,O,X,O,O,O,X,O
LTIJZOS,O,X,O,O,O,O,O
LTIJOSZ,O,X,O,O,X,O,O
LTIJOZS,O,X,O,O,O,O,O
LTISJZO,O,X,O,O,X,X,O
LTISJOZ,O,X,X,O,X,O,O
LTISZJO,O,O,O,O,X,X,O
LTISZOJ,O,O,O,O,X,X,O
LTISOJZ,O,X,X,X,X,O,O
LTISOZJ,O,O,O,X,X,O,O
LTIZJSO,O,O,X,O,O,X,O
LTIZJOS,O,O,X,O,O,O,O
LTIZSJO,O,O,X,O,O,X,O
LTIZSOJ,O,O,X,O,O,X,O
LTIZOJS,O,O,X,O,X,O,O
LTIZOSJ,O,O,X,O,X,O,O
LTIOJSZ,O,X,O,O,X,O,O
LTIOJZS,O,X,O,O,X,O,O
LTIOSJZ,O,X,O,X,X,O,O
LTIOSZJ,O,O,O,X,X,O,O
LTIOZJS,O,O,O,O,X,O,O
LTIOZSJ,O,O,O,O,X,O,O
LTJISZO,O,X,O,O,O,X,O
LTJISOZ,O,X,O,O,X,O,O
LTJIZSO,O,X,O,O,O,X,O
LTJIZOS,O,X,O,O,O,O,O
LTJIOSZ,O,X,O,O,X,O,O
LTJIOZS,O,X,O,O,O,O,O
LTJSIZO,O,X,O,O,O,X,O
LTJSIOZ,O,X,O,O,X,O,O
LTJSZIO,O,X,O,O,O,X,O
LTJSZOI,O,X,O,O,O,X,O
LTJSOIZ,O,X,O,O,X,O,O
LTJSOZI,O,X,O,O,X,O,O
LTJZISO,O,X,O,O,O,X,O
LTJZIOS,O,X,O,O,O,O,O
LTJZSIO,O,X,O,O,O,X,O
LTJZSOI,O,X,O,O,O,X,O
LTJZOIS,O,X,O,O,O,O,O
LTJZOSI,O,X,O,O,O,O,O
LTJOISZ,O,X,O,O,X,O,O
LTJOIZS,O,X,O,O,O,O,O
LTJOSIZ,O,X,O,O,X,O,O
LTJOSZI,O,X,O,O,X,O,O
LTJOZIS,O,X,O,O,O,O,O
LTJOZSI,O,X,O,O,O,O,O
LTSIJZO,O,X,O,O,X,X,O
LTSIJOZ,O,X,X,O,X,O,O
LTSIZJO,O,O,O,O,X,X,O
LTSIZOJ,O,O,O,O,X,X,O
LTSIOJZ,O,X,X,X,X,O,O
LTSIOZJ,O,O,O,X,X,O,O
LTSJIZO,O,X,O,O,X,X,O
LTSJIOZ,O,X,X,O,X,O,O
LTSJZIO,O,X,O,O,X,X,O
LTSJZOI,O,X,X,O,X,X,O
LTSJOIZ,O,X,X,O,X,O,O
LTSJOZI,O,X,X,O,X,O,O
LTSZIJO,O,O,O,O,X,X,O
LTSZIOJ,O,O,O,O,X,X,O
LTSZJIO,O,O,O,O,X,X,O
LTSZJOI,O,O,X,O,X,X,O
LTSZOIJ,O,O,O,O,X,X,O
LTSZOJI,O,O,X,O,X,X,O
LTSOIJZ,O,X,X,X,X,O,O
LTSOIZJ,O,O,O,X,X,O,O
LTSOJIZ,O,X,X,X,X,O,O
LTSOJZI,O,X,X,X,X,O,O
LTSOZIJ,O,O,O,X,X,O,O
LTSOZJI,O,O,X,X,X,O,O
LTZIJSO,O,O,X,O,O,X,O
LTZIJOS,O,O,X,O,O,O,O
LTZISJO,O,O,X,O,O,X,O
LTZISOJ,O,O,X,O,O,X,O
LTZIOJS,O,O,X,O,X,O,O
LTZIOSJ,O,O,X,O,X,O,O
LTZJISO,O,O,X,O,O,X,O
LTZJIOS,O,O,X,O,O,O,O
LTZJSIO,O,O,X,O,O,X,O
LTZJSOI,O,O,X,O,O,X,O
LTZJOIS,O,O,X,O,O,O,O
LTZJOSI,O,O,X,O,O,O,O
LTZSIJO,O,O,X,O,O,X,O
LTZSIOJ,O,O,X,O,O,X,O
LTZSJIO,O,O,X,O,O,X,O
LTZSJOI,O,O,X,O,O,X,O
LTZSOIJ,O,O,X,O,O,X,O
LTZSOJI,O,O,X,O,X,X,O
LTZOIJS,O,O,X,O,X,O,O
LTZOISJ,O,O,X,O,X,O,O
LTZOJIS,O,O,X,O,X,O,O
LTZOJSI,O,O,X,O,X,O,O
LTZOSIJ,O,O,X,O,X,O,O
LTZOSJI,O,O,X,O,X,O,O
LTOIJSZ,O,X,O,O,X,O,O
LTOIJZS,O,X,O,O,X,O,O
LTOISJZ,O,X,O,X,X,O,O
LTOISZJ,O,O,O,X,X,O,O
LTOIZJS,O,O,O,O,X,O,O
LTOIZSJ,O,O,O,O,X,O,O
LTOJISZ,O,X,O,O,X,O,O
LTOJIZS,O,X,O,O,X,O,O
LTOJSIZ,O,X,O,O,X,O,O
LTOJSZI,O,X,O,O,X,O,O
LTOJZIS,O,X,O,O,X,O,O
LTOJZSI,O,X,O,O,X,O,O
LTOSIJZ,O,X,O,X,X,O,O
LTOSIZJ,O,O,O,X,X,O,O
LTOSJIZ,O,X,O,X,X,O,O
LTOSJZI,O,X,O,X,X,O,O
LTOSZIJ,O,O,O,X,X,O,O
LTOSZJI,O,O,O,X,X,O,O
LTOZIJS,O,O,O,O,X,O,O
LTOZISJ,O,O,O,O,X,O,O
LTOZJIS,O,O,O,O,X,O,O
LTOZJSI,O,O,O,O,X,O,O
LTOZSIJ,O,O,O,O,X,O,O
LTOZSJI,O,O,O,O,X,O,O
LITJSZO,O,X,O,O,O,X,O
LITJSOZ,O,X,O,O,X,O,O
LITJZSO,O,X,O,O,O,X,O
LITJZOS,O,X,O,O,O,O,O
LITJOSZ,O,X,O,O,X,O,O
LITJOZS,O,X,O,O,O,O,O
LITSJZO,O,X,O,O,X,X,O
LITSJOZ,O,X,X,O,X,O,O
LITSZJO,O,O,O,O,X,X,O
LITSZOJ,O,O,O,O,X,X,O
LITSOJZ,O,X,X,X,X,O,O
LITSOZJ,O,O,O,X,X,O,O
LITZJSO,O,O,X,O,O,X,O
LITZJOS,O,O,X,O,O,O,O
LITZSJO,O,O,X,O,O,X,O
LITZSOJ,O,O,X,O,O,X,O
LITZOJS,O,O,X,O,X,O,O
LITZOSJ,O,O,X,O,X,O,O
LITOJSZ,O,X,O,O,X,O,O
LITOJZS,O,X,O,O,X,O,O
LITOSJZ,O,X,O,X,X,O,O
LITOSZJ,O,O,O,X,X,O,O
LITOZJS,O,O,O,O,X,O,O
LITOZSJ,O,O,O,O,X,O,O
LIJTSZO,O,X,O,O,O,X,O
LIJTSOZ,O,X,O,O,X,X,O
LIJTZSO,O,X,O,O,O,X,O
LIJTZOS,O,X,O,O,O,X,O
LIJTOSZ,O,X,O,O,O,O,O
LIJTOZS,O,X,O,O,O,X,O
LIJSTZO,O,X,O,X,O,X,O
LIJSTOZ,O,X,O,X,X,X,O
LIJSZTO,O,X,O,X,O,X,O
LIJSZOT,O,X,O,X,O,X,O
LIJSOTZ,X,X,O,X,X,O,O
LIJSOZT,O,X,O,X,X,O,O
LIJZTSO,O,X,O,O,O,X,O
LIJZTOS,O,X,O,O,O,X,O
LIJZSTO,O,X,O,X,O,X,O
LIJZSOT,O,X,O,O,O,X,O
LIJZOTS,O,X,O,O,O,X,O
LIJZOST,O,X,O,O,O,O,O
LIJOTSZ,X,X,O,O,O,O,O
LIJOTZS,X,X,O,O,O,X,O
LIJOSTZ,X,X,O,X,O,O,O
LIJOSZT,O,X,O,X,O,O,O
LIJOZTS,O,X,O,O,O,X,O
LIJOZST,O,X,O,O,O,O,O
LISTJZO,O,X,O,X,X,X,O
LISTJOZ,O,X,X,X,X,X,O
LISTZJO,O,O,O,X,X,X,O
LISTZOJ,O,O,O,X,X,X,O
LISTOJZ,O,X,X,X,X,X,O
LISTOZJ,O,O,O,X,X,X,O
LISJTZO,O,X,O,X,O,X,O
LISJTOZ,O,X,O,X,X,X,O
LISJZTO,O,X,O,X,O,X,O
LISJZOT,O,X,O,X,O,X,O
LISJOTZ,X,X,O,X,X,O,O
LISJOZT,O,X,O,X,X,O,O
LISZTJO,O,O,O,X,O,X,O
LISZTOJ,O,O,O,X,O,X,O
LISZJTO,O,O,O,X,O,X,O
LISZJOT,O,O,X,X,O,X,O
LISZOTJ,O,X,O,X,O,X,O
LISZOJT,O,X,X,X,O,X,O
LISOTJZ,O,X,O,X,X,O,O
LISOTZJ,O,X,O,X,X,X,O
LISOJTZ,X,X,O,X,X,O,O
LISOJZT,O,X,O,X,X,O,O
LISOZTJ,O,X,O,X,X,X,O
LISOZJT,O,X,O,X,X,O,O
LIZTJSO,O,O,X,O,O,X,O
LIZTJOS,O,O,X,O,O,X,O
LIZTSJO,O,O,X,O,O,X,O
LIZTSOJ,O,O,X,O,O,X,O
LIZTOJS,O,O,X,O,X,X,O
LIZTOSJ,O,O,X,O,X,X,O
LIZJTSO,O,O,O,O,O,X,O
LIZJTOS,O,O,O,O,O,X,O
LIZJSTO,O,O,O,X,O,X,O
LIZJSOT,O,O,O,O,O,X,O
LIZJOTS,O,X,O,O,O,X,O
LIZJOST,O,X,O,O,O,O,O
LIZSTJO,O,O,O,O,O,X,O
LIZSTOJ,O,O,O,O,O,X,O
LIZSJTO,O,O,O,X,O,X,O
LIZSJOT,O,O,X,O,O,X,O
LIZSOTJ,O,X,O,X,O,X,O
LIZSOJT,O,X,X,X,O,X,O
LIZOTJS,O,X,O,X,O,X,O
LIZOTSJ,O,X,O,X,O,X,O
LIZOJTS,O,X,O,X,O,X,O
LIZOJST,O,X,O,X,O,O,O
LIZOSTJ,O,X,O,X,O,X,O
LIZOSJT,O,X,O,X,O,O,O
LIOTJSZ,O,X,O,X,O,O,O
LIOTJZS,O,X,O,X,O,O,O
LIOTSJZ,O,X,O,X,X,O,O
LIOTSZJ,O,X,O,X,X,O,O
LIOTZJS,O,X,O,X,O,O,O
LIOTZSJ,O,X,O,X,O,O,O
LIOJTSZ,X,X,O,X,O,O,O
LIOJTZS,X,X,O,X,O,X,O
LIOJSTZ,X,X,O,X,O,O,O
LIOJSZT,O,X,O,X,O,O,O
LIOJZTS,O,X,O,X,O,X,O
LIOJZST,O,X,O,X,O,O,O
LIOSTJZ,O,X,O,X,X,O,O
LIOSTZJ,O,X,O,X,X,O,O
LIOSJTZ,X,X,O,X,O,O,O
LIOSJZT,O,X,O,X,O,O,O
LIOSZTJ,O,X,O,X,O,X,O
LIOSZJT,O,X,O,X,O,O,O
LIOZTJS,O,X,O,X,O,X,O
LIOZTSJ,O,X,O,X,O,X,O
LIOZJTS,O,X,O,X,O,X,O
LIOZJST,O,X,O,X,O,O,O
LIOZSTJ,O,X,O,X,O,X,O
LIOZSJT,O,X,O,X,O,O,O
LJTISZO,O,X,O,O,O,X,O
LJTISOZ,O,X,O,O,X,O,O
LJTIZSO,O,X,O,O,O,X,O
LJTIZOS,O,X,O,O,O,O,O
LJTIOSZ,O,X,O,O,O,O,O
LJTIOZS,O,X,O,O,O,O,O
LJTSIZO,O,X,O,O,O,X,O
LJTSIOZ,O,X,O,O,X,O,O
LJTSZIO,O,X,O,O,O,X,O
LJTSZOI,O,X,O,O,O,X,O
LJTSOIZ,O,X,O,O,X,O,O
LJTSOZI,O,X,O,O,X,O,O
LJTZISO,O,X,O,O,O,X,O
LJTZIOS,O,X,O,O,O,O,O
LJTZSIO,O,X,O,O,O,X,O
LJTZSOI,O,X,O,O,O,X,O
LJTZOIS,O,X,O,O,O,O,O
LJTZOSI,O,X,O,O,O,O,O
LJTOISZ,O,X,O,O,O,O,O
LJTOIZS,O,X,O,O,O,O,O
LJTOSIZ,O,X,O,O,O,O,O
LJTOSZI,O,X,O,O,O,O,O
LJTOZIS,O,X,O,O,O,O,O
LJTOZSI,O,X,O,O,O,O,O
LJITSZO,O,X,O,O,O,X,O
LJITSOZ,O,X,O,O,X,X,O
LJITZSO,O,X,O,O,O,X,O
LJITZOS,O,X,O,O,O,X,O
LJITOSZ,O,X,O,O,O,O,O
LJITOZS,O,X,O,O,O,X,O
LJISTZO,O,X,O,X,O,X,O
LJISTOZ,O,X,O,X,X,X,O
LJISZTO,O,X,O,X,O,X,O
LJISZOT,O,X,O,X,O,X,O
LJISOTZ,X,X,O,X,X,O,O
LJISOZT,O,X,O,X,X,O,O
LJIZTSO,O,X,O,O,O,X,O
LJIZTOS,O,X,O,O,O,X,O
LJIZSTO,O,X,O,X,O,X,O
LJIZSOT,O,X,O,O,O,X,O
LJIZOTS,O,X,O,O,O,X,O
LJIZOST,O,X,O,O,O,O,O
LJIOTSZ,X,X,O,O,O,O,O
LJIOTZS,X,X,O,O,O,X,O
LJIOSTZ,X,X,O,X,O,O,O
LJIOSZT,O,X,O,X,O,O,O
LJIOZTS,O,X,O,O,O,X,O
LJIOZST,O,X,O,O,O,O,O
LJSTIZO,O,X,O,X,O,X,O
LJSTIOZ,O,X,O,X,X,X,O
LJSTZIO,O,X,O,X,O,X,O
LJSTZOI,O,X,O,X,O,X,O
LJSTOIZ,O,X,O,X,X,X,O
LJSTOZI,O,X,O,X,X,X,O
LJSITZO,O,X,O,X,O,X,O
LJSITOZ,O,X,O,X,X,X,O
LJSIZTO,O,X,O,X,O,X,O
LJSIZOT,O,X,O,X,O,X,O
LJSIOTZ,X,X,O,X,X,O,O
LJSIOZT,O,X,O,X,X,O,O
LJSZTIO,O,X,O,X,O,X,O
LJSZTOI,O,X,O,X,O,X,O
LJSZITO,O,X,O,X,O,X,O
LJSZIOT,O,X,O,X,O,X,O
LJSZOTI,O,X,O,X,O,X,O
LJSZOIT,O,X,O,X,O,X,O
LJSOTIZ,X,X,O,X,X,O,O
LJSOTZI,X,X,O,X,X,X,O
LJSOITZ,X,X,O,X,X,O,O
LJSOIZT,O,X,O,X,X,O,O
LJSOZTI,O,X,O,X,X,X,O
LJSOZIT,O,X,O,X,X,O,O
LJZTISO,O,X,O,O,O,X,O
LJZTIOS,O,X,O,O,O,X,O
LJZTSIO,O,X,O,O,O,X,O
LJZTSOI,O,X,O,O,O,X,O
LJZTOIS,O,X,O,O,O,X,O
LJZTOSI,O,X,O,O,O,X,O
LJZITSO,O,X,O,O,O,X,O
LJZITOS,O,X,O,O,O,X,O
LJZISTO,O,X,O,X,O,X,O
LJZISOT,O,X,O,O,O,X,O
LJZIOTS,O,X,O,O,O,X,O
LJZIOST,O,X,O,O,O,O,O
LJZSTIO,O,X,O,X,O,X,O
LJZSTOI,O,X,O,X,O,X,O
LJZSITO,O,X,O,X,O,X,O
LJZSIOT,O,X,O,O,O,X,O
LJZSOTI,O,X,O,O,O,X,O
LJZSOIT,O,X,O,O,O,X,O
LJZOTIS,O,X,O,O,O,X,O
LJZOTSI,O,X,O,O,O,X,O
LJZOITS,O,X,O,O,O,X,O
LJZOIST,O,X,O,O,O,O,O
LJZOSTI,O,X,O,O,O,X,O
LJZOSIT,O,X,O,O,O,O,O
LJOTISZ,X,X,O,O,O,O,O
LJOTIZS,X,X,O,O,O,O,O
LJOTSIZ,X,X,O,O,O,O,O
LJOTSZI,X,X,O,O,O,O,O
LJOTZIS,X,X,O,O,O,O,O
LJOTZSI,X,X,O,O,O,O,O
LJOITSZ,X,X,O,O,O,O,O
LJOITZS,X,X,O,O,O,X,O
LJOISTZ,X,X,O,X,O,O,O
LJOISZT,O,X,O,X,O,O,O
LJOIZTS,O,X,O,O,O,X,O
LJOIZST,O,X,O,O,O,O,O
LJOSTIZ,X,X,O,X,O,O,O
LJOSTZI,X,X,O,X,O,O,O
LJOSITZ,X,X,O,X,O,O,O
LJOSIZT,O,X,O,X,O,O,O
LJOSZTI,O,X,O,X,O,X,O
LJOSZIT,O,X,O,X,O,O,O
LJOZTIS,O,X,O,O,O,X,O
LJOZTSI,O,X,O,O,O,X,O
LJOZITS,O,X,O,O,O,X,O
LJOZIST,O,X,O,O,O,O,O
LJOZSTI,O,X,O,O,O,X,O
LJOZSIT,O,X,O,O,O,O,O
LSTIJZO,O,X,O,X,X,X,O
LSTIJOZ,O,X,X,X,X,O,O
LSTIZJO,O,O,O,X,X,X,O
LSTIZOJ,O,O,O,X,X,X,O
LSTIOJZ,O,X,X,X,X,O,O
LSTIOZJ,O,O,O,X,X,O,O
LSTJIZO,O,X,O,X,X,X,O
LSTJIOZ,O,X,X,X,X,O,O
LSTJZIO,O,X,O,X,X,X,O
LSTJZOI,O,X,X,X,X,X,O
LSTJOIZ,O,X,X,X,X,O,O
LSTJOZI,O,X,X,X,X,O,O
LSTZIJO,O,O,O,X,X,X,O
LSTZIOJ,O,O,O,X,X,X,O
LSTZJIO,O,O,O,X,X,X,O
LSTZJOI,O,O,X,X,X,X,O
LSTZOIJ,O,O,O,X,X,X,O
LSTZOJI,O,O,X,X,X,X,O
LSTOIJZ,O,X,X,X,X,O,O
LSTOIZJ,O,O,O,X,X,O,O
LSTOJIZ,O,X,X,X,X,O,O
LSTOJZI,O,X,X,X,X,O,O
LSTOZIJ,O,O,O,X,X,O,O
LSTOZJI,O,O,X,X,X,O,O
LSITJZO,O,X,O,X,X,X,O
LSITJOZ,O,X,X,X,X,X,O
LSITZJO,O,O,O,X,X,X,O
LSITZOJ,O,O,O,X,X,X,O
LSITOJZ,O,X,X,X,X,X,O
LSITOZJ,O,O,O,X,X,X,O
