sequence,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmB8mBziB5oBSq?BlsB,v115@9gB8HeA8IeA8IeG8AeA8Ke8EJvhF+lBihBziB5oB3m?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KelAJvhFUiBaoB5oBzkBXm?BGsB,v115@9gB8HeA8IeA8IeG8AeA8KeTAJvhFihB3iB5oBWqB1r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8Ke6FJvhFlhB3iB5oBzkB2r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8KeXBJvhFmiB5oBzkBCnB0l?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmBliB5oBSqBzm?B8sB
SIZLOTJ,O,X,O,X,O,X,O
SIZLOJT,O,X,X,X,O,X,O
SIZJTLO,O,O,O,O,O,X,O
SIZJTOL,O,O,X,O,O,X,X
SIZJLTO,O,O,O,X,O,X,O
SIZJLOT,O,O,X,O,O,X,O
SIZJOTL,X,O,X,O,O,X,X
SIZJOLT,X,O,X,O,O,X,X
SIZOTLJ,X,O,O,O,O,X,O
SIZOTJL,X,O,X,O,O,X,O
SIZOLTJ,X,X,O,X,O,X,O
SIZOLJT,X,X,X,X,O,X,O
SIZOJTL,X,O,X,O,O,X,O
SIZOJLT,X,O,X,O,O,X,O
SIOTLJZ,X,X,O,X,X,O,X
SIOTLZJ,X,O,O,X,X,O,X
SIOTJLZ,X,X,O,X,X,O,X
SIOTJZL,X,O,O,X,X,X,X
SIOTZLJ,X,O,O,X,X,X,X
SIOTZJL,X,O,O,X,X,X,X
SIOLTJZ,X,X,O,X,X,O,O
SIOLTZJ,X,X,O,X,X,X,O
SIOLJTZ,X,X,O,X,O,O,O
SIOLJZT,X,X,O,X,O,O,O
SIOLZTJ,X,X,O,X,O,X,O
SIOLZJT,X,X,O,X,O,O,O
SIOJTLZ,X,X,O,X,O,X,X
SIOJTZL,X,X,O,X,O,X,X
SIOJLTZ,X,X,O,X,O,X,O
SIOJLZT,X,X,O,X,O,X,O
SIOJZTL,X,X,O,X,O,X,O
SIOJZLT,X,X,O,X,O,X,O
SIOZTLJ,X,O,O,X,O,X,O
SIOZTJL,X,O,O,X,O,X,O
SIOZLTJ,X,X,O,X,O,X,O
SIOZLJT,X,X,O,X,O,X,O
SIOZJTL,X,O,O,X,O,X,O
SIOZJLT,X,O,O,X,O,X,O
SLTIJZO,O,X,O,X,X,X,O
SLTIJOZ,O,X,X,X,X,O,O
SLTIZJO,O,O,O,X,X,X,O
SLTIZOJ,O,O,O,X,X,X,O
SLTIOJZ,O,X,X,X,X,O,O
SLTIOZJ,O,O,O,X,X,O,O
SLTJIZO,O,X,O,X,X,X,O
SLTJIOZ,O,X,X,X,X,O,O
SLTJZIO,O,X,O,X,X,X,O
SLTJZOI,O,X,X,X,X,X,O
SLTJOIZ,O,X,X,X,X,O,O
SLTJOZI,O,X,X,X,X,O,O
SLTZIJO,O,O,O,X,X,X,O
SLTZIOJ,O,O,O,X,X,X,O
SLTZJIO,O,O,O,X,X,X,O
SLTZJOI,O,O,X,X,X,X,O
SLTZOIJ,O,O,O,X,X,X,O
SLTZOJI,O,O,X,X,X,X,O
SLTOIJZ,O,X,X,X,X,O,O
SLTOIZJ,O,O,O,X,X,O,O
SLTOJIZ,O,X,X,X,X,O,O
SLTOJZI,O,X,X,X,X,O,O
SLTOZIJ,O,O,O,X,X,O,O
SLTOZJI,O,O,X,X,X,O,O
SLITJZO,O,X,O,X,X,X,O
SLITJOZ,O,X,X,X,X,X,O
SLITZJO,O,O,O,X,X,X,O
SLITZOJ,O,O,O,X,X,X,O
SLITOJZ,O,X,X,X,X,X,O
SLITOZJ,O,O,O,X,X,X,O
SLIJTZO,O,X,O,X,O,X,O
SLIJTOZ,O,X,O,X,X,X,O
SLIJZTO,O,X,O,X,O,X,O
SLIJZOT,O,X,O,X,O,X,O
SLIJOTZ,X,X,O,X,X,O,O
SLIJOZT,O,X,O,X,X,O,O
SLIZTJO,O,O,O,X,O,X,O
SLIZTOJ,O,O,O,X,O,X,O
SLIZJTO,O,O,O,X,O,X,O
SLIZJOT,O,O,X,X,O,X,O
SLIZOTJ,O,X,O,X,O,X,O
SLIZOJT,O,X,X,X,O,X,O
SLIOTJZ,O,X,O,X,X,O,O
SLIOTZJ,O,X,O,X,X,X,O
SLIOJTZ,X,X,O,X,X,O,O
SLIOJZT,O,X,O,X,X,O,O
SLIOZTJ,O,X,O,X,X,X,O
SLIOZJT,O,X,O,X,X,O,O
SLJTIZO,O,X,O,X,O,X,O
SLJTIOZ,O,X,O,X,X,X,O
SLJTZIO,O,X,O,X,O,X,O
SLJTZOI,O,X,O,X,O,X,O
SLJTOIZ,O,X,O,X,X,X,O
SLJTOZI,O,X,O,X,X,X,O
SLJITZO,O,X,O,X,O,X,O
SLJITOZ,O,X,O,X,X,X,O
SLJIZTO,O,X,O,X,O,X,O
SLJIZOT,O,X,O,X,O,X,O
SLJIOTZ,X,X,O,X,X,O,O
SLJIOZT,O,X,O,X,X,O,O
SLJZTIO,O,X,O,X,O,X,O
SLJZTOI,O,X,O,X,O,X,O
SLJZITO,O,X,O,X,O,X,O
SLJZIOT,O,X,O,X,O,X,O
SLJZOTI,O,X,O,X,O,X,O
SLJZOIT,O,X,O,X,O,X,O
SLJOTIZ,X,X,O,X,X,O,O
SLJOTZI,X,X,O,X,X,X,O
SLJOITZ,X,X,O,X,X,O,O
SLJOIZT,O,X,O,X,X,O,O
SLJOZTI,O,X,O,X,X,X,O
SLJOZIT,O,X,O,X,X,O,O
SLZTIJO,O,O,O,X,O,X,O
SLZTIOJ,O,O,O,X,O,X,O
SLZTJIO,O,O,O,X,O,X,O
SLZTJOI,O,O,X,X,O,X,O
SLZTOIJ,O,O,O,X,O,X,O
SLZTOJI,O,O,X,X,X,X,O
SLZITJO,O,O,O,X,O,X,O
SLZITOJ,O,O,O,X,O,X,O
SLZIJTO,O,O,O,X,O,X,O
SLZIJOT,O,O,X,X,O,X,O
SLZIOTJ,O,X,O,X,O,X,O
SLZIOJT,O,X,X,X,O,X,O
SLZJTIO,O,O,O,X,O,X,O
SLZJTOI,O,O,X,X,O,X,O
SLZJITO,O,O,O,X,O,X,O
SLZJIOT,O,O,X,X,O,X,O
SLZJOTI,O,O,X,X,O,X,O
SLZJOIT,O,O,X,X,O,X,O
SLZOTIJ,O,X,O,X,O,X,O
SLZOTJI,O,X,X,X,X,X,O
SLZOITJ,O,X,O,X,O,X,O
SLZOIJT,O,X,X,X,O,X,O
SLZOJTI,O,X,X,X,O,X,O
SLZOJIT,O,X,X,X,O,X,O
SLOTIJZ,O,X,O,X,X,O,O
SLOTIZJ,O,X,O,X,X,O,O
SLOTJIZ,O,X,O,X,X,O,O
SLOTJZI,O,X,O,X,X,O,O
SLOTZIJ,O,X,O,X,X,O,O
SLOTZJI,O,X,O,X,X,O,O
SLOITJZ,O,X,O,X,X,O,O
SLOITZJ,O,X,O,X,X,O,O
SLOIJTZ,X,X,O,X,X,O,O
SLOIJZT,O,X,O,X,X,O,O
SLOIZTJ,O,X,O,X,X,X,O
SLOIZJT,O,X,O,X,X,O,O
SLOJTIZ,X,X,O,X,X,O,O
SLOJTZI,X,X,O,X,X,O,O
SLOJITZ,X,X,O,X,X,O,O
SLOJIZT,O,X,O,X,X,O,O
SLOJZTI,O,X,O,X,X,X,O
SLOJZIT,O,X,O,X,X,O,O
SLOZTIJ,O,X,O,X,X,O,O
SLOZTJI,O,X,O,X,X,O,O
SLOZITJ,O,X,O,X,X,X,O
SLOZIJT,O,X,O,X,X,O,O
SLOZJTI,O,X,O,X,X,X,O
SLOZJIT,O,X,O,X,X,O,O
SJTILZO,X,X,O,O,O,X,X
SJTILOZ,X,X,O,O,X,X,X
SJTIZLO,X,O,O,O,O,X,X
SJTIZOL,X,O,O,O,O,X,X
SJTIOLZ,X,X,O,O,O,X,X
SJTIOZL,X,O,O,O,O,X,X
SJTLIZO,X,X,O,O,O,X,X
SJTLIOZ,X,X,O,O,X,X,X
SJTLZIO,X,X,O,O,O,X,X
SJTLZOI,X,X,O,O,O,X,X
SJTLOIZ,X,X,O,O,X,X,X
SJTLOZI,X,X,O,O,X,X,X
SJTZILO,X,O,O,O,O,X,X
SJTZIOL,X,O,O,O,O,X,X
SJTZLIO,X,O,O,O,O,X,X
SJTZLOI,X,O,O,O,O,X,X
SJTZOIL,X,O,O,O,O,X,X
SJTZOLI,X,O,O,O,O,X,X
SJTOILZ,X,X,O,O,O,X,X
SJTOIZL,X,O,O,O,O,X,X
SJTOLIZ,X,X,O,O,O,X,X
SJTOLZI,X,X,O,O,O,X,X
SJTOZIL,X,O,O,O,O,X,X
SJTOZLI,X,O,O,O,O,X,X
SJITLZO,X,X,O,O,O,X,X
SJITLOZ,X,X,O,O,X,X,X
SJITZLO,X,O,O,O,O,X,X
SJITZOL,X,O,O,O,O,X,X
SJITOLZ,X,X,O,O,O,X,X
SJITOZL,X,O,O,O,O,X,X
SJILTZO,O,X,O,X,O,X,O
SJILTOZ,X,X,O,X,X,X,O
SJILZTO,O,X,O,X,O,X,O
SJILZOT,O,X,O,X,O,X,O
SJILOTZ,X,X,O,X,X,X,O
SJILOZT,O,X,O,X,X,X,O
SJIZTLO,O,O,O,O,O,X,O
SJIZTOL,O,O,O,O,O,X,X
SJIZLTO,O,O,O,X,O,X,O
SJIZLOT,O,O,O,O,O,X,O
SJIZOTL,X,O,O,O,O,X,X
SJIZOLT,X,O,O,O,O,X,X
SJIOTLZ,X,X,O,O,O,X,X
SJIOTZL,X,X,O,O,O,X,X
SJIOLTZ,X,X,O,X,O,X,O
SJIOLZT,X,X,O,X,O,X,O
SJIOZTL,X,X,O,O,O,X,O
SJIOZLT,X,X,O,O,O,X,O
SJLTIZO,O,X,O,X,O,X,O
SJLTIOZ,X,X,O,X,X,X,O
SJLTZIO,O,X,O,X,O,X,O
SJLTZOI,O,X,O,X,O,X,O
SJLTOIZ,X,X,O,X,X,X,O
SJLTOZI,X,X,O,X,X,X,O
SJLITZO,O,X,O,X,O,X,O
SJLITOZ,X,X,O,X,X,X,O
SJLIZTO,O,X,O,X,O,X,O
SJLIZOT,O,X,O,X,O,X,O
SJLIOTZ,X,X,O,X,X,X,O
SJLIOZT,O,X,O,X,X,X,O
SJLZTIO,O,X,O,X,O,X,O
SJLZTOI,O,X,O,X,O,X,O
SJLZITO,O,X,O,X,O,X,O
SJLZIOT,O,X,O,X,O,X,O
SJLZOTI,O,X,O,X,O,X,O
SJLZOIT,O,X,O,X,O,X,O
SJLOTIZ,X,X,O,X,X,X,O
SJLOTZI,X,X,O,X,X,X,O
SJLOITZ,X,X,O,X,X,X,O
SJLOIZT,O,X,O,X,X,X,O
SJLOZTI,O,X,O,X,X,X,O
SJLOZIT,O,X,O,X,X,X,O
SJZTILO,O,O,O,O,O,X,O
SJZTIOL,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,O,X,O
SJZTLOI,O,O,O,O,O,X,O
SJZTOIL,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,O,X,X
SJZITLO,O,O,O,O,O,X,O
SJZITOL,O,O,O,O,O,X,X
SJZILTO,O,O,O,X,O,X,O
SJZILOT,O,O,O,O,O,X,O
SJZIOTL,X,O,O,O,O,X,X
SJZIOLT,X,O,O,O,O,X,X
SJZLTIO,O,O,O,X,O,X,O
SJZLTOI,O,O,O,X,O,X,O
SJZLITO,O,O,O,X,O,X,O
SJZLIOT,O,O,O,O,O,X,O
SJZLOTI,O,O,O,O,O,X,O
SJZLOIT,O,O,O,O,O,X,O
SJZOTIL,X,O,O,O,O,X,X
SJZOTLI,X,O,O,O,O,X,X
SJZOITL,X,O,O,O,O,X,X
SJZOILT,X,O,O,O,O,X,X
SJZOLTI,X,O,O,O,O,X,X
SJZOLIT,X,O,O,O,O,X,X
SJOTILZ,X,X,O,O,O,X,X
SJOTIZL,X,X,O,O,O,X,X
SJOTLIZ,X,X,O,O,O,X,X
SJOTLZI,X,X,O,O,O,X,X
SJOTZIL,X,X,O,O,O,X,X
SJOTZLI,X,X,O,O,O,X,X
SJOITLZ,X,X,O,O,O,X,X
SJOITZL,X,X,O,O,O,X,X
SJOILTZ,X,X,O,X,O,X,O
SJOILZT,X,X,O,X,O,X,O
SJOIZTL,X,X,O,O,O,X,O
SJOIZLT,X,X,O,O,O,X,O
SJOLTIZ,X,X,O,X,O,X,O
SJOLTZI,X,X,O,X,O,X,O
SJOLITZ,X,X,O,X,O,X,O
SJOLIZT,X,X,O,X,O,X,O
SJOLZTI,X,X,O,X,O,X,O
SJOLZIT,X,X,O,X,O,X,O
SJOZTIL,X,X,O,O,O,X,O
SJOZTLI,X,X,O,O,O,X,O
SJOZITL,X,X,O,O,O,X,O
SJOZILT,X,X,O,O,O,X,O
SJOZLTI,X,X,O,O,O,X,O
SJOZLIT,X,X,O,O,O,X,O
SZTILJO,O,O,O,O,O,X,O
SZTILOJ,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,O,X,O
SZTIJOL,O,O,X,O,O,X,X
SZTIOLJ,O,O,O,O,O,X,O
SZTIOJL,O,O,X,O,O,X,O
SZTLIJO,O,O,O,O,O,X,O
SZTLIOJ,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,X,O
SZTLJOI,O,O,X,O,O,X,O
SZTLOIJ,O,O,O,O,O,X,O
SZTLOJI,O,O,X,O,O,X,O
SZTJILO,O,O,O,O,O,X,O
SZTJIOL,O,O,X,O,O,X,X
SZTJLIO,O,O,O,O,O,X,O
SZTJLOI,O,O,X,O,O,X,O
SZTJOIL,O,O,X,O,O,X,X
SZTJOLI,O,O,X,O,O,X,X
SZTOILJ,O,O,O,O,O,X,O
SZTOIJL,O,O,X,O,O,X,O
SZTOLIJ,O,O,O,O,O,X,O
SZTOLJI,O,O,X,O,O,X,O
SZTOJIL,O,O,X,O,O,X,O
SZTOJLI,O,O,X,O,O,X,O
SZITLJO,O,O,O,O,O,X,O
SZITLOJ,O,O,O,O,O,X,O
SZITJLO,O,O,O,O,O,X,O
SZITJOL,O,O,X,O,O,X,X
SZITOLJ,O,O,O,O,O,X,O
SZITOJL,O,O,X,O,O,X,O
SZILTJO,O,O,O,O,O,X,O
SZILTOJ,O,O,O,O,O,X,O
SZILJTO,O,O,O,X,O,X,O
SZILJOT,O,O,X,O,O,X,O
SZILOTJ,O,X,O,X,O,X,O
SZILOJT,O,X,X,X,O,X,O
SZIJTLO,O,O,O,O,O,X,O
SZIJTOL,O,O,X,O,O,X,X
SZIJLTO,O,O,O,X,O,X,O
SZIJLOT,O,O,X,O,O,X,O
SZIJOTL,X,O,X,O,O,X,X
SZIJOLT,X,O,X,O,O,X,X
SZIOTLJ,X,O,O,O,O,X,O
SZIOTJL,X,O,X,O,O,X,O
SZIOLTJ,X,X,O,X,O,X,O
SZIOLJT,X,X,X,X,O,X,O
SZIOJTL,X,O,X,O,O,X,O
SZIOJLT,X,O,X,O,O,X,O
SZLTIJO,O,O,O,O,O,X,O
SZLTIOJ,O,O,O,O,O,X,O
SZLTJIO,O,O,O,O,O,X,O
SZLTJOI,O,O,X,O,O,X,O
SZLTOIJ,O,O,O,O,O,X,O
SZLTOJI,O,O,X,O,O,X,O
SZLITJO,O,O,O,O,O,X,O
SZLITOJ,O,O,O,O,O,X,O
SZLIJTO,O,O,O,X,O,X,O
SZLIJOT,O,O,X,O,O,X,O
SZLIOTJ,O,X,O,X,O,X,O
SZLIOJT,O,X,X,X,O,X,O
SZLJTIO,O,O,O,X,O,X,O
SZLJTOI,O,O,X,X,O,X,O
SZLJITO,O,O,O,X,O,X,O
SZLJIOT,O,O,X,O,O,X,O
SZLJOTI,O,O,X,O,O,X,O
SZLJOIT,O,O,X,O,O,X,O
SZLOTIJ,O,X,O,X,O,X,O
SZLOTJI,O,X,X,X,O,X,O
SZLOITJ,O,X,O,X,O,X,O
SZLOIJT,O,X,X,X,O,X,O
SZLOJTI,O,X,X,X,O,X,O
SZLOJIT,O,X,X,X,O,X,O
SZJTILO,O,O,O,O,O,X,O
SZJTIOL,O,O,X,O,O,X,X
SZJTLIO,O,O,O,O,O,X,O
SZJTLOI,O,O,X,O,O,X,O
SZJTOIL,O,O,X,O,O,X,X
SZJTOLI,O,O,X,O,O,X,X
SZJITLO,O,O,O,O,O,X,O
SZJITOL,O,O,X,O,O,X,X
SZJILTO,O,O,O,X,O,X,O
SZJILOT,O,O,X,O,O,X,O
SZJIOTL,X,O,X,O,O,X,X
SZJIOLT,X,O,X,O,O,X,X
SZJLTIO,O,O,O,X,O,X,O
SZJLTOI,O,O,X,X,O,X,O
SZJLITO,O,O,O,X,O,X,O
SZJLIOT,O,O,X,O,O,X,O
SZJLOTI,O,O,X,O,O,X,O
SZJLOIT,O,O,X,O,O,X,O
SZJOTIL,X,O,X,O,O,X,X
SZJOTLI,X,O,X,O,O,X,X
SZJOITL,X,O,X,O,O,X,X
SZJOILT,X,O,X,O,O,X,X
SZJOLTI,X,O,X,O,O,X,X
SZJOLIT,X,O,X,O,O,X,X
SZOTILJ,X,O,O,O,O,X,O
SZOTIJL,X,O,X,O,O,X,O
SZOTLIJ,X,O,O,O,O,X,O
SZOTLJI,X,O,X,O,O,X,O
SZOTJIL,X,O,X,O,O,X,O
SZOTJLI,X,O,X,O,O,X,O
SZOITLJ,X,O,O,O,O,X,O
SZOITJL,X,O,X,O,O,X,O
SZOILTJ,X,X,O,X,O,X,O
SZOILJT,X,X,X,X,O,X,O
SZOIJTL,X,O,X,O,O,X,O
SZOIJLT,X,O,X,O,O,X,O
SZOLTIJ,X,X,O,X,O,X,O
SZOLTJI,X,X,X,X,O,X,O
SZOLITJ,X,X,O,X,O,X,O
SZOLIJT,X,X,X,X,O,X,O
SZOLJTI,X,X,X,X,O,X,O
SZOLJIT,X,X,X,X,O,X,O
SZOJTIL,X,O,X,O,O,X,O
SZOJTLI,X,O,X,O,O,X,O
SZOJITL,X,O,X,O,O,X,O
SZOJILT,X,O,X,O,O,X,O
SZOJLTI,X,O,X,O,O,X,O
SZOJLIT,X,O,X,O,O,X,O
SOTILJZ,X,X,O,X,X,O,X
SOTILZJ,X,O,O,X,X,O,X
SOTIJLZ,X,X,O,X,X,O,X
SOTIJZL,X,O,O,X,X,X,X
SOTIZLJ,X,O,O,X,X,X,X
SOTIZJL,X,O,O,X,X,X,X
SOTLIJZ,X,X,O,X,X,O,X
SOTLIZJ,X,O,O,X,X,O,X
SOTLJIZ,X,X,O,X,X,O,X
SOTLJZI,X,X,O,X,X,O,X
SOTLZIJ,X,O,O,X,X,O,X
SOTLZJI,X,O,O,X,X,O,X
SOTJILZ,X,X,O,X,X,O,X
SOTJIZL,X,O,O,X,X,X,X
SOTJLIZ,X,X,O,X,X,O,X
SOTJLZI,X,X,O,X,X,O,X
SOTJZIL,X,O,O,X,X,X,X
SOTJZLI,X,O,O,X,X,X,X
SOTZILJ,X,O,O,X,X,X,X
SOTZIJL,X,O,O,X,X,X,X
SOTZLIJ,X,O,O,X,X,X,X
SOTZLJI,X,O,O,X,X,X,X
SOTZJIL,X,O,O,X,X,X,X
SOTZJLI,X,O,O,X,X,X,X
SOITLJZ,X,X,O,X,X,O,X
SOITLZJ,X,O,O,X,X,O,X
SOITJLZ,X,X,O,X,X,O,X
SOITJZL,X,O,O,X,X,X,X
SOITZLJ,X,O,O,X,X,X,X
SOITZJL,X,O,O,X,X,X,X
SOILTJZ,X,X,O,X,X,O,O
SOILTZJ,X,X,O,X,X,X,O
SOILJTZ,X,X,O,X,O,O,O
SOILJZT,X,X,O,X,O,O,O
SOILZTJ,X,X,O,X,O,X,O
SOILZJT,X,X,O,X,O,O,O
SOIJTLZ,X,X,O,X,O,X,X
SOIJTZL,X,X,O,X,O,X,X
SOIJLTZ,X,X,O,X,O,X,O
SOIJLZT,X,X,O,X,O,X,O
SOIJZTL,X,X,O,X,O,X,O
SOIJZLT,X,X,O,X,O,X,O
SOIZTLJ,X,O,O,X,O,X,O
SOIZTJL,X,O,O,X,O,X,O
SOIZLTJ,X,X,O,X,O,X,O
SOIZLJT,X,X,O,X,O,X,O
SOIZJTL,X,O,O,X,O,X,O
SOIZJLT,X,O,O,X,O,X,O
SOLTIJZ,X,X,O,X,X,O,O
SOLTIZJ,X,X,O,X,X,O,O
SOLTJIZ,X,X,O,X,X,O,O
SOLTJZI,X,X,O,X,X,O,O
SOLTZIJ,X,X,O,X,X,O,O
SOLTZJI,X,X,O,X,X,O,O
SOLITJZ,X,X,O,X,X,O,O
SOLITZJ,X,X,O,X,X,O,O
SOLIJTZ,X,X,O,X,O,O,O
SOLIJZT,X,X,O,X,O,O,O
SOLIZTJ,X,X,O,X,O,X,O
SOLIZJT,X,X,O,X,O,O,O
SOLJTIZ,X,X,O,X,O,O,O
SOLJTZI,X,X,O,X,O,O,O
SOLJITZ,X,X,O,X,O,O,O
SOLJIZT,X,X,O,X,O,O,O
SOLJZTI,X,X,O,X,O,X,O
SOLJZIT,X,X,O,X,O,O,O
SOLZTIJ,X,X,O,X,O,O,O
SOLZTJI,X,X,O,X,O,O,O
SOLZITJ,X,X,O,X,O,X,O
SOLZIJT,X,X,O,X,O,O,O
SOLZJTI,X,X,O,X,O,X,O
SOLZJIT,X,X,O,X,O,O,O
SOJTILZ,X,X,O,X,O,X,X
SOJTIZL,X,X,O,X,O,X,X
SOJTLIZ,X,X,O,X,O,X,X
SOJTLZI,X,X,O,X,O,X,X
SOJTZIL,X,X,O,X,O,X,X
SOJTZLI,X,X,O,X,O,X,X
SOJITLZ,X,X,O,X,O,X,X
SOJITZL,X,X,O,X,O,X,X
SOJILTZ,X,X,O,X,O,X,O
SOJILZT,X,X,O,X,O,X,O
SOJIZTL,X,X,O,X,O,X,O
SOJIZLT,X,X,O,X,O,X,O
SOJLTIZ,X,X,O,X,O,X,O
SOJLTZI,X,X,O,X,O,X,O
SOJLITZ,X,X,O,X,O,X,O
SOJLIZT,X,X,O,X,O,X,O
SOJLZTI,X,X,O,X,O,X,O
SOJLZIT,X,X,O,X,O,X,O
SOJZTIL,X,X,O,X,O,X,O
SOJZTLI,X,X,O,X,O,X,O
SOJZITL,X,X,O,X,O,X,O
SOJZILT,X,X,O,X,O,X,O
SOJZLTI,X,X,O,X,O,X,O
SOJZLIT,X,X,O,X,O,X,O
SOZTILJ,X,O,O,X,O,X,O
SOZTIJL,X,O,O,X,O,X,O
SOZTLIJ,X,O,O,X,O,X,O
SOZTLJI,X,O,O,X,O,X,O
SOZTJIL,X,O,O,X,O,X,O
SOZTJLI,X,O,O,X,O,X,O
SOZITLJ,X,O,O,X,O,X,O
SOZITJL,X,O,O,X,O,X,O
SOZILTJ,X,X,O,X,O,X,O
SOZILJT,X,X,O,X,O,X,O
SOZIJTL,X,O,O,X,O,X,O
SOZIJLT,X,O,O,X,O,X,O
SOZLTIJ,X,X,O,X,O,X,O
SOZLTJI,X,X,O,X,O,X,O
SOZLITJ,X,X,O,X,O,X,O
SOZLIJT,X,X,O,X,O,X,O
SOZLJTI,X,X,O,X,O,X,O
SOZLJIT,X,X,O,X,O,X,O
SOZJTIL,X,O,O,X,O,X,O
SOZJTLI,X,O,O,X,O,X,O
SOZJITL,X,O,O,X,O,X,O
SOZJILT,X,O,O,X,O,X,O
SOZJLTI,X,O,O,X,O,X,O
SOZJLIT,X,O,O,X,O,X,O
ZTILJSO,O,O,X,O,O,X,O
ZTILJOS,O,O,X,O,O,O,O
ZTILSJO,O,O,X,O,O,X,O
ZTILSOJ,O,O,X,O,O,X,O
ZTILOJS,O,O,X,O,X,O,O
ZTILOSJ,O,O,X,O,X,O,O
ZTIJLSO,O,O,X,O,O,X,O
ZTIJLOS,O,O,X,O,O,O,O
ZTIJSLO,O,O,X,O,O,X,O
ZTIJSOL,O,O,X,O,O,X,X
ZTIJOLS,O,O,X,O,O,O,O
ZTIJOSL,O,O,X,O,O,X,O
ZTISLJO,O,O,X,O,O,X,O
ZTISLOJ,O,O,X,O,O,X,O
ZTISJLO,O,O,X,O,O,X,O
ZTISJOL,O,O,X,O,O,X,X
ZTISOLJ,O,O,X,O,O,X,O
ZTISOJL,O,O,X,O,O,X,O
ZTIOLJS,O,O,X,O,O,O,O
ZTIOLSJ,O,O,X,O,O,O,O
ZTIOJLS,O,O,X,O,O,O,O
ZTIOJSL,O,O,X,O,O,X,O
ZTIOSLJ,O,O,X,O,O,X,O
ZTIOSJL,O,O,X,O,O,X,O
ZTLIJSO,O,O,X,O,O,X,O
ZTLIJOS,O,O,X,O,O,O,O
ZTLISJO,O,O,X,O,O,X,O
ZTLISOJ,O,O,X,O,O,X,O
ZTLIOJS,O,O,X,O,X,O,O
ZTLIOSJ,O,O,X,O,X,O,O
ZTLJISO,O,O,X,O,O,X,O
ZTLJIOS,O,O,X,O,O,O,O
ZTLJSIO,O,O,X,O,O,X,O
ZTLJSOI,O,O,X,O,O,X,O
ZTLJOIS,O,O,X,O,O,O,O
ZTLJOSI,O,O,X,O,O,O,O
ZTLSIJO,O,O,X,O,O,X,O
ZTLSIOJ,O,O,X,O,O,X,O
ZTLSJIO,O,O,X,O,O,X,O
ZTLSJOI,O,O,X,O,O,X,O
ZTLSOIJ,O,O,X,O,O,X,O
ZTLSOJI,O,O,X,O,X,X,O
ZTLOIJS,O,O,X,O,X,O,O
ZTLOISJ,O,O,X,O,X,O,O
ZTLOJIS,O,O,X,O,X,O,O
ZTLOJSI,O,O,X,O,X,O,O
ZTLOSIJ,O,O,X,O,X,O,O
ZTLOSJI,O,O,X,O,X,O,O
ZTJILSO,O,O,X,O,O,X,O
ZTJILOS,O,O,X,O,O,O,O
ZTJISLO,O,O,X,O,O,X,O
ZTJISOL,O,O,X,O,O,X,X
ZTJIOLS,O,O,X,O,O,O,O
ZTJIOSL,O,O,X,O,O,X,O
ZTJLISO,O,O,X,O,O,X,O
ZTJLIOS,O,O,X,O,O,O,O
ZTJLSIO,O,O,X,O,O,X,O
ZTJLSOI,O,O,X,O,O,X,O
ZTJLOIS,O,O,X,O,O,O,O
ZTJLOSI,O,O,X,O,O,O,O
ZTJSILO,O,O,X,O,O,X,O
ZTJSIOL,O,O,X,O,O,X,X
ZTJSLIO,O,O,X,O,O,X,O
ZTJSLOI,O,O,X,O,O,X,O
ZTJSOIL,O,O,X,O,O,X,X
ZTJSOLI,O,O,X,O,O,X,X
ZTJOILS,O,O,X,O,O,O,O
ZTJOISL,O,O,X,O,O,X,O
ZTJOLIS,O,O,X,O,O,O,O
ZTJOLSI,O,O,X,O,O,O,O
ZTJOSIL,O,O,X,O,O,X,O
ZTJOSLI,O,O,X,O,O,X,O
ZTSILJO,O,O,X,O,O,X,O
ZTSILOJ,O,O,X,O,O,X,O
ZTSIJLO,O,O,X,O,O,X,O
ZTSIJOL,O,O,X,O,O,X,X
ZTSIOLJ,O,O,X,O,O,X,O
ZTSIOJL,O,O,X,O,O,X,O
ZTSLIJO,O,O,X,O,O,X,O
ZTSLIOJ,O,O,X,O,O,X,O
ZTSLJIO,O,O,X,O,O,X,O
ZTSLJOI,O,O,X,O,O,X,O
ZTSLOIJ,O,O,X,O,O,X,O
ZTSLOJI,O,O,X,O,O,X,O
ZTSJILO,O,O,X,O,O,X,O
ZTSJIOL,O,O,X,O,O,X,X
ZTSJLIO,O,O,X,O,O,X,O
ZTSJLOI,O,O,X,O,O,X,O
ZTSJOIL,O,O,X,O,O,X,X
ZTSJOLI,O,O,X,O,O,X,X
ZTSOILJ,O,O,X,O,O,X,O
ZTSOIJL,O,O,X,O,O,X,O
ZTSOLIJ,O,O,X,O,O,X,O
ZTSOLJI,O,O,X,O,O,X,O
ZTSOJIL,O,O,X,O,O,X,O
ZTSOJLI,O,O,X,O,O,X,O
