sequence,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeR7IvhF3cB1iB?6jBzfBWmB0qB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeF7IvhF0cBxdB?flBGjBCmBzqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFRcB1iB?6jBWmBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeqAJvhFxdBzfB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhF0dB6jB?lhBRlB+lBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFxdBlhB?GjBUlBfrBCrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeWAJvhF0dB6jB?lhBRlBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFFcBxdB?3hBGjBUlBqqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFqgBxdB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFxdB0gB?lhBGjBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFTbBXhB?xiBlhBGjB0qB
LJIOSTZ,O,O,X,O,X,X,X,X,X,X,O
LJIOSZT,X,O,X,X,X,X,X,X,X,X,O
LJIOZTS,O,X,X,O,O,X,O,X,O,O,X
LJIOZST,X,O,X,X,X,X,X,X,O,X,X
LJSTIZO,O,O,O,X,X,X,X,X,O,O,X
LJSTIOZ,O,O,X,O,X,X,X,X,X,X,X
LJSTZIO,O,O,O,X,X,X,X,X,O,O,X
LJSTZOI,O,O,O,X,X,X,X,X,O,O,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,O,O,X
LJSITOZ,O,O,X,O,X,X,X,X,X,X,X
LJSIZTO,X,O,X,X,X,X,X,O,O,O,X
LJSIZOT,X,O,X,X,X,X,X,O,O,X,X
LJSIOTZ,X,O,X,O,X,X,X,X,X,X,O
LJSIOZT,X,O,X,X,X,X,X,X,X,X,O
LJSZTIO,X,O,O,X,X,X,X,O,O,O,X
LJSZTOI,X,O,O,X,X,X,X,O,O,O,X
LJSZITO,X,O,X,X,X,X,X,O,O,O,X
LJSZIOT,X,O,X,X,X,X,X,O,O,X,X
LJSZOTI,X,O,O,X,X,X,X,O,O,X,X
LJSZOIT,X,O,X,X,X,X,X,O,O,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,O
LJSOIZT,X,O,X,X,X,X,X,X,X,X,O
LJSOZTI,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,O,X,O,O,O,O,X
LJZTIOS,O,X,O,O,O,X,O,O,O,O,X
LJZTSIO,O,O,O,X,X,X,X,O,O,O,X
LJZTSOI,O,O,O,X,X,X,X,O,O,O,X
LJZTOIS,O,X,O,O,X,X,X,O,O,O,X
LJZTOSI,O,X,O,O,X,X,X,O,O,O,X
LJZITSO,O,O,O,X,O,X,O,O,O,O,X
LJZITOS,O,X,O,O,O,X,O,O,O,O,X
LJZISTO,O,O,X,X,X,O,O,O,O,O,X
LJZISOT,X,O,X,X,X,O,X,O,O,X,O
LJZIOTS,O,X,O,O,O,X,O,O,O,O,X
LJZIOST,O,O,X,X,X,O,X,O,O,X,O
LJZSTIO,O,O,O,X,X,O,X,O,O,O,X
LJZSTOI,O,O,O,X,X,O,X,O,O,O,X
LJZSITO,O,O,X,X,X,O,X,O,O,O,X
LJZSIOT,X,O,X,X,X,O,X,O,O,X,O
LJZSOTI,O,O,O,X,X,O,X,O,O,X,X
LJZSOIT,O,O,X,X,X,O,X,O,O,X,O
LJZOTIS,O,X,O,O,X,X,X,O,O,O,X
LJZOTSI,O,X,O,O,X,X,X,O,O,O,X
LJZOITS,O,X,O,O,X,X,X,O,O,O,X
LJZOIST,O,O,X,X,X,O,X,O,O,X,O
LJZOSTI,O,O,O,X,X,O,X,O,O,X,X
LJZOSIT,O,O,X,X,X,O,X,O,O,X,O
LJOTISZ,O,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,X,X,X,X,O,O,X
LJOTSIZ,O,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,O,O,X
LJOTZSI,O,X,O,O,X,X,X,X,O,O,X
LJOITSZ,O,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,O,O,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X,O
LJOISZT,X,O,X,X,X,X,X,X,X,X,O
LJOIZTS,O,X,X,O,X,X,X,X,O,O,X
LJOIZST,O,O,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,X,X,X,O
LJOSIZT,X,O,X,X,X,X,X,X,X,X,O
LJOSZTI,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,X,X,X,X,O,O,X
LJOZTSI,O,X,O,O,X,X,X,X,O,O,X
LJOZITS,O,X,O,O,X,X,X,X,O,O,X
LJOZIST,O,O,X,X,X,X,X,X,O,X,X
LJOZSTI,O,O,O,X,X,X,X,X,O,X,X
LJOZSIT,O,O,X,X,X,X,X,X,O,X,X
LSTIJZO,O,O,O,X,O,X,O,X,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,O,X,X,X,X
LSTIZOJ,O,O,O,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,O,X,X,X,X,X,O
LSTIOZJ,O,X,X,X,O,X,X,X,X,X,O
LSTJIZO,O,O,O,X,X,X,X,X,O,O,X
LSTJIOZ,O,O,X,O,X,X,X,X,X,X,X
LSTJZIO,O,O,O,X,X,X,X,X,O,O,X
LSTJZOI,O,O,O,X,X,X,X,X,O,O,X
LSTJOIZ,O,O,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,O,X,O,X,X,X,X
LSTZIOJ,O,O,O,X,O,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,O,O,X
LSTZJOI,O,O,O,X,X,X,X,X,O,O,X
LSTZOIJ,O,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X,O,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,X,X,O
LSTOIZJ,O,X,X,X,X,X,X,X,X,X,O
LSTOJIZ,O,O,X,O,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,X,O,X,X,O,X,O,X,X,X,X
LSITJOZ,X,O,X,X,O,X,X,X,X,X,X
LSITZJO,X,O,X,X,O,X,O,X,X,X,X
LSITZOJ,X,O,X,X,O,X,X,X,X,X,X
LSITOJZ,X,X,X,X,O,X,X,X,X,X,O
LSITOZJ,X,X,X,X,O,X,X,X,X,X,O
LSIJTZO,X,O,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,X,X,X,O,X,X,X,X
LSIJZOT,X,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,O
LSIJOZT,X,O,X,X,X,X,X,X,X,X,O
LSIZTJO,X,O,X,X,O,X,O,O,X,X,X
LSIZTOJ,X,O,X,X,O,X,X,O,X,X,O
LSIZJTO,X,O,X,X,X,X,O,O,X,X,X
LSIZJOT,X,O,X,X,X,X,X,O,X,X,O
LSIZOTJ,X,O,X,X,O,X,X,O,X,X,O
LSIZOJT,X,X,X,X,X,X,X,O,X,X,O
LSIOTJZ,X,X,X,X,O,X,X,X,X,X,O
LSIOTZJ,X,X,X,X,O,X,X,X,X,X,O
LSIOJTZ,X,X,X,X,X,X,X,X,X,X,O
LSIOJZT,X,X,X,X,X,X,X,X,X,X,O
LSIOZTJ,X,X,X,X,O,X,X,X,X,X,O
LSIOZJT,X,X,X,X,X,X,X,X,X,X,O
LSJTIZO,O,O,O,X,X,X,X,X,O,O,X
LSJTIOZ,O,O,X,O,X,X,X,X,X,X,X
LSJTZIO,O,O,O,X,X,X,X,X,O,O,X
LSJTZOI,O,O,O,X,X,X,X,X,O,O,X
LSJTOIZ,O,O,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,O,O,X
LSJITOZ,O,O,X,O,X,X,X,X,X,X,X
LSJIZTO,X,O,X,X,X,X,X,O,O,O,X
LSJIZOT,X,O,X,X,X,X,X,O,O,X,X
LSJIOTZ,X,O,X,O,X,X,X,X,X,X,O
LSJIOZT,X,O,X,X,X,X,X,X,X,X,O
LSJZTIO,X,O,O,X,X,X,X,O,O,O,X
LSJZTOI,X,O,O,X,X,X,X,O,O,O,X
LSJZITO,X,O,X,X,X,X,X,O,O,O,X
LSJZIOT,X,O,X,X,X,X,X,O,O,X,X
LSJZOTI,X,O,O,X,X,X,X,O,O,X,X
LSJZOIT,X,O,X,X,X,X,X,O,O,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,X,X,X
LSJOITZ,O,O,X,O,X,X,X,X,X,X,O
LSJOIZT,X,O,X,X,X,X,X,X,X,X,O
LSJOZTI,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,X,O,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,X,O,O,X,X,X
LSZTIOJ,O,O,O,X,O,X,X,O,X,X,O
LSZTJIO,O,O,O,X,X,X,X,O,O,O,X
LSZTJOI,O,O,O,X,X,X,X,O,O,O,X
LSZTOIJ,O,O,O,X,X,X,X,O,X,X,O
LSZTOJI,O,O,O,X,X,X,X,O,O,X,X
LSZITJO,X,O,X,X,O,X,O,O,X,X,X
LSZITOJ,X,O,X,X,O,X,X,O,X,X,O
LSZIJTO,X,O,X,X,X,X,O,O,X,X,X
LSZIJOT,X,O,X,X,X,X,X,O,X,X,O
LSZIOTJ,X,O,X,X,O,X,X,O,X,X,O
LSZIOJT,X,X,X,X,X,X,X,O,X,X,O
LSZJTIO,O,O,O,X,X,X,X,O,O,O,X
LSZJTOI,O,O,O,X,X,X,X,O,O,O,X
LSZJITO,O,O,X,X,X,X,X,O,O,O,X
LSZJIOT,X,O,X,X,X,X,X,O,O,X,O
LSZJOTI,O,O,O,X,X,X,X,O,O,X,X
LSZJOIT,O,O,X,X,X,X,X,O,O,X,O
LSZOTIJ,O,O,O,X,X,X,X,O,X,X,O
LSZOTJI,O,O,O,X,X,X,X,O,O,X,X
LSZOITJ,O,O,X,X,X,X,X,O,X,X,O
LSZOIJT,O,X,X,X,X,X,X,O,X,X,O
LSZOJTI,O,O,O,X,X,X,X,O,O,X,X
LSZOJIT,O,O,X,X,X,X,X,O,O,X,O
LSOTIJZ,O,X,X,X,X,X,X,X,X,X,O
LSOTIZJ,O,X,X,X,X,X,X,X,X,X,O
LSOTJIZ,O,O,X,O,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,O
LSOITZJ,O,X,X,X,X,X,X,X,X,X,O
LSOIJTZ,O,X,X,X,X,X,X,X,X,X,O
LSOIJZT,X,X,X,X,X,X,X,X,X,X,O
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,O
LSOIZJT,O,X,X,X,X,X,X,X,X,X,O
LSOJTIZ,O,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,X,O,X,X,X,X,X,X,O
LSOJIZT,X,O,X,X,X,X,X,X,X,X,O
LSOJZTI,X,O,X,X,X,X,X,X,X,X,X
LSOJZIT,X,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X,O
LSOZIJT,O,X,X,X,X,X,X,X,X,X,O
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,O,X,O,X,O,X,O,O,O,O,X
LZTIJOS,O,X,O,X,O,X,O,O,O,O,X
LZTISJO,O,O,O,X,O,X,O,X,X,X,X
LZTISOJ,O,O,O,X,O,X,X,X,X,X,O
LZTIOJS,O,X,O,X,O,X,O,O,O,X,X
LZTIOSJ,O,X,O,X,O,X,X,X,X,X,O
LZTJISO,O,O,O,X,O,X,O,O,O,O,X
LZTJIOS,O,X,O,O,O,X,O,O,O,O,X
LZTJSIO,O,O,O,X,X,X,X,O,O,O,X
LZTJSOI,O,O,O,X,X,X,X,O,O,O,X
LZTJOIS,O,X,O,O,X,X,X,O,O,O,X
LZTJOSI,O,X,O,O,X,X,X,O,O,O,X
LZTSIJO,O,O,O,X,O,X,O,O,X,X,X
LZTSIOJ,O,O,O,X,O,X,X,O,X,X,O
LZTSJIO,O,O,O,X,X,X,X,O,O,O,X
LZTSJOI,O,O,O,X,X,X,X,O,O,O,X
LZTSOIJ,O,O,O,X,X,X,X,O,X,X,O
LZTSOJI,O,O,O,X,X,X,X,O,O,X,X
LZTOIJS,O,X,O,X,O,X,O,O,O,X,X
LZTOISJ,O,X,O,X,O,X,X,X,X,X,O
LZTOJIS,O,X,O,O,X,X,X,O,O,O,X
LZTOJSI,O,X,O,O,X,X,X,O,O,O,X
LZTOSIJ,O,X,O,X,X,X,X,O,X,X,O
LZTOSJI,O,X,O,X,X,X,X,O,O,X,X
LZITJSO,O,X,O,X,O,X,O,O,O,O,X
LZITJOS,O,X,O,X,O,X,O,O,O,O,X
LZITSJO,O,O,O,X,O,X,O,X,X,X,X
LZITSOJ,O,O,O,X,O,X,X,X,X,X,O
LZITOJS,O,X,O,X,O,X,O,O,O,X,X
LZITOSJ,O,X,O,X,O,X,X,X,X,X,O
LZIJTSO,O,O,O,X,O,X,O,O,O,O,X
LZIJTOS,O,X,O,X,O,X,O,O,O,O,X
LZIJSTO,O,O,X,X,X,X,O,O,O,O,X
LZIJSOT,X,O,X,X,X,X,X,O,O,X,O
LZIJOTS,O,X,O,X,O,X,O,O,O,O,X
LZIJOST,O,O,X,X,X,X,X,O,O,X,O
LZISTJO,X,O,X,X,O,X,O,O,X,X,X
LZISTOJ,X,O,X,X,O,X,X,O,X,X,O
LZISJTO,X,O,X,X,X,X,O,O,X,X,X
LZISJOT,X,O,X,X,X,X,X,O,X,X,O
LZISOTJ,X,O,X,X,O,X,X,O,X,X,O
LZISOJT,X,X,X,X,X,X,X,O,X,X,O
LZIOTJS,O,X,O,X,O,X,O,O,O,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X,O
LZIOJTS,O,X,O,X,O,X,O,O,O,X,X
LZIOJST,O,X,X,X,X,X,X,O,O,X,O
LZIOSTJ,O,O,X,X,O,X,X,O,X,X,O
LZIOSJT,O,X,X,X,X,X,X,O,X,X,O
LZJTISO,O,O,O,X,O,X,O,O,O,O,X
LZJTIOS,O,X,O,O,O,X,O,O,O,O,X
LZJTSIO,O,O,O,X,X,X,X,O,O,O,X
LZJTSOI,O,O,O,X,X,X,X,O,O,O,X
LZJTOIS,O,X,O,O,X,X,X,O,O,O,X
LZJTOSI,O,X,O,O,X,X,X,O,O,O,X
LZJITSO,O,O,O,X,O,X,O,O,O,O,X
LZJITOS,O,X,O,O,O,X,O,O,O,O,X
LZJISTO,O,O,X,X,X,O,O,O,O,O,X
LZJISOT,X,O,X,X,X,O,X,O,O,X,O
LZJIOTS,O,X,O,O,O,X,O,O,O,O,X
LZJIOST,O,O,X,X,X,O,X,O,O,X,O
LZJSTIO,O,O,O,X,X,O,X,O,O,O,X
LZJSTOI,O,O,O,X,X,O,X,O,O,O,X
LZJSITO,O,O,X,X,X,O,X,O,O,O,X
LZJSIOT,X,O,X,X,X,O,X,O,O,X,O
LZJSOTI,O,O,O,X,X,O,X,O,O,X,X
LZJSOIT,O,O,X,X,X,O,X,O,O,X,O
LZJOTIS,O,X,O,O,X,X,X,O,O,O,X
LZJOTSI,O,X,O,O,X,X,X,O,O,O,X
LZJOITS,O,X,O,O,X,X,X,O,O,O,X
LZJOIST,O,O,X,X,X,O,X,O,O,X,O
LZJOSTI,O,O,O,X,X,O,X,O,O,X,X
LZJOSIT,O,O,X,X,X,O,X,O,O,X,O
LZSTIJO,O,O,O,X,O,X,O,O,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,O,X,X,O
LZSTJIO,O,O,O,X,X,O,X,O,O,O,X
LZSTJOI,O,O,O,X,X,O,X,O,O,O,X
LZSTOIJ,O,O,O,X,X,X,X,O,X,X,O
LZSTOJI,O,O,O,X,X,O,X,O,O,X,X
LZSITJO,X,O,X,X,O,X,O,O,X,X,X
LZSITOJ,X,O,X,X,O,X,X,O,X,X,O
LZSIJTO,X,O,X,X,X,X,O,O,X,X,X
LZSIJOT,X,O,X,X,X,X,X,O,X,X,O
LZSIOTJ,X,O,X,X,O,X,X,O,X,X,O
LZSIOJT,X,X,X,X,X,X,X,O,X,X,O
LZSJTIO,O,O,O,X,X,O,X,O,O,O,X
LZSJTOI,O,O,O,X,X,O,X,O,O,O,X
LZSJITO,O,O,X,X,X,O,X,O,O,O,X
LZSJIOT,X,O,X,X,X,O,X,O,O,X,O
LZSJOTI,O,O,O,X,X,O,X,O,O,X,X
LZSJOIT,O,O,X,X,X,O,X,O,O,X,O
LZSOTIJ,O,O,O,X,X,X,X,O,X,X,O
LZSOTJI,O,O,O,X,X,O,X,O,O,X,X
LZSOITJ,O,O,X,X,X,X,X,O,X,X,O
LZSOIJT,O,X,X,X,X,X,X,O,X,X,O
LZSOJTI,O,O,O,X,X,O,X,O,O,X,X
LZSOJIT,O,O,X,X,X,O,X,O,O,X,O
LZOTIJS,O,X,O,X,O,X,O,O,O,X,X
LZOTISJ,O,X,O,X,O,X,X,X,X,X,O
LZOTJIS,O,X,O,O,X,X,X,O,O,O,X
LZOTJSI,O,X,O,O,X,X,X,O,O,O,X
LZOTSIJ,O,X,O,X,X,X,X,O,X,X,O
LZOTSJI,O,X,O,X,X,X,X,O,O,X,X
LZOITJS,O,X,O,X,O,X,O,O,O,X,X
LZOITSJ,O,X,O,X,O,X,X,X,X,X,O
LZOIJTS,O,X,O,X,O,X,O,O,O,X,X
LZOIJST,O,X,X,X,X,X,X,O,O,X,O
LZOISTJ,O,O,X,X,O,X,X,O,X,X,O
LZOISJT,O,X,X,X,X,X,X,O,X,X,O
LZOJTIS,O,X,O,O,X,X,X,O,O,O,X
LZOJTSI,O,X,O,O,X,X,X,O,O,O,X
LZOJITS,O,X,O,O,X,X,X,O,O,O,X
LZOJIST,O,O,X,X,X,O,X,O,O,X,O
LZOJSTI,O,O,O,X,X,O,X,O,O,X,X
LZOJSIT,O,O,X,X,X,O,X,O,O,X,O
LZOSTIJ,O,O,O,X,X,X,X,O,X,X,O
LZOSTJI,O,O,O,X,X,O,X,O,O,X,X
LZOSITJ,O,O,X,X,X,X,X,O,X,X,O
LZOSIJT,O,X,X,X,X,X,X,O,X,X,O
LZOSJTI,O,O,O,X,X,O,X,O,O,X,X
LZOSJIT,O,O,X,X,X,O,X,O,O,X,O
LOTIJSZ,O,X,X,O,O,X,X,X,X,X,X
LOTIJZS,O,X,O,O,O,X,O,X,X,X,X
LOTISJZ,O,X,X,X,O,X,X,X,X,X,O
LOTISZJ,O,X,X,X,O,X,X,X,X,X,O
LOTIZJS,O,X,O,X,O,X,O,X,X,X,X
LOTIZSJ,O,X,O,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,X,X,X,X,X
LOTJIZS,O,X,O,O,X,X,X,X,O,O,X
LOTJSIZ,O,X,X,O,X,X,X,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,X,O,O,X
LOTJZSI,O,X,O,O,X,X,X,X,O,O,X
LOTSIJZ,O,X,X,X,X,X,X,X,X,X,O
LOTSIZJ,O,X,X,X,X,X,X,X,X,X,O
LOTSJIZ,O,X,X,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,X,X,X,X,X
LOTSZJI,O,X,X,X,X,X,X,X,X,X,X
LOTZIJS,O,X,O,X,O,X,O,X,O,X,X
LOTZISJ,O,X,O,X,O,X,X,X,X,X,X
LOTZJIS,O,X,O,O,X,X,X,X,O,O,X
LOTZJSI,O,X,O,O,X,X,X,X,O,O,X
LOTZSIJ,O,X,O,X,X,X,X,X,X,X,X
LOTZSJI,O,X,O,X,X,X,X,X,O,X,X
LOITJSZ,O,X,X,O,O,X,X,X,X,X,X
LOITJZS,O,X,X,O,O,X,O,X,X,X,X
LOITSJZ,O,X,X,X,O,X,X,X,X,X,O
LOITSZJ,O,X,X,X,O,X,X,X,X,X,O
LOITZJS,O,X,X,X,O,X,O,X,X,X,X
LOITZSJ,O,X,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,O,X,X,X,X,X,X
LOIJTZS,O,X,X,O,O,X,O,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,X,O
LOIJSZT,X,X,X,X,X,X,X,X,X,X,O
LOIJZTS,O,X,X,O,O,X,O,X,X,X,X
LOIJZST,O,X,X,X,X,X,X,X,X,X,X
LOISTJZ,O,X,X,X,O,X,X,X,X,X,O
LOISTZJ,O,X,X,X,O,X,X,X,X,X,O
LOISJTZ,O,X,X,X,X,X,X,X,X,X,O
LOISJZT,X,X,X,X,X,X,X,X,X,X,O
LOISZTJ,O,X,X,X,O,X,X,X,X,X,O
LOISZJT,O,X,X,X,X,X,X,X,X,X,O
LOIZTJS,O,X,X,X,O,X,O,X,X,X,X
LOIZTSJ,O,X,X,X,O,X,X,X,X,X,O
LOIZJTS,O,X,X,X,O,X,O,X,X,X,X
LOIZJST,O,X,X,X,X,X,X,X,X,X,O
LOIZSTJ,O,X,X,X,O,X,X,X,X,X,O
LOIZSJT,O,X,X,X,X,X,X,X,X,X,O
LOJTISZ,O,X,X,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X,O,O,X
LOJTSIZ,O,X,X,O,X,X,X,X,X,X,X
LOJTSZI,O,X,X,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,O,O,X
LOJTZSI,O,X,O,O,X,X,X,X,O,O,X
LOJITSZ,O,X,X,O,X,X,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,O,O,X
LOJISTZ,O,O,X,O,X,X,X,X,X,X,O
LOJISZT,X,O,X,X,X,X,X,X,X,X,O
LOJIZTS,O,X,X,O,X,X,X,X,O,O,X
LOJIZST,O,O,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,O,X,O,X,X,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X,X,X
LOJSITZ,O,O,X,O,X,X,X,X,X,X,O
LOJSIZT,X,O,X,X,X,X,X,X,X,X,O
LOJSZTI,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,X,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X,O,O,X
LOJZTSI,O,X,O,O,X,X,X,X,O,O,X
LOJZITS,O,X,O,O,X,X,X,X,O,O,X
LOJZIST,O,O,X,X,X,X,X,X,O,X,X
LOJZSTI,O,O,O,X,X,X,X,X,O,X,X
LOJZSIT,O,O,X,X,X,X,X,X,O,X,X
LOSTIJZ,O,X,X,X,X,X,X,X,X,X,O
LOSTIZJ,O,X,X,X,X,X,X,X,X,X,O
LOSTJIZ,O,O,X,O,X,X,X,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X,X,X
LOSITJZ,O,X,X,X,X,X,X,X,X,X,O
LOSITZJ,O,X,X,X,X,X,X,X,X,X,O
LOSIJTZ,O,X,X,X,X,X,X,X,X,X,O
LOSIJZT,X,X,X,X,X,X,X,X,X,X,O
LOSIZTJ,O,X,X,X,X,X,X,X,X,X,O
LOSIZJT,O,X,X,X,X,X,X,X,X,X,O
LOSJTIZ,O,O,X,O,X,X,X,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X,X,X,X
LOSJITZ,O,O,X,O,X,X,X,X,X,X,O
LOSJIZT,X,O,X,X,X,X,X,X,X,X,O
LOSJZTI,X,O,X,X,X,X,X,X,X,X,X
LOSJZIT,X,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,O
LOSZIJT,O,X,X,X,X,X,X,X,X,X,O
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,O,X,O,X,O,X,O,X,X
LOZTISJ,O,X,O,X,O,X,X,X,X,X,O
LOZTJIS,O,X,O,O,X,X,X,X,O,O,X
LOZTJSI,O,X,O,O,X,X,X,X,O,O,X
LOZTSIJ,O,X,O,X,X,X,X,X,X,X,O
LOZTSJI,O,X,O,X,X,X,X,X,O,X,X
LOZITJS,O,X,O,X,O,X,O,X,O,X,X
LOZITSJ,O,X,O,X,O,X,X,X,X,X,O
LOZIJTS,O,X,O,X,O,X,O,X,O,X,X
LOZIJST,O,X,X,X,X,X,X,X,O,X,O
LOZISTJ,O,O,X,X,O,X,X,X,X,X,O
LOZISJT,O,X,X,X,X,X,X,X,X,X,O
LOZJTIS,O,X,O,O,X,X,X,X,O,O,X
LOZJTSI,O,X,O,O,X,X,X,X,O,O,X
LOZJITS,O,X,O,O,X,X,X,X,O,O,X
LOZJIST,O,O,X,X,X,X,X,X,O,X,O
LOZJSTI,O,O,O,X,X,X,X,X,O,X,X
LOZJSIT,O,O,X,X,X,X,X,X,O,X,O
LOZSTIJ,O,O,O,X,X,X,X,X,X,X,O
LOZSTJI,O,O,O,X,X,X,X,X,O,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,O
LOZSIJT,O,X,X,X,X,X,X,X,X,X,O
LOZSJTI,O,O,O,X,X,X,X,X,O,X,X
LOZSJIT,O,O,X,X,X,X,X,X,O,X,O
JTILSZO,O,O,O,X,O,X,O,X,O,O,X
JTILSOZ,O,O,X,O,O,X,X,X,X,X,X
JTILZSO,O,O,O,X,O,X,O,X,O,O,X
JTILZOS,X,X,O,O,O,X,O,X,O,O,X
JTILOSZ,O,X,X,O,O,X,X,X,X,X,X
JTILOZS,O,X,O,O,O,X,O,X,O,O,X
JTISLZO,O,O,O,X,X,X,O,X,O,O,X
JTISLOZ,O,O,X,O,X,X,X,X,X,X,X
