sequence,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBTeBCiB2rBln?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFmcBqiBTeBFhB3m?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcB8hBSjB2rBln?BzsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBcjBTmB6sBFn?BmsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFTeBFhB0iB3mBmm?BqsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFeiBCeBFhBXjBTm?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFcjBFhB6nB3mBmm?BzsB
JIOSLTZ,O,O,X,X,X,X,X
JIOSLZT,O,O,O,O,X,X,X
JIOSZTL,O,X,O,X,X,X,X
JIOSZLT,O,X,O,O,X,X,X
JIOZTLS,O,X,O,X,X,X,X
JIOZTSL,O,X,O,X,O,X,X
JIOZLTS,X,X,X,O,X,X,X
JIOZLST,O,X,O,O,X,X,X
JIOZSTL,O,X,O,X,O,X,X
JIOZSLT,O,X,O,O,X,X,X
JLTISZO,O,X,O,X,X,X,X
JLTISOZ,O,O,X,X,X,X,X
JLTIZSO,O,X,O,X,X,X,X
JLTIZOS,O,O,O,X,X,X,X
JLTIOSZ,O,O,X,X,X,X,X
JLTIOZS,O,O,O,X,X,X,X
JLTSIZO,O,X,O,X,X,X,X
JLTSIOZ,O,O,X,X,X,X,X
JLTSZIO,O,X,O,X,X,X,X
JLTSZOI,O,X,O,X,X,X,X
JLTSOIZ,O,O,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X
JLTZISO,O,X,O,X,X,X,X
JLTZIOS,O,O,O,X,X,X,X
JLTZSIO,O,X,O,X,X,X,X
JLTZSOI,O,X,O,X,X,X,X
JLTZOIS,O,O,O,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X
JLTOISZ,O,O,X,X,X,X,X
JLTOIZS,O,O,O,X,X,X,X
JLTOSIZ,O,O,X,X,X,X,X
JLTOSZI,O,X,X,X,X,X,X
JLTOZIS,O,O,O,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X
JLITSZO,O,X,O,X,X,X,X
JLITSOZ,O,O,X,X,X,X,X
JLITZSO,O,X,O,X,X,X,X
JLITZOS,O,O,O,X,X,X,X
JLITOSZ,O,O,X,X,X,X,X
JLITOZS,O,O,O,X,X,X,X
JLISTZO,O,O,O,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X
JLISZTO,X,X,O,X,X,X,X
JLISZOT,O,O,O,X,X,X,X
JLISOTZ,O,O,X,X,X,X,X
JLISOZT,O,O,O,X,X,X,X
JLIZTSO,X,X,O,X,X,X,X
JLIZTOS,X,X,O,X,X,X,X
JLIZSTO,X,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,X,X
JLIZOTS,X,X,X,O,X,X,X
JLIZOST,O,X,O,O,X,X,X
JLIOTSZ,O,O,X,X,X,X,X
JLIOTZS,O,O,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X
JLIOSZT,O,O,O,O,X,X,X
JLIOZTS,X,X,X,O,X,X,X
JLIOZST,O,X,O,O,X,X,X
JLSTIZO,O,O,O,X,X,X,X
JLSTIOZ,O,O,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X
JLSTOIZ,O,O,X,X,X,X,X
JLSTOZI,O,O,X,X,X,X,X
JLSITZO,O,O,O,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X
JLSIZTO,X,X,O,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X
JLSIOTZ,O,O,X,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X
JLSZTIO,X,X,O,X,X,X,X
JLSZTOI,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X
JLSZOTI,O,X,O,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X
JLSOZTI,O,X,O,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X
JLZTISO,X,X,O,X,X,X,X
JLZTIOS,X,X,O,X,X,X,X
JLZTSIO,X,X,O,X,X,X,X
JLZTSOI,X,X,O,X,X,X,X
JLZTOIS,X,X,O,X,X,X,X
JLZTOSI,X,X,O,X,X,X,X
JLZITSO,X,X,O,X,X,X,X
JLZITOS,X,X,O,X,X,X,X
JLZISTO,X,X,O,X,X,X,X
JLZISOT,O,X,O,X,X,X,X
JLZIOTS,X,X,X,O,X,X,X
JLZIOST,O,X,O,O,X,X,X
JLZSTIO,X,X,O,X,X,X,X
JLZSTOI,X,X,O,X,X,X,X
JLZSITO,X,X,O,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,X,O,X,X,X,X
JLZSOIT,O,X,O,X,X,X,X
JLZOTIS,X,X,X,O,X,X,X
JLZOTSI,X,X,X,O,X,X,X
JLZOITS,X,X,X,O,X,X,X
JLZOIST,O,X,O,O,X,X,X
JLZOSTI,O,X,O,O,X,X,X
JLZOSIT,O,X,O,O,X,X,X
JLOTISZ,O,O,X,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X
JLOTSZI,O,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X
JLOTZSI,O,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X
JLOISZT,O,O,O,O,X,X,X
JLOIZTS,X,X,X,O,X,X,X
JLOIZST,O,X,O,O,X,X,X
JLOSTIZ,O,O,X,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X
JLOSIZT,O,O,O,O,X,X,X
JLOSZTI,O,X,O,O,X,X,X
JLOSZIT,O,O,O,O,X,X,X
JLOZTIS,X,X,X,O,X,X,X
JLOZTSI,X,X,X,O,X,X,X
JLOZITS,X,X,X,O,X,X,X
JLOZIST,O,X,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,X,O,O,X,X,X
JSTILZO,O,O,O,X,X,X,O
JSTILOZ,O,O,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,O
JSTIZOL,O,O,O,X,O,X,X
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,O
JSTLIOZ,O,O,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,O
JSTLZOI,O,O,O,X,X,X,O
JSTLOIZ,O,O,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,O
JSTZIOL,O,O,O,X,O,X,X
JSTZLIO,O,O,O,X,X,X,O
JSTZLOI,O,O,O,X,X,X,O
JSTZOIL,O,O,O,X,O,X,X
JSTZOLI,O,O,O,X,O,X,X
JSTOILZ,O,O,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X
JSITLZO,O,O,O,X,X,X,O
JSITLOZ,O,O,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,O
JSITZOL,O,O,O,X,O,X,X
JSITOLZ,O,O,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,O
JSILTOZ,O,O,X,X,X,X,X
JSILZTO,X,O,O,X,X,X,O
JSILZOT,O,O,O,X,X,X,X
JSILOTZ,O,O,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X
JSIZTLO,O,O,O,X,X,X,O
JSIZTOL,O,O,O,X,O,X,X
JSIZLTO,X,O,O,X,X,X,O
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,O,O,X,O,X,X
JSIZOLT,O,O,O,O,X,X,X
JSIOTLZ,O,O,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X
JSIOLZT,O,O,O,O,X,X,X
JSIOZTL,O,X,O,X,X,X,X
JSIOZLT,O,O,O,O,X,X,X
JSLTIZO,O,O,O,X,X,X,O
JSLTIOZ,O,O,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,O
JSLTZOI,O,O,O,X,X,X,O
JSLTOIZ,O,O,X,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X
JSLITZO,O,O,O,X,X,X,O
JSLITOZ,O,O,X,X,X,X,X
JSLIZTO,X,O,O,X,X,X,O
JSLIZOT,O,O,O,X,X,X,X
JSLIOTZ,O,O,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X
JSLZTIO,X,O,O,X,X,X,O
JSLZTOI,X,O,O,X,X,X,O
JSLZITO,X,O,O,X,X,X,O
JSLZIOT,O,O,O,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,O,O,X,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X
JSLOITZ,O,O,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X
JSLOZTI,O,X,O,X,X,X,X
JSLOZIT,O,O,O,X,X,X,X
JSZTILO,O,O,O,X,X,X,O
JSZTIOL,O,O,O,X,O,X,X
JSZTLIO,O,O,O,X,X,X,O
JSZTLOI,O,O,O,X,X,X,O
JSZTOIL,O,O,O,X,O,X,X
JSZTOLI,O,O,O,X,O,X,X
JSZITLO,O,O,O,X,X,X,O
JSZITOL,O,O,O,X,O,X,X
JSZILTO,X,O,O,X,X,X,O
JSZILOT,O,O,O,X,X,X,X
JSZIOTL,O,O,O,X,O,X,X
JSZIOLT,O,O,O,O,X,X,X
JSZLTIO,X,O,O,X,X,X,O
JSZLTOI,X,O,O,X,X,X,O
JSZLITO,X,O,O,X,X,X,O
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,O,O,O,X,O,X,X
JSZOTLI,O,O,O,X,O,X,X
JSZOITL,O,O,O,X,O,X,X
JSZOILT,O,O,O,O,X,X,X
JSZOLTI,O,O,O,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X
JSOTILZ,O,O,X,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X
JSOTZIL,O,X,X,X,X,X,X
JSOTZLI,O,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X
JSOILZT,O,O,O,O,X,X,X
JSOIZTL,O,X,O,X,X,X,X
JSOIZLT,O,O,O,O,X,X,X
JSOLTIZ,O,O,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X
JSOLZTI,O,X,O,O,X,X,X
JSOLZIT,O,O,O,O,X,X,X
JSOZTIL,O,X,O,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X
JSOZITL,O,X,O,X,X,X,X
JSOZILT,O,O,O,O,X,X,X
JSOZLTI,O,O,O,O,X,X,X
JSOZLIT,O,O,O,O,X,X,X
JZTILSO,O,O,O,X,X,O,X
JZTILOS,O,O,O,X,X,X,X
JZTISLO,O,O,O,X,X,O,O
JZTISOL,O,X,O,X,X,O,X
JZTIOLS,O,O,O,X,X,X,X
JZTIOSL,O,X,O,X,O,O,X
JZTLISO,O,O,O,X,X,O,X
JZTLIOS,O,O,O,X,X,X,X
JZTLSIO,O,O,O,X,X,O,X
JZTLSOI,O,O,O,X,X,O,X
JZTLOIS,O,O,O,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X
JZTSILO,O,O,O,X,X,O,O
JZTSIOL,O,X,O,X,X,O,X
JZTSLIO,O,O,O,X,X,O,O
JZTSLOI,O,O,O,X,X,O,O
JZTSOIL,O,X,O,X,X,O,X
JZTSOLI,O,X,O,X,X,O,X
JZTOILS,O,O,O,X,X,X,X
JZTOISL,O,X,O,X,O,O,X
JZTOLIS,O,O,O,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X
JZTOSIL,O,X,O,X,O,O,X
JZTOSLI,O,X,O,X,O,O,X
JZITLSO,O,O,O,X,X,O,X
JZITLOS,O,O,O,X,X,X,X
JZITSLO,O,O,O,X,X,O,O
JZITSOL,O,X,O,X,X,O,X
JZITOLS,O,O,O,X,X,X,X
JZITOSL,O,X,O,X,O,O,X
JZILTSO,X,O,O,X,X,O,X
JZILTOS,X,O,O,X,X,X,X
JZILSTO,X,O,O,X,X,O,X
JZILSOT,O,O,O,X,X,O,X
JZILOTS,X,O,X,O,X,X,X
JZILOST,O,O,O,O,X,X,X
JZISTLO,O,O,O,X,X,O,O
JZISTOL,O,O,O,X,O,O,X
JZISLTO,X,O,O,X,X,O,O
JZISLOT,O,O,O,X,X,O,X
JZISOTL,O,O,O,X,O,O,X
JZISOLT,O,O,O,O,X,O,X
JZIOTLS,O,O,O,X,X,X,X
JZIOTSL,O,X,O,X,O,O,X
JZIOLTS,X,O,X,O,X,X,X
JZIOLST,O,O,O,O,X,X,X
JZIOSTL,O,O,O,X,O,O,X
JZIOSLT,O,O,O,O,X,O,X
JZLTISO,X,O,O,X,X,O,X
JZLTIOS,X,O,O,X,X,X,X
JZLTSIO,X,O,O,X,X,O,X
JZLTSOI,X,O,O,X,X,O,X
JZLTOIS,X,O,O,X,X,X,X
JZLTOSI,X,O,O,X,X,X,X
JZLITSO,X,O,O,X,X,O,X
JZLITOS,X,O,O,X,X,X,X
JZLISTO,X,O,O,X,X,O,X
JZLISOT,O,O,O,X,X,O,X
JZLIOTS,X,O,X,O,X,X,X
JZLIOST,O,O,O,O,X,X,X
JZLSTIO,X,O,O,X,X,O,X
JZLSTOI,X,O,O,X,X,O,X
JZLSITO,X,O,O,X,X,O,X
JZLSIOT,O,O,O,X,X,O,X
JZLSOTI,O,O,O,X,X,O,X
JZLSOIT,O,O,O,X,X,O,X
JZLOTIS,X,O,X,O,X,X,X
JZLOTSI,X,O,X,O,X,X,X
JZLOITS,X,O,X,O,X,X,X
JZLOIST,O,O,O,O,X,X,X
JZLOSTI,O,O,O,O,X,X,X
JZLOSIT,O,O,O,O,X,X,X
JZSTILO,O,O,O,X,X,O,O
JZSTIOL,O,O,O,X,O,O,X
JZSTLIO,O,O,O,X,X,O,O
JZSTLOI,O,O,O,X,X,O,O
JZSTOIL,O,O,O,X,O,O,X
JZSTOLI,O,O,O,X,O,O,X
JZSITLO,O,O,O,X,X,O,O
JZSITOL,O,O,O,X,O,O,X
JZSILTO,X,O,O,X,X,O,O
JZSILOT,O,O,O,X,X,O,X
JZSIOTL,O,O,O,X,O,O,X
JZSIOLT,O,O,O,O,X,O,X
JZSLTIO,X,O,O,X,X,O,O
JZSLTOI,X,O,O,X,X,O,O
JZSLITO,X,O,O,X,X,O,O
JZSLIOT,O,O,O,X,X,O,X
JZSLOTI,O,O,O,X,X,O,X
JZSLOIT,O,O,O,X,X,O,X
JZSOTIL,O,O,O,X,O,O,X
JZSOTLI,O,O,O,X,O,O,X
JZSOITL,O,O,O,X,O,O,X
JZSOILT,O,O,O,O,X,O,X
JZSOLTI,O,O,O,O,X,O,X
JZSOLIT,O,O,O,O,X,O,X
JZOTILS,O,O,O,X,X,X,X
JZOTISL,O,X,O,X,O,O,X
JZOTLIS,O,O,O,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X
JZOTSIL,O,X,O,X,O,O,X
JZOTSLI,O,X,O,X,O,O,X
JZOITLS,O,O,O,X,X,X,X
JZOITSL,O,X,O,X,O,O,X
JZOILTS,X,O,X,O,X,X,X
JZOILST,O,O,O,O,X,X,X
JZOISTL,O,O,O,X,O,O,X
JZOISLT,O,O,O,O,X,O,X
JZOLTIS,X,O,X,O,X,X,X
JZOLTSI,X,O,X,O,X,X,X
JZOLITS,X,O,X,O,X,X,X
JZOLIST,O,O,O,O,X,X,X
JZOLSTI,O,O,O,O,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,O,O,O,X,O,O,X
JZOSTLI,O,O,O,X,O,O,X
JZOSITL,O,O,O,X,O,O,X
JZOSILT,O,O,O,O,X,O,X
JZOSLTI,O,O,O,O,X,O,X
JZOSLIT,O,O,O,O,X,O,X
JOTILSZ,O,O,X,X,X,X,X
JOTILZS,O,O,O,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X
JOTIZSL,O,X,O,X,O,X,X
JOTLISZ,O,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X,X
JOTLSIZ,O,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,X,X
JOTZISL,O,X,O,X,O,X,X
JOTZLIS,O,X,O,X,X,X,X
JOTZLSI,O,X,O,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X
JOTZSLI,O,X,O,X,O,X,X
JOITLSZ,O,O,X,X,X,X,X
JOITLZS,O,O,O,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X
JOITZSL,O,X,O,X,O,X,X
JOILTSZ,O,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,X
JOILSZT,O,O,O,O,X,X,X
JOILZTS,X,X,X,O,X,X,X
JOILZST,O,X,O,O,X,X,X
JOISTLZ,O,O,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,X
JOISZTL,O,X,O,X,X,X,X
JOISZLT,O,X,O,O,X,X,X
JOIZTLS,O,X,O,X,X,X,X
JOIZTSL,O,X,O,X,O,X,X
JOIZLTS,X,X,X,O,X,X,X
JOIZLST,O,X,O,O,X,X,X
JOIZSTL,O,X,O,X,O,X,X
JOIZSLT,O,X,O,O,X,X,X
JOLTISZ,O,O,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X
JOLISZT,O,O,O,O,X,X,X
JOLIZTS,X,X,X,O,X,X,X
JOLIZST,O,X,O,O,X,X,X
JOLSTIZ,O,O,X,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X
JOLSIZT,O,O,O,O,X,X,X
JOLSZTI,O,X,O,O,X,X,X
JOLSZIT,O,O,O,O,X,X,X
JOLZTIS,X,X,X,O,X,X,X
JOLZTSI,X,X,X,O,X,X,X
JOLZITS,X,X,X,O,X,X,X
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,X,O,O,X,X,X
JOSTILZ,O,O,X,X,X,X,X
JOSTIZL,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X
JOSILZT,O,O,O,O,X,X,X
JOSIZTL,O,X,O,X,X,X,X
JOSIZLT,O,X,O,O,X,X,X
JOSLTIZ,O,O,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X
JOSLZTI,O,X,O,O,X,X,X
JOSLZIT,O,O,O,O,X,X,X
JOSZTIL,O,X,O,X,X,X,X
JOSZTLI,O,X,O,X,X,X,X
JOSZITL,O,X,O,X,X,X,X
JOSZILT,O,X,O,O,X,X,X
JOSZLTI,O,X,O,O,X,X,X
JOSZLIT,O,X,O,O,X,X,X
JOZTILS,O,X,O,X,X,X,X
JOZTISL,O,X,O,X,O,X,X
JOZTLIS,O,X,O,X,X,X,X
JOZTLSI,O,X,O,X,X,X,X
JOZTSIL,O,X,O,X,O,X,X
JOZTSLI,O,X,O,X,O,X,X
JOZITLS,O,X,O,X,X,X,X
JOZITSL,O,X,O,X,O,X,X
JOZILTS,X,X,X,O,X,X,X
JOZILST,O,X,O,O,X,X,X
JOZISTL,O,X,O,X,O,X,X
JOZISLT,O,X,O,O,X,X,X
JOZLTIS,X,X,X,O,X,X,X
JOZLTSI,X,X,X,O,X,X,X
JOZLITS,X,X,X,O,X,X,X
JOZLIST,O,X,O,O,X,X,X
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,X,O,O,X,X,X
JOZSTIL,O,X,O,X,O,X,X
JOZSTLI,O,X,O,X,O,X,X
JOZSITL,O,X,O,X,O,X,X
JOZSILT,O,X,O,O,X,X,X
JOZSLTI,O,X,O,O,X,X,X
JOZSLIT,O,X,O,O,X,X,X
STILJZO,X,O,O,X,X,X,O
STILJOZ,X,O,X,X,X,X,X
STILZJO,X,O,X,X,X,X,O
STILZOJ,X,O,X,X,O,X,O
STILOJZ,X,O,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,O
STIJLZO,O,O,O,X,X,X,O
STIJLOZ,O,O,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,O
STIJZOL,O,O,O,X,O,X,X
STIJOLZ,O,O,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X
STIZLJO,X,O,X,X,X,O,O
STIZLOJ,X,O,X,X,O,X,O
STIZJLO,X,O,X,X,X,O,O
STIZJOL,X,O,X,X,O,O,X
STIZOLJ,X,O,X,O,O,X,O
STIZOJL,X,O,X,X,O,O,X
STIOLJZ,X,O,X,X,X,X,X
STIOLZJ,X,O,X,O,X,X,O
STIOJLZ,O,O,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X
STIOZLJ,X,O,X,O,O,X,O
STIOZJL,X,O,X,X,O,X,X
STLIJZO,X,O,O,X,X,X,O
STLIJOZ,X,O,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,O
STLIZOJ,X,O,X,X,O,X,O
STLIOJZ,X,O,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,O
STLJIZO,X,O,O,X,X,X,O
STLJIOZ,X,O,X,X,X,X,X
STLJZIO,X,O,O,X,X,X,O
STLJZOI,X,O,O,X,X,X,O
STLJOIZ,X,O,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X
STLZIJO,X,O,X,X,X,X,O
STLZIOJ,X,O,X,X,O,X,O
STLZJIO,X,O,X,X,X,X,O
STLZJOI,X,O,X,X,X,X,O
STLZOIJ,X,O,X,X,O,X,O
STLZOJI,X,O,X,X,O,X,O
STLOIJZ,X,O,X,X,X,X,X
STLOIZJ,X,O,X,X,X,X,O
STLOJIZ,X,O,X,X,X,X,X
STLOJZI,X,O,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,O
STLOZJI,X,O,X,X,X,X,O
STJILZO,O,O,O,X,X,X,O
STJILOZ,O,O,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,O
STJIZOL,O,O,O,X,O,X,X
STJIOLZ,O,O,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,O
STJLIOZ,O,O,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,O
STJLZOI,O,O,O,X,X,X,O
STJLOIZ,O,O,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X
STJZILO,O,O,O,X,X,X,O
STJZIOL,O,O,O,X,O,X,X
STJZLIO,O,O,O,X,X,X,O
STJZLOI,O,O,O,X,X,X,O
STJZOIL,O,O,O,X,O,X,X
STJZOLI,O,O,O,X,O,X,X
STJOILZ,O,O,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X
STZILJO,X,O,X,X,X,O,O
STZILOJ,X,O,X,X,O,X,O
STZIJLO,X,O,X,X,X,O,O
STZIJOL,X,O,X,X,O,O,X
STZIOLJ,X,O,X,O,O,X,O
STZIOJL,X,O,X,X,O,O,X
STZLIJO,X,O,X,X,X,O,O
STZLIOJ,X,O,X,X,O,X,O
STZLJIO,X,O,X,X,X,O,O
STZLJOI,X,O,X,X,X,O,O
STZLOIJ,X,O,X,X,O,X,O
STZLOJI,X,O,X,X,O,X,O
STZJILO,X,O,X,X,X,O,O
STZJIOL,X,O,X,X,O,O,X
STZJLIO,X,O,X,X,X,O,O
STZJLOI,X,O,X,X,X,O,O
STZJOIL,X,O,X,X,O,O,X
STZJOLI,X,O,X,X,O,O,X
STZOILJ,X,O,X,O,O,X,O
STZOIJL,X,O,X,X,O,O,X
STZOLIJ,X,O,X,O,O,X,O
STZOLJI,X,O,X,O,O,X,O
STZOJIL,X,O,X,X,O,O,X
STZOJLI,X,O,X,X,O,O,X
STOILJZ,X,O,X,X,X,X,X
STOILZJ,X,O,X,O,X,X,O
STOIJLZ,O,O,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X
STOIZLJ,X,O,X,O,O,X,O
STOIZJL,X,O,X,X,O,X,X
STOLIJZ,X,O,X,X,X,X,X
STOLIZJ,X,O,X,O,X,X,O
STOLJIZ,X,O,X,X,X,X,X
STOLJZI,X,O,X,X,X,X,X
STOLZIJ,X,O,X,O,X,X,O
STOLZJI,X,O,X,O,X,X,O
STOJILZ,O,O,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X
STOZILJ,X,O,X,O,O,X,O
STOZIJL,X,O,X,X,O,X,X
STOZLIJ,X,O,X,O,O,X,O
STOZLJI,X,O,X,O,O,X,O
STOZJIL,X,O,X,X,O,X,X
STOZJLI,X,O,X,X,O,X,X
SITLJZO,X,O,O,X,X,X,O
SITLJOZ,X,O,X,X,X,X,X
SITLZJO,X,O,X,X,X,X,O
SITLZOJ,X,O,X,X,O,X,O
SITLOJZ,X,O,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,O
SITJLZO,O,O,O,X,X,X,O
SITJLOZ,O,O,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,O
SITJZOL,O,O,O,X,O,X,X
SITJOLZ,O,O,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X
SITZLJO,X,O,X,X,X,O,O
SITZLOJ,X,O,X,X,O,X,O
SITZJLO,X,O,X,X,X,O,O
SITZJOL,X,O,X,X,O,O,X
SITZOLJ,X,O,X,O,O,X,O
SITZOJL,X,O,X,X,O,O,X
SITOLJZ,X,O,X,X,X,X,X
SITOLZJ,X,O,X,O,X,X,O
