sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
ZSLJTOI,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X
ZSLJITO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLJIOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLJOTI,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLJOIT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLOTIJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSLOTJI,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSLOIJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLOJTI,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZSLOJIT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZSJTILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSJTIOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZSJTLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSJTLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
ZSJTOIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X
ZSJTOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
ZSJITLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSJITOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZSJILTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJILOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJIOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJIOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZSJLTIO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJLTOI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X
ZSJLITO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJLIOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJLOTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJLOIT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZSJOTLI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZSJOITL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJOILT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
ZSJOLTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
ZSOTILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOTIJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
ZSOTJIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X
ZSOTJLI,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZSOITLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOITJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZSOILTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZSOIJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZSOIJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZSOLTIJ,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
ZSOLITJ,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZSOLJTI,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZSOJTIL,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZSOJTLI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZSOJITL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZSOJILT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZSOJLTI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
ZSOJLIT,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X
ZOTILJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
ZOTIJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOTIJSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOTISLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOTISJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOTLIJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
ZOTLJIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOTLJSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
ZOTJILS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOTJISL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOTJLIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOTJLSI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOTJSIL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOTJSLI,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOTSILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOTSIJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOTSLJI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOTSJIL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X
ZOTSJLI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
ZOITLJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
ZOITJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOITJSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOITSLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZOITSJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOILTJS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOILTSJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZOILJTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOILJST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOILSTJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZOILSJT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
ZOIJTLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOIJTSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOIJLTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOIJLST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOIJSTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOIJSLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOISTJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOISLTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOISLJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZOISJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOISJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOLTIJS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLTISJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZOLTJIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLTJSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLTSIJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZOLTSJI,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZOLITJS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLITSJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZOLIJTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLIJST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOLISTJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZOLISJT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
ZOLJTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLJTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLJITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOLJIST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOLJSTI,O,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOLJSIT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOLSTIJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZOLSTJI,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZOLSIJT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
ZOLSJTI,O,O,X,X,O,O,O,O,O,O,X,O,X,X,X,X
ZOLSJIT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
ZOJTILS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOJTISL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOJTLIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOJTLSI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJTSIL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOJTSLI,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOJITLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOJITSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZOJILTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOJILST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOJISTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOJISLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOJLTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOJLTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOJLITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOJLIST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOJLSTI,O,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOJLSIT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZOJSTIL,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOJSTLI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOJSITL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOJSILT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOJSLTI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
ZOJSLIT,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X
ZOSTILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTIJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
ZOSTJIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X
ZOSTJLI,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZOSITLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSITJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZOSILTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZOSIJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOSIJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOSLTIJ,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOSLITJ,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZOSLJTI,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZOSJTIL,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOSJTLI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOSJITL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOSJILT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZOSJLTI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
ZOSJLIT,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X
OTILJSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTILJZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTILSJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTILSZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTILZJS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTILZSJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTIJLSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTIJLZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTIJSLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTIJZLS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTISLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OTISLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OTISJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTISZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIZLJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTIZLSJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTIZJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTIZJSL,O,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X
OTIZSLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTIZSJL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTLIJSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLIJZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLISJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTLISZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLIZJS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTLJISZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLJIZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLJSZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OTLJZIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLJZSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X
OTLSIZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X
OTLSJZI,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X
OTLSZIJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLSZJI,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTLZIJS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLZISJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTLZJIS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLZJSI,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTLZSJI,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTJILSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJILZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJISLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTJISZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTJIZLS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTJLISZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJLIZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJLSZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OTJLZIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJLZSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTJSLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJSLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJSZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZILS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTJZISL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTJZLIS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJZLSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSIL,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJZSLI,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTSILJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
OTSILZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OTSIJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
OTSIZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTSIZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLIJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
OTSLIZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OTSLJIZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
OTSLJZI,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
OTSLZIJ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
OTSLZJI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
OTSJILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
OTSJLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTSJLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTSJZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTSJZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTSZILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTSZIJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTSZLJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X
OTSZJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTSZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZILJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTZIJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZIJSL,O,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X
OTZISLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTZISJL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTZLIJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTZLJIS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZLJSI,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZLSIJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTZLSJI,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTZJILS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZJISL,O,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X
OTZJLIS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTZJLSI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZJSIL,O,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X
OTZJSLI,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTZSILJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTZSIJL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTZSLIJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTZSLJI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTZSJIL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X
OTZSJLI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
OITLJSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OITLJZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OITLSZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITLZJS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITLZSJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OITJLSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OITJLZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OITJSLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OITJSZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITJZLS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OITJZSL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITSLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OITSLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OITSJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OITSZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZLJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OITZLSJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OITZJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OITZJSL,O,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X
OITZSLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OITZSJL,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OILTJSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OILTJZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
