sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
ZIOTJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZIOTJSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZIOTSLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZIOTSJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZIOLTJS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZIOLTSJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
ZIOLJTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZIOLJST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZIOLSTJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
ZIOLSJT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
ZIOJTLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZIOJTSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
ZIOJLTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZIOJLST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
ZIOJSTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZIOJSLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZIOSTJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZIOSLTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZIOSJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZIOSJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZLTIJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTIJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTISJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTISOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
ZLTIOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTIOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZLTJISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTJIOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTJSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTJSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZLTJOIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTJOSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTSIJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTSIOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
ZLTSJIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLTSJOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,X
ZLTSOIJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
ZLTSOJI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
ZLTOIJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTOISJ,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLTOJIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTOJSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTOSIJ,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLTOSJI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLITJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLITJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLITSJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLITSOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
ZLITOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLITOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZLIJTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLIJTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLIJSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLIJSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLIJOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZLIJOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLISTJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLISJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLISJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLISOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLISOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLIOTJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLIOTSJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLIOJTS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLIOJST,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLIOSTJ,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X
ZLJTISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLJTIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLJTSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZLJTOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLJTOSI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLJITSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZLJITOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLJISTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJISOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJIOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZLJIOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLJSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJSTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
ZLJSITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJSIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJSOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJSOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJOTIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZLJOTSI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZLJOITS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZLJOIST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLJOSTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJOSIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLSTIJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSTJIO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZLSTOIJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSTOJI,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X
ZLSITJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSIJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSIJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSIOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSIOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSJTIO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSJTOI,O,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZLSJITO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSJIOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSJOTI,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSJOIT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSOTIJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSOTJI,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X
ZLSOITJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLSOIJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZLSOJTI,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZLSOJIT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZLOTIJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOTISJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLOTJIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOTJSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOTSIJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLOTSJI,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLOITJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOITSJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZLOIJTS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOIJST,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLOISTJ,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLOISJT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X
ZLOJTIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOJTSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOJITS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOJIST,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLOJSTI,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLOJSIT,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
ZLOSTIJ,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZLOSIJT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X
ZLOSJTI,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZLOSJIT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,O
ZJTILSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJTILOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJTISLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJTISOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJTIOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJTIOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJTLISO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJTLIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJTLSIO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJTLSOI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZJTLOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZJTLOSI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZJTSILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJTSIOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJTSLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJTSLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
ZJTSOIL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,X
ZJTSOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
ZJTOILS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJTOISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJTOLIS,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJTOLSI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTOSIL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJTOSLI,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
ZJITLSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJITLOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJITSLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJITSOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJITOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJITOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJILTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJILTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJILSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJILSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJILOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJILOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJISTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJISTOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJISLTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJISLOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJISOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJISOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZJIOTLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJIOTSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJIOLTS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
ZJIOLST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
ZJIOSTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJIOSLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZJLTISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJLTIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJLTSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJLTSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJLTOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZJLTOSI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZJLITSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
ZJLITOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJLISTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLISOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLIOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJLIOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJLSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
ZJLSITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJLOTSI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJLOITS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJLOIST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJLOSTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLOSIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJSTILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJSTIOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJSTLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJSTLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
ZJSTOIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X
ZJSTOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
ZJSITLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZJSITOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZJSILTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSILOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSIOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJSIOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZJSLTIO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSLTOI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X
ZJSLITO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSLIOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSLOTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSLOIT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZJSOTLI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZJSOITL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJSOILT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
ZJSOLTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
ZJSOLIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
ZJOTILS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJOTISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJOTLIS,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
ZJOTLSI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJOTSIL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJOTSLI,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
ZJOITLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZJOITSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJOILTS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
ZJOILST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
ZJOISTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJOISLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZJOLTIS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
ZJOLTSI,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
ZJOLITS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
ZJOLIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
ZJOLSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZJOLSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
ZJOSTIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZJOSTLI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZJOSITL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZJOSILT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZJOSLTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
ZSTILJO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTILOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSTIJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
ZSTIOLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSTIOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSTLIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTLIOJ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTLJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTLJOI,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTLOIJ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTLOJI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSTJILO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSTJIOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
ZSTJLIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSTJLOI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSTJOIL,O,O,X,X,O,O,X,O,X,O,X,X,O,X,O,X
ZSTJOLI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X
ZSTOILJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZSTOIJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZSTOLIJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
ZSTOLJI,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X
ZSTOJIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X
ZSTOJLI,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
ZSITLJO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
ZSITLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSITJLO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSITJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
ZSITOLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSITOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSILTJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSILTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZSILJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSILJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSILOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSIJTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
ZSIJTOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZSIJLTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSIJLOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSIJOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSIJOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSIOTJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZSIOLTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSIOLJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZSIOJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZSIOJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZSLTIJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSLTIOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZSLTJIO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSLTJOI,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSLTOIJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZSLTOJI,O,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X
ZSLITJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSLITOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZSLIJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLIJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLIOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSLIOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSLJTIO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
