sequence,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFlcBCeBUhBenBXj?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFVhBciBTeB3hBat?BGsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFXcBTeBGiBlmBys?B0sB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhF3dBcjBFhBCnBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFCeBFhB8mBXjBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFWjBUhBanBXjBlm?BzsB
JZTLSIO,O,O,X,O,X,O
JZTLSOI,O,O,X,O,X,O
JZTLOIS,O,O,X,X,X,X
JZTLOSI,O,O,X,X,X,X
JZTSILO,O,X,X,O,O,X
JZTSIOL,O,O,X,X,X,X
JZTSLIO,O,X,X,O,O,X
JZTSLOI,O,X,X,O,O,X
JZTSOIL,O,O,X,X,X,X
JZTSOLI,O,O,X,X,X,X
JZTOILS,O,O,X,X,X,X
JZTOISL,O,O,X,X,O,X
JZTOLIS,O,O,X,X,X,X
JZTOLSI,O,O,X,X,X,X
JZTOSIL,O,O,X,X,O,X
JZTOSLI,O,O,X,X,O,X
JZITLSO,O,O,X,O,X,O
JZITLOS,O,O,X,X,X,X
JZITSLO,O,X,X,O,O,X
JZITSOL,O,O,X,X,X,X
JZITOLS,O,O,X,X,X,X
JZITOSL,O,O,X,X,O,X
JZILTSO,O,O,X,O,X,O
JZILTOS,O,O,X,X,X,X
JZILSTO,O,O,X,O,X,O
JZILSOT,O,O,X,X,X,O
JZILOTS,O,O,X,X,X,O
JZILOST,O,O,X,X,X,O
JZISTLO,O,X,X,O,O,X
JZISTOL,O,O,X,X,X,X
JZISLTO,O,X,X,O,O,O
JZISLOT,O,X,X,X,X,O
JZISOTL,O,O,X,X,X,X
JZISOLT,O,X,X,X,X,X
JZIOTLS,O,O,X,X,X,O
JZIOTSL,O,O,X,X,O,X
JZIOLTS,O,O,X,X,X,O
JZIOLST,O,X,X,X,X,O
JZIOSTL,O,O,X,X,O,X
JZIOSLT,O,X,X,X,O,O
JZLTISO,O,O,X,O,X,O
JZLTIOS,O,O,X,X,X,X
JZLTSIO,O,O,X,O,X,O
JZLTSOI,O,O,X,O,X,O
JZLTOIS,O,O,X,X,X,X
JZLTOSI,O,O,X,X,X,X
JZLITSO,O,O,X,O,X,O
JZLITOS,O,O,X,X,X,X
JZLISTO,O,O,X,O,X,O
JZLISOT,O,O,X,X,X,O
JZLIOTS,O,O,X,X,X,O
JZLIOST,O,O,X,X,X,O
JZLSTIO,O,O,X,O,X,O
JZLSTOI,O,O,X,O,X,O
JZLSITO,O,O,X,O,X,O
JZLSIOT,O,O,X,X,X,O
JZLSOTI,O,O,X,X,X,O
JZLSOIT,O,O,X,X,X,O
JZLOTIS,O,O,X,X,X,O
JZLOTSI,O,O,X,X,X,O
JZLOITS,O,O,X,X,X,O
JZLOIST,O,O,X,X,X,O
JZLOSTI,O,O,X,X,X,O
JZLOSIT,O,O,X,X,X,O
JZSTILO,O,X,X,O,O,X
JZSTIOL,O,O,X,X,X,X
JZSTLIO,O,X,X,O,O,X
JZSTLOI,O,X,X,O,O,X
JZSTOIL,O,O,X,X,X,X
JZSTOLI,O,O,X,X,X,X
JZSITLO,O,X,X,O,O,X
JZSITOL,O,O,X,X,X,X
JZSILTO,O,X,X,O,O,O
JZSILOT,O,X,X,X,X,O
JZSIOTL,O,O,X,X,X,X
JZSIOLT,O,X,X,X,X,X
JZSLTIO,O,X,X,O,O,O
JZSLTOI,O,X,X,O,O,O
JZSLITO,O,X,X,O,O,O
JZSLIOT,O,X,X,X,X,O
JZSLOTI,O,X,X,X,X,O
JZSLOIT,O,X,X,X,X,O
JZSOTIL,O,O,X,X,X,X
JZSOTLI,O,O,X,X,X,X
JZSOITL,O,O,X,X,X,X
JZSOILT,O,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X
JZSOLIT,O,X,X,X,X,X
JZOTILS,O,O,X,X,X,O
JZOTISL,O,O,X,X,O,X
JZOTLIS,O,O,X,X,X,O
JZOTLSI,O,O,X,X,X,O
JZOTSIL,O,O,X,X,O,X
JZOTSLI,O,O,X,X,O,X
JZOITLS,O,O,X,X,X,O
JZOITSL,O,O,X,X,O,X
JZOILTS,O,O,X,X,X,O
JZOILST,O,X,X,X,X,O
JZOISTL,O,O,X,X,O,X
JZOISLT,O,X,X,X,O,O
JZOLTIS,O,O,X,X,X,O
JZOLTSI,O,O,X,X,X,O
JZOLITS,O,O,X,X,X,O
JZOLIST,O,X,X,X,X,O
JZOLSTI,O,X,X,X,X,O
JZOLSIT,O,X,X,X,X,O
JZOSTIL,O,O,X,X,O,X
JZOSTLI,O,O,X,X,O,X
JZOSITL,O,O,X,X,O,X
JZOSILT,O,X,X,X,O,O
JZOSLTI,O,X,X,X,O,O
JZOSLIT,O,X,X,X,O,O
JOTILSZ,O,O,O,X,X,X
JOTILZS,X,O,O,O,X,O
JOTISLZ,O,X,O,X,X,X
JOTISZL,O,O,X,X,X,X
JOTIZLS,O,O,X,O,X,O
JOTIZSL,O,O,X,O,O,X
JOTLISZ,O,O,O,X,X,X
JOTLIZS,X,O,O,O,X,O
JOTLSIZ,O,O,O,X,X,X
JOTLSZI,O,O,O,X,X,X
JOTLZIS,X,O,O,O,X,O
JOTLZSI,X,O,O,O,X,O
JOTSILZ,O,X,O,X,X,X
JOTSIZL,O,O,X,X,X,X
JOTSLIZ,O,X,O,X,X,X
JOTSLZI,O,X,O,X,X,X
JOTSZIL,O,O,X,X,X,X
JOTSZLI,O,O,X,X,X,X
JOTZILS,O,O,X,O,X,O
JOTZISL,O,O,X,O,O,X
JOTZLIS,O,O,X,O,X,O
JOTZLSI,O,O,X,O,X,O
JOTZSIL,O,O,X,O,O,X
JOTZSLI,O,O,X,O,O,X
JOITLSZ,O,O,O,X,X,X
JOITLZS,X,O,O,O,X,O
JOITSLZ,O,X,O,X,X,X
JOITSZL,O,O,X,X,X,X
JOITZLS,O,O,X,O,X,O
JOITZSL,O,O,X,O,O,X
JOILTSZ,O,O,O,X,X,X
JOILTZS,X,O,O,O,X,O
JOILSTZ,O,O,O,X,X,X
JOILSZT,O,O,X,X,X,O
JOILZTS,O,O,X,O,X,O
JOILZST,O,O,X,O,X,O
JOISTLZ,O,X,O,X,X,X
JOISTZL,O,O,X,X,X,X
JOISLTZ,O,X,O,X,X,X
JOISLZT,O,X,X,X,O,O
JOISZTL,O,O,X,X,O,X
JOISZLT,O,X,X,X,O,O
JOIZTLS,O,O,X,O,X,O
JOIZTSL,O,O,X,O,O,X
JOIZLTS,O,O,X,O,X,O
JOIZLST,O,X,X,O,X,O
JOIZSTL,O,O,X,O,O,X
JOIZSLT,O,X,X,O,O,O
JOLTISZ,O,O,O,X,X,X
JOLTIZS,X,O,O,O,X,O
JOLTSIZ,O,O,O,X,X,X
JOLTSZI,O,O,O,X,X,X
JOLTZIS,X,O,O,O,X,O
JOLTZSI,X,O,O,O,X,O
JOLITSZ,O,O,O,X,X,X
JOLITZS,X,O,O,O,X,O
JOLISTZ,O,O,O,X,X,X
JOLISZT,O,O,X,X,X,O
JOLIZTS,O,O,X,O,X,O
JOLIZST,O,O,X,O,X,O
JOLSTIZ,O,O,O,X,X,X
JOLSTZI,O,O,O,X,X,X
JOLSITZ,O,O,O,X,X,X
JOLSIZT,O,O,X,X,X,O
JOLSZTI,O,O,X,X,X,O
JOLSZIT,O,O,X,X,X,O
JOLZTIS,O,O,X,O,X,O
JOLZTSI,O,O,X,O,X,O
JOLZITS,O,O,X,O,X,O
JOLZIST,O,O,X,O,X,O
JOLZSTI,O,O,X,O,X,O
JOLZSIT,O,O,X,O,X,O
JOSTILZ,O,X,O,X,X,X
JOSTIZL,O,O,X,X,X,X
JOSTLIZ,O,X,O,X,X,X
JOSTLZI,O,X,O,X,X,X
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,X,X,X,X
JOSITLZ,O,X,O,X,X,X
JOSITZL,O,O,X,X,X,X
JOSILTZ,O,X,O,X,X,X
JOSILZT,O,X,X,X,O,O
JOSIZTL,O,O,X,X,O,X
JOSIZLT,O,X,X,X,O,O
JOSLTIZ,O,X,O,X,X,X
JOSLTZI,O,X,O,X,X,X
JOSLITZ,O,X,O,X,X,X
JOSLIZT,O,X,X,X,O,O
JOSLZTI,O,X,X,X,O,O
JOSLZIT,O,X,X,X,O,O
JOSZTIL,O,O,X,X,O,X
JOSZTLI,O,O,X,X,O,X
JOSZITL,O,O,X,X,O,X
JOSZILT,O,X,X,X,O,O
JOSZLTI,O,X,X,X,O,O
JOSZLIT,O,X,X,X,O,O
JOZTILS,O,O,X,O,X,O
JOZTISL,O,O,X,O,O,X
JOZTLIS,O,O,X,O,X,O
JOZTLSI,O,O,X,O,X,O
JOZTSIL,O,O,X,O,O,X
JOZTSLI,O,O,X,O,O,X
JOZITLS,O,O,X,O,X,O
JOZITSL,O,O,X,O,O,X
JOZILTS,O,O,X,O,X,O
JOZILST,O,X,X,O,X,O
JOZISTL,O,O,X,O,O,X
JOZISLT,O,X,X,O,O,O
JOZLTIS,O,O,X,O,X,O
JOZLTSI,O,O,X,O,X,O
JOZLITS,O,O,X,O,X,O
JOZLIST,O,X,X,O,X,O
JOZLSTI,O,X,X,O,X,O
JOZLSIT,O,X,X,O,X,O
JOZSTIL,O,O,X,O,O,X
JOZSTLI,O,O,X,O,O,X
JOZSITL,O,O,X,O,O,X
JOZSILT,O,X,X,O,O,O
JOZSLTI,O,X,X,O,O,O
JOZSLIT,O,X,X,O,O,O
STILJZO,O,O,O,X,X,X
STILJOZ,O,O,O,X,X,X
STILZJO,X,X,X,O,O,X
STILZOJ,X,O,O,O,O,X
STILOJZ,X,O,O,X,X,X
STILOZJ,X,O,O,X,X,X
STIJLZO,O,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X
STIJZLO,O,X,X,X,O,X
STIJZOL,O,O,X,X,X,X
STIJOLZ,O,X,O,X,X,X
STIJOZL,X,O,X,X,X,X
STIZLJO,X,X,X,O,O,X
STIZLOJ,X,X,O,O,O,X
STIZJLO,O,X,X,O,O,X
STIZJOL,O,X,X,X,X,X
STIZOLJ,X,X,O,O,O,X
STIZOJL,X,X,X,X,O,X
STIOLJZ,X,O,O,X,X,X
STIOLZJ,X,O,O,O,X,X
STIOJLZ,X,X,O,X,X,X
STIOJZL,X,O,X,X,X,X
STIOZLJ,X,X,O,O,O,X
STIOZJL,X,X,X,O,O,X
STLIJZO,O,O,O,X,X,X
STLIJOZ,O,O,O,X,X,X
STLIZJO,X,X,X,O,O,X
STLIZOJ,X,O,O,O,O,X
STLIOJZ,X,O,O,X,X,X
STLIOZJ,X,O,O,X,X,X
STLJIZO,O,O,O,X,X,X
STLJIOZ,O,O,O,X,X,X
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,O,X,X,X
STLJOZI,X,O,O,X,X,X
STLZIJO,X,X,X,O,O,X
STLZIOJ,X,O,O,O,O,X
STLZJIO,X,X,X,O,O,X
STLZJOI,X,X,X,O,O,X
STLZOIJ,X,O,O,O,O,X
STLZOJI,X,O,O,O,O,X
STLOIJZ,X,O,O,X,X,X
STLOIZJ,X,O,O,X,X,X
STLOJIZ,X,O,O,X,X,X
STLOJZI,X,O,O,X,X,X
STLOZIJ,X,O,O,X,X,X
STLOZJI,X,O,O,X,X,X
STJILZO,O,O,X,X,X,X
STJILOZ,O,O,O,X,X,X
STJIZLO,O,X,X,X,O,X
STJIZOL,O,O,X,X,X,X
STJIOLZ,O,X,O,X,X,X
STJIOZL,X,O,X,X,X,X
STJLIZO,O,O,X,X,X,X
STJLIOZ,O,O,O,X,X,X
STJLZIO,O,O,X,X,X,X
STJLZOI,O,O,X,X,X,X
STJLOIZ,O,O,O,X,X,X
STJLOZI,X,O,O,X,X,X
STJZILO,O,X,X,X,O,X
STJZIOL,O,O,X,X,X,X
STJZLIO,O,X,X,X,O,X
STJZLOI,O,X,X,X,O,X
STJZOIL,O,O,X,X,X,X
STJZOLI,O,O,X,X,X,X
STJOILZ,O,X,O,X,X,X
STJOIZL,X,O,X,X,X,X
STJOLIZ,O,X,O,X,X,X
STJOLZI,X,X,O,X,X,X
STJOZIL,X,O,X,X,X,X
STJOZLI,X,O,X,X,X,X
STZILJO,X,X,X,O,O,X
STZILOJ,X,X,O,O,O,X
STZIJLO,O,X,X,O,O,X
STZIJOL,O,X,X,X,X,X
STZIOLJ,X,X,O,O,O,X
STZIOJL,X,X,X,X,O,X
STZLIJO,X,X,X,O,O,X
STZLIOJ,X,X,O,O,O,X
STZLJIO,X,X,X,O,O,X
STZLJOI,X,X,X,O,O,X
STZLOIJ,X,X,O,O,O,X
STZLOJI,X,X,O,O,O,X
STZJILO,O,X,X,O,O,X
STZJIOL,O,X,X,X,X,X
STZJLIO,O,X,X,O,O,X
STZJLOI,O,X,X,O,O,X
STZJOIL,O,X,X,X,X,X
STZJOLI,O,X,X,X,X,X
STZOILJ,X,X,O,O,O,X
STZOIJL,X,X,X,X,O,X
STZOLIJ,X,X,O,O,O,X
STZOLJI,X,X,O,O,O,X
STZOJIL,X,X,X,X,O,X
STZOJLI,X,X,X,X,O,X
STOILJZ,X,O,O,X,X,X
STOILZJ,X,O,O,O,X,X
STOIJLZ,X,X,O,X,X,X
STOIJZL,X,O,X,X,X,X
STOIZLJ,X,X,O,O,O,X
STOIZJL,X,X,X,O,O,X
STOLIJZ,X,O,O,X,X,X
STOLIZJ,X,O,O,O,X,X
STOLJIZ,X,O,O,X,X,X
STOLJZI,X,O,O,X,X,X
STOLZIJ,X,O,O,O,X,X
STOLZJI,X,O,O,O,X,X
STOJILZ,X,X,O,X,X,X
STOJIZL,X,O,X,X,X,X
STOJLIZ,X,X,O,X,X,X
STOJLZI,X,X,O,X,X,X
STOJZIL,X,O,X,X,X,X
STOJZLI,X,O,X,X,X,X
STOZILJ,X,X,O,O,O,X
STOZIJL,X,X,X,O,O,X
STOZLIJ,X,X,O,O,O,X
STOZLJI,X,X,O,O,O,X
STOZJIL,X,X,X,O,O,X
STOZJLI,X,X,X,O,O,X
SITLJZO,O,O,O,X,X,X
SITLJOZ,O,O,O,X,X,X
SITLZJO,X,X,X,O,O,X
SITLZOJ,X,O,O,O,O,X
SITLOJZ,X,O,O,X,X,X
SITLOZJ,X,O,O,X,X,X
SITJLZO,O,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X
SITJZLO,O,X,X,X,O,X
SITJZOL,O,O,X,X,X,X
SITJOLZ,O,X,O,X,X,X
SITJOZL,X,O,X,X,X,X
SITZLJO,X,X,X,O,O,X
SITZLOJ,X,X,O,O,O,X
SITZJLO,O,X,X,O,O,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,X,X,O,O,O,X
SITZOJL,X,X,X,X,O,X
SITOLJZ,X,O,O,X,X,X
SITOLZJ,X,O,O,O,X,X
SITOJLZ,X,X,O,X,X,X
SITOJZL,X,O,X,X,X,X
SITOZLJ,X,X,O,O,O,X
SITOZJL,X,X,X,O,O,X
SILTJZO,O,O,O,X,X,X
SILTJOZ,O,O,O,X,X,X
SILTZJO,X,X,X,O,O,X
SILTZOJ,X,O,O,O,O,X
SILTOJZ,X,O,O,X,X,X
SILTOZJ,X,O,O,X,X,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,X,O,X,X,X
SILJZTO,O,X,X,X,O,O
SILJZOT,O,X,X,X,X,O
SILJOTZ,O,X,O,X,X,X
SILJOZT,O,X,X,X,X,X
SILZTJO,X,X,X,O,O,X
SILZTOJ,X,O,O,O,O,X
SILZJTO,O,X,X,O,O,O
SILZJOT,O,X,X,X,X,O
SILZOTJ,X,O,O,O,O,X
SILZOJT,X,X,X,X,X,O
SILOTJZ,X,O,O,X,X,X
SILOTZJ,X,O,O,X,X,X
SILOJTZ,O,X,O,X,X,X
SILOJZT,O,X,X,X,X,O
SILOZTJ,X,O,O,X,O,X
SILOZJT,X,X,X,X,X,O
SIJTLZO,O,O,X,X,X,X
SIJTLOZ,O,O,O,X,X,X
SIJTZLO,O,X,X,X,O,X
SIJTZOL,O,O,X,X,X,X
SIJTOLZ,O,X,O,X,X,X
SIJTOZL,O,O,X,X,X,X
SIJLTZO,O,O,X,X,X,X
SIJLTOZ,O,O,O,X,X,X
SIJLZTO,O,O,X,X,O,O
SIJLZOT,O,O,X,X,X,O
SIJLOTZ,O,O,O,X,X,X
SIJLOZT,O,O,X,X,X,X
SIJZTLO,O,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X
SIJZLTO,O,X,X,X,O,O
SIJZLOT,O,X,X,X,X,O
SIJZOTL,O,O,X,X,X,X
SIJZOLT,O,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,X
SIJOTZL,O,O,X,X,X,X
SIJOLTZ,O,X,O,X,X,X
SIJOLZT,O,X,X,X,X,O
SIJOZTL,O,O,X,X,X,X
SIJOZLT,O,X,X,X,X,O
SIZTLJO,X,X,X,O,O,X
SIZTLOJ,X,X,O,O,O,X
SIZTJLO,O,X,X,O,O,X
SIZTJOL,O,X,X,X,X,X
SIZTOLJ,X,X,O,O,O,X
SIZTOJL,O,X,X,X,O,X
SIZLTJO,X,X,X,O,O,X
SIZLTOJ,X,X,O,O,O,X
SIZLJTO,O,X,X,O,O,O
SIZLJOT,O,X,X,X,X,O
SIZLOTJ,X,X,O,O,O,X
SIZLOJT,X,X,X,X,X,O
SIZJTLO,O,X,X,O,O,X
SIZJTOL,O,X,X,X,X,X
SIZJLTO,O,X,X,O,O,O
SIZJLOT,O,X,X,X,X,O
SIZJOTL,O,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X
SIZOTLJ,X,X,O,O,O,X
SIZOTJL,O,X,X,X,O,X
SIZOLTJ,X,X,O,O,O,X
SIZOLJT,O,X,X,X,O,O
SIZOJTL,O,X,X,X,O,X
SIZOJLT,O,X,X,X,O,O
SIOTLJZ,O,O,O,X,X,X
SIOTLZJ,X,O,O,O,O,X
SIOTJLZ,O,X,O,X,X,X
SIOTJZL,O,O,X,X,X,X
SIOTZLJ,X,X,O,O,O,X
SIOTZJL,O,X,X,O,O,X
SIOLTJZ,O,O,O,X,X,X
SIOLTZJ,X,O,O,O,O,X
SIOLJTZ,O,X,O,X,X,X
SIOLJZT,O,X,X,X,O,O
SIOLZTJ,X,O,O,O,O,X
SIOLZJT,O,X,X,O,O,O
SIOJTLZ,O,X,O,X,X,X
SIOJTZL,O,O,X,X,X,X
SIOJLTZ,O,X,O,X,X,X
SIOJLZT,O,X,X,X,O,O
SIOJZTL,O,O,X,X,O,X
SIOJZLT,O,X,X,X,O,O
SIOZTLJ,X,X,O,O,O,X
SIOZTJL,O,X,X,O,O,X
SIOZLTJ,X,X,O,O,O,X
SIOZLJT,O,X,X,O,O,O
SIOZJTL,O,X,X,O,O,X
SIOZJLT,O,X,X,O,O,O
SLTIJZO,O,O,O,X,X,X
SLTIJOZ,O,O,O,X,X,X
SLTIZJO,X,X,X,O,O,X
SLTIZOJ,X,O,O,O,O,X
SLTIOJZ,X,O,O,X,X,X
SLTIOZJ,X,O,O,X,X,X
SLTJIZO,O,O,O,X,X,X
SLTJIOZ,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X
SLTJOIZ,O,O,O,X,X,X
SLTJOZI,X,O,O,X,X,X
SLTZIJO,X,X,X,O,O,X
SLTZIOJ,X,O,O,O,O,X
SLTZJIO,X,X,X,O,O,X
SLTZJOI,X,X,X,O,O,X
SLTZOIJ,X,O,O,O,O,X
SLTZOJI,X,O,O,O,O,X
SLTOIJZ,X,O,O,X,X,X
SLTOIZJ,X,O,O,X,X,X
SLTOJIZ,X,O,O,X,X,X
SLTOJZI,X,O,O,X,X,X
SLTOZIJ,X,O,O,X,X,X
SLTOZJI,X,O,O,X,X,X
SLITJZO,O,O,O,X,X,X
SLITJOZ,O,O,O,X,X,X
SLITZJO,X,X,X,O,O,X
SLITZOJ,X,O,O,O,O,X
SLITOJZ,X,O,O,X,X,X
SLITOZJ,X,O,O,X,X,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,X,O,X,X,X
SLIJZTO,O,X,X,X,O,O
SLIJZOT,O,X,X,X,X,O
SLIJOTZ,O,X,O,X,X,X
SLIJOZT,O,X,X,X,X,X
SLIZTJO,X,X,X,O,O,X
SLIZTOJ,X,O,O,O,O,X
SLIZJTO,O,X,X,O,O,O
SLIZJOT,O,X,X,X,X,O
SLIZOTJ,X,O,O,O,O,X
SLIZOJT,X,X,X,X,X,O
SLIOTJZ,X,O,O,X,X,X
SLIOTZJ,X,O,O,X,X,X
SLIOJTZ,O,X,O,X,X,X
SLIOJZT,O,X,X,X,X,O
SLIOZTJ,X,O,O,X,O,X
SLIOZJT,X,X,X,X,X,O
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,X,O,X,X,X
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,X
SLJTOZI,X,X,O,X,X,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,X,O,X,X,X
SLJIZTO,O,X,X,X,O,O
SLJIZOT,O,X,X,X,X,O
SLJIOTZ,O,X,O,X,X,X
SLJIOZT,O,X,X,X,X,X
SLJZTIO,O,X,X,X,O,O
SLJZTOI,O,X,X,X,O,O
SLJZITO,O,X,X,X,O,O
SLJZIOT,O,X,X,X,X,O
SLJZOTI,O,X,X,X,X,O
SLJZOIT,O,X,X,X,X,O
SLJOTIZ,O,X,O,X,X,X
SLJOTZI,X,X,O,X,X,X
SLJOITZ,O,X,O,X,X,X
SLJOIZT,O,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X
SLZTIJO,X,X,X,O,O,X
SLZTIOJ,X,O,O,O,O,X
SLZTJIO,X,X,X,O,O,X
SLZTJOI,X,X,X,O,O,X
SLZTOIJ,X,O,O,O,O,X
SLZTOJI,X,O,O,O,O,X
SLZITJO,X,X,X,O,O,X
SLZITOJ,X,O,O,O,O,X
SLZIJTO,O,X,X,O,O,O
SLZIJOT,O,X,X,X,X,O
SLZIOTJ,X,O,O,O,O,X
SLZIOJT,X,X,X,X,X,O
SLZJTIO,O,X,X,O,O,O
SLZJTOI,O,X,X,O,O,O
SLZJITO,O,X,X,O,O,O
SLZJIOT,O,X,X,X,X,O
SLZJOTI,O,X,X,X,X,O
SLZJOIT,O,X,X,X,X,O
SLZOTIJ,X,O,O,O,O,X
SLZOTJI,X,O,O,O,O,X
SLZOITJ,X,O,O,O,O,X
SLZOIJT,X,X,X,X,X,O
SLZOJTI,X,X,X,X,X,O
SLZOJIT,X,X,X,X,X,O
SLOTIJZ,X,O,O,X,X,X
SLOTIZJ,X,O,O,X,X,X
SLOTJIZ,X,O,O,X,X,X
SLOTJZI,X,O,O,X,X,X
SLOTZIJ,X,O,O,X,X,X
SLOTZJI,X,O,O,X,X,X
SLOITJZ,X,O,O,X,X,X
SLOITZJ,X,O,O,X,X,X
SLOIJTZ,O,X,O,X,X,X
SLOIJZT,O,X,X,X,X,O
SLOIZTJ,X,O,O,X,O,X
SLOIZJT,X,X,X,X,X,O
SLOJTIZ,O,X,O,X,X,X
SLOJTZI,X,X,O,X,X,X
SLOJITZ,O,X,O,X,X,X
SLOJIZT,O,X,X,X,X,O
SLOJZTI,O,X,X,X,X,O
SLOJZIT,O,X,X,X,X,O
SLOZTIJ,X,O,O,X,O,X
SLOZTJI,X,O,O,X,O,X
SLOZITJ,X,O,O,X,O,X
SLOZIJT,X,X,X,X,X,O
SLOZJTI,X,X,X,X,X,O
SLOZJIT,X,X,X,X,X,O
SJTILZO,O,O,X,X,X,X
SJTILOZ,O,O,O,X,X,X
SJTIZLO,O,X,X,X,O,X
SJTIZOL,O,O,X,X,X,X
SJTIOLZ,O,X,O,X,X,X
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,O,X,X,X,X
SJTLIOZ,O,O,O,X,X,X
SJTLZIO,O,O,X,X,X,X
SJTLZOI,O,O,X,X,X,X
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,X,O,O,X,X,X
SJTZILO,O,X,X,X,O,X
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,X,X,X,O,X
SJTZLOI,O,X,X,X,O,X
SJTZOIL,O,O,X,X,X,X
SJTZOLI,O,O,X,X,X,X
SJTOILZ,O,X,O,X,X,X
SJTOIZL,O,O,X,X,X,X
SJTOLIZ,O,X,O,X,X,X
SJTOLZI,O,X,O,X,X,X
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,X,X,X,X
SJITLZO,O,O,X,X,X,X
SJITLOZ,O,O,O,X,X,X
SJITZLO,O,X,X,X,O,X
SJITZOL,O,O,X,X,X,X
SJITOLZ,O,X,O,X,X,X
SJITOZL,O,O,X,X,X,X
SJILTZO,O,O,X,X,X,X
SJILTOZ,O,O,O,X,X,X
SJILZTO,O,O,X,X,O,O
SJILZOT,O,O,X,X,X,O
SJILOTZ,O,O,O,X,X,X
SJILOZT,O,O,X,X,X,X
SJIZTLO,O,X,X,X,O,X
SJIZTOL,O,O,X,X,X,X
SJIZLTO,O,X,X,X,O,O
SJIZLOT,O,X,X,X,X,O
SJIZOTL,O,O,X,X,X,X
SJIZOLT,O,X,X,X,X,X
SJIOTLZ,O,X,O,X,X,X
SJIOTZL,O,O,X,X,X,X
SJIOLTZ,O,X,O,X,X,X
SJIOLZT,O,X,X,X,X,O
SJIOZTL,O,O,X,X,X,X
SJIOZLT,O,X,X,X,X,O
SJLTIZO,O,O,X,X,X,X
SJLTIOZ,O,O,O,X,X,X
SJLTZIO,O,O,X,X,X,X
SJLTZOI,O,O,X,X,X,X
SJLTOIZ,O,O,O,X,X,X
SJLTOZI,X,O,O,X,X,X
SJLITZO,O,O,X,X,X,X
SJLITOZ,O,O,O,X,X,X
SJLIZTO,O,O,X,X,O,O
SJLIZOT,O,O,X,X,X,O
SJLIOTZ,O,O,O,X,X,X
SJLIOZT,O,O,X,X,X,X
SJLZTIO,O,O,X,X,O,O
SJLZTOI,O,O,X,X,O,O
SJLZITO,O,O,X,X,O,O
SJLZIOT,O,O,X,X,X,O
SJLZOTI,O,O,X,X,X,O
SJLZOIT,O,O,X,X,X,O
SJLOTIZ,O,O,O,X,X,X
SJLOTZI,X,O,O,X,X,X
SJLOITZ,O,O,O,X,X,X
SJLOIZT,O,O,X,X,X,X
SJLOZTI,O,O,X,X,X,X
SJLOZIT,O,O,X,X,X,X
SJZTILO,O,X,X,X,O,X
SJZTIOL,O,O,X,X,X,X
SJZTLIO,O,X,X,X,O,X
SJZTLOI,O,X,X,X,O,X
SJZTOIL,O,O,X,X,X,X
SJZTOLI,O,O,X,X,X,X
SJZITLO,O,X,X,X,O,X
SJZITOL,O,O,X,X,X,X
SJZILTO,O,X,X,X,O,O
SJZILOT,O,X,X,X,X,O
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,X,X,X,X,X
SJZLTIO,O,X,X,X,O,O
SJZLTOI,O,X,X,X,O,O
SJZLITO,O,X,X,X,O,O
SJZLIOT,O,X,X,X,X,O
SJZLOTI,O,X,X,X,X,O
SJZLOIT,O,X,X,X,X,O
SJZOTIL,O,O,X,X,X,X
SJZOTLI,O,O,X,X,X,X
SJZOITL,O,O,X,X,X,X
SJZOILT,O,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X
SJOTILZ,O,X,O,X,X,X
SJOTIZL,O,O,X,X,X,X
SJOTLIZ,O,X,O,X,X,X
SJOTLZI,O,X,O,X,X,X
