sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
LJSITOZ,O,X,O,O,O,X,O,O,O,O,X
LJSIZTO,O,O,X,X,X,O,O,O,O,O,X
LJSIZOT,X,O,X,X,X,O,X,O,O,X,O
LJSIOTZ,O,X,O,O,O,X,O,O,O,O,X
LJSIOZT,O,O,X,X,X,O,X,O,O,X,O
LJSZTIO,O,O,O,X,X,O,X,O,O,O,X
LJSZTOI,O,O,O,X,X,O,X,O,O,O,X
LJSZITO,O,O,X,X,X,O,X,O,O,O,X
LJSZIOT,X,O,X,X,X,O,X,O,O,X,O
LJSZOTI,O,O,O,X,X,O,X,O,O,X,X
LJSZOIT,O,O,X,X,X,O,X,O,O,X,O
LJSOTIZ,O,X,O,O,X,X,X,O,O,O,X
LJSOTZI,O,X,O,O,X,X,X,O,O,O,X
LJSOITZ,O,X,O,O,X,X,X,O,O,O,X
LJSOIZT,O,O,X,X,X,O,X,O,O,X,O
LJSOZTI,O,O,O,X,X,O,X,O,O,X,X
LJSOZIT,O,O,X,X,X,O,X,O,O,X,O
LJZTISO,O,O,O,X,X,X,X,X,O,O,X
LJZTIOS,O,O,X,O,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X,X,O,O,X
LJZTSOI,O,O,O,X,X,X,X,X,O,O,X
LJZTOIS,O,O,X,O,X,X,X,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,O,O,X
LJZITOS,O,O,X,O,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,X,O,O,O,X
LJZISOT,X,O,X,X,X,X,X,O,O,X,X
LJZIOTS,X,O,X,O,X,X,X,X,X,X,O
LJZIOST,X,O,X,X,X,X,X,X,X,X,O
LJZSTIO,X,O,O,X,X,X,X,O,O,O,X
LJZSTOI,X,O,O,X,X,X,X,O,O,O,X
LJZSITO,X,O,X,X,X,X,X,O,O,O,X
LJZSIOT,X,O,X,X,X,X,X,O,O,X,X
LJZSOTI,X,O,O,X,X,X,X,O,O,X,X
LJZSOIT,X,O,X,X,X,X,X,O,O,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,X,X,X
LJZOITS,O,O,X,O,X,X,X,X,X,X,O
LJZOIST,X,O,X,X,X,X,X,X,X,X,O
LJZOSTI,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,O,X,X,X,X,O,O,X
LJOTIZS,O,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,O,O,X
LJOTSZI,O,X,O,O,X,X,X,X,O,O,X
LJOTZIS,O,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,O,O,X
LJOITZS,O,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,X,X,O,X,X,X,X,O,O,X
LJOISZT,O,O,X,X,X,X,X,X,O,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X,O
LJOIZST,X,O,X,X,X,X,X,X,X,X,O
LJOSTIZ,O,X,O,O,X,X,X,X,O,O,X
LJOSTZI,O,X,O,O,X,X,X,X,O,O,X
LJOSITZ,O,X,O,O,X,X,X,X,O,O,X
LJOSIZT,O,O,X,X,X,X,X,X,O,X,X
LJOSZTI,O,O,O,X,X,X,X,X,O,X,X
LJOSZIT,O,O,X,X,X,X,X,X,O,X,X
LJOZTIS,O,O,X,O,X,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,X,X,X,O
LJOZIST,X,O,X,X,X,X,X,X,X,X,O
LJOZSTI,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,O,X,O,O,O,O,X
LSTIJOZ,O,X,O,O,O,X,O,O,O,O,X
LSTIZJO,O,O,O,X,X,O,O,O,X,X,X
LSTIZOJ,O,O,O,X,X,O,X,X,X,X,X
LSTIOJZ,O,X,O,O,O,X,O,O,X,X,X
LSTIOZJ,O,X,O,X,X,O,X,X,X,X,X
LSTJIZO,O,O,O,X,O,X,O,O,O,O,X
LSTJIOZ,O,X,O,O,O,X,O,O,O,O,X
LSTJZIO,O,O,O,X,X,X,X,O,O,O,X
LSTJZOI,O,O,O,X,X,X,X,O,O,O,X
LSTJOIZ,O,X,O,O,X,X,X,O,O,O,X
LSTJOZI,O,X,O,O,X,X,X,O,O,O,X
LSTZIJO,O,O,O,X,X,O,X,O,X,X,X
LSTZIOJ,O,O,O,X,X,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,O,X,O,X,X,X
LSTZJOI,O,O,O,X,X,O,X,O,X,X,X
LSTZOIJ,O,O,O,X,X,O,X,X,X,X,X
LSTZOJI,O,X,O,X,X,O,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,X,O,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,O,X,X,X
LSTOJZI,O,X,O,O,X,X,X,O,X,X,X
LSTOZIJ,O,X,O,X,X,O,X,X,X,X,X
LSTOZJI,O,X,O,X,X,O,X,X,X,X,X
LSITJZO,O,O,O,X,O,X,O,O,O,O,X
LSITJOZ,O,X,O,O,O,X,O,O,O,O,X
LSITZJO,O,O,O,X,X,O,O,O,X,X,X
LSITZOJ,O,O,O,X,X,O,X,X,X,X,X
LSITOJZ,O,X,O,O,O,X,O,O,X,X,X
LSITOZJ,O,X,O,X,X,O,X,X,X,X,X
LSIJTZO,O,O,O,X,O,X,O,O,O,O,X
LSIJTOZ,O,X,O,O,O,X,O,O,O,O,X
LSIJZTO,O,O,X,X,X,O,O,O,O,O,X
LSIJZOT,X,O,X,X,X,O,X,O,O,X,O
LSIJOTZ,O,X,O,O,O,X,O,O,O,O,X
LSIJOZT,O,O,X,X,X,O,X,O,O,X,O
LSIZTJO,O,O,O,X,X,O,O,O,X,X,X
LSIZTOJ,O,O,O,X,X,O,X,X,X,X,X
LSIZJTO,O,O,X,X,X,O,O,O,X,X,X
LSIZJOT,X,O,X,X,X,O,X,O,X,X,O
LSIZOTJ,O,O,O,X,X,O,X,X,X,X,X
LSIZOJT,O,O,X,X,X,O,X,O,X,X,X
LSIOTJZ,O,X,O,O,O,X,O,O,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,O,X,O,O,O,X,O,O,X,X,X
LSIOJZT,O,O,X,X,X,O,X,O,X,X,X
LSIOZTJ,O,O,O,X,X,O,X,X,X,X,X
LSIOZJT,O,O,X,X,X,O,X,O,X,X,X
LSJTIZO,O,O,O,X,O,X,O,O,O,O,X
LSJTIOZ,O,X,O,O,O,X,O,O,O,O,X
LSJTZIO,O,O,O,X,X,X,X,O,O,O,X
LSJTZOI,O,O,O,X,X,X,X,O,O,O,X
LSJTOIZ,O,X,O,O,X,X,X,O,O,O,X
LSJTOZI,O,X,O,O,X,X,X,O,O,O,X
LSJITZO,O,O,O,X,O,X,O,O,O,O,X
LSJITOZ,O,X,O,O,O,X,O,O,O,O,X
LSJIZTO,O,O,X,X,X,O,O,O,O,O,X
LSJIZOT,X,O,X,X,X,O,X,O,O,X,O
LSJIOTZ,O,X,O,O,O,X,O,O,O,O,X
LSJIOZT,O,O,X,X,X,O,X,O,O,X,O
LSJZTIO,O,O,O,X,X,O,X,O,O,O,X
LSJZTOI,O,O,O,X,X,O,X,O,O,O,X
LSJZITO,O,O,X,X,X,O,X,O,O,O,X
LSJZIOT,X,O,X,X,X,O,X,O,O,X,O
LSJZOTI,O,O,O,X,X,O,X,O,O,X,X
LSJZOIT,O,O,X,X,X,O,X,O,O,X,O
LSJOTIZ,O,X,O,O,X,X,X,O,O,O,X
LSJOTZI,O,X,O,O,X,X,X,O,O,O,X
LSJOITZ,O,X,O,O,X,X,X,O,O,O,X
LSJOIZT,O,O,X,X,X,O,X,O,O,X,O
LSJOZTI,O,O,O,X,X,O,X,O,O,X,X
LSJOZIT,O,O,X,X,X,O,X,O,O,X,O
LSZTIJO,O,O,O,X,X,O,X,O,X,X,X
LSZTIOJ,O,O,O,X,X,O,X,X,X,X,X
LSZTJIO,O,O,O,X,X,O,X,O,X,X,X
LSZTJOI,O,O,O,X,X,O,X,O,X,X,X
LSZTOIJ,O,O,O,X,X,O,X,X,X,X,X
LSZTOJI,O,X,O,X,X,O,X,X,X,X,X
LSZITJO,O,O,O,X,X,O,X,O,X,X,X
LSZITOJ,O,O,O,X,X,O,X,X,X,X,X
LSZIJTO,O,O,X,X,X,O,X,O,X,X,X
LSZIJOT,X,O,X,X,X,O,X,O,X,X,O
LSZIOTJ,O,O,O,X,X,O,X,X,X,X,X
LSZIOJT,O,O,X,X,X,O,X,O,X,X,X
LSZJTIO,O,O,O,X,X,O,X,O,X,X,X
LSZJTOI,O,O,O,X,X,O,X,O,X,X,X
LSZJITO,O,O,X,X,X,O,X,O,X,X,X
LSZJIOT,X,O,X,X,X,O,X,O,X,X,O
LSZJOTI,O,O,O,X,X,O,X,O,X,X,X
LSZJOIT,O,O,X,X,X,O,X,O,X,X,O
LSZOTIJ,O,O,O,X,X,O,X,X,X,X,X
LSZOTJI,O,X,O,X,X,O,X,X,X,X,X
LSZOITJ,O,O,O,X,X,O,X,X,X,X,X
LSZOIJT,O,O,X,X,X,O,X,O,X,X,X
LSZOJTI,O,O,O,X,X,O,X,O,X,X,X
LSZOJIT,O,O,X,X,X,O,X,O,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,O,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,X,X,X
LSOTJIZ,O,X,O,O,X,X,X,O,X,X,X
LSOTJZI,O,X,O,O,X,X,X,O,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,X,X,X,X
LSOTZJI,O,X,O,X,X,O,X,X,X,X,X
LSOITJZ,O,X,O,O,X,X,X,O,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,O,X,X,X
LSOIJZT,O,O,X,X,X,O,X,O,X,X,X
LSOIZTJ,O,O,O,X,X,O,X,X,X,X,X
LSOIZJT,O,O,X,X,X,O,X,O,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,O,X,X,X
LSOJTZI,O,X,O,O,X,X,X,O,X,X,X
LSOJITZ,O,X,O,O,X,X,X,O,X,X,X
LSOJIZT,O,O,X,X,X,O,X,O,X,X,X
LSOJZTI,O,O,O,X,X,O,X,O,X,X,X
LSOJZIT,O,O,X,X,X,O,X,O,X,X,X
LSOZTIJ,O,O,O,X,X,O,X,X,X,X,X
LSOZTJI,O,X,O,X,X,O,X,X,X,X,X
LSOZITJ,O,O,O,X,X,O,X,X,X,X,X
LSOZIJT,O,O,X,X,X,O,X,O,X,X,X
LSOZJTI,O,O,O,X,X,O,X,O,X,X,X
LSOZJIT,O,O,X,X,X,O,X,O,X,X,X
LZTIJSO,O,O,O,X,X,X,X,X,O,O,X
LZTIJOS,O,O,X,O,X,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,O,X,X,X
LZTISOJ,X,O,O,X,X,X,X,X,X,X,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,X,X,O,O,X
LZTJIOS,O,O,X,O,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,X,X,X,X,O,O,X
LZTJSOI,O,O,O,X,X,X,X,X,O,O,X
LZTJOIS,O,O,X,O,X,X,X,X,X,X,X
LZTJOSI,O,O,X,O,X,X,X,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,O,X,X,X
LZTSIOJ,X,O,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,O,X,X,X
LZTSJOI,O,O,O,X,X,X,X,O,X,X,X
LZTSOIJ,O,O,O,X,X,X,X,X,X,X,X
LZTSOJI,O,X,O,X,X,X,X,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X,X,X,X
LZTOSJI,O,X,X,X,X,X,X,X,X,X,X
LZITJSO,O,O,O,X,X,X,X,X,O,O,X
LZITJOS,O,O,X,O,X,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,O,X,X,X
LZITSOJ,X,O,O,X,X,X,X,X,X,X,X
LZITOJS,O,O,X,O,X,X,X,X,X,X,X
LZITOSJ,O,O,X,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,O,O,X
LZIJTOS,O,O,X,O,X,X,X,X,X,X,X
LZIJSTO,X,O,X,X,X,X,X,O,O,O,X
LZIJSOT,X,O,X,X,X,X,X,O,O,X,X
LZIJOTS,X,O,X,O,X,X,X,X,X,X,O
LZIJOST,X,O,X,X,X,X,X,X,X,X,O
LZISTJO,O,O,O,X,X,O,X,O,X,X,X
LZISTOJ,X,O,O,X,X,O,X,X,X,X,X
LZISJTO,X,O,X,X,X,O,X,O,X,X,X
LZISJOT,X,O,X,X,X,O,X,O,X,X,X
LZISOTJ,X,O,O,X,X,O,X,X,X,X,X
LZISOJT,X,O,X,X,X,O,X,O,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X,X,X,X,X
LZIOJST,X,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,X,X,X,X,X,X,X
LZIOSJT,X,O,X,X,X,X,X,O,X,X,X
LZJTISO,O,O,O,X,X,X,X,X,O,O,X
LZJTIOS,O,O,X,O,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,X,X,O,O,X
LZJTSOI,O,O,O,X,X,X,X,X,O,O,X
LZJTOIS,O,O,X,O,X,X,X,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,O,O,X
LZJITOS,O,O,X,O,X,X,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,X,O,O,O,X
LZJISOT,X,O,X,X,X,X,X,O,O,X,X
LZJIOTS,X,O,X,O,X,X,X,X,X,X,O
LZJIOST,X,O,X,X,X,X,X,X,X,X,O
LZJSTIO,X,O,O,X,X,X,X,O,O,O,X
LZJSTOI,X,O,O,X,X,X,X,O,O,O,X
LZJSITO,X,O,X,X,X,X,X,O,O,O,X
LZJSIOT,X,O,X,X,X,X,X,O,O,X,X
LZJSOTI,X,O,O,X,X,X,X,O,O,X,X
LZJSOIT,X,O,X,X,X,X,X,O,O,X,X
LZJOTIS,O,O,X,O,X,X,X,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X,X,X,X
LZJOITS,O,O,X,O,X,X,X,X,X,X,O
LZJOIST,X,O,X,X,X,X,X,X,X,X,O
LZJOSTI,X,O,X,X,X,X,X,X,X,X,X
LZJOSIT,X,O,X,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,X,X,O,X,O,X,X,X
LZSTIOJ,X,O,O,X,X,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,O,X,O,X,X,X
LZSTJOI,O,O,O,X,X,O,X,O,X,X,X
LZSTOIJ,O,O,O,X,X,O,X,X,X,X,X
LZSTOJI,O,X,O,X,X,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,O,X,O,X,X,X
LZSITOJ,X,O,O,X,X,O,X,X,X,X,X
LZSIJTO,X,O,X,X,X,O,X,O,X,X,X
LZSIJOT,X,O,X,X,X,O,X,O,X,X,X
LZSIOTJ,X,O,O,X,X,O,X,X,X,X,X
LZSIOJT,X,O,X,X,X,O,X,O,X,X,X
LZSJTIO,X,O,O,X,X,O,X,O,X,X,X
LZSJTOI,X,O,O,X,X,O,X,O,X,X,X
LZSJITO,X,O,X,X,X,O,X,O,X,X,X
LZSJIOT,X,O,X,X,X,O,X,O,X,X,X
LZSJOTI,X,O,O,X,X,O,X,O,X,X,X
LZSJOIT,X,O,X,X,X,O,X,O,X,X,X
LZSOTIJ,O,O,O,X,X,O,X,X,X,X,X
LZSOTJI,O,X,O,X,X,O,X,X,X,X,X
LZSOITJ,O,O,O,X,X,O,X,X,X,X,X
LZSOIJT,X,O,X,X,X,O,X,O,X,X,X
LZSOJTI,X,O,O,X,X,O,X,O,X,X,X
LZSOJIT,X,O,X,X,X,O,X,O,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,X,X,X,X,X
LZOTSJI,O,X,X,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X,X,X
LZOIJTS,O,O,X,O,X,X,X,X,X,X,X
LZOIJST,X,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X,X,X
LZOISJT,X,O,X,X,X,X,X,O,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X,X,X,X
LZOJITS,O,O,X,O,X,X,X,X,X,X,X
LZOJIST,X,O,X,X,X,X,X,X,X,X,X
LZOJSTI,X,O,X,X,X,X,X,X,X,X,X
LZOJSIT,X,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,X,X
LZOSIJT,X,O,X,X,X,X,X,O,X,X,X
LZOSJTI,X,O,X,X,X,X,X,O,X,X,X
LZOSJIT,X,O,X,X,X,X,X,O,X,X,X
LOTIJSZ,O,X,O,O,X,X,X,X,O,O,X
LOTIJZS,O,X,X,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,O,X,X,X,X,X,X,X
LOTISZJ,O,X,O,X,X,X,X,X,X,X,X
LOTIZJS,O,X,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X,X,X,X,X
LOTJISZ,O,X,O,O,X,X,X,X,O,O,X
LOTJIZS,O,X,X,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,O,O,X
LOTJSZI,O,X,O,O,X,X,X,X,O,O,X
LOTJZIS,O,X,X,O,X,X,X,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,O,X,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,X,X,X,X,X
LOTSZJI,O,X,O,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,O,X,X,X,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,X,X,O,X,X,X,X,X,X,X
LOTZJSI,O,X,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X,X,O,O,X
LOITJZS,O,X,X,O,X,X,X,X,X,X,X
LOITSJZ,O,X,O,O,X,X,X,X,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,O,X,X,X,X,X,X,X
LOITZSJ,O,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,X,X,O,O,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,O,O,X
LOIJSZT,O,O,X,X,X,X,X,X,O,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X,X,X
LOIJZST,X,O,X,X,X,X,X,X,X,X,X
LOISTJZ,O,X,O,O,X,X,X,O,X,X,X
LOISTZJ,O,X,O,X,X,O,X,X,X,X,X
LOISJTZ,O,X,O,O,X,X,X,O,X,X,X
LOISJZT,O,O,X,X,X,O,X,O,X,X,X
LOISZTJ,O,O,O,X,X,O,X,X,X,X,X
LOISZJT,O,O,X,X,X,O,X,O,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X,X,X,X
LOIZJST,X,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,X,X,X,X
LOIZSJT,X,O,X,X,X,X,X,O,X,X,X
LOJTISZ,O,X,O,O,X,X,X,X,O,O,X
LOJTIZS,O,X,X,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,O,O,X
LOJTSZI,O,X,O,O,X,X,X,X,O,O,X
LOJTZIS,O,X,X,O,X,X,X,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,O,O,X
LOJITZS,O,X,X,O,X,X,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,O,O,X
LOJISZT,O,O,X,X,X,X,X,X,O,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X,O,O,X
LOJSTZI,O,X,O,O,X,X,X,X,O,O,X
LOJSITZ,O,X,O,O,X,X,X,X,O,O,X
LOJSIZT,O,O,X,X,X,X,X,X,O,X,X
LOJSZTI,O,O,O,X,X,X,X,X,O,X,X
LOJSZIT,O,O,X,X,X,X,X,X,O,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X,X
LOJZIST,X,O,X,X,X,X,X,X,X,X,X
LOJZSTI,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,X,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,O,O,X,X,X,O,X,X,X
LOSTIZJ,O,X,O,X,X,O,X,X,X,X,X
LOSTJIZ,O,X,O,O,X,X,X,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X,O,X,X,X
LOSTZIJ,O,X,O,X,X,O,X,X,X,X,X
LOSTZJI,O,X,O,X,X,O,X,X,X,X,X
LOSITJZ,O,X,O,O,X,X,X,O,X,X,X
LOSITZJ,O,X,O,X,X,O,X,X,X,X,X
LOSIJTZ,O,X,O,O,X,X,X,O,X,X,X
LOSIJZT,O,O,X,X,X,O,X,O,X,X,X
LOSIZTJ,O,O,O,X,X,O,X,X,X,X,X
LOSIZJT,O,O,X,X,X,O,X,O,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,O,X,X,X
LOSJTZI,O,X,O,O,X,X,X,O,X,X,X
LOSJITZ,O,X,O,O,X,X,X,O,X,X,X
LOSJIZT,O,O,X,X,X,O,X,O,X,X,X
LOSJZTI,O,O,O,X,X,O,X,O,X,X,X
LOSJZIT,O,O,X,X,X,O,X,O,X,X,X
LOSZTIJ,O,O,O,X,X,O,X,X,X,X,X
LOSZTJI,O,X,O,X,X,O,X,X,X,X,X
LOSZITJ,O,O,O,X,X,O,X,X,X,X,X
LOSZIJT,O,O,X,X,X,O,X,O,X,X,X
LOSZJTI,O,O,O,X,X,O,X,O,X,X,X
LOSZJIT,O,O,X,X,X,O,X,O,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,X,X,X,X,X
LOZTSJI,O,X,X,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X,X,X,X
LOZIJTS,O,O,X,O,X,X,X,X,X,X,X
LOZIJST,X,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,X,X
LOZISJT,X,O,X,X,X,X,X,O,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X,X,X
LOZJITS,O,O,X,O,X,X,X,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,X,X,X
LOZJSTI,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,X
LOZSIJT,X,O,X,X,X,X,X,O,X,X,X
LOZSJTI,X,O,X,X,X,X,X,O,X,X,X
LOZSJIT,X,O,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,O,X,O,X,O,X,O,O,X
JTILSOZ,X,X,O,O,O,X,O,X,O,O,X
JTILZSO,O,X,O,X,O,X,O,X,O,O,X
JTILZOS,O,X,X,O,O,X,X,X,X,X,X
JTILOSZ,O,X,O,O,O,X,O,X,O,O,X
JTILOZS,O,X,X,O,O,X,X,X,X,X,X
JTISLZO,O,X,O,X,O,X,O,X,O,O,X
JTISLOZ,O,X,O,X,O,X,O,X,O,O,X
JTISZLO,O,X,O,X,O,X,O,X,X,X,X
JTISZOL,O,X,O,X,O,X,X,X,X,X,O
JTISOLZ,O,X,O,X,O,X,O,X,O,X,X
JTISOZL,O,X,O,X,O,X,X,X,X,X,O
JTIZLSO,O,X,O,X,O,X,O,X,X,X,X
JTIZLOS,O,X,X,X,O,X,X,X,X,X,X
JTIZSLO,O,X,O,X,O,X,O,X,X,X,X
JTIZSOL,O,X,O,X,O,X,X,X,X,X,X
JTIZOLS,O,X,X,X,O,X,X,X,X,X,O
JTIZOSL,O,X,X,X,O,X,X,X,X,X,O
JTIOLSZ,O,X,O,O,O,X,O,X,X,X,X
JTIOLZS,O,X,X,O,O,X,X,X,X,X,X
JTIOSLZ,O,X,O,X,O,X,O,X,X,X,X
