sequence,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?FhB0lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBzcB?FgBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBUcB?aiB1lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?llBcrBGrB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?UgBlmB3qBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFCbBmcB?TgB0hB/rB1vB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbB/hB?aiBllBTrBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBFgB?zhBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?llB3mBUqBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFmcB0hB?llBTrBfqB6qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFfgBlbB?8lBzhBurByvB
LISZOTJ,X,X,X,O,X,X,X,O,X,X,O
LISZOJT,O,X,X,X,X,X,X,X,X,X,O
LISOTJZ,X,O,O,X,X,O,O,O,X,X,X
LISOTZJ,X,X,O,O,X,O,O,O,O,X,O
LISOJTZ,O,O,O,X,X,X,O,O,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,O
LISOZTJ,X,X,X,O,X,X,O,O,X,X,O
LISOZJT,O,X,X,X,X,X,X,X,X,X,O
LIZTJSO,O,X,X,O,X,X,X,X,X,X,X
LIZTJOS,O,X,O,O,X,X,X,X,X,X,X
LIZTSJO,X,X,X,O,O,O,X,X,X,X,O
LIZTSOJ,X,X,O,O,O,O,X,X,X,X,O
LIZTOJS,O,X,O,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,O,X,O,X,X,X,X,O
LIZJTSO,O,X,O,O,X,X,X,X,X,X,X
LIZJTOS,O,X,O,O,X,X,X,X,X,X,X
LIZJSTO,O,X,O,X,O,X,X,X,X,X,O
LIZJSOT,O,X,X,X,X,X,X,X,X,X,O
LIZJOTS,O,X,O,O,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,O
LIZSTJO,X,X,X,O,O,X,X,X,X,X,O
LIZSTOJ,X,X,X,O,O,X,X,X,X,X,O
LIZSJTO,O,X,X,X,O,X,X,X,X,X,O
LIZSJOT,O,X,X,X,X,X,X,X,X,X,O
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,O
LIZSOJT,O,X,X,X,X,X,X,X,X,X,O
LIZOTJS,O,X,O,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,O,X,O,X,X,X,X,O
LIZOJTS,O,X,O,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,O
LIZOSTJ,X,X,X,O,X,X,O,X,X,X,O
LIZOSJT,O,X,X,X,X,X,X,X,X,X,O
LIOTJSZ,O,X,O,X,X,O,O,X,X,X,X
LIOTJZS,O,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,O,O,X,X,X,X
LIOTSZJ,X,X,O,O,X,O,O,X,X,X,O
LIOTZJS,O,X,O,O,X,X,X,X,X,O,X
LIOTZSJ,X,X,O,O,X,O,X,X,X,O,O
LIOJTSZ,O,X,O,X,X,O,X,X,X,X,X
LIOJTZS,O,X,O,O,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,O
LIOJZTS,O,X,O,O,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,O
LIOSTJZ,X,X,O,X,X,O,O,O,X,X,X
LIOSTZJ,X,X,O,O,X,O,O,O,X,X,O
LIOSJTZ,O,X,O,X,X,X,O,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,O
LIOSZTJ,X,X,X,O,X,X,O,O,X,X,O
LIOSZJT,O,X,X,X,X,X,X,X,X,X,O
LIOZTJS,O,X,O,O,X,X,X,X,X,O,X
LIOZTSJ,X,X,O,O,X,O,X,X,X,O,O
LIOZJTS,O,X,O,O,X,X,X,X,X,O,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,O
LIOZSTJ,X,X,X,O,X,X,O,X,X,X,O
LIOZSJT,O,X,X,X,X,X,X,X,X,X,O
LJTISZO,X,X,O,X,X,O,X,X,X,X,X
LJTISOZ,O,X,O,X,X,X,X,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X,X
LJTIZOS,O,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,O,X,O,X,X,O,X,X,X,X,X
LJTIOZS,O,X,O,O,X,X,X,X,X,X,X
LJTSIZO,X,X,O,X,X,O,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,X,X,O,X,X,O,X,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,O,X,X,X,X,X,X,X
LJTZIOS,O,X,O,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,X,X,X,X,X,X,X
LJTZSOI,O,X,O,X,X,X,X,X,X,X,X
LJTZOIS,O,X,O,O,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X,X
LJTOISZ,O,X,O,X,X,O,X,X,X,X,X
LJTOIZS,O,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,O,X,X,X,X,X
LJTOSZI,X,X,O,X,X,O,X,X,X,X,X
LJTOZIS,O,X,O,O,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,O,X,X,O,X,X,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X,X,X,X
LJITZSO,O,X,O,O,X,X,X,X,X,X,X
LJITZOS,O,X,O,O,X,X,X,X,X,X,X
LJITOSZ,O,X,O,X,X,O,X,X,X,X,X
LJITOZS,O,X,O,O,X,X,X,X,X,X,X
LJISTZO,X,O,O,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,X,X,O
LJISZOT,O,O,X,X,X,X,X,X,X,X,O
LJISOTZ,O,O,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,O
LJIZTSO,O,X,O,O,X,X,X,X,X,X,X
LJIZTOS,O,X,O,O,X,X,X,X,X,X,X
LJIZSTO,O,X,O,X,X,X,X,X,X,X,O
LJIZSOT,O,X,X,X,X,X,X,X,X,X,O
LJIZOTS,O,X,O,O,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,X,O,X,X,O,X,X,X,X,X
LJIOTZS,O,X,O,O,X,X,X,X,X,X,X
LJIOSTZ,O,O,O,X,X,X,O,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X,O
LJIOZTS,O,X,O,O,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,X,X,X,O
LJSTIZO,X,O,O,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,X,X,X,X,X,X,X,X
LJSTZIO,X,O,O,X,X,X,X,X,X,X,X
LJSTZOI,X,O,O,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X,X
LJSTOZI,X,O,O,X,X,X,X,X,X,X,X
LJSITZO,X,O,O,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X,O
LJSIZOT,O,O,X,X,X,X,X,X,X,X,O
LJSIOTZ,O,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,X,X,O
LJSZTIO,O,O,O,X,X,X,X,X,X,X,O
LJSZTOI,O,O,O,X,X,X,X,X,X,X,O
LJSZITO,O,O,O,X,X,X,X,X,X,X,O
LJSZIOT,O,O,X,X,X,X,X,X,X,X,O
LJSZOTI,O,O,X,X,X,X,X,X,X,X,O
LJSZOIT,O,O,X,X,X,X,X,X,X,X,O
LJSOTIZ,O,O,O,X,X,X,X,X,X,X,X
LJSOTZI,X,O,O,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X,X,O
LJSOZTI,O,O,X,X,X,X,X,X,X,X,O
LJSOZIT,O,O,X,X,X,X,X,X,X,X,O
LJZTISO,O,X,O,O,X,X,X,X,X,X,X
LJZTIOS,O,X,O,O,X,X,X,X,X,X,X
LJZTSIO,O,X,O,X,X,X,X,X,X,X,X
LJZTSOI,O,X,O,X,X,X,X,X,X,X,X
LJZTOIS,O,X,O,O,X,X,X,X,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,O,O,X,X,X,X,X,X,X
LJZITOS,O,X,O,O,X,X,X,X,X,X,X
LJZISTO,O,X,O,X,X,X,X,X,X,X,O
LJZISOT,O,X,X,X,X,X,X,X,X,X,O
LJZIOTS,O,X,O,O,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,O
LJZSTIO,O,X,O,X,X,X,X,X,X,X,O
LJZSTOI,O,X,O,X,X,X,X,X,X,X,O
LJZSITO,O,X,O,X,X,X,X,X,X,X,O
LJZSIOT,O,X,X,X,X,X,X,X,X,X,O
LJZSOTI,O,X,X,X,X,X,X,X,X,X,O
LJZSOIT,O,X,X,X,X,X,X,X,X,X,O
LJZOTIS,O,X,O,O,X,X,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,O,O,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,O
LJZOSTI,O,X,X,X,X,X,X,X,X,X,O
LJZOSIT,O,X,X,X,X,X,X,X,X,X,O
LJOTISZ,O,X,O,X,X,O,X,X,X,X,X
LJOTIZS,O,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,X,X,O,X,X,X,X,X
LJOTSZI,X,X,O,X,X,O,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,X,X
LJOITSZ,O,X,O,X,X,O,X,X,X,X,X
LJOITZS,O,X,O,O,X,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,X,X,X,O
LJOIZTS,O,X,O,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,O
LJOSTIZ,O,O,O,X,X,X,O,X,X,X,X
LJOSTZI,X,O,O,X,X,X,O,X,X,X,X
LJOSITZ,O,O,O,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,X,O
LJOSZTI,O,O,X,X,X,X,X,X,X,X,O
LJOSZIT,O,O,X,X,X,X,X,X,X,X,O
LJOZTIS,O,X,O,O,X,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,O,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,O
LJOZSTI,O,X,X,X,X,X,X,X,X,X,O
LJOZSIT,O,X,X,X,X,X,X,X,X,X,O
LSTIJZO,X,O,O,X,O,O,X,X,O,X,X
LSTIJOZ,X,O,O,X,X,X,X,O,X,X,X
LSTIZJO,X,O,X,O,O,O,X,X,O,X,O
LSTIZOJ,X,X,O,O,O,O,X,O,O,X,O
LSTIOJZ,X,O,O,X,X,O,X,O,X,X,X
LSTIOZJ,X,X,O,O,O,O,X,O,O,X,O
LSTJIZO,X,O,O,X,O,O,X,X,O,X,X
LSTJIOZ,X,O,O,X,X,X,X,O,X,X,X
LSTJZIO,X,O,O,X,O,O,X,X,X,X,X
LSTJZOI,X,O,O,X,O,O,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,X,O,X,X,X
LSTJOZI,X,O,O,X,X,X,X,X,X,X,X
LSTZIJO,X,O,X,O,O,O,X,X,O,X,O
LSTZIOJ,X,X,O,O,O,O,X,O,O,X,O
LSTZJIO,X,O,X,X,O,O,X,X,X,X,O
LSTZJOI,X,O,X,X,O,O,X,X,X,X,O
LSTZOIJ,X,X,O,O,O,O,X,O,X,X,O
LSTZOJI,X,X,X,X,O,O,X,X,X,X,O
LSTOIJZ,X,O,O,X,X,O,X,O,X,X,X
LSTOIZJ,X,X,O,O,O,O,X,O,O,X,O
LSTOJIZ,X,O,O,X,X,O,X,O,X,X,X
LSTOJZI,X,O,O,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,O,O,O,O,X,O,X,X,O
LSTOZJI,X,X,X,X,O,O,X,X,X,X,O
LSITJZO,X,O,O,X,O,O,X,X,O,X,X
LSITJOZ,X,O,O,X,X,X,X,O,X,X,X
LSITZJO,X,O,X,O,O,O,X,X,O,X,O
LSITZOJ,X,X,O,O,O,O,X,O,O,X,O
LSITOJZ,X,O,O,X,X,O,X,O,X,X,X
LSITOZJ,X,X,O,O,O,O,X,O,O,X,O
LSIJTZO,X,O,O,X,X,X,X,X,O,X,X
LSIJTOZ,O,O,O,X,X,X,X,O,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X,X,O
LSIJZOT,O,O,X,X,X,X,X,X,X,X,O
LSIJOTZ,O,O,O,X,X,X,X,O,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,O
LSIZTJO,X,O,X,O,O,X,X,X,O,X,O
LSIZTOJ,X,X,X,O,O,X,X,O,O,X,O
LSIZJTO,O,O,X,X,O,X,X,X,X,X,O
LSIZJOT,O,O,X,X,X,X,X,X,X,X,O
LSIZOTJ,X,X,X,O,X,X,X,O,X,X,O
LSIZOJT,O,X,X,X,X,X,X,X,X,X,O
LSIOTJZ,X,O,O,X,X,O,O,O,X,X,X
LSIOTZJ,X,X,O,O,X,O,O,O,O,X,O
LSIOJTZ,O,O,O,X,X,X,O,O,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,O
LSIOZTJ,X,X,X,O,X,X,O,O,X,X,O
LSIOZJT,O,X,X,X,X,X,X,X,X,X,O
LSJTIZO,X,O,O,X,X,X,X,X,O,X,X
LSJTIOZ,O,O,O,X,X,X,X,O,X,X,X
LSJTZIO,X,O,O,X,X,X,X,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,O,X,X,X
LSJTOZI,X,O,O,X,X,X,X,X,X,X,X
LSJITZO,X,O,O,X,X,X,X,X,O,X,X
LSJITOZ,O,O,O,X,X,X,X,O,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,X,O
LSJIZOT,O,O,X,X,X,X,X,X,X,X,O
LSJIOTZ,O,O,O,X,X,X,X,O,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,X,X,O
LSJZTIO,O,O,O,X,X,X,X,X,X,X,O
LSJZTOI,O,O,O,X,X,X,X,X,X,X,O
LSJZITO,O,O,O,X,X,X,X,X,X,X,O
LSJZIOT,O,O,X,X,X,X,X,X,X,X,O
LSJZOTI,O,O,X,X,X,X,X,X,X,X,O
LSJZOIT,O,O,X,X,X,X,X,X,X,X,O
LSJOTIZ,O,O,O,X,X,X,X,O,X,X,X
LSJOTZI,X,O,O,X,X,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X,O,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,X,X,O
LSJOZTI,O,O,X,X,X,X,X,X,X,X,O
LSJOZIT,O,O,X,X,X,X,X,X,X,X,O
LSZTIJO,X,O,X,O,O,X,X,X,O,X,O
LSZTIOJ,X,X,X,O,O,X,X,O,O,X,O
LSZTJIO,X,O,X,X,O,X,X,X,X,X,O
LSZTJOI,X,O,X,X,O,X,X,X,X,X,O
LSZTOIJ,X,X,X,O,O,X,X,O,X,X,O
LSZTOJI,X,X,X,X,O,X,X,X,X,X,O
LSZITJO,X,O,X,O,O,X,X,X,O,X,O
LSZITOJ,X,X,X,O,O,X,X,O,O,X,O
LSZIJTO,O,O,X,X,O,X,X,X,X,X,O
LSZIJOT,O,O,X,X,X,X,X,X,X,X,O
LSZIOTJ,X,X,X,O,X,X,X,O,X,X,O
LSZIOJT,O,X,X,X,X,X,X,X,X,X,O
LSZJTIO,O,O,X,X,O,X,X,X,X,X,O
LSZJTOI,O,O,X,X,O,X,X,X,X,X,O
LSZJITO,O,O,X,X,O,X,X,X,X,X,O
LSZJIOT,O,O,X,X,X,X,X,X,X,X,O
LSZJOTI,O,O,X,X,X,X,X,X,X,X,O
LSZJOIT,O,O,X,X,X,X,X,X,X,X,O
LSZOTIJ,X,X,X,O,X,X,X,O,X,X,O
LSZOTJI,X,X,X,X,X,X,X,X,X,X,O
LSZOITJ,X,X,X,O,X,X,X,O,X,X,O
LSZOIJT,O,X,X,X,X,X,X,X,X,X,O
LSZOJTI,O,X,X,X,X,X,X,X,X,X,O
LSZOJIT,O,X,X,X,X,X,X,X,X,X,O
LSOTIJZ,X,O,O,X,X,O,O,O,X,X,X
LSOTIZJ,X,X,O,O,X,O,O,O,O,X,O
LSOTJIZ,X,O,O,X,X,O,O,O,X,X,X
LSOTJZI,X,O,O,X,X,O,O,X,X,X,X
LSOTZIJ,X,X,O,O,X,O,O,O,X,X,O
LSOTZJI,X,X,X,X,X,O,O,X,X,X,O
LSOITJZ,X,O,O,X,X,O,O,O,X,X,X
LSOITZJ,X,X,O,O,X,O,O,O,O,X,O
LSOIJTZ,O,O,O,X,X,X,O,O,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X,O
LSOIZTJ,X,X,X,O,X,X,O,O,X,X,O
LSOIZJT,O,X,X,X,X,X,X,X,X,X,O
LSOJTIZ,O,O,O,X,X,X,O,O,X,X,X
LSOJTZI,X,O,O,X,X,X,O,X,X,X,X
LSOJITZ,O,O,O,X,X,X,O,O,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,X,O
LSOJZTI,O,O,X,X,X,X,X,X,X,X,O
LSOJZIT,O,O,X,X,X,X,X,X,X,X,O
LSOZTIJ,X,X,X,O,X,X,O,O,X,X,O
LSOZTJI,X,X,X,X,X,X,O,X,X,X,O
LSOZITJ,X,X,X,O,X,X,O,O,X,X,O
LSOZIJT,O,X,X,X,X,X,X,X,X,X,O
LSOZJTI,O,X,X,X,X,X,X,X,X,X,O
LSOZJIT,O,X,X,X,X,X,X,X,X,X,O
LZTIJSO,O,X,X,O,X,X,X,X,X,X,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X,X
LZTISJO,X,X,X,O,O,O,X,X,X,X,O
LZTISOJ,X,X,O,O,O,O,X,X,X,X,O
LZTIOJS,O,X,O,O,X,X,X,X,X,X,X
LZTIOSJ,X,X,O,O,X,O,X,X,X,X,O
LZTJISO,O,X,X,O,X,X,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,X,X,O,X,O,X,X,X,X,O
LZTSIOJ,X,X,O,O,X,O,X,X,X,X,O
LZTSJIO,X,X,X,X,X,O,X,X,X,X,O
LZTSJOI,X,X,X,X,X,O,X,X,X,X,O
LZTSOIJ,X,X,O,O,X,O,X,X,X,X,O
LZTSOJI,X,X,X,X,X,O,X,X,X,X,O
LZTOIJS,O,X,O,O,X,X,X,X,X,X,X
LZTOISJ,X,X,O,O,X,O,X,X,X,X,O
LZTOJIS,O,X,O,O,X,X,X,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,O,X,O,X,X,X,X,O
LZTOSJI,X,X,X,X,X,O,X,X,X,X,O
LZITJSO,O,X,X,O,X,X,X,X,X,X,X
LZITJOS,O,X,O,O,X,X,X,X,X,X,X
LZITSJO,X,X,X,O,O,O,X,X,X,X,O
LZITSOJ,X,X,O,O,O,O,X,X,X,X,O
LZITOJS,O,X,O,O,X,X,X,X,X,X,X
LZITOSJ,X,X,O,O,X,O,X,X,X,X,O
LZIJTSO,O,X,O,O,X,X,X,X,X,X,X
LZIJTOS,O,X,O,O,X,X,X,X,X,X,X
LZIJSTO,O,X,O,X,O,X,X,X,X,X,O
LZIJSOT,O,X,X,X,X,X,X,X,X,X,O
LZIJOTS,O,X,O,O,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,X,X,X,X,O
LZISTJO,X,X,X,O,O,X,X,X,X,X,O
LZISTOJ,X,X,X,O,O,X,X,X,X,X,O
LZISJTO,O,X,X,X,O,X,X,X,X,X,O
LZISJOT,O,X,X,X,X,X,X,X,X,X,O
LZISOTJ,X,X,X,O,X,X,X,X,X,X,O
LZISOJT,O,X,X,X,X,X,X,X,X,X,O
LZIOTJS,O,X,O,O,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,O,X,O,X,X,X,X,O
LZIOJTS,O,X,O,O,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X,X,X,X,O
LZIOSTJ,X,X,X,O,X,X,O,X,X,X,O
LZIOSJT,O,X,X,X,X,X,X,X,X,X,O
LZJTISO,O,X,O,O,X,X,X,X,X,X,X
LZJTIOS,O,X,O,O,X,X,X,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X,X,X,X,X
LZJTOIS,O,X,O,O,X,X,X,X,X,X,X
LZJTOSI,O,X,O,X,X,X,X,X,X,X,X
LZJITSO,O,X,O,O,X,X,X,X,X,X,X
LZJITOS,O,X,O,O,X,X,X,X,X,X,X
LZJISTO,O,X,O,X,O,X,X,X,X,X,O
LZJISOT,O,X,X,X,X,X,X,X,X,X,O
LZJIOTS,O,X,O,O,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,X,X,X,O
LZJSTIO,O,X,O,X,O,X,X,X,X,X,O
LZJSTOI,O,X,O,X,O,X,X,X,X,X,O
LZJSITO,O,X,O,X,O,X,X,X,X,X,O
LZJSIOT,O,X,X,X,X,X,X,X,X,X,O
LZJSOTI,O,X,X,X,X,X,X,X,X,X,O
LZJSOIT,O,X,X,X,X,X,X,X,X,X,O
LZJOTIS,O,X,O,O,X,X,X,X,X,X,X
LZJOTSI,O,X,O,X,X,X,X,X,X,X,X
LZJOITS,O,X,O,O,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X,O
LZJOSTI,O,X,X,X,X,X,X,X,X,X,O
LZJOSIT,O,X,X,X,X,X,X,X,X,X,O
LZSTIJO,X,X,X,O,O,X,X,X,X,X,O
LZSTIOJ,X,X,X,O,O,X,X,X,X,X,O
LZSTJIO,X,X,X,X,O,X,X,X,X,X,O
LZSTJOI,X,X,X,X,O,X,X,X,X,X,O
LZSTOIJ,X,X,X,O,O,X,X,X,X,X,O
LZSTOJI,X,X,X,X,O,X,X,X,X,X,O
LZSITJO,X,X,X,O,O,X,X,X,X,X,O
LZSITOJ,X,X,X,O,O,X,X,X,X,X,O
LZSIJTO,O,X,X,X,O,X,X,X,X,X,O
LZSIJOT,O,X,X,X,X,X,X,X,X,X,O
LZSIOTJ,X,X,X,O,X,X,X,X,X,X,O
LZSIOJT,O,X,X,X,X,X,X,X,X,X,O
LZSJTIO,O,X,X,X,O,X,X,X,X,X,O
LZSJTOI,O,X,X,X,O,X,X,X,X,X,O
LZSJITO,O,X,X,X,O,X,X,X,X,X,O
LZSJIOT,O,X,X,X,X,X,X,X,X,X,O
LZSJOTI,O,X,X,X,X,X,X,X,X,X,O
LZSJOIT,O,X,X,X,X,X,X,X,X,X,O
LZSOTIJ,X,X,X,O,X,X,X,X,X,X,O
LZSOTJI,X,X,X,X,X,X,X,X,X,X,O
LZSOITJ,X,X,X,O,X,X,X,X,X,X,O
LZSOIJT,O,X,X,X,X,X,X,X,X,X,O
LZSOJTI,O,X,X,X,X,X,X,X,X,X,O
LZSOJIT,O,X,X,X,X,X,X,X,X,X,O
LZOTIJS,O,X,O,O,X,X,X,X,X,X,X
LZOTISJ,X,X,O,O,X,O,X,X,X,X,O
LZOTJIS,O,X,O,O,X,X,X,X,X,X,X
LZOTJSI,O,X,X,X,X,X,X,X,X,X,X
LZOTSIJ,X,X,O,O,X,O,X,X,X,X,O
LZOTSJI,X,X,X,X,X,O,X,X,X,X,O
LZOITJS,O,X,O,O,X,X,X,X,X,X,X
LZOITSJ,X,X,O,O,X,O,X,X,X,X,O
LZOIJTS,O,X,O,O,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,X,X,X,O
LZOISTJ,X,X,X,O,X,X,O,X,X,X,O
LZOISJT,O,X,X,X,X,X,X,X,X,X,O
LZOJTIS,O,X,O,O,X,X,X,X,X,X,X
LZOJTSI,O,X,O,X,X,X,X,X,X,X,X
LZOJITS,O,X,O,O,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X,X,X,O
LZOJSTI,O,X,X,X,X,X,X,X,X,X,O
LZOJSIT,O,X,X,X,X,X,X,X,X,X,O
LZOSTIJ,X,X,X,O,X,X,O,X,X,X,O
LZOSTJI,X,X,X,X,X,X,O,X,X,X,O
LZOSITJ,X,X,X,O,X,X,O,X,X,X,O
LZOSIJT,O,X,X,X,X,X,X,X,X,X,O
LZOSJTI,O,X,X,X,X,X,X,X,X,X,O
LZOSJIT,O,X,X,X,X,X,X,X,X,X,O
LOTIJSZ,O,X,O,X,X,O,O,X,X,X,X
LOTIJZS,O,X,O,O,X,X,X,X,X,X,X
LOTISJZ,X,X,X,X,X,O,O,X,X,X,X
LOTISZJ,X,X,O,O,X,O,O,X,X,X,O
LOTIZJS,O,X,O,O,X,X,X,X,X,O,X
LOTIZSJ,X,X,O,O,X,O,X,X,X,O,O
LOTJISZ,O,X,O,X,X,O,O,X,X,X,X
LOTJIZS,O,X,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,X,O,O,X,X,X,X
LOTJSZI,X,X,O,X,X,O,O,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,O,O,X,X,X,X
LOTSIZJ,X,X,O,O,X,O,O,X,X,X,O
LOTSJIZ,X,X,X,X,X,O,O,X,X,X,X
LOTSJZI,X,X,X,X,X,O,O,X,X,X,X
LOTSZIJ,X,X,O,O,X,O,O,X,X,X,O
LOTSZJI,X,X,X,X,X,O,O,X,X,X,O
LOTZIJS,O,X,O,O,X,X,X,X,X,O,X
LOTZISJ,X,X,O,O,X,O,X,X,X,O,O
LOTZJIS,O,X,O,O,X,X,X,X,X,O,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,O,O,X,O,X,X,X,X,O
LOTZSJI,X,X,X,X,X,O,X,X,X,X,O
LOITJSZ,O,X,O,X,X,O,O,X,X,X,X
LOITJZS,O,X,O,O,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,O,O,X,X,X,X
LOITSZJ,X,X,O,O,X,O,O,X,X,X,O
