sequence,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFidB+jB?ZkBThB3iBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFOiBXeB?ZkBThBSoBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFXdB6jB?ZkB2mBziBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?/mBFiBCoBOsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Jex9IvhFifB/mB?FiBTjBcsBOpB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?ihBWoBXiBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFViBZkB?/mBTjBOsBCtB
JISOTZL,O,X,O,X,X,X,O
JISOLTZ,O,X,O,X,X,X,O
JISOLZT,O,X,O,X,X,O,O
JISOZTL,O,X,O,X,X,X,O
JISOZLT,O,X,O,X,X,O,O
JIZTLSO,O,O,O,X,X,O,X
JIZTLOS,O,O,O,X,X,O,X
JIZTSLO,O,O,O,X,X,O,X
JIZTSOL,O,X,O,X,X,O,X
JIZTOLS,O,O,O,X,X,O,X
JIZTOSL,O,O,O,X,X,O,X
JIZLTSO,O,O,O,X,X,O,X
JIZLTOS,O,O,O,X,X,O,X
JIZLSTO,O,O,O,O,X,X,X
JIZLSOT,O,O,O,O,X,O,X
JIZLOTS,O,X,O,X,X,O,X
JIZLOST,O,X,O,O,X,O,X
JIZSTLO,O,X,O,O,X,X,O
JIZSTOL,O,X,O,X,X,X,O
JIZSLTO,O,X,O,O,X,X,O
JIZSLOT,O,X,O,O,X,O,O
JIZSOTL,O,X,O,X,X,X,O
JIZSOLT,O,X,O,X,X,O,O
JIZOTLS,O,O,O,X,X,O,X
JIZOTSL,O,O,O,X,X,X,X
JIZOLTS,O,X,O,X,X,O,X
JIZOLST,O,O,O,X,X,O,X
JIZOSTL,O,X,O,X,X,X,O
JIZOSLT,O,X,O,X,X,O,O
JIOTLSZ,O,O,O,X,X,X,X
JIOTLZS,O,O,O,X,X,O,X
JIOTSLZ,O,O,O,X,X,X,X
JIOTSZL,O,O,O,X,X,X,X
JIOTZLS,O,O,O,X,X,O,X
JIOTZSL,O,O,O,X,X,X,X
JIOLTSZ,O,X,O,X,X,X,X
JIOLTZS,O,X,O,X,X,O,X
JIOLSTZ,O,O,O,X,X,X,X
JIOLSZT,O,O,O,X,X,O,X
JIOLZTS,O,X,O,X,X,O,X
JIOLZST,O,O,O,X,X,O,X
JIOSTLZ,O,X,O,X,X,X,O
JIOSTZL,O,X,O,X,X,X,O
JIOSLTZ,O,X,O,X,X,X,O
JIOSLZT,O,X,O,X,X,O,O
JIOSZTL,O,X,O,X,X,X,O
JIOSZLT,O,X,O,X,X,O,O
JIOZTLS,O,O,O,X,X,O,X
JIOZTSL,O,O,O,X,X,X,X
JIOZLTS,O,X,O,X,X,O,X
JIOZLST,O,O,O,X,X,O,X
JIOZSTL,O,X,O,X,X,X,O
JIOZSLT,O,X,O,X,X,O,O
JLTISZO,O,O,O,X,X,O,X
JLTISOZ,O,O,O,X,X,O,X
JLTIZSO,O,O,O,X,X,O,X
JLTIZOS,O,O,O,X,X,O,X
JLTIOSZ,O,O,O,X,X,O,X
JLTIOZS,O,O,O,X,X,O,X
JLTSIZO,O,O,O,X,X,O,X
JLTSIOZ,O,O,O,X,X,O,X
JLTSZIO,O,O,O,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X
JLTSOIZ,O,O,O,X,X,O,X
JLTSOZI,O,O,O,X,X,X,X
JLTZISO,X,O,O,X,X,O,X
JLTZIOS,X,O,O,X,X,O,X
JLTZSIO,O,O,O,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X
JLTZOIS,X,X,O,X,X,O,X
JLTZOSI,O,O,O,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X
JLTOIZS,O,O,O,X,X,O,X
JLTOSIZ,O,O,O,X,X,O,X
JLTOSZI,O,O,O,X,X,X,X
JLTOZIS,X,X,O,X,X,O,X
JLTOZSI,O,O,O,X,X,X,X
JLITSZO,O,O,O,X,X,O,X
JLITSOZ,O,O,O,X,X,O,X
JLITZSO,O,O,O,X,X,O,X
JLITZOS,O,O,O,X,X,O,X
JLITOSZ,O,O,O,X,X,O,X
JLITOZS,O,O,O,X,X,O,X
JLISTZO,O,O,O,O,X,X,X
JLISTOZ,X,X,X,O,X,X,X
JLISZTO,O,O,O,O,X,X,X
JLISZOT,O,O,O,O,X,O,X
JLISOTZ,X,X,O,O,X,X,X
JLISOZT,O,O,O,O,X,O,X
JLIZTSO,O,O,O,X,X,O,X
JLIZTOS,O,O,O,X,X,O,X
JLIZSTO,O,O,O,O,X,X,X
JLIZSOT,O,O,O,O,X,O,X
JLIZOTS,O,X,O,X,X,O,X
JLIZOST,O,X,O,O,X,O,X
JLIOTSZ,O,X,O,X,X,X,X
JLIOTZS,O,X,O,X,X,O,X
JLIOSTZ,O,X,O,O,X,X,X
JLIOSZT,O,X,O,O,X,O,X
JLIOZTS,O,X,O,X,X,O,X
JLIOZST,O,X,O,O,X,O,X
JLSTIZO,O,O,O,O,X,X,X
JLSTIOZ,X,X,X,O,X,X,X
JLSTZIO,O,O,O,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X
JLSTOIZ,X,X,X,O,X,X,X
JLSTOZI,X,X,X,X,O,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,X,X,X,O,X,X,X
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,O,X
JLSIOTZ,X,X,O,O,X,X,X
JLSIOZT,O,O,O,O,X,O,X
JLSZTIO,O,O,O,X,X,X,X
JLSZTOI,O,O,O,X,O,X,X
JLSZITO,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X
JLSZOTI,O,O,O,X,O,X,X
JLSZOIT,O,O,O,X,X,X,X
JLSOTIZ,X,X,O,O,X,X,X
JLSOTZI,X,X,O,X,O,X,X
JLSOITZ,X,X,O,O,X,X,X
JLSOIZT,O,O,O,O,X,O,X
JLSOZTI,O,O,O,X,O,X,X
JLSOZIT,O,O,O,X,X,X,X
JLZTISO,X,O,O,X,X,X,X
JLZTIOS,X,X,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X
JLZTOIS,X,X,O,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X
JLZITSO,X,X,O,X,X,X,X
JLZITOS,X,X,X,X,X,O,X
JLZISTO,X,X,O,X,X,X,X
JLZISOT,X,X,O,X,X,O,X
JLZIOTS,X,X,X,X,X,O,X
JLZIOST,X,X,O,X,X,O,X
JLZSTIO,O,O,O,X,X,X,X
JLZSTOI,O,O,O,X,O,X,X
JLZSITO,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X
JLZSOTI,O,O,O,X,O,X,X
JLZSOIT,O,O,O,X,X,X,X
JLZOTIS,X,X,X,X,X,X,X
JLZOTSI,O,X,O,X,X,X,X
JLZOITS,X,X,X,X,X,O,X
JLZOIST,X,X,O,X,X,O,X
JLZOSTI,O,X,O,X,O,X,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,O,X,O,X,X,X,X
JLOTIZS,O,X,O,X,X,O,X
JLOTSIZ,O,X,O,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X
JLOTZIS,X,X,X,X,X,X,X
JLOTZSI,O,X,O,X,X,X,X
JLOITSZ,O,X,O,X,X,X,X
JLOITZS,O,X,O,X,X,O,X
JLOISTZ,O,X,O,O,X,X,X
JLOISZT,O,X,O,O,X,O,X
JLOIZTS,O,X,O,X,X,O,X
JLOIZST,O,X,O,O,X,O,X
JLOSTIZ,O,X,O,O,X,X,X
JLOSTZI,O,X,O,X,O,X,X
JLOSITZ,O,X,O,O,X,X,X
JLOSIZT,O,X,O,O,X,O,X
JLOSZTI,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X
JLOZTSI,O,X,O,X,X,X,X
JLOZITS,X,X,O,X,X,O,X
JLOZIST,X,X,O,X,X,O,X
JLOZSTI,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,O,X,O,O,X,X,O
JSTILOZ,O,X,X,O,X,X,O
JSTIZLO,O,X,O,O,X,X,O
JSTIZOL,O,X,O,X,X,X,O
JSTIOLZ,O,X,O,X,X,X,O
JSTIOZL,O,X,O,X,X,X,O
JSTLIZO,O,X,O,O,X,X,O
JSTLIOZ,O,X,X,O,X,X,O
JSTLZIO,O,X,O,X,X,X,X
JSTLZOI,O,X,O,X,X,X,X
JSTLOIZ,O,X,X,O,X,X,O
JSTLOZI,O,X,X,X,O,X,X
JSTZILO,O,X,X,X,X,X,O
JSTZIOL,O,X,X,X,X,X,O
JSTZLIO,O,X,O,X,X,X,X
JSTZLOI,O,X,O,X,X,X,X
JSTZOIL,O,X,X,X,X,X,O
JSTZOLI,O,X,O,X,X,X,X
JSTOILZ,O,X,O,X,X,X,O
JSTOIZL,O,X,O,X,X,X,O
JSTOLIZ,O,X,O,X,X,X,O
JSTOLZI,O,X,O,X,O,X,X
JSTOZIL,O,X,X,X,X,X,O
JSTOZLI,O,X,O,X,X,X,X
JSITLZO,O,X,O,O,X,X,O
JSITLOZ,O,X,X,O,X,X,O
JSITZLO,O,X,O,O,X,X,O
JSITZOL,O,X,O,X,X,X,O
JSITOLZ,O,X,O,X,X,X,O
JSITOZL,O,X,O,X,X,X,O
JSILTZO,O,X,O,O,X,X,O
JSILTOZ,X,X,X,O,X,X,O
JSILZTO,O,X,O,O,X,X,O
JSILZOT,O,X,O,O,X,O,O
JSILOTZ,X,X,O,O,X,X,O
JSILOZT,O,X,O,O,X,O,O
JSIZTLO,O,X,O,O,X,X,O
JSIZTOL,O,X,O,X,X,X,O
JSIZLTO,O,X,O,O,X,X,O
JSIZLOT,O,X,O,O,X,O,O
JSIZOTL,O,X,O,X,X,X,O
JSIZOLT,O,X,O,X,X,O,O
JSIOTLZ,O,X,O,X,X,X,O
JSIOTZL,O,X,O,X,X,X,O
JSIOLTZ,O,X,O,X,X,X,O
JSIOLZT,O,X,O,X,X,O,O
JSIOZTL,O,X,O,X,X,X,O
JSIOZLT,O,X,O,X,X,O,O
JSLTIZO,O,X,O,O,X,X,O
JSLTIOZ,X,X,X,O,X,X,O
JSLTZIO,O,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X
JSLTOIZ,X,X,X,O,X,X,O
JSLTOZI,X,X,X,X,O,X,X
JSLITZO,O,X,O,O,X,X,O
JSLITOZ,X,X,X,O,X,X,O
JSLIZTO,O,X,O,O,X,X,O
JSLIZOT,O,X,O,O,X,O,O
JSLIOTZ,X,X,O,O,X,X,O
JSLIOZT,O,X,O,O,X,O,O
JSLZTIO,O,X,O,X,X,X,X
JSLZTOI,O,X,O,X,O,X,X
JSLZITO,O,X,O,X,X,X,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,X,O,X,O,X,X
JSLZOIT,O,X,O,X,X,X,X
JSLOTIZ,X,X,O,O,X,X,X
JSLOTZI,X,X,O,X,O,X,X
JSLOITZ,X,X,O,O,X,X,O
JSLOIZT,O,X,O,O,X,O,O
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,O,X,X,X,X,X,O
JSZTIOL,X,X,X,X,X,X,O
JSZTLIO,O,X,O,X,X,X,X
JSZTLOI,O,X,O,X,O,X,X
JSZTOIL,O,X,X,X,O,X,O
JSZTOLI,O,X,O,X,O,X,X
JSZITLO,O,X,O,X,X,X,O
JSZITOL,X,X,O,X,X,X,O
JSZILTO,O,X,O,X,X,X,O
JSZILOT,O,X,O,X,X,X,O
JSZIOTL,X,X,O,X,X,X,O
JSZIOLT,O,X,O,X,X,X,O
JSZLTIO,O,X,O,X,X,X,X
JSZLTOI,O,X,O,X,O,X,X
JSZLITO,O,X,O,X,X,X,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,X,O,X,O,X,X
JSZLOIT,O,X,O,X,X,X,X
JSZOTIL,O,X,X,X,O,X,X
JSZOTLI,O,X,O,X,O,X,X
JSZOITL,X,X,O,X,X,X,O
JSZOILT,O,X,O,X,X,X,O
JSZOLTI,O,X,O,X,O,X,X
JSZOLIT,O,X,O,X,X,X,X
JSOTILZ,O,X,O,X,X,X,O
JSOTIZL,O,X,O,X,X,X,O
JSOTLIZ,O,X,O,X,X,X,O
JSOTLZI,O,X,O,X,O,X,X
JSOTZIL,O,X,X,X,X,X,O
JSOTZLI,O,X,O,X,X,X,X
JSOITLZ,O,X,O,X,X,X,O
JSOITZL,O,X,O,X,X,X,O
JSOILTZ,O,X,O,X,X,X,O
JSOILZT,O,X,O,X,X,O,O
JSOIZTL,O,X,O,X,X,X,O
JSOIZLT,O,X,O,X,X,O,O
JSOLTIZ,O,X,O,X,X,X,X
JSOLTZI,O,X,O,X,O,X,X
JSOLITZ,O,X,O,X,X,X,O
JSOLIZT,O,X,O,X,X,O,O
JSOLZTI,O,X,O,X,O,X,X
JSOLZIT,O,X,O,X,X,X,X
JSOZTIL,O,X,X,X,O,X,X
JSOZTLI,O,X,O,X,O,X,X
JSOZITL,O,X,O,X,X,X,O
JSOZILT,O,X,O,X,X,X,O
JSOZLTI,O,X,O,X,O,X,X
JSOZLIT,O,X,O,X,X,X,X
JZTILSO,O,O,O,X,X,X,X
JZTILOS,O,X,X,X,X,X,X
JZTISLO,O,X,O,X,X,X,X
JZTISOL,O,X,O,X,X,X,X
JZTIOLS,O,X,O,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X
JZTLISO,X,O,O,X,X,X,X
JZTLIOS,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X
JZTLOIS,X,X,O,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X
JZTSILO,O,X,O,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X
JZTSOLI,O,X,O,X,X,X,X
JZTOILS,O,O,O,X,X,X,X
JZTOISL,O,X,O,X,X,X,X
JZTOLIS,X,O,O,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X
JZITLSO,O,X,O,X,X,X,X
JZITLOS,O,X,X,X,X,O,X
JZITSLO,O,X,O,X,X,X,X
JZITSOL,O,X,O,X,X,X,X
JZITOLS,O,X,O,X,X,O,X
JZITOSL,O,X,O,X,X,X,X
JZILTSO,O,X,O,X,X,X,X
JZILTOS,O,X,X,X,X,O,X
JZILSTO,O,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,O,X
JZILOTS,O,X,O,X,X,O,X
JZILOST,O,X,O,X,X,O,X
JZISTLO,O,X,O,X,X,X,X
JZISTOL,O,X,O,X,X,X,X
JZISLTO,O,X,O,X,X,X,X
JZISLOT,O,X,O,X,X,O,X
JZISOTL,O,X,O,X,X,X,X
JZISOLT,O,X,O,X,X,O,X
JZIOTLS,O,X,O,X,X,O,X
JZIOTSL,O,X,O,X,X,X,X
JZIOLTS,O,X,O,X,X,O,X
JZIOLST,O,X,O,X,X,O,X
JZIOSTL,O,X,O,X,X,X,X
JZIOSLT,O,X,O,X,X,O,X
JZLTISO,X,O,O,X,X,X,X
JZLTIOS,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X
JZLTSOI,O,O,O,X,X,X,X
JZLTOIS,X,X,O,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X
JZLITSO,X,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,O,X
JZLISTO,X,X,O,X,X,X,X
JZLISOT,X,X,O,X,X,O,X
JZLIOTS,X,X,X,X,X,O,X
JZLIOST,X,X,O,X,X,O,X
JZLSTIO,O,O,O,X,X,X,X
JZLSTOI,O,O,O,X,O,X,X
JZLSITO,O,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X
JZLSOTI,O,O,O,X,O,X,X
JZLSOIT,O,O,O,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X
JZLOITS,X,X,X,X,X,O,X
JZLOIST,X,X,O,X,X,O,X
JZLOSTI,O,X,O,X,O,X,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,O,X,X,X,X,X,X
JZSTIOL,X,X,X,X,X,X,X
JZSTLIO,O,X,O,X,X,X,X
JZSTLOI,O,X,O,X,O,X,X
JZSTOIL,O,X,X,X,O,X,X
JZSTOLI,O,X,O,X,O,X,X
JZSITLO,O,X,O,X,X,X,X
JZSITOL,X,X,O,X,X,X,X
JZSILTO,O,X,O,X,X,X,X
JZSILOT,O,X,O,X,X,X,X
JZSIOTL,X,X,O,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X
JZSLTIO,O,X,O,X,X,X,X
JZSLTOI,O,X,O,X,O,X,X
JZSLITO,O,X,O,X,X,X,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,X,O,X,O,X,X
JZSLOIT,O,X,O,X,X,X,X
JZSOTIL,O,X,X,X,O,X,X
JZSOTLI,O,X,O,X,O,X,X
JZSOITL,X,X,O,X,X,X,X
JZSOILT,O,X,O,X,X,X,X
JZSOLTI,O,X,O,X,O,X,X
JZSOLIT,O,X,O,X,X,X,X
JZOTILS,O,O,X,X,X,X,X
JZOTISL,O,X,X,X,X,X,X
JZOTLIS,X,O,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X
JZOTSIL,O,X,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X
JZOITLS,O,X,O,X,X,O,X
JZOITSL,O,X,O,X,X,X,X
JZOILTS,O,X,O,X,X,O,X
JZOILST,O,X,O,X,X,O,X
JZOISTL,O,X,O,X,X,X,X
JZOISLT,O,X,O,X,X,O,X
JZOLTIS,X,X,X,X,X,X,X
JZOLTSI,O,X,O,X,X,X,X
JZOLITS,X,X,O,X,X,O,X
JZOLIST,X,X,O,X,X,O,X
JZOLSTI,O,O,O,X,O,X,X
JZOLSIT,O,O,O,X,X,X,X
JZOSTIL,O,X,X,X,O,X,X
JZOSTLI,O,X,O,X,O,X,X
JZOSITL,O,X,O,X,X,X,X
JZOSILT,O,X,O,X,X,X,X
JZOSLTI,O,X,O,X,O,X,X
JZOSLIT,O,X,O,X,X,X,X
JOTILSZ,O,O,O,X,X,X,X
JOTILZS,O,O,O,X,X,O,X
JOTISLZ,O,O,O,X,X,X,X
JOTISZL,O,O,O,X,X,X,X
JOTIZLS,O,O,O,X,X,O,X
JOTIZSL,O,O,O,X,X,X,X
JOTLISZ,O,O,O,X,X,X,X
JOTLIZS,O,O,O,X,X,O,X
JOTLSIZ,O,O,O,X,X,X,X
JOTLSZI,O,O,O,X,X,X,X
JOTLZIS,X,O,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,X
JOTSILZ,O,O,O,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X
JOTZILS,O,O,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X
JOTZSIL,O,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X
JOITLSZ,O,O,O,X,X,X,X
JOITLZS,O,O,O,X,X,O,X
JOITSLZ,O,O,O,X,X,X,X
JOITSZL,O,O,O,X,X,X,X
JOITZLS,O,O,O,X,X,O,X
JOITZSL,O,O,O,X,X,X,X
JOILTSZ,O,X,O,X,X,X,X
JOILTZS,O,X,O,X,X,O,X
JOILSTZ,O,O,O,X,X,X,X
JOILSZT,O,O,O,X,X,O,X
JOILZTS,O,X,O,X,X,O,X
JOILZST,O,O,O,X,X,O,X
JOISTLZ,O,X,O,X,X,X,O
JOISTZL,O,X,O,X,X,X,O
JOISLTZ,O,X,O,X,X,X,O
JOISLZT,O,X,O,X,X,O,O
JOISZTL,O,X,O,X,X,X,O
JOISZLT,O,X,O,X,X,O,O
JOIZTLS,O,O,O,X,X,O,X
JOIZTSL,O,O,O,X,X,X,X
JOIZLTS,O,X,O,X,X,O,X
JOIZLST,O,O,O,X,X,O,X
JOIZSTL,O,X,O,X,X,X,O
JOIZSLT,O,X,O,X,X,O,O
JOLTISZ,O,X,O,X,X,X,X
JOLTIZS,O,X,O,X,X,O,X
JOLTSIZ,O,X,O,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X
JOLITSZ,O,X,O,X,X,X,X
JOLITZS,O,X,O,X,X,O,X
JOLISTZ,O,O,O,X,X,X,X
JOLISZT,O,O,O,X,X,O,X
JOLIZTS,O,X,O,X,X,O,X
JOLIZST,O,O,O,X,X,O,X
JOLSTIZ,O,O,O,X,X,X,X
JOLSTZI,O,O,O,X,O,X,X
JOLSITZ,O,O,O,X,X,X,X
JOLSIZT,O,O,O,X,X,O,X
JOLSZTI,O,O,O,X,O,X,X
JOLSZIT,O,O,O,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X
JOLZITS,X,X,O,X,X,O,X
JOLZIST,X,X,O,X,X,O,X
JOLZSTI,O,O,O,X,O,X,X
JOLZSIT,O,O,O,X,X,X,X
JOSTILZ,O,X,O,X,X,X,O
JOSTIZL,O,X,O,X,X,X,O
JOSTLIZ,O,X,O,X,X,X,X
JOSTLZI,O,X,O,X,O,X,X
JOSTZIL,O,X,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X,X
JOSITLZ,O,X,O,X,X,X,O
JOSITZL,O,X,O,X,X,X,O
JOSILTZ,O,X,O,X,X,X,O
JOSILZT,O,X,O,X,X,O,O
JOSIZTL,O,X,O,X,X,X,O
JOSIZLT,O,X,O,X,X,O,O
JOSLTIZ,O,X,O,X,X,X,X
JOSLTZI,O,X,O,X,O,X,X
JOSLITZ,O,X,O,X,X,X,O
JOSLIZT,O,X,O,X,X,O,O
JOSLZTI,O,X,O,X,O,X,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,X,X,X,O,X,X
JOSZTLI,O,X,O,X,O,X,X
JOSZITL,O,X,O,X,X,X,O
JOSZILT,O,X,O,X,X,X,O
JOSZLTI,O,X,O,X,O,X,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,O,X,X,X,X,X
JOZTISL,O,X,X,X,X,X,X
JOZTLIS,X,O,X,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X
JOZTSIL,O,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X
JOZITLS,O,X,O,X,X,O,X
JOZITSL,O,X,O,X,X,X,X
JOZILTS,O,X,O,X,X,O,X
JOZILST,O,X,O,X,X,O,X
JOZISTL,O,X,O,X,X,X,X
JOZISLT,O,X,O,X,X,O,X
JOZLTIS,X,X,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X
JOZLITS,X,X,O,X,X,O,X
JOZLIST,X,X,O,X,X,O,X
JOZLSTI,O,O,O,X,O,X,X
JOZLSIT,O,O,O,X,X,X,X
JOZSTIL,O,X,X,X,O,X,X
JOZSTLI,O,X,O,X,O,X,X
JOZSITL,O,X,O,X,X,X,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,X,O,X,O,X,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,X,O,O,O,X,O,X
STILJOZ,X,O,O,O,X,O,X
STILZJO,X,O,O,O,X,O,X
STILZOJ,X,O,O,O,X,X,X
STILOJZ,X,O,O,O,X,X,X
STILOZJ,X,O,O,O,O,X,X
STIJLZO,O,O,O,O,X,O,O
STIJLOZ,O,O,O,O,X,O,O
STIJZLO,O,O,O,O,X,O,O
STIJZOL,O,X,O,X,X,O,O
STIJOLZ,O,X,O,X,X,O,O
STIJOZL,O,X,O,X,X,O,O
STIZLJO,X,O,O,O,X,O,X
STIZLOJ,X,O,O,O,X,X,X
STIZJLO,O,O,O,O,X,O,O
STIZJOL,O,X,O,X,X,O,O
STIZOLJ,X,O,O,O,X,X,X
STIZOJL,O,O,O,X,X,X,O
STIOLJZ,X,O,O,O,X,X,X
STIOLZJ,X,O,O,O,O,X,X
STIOJLZ,O,O,O,X,X,X,O
STIOJZL,O,O,O,X,X,X,O
STIOZLJ,X,O,O,O,X,X,X
STIOZJL,O,O,O,X,X,X,O
STLIJZO,X,O,O,O,X,O,X
STLIJOZ,X,O,O,O,X,O,X
STLIZJO,X,O,O,O,X,O,X
STLIZOJ,X,O,O,O,X,X,X
STLIOJZ,X,O,O,O,X,X,X
STLIOZJ,X,O,O,O,O,X,X
STLJIZO,X,O,O,O,X,O,X
STLJIOZ,X,O,O,O,X,O,X
STLJZIO,X,O,O,X,X,X,X
STLJZOI,X,O,O,X,X,X,X
STLJOIZ,X,O,O,O,X,O,X
STLJOZI,X,O,O,X,O,X,X
STLZIJO,X,O,X,O,X,X,X
STLZIOJ,X,O,X,O,O,X,X
STLZJIO,X,O,O,X,X,X,X
STLZJOI,X,O,O,X,O,X,X
STLZOIJ,X,X,O,O,O,X,X
STLZOJI,X,O,O,X,O,X,X
STLOIJZ,X,O,O,O,X,X,X
STLOIZJ,X,O,O,O,O,X,X
STLOJIZ,X,O,O,O,X,X,X
STLOJZI,X,O,O,X,O,X,X
STLOZIJ,X,X,O,O,O,X,X
STLOZJI,X,O,O,X,O,X,X
STJILZO,O,O,O,O,X,O,O
STJILOZ,O,O,O,O,X,O,O
STJIZLO,O,O,O,O,X,O,O
STJIZOL,O,X,O,X,X,O,O
STJIOLZ,O,X,O,X,X,O,O
STJIOZL,O,X,O,X,X,O,O
STJLIZO,O,O,O,O,X,O,O
STJLIOZ,O,O,O,O,X,O,O
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X
STJLOIZ,O,O,O,O,X,O,O
STJLOZI,O,O,O,X,O,X,X
STJZILO,O,X,O,X,X,X,O
STJZIOL,O,X,O,X,X,X,O
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X
STJZOIL,O,X,O,X,X,X,O
STJZOLI,O,X,O,X,X,X,X
STJOILZ,O,X,O,X,X,O,O
STJOIZL,O,X,O,X,X,O,O
STJOLIZ,O,X,O,X,X,O,O
STJOLZI,O,X,O,X,O,X,X
STJOZIL,O,X,O,X,X,X,O
STJOZLI,O,X,O,X,X,X,X
STZILJO,X,X,X,O,X,X,X
STZILOJ,X,X,X,O,O,X,X
STZIJLO,X,X,X,O,X,X,X
STZIJOL,X,X,X,X,X,X,X
STZIOLJ,X,X,X,O,O,X,X
STZIOJL,X,X,X,X,O,X,X
STZLIJO,X,O,X,O,X,X,X
STZLIOJ,X,X,X,O,O,X,X
STZLJIO,X,O,O,X,X,X,X
STZLJOI,X,O,O,X,O,X,X
STZLOIJ,X,X,O,O,O,X,X
STZLOJI,X,O,O,X,O,X,X
STZJILO,O,X,O,X,X,X,X
STZJIOL,X,X,O,X,X,X,X
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,O,X,O,X,X
STZJOIL,O,X,O,X,O,X,X
STZJOLI,O,X,O,X,O,X,X
STZOILJ,X,X,O,X,O,X,X
STZOIJL,X,X,X,X,O,X,X
STZOLIJ,X,O,O,X,O,X,X
