sequence,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBzcBGeB0mBln?B3sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjB3hBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhF0cBTeBmgBfsBln?B6sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFfhBxcBTeBCiBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeB3hBln?BUsB
LJZSIOT,O,O,X,O,X,O,O
LJZSOTI,X,O,X,O,X,O,O
LJZSOIT,O,O,X,O,X,O,O
LJZOTIS,O,X,X,O,X,O,O
LJZOTSI,O,X,X,O,X,O,O
LJZOITS,O,X,X,O,X,X,O
LJZOIST,O,O,X,O,X,O,O
LJZOSTI,X,O,X,O,X,O,O
LJZOSIT,O,O,X,O,X,O,O
LJOTISZ,X,O,O,O,X,O,O
LJOTIZS,O,X,X,O,X,X,O
LJOTSIZ,X,O,O,O,X,O,O
LJOTSZI,X,O,O,O,X,O,X
LJOTZIS,O,X,X,O,X,X,O
LJOTZSI,O,X,X,O,X,O,X
LJOITSZ,X,O,O,O,X,X,O
LJOITZS,O,X,X,O,X,X,O
LJOISTZ,X,O,O,O,O,X,O
LJOISZT,X,O,O,O,X,X,O
LJOIZTS,O,X,X,O,X,X,O
LJOIZST,O,O,X,O,X,X,O
LJOSTIZ,X,O,O,O,O,O,O
LJOSTZI,X,O,O,O,O,O,X
LJOSITZ,X,O,O,O,O,O,O
LJOSIZT,X,O,O,O,X,O,O
LJOSZTI,X,O,X,O,X,O,X
LJOSZIT,X,O,O,O,X,O,O
LJOZTIS,O,X,X,O,X,O,O
LJOZTSI,O,X,X,O,X,O,O
LJOZITS,O,X,X,O,X,X,O
LJOZIST,O,O,X,O,X,O,O
LJOZSTI,X,O,X,O,X,O,O
LJOZSIT,O,O,X,O,X,O,O
LSTIJZO,O,O,O,O,O,O,O
LSTIJOZ,X,O,O,O,O,O,O
LSTIZJO,O,O,O,O,X,O,O
LSTIZOJ,O,O,O,O,X,O,O
LSTIOJZ,X,O,O,O,O,O,O
LSTIOZJ,X,O,O,O,X,O,O
LSTJIZO,O,O,O,O,O,O,O
LSTJIOZ,X,O,O,O,O,O,O
LSTJZIO,O,O,O,O,O,O,O
LSTJZOI,O,O,O,O,O,O,O
LSTJOIZ,X,O,O,O,O,O,O
LSTJOZI,X,O,O,O,O,O,O
LSTZIJO,O,O,O,O,X,O,O
LSTZIOJ,O,O,O,O,X,O,O
LSTZJIO,O,O,O,O,X,O,O
LSTZJOI,O,O,O,O,X,O,O
LSTZOIJ,O,O,O,O,X,O,O
LSTZOJI,O,O,O,O,X,O,O
LSTOIJZ,X,O,O,O,O,O,O
LSTOIZJ,X,O,O,O,X,O,O
LSTOJIZ,X,O,O,O,O,O,O
LSTOJZI,X,O,O,O,O,O,O
LSTOZIJ,X,O,O,O,X,O,O
LSTOZJI,X,O,O,O,X,O,O
LSITJZO,O,O,O,O,O,O,O
LSITJOZ,X,O,O,O,O,O,O
LSITZJO,O,O,O,O,X,O,O
LSITZOJ,O,O,O,O,X,O,O
LSITOJZ,X,O,O,O,O,O,O
LSITOZJ,X,O,O,O,X,O,O
LSIJTZO,O,O,O,O,O,O,O
LSIJTOZ,X,O,O,O,O,O,O
LSIJZTO,O,O,X,O,O,O,O
LSIJZOT,O,O,O,O,X,O,O
LSIJOTZ,X,O,O,O,O,O,O
LSIJOZT,X,O,O,O,X,O,O
LSIZTJO,O,O,O,O,X,O,O
LSIZTOJ,O,O,O,O,X,O,O
LSIZJTO,O,O,X,O,X,O,O
LSIZJOT,O,O,O,O,X,O,O
LSIZOTJ,O,X,O,O,X,O,O
LSIZOJT,O,O,O,O,X,O,O
LSIOTJZ,X,O,O,O,O,X,O
LSIOTZJ,X,O,O,X,X,X,O
LSIOJTZ,X,O,O,O,O,O,O
LSIOJZT,X,O,O,O,X,O,O
LSIOZTJ,X,X,O,X,X,X,O
LSIOZJT,X,O,O,O,X,X,O
LSJTIZO,O,O,O,O,O,O,O
LSJTIOZ,X,O,O,O,O,O,O
LSJTZIO,O,O,O,O,O,O,O
LSJTZOI,O,O,O,O,O,O,O
LSJTOIZ,X,O,O,O,O,O,O
LSJTOZI,X,O,O,O,O,O,O
LSJITZO,O,O,O,O,O,O,O
LSJITOZ,X,O,O,O,O,O,O
LSJIZTO,O,O,X,O,O,O,O
LSJIZOT,O,O,O,O,X,O,O
LSJIOTZ,X,O,O,O,O,O,O
LSJIOZT,X,O,O,O,X,O,O
LSJZTIO,O,O,X,O,O,O,O
LSJZTOI,O,O,X,O,O,O,O
LSJZITO,O,O,X,O,O,O,O
LSJZIOT,O,O,O,O,X,O,O
LSJZOTI,X,O,X,O,X,O,O
LSJZOIT,O,O,O,O,X,O,O
LSJOTIZ,X,O,O,O,O,O,O
LSJOTZI,X,O,O,O,O,O,X
LSJOITZ,X,O,O,O,O,O,O
LSJOIZT,X,O,O,O,X,O,O
LSJOZTI,X,O,X,O,X,O,X
LSJOZIT,X,O,O,O,X,O,O
LSZTIJO,O,O,O,O,X,O,O
LSZTIOJ,O,O,O,O,X,O,O
LSZTJIO,O,O,O,O,X,O,O
LSZTJOI,O,O,O,O,X,O,O
LSZTOIJ,O,O,O,O,X,O,O
LSZTOJI,O,O,O,O,X,O,O
LSZITJO,O,O,O,O,X,O,O
LSZITOJ,O,O,O,O,X,O,O
LSZIJTO,O,O,X,O,X,O,O
LSZIJOT,O,O,O,O,X,O,O
LSZIOTJ,O,X,O,O,X,O,O
LSZIOJT,O,O,O,O,X,O,O
LSZJTIO,O,O,X,O,X,O,O
LSZJTOI,O,O,X,O,X,O,O
LSZJITO,O,O,X,O,X,O,O
LSZJIOT,O,O,O,O,X,O,O
LSZJOTI,X,O,X,O,X,O,O
LSZJOIT,O,O,O,O,X,O,O
LSZOTIJ,O,O,O,O,X,O,O
LSZOTJI,O,O,O,O,X,O,O
LSZOITJ,O,X,O,O,X,O,O
LSZOIJT,O,O,O,O,X,O,O
LSZOJTI,X,O,X,O,X,O,O
LSZOJIT,O,O,O,O,X,O,O
LSOTIJZ,X,O,O,O,O,O,O
LSOTIZJ,X,O,O,O,X,O,O
LSOTJIZ,X,O,O,O,O,O,O
LSOTJZI,X,O,O,O,O,O,O
LSOTZIJ,X,O,O,O,X,O,O
LSOTZJI,X,O,O,O,X,O,O
LSOITJZ,X,O,O,O,O,X,O
LSOITZJ,X,O,O,X,X,X,O
LSOIJTZ,X,O,O,O,O,O,O
LSOIJZT,X,O,O,O,X,O,O
LSOIZTJ,X,X,O,X,X,X,O
LSOIZJT,X,O,O,O,X,X,O
LSOJTIZ,X,O,O,O,O,O,O
LSOJTZI,X,O,O,O,O,O,X
LSOJITZ,X,O,O,O,O,O,O
LSOJIZT,X,O,O,O,X,O,O
LSOJZTI,X,O,X,O,X,O,X
LSOJZIT,X,O,O,O,X,O,O
LSOZTIJ,X,O,O,O,X,O,O
LSOZTJI,X,O,O,O,X,O,O
LSOZITJ,X,X,O,O,X,O,O
LSOZIJT,X,O,O,O,X,O,O
LSOZJTI,X,O,X,O,X,O,O
LSOZJIT,X,O,O,O,X,O,O
LZTIJSO,O,X,X,O,X,O,O
LZTIJOS,O,X,X,O,X,O,O
LZTISJO,O,X,O,O,X,O,O
LZTISOJ,O,X,O,O,X,O,O
LZTIOJS,O,X,X,O,X,O,O
LZTIOSJ,O,X,O,O,X,O,O
LZTJISO,O,X,X,O,X,O,O
LZTJIOS,O,X,X,O,X,O,O
LZTJSIO,O,X,X,O,X,O,O
LZTJSOI,O,X,X,O,X,O,O
LZTJOIS,O,X,X,O,X,O,O
LZTJOSI,O,X,X,O,X,O,O
LZTSIJO,O,X,O,O,X,O,O
LZTSIOJ,O,X,O,O,X,O,O
LZTSJIO,O,X,O,O,X,O,O
LZTSJOI,O,X,O,O,X,O,O
LZTSOIJ,O,X,O,O,X,O,O
LZTSOJI,O,X,O,O,X,O,O
LZTOIJS,O,X,X,O,X,O,O
LZTOISJ,O,X,O,O,X,O,O
LZTOJIS,O,X,X,O,X,O,O
LZTOJSI,O,X,X,O,X,O,O
LZTOSIJ,O,X,O,O,X,O,O
LZTOSJI,O,X,O,O,X,O,O
LZITJSO,O,X,X,O,X,X,O
LZITJOS,O,X,X,O,X,X,O
LZITSJO,O,X,O,O,X,X,O
LZITSOJ,O,X,O,O,X,X,O
LZITOJS,O,X,X,O,X,X,O
LZITOSJ,O,X,O,X,X,X,O
LZIJTSO,O,X,X,O,X,X,O
LZIJTOS,O,X,X,O,X,X,O
LZIJSTO,O,O,X,O,X,O,O
LZIJSOT,O,O,X,O,X,O,O
LZIJOTS,O,X,X,O,X,X,O
LZIJOST,O,O,X,O,X,O,O
LZISTJO,O,O,O,O,X,O,O
LZISTOJ,O,O,O,O,X,O,O
LZISJTO,O,O,X,O,X,O,O
LZISJOT,O,O,O,O,X,O,O
LZISOTJ,O,X,O,O,X,O,O
LZISOJT,O,O,O,O,X,O,O
LZIOTJS,O,X,X,O,X,X,O
LZIOTSJ,O,X,O,O,X,X,O
LZIOJTS,O,X,X,O,X,X,O
LZIOJST,O,O,X,O,X,O,O
LZIOSTJ,O,X,O,O,X,O,O
LZIOSJT,O,X,O,O,X,O,O
LZJTISO,O,X,X,O,X,O,O
LZJTIOS,O,X,X,O,X,O,O
LZJTSIO,O,X,X,O,X,O,O
LZJTSOI,O,X,X,O,X,O,O
LZJTOIS,O,X,X,O,X,O,O
LZJTOSI,O,X,X,O,X,O,O
LZJITSO,O,X,X,O,X,X,O
LZJITOS,O,X,X,O,X,X,O
LZJISTO,O,O,X,O,X,O,O
LZJISOT,O,O,X,O,X,O,O
LZJIOTS,O,X,X,O,X,X,O
LZJIOST,O,O,X,O,X,O,O
LZJSTIO,O,O,X,O,X,O,O
LZJSTOI,O,O,X,O,X,O,O
LZJSITO,O,O,X,O,X,O,O
LZJSIOT,O,O,X,O,X,O,O
LZJSOTI,X,O,X,O,X,O,O
LZJSOIT,O,O,X,O,X,O,O
LZJOTIS,O,X,X,O,X,O,O
LZJOTSI,O,X,X,O,X,O,O
LZJOITS,O,X,X,O,X,X,O
LZJOIST,O,O,X,O,X,O,O
LZJOSTI,X,O,X,O,X,O,O
LZJOSIT,O,O,X,O,X,O,O
LZSTIJO,O,O,O,O,X,O,O
LZSTIOJ,O,O,O,O,X,O,O
LZSTJIO,O,O,O,O,X,O,O
LZSTJOI,O,O,O,O,X,O,O
LZSTOIJ,O,O,O,O,X,O,O
LZSTOJI,O,O,O,O,X,O,O
LZSITJO,O,O,O,O,X,O,O
LZSITOJ,O,O,O,O,X,O,O
LZSIJTO,O,O,X,O,X,O,O
LZSIJOT,O,O,O,O,X,O,O
LZSIOTJ,O,X,O,O,X,O,O
LZSIOJT,O,O,O,O,X,O,O
LZSJTIO,O,O,X,O,X,O,O
LZSJTOI,O,O,X,O,X,O,O
LZSJITO,O,O,X,O,X,O,O
LZSJIOT,O,O,O,O,X,O,O
LZSJOTI,X,O,X,O,X,O,O
LZSJOIT,O,O,O,O,X,O,O
LZSOTIJ,O,O,O,O,X,O,O
LZSOTJI,O,O,O,O,X,O,O
LZSOITJ,O,X,O,O,X,O,O
LZSOIJT,O,O,O,O,X,O,O
LZSOJTI,X,O,X,O,X,O,O
LZSOJIT,O,O,O,O,X,O,O
LZOTIJS,O,X,X,O,X,O,O
LZOTISJ,O,X,O,O,X,O,O
LZOTJIS,O,X,X,O,X,O,O
LZOTJSI,O,X,X,O,X,O,O
LZOTSIJ,O,X,O,O,X,O,O
LZOTSJI,O,X,O,O,X,O,O
LZOITJS,O,X,X,O,X,X,O
LZOITSJ,O,X,O,O,X,X,O
LZOIJTS,O,X,X,O,X,X,O
LZOIJST,O,O,X,O,X,O,O
LZOISTJ,O,X,O,O,X,O,O
LZOISJT,O,X,O,O,X,O,O
LZOJTIS,O,X,X,O,X,O,O
LZOJTSI,O,X,X,O,X,O,O
LZOJITS,O,X,X,O,X,X,O
LZOJIST,O,O,X,O,X,O,O
LZOJSTI,X,O,X,O,X,O,O
LZOJSIT,O,O,X,O,X,O,O
LZOSTIJ,O,O,O,O,X,O,O
LZOSTJI,O,O,O,O,X,O,O
LZOSITJ,O,X,O,O,X,O,O
LZOSIJT,O,O,O,O,X,O,O
LZOSJTI,X,O,X,O,X,O,O
LZOSJIT,O,O,O,O,X,O,O
LOTIJSZ,X,O,O,O,X,O,O
LOTIJZS,O,X,X,O,X,X,O
LOTISJZ,X,X,O,O,X,O,O
LOTISZJ,X,X,O,O,X,O,O
LOTIZJS,O,X,X,O,X,X,O
LOTIZSJ,O,X,O,X,X,X,O
LOTJISZ,X,O,O,O,X,O,O
LOTJIZS,O,X,X,O,X,X,O
LOTJSIZ,X,O,O,O,X,O,O
LOTJSZI,X,O,O,O,X,O,O
LOTJZIS,O,X,X,O,X,X,O
LOTJZSI,O,X,X,O,X,O,X
LOTSIJZ,X,O,O,O,X,O,O
LOTSIZJ,X,O,O,O,X,O,O
LOTSJIZ,X,O,O,O,X,O,O
LOTSJZI,X,O,O,O,X,O,O
LOTSZIJ,X,O,O,O,X,O,O
LOTSZJI,X,O,O,O,X,O,O
LOTZIJS,O,X,X,O,X,X,O
LOTZISJ,O,X,O,O,X,X,O
LOTZJIS,O,X,X,O,X,X,O
LOTZJSI,O,X,X,O,X,O,O
LOTZSIJ,O,X,O,O,X,O,O
LOTZSJI,O,X,O,O,X,O,O
LOITJSZ,X,O,O,O,X,X,O
LOITJZS,O,X,X,O,X,X,O
LOITSJZ,X,X,O,O,X,X,O
LOITSZJ,X,X,O,O,X,X,O
LOITZJS,O,X,X,O,X,X,O
LOITZSJ,O,X,O,X,X,X,O
LOIJTSZ,X,O,O,O,X,X,O
LOIJTZS,O,X,X,O,X,X,O
LOIJSTZ,X,O,O,O,O,X,O
LOIJSZT,X,O,O,O,X,X,O
LOIJZTS,O,X,X,O,X,X,O
LOIJZST,O,O,X,O,X,X,O
LOISTJZ,X,O,O,O,O,X,O
LOISTZJ,X,O,O,X,X,X,O
LOISJTZ,X,O,O,O,O,X,O
LOISJZT,X,O,O,O,X,X,O
LOISZTJ,X,X,O,X,X,X,O
LOISZJT,X,O,O,O,X,X,O
LOIZTJS,O,X,X,O,X,X,O
LOIZTSJ,O,X,O,O,X,X,O
LOIZJTS,O,X,X,O,X,X,O
LOIZJST,O,O,X,O,X,X,O
LOIZSTJ,O,X,O,O,X,X,O
LOIZSJT,O,X,O,O,X,X,O
LOJTISZ,X,O,O,O,X,O,O
LOJTIZS,O,X,X,O,X,X,O
LOJTSIZ,X,O,O,O,X,O,O
LOJTSZI,X,O,O,O,X,O,X
LOJTZIS,O,X,X,O,X,X,O
LOJTZSI,O,X,X,O,X,O,X
LOJITSZ,X,O,O,O,X,X,O
LOJITZS,O,X,X,O,X,X,O
LOJISTZ,X,O,O,O,O,X,O
LOJISZT,X,O,O,O,X,X,O
LOJIZTS,O,X,X,O,X,X,O
LOJIZST,O,O,X,O,X,X,O
LOJSTIZ,X,O,O,O,O,O,O
LOJSTZI,X,O,O,O,O,O,X
LOJSITZ,X,O,O,O,O,O,O
LOJSIZT,X,O,O,O,X,O,O
LOJSZTI,X,O,X,O,X,O,X
LOJSZIT,X,O,O,O,X,O,O
LOJZTIS,O,X,X,O,X,O,O
LOJZTSI,O,X,X,O,X,O,O
LOJZITS,O,X,X,O,X,X,O
LOJZIST,O,O,X,O,X,O,O
LOJZSTI,X,O,X,O,X,O,O
LOJZSIT,O,O,X,O,X,O,O
LOSTIJZ,X,O,O,O,O,O,O
LOSTIZJ,X,O,O,O,X,O,O
LOSTJIZ,X,O,O,O,O,O,O
LOSTJZI,X,O,O,O,O,O,O
LOSTZIJ,X,O,O,O,X,O,O
LOSTZJI,X,O,O,O,X,O,O
LOSITJZ,X,O,O,O,O,X,O
LOSITZJ,X,O,O,X,X,X,O
LOSIJTZ,X,O,O,O,O,O,O
LOSIJZT,X,O,O,O,X,O,O
LOSIZTJ,X,X,O,X,X,X,O
LOSIZJT,X,O,O,O,X,X,O
LOSJTIZ,X,O,O,O,O,O,O
LOSJTZI,X,O,O,O,O,O,X
LOSJITZ,X,O,O,O,O,O,O
LOSJIZT,X,O,O,O,X,O,O
LOSJZTI,X,O,X,O,X,O,X
LOSJZIT,X,O,O,O,X,O,O
LOSZTIJ,X,O,O,O,X,O,O
LOSZTJI,X,O,O,O,X,O,O
LOSZITJ,X,X,O,O,X,O,O
LOSZIJT,X,O,O,O,X,O,O
LOSZJTI,X,O,X,O,X,O,O
LOSZJIT,X,O,O,O,X,O,O
LOZTIJS,O,X,X,O,X,O,O
LOZTISJ,O,X,O,O,X,O,O
LOZTJIS,O,X,X,O,X,O,O
LOZTJSI,O,X,X,O,X,O,O
LOZTSIJ,O,X,O,O,X,O,O
LOZTSJI,O,X,O,O,X,O,O
LOZITJS,O,X,X,O,X,X,O
LOZITSJ,O,X,O,O,X,X,O
LOZIJTS,O,X,X,O,X,X,O
LOZIJST,O,O,X,O,X,O,O
LOZISTJ,O,X,O,O,X,O,O
LOZISJT,O,X,O,O,X,O,O
LOZJTIS,O,X,X,O,X,O,O
LOZJTSI,O,X,X,O,X,O,O
LOZJITS,O,X,X,O,X,X,O
LOZJIST,O,O,X,O,X,O,O
LOZJSTI,X,O,X,O,X,O,O
LOZJSIT,O,O,X,O,X,O,O
LOZSTIJ,O,O,O,O,X,O,O
LOZSTJI,O,O,O,O,X,O,O
LOZSITJ,O,X,O,O,X,O,O
LOZSIJT,O,O,O,O,X,O,O
LOZSJTI,X,O,X,O,X,O,O
LOZSJIT,O,O,O,O,X,O,O
JTILSZO,O,X,O,O,X,O,X
JTILSOZ,X,X,O,O,X,O,O
JTILZSO,O,X,X,O,X,X,X
JTILZOS,O,X,X,O,X,X,O
JTILOSZ,X,X,O,O,X,O,O
JTILOZS,O,X,X,O,X,X,O
JTISLZO,O,O,O,O,O,O,O
JTISLOZ,X,O,O,O,O,O,O
JTISZLO,O,O,O,O,O,O,O
JTISZOL,O,O,O,O,O,O,O
JTISOLZ,X,O,O,O,O,O,O
JTISOZL,X,O,O,O,O,O,O
JTIZLSO,O,X,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X,O
JTIZSLO,O,X,X,X,O,X,X
JTIZSOL,O,X,X,X,O,X,X
JTIZOLS,O,X,X,X,X,X,O
JTIZOSL,O,X,X,X,X,X,X
JTIOLSZ,X,X,O,O,X,O,O
JTIOLZS,O,X,X,O,X,X,O
JTIOSLZ,X,O,O,X,O,O,O
JTIOSZL,X,O,O,X,O,O,O
JTIOZLS,O,X,X,X,X,X,O
JTIOZSL,O,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,O,X
JTLISOZ,X,O,O,O,X,O,O
JTLIZSO,O,X,X,O,X,X,X
JTLIZOS,O,X,X,O,X,X,O
JTLIOSZ,X,O,O,O,X,O,O
JTLIOZS,O,X,X,O,X,X,O
JTLSIZO,O,O,O,O,X,O,O
JTLSIOZ,X,O,O,O,X,O,O
JTLSZIO,O,O,O,O,X,O,O
JTLSZOI,O,O,O,O,X,O,O
JTLSOIZ,X,O,O,O,X,O,O
JTLSOZI,X,O,O,O,X,O,O
JTLZISO,O,X,X,O,X,X,X
JTLZIOS,O,X,X,O,X,X,O
JTLZSIO,O,X,X,O,X,O,X
JTLZSOI,O,X,X,O,X,O,X
JTLZOIS,O,X,X,O,X,X,O
JTLZOSI,O,X,X,O,X,O,X
JTLOISZ,X,O,O,O,X,O,O
JTLOIZS,O,X,X,O,X,X,O
JTLOSIZ,X,O,O,O,X,O,O
JTLOSZI,X,O,O,O,X,O,O
JTLOZIS,O,X,X,O,X,X,O
JTLOZSI,O,X,X,O,X,O,X
JTSILZO,O,O,O,O,O,O,O
JTSILOZ,X,O,O,O,O,O,O
JTSIZLO,O,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O,O
JTSIOLZ,X,O,O,O,O,O,O
JTSIOZL,X,O,O,O,O,O,O
JTSLIZO,O,O,O,O,O,O,O
JTSLIOZ,X,O,O,O,O,O,O
JTSLZIO,O,O,O,O,O,O,O
JTSLZOI,O,O,O,O,O,O,O
JTSLOIZ,X,O,O,O,O,O,O
JTSLOZI,X,O,O,O,O,O,O
JTSZILO,O,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O,O
JTSOILZ,X,O,O,O,O,O,O
JTSOIZL,X,O,O,O,O,O,O
JTSOLIZ,X,O,O,O,O,O,O
JTSOLZI,X,O,O,O,O,O,O
JTSOZIL,X,O,O,O,O,O,O
JTSOZLI,X,O,O,O,O,O,O
JTZILSO,O,X,X,O,X,O,X
JTZILOS,O,X,X,O,X,O,O
JTZISLO,O,X,X,O,O,O,X
JTZISOL,O,X,X,O,O,O,X
JTZIOLS,O,X,X,O,X,O,O
JTZIOSL,O,X,X,X,X,O,X
JTZLISO,O,X,X,O,X,O,X
JTZLIOS,O,X,X,O,X,O,O
JTZLSIO,O,X,X,O,X,O,X
JTZLSOI,O,X,X,O,X,O,X
JTZLOIS,O,X,X,O,X,O,O
JTZLOSI,O,X,X,O,X,O,X
JTZSILO,O,O,X,O,O,O,O
JTZSIOL,O,O,X,O,O,O,O
JTZSLIO,O,O,X,O,O,O,O
JTZSLOI,O,O,X,O,O,O,O
JTZSOIL,O,O,X,O,O,O,O
JTZSOLI,O,O,X,O,O,O,O
JTZOILS,O,X,X,O,X,O,O
JTZOISL,O,X,X,X,X,O,X
JTZOLIS,O,X,X,O,X,O,O
JTZOLSI,O,X,X,O,X,O,X
JTZOSIL,O,O,X,O,X,O,O
JTZOSLI,O,O,X,O,X,O,O
JTOILSZ,X,X,O,O,X,O,O
JTOILZS,O,X,X,O,X,X,O
JTOISLZ,X,O,O,X,O,O,O
JTOISZL,X,O,O,X,O,O,O
JTOIZLS,O,X,X,X,X,X,O
JTOIZSL,O,X,X,X,X,X,X
JTOLISZ,X,O,O,O,X,O,O
JTOLIZS,O,X,X,O,X,X,O
JTOLSIZ,X,O,O,O,X,O,O
JTOLSZI,X,O,O,O,X,O,O
JTOLZIS,O,X,X,O,X,X,O
JTOLZSI,O,X,X,O,X,O,X
JTOSILZ,X,O,O,O,O,O,O
JTOSIZL,X,O,O,O,O,O,O
JTOSLIZ,X,O,O,O,O,O,O
JTOSLZI,X,O,O,O,O,O,O
JTOSZIL,X,O,O,O,O,O,O
JTOSZLI,X,O,O,O,O,O,O
JTOZILS,O,X,X,O,X,O,O
JTOZISL,O,X,X,X,X,O,X
JTOZLIS,O,X,X,O,X,O,O
JTOZLSI,O,X,X,O,X,O,X
JTOZSIL,O,O,X,O,X,O,O
JTOZSLI,O,O,X,O,X,O,O
JITLSZO,O,X,O,O,X,O,X
JITLSOZ,X,X,O,O,X,O,O
JITLZSO,O,X,X,O,X,X,X
JITLZOS,O,X,X,O,X,X,O
JITLOSZ,X,X,O,O,X,O,O
JITLOZS,O,X,X,O,X,X,O
JITSLZO,O,O,O,O,O,O,O
JITSLOZ,X,O,O,O,O,O,O
JITSZLO,O,O,O,O,O,O,O
JITSZOL,O,O,O,O,O,O,O
JITSOLZ,X,O,O,O,O,O,O
JITSOZL,X,O,O,O,O,O,O
JITZLSO,O,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,O
JITZSLO,O,X,X,X,O,X,X
JITZSOL,O,X,X,X,O,X,X
JITZOLS,O,X,X,X,X,X,O
JITZOSL,O,X,X,X,X,X,X
JITOLSZ,X,X,O,O,X,O,O
JITOLZS,O,X,X,O,X,X,O
JITOSLZ,X,O,O,X,O,O,O
JITOSZL,X,O,O,X,O,O,O
JITOZLS,O,X,X,X,X,X,O
JITOZSL,O,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X
JILTSOZ,X,O,O,O,X,X,O
JILTZSO,O,X,X,O,X,X,X
JILTZOS,O,X,X,O,X,X,O
JILTOSZ,X,O,O,O,X,X,O
JILTOZS,O,X,X,O,X,X,O
JILSTZO,O,O,O,O,O,X,O
JILSTOZ,X,O,O,O,O,X,O
JILSZTO,O,O,X,O,O,X,O
JILSZOT,O,O,O,O,X,X,O
JILSOTZ,X,O,O,O,O,X,O
JILSOZT,X,O,O,O,X,X,O
JILZTSO,O,X,X,O,X,X,O
JILZTOS,O,X,X,O,X,X,O
JILZSTO,O,O,X,O,O,X,O
JILZSOT,O,O,X,O,X,X,O
JILZOTS,O,X,X,O,X,X,O
JILZOST,O,O,X,O,X,X,O
JILOTSZ,X,O,O,O,X,X,O
JILOTZS,O,X,X,O,X,X,O
JILOSTZ,X,O,O,O,O,X,O
JILOSZT,X,O,O,O,X,X,O
JILOZTS,O,X,X,O,X,X,O
JILOZST,O,O,X,O,X,X,O
JISTLZO,O,O,O,O,O,O,O
JISTLOZ,X,O,O,O,O,O,O
JISTZLO,O,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O,O
JISTOLZ,X,O,O,O,O,O,O
JISTOZL,X,O,O,O,O,O,O
JISLTZO,O,O,O,X,O,O,O
JISLTOZ,X,O,O,O,O,O,O
JISLZTO,O,O,X,X,O,O,O
JISLZOT,O,O,O,O,X,O,O
JISLOTZ,X,O,O,O,O,O,O
JISLOZT,X,O,O,O,X,O,O
JISZTLO,O,X,X,O,O,O,O
JISZTOL,O,X,X,O,O,O,O
JISZLTO,O,X,X,O,O,O,O
JISZLOT,O,X,O,O,X,O,O
JISZOTL,X,X,X,O,O,O,O
JISZOLT,O,X,O,O,X,O,O
JISOTLZ,X,O,O,O,O,O,O
JISOTZL,X,O,O,O,O,O,X
JISOLTZ,X,O,O,O,O,O,O
JISOLZT,X,O,O,O,X,O,O
JISOZTL,X,X,X,O,O,O,X
JISOZLT,X,X,O,O,X,O,O
JIZTLSO,O,X,X,O,X,O,O
JIZTLOS,O,X,X,O,X,O,O
JIZTSLO,O,X,X,O,O,O,O
JIZTSOL,O,X,X,O,O,O,O
JIZTOLS,O,X,X,O,X,O,O
JIZTOSL,O,X,X,X,X,O,O
JIZLTSO,O,X,X,O,X,X,O
JIZLTOS,O,X,X,O,X,X,O
JIZLSTO,O,X,X,O,O,O,O
JIZLSOT,O,X,X,O,X,O,O
JIZLOTS,O,X,X,O,X,X,O
JIZLOST,O,X,X,O,X,O,O
JIZSTLO,O,X,X,O,O,O,O
JIZSTOL,O,X,X,O,O,O,O
JIZSLTO,O,X,X,O,O,O,O
JIZSLOT,O,X,X,O,X,O,O
JIZSOTL,X,X,X,O,O,O,O
JIZSOLT,O,X,X,O,X,O,O
JIZOTLS,O,X,X,O,X,O,O
JIZOTSL,O,X,X,X,X,O,O
JIZOLTS,O,X,X,O,X,X,O
JIZOLST,O,X,X,O,X,O,O
JIZOSTL,X,X,X,O,O,O,O
JIZOSLT,O,X,X,O,X,O,O
JIOTLSZ,X,X,O,O,X,O,O
JIOTLZS,O,X,X,O,X,X,O
JIOTSLZ,X,O,O,X,O,O,O
JIOTSZL,X,O,O,X,O,O,O
JIOTZLS,O,X,X,X,X,X,O
JIOTZSL,O,X,X,X,X,X,X
JIOLTSZ,X,O,O,O,X,X,O
JIOLTZS,O,X,X,O,X,X,O
JIOLSTZ,X,O,O,O,O,X,O
JIOLSZT,X,O,O,O,X,X,O
JIOLZTS,O,X,X,O,X,X,O
JIOLZST,O,O,X,O,X,X,O
JIOSTLZ,X,O,O,O,O,O,O
