sequence,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbB6iBTeBm?hBXmBFsB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFmbB5iBTeBf?nBVrBasB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbBTeBXmBO?sB6sBlrB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbBTeBemBF?iB6nBfsB
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,X,X,O,X
SZJTIOL,X,X,O,O
SZJTLIO,X,X,O,X
SZJTLOI,X,X,O,X
SZJTOIL,X,X,O,O
SZJTOLI,X,X,O,O
SZJITLO,X,X,X,X
SZJITOL,X,X,X,O
SZJILTO,X,X,X,X
SZJILOT,O,X,O,X
SZJIOTL,X,X,O,O
SZJIOLT,O,X,O,X
SZJLTIO,X,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,X,X,X,X
SZJLIOT,O,X,O,X
SZJLOTI,X,X,O,X
SZJLOIT,O,X,O,X
SZJOTIL,X,X,O,O
SZJOTLI,X,X,O,O
SZJOITL,X,X,O,O
SZJOILT,O,X,O,X
SZJOLTI,X,X,O,X
SZJOLIT,O,X,O,X
SZOTILJ,O,X,X,X
SZOTIJL,O,X,X,X
SZOTLIJ,O,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,O,X,X,X
SZOTJLI,O,X,X,X
SZOITLJ,O,X,X,X
SZOITJL,O,X,X,X
SZOILTJ,X,X,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,O,X
SZOIJLT,O,X,O,X
SZOLTIJ,X,X,X,X
SZOLTJI,X,X,X,X
SZOLITJ,X,X,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,X,X,X
SZOLJIT,X,X,X,X
SZOJTIL,X,X,O,O
SZOJTLI,X,X,O,O
SZOJITL,X,X,O,O
SZOJILT,O,X,O,X
SZOJLTI,X,X,O,X
SZOJLIT,O,X,O,X
SOTILJZ,X,X,X,X
SOTILZJ,O,X,X,X
SOTIJLZ,O,X,X,X
SOTIJZL,O,X,X,X
SOTIZLJ,O,X,X,X
SOTIZJL,O,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,O,X,X,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,O,X,X,X
SOTLZJI,X,X,X,X
SOTJILZ,O,X,X,X
SOTJIZL,O,X,X,X
SOTJLIZ,O,X,X,X
SOTJLZI,O,X,X,X
SOTJZIL,O,X,X,X
SOTJZLI,O,X,X,X
SOTZILJ,O,X,X,X
SOTZIJL,O,X,X,X
SOTZLIJ,O,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,O,X,X,X
SOTZJLI,O,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,O,X,X,X
SOITJLZ,O,X,X,X
SOITJZL,O,X,X,X
SOITZLJ,O,X,X,X
SOITZJL,O,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,X
SOILZJT,X,X,X,X
SOIJTLZ,X,X,O,X
SOIJTZL,X,X,O,X
SOIJLTZ,X,X,X,X
SOIJLZT,O,X,O,X
SOIJZTL,X,X,O,X
SOIJZLT,O,X,O,X
SOIZTLJ,O,X,X,X
SOIZTJL,O,X,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,O,X
SOIZJLT,O,X,O,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,X,X
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,X,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,X,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,X,X
SOLJITZ,X,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,X,X,X,X
SOLZTIJ,X,X,X,X
SOLZTJI,X,X,X,X
SOLZITJ,X,X,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,X,X,O,X
SOJTIZL,X,X,O,O
SOJTLIZ,X,X,O,X
SOJTLZI,X,X,O,X
SOJTZIL,X,X,O,O
SOJTZLI,X,X,O,O
SOJITLZ,X,X,O,X
SOJITZL,X,X,O,O
SOJILTZ,X,X,X,X
SOJILZT,O,X,O,X
SOJIZTL,X,X,O,O
SOJIZLT,O,X,O,X
SOJLTIZ,X,X,O,X
SOJLTZI,X,X,O,X
SOJLITZ,X,X,X,X
SOJLIZT,O,X,O,X
SOJLZTI,X,X,O,X
SOJLZIT,O,X,O,X
SOJZTIL,X,X,O,O
SOJZTLI,X,X,O,O
SOJZITL,X,X,O,O
SOJZILT,O,X,O,X
SOJZLTI,X,X,O,X
SOJZLIT,O,X,O,X
SOZTILJ,O,X,X,X
SOZTIJL,O,X,X,X
SOZTLIJ,O,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,O,X,X,X
SOZTJLI,O,X,X,X
SOZITLJ,O,X,X,X
SOZITJL,O,X,X,X
SOZILTJ,X,X,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,O,X
SOZIJLT,O,X,O,X
SOZLTIJ,X,X,X,X
SOZLTJI,X,X,X,X
SOZLITJ,X,X,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,X,X,X
SOZJTIL,X,X,O,O
SOZJTLI,X,X,O,O
SOZJITL,X,X,O,O
SOZJILT,O,X,O,X
SOZJLTI,X,X,O,X
SOZJLIT,O,X,O,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,O,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,O,X,X,X
ZTIJSLO,X,O,X,X
ZTIJSOL,X,O,X,X
ZTIJOLS,O,X,X,X
ZTIJOSL,X,O,X,X
ZTISLJO,X,O,X,X
ZTISLOJ,X,O,X,X
ZTISJLO,X,O,X,X
ZTISJOL,X,O,X,X
ZTISOLJ,X,O,X,X
ZTISOJL,X,O,X,X
ZTIOLJS,O,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,O,X,X,X
ZTIOJSL,X,O,X,X
ZTIOSLJ,X,O,X,X
ZTIOSJL,X,O,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,O,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,O,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,O,X,X,X
ZTLJOSI,O,X,X,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,O,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,O,X,X,X
ZTLOJSI,O,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,O,X,X,X
ZTJISLO,X,O,X,X
ZTJISOL,X,O,X,X
ZTJIOLS,O,X,X,X
ZTJIOSL,X,O,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,O,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,O,X,X,X
ZTJLOSI,O,X,X,X
ZTJSILO,X,O,X,X
ZTJSIOL,X,O,X,X
ZTJSLIO,X,X,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,X,O,X,X
ZTJSOLI,X,X,X,X
ZTJOILS,O,X,X,X
ZTJOISL,X,O,X,X
ZTJOLIS,O,X,X,X
ZTJOLSI,O,X,X,X
ZTJOSIL,X,O,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,X,O,X,X
ZTSILOJ,X,O,X,X
ZTSIJLO,X,O,X,X
ZTSIJOL,X,O,X,X
ZTSIOLJ,X,O,X,X
ZTSIOJL,X,O,X,X
ZTSLIJO,X,X,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,X,X,X
ZTSLJOI,X,X,X,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,X,X
ZTSJILO,X,O,X,X
ZTSJIOL,X,O,X,X
ZTSJLIO,X,X,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,X,O,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,X,O,X,X
ZTSOIJL,X,O,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,X,O,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,O,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,O,X,X,X
ZTOIJSL,X,O,X,X
ZTOISLJ,X,O,X,X
ZTOISJL,X,O,X,X
ZTOLIJS,O,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,O,X,X,X
ZTOLJSI,O,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,O,X,X,X
ZTOJISL,X,O,X,X
ZTOJLIS,O,X,X,X
ZTOJLSI,O,X,X,X
ZTOJSIL,X,O,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,O,X,X
ZTOSIJL,X,O,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,X,O,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,O,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,O,X,X,X
ZITJSLO,X,O,X,X
ZITJSOL,X,O,X,X
ZITJOLS,O,X,X,X
ZITJOSL,X,O,X,X
ZITSLJO,X,O,X,X
ZITSLOJ,X,O,X,X
ZITSJLO,X,O,X,X
ZITSJOL,X,O,X,X
ZITSOLJ,X,O,X,X
ZITSOJL,X,O,X,X
ZITOLJS,O,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,O,X,X,X
ZITOJSL,X,O,X,X
ZITOSLJ,X,O,X,X
ZITOSJL,X,O,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,O,X,X
ZIJTSOL,X,O,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,O,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,X,X,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,X,X,X,O
ZIJSLTO,X,X,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,X,X,X,O
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,O,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,O
ZIJOSLT,X,X,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,O,X,X,X
ZISTJLO,O,X,X,X
ZISTJOL,O,X,X,X
ZISTOLJ,O,X,X,X
ZISTOJL,O,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,O,X,O,X
ZISJOTL,X,X,O,X
ZISJOLT,O,X,O,X
ZISOTLJ,O,X,X,X
ZISOTJL,O,X,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,O,X
ZISOJLT,O,X,O,X
ZIOTLJS,O,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,O,X,X,X
ZIOTJSL,X,O,X,X
ZIOTSLJ,X,O,X,X
ZIOTSJL,X,O,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,O,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,O
ZIOJSLT,X,X,X,X
ZIOSTLJ,O,X,X,X
ZIOSTJL,O,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,O,X
ZIOSJLT,O,X,O,X
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,X,X
ZLTISJO,X,X,X,X
ZLTISOJ,X,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,X,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,X,X
ZLTSIJO,X,X,X,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,X,X,X,X
ZLTSOJI,X,X,X,X
ZLTOIJS,X,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,X,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,X,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,X
ZLIOJST,X,X,X,X
ZLIOSTJ,X,X,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,X,X,X,X
ZLJTIOS,X,X,X,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,X,X
ZLJITOS,X,X,X,X
ZLJISTO,X,X,X,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,X,X,X,X
ZLJSTOI,X,X,X,X
ZLJSITO,X,X,X,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,X,X
ZLJSOIT,X,X,X,X
ZLJOTIS,X,X,X,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,X,X
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,X,X
ZLJOSIT,X,X,X,X
ZLSTIJO,X,X,X,X
ZLSTIOJ,X,X,X,X
ZLSTJIO,X,X,X,X
ZLSTJOI,X,X,X,X
ZLSTOIJ,X,X,X,X
ZLSTOJI,X,X,X,X
ZLSITJO,X,X,X,X
ZLSITOJ,X,X,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,X,X,X,X
ZLSJTOI,X,X,X,X
ZLSJITO,X,X,X,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,X,X
ZLSOTIJ,X,X,X,X
ZLSOTJI,X,X,X,X
ZLSOITJ,X,X,X,X
ZLSOIJT,X,X,X,X
ZLSOJTI,X,X,X,X
ZLSOJIT,X,X,X,X
ZLOTIJS,X,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,X,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,X,X
ZLOIJST,X,X,X,X
ZLOISTJ,X,X,X,X
ZLOISJT,X,X,X,X
ZLOJTIS,X,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,X,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,X,X
ZLOJSIT,X,X,X,X
ZLOSTIJ,X,X,X,X
ZLOSTJI,X,X,X,X
ZLOSITJ,X,X,X,X
ZLOSIJT,X,X,X,X
ZLOSJTI,X,X,X,X
ZLOSJIT,X,X,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,O,X,X
ZJTISOL,X,O,X,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,O,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,O,X,X
ZJTSIOL,X,O,X,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,X,O,X,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,X,X,X
ZJTOISL,X,O,X,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,O,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,O,X,X
ZJITSOL,X,O,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,O,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,X,X,X,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,X,X,X,X
ZJISTOL,X,X,X,O
ZJISLTO,X,X,X,X
ZJISLOT,X,X,X,X
ZJISOTL,X,X,X,O
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,O,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,O
ZJIOSLT,X,X,X,X
ZJLTISO,X,X,X,X
ZJLTIOS,X,X,X,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,X,X
ZJLITOS,X,X,X,X
ZJLISTO,X,X,X,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,X,X,X,X
ZJLSTOI,X,X,X,X
ZJLSITO,X,X,X,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,X,X
ZJLSOIT,X,X,X,X
ZJLOTIS,X,X,X,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,X,X
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,X,X
ZJLOSIT,X,X,X,X
ZJSTILO,X,X,O,X
ZJSTIOL,X,X,O,O
ZJSTLIO,X,X,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,X,X,O,O
ZJSTOLI,X,X,O,O
ZJSITLO,X,X,X,X
ZJSITOL,X,X,X,O
ZJSILTO,X,X,X,X
ZJSILOT,X,X,O,X
ZJSIOTL,X,X,O,O
ZJSIOLT,X,X,O,X
ZJSLTIO,X,X,O,X
ZJSLTOI,X,X,O,X
ZJSLITO,X,X,X,X
ZJSLIOT,X,X,O,X
ZJSLOTI,X,X,O,X
ZJSLOIT,X,X,O,X
ZJSOTIL,X,X,O,O
ZJSOTLI,X,X,O,O
ZJSOITL,X,X,O,O
ZJSOILT,X,X,O,X
ZJSOLTI,X,X,O,X
ZJSOLIT,X,X,O,X
ZJOTILS,X,X,X,X
ZJOTISL,X,O,X,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,O,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,X,O,X,X
ZJOILTS,X,X,X,X
ZJOILST,X,X,X,X
ZJOISTL,X,X,X,O
ZJOISLT,X,X,X,X
ZJOLTIS,X,X,X,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,X,X
ZJOLIST,X,X,X,X
ZJOLSTI,X,X,X,X
ZJOLSIT,X,X,X,X
ZJOSTIL,X,X,O,O
ZJOSTLI,X,X,O,O
ZJOSITL,X,X,O,O
ZJOSILT,X,X,O,X
ZJOSLTI,X,X,O,X
ZJOSLIT,X,X,O,X
ZSTILJO,X,X,X,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,X,X,X
ZSTIJOL,O,X,X,X
ZSTIOLJ,O,X,X,X
ZSTIOJL,O,X,X,X
ZSTLIJO,X,X,X,X
ZSTLIOJ,O,X,X,X
ZSTLJIO,X,X,X,X
ZSTLJOI,X,X,X,X
ZSTLOIJ,O,X,X,X
ZSTLOJI,X,X,X,X
ZSTJILO,O,X,X,X
ZSTJIOL,O,X,X,X
ZSTJLIO,O,X,X,X
ZSTJLOI,O,X,X,X
ZSTJOIL,O,X,X,X
ZSTJOLI,O,X,X,X
ZSTOILJ,O,X,X,X
ZSTOIJL,O,X,X,X
ZSTOLIJ,O,X,X,X
ZSTOLJI,X,X,X,X
ZSTOJIL,O,X,X,X
ZSTOJLI,O,X,X,X
ZSITLJO,X,X,X,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,X,X,X
ZSITJOL,O,X,X,X
ZSITOLJ,O,X,X,X
ZSITOJL,O,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,O,X,O,X
ZSIJOTL,X,X,O,X
ZSIJOLT,O,X,O,X
ZSIOTLJ,O,X,X,X
ZSIOTJL,O,X,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,O,X
ZSIOJLT,O,X,O,X
ZSLTIJO,X,X,X,X
ZSLTIOJ,X,X,X,X
ZSLTJIO,X,X,X,X
ZSLTJOI,X,X,X,X
ZSLTOIJ,X,X,X,X
ZSLTOJI,X,X,X,X
ZSLITJO,X,X,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,X,X,X,X
ZSLJTOI,X,X,X,X
ZSLJITO,X,X,X,X
ZSLJIOT,X,X,X,X
ZSLJOTI,X,X,X,X
ZSLJOIT,X,X,X,X
ZSLOTIJ,X,X,X,X
ZSLOTJI,X,X,X,X
ZSLOITJ,X,X,X,X
ZSLOIJT,X,X,X,X
ZSLOJTI,X,X,X,X
ZSLOJIT,X,X,X,X
ZSJTILO,X,X,O,X
ZSJTIOL,X,X,O,O
ZSJTLIO,X,X,O,X
ZSJTLOI,X,X,O,X
ZSJTOIL,X,X,O,O
ZSJTOLI,X,X,O,O
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,O
ZSJILTO,X,X,X,X
ZSJILOT,O,X,O,X
ZSJIOTL,X,X,O,O
ZSJIOLT,O,X,O,X
ZSJLTIO,X,X,O,X
ZSJLTOI,X,X,O,X
ZSJLITO,X,X,X,X
ZSJLIOT,O,X,O,X
ZSJLOTI,X,X,O,X
ZSJLOIT,O,X,O,X
ZSJOTIL,X,X,O,O
ZSJOTLI,X,X,O,O
ZSJOITL,X,X,O,O
ZSJOILT,O,X,O,X
ZSJOLTI,X,X,O,X
ZSJOLIT,O,X,O,X
ZSOTILJ,O,X,X,X
ZSOTIJL,O,X,X,X
ZSOTLIJ,O,X,X,X
ZSOTLJI,X,X,X,X
ZSOTJIL,O,X,X,X
ZSOTJLI,O,X,X,X
ZSOITLJ,O,X,X,X
ZSOITJL,O,X,X,X
ZSOILTJ,X,X,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,O,X
ZSOIJLT,O,X,O,X
ZSOLTIJ,X,X,X,X
ZSOLTJI,X,X,X,X
ZSOLITJ,X,X,X,X
ZSOLIJT,X,X,X,X
ZSOLJTI,X,X,X,X
ZSOLJIT,X,X,X,X
ZSOJTIL,X,X,O,O
ZSOJTLI,X,X,O,O
ZSOJITL,X,X,O,O
ZSOJILT,O,X,O,X
ZSOJLTI,X,X,O,X
ZSOJLIT,O,X,O,X
ZOTILJS,O,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,O,X,X,X
ZOTIJSL,X,O,X,X
ZOTISLJ,X,O,X,X
ZOTISJL,X,O,X,X
ZOTLIJS,O,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,O,X,X,X
ZOTLJSI,O,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,O,X,X,X
ZOTJISL,X,O,X,X
ZOTJLIS,O,X,X,X
ZOTJLSI,O,X,X,X
ZOTJSIL,X,O,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,O,X,X
ZOTSIJL,X,O,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,X,O,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,O,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,O,X,X,X
ZOITJSL,X,O,X,X
ZOITSLJ,X,O,X,X
ZOITSJL,X,O,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,X,X,X,X
ZOILSTJ,X,X,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,O,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,O
ZOIJSLT,X,X,X,X
ZOISTLJ,O,X,X,X
ZOISTJL,O,X,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,O,X
ZOISJLT,O,X,O,X
ZOLTIJS,X,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,X,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,X,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,X,X
ZOLIJST,X,X,X,X
