sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
IOTZSLJ,O,X,X,O,O,X,X,O,X,X
IOTZSJL,O,X,X,O,O,X,O,O,X,X
IOLTJSZ,O,O,X,X,X,X,X,X,X,X
IOLTJZS,O,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,O,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,O,X,X,X,X,X,X
IOLTZJS,O,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,X,X,O,X,X,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X,X
IOLJTZS,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,O,X,X,X,X,X,X,X,X
IOLJSZT,X,O,X,X,X,X,O,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,X,X
IOLJZST,X,O,X,X,X,X,O,X,X,X
IOLSTJZ,O,O,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,O,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,X,X,X,O,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,O,X,X
IOLSZJT,O,O,X,X,X,X,O,O,X,X
IOLZTJS,O,O,X,X,X,X,X,O,X,X
IOLZTSJ,O,O,X,X,X,X,X,O,X,X
IOLZJTS,X,O,X,X,X,X,X,O,X,X
IOLZJST,O,O,X,X,X,X,O,O,X,X
IOLZSTJ,O,O,X,X,X,X,X,O,X,X
IOLZSJT,O,O,X,X,X,X,O,O,X,X
IOJTLSZ,X,X,O,X,X,X,X,X,X,X
IOJTLZS,X,X,O,X,X,X,X,X,X,X
IOJTSLZ,X,X,O,X,X,X,X,X,X,X
IOJTSZL,X,X,X,X,O,X,O,X,X,X
IOJTZLS,X,X,X,X,O,X,X,X,X,X
IOJTZSL,X,X,X,X,O,X,O,X,X,X
IOJLTSZ,X,X,O,X,X,X,X,X,X,X
IOJLTZS,X,X,O,X,X,X,X,X,X,X
IOJLSTZ,X,X,O,X,X,X,X,X,X,X
IOJLSZT,X,X,O,X,X,X,O,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,O,X,X,X,O,X,X,X
IOJSTLZ,X,X,O,X,X,X,X,X,X,X
IOJSTZL,X,X,X,X,O,X,O,X,X,X
IOJSLTZ,X,X,O,X,X,X,X,X,X,X
IOJSLZT,X,X,O,X,X,X,O,X,X,X
IOJSZTL,X,X,X,X,X,X,O,O,X,X
IOJSZLT,X,X,X,X,X,X,O,O,X,X
IOJZTLS,X,X,X,X,X,X,X,O,X,X
IOJZTSL,X,X,X,X,X,X,O,O,X,X
IOJZLTS,X,X,X,X,X,X,X,O,X,X
IOJZLST,X,X,X,X,X,X,O,O,X,X
IOJZSTL,X,X,X,X,X,X,O,O,X,X
IOJZSLT,X,X,X,X,X,X,O,O,X,X
IOSTLJZ,O,O,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,O,X,X,X,X,X,X
IOSTJLZ,O,X,O,X,X,X,X,X,X,X
IOSTJZL,O,X,X,X,O,X,O,X,X,X
IOSTZLJ,O,X,X,O,O,X,X,O,X,X
IOSTZJL,O,X,X,O,O,X,O,O,X,X
IOSLTJZ,O,O,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,O,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,X,X,X,O,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,O,X,X
IOSLZJT,O,O,X,X,X,X,O,O,X,X
IOSJTLZ,X,X,O,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,O,X,O,X,X,X
IOSJLTZ,X,X,O,X,X,X,X,X,X,X
IOSJLZT,X,X,O,X,X,X,O,X,X,X
IOSJZTL,X,X,X,X,X,X,O,O,X,X
IOSJZLT,X,X,X,X,X,X,O,O,X,X
IOSZTLJ,O,O,X,X,X,X,X,O,X,X
IOSZTJL,O,O,X,X,X,X,O,O,X,X
IOSZLTJ,O,O,X,X,X,X,X,O,X,X
IOSZLJT,O,O,X,X,X,X,O,O,X,O
IOSZJTL,X,O,X,X,X,X,O,O,X,X
IOSZJLT,O,O,X,X,X,X,O,O,X,O
IOZTLJS,O,O,X,X,X,X,X,O,X,X
IOZTLSJ,O,O,X,X,X,X,X,O,X,X
IOZTJLS,O,O,X,X,X,X,X,O,X,X
IOZTJSL,O,O,X,X,X,X,O,O,X,X
IOZTSLJ,O,O,X,X,X,X,X,O,X,X
IOZTSJL,O,O,X,X,X,X,O,O,X,X
IOZLTJS,O,O,X,X,X,X,X,O,X,X
IOZLTSJ,O,O,X,X,X,X,X,O,X,X
IOZLJTS,X,O,X,X,X,X,X,O,X,O
IOZLJST,O,O,X,X,X,X,O,O,X,O
IOZLSTJ,O,O,X,X,X,X,X,O,X,X
IOZLSJT,O,O,X,X,X,X,O,O,X,O
IOZJTLS,X,O,X,X,X,X,X,O,X,X
IOZJTSL,X,O,X,X,X,X,O,O,X,X
IOZJLTS,X,O,X,X,X,X,X,O,X,O
IOZJLST,O,O,X,X,X,X,O,O,X,O
IOZJSTL,X,O,X,X,X,X,O,O,X,X
IOZJSLT,O,O,X,X,X,X,O,O,X,O
IOZSTLJ,O,O,X,X,X,X,X,O,X,X
IOZSTJL,O,O,X,X,X,X,O,O,X,X
IOZSLTJ,O,O,X,X,X,X,X,O,X,X
IOZSLJT,O,O,X,X,X,X,O,O,X,O
IOZSJTL,X,O,X,X,X,X,O,O,X,X
IOZSJLT,O,O,X,X,X,X,O,O,X,O
LTIJSZO,X,O,O,X,X,O,X,X,X,X
LTIJSOZ,O,O,O,X,X,O,X,X,X,X
LTIJZSO,X,O,O,X,X,O,X,X,X,X
LTIJZOS,X,O,O,X,X,O,X,X,X,X
LTIJOSZ,O,O,O,X,X,O,X,X,X,X
LTIJOZS,O,O,O,X,X,O,X,X,X,X
LTISJZO,X,O,O,X,X,O,X,X,X,X
LTISJOZ,O,O,O,X,X,O,X,X,X,X
LTISZJO,O,O,X,O,X,O,X,X,X,X
LTISZOJ,O,O,X,O,X,O,X,O,X,X
LTISOJZ,O,O,X,X,X,O,X,X,X,X
LTISOZJ,O,O,X,O,X,O,X,X,X,X
LTIZJSO,O,O,X,O,X,O,X,X,X,X
LTIZJOS,O,O,X,X,X,O,X,X,X,X
LTIZSJO,O,O,X,O,X,O,X,X,X,X
LTIZSOJ,O,O,X,O,X,O,X,O,X,X
LTIZOJS,O,O,X,O,X,O,X,O,X,X
LTIZOSJ,O,O,X,O,X,O,X,O,X,X
LTIOJSZ,O,O,X,X,X,O,X,X,X,X
LTIOJZS,O,O,X,X,X,O,X,X,X,X
LTIOSJZ,O,O,X,X,X,O,X,X,X,X
LTIOSZJ,O,O,X,O,X,O,X,X,X,X
LTIOZJS,O,O,X,O,X,O,X,X,X,X
LTIOZSJ,O,O,X,O,X,O,X,X,X,X
LTJISZO,X,O,O,X,X,O,X,X,X,X
LTJISOZ,O,O,O,X,X,O,X,X,X,X
LTJIZSO,X,O,O,X,X,O,X,X,X,X
LTJIZOS,X,O,O,X,X,O,X,X,X,X
LTJIOSZ,O,O,O,X,X,O,X,X,X,X
LTJIOZS,O,O,O,X,X,O,X,X,X,X
LTJSIZO,X,O,O,X,X,O,X,X,X,X
LTJSIOZ,O,O,O,X,X,O,X,X,X,X
LTJSZIO,X,O,O,O,X,X,X,X,X,X
LTJSZOI,X,O,O,O,X,X,X,X,X,X
LTJSOIZ,O,O,O,X,X,X,X,X,X,X
LTJSOZI,O,O,O,O,X,X,X,X,X,X
LTJZISO,X,O,O,O,X,X,X,X,X,X
LTJZIOS,X,O,O,X,X,X,X,X,X,X
LTJZSIO,X,O,O,O,X,X,X,X,X,X
LTJZSOI,X,O,O,O,X,X,X,X,X,X
LTJZOIS,X,O,O,O,X,X,X,X,X,X
LTJZOSI,X,O,O,O,X,X,X,X,X,X
LTJOISZ,O,O,O,X,X,X,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,X,X,X,X,X,X
LTJOSZI,O,O,O,O,X,X,X,X,X,X
LTJOZIS,O,O,O,O,X,X,X,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,X,X
LTSIJZO,X,O,O,X,X,O,X,X,X,X
LTSIJOZ,O,O,O,X,X,O,X,X,X,X
LTSIZJO,O,O,X,O,X,O,X,X,X,X
LTSIZOJ,O,O,X,O,X,O,X,O,X,X
LTSIOJZ,O,O,X,X,X,O,X,X,X,X
LTSIOZJ,O,O,X,O,X,O,X,X,X,X
LTSJIZO,X,O,O,X,X,O,X,X,X,X
LTSJIOZ,O,O,O,X,X,O,X,X,X,X
LTSJZIO,X,O,O,O,X,X,X,X,X,X
LTSJZOI,X,O,O,O,X,X,X,X,X,X
LTSJOIZ,O,O,O,X,X,X,X,X,X,X
LTSJOZI,O,O,O,O,X,X,X,X,X,X
LTSZIJO,O,O,X,O,X,O,X,X,X,X
LTSZIOJ,O,O,X,O,X,O,X,O,X,X
LTSZJIO,O,O,X,O,X,X,X,X,X,X
LTSZJOI,O,O,X,O,X,X,X,X,X,O
LTSZOIJ,O,O,X,O,X,X,X,O,X,X
LTSZOJI,O,O,X,O,X,X,X,X,X,O
LTSOIJZ,O,O,X,X,X,O,X,X,X,X
LTSOIZJ,O,O,X,O,X,O,X,X,X,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,O,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,X,X,X,X,X
LTSOZJI,O,O,X,O,O,X,X,X,X,X
LTZIJSO,O,O,X,O,X,O,X,X,X,X
LTZIJOS,O,O,X,X,X,O,X,X,X,X
LTZISJO,O,O,X,O,X,O,X,X,X,X
LTZISOJ,O,O,X,O,X,O,X,O,X,X
LTZIOJS,O,O,X,O,X,O,X,O,X,X
LTZIOSJ,O,O,X,O,X,O,X,O,X,X
LTZJISO,O,O,X,O,X,X,X,X,X,X
LTZJIOS,O,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,O,X,X,X,X,X,X
LTZJSOI,O,O,X,O,X,X,X,X,X,O
LTZJOIS,O,O,X,O,X,X,X,X,X,X
LTZJOSI,O,O,X,O,X,X,X,X,X,X
LTZSIJO,O,O,X,O,X,O,X,X,X,X
LTZSIOJ,O,O,X,O,X,O,X,O,X,X
LTZSJIO,O,O,X,O,X,X,X,X,X,X
LTZSJOI,O,O,X,O,X,X,X,X,X,O
LTZSOIJ,O,O,X,O,X,X,X,O,X,X
LTZSOJI,O,O,X,O,X,X,X,X,X,O
LTZOIJS,O,O,X,O,X,X,X,O,X,X
LTZOISJ,O,O,X,O,X,X,X,O,X,X
LTZOJIS,O,O,X,O,X,X,X,X,X,O
LTZOJSI,O,O,X,O,X,X,X,X,X,O
LTZOSIJ,O,O,X,O,X,X,X,O,X,X
LTZOSJI,O,O,X,O,X,X,X,X,X,O
LTOIJSZ,O,O,X,X,X,O,X,X,X,X
LTOIJZS,O,O,X,X,X,O,X,X,X,X
LTOISJZ,O,O,X,X,X,O,X,X,X,X
LTOISZJ,O,O,X,O,X,O,X,X,X,X
LTOIZJS,O,O,X,O,X,O,X,X,X,X
LTOIZSJ,O,O,X,O,X,O,X,X,X,X
LTOJISZ,O,O,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,O,O,X,X,X,X,X
LTOJZIS,O,O,X,O,O,X,X,X,X,X
LTOJZSI,O,O,X,O,O,X,X,X,X,X
LTOSIJZ,O,O,X,X,X,O,X,X,X,X
LTOSIZJ,O,O,X,O,X,O,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,O,O,X,X,X,X,X
LTOSZIJ,O,O,X,O,O,X,X,X,X,X
LTOSZJI,O,O,X,O,O,X,X,X,X,X
LTOZIJS,O,O,X,O,O,X,X,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,X,X
LTOZJIS,O,O,X,O,O,X,X,X,X,X
LTOZJSI,O,O,X,O,O,X,X,X,X,X
LTOZSIJ,O,O,X,O,O,X,X,X,X,X
LTOZSJI,O,O,X,O,O,X,X,X,X,X
LITJSZO,X,O,O,X,X,O,X,X,X,X
LITJSOZ,O,O,O,X,X,O,X,X,X,X
LITJZSO,X,O,O,X,X,O,X,X,X,X
LITJZOS,X,O,O,X,X,O,X,X,X,X
LITJOSZ,O,O,O,X,X,O,X,X,X,X
LITJOZS,O,O,O,X,X,O,X,X,X,X
LITSJZO,X,O,O,X,X,O,X,X,X,X
LITSJOZ,O,O,O,X,X,O,X,X,X,X
LITSZJO,O,O,X,O,X,O,X,X,X,X
LITSZOJ,O,O,X,O,X,O,X,O,X,X
LITSOJZ,O,O,X,X,X,O,X,X,X,X
LITSOZJ,O,O,X,O,X,O,X,X,X,X
LITZJSO,O,O,X,O,X,O,X,X,X,X
LITZJOS,O,O,X,X,X,O,X,X,X,X
LITZSJO,O,O,X,O,X,O,X,X,X,X
LITZSOJ,O,O,X,O,X,O,X,O,X,X
LITZOJS,O,O,X,O,X,O,X,O,X,X
LITZOSJ,O,O,X,O,X,O,X,O,X,X
LITOJSZ,O,O,X,X,X,O,X,X,X,X
LITOJZS,O,O,X,X,X,O,X,X,X,X
LITOSJZ,O,O,X,X,X,O,X,X,X,X
LITOSZJ,O,O,X,O,X,O,X,X,X,X
LITOZJS,O,O,X,O,X,O,X,X,X,X
LITOZSJ,O,O,X,O,X,O,X,X,X,X
LIJTSZO,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,O,O,O,X,X,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,O,O,O,X,X,X,X,X,X,X
LIJTOZS,O,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,X,X,X,X,X
LIJSZTO,O,O,O,X,X,X,X,X,X,X
LIJSZOT,O,O,O,X,X,X,X,O,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,X,X,O,X,X,X
LIJZTSO,O,O,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X
LIJZSTO,O,O,O,X,X,X,X,X,X,X
LIJZSOT,O,O,O,X,X,X,X,O,X,X
LIJZOTS,X,O,X,X,X,X,X,O,X,X
LIJZOST,O,O,O,X,X,X,X,O,X,X
LIJOTSZ,X,O,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,X,X
LIJOSZT,X,O,O,X,X,X,O,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,O,X,X,X
LISTJZO,X,O,O,X,X,O,X,X,X,X
LISTJOZ,O,O,O,X,X,O,X,X,X,X
LISTZJO,O,O,X,O,X,O,X,X,X,X
LISTZOJ,O,O,X,O,X,O,X,O,X,X
LISTOJZ,O,O,X,X,X,O,X,X,X,X
LISTOZJ,O,O,X,O,X,O,X,X,X,X
LISJTZO,X,X,O,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,O,X,X
LISJOTZ,X,O,O,X,X,X,X,X,X,X
LISJOZT,X,O,O,X,X,X,O,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,O,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,O,X,O
LISZOTJ,O,O,X,X,X,X,X,O,X,X
LISZOJT,O,O,X,X,X,X,X,O,X,O
LISOTJZ,O,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,X,X,O,X,X,X
LISOZTJ,O,O,X,X,X,X,X,O,X,X
LISOZJT,O,O,X,X,X,X,O,O,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,O,X,X
LIZTOJS,O,O,X,X,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,X,X,O,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,O,X,O
LIZJOTS,X,O,X,X,X,X,X,O,X,X
LIZJOST,O,O,X,X,X,X,X,O,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,O,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,O,X,O
LIZSOTJ,O,O,X,X,X,X,X,O,X,X
LIZSOJT,O,O,X,X,X,X,X,O,X,O
LIZOTJS,O,O,X,X,X,X,X,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,O,X,X
LIZOJTS,X,O,X,X,X,X,X,O,X,O
LIZOJST,O,O,X,X,X,X,X,O,X,O
LIZOSTJ,O,O,X,X,X,X,X,O,X,X
LIZOSJT,O,O,X,X,X,X,X,O,X,O
LIOTJSZ,O,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,O,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,O,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,O,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,O,X,X
LIOSZJT,O,O,X,X,X,X,O,O,X,X
LIOZTJS,O,O,X,X,X,X,X,O,X,X
LIOZTSJ,O,O,X,X,X,X,X,O,X,X
LIOZJTS,X,O,X,X,X,X,X,O,X,X
LIOZJST,O,O,X,X,X,X,O,O,X,X
LIOZSTJ,O,O,X,X,X,X,X,O,X,X
LIOZSJT,O,O,X,X,X,X,O,O,X,X
LJTISZO,X,O,O,X,X,O,X,X,X,X
LJTISOZ,O,O,O,X,X,O,X,X,X,X
LJTIZSO,X,O,O,X,X,O,X,X,X,X
LJTIZOS,X,O,O,X,X,O,X,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,X,X
LJTSIZO,X,O,O,X,X,O,X,X,X,X
LJTSIOZ,O,O,O,X,X,O,X,X,X,X
LJTSZIO,X,O,O,O,X,X,X,X,X,X
LJTSZOI,X,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,X,X,O,X
LJTZISO,X,O,O,O,X,X,X,X,X,X
LJTZIOS,X,O,O,X,X,X,X,X,X,X
LJTZSIO,X,O,O,O,X,X,X,X,X,X
LJTZSOI,X,O,O,O,X,X,X,X,X,X
LJTZOIS,X,O,O,O,X,X,X,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,X,X,X
LJTOIZS,O,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,O,X
LJTOZIS,O,O,O,O,X,X,X,X,O,X
LJTOZSI,O,O,O,O,X,X,X,X,O,X
LJITSZO,X,X,O,X,X,X,X,X,X,X
LJITSOZ,O,O,O,X,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,O,O,X,X,X,X,X,X,X
LJITOZS,O,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,X,X
LJISZOT,O,O,O,X,X,X,X,O,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,X,X,O,X,O,X
LJIZTSO,O,O,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X,X,X
LJIZSOT,O,O,O,X,X,X,X,O,X,X
LJIZOTS,X,O,X,X,X,X,X,O,X,X
LJIZOST,O,O,O,X,X,X,X,O,X,X
LJIOTSZ,X,O,O,X,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,O,X,O,X
LJIOZTS,X,X,X,X,X,X,X,X,O,X
LJIOZST,X,O,O,X,X,X,O,X,O,X
LJSTIZO,X,O,O,X,X,O,X,X,X,X
LJSTIOZ,O,O,O,X,X,O,X,X,X,X
LJSTZIO,X,O,O,O,X,X,X,X,X,X
LJSTZOI,X,O,O,O,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,X,X,O,X
LJSITZO,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,O,X,X
LJSIOTZ,X,O,O,X,X,X,X,X,X,X
LJSIOZT,X,O,O,X,X,X,O,X,O,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,O
LJSZITO,O,O,O,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,O,X,O
LJSZOTI,X,O,O,X,X,X,X,X,O,O
LJSZOIT,O,O,O,X,X,X,X,O,O,O
LJSOTIZ,X,O,O,X,X,X,X,X,X,X
LJSOTZI,X,O,O,O,X,X,X,X,O,X
LJSOITZ,X,O,O,X,X,X,X,X,X,X
LJSOIZT,X,O,O,X,X,X,O,X,O,X
LJSOZTI,X,O,O,X,X,X,X,X,O,X
LJSOZIT,X,O,O,X,X,X,X,X,O,X
LJZTISO,O,O,O,X,X,X,X,X,X,X
LJZTIOS,O,O,O,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X,X,X,X
LJZTSOI,O,O,O,X,X,X,X,X,X,O
LJZTOIS,O,O,O,X,X,X,X,X,X,X
LJZTOSI,O,O,O,X,X,X,X,X,X,X
LJZITSO,O,O,O,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,X,X,O,X,O
LJZIOTS,X,O,X,X,X,X,X,O,X,X
LJZIOST,O,O,O,X,X,X,X,O,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,O
LJZSITO,O,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X,O,X,O
LJZSOTI,X,O,O,X,X,X,X,X,O,O
LJZSOIT,O,O,O,X,X,X,X,O,O,O
LJZOTIS,X,O,O,X,X,X,X,X,O,O
LJZOTSI,X,O,O,X,X,X,X,X,O,O
LJZOITS,X,O,X,X,X,X,X,O,O,O
LJZOIST,O,O,O,X,X,X,X,O,O,O
LJZOSTI,X,O,O,X,X,X,X,X,O,O
LJZOSIT,O,O,O,X,X,X,X,O,O,O
LJOTISZ,X,O,O,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X,X
LJOTSZI,X,O,O,O,X,X,X,X,O,X
LJOTZIS,X,O,O,O,X,X,X,X,O,X
LJOTZSI,X,O,O,O,X,X,X,X,O,X
LJOITSZ,X,O,O,X,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X
LJOISZT,X,O,O,X,X,X,O,X,O,X
LJOIZTS,X,X,X,X,X,X,X,X,O,X
LJOIZST,X,O,O,X,X,X,O,X,O,X
LJOSTIZ,X,O,O,X,X,X,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,X,O,X
LJOSITZ,X,O,O,X,X,X,X,X,X,X
LJOSIZT,X,O,O,X,X,X,O,X,O,X
LJOSZTI,X,O,O,X,X,X,X,X,O,X
LJOSZIT,X,O,O,X,X,X,X,X,O,X
LJOZTIS,X,O,O,X,X,X,X,X,O,X
LJOZTSI,X,O,O,X,X,X,X,X,O,X
LJOZITS,X,O,X,X,X,X,X,X,O,X
LJOZIST,X,O,O,X,X,X,X,X,O,X
LJOZSTI,X,O,O,X,X,X,X,X,O,X
LJOZSIT,X,O,O,X,X,X,X,X,O,X
LSTIJZO,X,O,O,X,X,O,X,X,X,X
LSTIJOZ,O,O,O,X,X,O,X,X,X,X
LSTIZJO,O,O,X,O,X,O,X,X,X,X
LSTIZOJ,O,O,X,O,X,O,X,O,X,X
LSTIOJZ,O,O,X,X,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,X,O,X,X,X,X
LSTJIZO,X,O,O,X,X,O,X,X,X,X
LSTJIOZ,O,O,O,X,X,O,X,X,X,X
LSTJZIO,X,O,O,O,X,X,X,X,X,X
LSTJZOI,X,O,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X,X,X
LSTJOZI,O,O,O,O,X,X,X,X,X,X
LSTZIJO,O,O,X,O,X,O,X,X,X,X
LSTZIOJ,O,O,X,O,X,O,X,O,X,X
LSTZJIO,O,O,X,O,X,X,X,X,X,X
LSTZJOI,O,O,X,O,X,X,X,X,X,O
LSTZOIJ,O,O,X,O,X,X,X,O,X,X
LSTZOJI,O,O,X,O,X,X,X,X,X,O
LSTOIJZ,O,O,X,X,X,O,X,X,X,X
