sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
JOTZLSI,X,X,X,O,O,X,X,X,X,X
JOTZSIL,X,X,X,O,O,X,X,X,X,X
JOTZSLI,X,X,X,O,O,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,X,X
JOITLZS,X,X,O,X,X,X,X,X,X,X
JOITSLZ,X,X,O,X,X,X,X,X,X,X
JOITSZL,X,X,X,X,O,X,O,X,X,X
JOITZLS,X,X,X,X,O,X,X,X,X,X
JOITZSL,X,X,X,X,O,X,O,X,X,X
JOILTSZ,X,X,O,X,X,X,X,X,X,X
JOILTZS,X,X,O,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,X,X
JOILSZT,X,X,O,X,X,X,O,X,O,X
JOILZTS,X,X,X,X,X,X,X,X,O,X
JOILZST,X,X,O,X,X,X,O,X,O,X
JOISTLZ,X,X,O,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,O,X,O,X,X,X
JOISLTZ,X,X,O,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,O,X,O,X
JOISZTL,X,X,X,X,X,X,O,O,X,X
JOISZLT,X,X,X,X,X,X,O,O,X,X
JOIZTLS,X,X,X,X,X,X,X,O,X,X
JOIZTSL,X,X,X,X,X,X,O,O,X,X
JOIZLTS,X,X,X,X,X,X,X,O,X,X
JOIZLST,X,X,X,X,X,X,O,O,X,X
JOIZSTL,X,X,X,X,X,X,O,O,X,X
JOIZSLT,X,X,X,X,X,X,O,O,X,X
JOLTISZ,X,X,O,X,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,X,X,X
JOLTSZI,X,X,O,O,O,X,X,X,O,X
JOLTZIS,X,X,O,O,O,X,X,X,O,X
JOLTZSI,X,X,O,O,O,X,X,X,O,X
JOLITSZ,X,X,O,X,X,X,X,X,X,X
JOLITZS,X,X,O,X,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,X,X
JOLISZT,X,X,O,X,X,X,O,X,O,X
JOLIZTS,X,X,X,X,X,X,X,X,O,X
JOLIZST,X,X,O,X,X,X,O,X,O,X
JOLSTIZ,X,X,O,X,X,X,X,X,X,X
JOLSTZI,X,X,O,O,O,X,X,X,O,X
JOLSITZ,X,X,O,X,X,X,X,X,X,X
JOLSIZT,X,X,O,X,X,X,O,X,O,X
JOLSZTI,X,X,O,X,X,X,X,X,O,X
JOLSZIT,X,X,O,X,X,X,X,X,O,X
JOLZTIS,X,X,O,X,X,X,X,X,O,X
JOLZTSI,X,X,O,X,X,X,X,X,O,X
JOLZITS,X,X,X,X,X,X,X,X,O,X
JOLZIST,X,X,O,X,X,X,X,X,O,X
JOLZSTI,X,X,O,X,X,X,X,X,O,X
JOLZSIT,X,X,O,X,X,X,X,X,O,X
JOSTILZ,X,X,O,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,O,X,O,X,X,X
JOSTLIZ,X,X,O,X,X,X,X,X,X,X
JOSTLZI,X,X,O,O,O,X,X,X,O,X
JOSTZIL,X,X,X,O,O,X,X,X,X,X
JOSTZLI,X,X,X,O,O,X,X,X,X,X
JOSITLZ,X,X,O,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,O,X,O,X,X,X
JOSILTZ,X,X,O,X,X,X,X,X,X,X
JOSILZT,X,X,O,X,X,X,O,X,O,X
JOSIZTL,X,X,X,X,X,X,O,O,X,X
JOSIZLT,X,X,X,X,X,X,O,O,X,X
JOSLTIZ,X,X,O,X,X,X,X,X,X,X
JOSLTZI,X,X,O,O,O,X,X,X,O,X
JOSLITZ,X,X,O,X,X,X,X,X,X,X
JOSLIZT,X,X,O,X,X,X,O,X,O,X
JOSLZTI,X,X,O,X,X,X,X,X,O,X
JOSLZIT,X,X,O,X,X,X,X,X,O,X
JOSZTIL,X,X,X,X,O,X,X,X,X,X
JOSZTLI,X,X,X,X,O,X,X,X,X,O
JOSZITL,X,X,X,X,X,X,O,O,X,X
JOSZILT,X,X,X,X,X,X,O,O,X,O
JOSZLTI,X,X,X,X,X,X,X,X,O,O
JOSZLIT,X,X,X,X,X,X,X,O,O,O
JOZTILS,X,X,X,X,O,X,X,X,X,X
JOZTISL,X,X,X,X,O,X,X,X,X,X
JOZTLIS,X,X,X,X,O,X,X,X,X,O
JOZTLSI,X,X,X,X,O,X,X,X,X,O
JOZTSIL,X,X,X,X,O,X,X,X,X,X
JOZTSLI,X,X,X,X,O,X,X,X,X,O
JOZITLS,X,X,X,X,X,X,X,O,X,X
JOZITSL,X,X,X,X,X,X,O,O,X,X
JOZILTS,X,X,X,X,X,X,X,O,X,O
JOZILST,X,X,X,X,X,X,O,O,X,O
JOZISTL,X,X,X,X,X,X,O,O,X,X
JOZISLT,X,X,X,X,X,X,O,O,X,O
JOZLTIS,X,X,X,X,X,X,X,X,O,O
JOZLTSI,X,X,X,X,X,X,X,X,O,O
JOZLITS,X,X,X,X,X,X,X,O,O,O
JOZLIST,X,X,X,X,X,X,X,O,O,O
JOZLSTI,X,X,X,X,X,X,X,X,O,O
JOZLSIT,X,X,X,X,X,X,X,O,O,O
JOZSTIL,X,X,X,X,O,X,X,X,X,X
JOZSTLI,X,X,X,X,O,X,X,X,X,O
JOZSITL,X,X,X,X,X,X,O,O,X,X
JOZSILT,X,X,X,X,X,X,O,O,X,O
JOZSLTI,X,X,X,X,X,X,X,X,O,O
JOZSLIT,X,X,X,X,X,X,X,O,O,O
STILJZO,X,O,O,X,X,O,X,X,X,X
STILJOZ,O,O,O,X,X,O,X,X,X,X
STILZJO,O,O,X,O,X,O,X,X,X,X
STILZOJ,O,O,X,O,X,O,X,O,X,X
STILOJZ,O,O,X,X,X,O,X,X,X,X
STILOZJ,O,O,X,O,X,O,X,X,X,X
STIJLZO,X,O,O,X,X,O,X,X,X,X
STIJLOZ,O,O,O,X,X,O,X,X,X,X
STIJZLO,X,X,O,X,X,O,X,X,X,X
STIJZOL,X,X,X,X,X,O,X,X,X,X
STIJOLZ,O,X,O,X,X,O,X,X,X,X
STIJOZL,O,X,X,X,X,O,O,X,X,X
STIZLJO,O,O,X,O,X,O,X,X,X,X
STIZLOJ,O,O,X,O,X,O,X,O,X,X
STIZJLO,O,O,O,O,X,O,X,X,X,X
STIZJOL,O,O,X,X,X,O,X,X,X,X
STIZOLJ,O,O,X,O,X,O,X,O,X,X
STIZOJL,O,O,X,O,X,O,X,O,X,X
STIOLJZ,O,O,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,O,X,O,X,X,X,X
STIOJLZ,O,X,O,X,X,O,X,X,X,X
STIOJZL,O,X,X,X,O,O,O,X,X,X
STIOZLJ,O,X,X,O,O,O,X,O,X,X
STIOZJL,O,X,X,O,O,O,O,O,X,X
STLIJZO,X,O,O,X,X,O,X,X,X,X
STLIJOZ,O,O,O,X,X,O,X,X,X,X
STLIZJO,O,O,X,O,X,O,X,X,X,X
STLIZOJ,O,O,X,O,X,O,X,O,X,X
STLIOJZ,O,O,X,X,X,O,X,X,X,X
STLIOZJ,O,O,X,O,X,O,X,X,X,X
STLJIZO,X,O,O,X,X,O,X,X,X,X
STLJIOZ,O,O,O,X,X,O,X,X,X,X
STLJZIO,X,O,O,O,X,X,X,X,X,X
STLJZOI,X,O,O,O,X,X,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X,X,X
STLZIJO,O,O,X,O,X,O,X,X,X,X
STLZIOJ,O,O,X,O,X,O,X,O,X,X
STLZJIO,O,O,X,O,X,X,X,X,X,X
STLZJOI,O,O,X,O,X,X,X,X,X,O
STLZOIJ,O,O,X,O,X,X,X,O,X,X
STLZOJI,O,O,X,O,X,X,X,X,X,O
STLOIJZ,O,O,X,X,X,O,X,X,X,X
STLOIZJ,O,O,X,O,X,O,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,X,X,X,X
STJILZO,X,O,O,X,X,O,X,X,X,X
STJILOZ,O,O,O,X,X,O,X,X,X,X
STJIZLO,X,X,O,X,X,O,X,X,X,X
STJIZOL,X,X,X,X,X,O,X,X,X,X
STJIOLZ,O,X,O,X,X,O,X,X,X,X
STJIOZL,O,X,X,X,X,O,O,X,X,X
STJLIZO,X,O,O,X,X,O,X,X,X,X
STJLIOZ,O,O,O,X,X,O,X,X,X,X
STJLZIO,X,O,O,O,X,X,X,X,X,X
STJLZOI,X,O,O,O,X,X,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,X,O,X
STJZILO,X,X,O,O,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,X,O,O,X,X,X,X,X,X
STJZLOI,X,X,O,O,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,X,X,X
STJZOLI,X,X,X,O,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,X,O,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,X,O,O,O,X,X,X,O,X
STJOZIL,O,X,X,O,O,X,X,X,X,X
STJOZLI,O,X,X,O,O,X,X,X,X,X
STZILJO,O,O,X,O,X,O,X,X,X,X
STZILOJ,O,O,X,O,X,O,X,O,X,X
STZIJLO,O,O,O,O,X,O,X,X,X,X
STZIJOL,O,O,X,X,X,O,X,X,X,X
STZIOLJ,O,O,X,O,X,O,X,O,X,X
STZIOJL,O,O,X,O,X,O,X,O,X,X
STZLIJO,O,O,X,O,X,O,X,X,X,X
STZLIOJ,O,O,X,O,X,O,X,O,X,X
STZLJIO,O,O,X,O,X,X,X,X,X,X
STZLJOI,O,O,X,O,X,X,X,X,X,O
STZLOIJ,O,O,X,O,X,X,X,O,X,X
STZLOJI,O,O,X,O,X,X,X,X,X,O
STZJILO,O,O,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X,O
STZJOIL,O,O,X,O,X,X,X,X,X,X
STZJOLI,O,O,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,O,X,X,O,X,X
STZOIJL,O,O,X,O,O,X,X,O,X,X
STZOLIJ,O,O,X,O,O,X,X,O,X,X
STZOLJI,O,O,X,O,O,X,X,X,X,O
STZOJIL,O,O,X,O,O,X,X,X,X,X
STZOJLI,O,O,X,O,O,X,X,X,X,O
STOILJZ,O,O,X,X,X,O,X,X,X,X
STOILZJ,O,O,X,O,X,O,X,X,X,X
STOIJLZ,O,X,O,X,X,O,X,X,X,X
STOIJZL,O,X,X,X,O,O,O,X,X,X
STOIZLJ,O,X,X,O,O,O,X,O,X,X
STOIZJL,O,X,X,O,O,O,O,O,X,X
STOLIJZ,O,O,X,X,X,O,X,X,X,X
STOLIZJ,O,O,X,O,X,O,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X,X,X
STOJIZL,O,X,X,X,O,X,O,X,X,X
STOJLIZ,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,X,O,O,O,X,X,X,X,X
STOJZIL,O,X,X,O,O,X,X,X,X,X
STOJZLI,O,X,X,O,O,X,X,X,X,X
STOZILJ,O,X,X,O,O,X,X,O,X,X
STOZIJL,O,X,X,O,O,X,X,O,X,X
STOZLIJ,O,X,X,O,O,X,X,O,X,X
STOZLJI,O,X,X,O,O,X,X,X,X,O
STOZJIL,O,X,X,O,O,X,X,X,X,X
STOZJLI,O,X,X,O,O,X,X,X,X,O
SITLJZO,X,O,O,X,X,O,X,X,X,X
SITLJOZ,O,O,O,X,X,O,X,X,X,X
SITLZJO,O,O,X,O,X,O,X,X,X,X
SITLZOJ,O,O,X,O,X,O,X,O,X,X
SITLOJZ,O,O,X,X,X,O,X,X,X,X
SITLOZJ,O,O,X,O,X,O,X,X,X,X
SITJLZO,X,O,O,X,X,O,X,X,X,X
SITJLOZ,O,O,O,X,X,O,X,X,X,X
SITJZLO,X,X,O,X,X,O,X,X,X,X
SITJZOL,X,X,X,X,X,O,X,X,X,X
SITJOLZ,O,X,O,X,X,O,X,X,X,X
SITJOZL,O,X,X,X,X,O,O,X,X,X
SITZLJO,O,O,X,O,X,O,X,X,X,X
SITZLOJ,O,O,X,O,X,O,X,O,X,X
SITZJLO,O,O,O,O,X,O,X,X,X,X
SITZJOL,O,O,X,X,X,O,X,X,X,X
SITZOLJ,O,O,X,O,X,O,X,O,X,X
SITZOJL,O,O,X,O,X,O,X,O,X,X
SITOLJZ,O,O,X,X,X,O,X,X,X,X
SITOLZJ,O,O,X,O,X,O,X,X,X,X
SITOJLZ,O,X,O,X,X,O,X,X,X,X
SITOJZL,O,X,X,X,O,O,O,X,X,X
SITOZLJ,O,X,X,O,O,O,X,O,X,X
SITOZJL,O,X,X,O,O,O,O,O,X,X
SILTJZO,X,O,O,X,X,O,X,X,X,X
SILTJOZ,O,O,O,X,X,O,X,X,X,X
SILTZJO,O,O,X,O,X,O,X,X,X,X
SILTZOJ,O,O,X,O,X,O,X,O,X,X
SILTOJZ,O,O,X,X,X,O,X,X,X,X
SILTOZJ,O,O,X,O,X,O,X,X,X,X
SILJTZO,X,X,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,O,X,X
SILJOTZ,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,O,O,X,X,X,O,X,X,X
SILZTJO,O,O,X,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,O,X,O
SILZOTJ,O,O,X,X,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,X,X,O,X,O
SILOTJZ,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,O,X,X,X
SILOZTJ,O,O,X,X,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,X,O,O,X,X
SIJTLZO,X,O,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,O,X,X,X
SIJLTZO,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,O,X,X,X,X,X,X,X
SIJLOZT,X,O,O,X,X,X,O,X,O,X
SIJZTLO,O,O,O,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,O,X,X
SIJZOTL,X,O,X,X,X,X,O,O,X,X
SIJZOLT,O,O,X,X,X,X,O,O,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,O,X,O,X
SIJOZTL,X,X,X,X,X,X,O,O,X,X
SIJOZLT,X,X,X,X,X,X,O,O,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,O,X,X
SIZTJLO,O,O,O,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,O,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,O,X,O
SIZLOTJ,O,O,X,X,X,X,X,O,X,X
SIZLOJT,O,O,X,X,X,X,X,O,X,O
SIZJTLO,O,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X,O,X,O
SIZJOTL,X,O,X,X,X,X,O,O,X,X
SIZJOLT,O,O,X,X,X,X,O,O,X,X
SIZOTLJ,O,O,X,X,X,X,X,O,X,X
SIZOTJL,O,O,X,X,X,X,O,O,X,X
SIZOLTJ,O,O,X,X,X,X,X,O,X,X
SIZOLJT,O,O,X,X,X,X,O,O,X,O
SIZOJTL,X,O,X,X,X,X,O,O,X,X
SIZOJLT,O,O,X,X,X,X,O,O,X,O
SIOTLJZ,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,O,X,O,X,X,X
SIOTZLJ,O,X,X,O,O,X,X,O,X,X
SIOTZJL,O,X,X,O,O,X,O,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,O,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,O,O,X,X
SIOJTLZ,X,X,O,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,O,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,O,O,X,X
SIOJZLT,X,X,X,X,X,X,O,O,X,X
SIOZTLJ,O,O,X,X,X,X,X,O,X,X
SIOZTJL,O,O,X,X,X,X,O,O,X,X
SIOZLTJ,O,O,X,X,X,X,X,O,X,X
SIOZLJT,O,O,X,X,X,X,O,O,X,O
SIOZJTL,X,O,X,X,X,X,O,O,X,X
SIOZJLT,O,O,X,X,X,X,O,O,X,O
SLTIJZO,X,O,O,X,X,O,X,X,X,X
SLTIJOZ,O,O,O,X,X,O,X,X,X,X
SLTIZJO,O,O,X,O,X,O,X,X,X,X
SLTIZOJ,O,O,X,O,X,O,X,O,X,X
SLTIOJZ,O,O,X,X,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,X,O,X,X,X,X
SLTJIZO,X,O,O,X,X,O,X,X,X,X
SLTJIOZ,O,O,O,X,X,O,X,X,X,X
SLTJZIO,X,O,O,O,X,X,X,X,X,X
SLTJZOI,X,O,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,O,X,X,X,X,X,X
SLTZIJO,O,O,X,O,X,O,X,X,X,X
SLTZIOJ,O,O,X,O,X,O,X,O,X,X
SLTZJIO,O,O,X,O,X,X,X,X,X,X
SLTZJOI,O,O,X,O,X,X,X,X,X,O
SLTZOIJ,O,O,X,O,X,X,X,O,X,X
SLTZOJI,O,O,X,O,X,X,X,X,X,O
SLTOIJZ,O,O,X,X,X,O,X,X,X,X
SLTOIZJ,O,O,X,O,X,O,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X,X,X
SLITJZO,X,O,O,X,X,O,X,X,X,X
SLITJOZ,O,O,O,X,X,O,X,X,X,X
SLITZJO,O,O,X,O,X,O,X,X,X,X
SLITZOJ,O,O,X,O,X,O,X,O,X,X
SLITOJZ,O,O,X,X,X,O,X,X,X,X
SLITOZJ,O,O,X,O,X,O,X,X,X,X
SLIJTZO,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,X,X,X,X,X
SLIJOZT,X,O,O,X,X,X,O,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X,O,X,O
SLIZOTJ,O,O,X,X,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,X,O,X,O
SLIOTJZ,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,O,O,X,X
SLJTIZO,X,O,O,X,X,O,X,X,X,X
SLJTIOZ,O,O,O,X,X,O,X,X,X,X
SLJTZIO,X,O,O,O,X,X,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,O,X,X,X,X,O,X
SLJITZO,X,X,O,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,O,X,X
SLJIOTZ,X,O,O,X,X,X,X,X,X,X
SLJIOZT,X,O,O,X,X,X,O,X,O,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,O
SLJZITO,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,O,X,O
SLJZOTI,X,O,O,X,X,X,X,X,O,O
SLJZOIT,O,O,O,X,X,X,X,O,O,O
SLJOTIZ,X,O,O,X,X,X,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X,O,X
SLJOITZ,X,O,O,X,X,X,X,X,X,X
SLJOIZT,X,O,O,X,X,X,O,X,O,X
SLJOZTI,X,O,O,X,X,X,X,X,O,X
SLJOZIT,X,O,O,X,X,X,X,X,O,X
SLZTIJO,O,O,X,O,X,O,X,X,X,X
SLZTIOJ,O,O,X,O,X,O,X,O,X,X
SLZTJIO,O,O,X,O,X,X,X,X,X,X
SLZTJOI,O,O,X,O,X,X,X,X,X,O
SLZTOIJ,O,O,X,O,X,X,X,O,X,X
SLZTOJI,O,O,X,O,X,X,X,X,X,O
SLZITJO,O,O,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,O,X,O
SLZIOTJ,O,O,X,X,X,X,X,O,X,X
SLZIOJT,O,O,X,X,X,X,X,O,X,O
SLZJTIO,O,O,X,X,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,X,X,X,X,O
SLZJITO,O,O,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,O,X,O
SLZJOTI,X,O,X,X,X,X,X,X,X,O
SLZJOIT,O,O,X,X,X,X,X,O,X,O
SLZOTIJ,O,O,X,O,X,X,X,O,X,X
SLZOTJI,O,O,X,O,X,X,X,X,X,O
SLZOITJ,O,O,X,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,X,O,X,O
SLZOJTI,X,O,X,X,X,X,X,X,X,O
SLZOJIT,O,O,X,X,X,X,X,O,X,O
SLOTIJZ,O,O,X,X,X,O,X,X,X,X
SLOTIZJ,O,O,X,O,X,O,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X,X,X
SLOTZJI,O,O,X,O,O,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,X,X
SLOIJZT,X,O,X,X,X,X,O,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,O,O,X,X
SLOJTIZ,X,O,X,X,X,X,X,X,X,X
SLOJTZI,X,O,X,O,O,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,X,X,X,X
SLOJIZT,X,O,X,X,X,X,O,X,X,X
SLOJZTI,X,O,X,X,X,X,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,O,X,X
SLOZTJI,O,O,X,O,X,X,X,X,X,O
SLOZITJ,O,O,X,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,X,O,X,O
SLOZJTI,X,O,X,X,X,X,X,X,X,O
SLOZJIT,O,O,X,X,X,X,X,O,X,O
SJTILZO,X,O,O,X,X,O,X,X,X,X
SJTILOZ,O,O,O,X,X,O,X,X,X,X
SJTIZLO,X,X,O,X,X,O,X,X,X,X
SJTIZOL,X,X,X,X,X,O,X,X,X,X
SJTIOLZ,O,X,O,X,X,O,X,X,X,X
SJTIOZL,O,X,X,X,X,O,O,X,X,X
SJTLIZO,X,O,O,X,X,O,X,X,X,X
SJTLIOZ,O,O,O,X,X,O,X,X,X,X
SJTLZIO,X,O,O,O,X,X,X,X,X,X
SJTLZOI,X,O,O,O,X,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,X,X,X
SJTLOZI,O,O,O,O,X,X,X,X,O,X
SJTZILO,X,X,O,O,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,X,O,O,X,X,X,X,X,X
SJTZLOI,X,X,O,O,X,X,X,X,X,X
SJTZOIL,X,X,X,O,X,X,X,X,X,X
SJTZOLI,X,X,X,O,X,X,X,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X
SJTOIZL,O,X,X,X,O,X,O,X,X,X
SJTOLIZ,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,X,O,O,O,X,X,X,O,X
SJTOZIL,O,X,X,O,O,X,X,X,X,X
