sequence,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBupBF?mB0qBiqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBFmBC?qBUqBmqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex7IvhFXeBlfBUhBO?qB6pBzqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex6IvhFXeB0fBFmBC?qBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBu?pBiqB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Je07IvhFXeBlfBxlB6?pBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFCcBXeB8kBV?mB2qBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBq?pB2qB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhF1gBXeB5kBT?hB0lB2vB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhFcgBXeB5kBF?mBTqBOrB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFegBXeBUhBS?qBFmBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhF2gBXeBqpBx?lBFmB0qB
STIJOLZ,O,X,X,X,O,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,O,O,O,X,X,X,X,X
STIZLJO,X,X,X,O,X,O,O,X,X,X,O,X
STIZLOJ,X,O,X,O,X,O,O,O,X,X,O,X
STIZJLO,O,X,O,X,X,O,O,X,X,X,X,X
STIZJOL,O,X,O,X,O,O,O,X,X,X,X,X
STIZOLJ,X,X,X,X,X,O,O,X,X,X,X,X
STIZOJL,O,X,O,X,O,O,O,X,X,X,X,X
STIOLJZ,O,O,X,X,O,X,X,O,X,X,O,X
STIOLZJ,X,O,X,X,X,O,O,O,X,O,O,X
STIOJLZ,O,X,X,X,O,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,O,O,O,X,X,O,X,X
STIOZLJ,X,X,X,X,X,O,O,X,X,O,X,X
STIOZJL,O,X,O,X,O,O,O,X,X,O,X,X
STLIJZO,X,X,X,X,O,X,O,O,O,X,X,X
STLIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
STLIZJO,X,O,X,O,X,O,O,X,X,X,X,O
STLIZOJ,X,O,X,O,X,O,O,O,X,X,X,O
STLIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
STLIOZJ,X,O,X,X,X,O,O,O,X,X,X,O
STLJIZO,X,X,X,X,O,X,O,O,O,X,X,X
STLJIOZ,O,O,X,X,O,X,X,O,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,O,O,X,X,X
STLJZOI,O,O,O,O,O,X,X,O,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,O,X,X,X,X
STLJOZI,O,O,X,X,O,X,X,O,X,X,X,X
STLZIJO,X,O,X,O,X,O,O,X,X,X,X,O
STLZIOJ,X,O,X,O,X,O,O,O,X,X,X,O
STLZJIO,O,O,O,O,O,X,X,O,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,O,X,X,X,X
STLZOIJ,X,O,X,O,X,X,X,O,X,X,X,O
STLZOJI,X,O,O,O,X,X,X,O,X,X,X,X
STLOIJZ,O,O,X,X,O,X,X,O,X,X,X,X
STLOIZJ,X,O,X,X,X,O,O,O,X,O,X,O
STLOJIZ,O,O,X,X,O,X,X,O,X,X,X,X
STLOJZI,O,O,X,X,O,X,X,O,X,X,X,X
STLOZIJ,X,O,X,O,X,O,X,O,X,O,X,O
STLOZJI,X,O,O,O,X,X,X,O,X,X,X,X
STJILZO,X,X,X,X,O,X,O,X,O,X,X,X
STJILOZ,O,O,X,X,O,X,X,O,X,X,X,X
STJIZLO,O,X,O,X,X,O,O,X,O,X,X,X
STJIZOL,O,X,O,X,O,O,O,X,O,X,X,X
STJIOLZ,O,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,O,O,X,X,X,X,X
STJLIZO,X,X,X,X,O,X,O,O,O,X,X,X
STJLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,O,O,X,X,X
STJLZOI,O,O,O,O,O,X,X,O,X,X,X,X
STJLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
STJLOZI,O,O,X,X,O,X,X,O,X,X,X,X
STJZILO,O,X,O,X,X,O,X,X,O,X,X,X
STJZIOL,O,X,O,X,O,O,X,X,O,X,X,X
STJZLIO,O,X,O,O,O,X,X,X,O,X,X,X
STJZLOI,O,X,O,O,O,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,O,X,X,X
STJZOLI,O,X,O,X,O,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,O,O,X,X,O,X,X
STJOLIZ,O,X,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,O,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,O,X,X,X,O,X,X
STJOZLI,O,X,O,X,O,X,X,X,X,X,X,X
STZILJO,X,X,X,O,X,O,O,X,X,X,O,X
STZILOJ,X,O,X,O,X,O,O,O,X,X,O,X
STZIJLO,O,X,O,X,X,O,O,X,X,X,X,X
STZIJOL,O,X,O,X,O,O,O,X,X,X,X,X
STZIOLJ,X,X,X,X,X,O,O,X,X,X,X,X
STZIOJL,O,X,O,X,O,O,O,X,X,X,X,X
STZLIJO,X,O,X,O,X,O,O,X,X,X,X,X
STZLIOJ,X,O,X,O,X,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,X,X,O,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,O,X,X,X,X
STZLOIJ,X,O,X,O,X,X,X,O,X,X,X,X
STZLOJI,X,O,O,O,X,X,X,O,X,X,X,X
STZJILO,O,X,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,X,O,X,O,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,O,X,X,X,X,X,X,X
STZJLOI,O,X,O,O,O,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,O,X,X,X,X,X,X,X
STZOILJ,X,X,X,X,X,O,O,X,X,O,X,X
STZOIJL,O,X,O,X,O,O,O,X,X,O,X,X
STZOLIJ,X,X,X,O,X,O,X,X,X,O,X,X
STZOLJI,X,X,O,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,O,X,O,O,X,X,X,O,X,X
STZOJLI,O,X,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,X,O,X,X,O,X
STOILZJ,X,O,X,X,X,O,O,O,X,O,O,X
STOIJLZ,O,X,X,X,O,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,O,O,O,X,X,O,X,X
STOIZLJ,X,X,X,X,X,O,O,X,X,O,X,X
STOIZJL,O,X,O,X,O,O,O,X,X,O,X,X
STOLIJZ,O,O,X,X,O,X,X,O,X,X,X,X
STOLIZJ,X,O,X,X,X,O,O,O,X,O,X,O
STOLJIZ,O,O,X,X,O,X,X,O,X,X,X,X
STOLJZI,O,O,X,X,O,X,X,O,X,X,X,X
STOLZIJ,X,O,X,O,X,O,X,O,X,O,X,O
STOLZJI,X,O,O,O,X,X,X,O,X,X,X,X
STOJILZ,O,X,X,X,O,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,O,O,O,X,X,O,X,X
STOJLIZ,O,X,X,X,O,X,X,X,X,X,X,X
STOJLZI,O,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,O,X,X,X,O,X,X
STOJZLI,O,X,O,X,O,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,O,O,X,X,O,X,X
STOZIJL,O,X,O,X,O,O,O,X,X,O,X,X
STOZLIJ,X,X,X,O,X,O,X,X,X,O,X,X
STOZLJI,X,X,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,O,X,O,O,X,X,X,O,X,X
STOZJLI,O,X,O,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,O,O,O,X,O,X
SITLJOZ,O,O,X,X,O,X,X,O,X,X,O,X
SITLZJO,X,O,X,O,X,O,O,X,X,X,O,O
SITLZOJ,X,O,X,O,X,O,O,O,X,X,O,O
SITLOJZ,O,O,X,X,O,X,X,O,X,X,O,X
SITLOZJ,X,O,X,X,X,O,O,O,X,X,O,O
SITJLZO,X,X,X,X,O,X,O,X,O,X,X,X
SITJLOZ,O,O,X,X,O,X,X,O,X,X,X,O
SITJZLO,O,X,O,X,X,O,O,X,O,X,X,X
SITJZOL,O,X,O,X,O,O,O,X,O,X,X,X
SITJOLZ,O,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,O,O,O,X,X,X,X,X
SITZLJO,X,X,X,O,X,O,O,X,X,X,O,X
SITZLOJ,X,O,X,O,X,O,O,O,X,X,O,X
SITZJLO,O,X,O,X,X,O,O,X,X,X,X,X
SITZJOL,O,X,O,X,O,O,O,X,X,X,X,X
SITZOLJ,X,X,X,X,X,O,O,X,X,X,X,X
SITZOJL,O,X,O,X,O,O,O,X,X,X,X,X
SITOLJZ,O,O,X,X,O,X,X,O,X,X,O,X
SITOLZJ,X,O,X,X,X,O,O,O,X,O,O,X
SITOJLZ,O,X,X,X,O,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,O,O,O,X,X,O,X,X
SITOZLJ,X,X,X,X,X,O,O,X,X,O,X,X
SITOZJL,O,X,O,X,O,O,O,X,X,O,X,X
SILTJZO,X,X,X,X,O,X,O,O,O,X,O,X
SILTJOZ,O,O,X,X,O,X,X,O,X,X,O,X
SILTZJO,X,O,X,O,X,O,O,X,X,X,O,O
SILTZOJ,X,O,X,O,X,O,O,O,X,X,O,O
SILTOJZ,O,O,X,X,O,X,X,O,X,X,O,X
SILTOZJ,X,O,X,X,X,O,O,O,X,X,O,O
SILJTZO,X,X,X,X,O,X,O,O,O,X,O,X
SILJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
SILJZTO,X,X,X,X,X,X,X,X,O,X,O,O
SILJZOT,X,X,X,X,O,X,X,O,O,X,O,O
SILJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
SILJOZT,O,X,X,X,O,X,X,O,O,X,O,O
SILZTJO,X,X,X,O,X,O,O,X,X,X,O,O
SILZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
SILZJTO,X,X,O,X,X,X,X,X,O,X,O,O
SILZJOT,O,X,X,X,O,X,X,O,O,X,O,O
SILZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
SILZOJT,X,X,X,X,X,X,X,O,X,X,O,O
SILOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
SILOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
SILOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
SILOJZT,O,X,X,X,O,X,X,O,O,X,O,O
SILOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
SILOZJT,X,X,X,X,X,X,X,O,X,X,O,O
SIJTLZO,X,X,X,X,O,X,O,X,O,X,X,X
SIJTLOZ,O,O,X,X,O,X,X,O,X,X,X,O
SIJTZLO,O,X,O,X,X,O,O,X,O,X,X,X
SIJTZOL,O,X,O,X,O,O,O,X,O,X,X,X
SIJTOLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,O,O,O,X,X,X,X,X
SIJLTZO,X,X,X,X,O,X,O,X,O,X,O,X
SIJLTOZ,X,O,X,X,O,X,X,O,X,X,O,O
SIJLZTO,X,X,X,X,X,X,X,X,O,X,O,O
SIJLZOT,X,X,X,X,O,X,X,O,O,X,O,O
SIJLOTZ,O,O,X,X,O,X,X,O,X,X,O,O
SIJLOZT,O,X,X,X,O,X,X,O,O,X,O,O
SIJZTLO,O,X,O,X,X,O,O,X,O,X,X,X
SIJZTOL,O,X,O,X,X,O,O,X,O,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X,O,X,O,X
SIJZLOT,O,X,X,X,X,X,X,X,O,X,O,O
SIJZOTL,O,X,O,X,O,X,O,X,O,X,X,X
SIJZOLT,O,X,X,X,O,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,O,X,O,X,X,O,X,X
SIJOLTZ,O,O,X,X,O,X,X,O,X,X,O,O
SIJOLZT,O,X,X,X,O,X,X,O,O,X,O,O
SIJOZTL,O,X,X,X,O,X,O,X,O,X,X,X
SIJOZLT,O,X,X,X,O,X,X,X,O,X,X,X
SIZTLJO,X,X,X,O,X,O,O,X,X,X,O,X
SIZTLOJ,X,O,X,O,X,O,O,O,X,X,O,X
SIZTJLO,O,X,O,X,X,O,O,X,X,X,X,X
SIZTJOL,O,X,O,X,O,O,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,O,O,X,X,X,X,X
SIZTOJL,O,X,O,X,O,O,O,X,X,X,X,X
SIZLTJO,X,X,X,O,X,O,O,X,X,X,O,O
SIZLTOJ,X,O,X,O,X,O,O,O,X,X,O,O
SIZLJTO,X,X,O,X,X,X,X,X,O,X,O,O
SIZLJOT,O,X,X,X,O,X,X,O,O,X,O,O
SIZLOTJ,X,O,X,X,X,X,O,O,X,X,O,O
SIZLOJT,X,X,X,X,X,X,X,O,X,X,O,O
SIZJTLO,O,X,O,X,X,O,O,X,O,X,X,X
SIZJTOL,O,X,O,X,X,O,O,X,O,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,O,X,O,X
SIZJLOT,O,X,X,X,X,X,X,X,O,X,O,O
SIZJOTL,O,X,O,X,O,X,O,X,O,X,X,X
SIZJOLT,O,X,X,X,O,X,X,X,O,X,X,X
SIZOTLJ,X,X,X,X,X,O,O,X,X,O,X,X
SIZOTJL,O,X,O,X,O,O,O,X,X,O,X,X
SIZOLTJ,X,O,X,X,X,X,O,O,X,X,O,X
SIZOLJT,X,X,O,X,X,X,X,O,X,X,O,X
SIZOJTL,O,X,O,X,O,X,O,X,X,X,X,X
SIZOJLT,O,X,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,O,X,X,O,X,X,O,X
SIOTLZJ,X,O,X,X,X,O,O,O,X,O,O,X
SIOTJLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,O,O,O,X,X,O,X,X
SIOTZLJ,X,X,X,X,X,O,O,X,X,O,X,X
SIOTZJL,O,X,O,X,O,O,O,X,X,O,X,X
SIOLTJZ,O,O,X,X,O,X,X,O,X,X,O,X
SIOLTZJ,X,O,X,X,X,O,O,O,X,O,O,O
SIOLJTZ,O,O,X,X,O,X,X,O,X,X,O,X
SIOLJZT,O,X,X,X,O,X,X,O,O,X,O,O
SIOLZTJ,X,O,X,X,X,O,O,O,X,X,O,O
SIOLZJT,X,X,O,X,X,X,X,O,X,X,O,O
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,O,O,O,X,X,O,X,X
SIOJLTZ,O,O,X,X,O,X,X,O,X,X,O,O
SIOJLZT,O,X,X,X,O,X,X,O,O,X,O,O
SIOJZTL,O,X,O,X,O,O,O,X,O,X,X,X
SIOJZLT,O,X,O,X,O,X,X,X,O,X,X,X
SIOZTLJ,X,X,X,X,X,O,O,X,X,O,X,X
SIOZTJL,O,X,O,X,O,O,O,X,X,O,X,X
SIOZLTJ,X,O,X,X,X,O,O,O,X,X,O,X
SIOZLJT,X,X,O,X,X,X,X,O,X,X,O,X
SIOZJTL,O,X,O,X,O,O,O,X,X,X,X,X
SIOZJLT,O,X,O,X,O,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,O,X,O,O,O,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTIZJO,X,O,X,O,X,O,O,X,X,X,X,O
SLTIZOJ,X,O,X,O,X,O,O,O,X,X,X,O
SLTIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTIOZJ,X,O,X,X,X,O,O,O,X,X,X,O
SLTJIZO,X,X,X,X,O,X,O,O,O,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,O,O,X,X,X
SLTJZOI,O,O,O,O,O,X,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTJOZI,O,O,X,X,O,X,X,O,X,X,X,X
SLTZIJO,X,O,X,O,X,O,O,X,X,X,X,O
SLTZIOJ,X,O,X,O,X,O,O,O,X,X,X,O
SLTZJIO,O,O,O,O,O,X,X,O,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,O,X,X,X,X
SLTZOIJ,X,O,X,O,X,X,X,O,X,X,X,O
SLTZOJI,X,O,O,O,X,X,X,O,X,X,X,X
SLTOIJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTOIZJ,X,O,X,X,X,O,O,O,X,O,X,O
SLTOJIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTOJZI,O,O,X,X,O,X,X,O,X,X,X,X
SLTOZIJ,X,O,X,O,X,O,X,O,X,O,X,O
SLTOZJI,X,O,O,O,X,X,X,O,X,X,X,X
SLITJZO,X,X,X,X,O,X,O,O,O,X,O,X
SLITJOZ,O,O,X,X,O,X,X,O,X,X,O,X
SLITZJO,X,O,X,O,X,O,O,X,X,X,O,O
SLITZOJ,X,O,X,O,X,O,O,O,X,X,O,O
SLITOJZ,O,O,X,X,O,X,X,O,X,X,O,X
SLITOZJ,X,O,X,X,X,O,O,O,X,X,O,O
SLIJTZO,X,X,X,X,O,X,O,O,O,X,O,X
SLIJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
SLIJZTO,X,X,X,X,X,X,X,X,O,X,O,O
SLIJZOT,X,X,X,X,O,X,X,O,O,X,O,O
SLIJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
SLIJOZT,O,X,X,X,O,X,X,O,O,X,O,O
SLIZTJO,X,X,X,O,X,O,O,X,X,X,O,O
SLIZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
SLIZJTO,X,X,O,X,X,X,X,X,O,X,O,O
SLIZJOT,O,X,X,X,O,X,X,O,O,X,O,O
SLIZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
SLIZOJT,X,X,X,X,X,X,X,O,X,X,O,O
SLIOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
SLIOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
SLIOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
SLIOJZT,O,X,X,X,O,X,X,O,O,X,O,O
SLIOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
SLIOZJT,X,X,X,X,X,X,X,O,X,X,O,O
SLJTIZO,X,X,X,X,O,X,O,O,O,X,X,X
SLJTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJTZIO,O,O,O,O,O,X,X,O,O,X,X,X
SLJTZOI,O,O,O,O,O,X,X,O,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJTOZI,O,O,X,X,O,X,X,O,X,X,X,X
SLJITZO,X,X,X,X,O,X,O,O,O,X,X,X
SLJITOZ,X,O,X,X,O,X,X,O,X,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,O,X,X,O
SLJIZOT,X,X,X,X,O,X,X,O,O,X,X,O
SLJIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJIOZT,O,X,X,X,O,X,X,O,O,X,X,O
SLJZTIO,O,X,O,O,O,X,X,O,O,X,X,X
SLJZTOI,O,X,O,O,O,X,X,O,X,X,X,X
SLJZITO,X,X,O,X,X,X,X,X,O,X,X,O
SLJZIOT,O,X,X,X,O,X,X,O,O,X,X,O
SLJZOTI,O,X,X,X,O,X,X,O,X,X,X,X
SLJZOIT,O,X,X,X,O,X,X,O,O,X,X,O
SLJOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJOTZI,O,O,X,X,O,X,X,O,X,X,X,X
SLJOITZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJOIZT,O,X,X,X,O,X,X,O,O,X,X,O
SLJOZTI,O,X,X,X,O,X,X,O,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,O,O,X,X,O
SLZTIJO,X,O,X,O,X,X,O,X,X,X,X,O
SLZTIOJ,X,O,X,O,X,X,O,O,X,X,X,O
SLZTJIO,O,O,O,O,O,X,X,O,X,X,X,X
SLZTJOI,O,O,O,O,O,X,X,O,X,X,X,X
SLZTOIJ,X,O,X,O,X,X,X,O,X,X,X,O
SLZTOJI,X,O,O,O,X,X,X,O,X,X,X,X
SLZITJO,X,X,X,O,X,X,O,X,X,X,O,O
SLZITOJ,X,O,X,O,X,X,O,O,X,X,O,O
SLZIJTO,X,X,O,X,X,X,X,X,O,X,O,O
SLZIJOT,O,X,X,X,O,X,X,O,O,X,O,O
SLZIOTJ,X,O,X,X,X,X,X,O,X,X,O,O
SLZIOJT,X,X,X,X,X,X,X,O,X,X,O,O
SLZJTIO,O,X,O,O,O,X,X,O,O,X,X,X
SLZJTOI,O,X,O,O,O,X,X,O,X,X,X,X
SLZJITO,X,X,O,X,X,X,X,X,O,X,X,O
SLZJIOT,O,X,X,X,O,X,X,O,O,X,X,O
SLZJOTI,O,X,X,X,O,X,X,O,X,X,X,X
SLZJOIT,O,X,X,X,O,X,X,O,O,X,X,O
SLZOTIJ,X,O,X,O,X,X,X,O,X,X,X,O
SLZOTJI,X,O,O,O,X,X,X,O,X,X,X,X
SLZOITJ,X,O,X,X,X,X,X,O,X,X,X,O
SLZOIJT,X,X,O,X,X,X,X,O,X,X,X,O
SLZOJTI,X,X,O,X,X,X,X,O,X,X,X,X
SLZOJIT,X,X,O,X,X,X,X,O,X,X,X,O
SLOTIJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLOTIZJ,X,O,X,X,X,O,O,O,X,O,X,O
SLOTJIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLOTJZI,O,O,X,X,O,X,X,O,X,X,X,X
SLOTZIJ,X,O,X,O,X,O,X,O,X,O,X,O
SLOTZJI,X,O,O,O,X,X,X,O,X,X,X,X
SLOITJZ,O,O,X,X,O,X,X,O,X,X,O,X
SLOITZJ,X,O,X,X,X,O,O,O,X,O,O,O
SLOIJTZ,O,O,X,X,O,X,X,O,X,X,O,X
SLOIJZT,O,X,X,X,O,X,X,O,O,X,O,O
SLOIZTJ,X,O,X,X,X,O,O,O,X,X,O,O
SLOIZJT,X,X,O,X,X,X,X,O,X,X,O,O
SLOJTIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLOJTZI,O,O,O,X,O,X,X,O,X,X,X,X
SLOJITZ,O,O,X,X,O,X,X,O,X,X,X,X
SLOJIZT,O,X,X,X,O,X,X,O,O,X,X,O
SLOJZTI,O,X,O,X,O,X,X,O,X,X,X,X
SLOJZIT,O,X,O,X,O,X,X,O,O,X,X,O
SLOZTIJ,X,O,X,O,X,X,X,O,X,X,X,O
SLOZTJI,X,O,O,O,X,X,X,O,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,O,X,X,X,O
SLOZIJT,X,X,O,X,X,X,X,O,X,X,X,O
SLOZJTI,X,X,O,X,X,X,X,O,X,X,X,X
SLOZJIT,X,X,O,X,X,X,X,O,X,X,X,O
SJTILZO,X,X,X,X,O,X,O,X,O,X,X,X
SJTILOZ,O,O,X,X,O,X,X,O,X,X,X,X
SJTIZLO,O,X,O,X,X,O,O,X,O,X,X,X
SJTIZOL,O,X,O,X,O,O,O,X,O,X,X,X
SJTIOLZ,O,X,X,X,O,X,X,X,X,X,X,X
SJTIOZL,O,X,X,X,O,O,O,X,X,X,X,X
SJTLIZO,X,X,X,X,O,X,O,O,O,X,X,X
SJTLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
SJTLZIO,O,O,O,O,O,X,X,O,O,X,X,X
SJTLZOI,O,O,O,O,O,X,X,O,X,X,X,X
SJTLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
SJTLOZI,O,O,X,X,O,X,X,O,X,X,X,X
SJTZILO,O,X,O,X,X,O,X,X,O,X,X,X
SJTZIOL,O,X,O,X,O,O,X,X,O,X,X,X
SJTZLIO,O,X,O,O,O,X,X,X,O,X,X,X
SJTZLOI,O,X,O,O,O,X,X,X,X,X,X,X
SJTZOIL,O,X,O,X,O,X,X,X,O,X,X,X
SJTZOLI,O,X,O,X,O,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,O,X,X,X,X,X,X,X
SJTOIZL,O,X,X,X,O,O,O,X,X,O,X,X
SJTOLIZ,O,X,X,X,O,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,O,X,X,X,X,X,X,X
SJTOZIL,O,X,O,X,O,O,X,X,X,O,X,X
SJTOZLI,O,X,O,X,O,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,O,X,O,X,O,X,X,X
SJITLOZ,O,O,X,X,O,X,X,O,X,X,X,O
SJITZLO,O,X,O,X,X,O,O,X,O,X,X,X
SJITZOL,O,X,O,X,O,O,O,X,O,X,X,X
SJITOLZ,O,X,X,X,O,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,O,O,O,X,X,X,X,X
SJILTZO,X,X,X,X,O,X,O,X,O,X,O,X
SJILTOZ,X,O,X,X,O,X,X,O,X,X,O,O
SJILZTO,X,X,X,X,X,X,X,X,O,X,O,O
SJILZOT,X,X,X,X,O,X,X,O,O,X,O,O
SJILOTZ,O,O,X,X,O,X,X,O,X,X,O,O
SJILOZT,O,X,X,X,O,X,X,O,O,X,O,O
SJIZTLO,O,X,O,X,X,O,O,X,O,X,X,X
SJIZTOL,O,X,O,X,X,O,O,X,O,X,X,X
SJIZLTO,X,X,O,X,X,X,X,X,O,X,O,X
SJIZLOT,O,X,X,X,X,X,X,X,O,X,O,O
SJIZOTL,O,X,O,X,O,X,O,X,O,X,X,X
SJIZOLT,O,X,X,X,O,X,X,X,O,X,X,X
SJIOTLZ,O,X,X,X,O,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,O,X,O,X,X,O,X,X
SJIOLTZ,O,O,X,X,O,X,X,O,X,X,O,O
SJIOLZT,O,X,X,X,O,X,X,O,O,X,O,O
SJIOZTL,O,X,X,X,O,X,O,X,O,X,X,X
SJIOZLT,O,X,X,X,O,X,X,X,O,X,X,X
SJLTIZO,X,X,X,X,O,X,O,O,O,X,X,X
SJLTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
SJLTZIO,O,O,O,O,O,X,X,O,O,X,X,X
SJLTZOI,O,O,O,O,O,X,X,O,X,X,X,X
SJLTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
SJLTOZI,O,O,X,X,O,X,X,O,X,X,X,X
SJLITZO,X,X,X,X,O,X,O,O,O,X,X,X
SJLITOZ,X,O,X,X,O,X,X,O,X,X,X,X
SJLIZTO,X,X,X,X,X,X,X,X,O,X,X,O
SJLIZOT,X,X,X,X,O,X,X,O,O,X,X,O
SJLIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SJLIOZT,O,X,X,X,O,X,X,O,O,X,X,O
SJLZTIO,O,X,O,O,O,X,X,O,O,X,X,X
SJLZTOI,O,X,O,O,O,X,X,O,X,X,X,X
SJLZITO,X,X,O,X,X,X,X,X,O,X,X,O
SJLZIOT,O,X,X,X,O,X,X,O,O,X,X,O
SJLZOTI,O,X,X,X,O,X,X,O,X,X,X,X
SJLZOIT,O,X,X,X,O,X,X,O,O,X,X,O
SJLOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
SJLOTZI,O,O,X,X,O,X,X,O,X,X,X,X
