sequence,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?GeBfnBliB8sB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFCbBuiB?cjBXgBzhBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFufBcgB?CeBzhBXjBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?3dBcjBWnBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFGbBcjB?zfBCiB3iBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8Jex6IvhFSiBTeB?OkBXgBFnB8sB
IOTSLZJ,X,O,O,X,O,X
IOTSJLZ,X,O,O,X,O,X
IOTSJZL,X,O,O,X,O,X
IOTSZLJ,X,O,O,X,O,X
IOTSZJL,X,O,O,X,O,X
IOTZLJS,X,O,O,O,O,X
IOTZLSJ,X,O,O,O,O,X
IOTZJLS,X,O,O,O,O,X
IOTZJSL,X,O,O,O,O,X
IOTZSLJ,X,O,O,O,O,X
IOTZSJL,X,O,O,X,O,X
IOLTJSZ,O,X,X,O,O,X
IOLTJZS,O,X,X,O,O,X
IOLTSJZ,O,O,O,O,O,X
IOLTSZJ,O,O,O,O,O,X
IOLTZJS,O,O,O,O,O,X
IOLTZSJ,O,O,O,O,O,X
IOLJTSZ,O,X,X,O,O,X
IOLJTZS,O,X,X,O,O,X
IOLJSTZ,O,X,X,X,X,X
IOLJSZT,O,X,X,O,O,X
IOLJZTS,O,X,X,O,O,X
IOLJZST,O,X,X,O,O,X
IOLSTJZ,O,O,X,O,X,X
IOLSTZJ,O,O,O,O,X,X
IOLSJTZ,O,O,X,X,X,X
IOLSJZT,O,O,O,O,O,X
IOLSZTJ,O,O,O,O,X,X
IOLSZJT,O,O,O,O,O,X
IOLZTJS,O,X,O,O,O,X
IOLZTSJ,O,X,O,O,X,X
IOLZJTS,O,X,O,O,O,X
IOLZJST,O,O,O,O,O,X
IOLZSTJ,O,O,O,O,X,X
IOLZSJT,O,O,O,O,O,X
IOJTLSZ,X,X,X,X,O,X
IOJTLZS,X,X,X,X,O,X
IOJTSLZ,X,O,O,X,O,X
IOJTSZL,X,O,O,X,O,X
IOJTZLS,X,O,O,X,O,X
IOJTZSL,X,O,O,X,O,X
IOJLTSZ,O,X,X,X,O,X
IOJLTZS,O,X,X,O,O,X
IOJLSTZ,O,X,X,X,X,X
IOJLSZT,O,X,X,O,O,X
IOJLZTS,O,X,X,O,O,X
IOJLZST,O,X,X,O,O,X
IOJSTLZ,X,O,X,X,O,X
IOJSTZL,X,O,X,X,O,X
IOJSLTZ,X,O,X,X,X,X
IOJSLZT,X,O,O,X,O,X
IOJSZTL,X,O,O,X,X,X
IOJSZLT,X,O,O,X,O,X
IOJZTLS,X,X,O,X,O,X
IOJZTSL,X,O,O,X,O,X
IOJZLTS,X,X,O,O,O,X
IOJZLST,X,O,O,O,O,X
IOJZSTL,X,O,O,X,X,X
IOJZSLT,X,O,O,O,O,X
IOSTLJZ,X,O,O,X,O,X
IOSTLZJ,X,O,O,X,O,X
IOSTJLZ,X,O,O,X,O,X
IOSTJZL,X,O,O,X,O,X
IOSTZLJ,X,O,O,X,O,X
IOSTZJL,X,O,O,X,O,X
IOSLTJZ,O,O,X,X,X,X
IOSLTZJ,O,O,O,X,X,X
IOSLJTZ,O,O,X,X,X,X
IOSLJZT,O,O,O,X,O,X
IOSLZTJ,O,O,O,X,X,X
IOSLZJT,O,O,O,X,O,X
IOSJTLZ,X,O,X,X,O,X
IOSJTZL,X,O,X,X,O,X
IOSJLTZ,O,O,X,X,X,X
IOSJLZT,O,O,O,X,O,X
IOSJZTL,X,O,O,X,X,X
IOSJZLT,X,O,O,X,O,X
IOSZTLJ,O,O,O,X,X,X
IOSZTJL,O,O,O,X,X,X
IOSZLTJ,O,O,O,X,X,X
IOSZLJT,O,O,O,X,O,X
IOSZJTL,X,O,O,X,X,X
IOSZJLT,O,O,O,X,O,X
IOZTLJS,X,O,O,X,O,X
IOZTLSJ,X,O,O,X,O,X
IOZTJLS,X,O,O,X,O,X
IOZTJSL,X,O,O,X,O,X
IOZTSLJ,X,O,O,X,O,X
IOZTSJL,X,O,O,X,O,X
IOZLTJS,O,X,O,O,O,X
IOZLTSJ,O,X,O,O,X,X
IOZLJTS,O,X,O,O,O,X
IOZLJST,O,O,O,O,O,X
IOZLSTJ,O,O,O,O,X,X
IOZLSJT,O,O,O,O,O,X
IOZJTLS,X,X,O,X,O,X
IOZJTSL,X,O,O,X,O,X
IOZJLTS,O,X,O,O,O,X
IOZJLST,O,O,O,O,O,X
IOZJSTL,X,O,O,X,X,X
IOZJSLT,X,O,O,O,O,X
IOZSTLJ,O,O,O,X,X,X
IOZSTJL,O,O,O,X,X,X
IOZSLTJ,O,O,O,O,X,X
IOZSLJT,O,O,O,O,O,X
IOZSJTL,X,O,O,X,X,X
IOZSJLT,O,O,O,X,O,X
LTIJSZO,X,X,X,O,X,X
LTIJSOZ,X,X,X,O,X,X
LTIJZSO,X,X,X,O,X,X
LTIJZOS,X,X,X,O,O,X
LTIJOSZ,O,X,X,O,O,X
LTIJOZS,O,X,X,O,O,X
LTISJZO,X,O,O,O,X,X
LTISJOZ,O,O,X,O,X,X
LTISZJO,O,O,O,O,X,X
LTISZOJ,O,O,O,O,O,X
LTISOJZ,O,O,X,O,O,X
LTISOZJ,O,O,O,O,O,X
LTIZJSO,X,O,O,O,X,X
LTIZJOS,O,X,O,O,O,X
LTIZSJO,O,O,O,O,X,X
LTIZSOJ,O,O,O,O,O,X
LTIZOJS,O,X,O,O,O,X
LTIZOSJ,O,X,O,O,O,X
LTIOJSZ,O,X,X,O,O,X
LTIOJZS,O,X,X,O,O,X
LTIOSJZ,O,O,O,O,O,X
LTIOSZJ,O,O,O,O,O,X
LTIOZJS,O,O,O,O,O,X
LTIOZSJ,O,O,O,O,O,X
LTJISZO,X,X,X,O,X,X
LTJISOZ,X,X,X,O,X,X
LTJIZSO,X,X,X,O,X,X
LTJIZOS,X,X,X,O,O,X
LTJIOSZ,O,X,X,O,O,X
LTJIOZS,O,X,X,O,O,X
LTJSIZO,X,X,X,O,X,X
LTJSIOZ,X,X,X,O,X,X
LTJSZIO,X,X,X,O,X,X
LTJSZOI,X,X,X,O,X,X
LTJSOIZ,X,X,X,O,X,X
LTJSOZI,X,X,X,O,X,X
LTJZISO,X,X,X,O,X,X
LTJZIOS,X,X,X,O,O,X
LTJZSIO,X,X,X,O,X,X
LTJZSOI,X,X,X,O,X,X
LTJZOIS,X,X,X,O,O,X
LTJZOSI,X,X,X,O,O,X
LTJOISZ,O,X,X,O,O,X
LTJOIZS,O,X,X,O,O,X
LTJOSIZ,X,X,X,O,O,X
LTJOSZI,X,X,X,O,O,X
LTJOZIS,X,X,X,O,O,X
LTJOZSI,X,X,X,O,O,X
LTSIJZO,X,O,O,O,X,X
LTSIJOZ,O,O,X,O,X,X
LTSIZJO,O,O,O,O,X,X
LTSIZOJ,O,O,O,O,O,X
LTSIOJZ,O,O,X,O,O,X
LTSIOZJ,O,O,O,O,O,X
LTSJIZO,X,O,O,O,X,X
LTSJIOZ,O,O,X,O,X,X
LTSJZIO,X,O,O,O,X,X
LTSJZOI,X,O,O,O,X,X
LTSJOIZ,O,O,X,O,X,X
LTSJOZI,X,O,X,O,X,X
LTSZIJO,O,O,O,O,X,X
LTSZIOJ,O,O,O,O,O,X
LTSZJIO,O,O,O,O,X,X
LTSZJOI,O,O,O,O,X,X
LTSZOIJ,O,O,O,O,O,X
LTSZOJI,O,O,O,O,O,X
LTSOIJZ,O,O,X,O,O,X
LTSOIZJ,O,O,O,O,O,X
LTSOJIZ,O,O,X,O,O,X
LTSOJZI,X,O,X,O,O,X
LTSOZIJ,O,O,O,O,O,X
LTSOZJI,O,O,O,O,O,X
LTZIJSO,X,O,O,O,X,X
LTZIJOS,O,X,O,O,O,X
LTZISJO,O,O,O,O,X,X
LTZISOJ,O,O,O,O,O,X
LTZIOJS,O,X,O,O,O,X
LTZIOSJ,O,X,O,O,O,X
LTZJISO,X,O,O,O,X,X
LTZJIOS,O,X,O,O,O,X
LTZJSIO,X,O,O,O,X,X
LTZJSOI,X,O,O,O,X,X
LTZJOIS,O,X,O,O,O,X
LTZJOSI,X,X,O,O,O,X
LTZSIJO,O,O,O,O,X,X
LTZSIOJ,O,O,O,O,O,X
LTZSJIO,O,O,O,O,X,X
LTZSJOI,O,O,O,O,X,X
LTZSOIJ,O,O,O,O,O,X
LTZSOJI,O,O,O,O,O,X
LTZOIJS,O,X,O,O,O,X
LTZOISJ,O,X,O,O,O,X
LTZOJIS,O,X,O,O,O,X
LTZOJSI,X,X,O,O,O,X
LTZOSIJ,O,X,O,O,O,X
LTZOSJI,O,X,O,O,O,X
LTOIJSZ,O,X,X,O,O,X
LTOIJZS,O,X,X,O,O,X
LTOISJZ,O,O,O,O,O,X
LTOISZJ,O,O,O,O,O,X
LTOIZJS,O,O,O,O,O,X
LTOIZSJ,O,O,O,O,O,X
LTOJISZ,O,X,X,O,O,X
LTOJIZS,O,X,X,O,O,X
LTOJSIZ,X,X,X,O,O,X
LTOJSZI,X,X,X,O,O,X
LTOJZIS,X,X,X,O,O,X
LTOJZSI,X,X,X,O,O,X
LTOSIJZ,O,O,O,O,O,X
LTOSIZJ,O,O,O,O,O,X
LTOSJIZ,O,O,O,O,O,X
LTOSJZI,X,O,O,O,O,X
LTOSZIJ,O,O,O,O,O,X
LTOSZJI,O,O,O,O,O,X
LTOZIJS,O,O,O,O,O,X
LTOZISJ,O,O,O,O,O,X
LTOZJIS,O,O,O,O,O,X
LTOZJSI,X,O,O,O,O,X
LTOZSIJ,O,O,O,O,O,X
LTOZSJI,O,O,O,O,O,X
LITJSZO,X,X,X,O,X,X
LITJSOZ,X,X,X,O,X,X
LITJZSO,X,X,X,O,X,X
LITJZOS,X,X,X,O,O,X
LITJOSZ,O,X,X,O,O,X
LITJOZS,O,X,X,O,O,X
LITSJZO,X,O,O,O,X,X
LITSJOZ,O,O,X,O,X,X
LITSZJO,O,O,O,O,X,X
LITSZOJ,O,O,O,O,O,X
LITSOJZ,O,O,X,O,O,X
LITSOZJ,O,O,O,O,O,X
LITZJSO,X,O,O,O,X,X
LITZJOS,O,X,O,O,O,X
LITZSJO,O,O,O,O,X,X
LITZSOJ,O,O,O,O,O,X
LITZOJS,O,X,O,O,O,X
LITZOSJ,O,X,O,O,O,X
LITOJSZ,O,X,X,O,O,X
LITOJZS,O,X,X,O,O,X
LITOSJZ,O,O,O,O,O,X
LITOSZJ,O,O,O,O,O,X
LITOZJS,O,O,O,O,O,X
LITOZSJ,O,O,O,O,O,X
LIJTSZO,X,X,X,O,X,X
LIJTSOZ,X,X,X,O,X,X
LIJTZSO,X,X,X,O,X,X
LIJTZOS,X,X,X,O,X,X
LIJTOSZ,O,X,X,O,X,X
LIJTOZS,O,X,X,O,X,X
LIJSTZO,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X
LIJSZTO,O,X,X,O,X,X
LIJSZOT,O,X,X,O,X,X
LIJSOTZ,O,X,X,X,X,X
LIJSOZT,O,X,X,O,X,X
LIJZTSO,X,X,X,O,X,X
LIJZTOS,O,X,X,O,X,X
LIJZSTO,O,X,X,O,X,X
LIJZSOT,O,X,X,O,X,X
LIJZOTS,O,X,X,O,O,X
LIJZOST,O,X,X,O,O,X
LIJOTSZ,O,X,X,O,X,X
LIJOTZS,O,X,X,O,O,X
LIJOSTZ,O,X,X,X,X,X
LIJOSZT,O,X,X,O,O,X
LIJOZTS,O,X,X,O,O,X
LIJOZST,O,X,X,O,O,X
LISTJZO,X,O,X,O,X,X
LISTJOZ,O,O,X,O,X,X
LISTZJO,O,O,O,O,X,X
LISTZOJ,O,O,X,O,X,X
LISTOJZ,O,O,X,O,X,X
LISTOZJ,O,O,X,O,X,X
LISJTZO,X,O,X,X,X,X
LISJTOZ,O,O,X,X,X,X
LISJZTO,O,O,O,O,X,X
LISJZOT,O,O,O,O,X,X
LISJOTZ,O,O,X,X,X,X
LISJOZT,O,O,X,O,X,X
LISZTJO,O,O,O,X,X,X
LISZTOJ,O,O,X,O,X,X
LISZJTO,O,O,O,O,X,X
LISZJOT,O,O,O,O,X,X
LISZOTJ,O,O,X,O,X,X
LISZOJT,O,O,O,O,O,X
LISOTJZ,O,O,X,O,X,X
LISOTZJ,O,O,X,O,X,X
LISOJTZ,O,O,X,X,X,X
LISOJZT,O,O,X,O,O,X
LISOZTJ,O,O,X,O,X,X
LISOZJT,O,O,O,O,O,X
LIZTJSO,X,X,O,O,X,X
LIZTJOS,O,X,O,O,X,X
LIZTSJO,O,X,O,O,X,X
LIZTSOJ,O,X,O,O,X,X
LIZTOJS,O,X,O,O,O,X
LIZTOSJ,O,X,O,O,X,X
LIZJTSO,X,X,O,O,X,X
LIZJTOS,O,X,O,O,X,X
LIZJSTO,O,O,O,O,X,X
LIZJSOT,O,O,O,O,X,X
LIZJOTS,O,X,O,O,O,X
LIZJOST,O,X,O,O,O,X
LIZSTJO,O,O,O,X,X,X
LIZSTOJ,O,X,X,O,X,X
LIZSJTO,O,O,O,O,X,X
LIZSJOT,O,O,O,O,X,X
LIZSOTJ,O,X,X,O,X,X
LIZSOJT,O,O,O,O,O,X
LIZOTJS,O,X,O,O,O,X
LIZOTSJ,O,X,O,O,X,X
LIZOJTS,O,X,O,O,O,X
LIZOJST,O,X,O,O,O,X
LIZOSTJ,O,X,O,O,X,X
LIZOSJT,O,X,O,O,O,X
LIOTJSZ,O,X,X,O,O,X
LIOTJZS,O,X,X,O,O,X
LIOTSJZ,O,O,O,O,O,X
LIOTSZJ,O,O,O,O,O,X
LIOTZJS,O,O,O,O,O,X
LIOTZSJ,O,O,O,O,O,X
LIOJTSZ,O,X,X,O,O,X
LIOJTZS,O,X,X,O,O,X
LIOJSTZ,O,X,X,X,X,X
LIOJSZT,O,X,X,O,O,X
LIOJZTS,O,X,X,O,O,X
LIOJZST,O,X,X,O,O,X
LIOSTJZ,O,O,X,O,X,X
LIOSTZJ,O,O,O,O,X,X
LIOSJTZ,O,O,X,X,X,X
LIOSJZT,O,O,O,O,O,X
LIOSZTJ,O,O,O,O,X,X
LIOSZJT,O,O,O,O,O,X
LIOZTJS,O,X,O,O,O,X
LIOZTSJ,O,X,O,O,X,X
LIOZJTS,O,X,O,O,O,X
LIOZJST,O,O,O,O,O,X
LIOZSTJ,O,O,O,O,X,X
LIOZSJT,O,O,O,O,O,X
LJTISZO,X,X,X,O,X,X
LJTISOZ,X,X,X,O,X,X
LJTIZSO,X,X,X,O,X,X
LJTIZOS,X,X,X,O,X,X
LJTIOSZ,O,X,X,O,X,X
LJTIOZS,O,X,X,O,X,X
LJTSIZO,X,X,X,O,X,X
LJTSIOZ,X,X,X,O,X,X
LJTSZIO,X,X,X,O,X,X
LJTSZOI,X,X,X,O,X,X
LJTSOIZ,X,X,X,O,X,X
LJTSOZI,X,X,X,O,X,X
LJTZISO,X,X,X,O,X,X
LJTZIOS,X,X,X,O,X,X
LJTZSIO,X,X,X,O,X,X
LJTZSOI,X,X,X,O,X,X
LJTZOIS,X,X,X,O,X,X
LJTZOSI,X,X,X,O,X,X
LJTOISZ,O,X,X,O,X,X
LJTOIZS,O,X,X,O,X,X
LJTOSIZ,X,X,X,O,X,X
LJTOSZI,X,X,X,O,X,X
LJTOZIS,X,X,X,O,X,X
LJTOZSI,X,X,X,O,X,X
LJITSZO,X,X,X,O,X,X
LJITSOZ,X,X,X,O,X,X
LJITZSO,X,X,X,O,X,X
LJITZOS,X,X,X,O,X,X
LJITOSZ,O,X,X,O,X,X
LJITOZS,O,X,X,O,X,X
LJISTZO,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X
LJISZTO,O,X,X,O,X,X
LJISZOT,O,X,X,O,X,X
LJISOTZ,O,X,X,X,X,X
LJISOZT,O,X,X,O,X,X
LJIZTSO,X,X,X,O,X,O
LJIZTOS,O,X,X,O,X,O
LJIZSTO,O,X,X,O,X,X
LJIZSOT,O,X,X,O,X,X
LJIZOTS,O,X,X,O,O,X
LJIZOST,O,X,X,O,O,X
LJIOTSZ,O,X,X,O,X,X
LJIOTZS,O,X,X,O,O,X
LJIOSTZ,O,X,X,X,X,X
LJIOSZT,O,X,X,O,O,X
LJIOZTS,O,X,X,O,O,X
LJIOZST,O,X,X,O,O,X
LJSTIZO,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X
LJSIZTO,O,X,X,O,X,O
LJSIZOT,O,X,X,O,X,X
LJSIOTZ,O,X,X,X,X,X
LJSIOZT,O,X,X,O,X,X
LJSZTIO,O,X,X,O,X,O
LJSZTOI,O,X,X,O,X,O
LJSZITO,O,X,X,O,X,O
LJSZIOT,O,X,X,O,X,X
LJSZOTI,O,X,X,O,X,X
LJSZOIT,O,X,X,O,X,X
LJSOTIZ,O,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X
LJSOIZT,O,X,X,O,X,X
LJSOZTI,O,X,X,O,X,X
LJSOZIT,O,X,X,O,X,X
LJZTISO,X,X,X,O,X,O
LJZTIOS,O,X,X,O,X,O
LJZTSIO,X,X,X,O,X,O
LJZTSOI,X,X,X,O,X,O
LJZTOIS,O,X,X,O,X,O
LJZTOSI,X,X,X,O,X,O
LJZITSO,X,X,X,O,X,O
LJZITOS,O,X,X,O,X,O
LJZISTO,O,X,X,O,X,X
LJZISOT,O,X,X,O,X,X
LJZIOTS,O,X,X,O,O,X
LJZIOST,O,X,X,O,O,X
LJZSTIO,O,X,X,O,X,O
LJZSTOI,O,X,X,O,X,O
LJZSITO,O,X,X,O,X,O
LJZSIOT,O,X,X,O,X,X
LJZSOTI,O,X,X,O,X,X
LJZSOIT,O,X,X,O,X,X
LJZOTIS,O,X,X,O,O,X
LJZOTSI,X,X,X,O,X,X
LJZOITS,O,X,X,O,O,X
LJZOIST,O,X,X,O,O,X
LJZOSTI,O,X,X,O,X,X
LJZOSIT,O,X,X,O,O,X
LJOTISZ,O,X,X,O,X,X
LJOTIZS,O,X,X,O,O,X
LJOTSIZ,X,X,X,O,X,X
LJOTSZI,X,X,X,O,X,X
LJOTZIS,X,X,X,O,O,X
LJOTZSI,X,X,X,O,X,X
LJOITSZ,O,X,X,O,X,X
LJOITZS,O,X,X,O,O,X
LJOISTZ,O,X,X,X,X,X
LJOISZT,O,X,X,O,O,X
LJOIZTS,O,X,X,O,O,X
LJOIZST,O,X,X,O,O,X
LJOSTIZ,O,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X
LJOSIZT,O,X,X,O,O,X
LJOSZTI,O,X,X,O,X,X
LJOSZIT,O,X,X,O,O,X
LJOZTIS,O,X,X,O,O,X
LJOZTSI,X,X,X,O,X,X
LJOZITS,O,X,X,O,O,X
LJOZIST,O,X,X,O,O,X
LJOZSTI,O,X,X,O,X,X
LJOZSIT,O,X,X,O,O,X
LSTIJZO,X,O,X,O,X,X
LSTIJOZ,O,O,X,O,X,X
LSTIZJO,O,O,O,O,X,X
LSTIZOJ,O,O,X,O,X,X
LSTIOJZ,O,O,X,O,X,X
LSTIOZJ,O,O,X,O,X,X
LSTJIZO,X,O,X,O,X,X
LSTJIOZ,O,O,X,O,X,X
LSTJZIO,X,O,X,O,X,X
LSTJZOI,X,O,X,O,X,X
LSTJOIZ,O,O,X,O,X,X
LSTJOZI,X,O,X,O,X,X
LSTZIJO,O,O,O,O,X,X
LSTZIOJ,O,O,X,O,X,X
LSTZJIO,O,O,O,O,X,X
LSTZJOI,O,O,X,O,X,X
LSTZOIJ,O,O,X,O,X,X
LSTZOJI,O,O,X,O,X,X
LSTOIJZ,O,O,X,O,X,X
LSTOIZJ,O,O,X,O,X,X
LSTOJIZ,O,O,X,O,X,X
LSTOJZI,X,O,X,O,X,X
LSTOZIJ,O,O,X,O,X,X
LSTOZJI,O,O,X,O,X,X
LSITJZO,X,O,X,O,X,X
LSITJOZ,O,O,X,O,X,X
LSITZJO,O,O,O,O,X,X
LSITZOJ,O,O,X,O,X,X
LSITOJZ,O,O,X,O,X,X
LSITOZJ,O,O,X,O,X,X
LSIJTZO,X,O,X,X,X,X
LSIJTOZ,O,O,X,X,X,X
LSIJZTO,O,O,O,O,X,X
LSIJZOT,O,O,O,O,X,X
LSIJOTZ,O,O,X,X,X,X
LSIJOZT,O,O,X,O,X,X
LSIZTJO,O,O,O,X,X,O
LSIZTOJ,O,O,X,O,X,O
LSIZJTO,O,O,O,O,X,X
LSIZJOT,O,O,O,O,X,X
LSIZOTJ,O,O,X,O,X,X
LSIZOJT,O,O,O,O,O,X
LSIOTJZ,O,O,X,O,X,X
LSIOTZJ,O,O,X,O,X,X
LSIOJTZ,O,O,X,X,X,X
LSIOJZT,O,O,X,O,O,X
LSIOZTJ,O,O,X,O,X,X
LSIOZJT,O,O,O,O,O,X
LSJTIZO,X,O,X,X,X,X
LSJTIOZ,O,O,X,X,X,X
LSJTZIO,X,O,X,X,X,X
LSJTZOI,X,O,X,X,X,X
LSJTOIZ,O,O,X,X,X,X
LSJTOZI,X,O,X,X,X,X
LSJITZO,X,O,X,X,X,X
LSJITOZ,O,O,X,X,X,X
LSJIZTO,O,O,O,O,X,O
LSJIZOT,O,O,O,O,X,X
LSJIOTZ,O,O,X,X,X,X
LSJIOZT,O,O,X,O,X,X
LSJZTIO,O,O,O,O,X,O
LSJZTOI,O,X,X,O,X,O
LSJZITO,O,O,O,O,X,O
LSJZIOT,O,O,O,O,X,X
LSJZOTI,O,X,X,O,X,X
LSJZOIT,O,O,O,O,X,X
LSJOTIZ,O,O,X,X,X,X
LSJOTZI,X,O,X,X,X,X
LSJOITZ,O,O,X,X,X,X
LSJOIZT,O,O,X,O,X,X
LSJOZTI,O,O,X,O,X,X
LSJOZIT,O,O,X,O,X,X
LSZTIJO,O,O,O,X,X,O
LSZTIOJ,O,O,X,O,X,O
LSZTJIO,O,O,O,X,X,O
LSZTJOI,O,O,X,X,X,O
LSZTOIJ,O,O,X,O,X,O
LSZTOJI,O,O,X,X,X,O
LSZITJO,O,O,O,X,X,O
LSZITOJ,O,O,X,O,X,O
LSZIJTO,O,O,O,O,X,X
LSZIJOT,O,O,O,O,X,X
LSZIOTJ,O,O,X,O,X,X
LSZIOJT,O,O,O,O,O,X
LSZJTIO,O,O,O,O,X,O
LSZJTOI,O,X,X,O,X,O
LSZJITO,O,O,O,O,X,O
LSZJIOT,O,O,O,O,X,X
LSZJOTI,O,X,X,O,X,X
LSZJOIT,O,O,O,O,X,X
LSZOTIJ,O,O,X,O,X,X
LSZOTJI,O,O,X,X,X,X
LSZOITJ,O,O,X,O,X,X
LSZOIJT,O,O,O,O,O,X
LSZOJTI,O,O,X,O,X,X
LSZOJIT,O,O,O,O,O,X
LSOTIJZ,O,O,X,O,X,X
LSOTIZJ,O,O,X,O,X,X
LSOTJIZ,O,O,X,O,X,X
LSOTJZI,X,O,X,O,X,X
LSOTZIJ,O,O,X,O,X,X
LSOTZJI,O,O,X,O,X,X
LSOITJZ,O,O,X,O,X,X
LSOITZJ,O,O,X,O,X,X
LSOIJTZ,O,O,X,X,X,X
LSOIJZT,O,O,X,O,O,X
LSOIZTJ,O,O,X,O,X,X
LSOIZJT,O,O,O,O,O,X
LSOJTIZ,O,O,X,X,X,X
LSOJTZI,X,O,X,X,X,X
LSOJITZ,O,O,X,X,X,X
LSOJIZT,O,O,X,O,O,X
LSOJZTI,O,O,X,O,X,X
LSOJZIT,O,O,X,O,O,X
LSOZTIJ,O,O,X,O,X,X
LSOZTJI,O,O,X,X,X,X
LSOZITJ,O,O,X,O,X,X
LSOZIJT,O,O,O,O,O,X
LSOZJTI,O,O,X,O,X,X
LSOZJIT,O,O,O,O,O,X
LZTIJSO,X,X,O,O,X,O
LZTIJOS,O,X,O,O,X,O
LZTISJO,O,X,O,O,X,O
LZTISOJ,O,X,O,O,X,O
LZTIOJS,O,X,O,O,O,O
LZTIOSJ,O,X,O,O,X,O
LZTJISO,X,X,O,O,X,O
LZTJIOS,O,X,O,O,X,O
LZTJSIO,X,X,O,O,X,O
LZTJSOI,X,X,O,O,X,O
LZTJOIS,O,X,O,O,X,O
LZTJOSI,X,X,O,O,X,O
LZTSIJO,O,X,O,O,X,O
LZTSIOJ,O,X,O,O,X,O
LZTSJIO,O,X,O,O,X,O
LZTSJOI,O,X,O,O,X,O
LZTSOIJ,O,X,O,O,X,O
LZTSOJI,O,X,O,O,X,O
LZTOIJS,O,X,O,O,O,O
LZTOISJ,O,X,O,O,X,O
LZTOJIS,O,X,O,O,O,O
LZTOJSI,X,X,O,O,X,O
LZTOSIJ,O,X,O,O,X,O
LZTOSJI,O,X,O,O,X,O
LZITJSO,X,X,O,O,X,X
LZITJOS,O,X,O,O,X,X
LZITSJO,O,X,O,O,X,X
LZITSOJ,O,X,O,O,X,X
LZITOJS,O,X,O,O,O,X
LZITOSJ,O,X,O,O,X,X
LZIJTSO,X,X,O,O,X,X
LZIJTOS,O,X,O,O,X,X
LZIJSTO,O,O,O,O,X,X
LZIJSOT,O,O,O,O,X,X
LZIJOTS,O,X,O,O,O,X
LZIJOST,O,X,O,O,O,X
LZISTJO,O,O,O,X,X,X
LZISTOJ,O,X,X,O,X,X
LZISJTO,O,O,O,O,X,X
LZISJOT,O,O,O,O,X,X
LZISOTJ,O,X,X,O,X,X
LZISOJT,O,O,O,O,O,X
LZIOTJS,O,X,O,O,O,X
LZIOTSJ,O,X,O,O,X,X
LZIOJTS,O,X,O,O,O,X
LZIOJST,O,X,O,O,O,X
LZIOSTJ,O,X,O,O,X,X
LZIOSJT,O,X,O,O,O,X
LZJTISO,X,X,O,O,X,O
LZJTIOS,O,X,O,O,X,O
LZJTSIO,X,X,O,O,X,O
LZJTSOI,X,X,O,O,X,O
LZJTOIS,O,X,O,O,X,O
LZJTOSI,X,X,O,O,X,O
LZJITSO,X,X,O,O,X,O
LZJITOS,O,X,O,O,X,O
LZJISTO,O,O,O,O,X,X
LZJISOT,O,O,O,O,X,X
LZJIOTS,O,X,O,O,O,X
LZJIOST,O,X,O,O,O,X
LZJSTIO,O,O,O,O,X,O
LZJSTOI,O,X,X,O,X,O
LZJSITO,O,O,O,O,X,O
LZJSIOT,O,O,O,O,X,X
LZJSOTI,O,X,X,O,X,X
LZJSOIT,O,O,O,O,X,X
LZJOTIS,O,X,O,O,O,X
LZJOTSI,X,X,O,O,X,X
LZJOITS,O,X,O,O,O,X
LZJOIST,O,X,O,O,O,X
LZJOSTI,O,X,O,O,X,X
LZJOSIT,O,X,O,O,O,X
LZSTIJO,O,O,O,X,X,O
LZSTIOJ,O,X,X,O,X,O
LZSTJIO,O,O,O,X,X,O
LZSTJOI,O,X,X,X,X,O
LZSTOIJ,O,X,X,O,X,O
LZSTOJI,O,X,X,X,X,O
LZSITJO,O,O,O,X,X,O
LZSITOJ,O,X,X,O,X,O
LZSIJTO,O,O,O,O,X,X
LZSIJOT,O,O,O,O,X,X
LZSIOTJ,O,X,X,O,X,X
LZSIOJT,O,O,O,O,O,X
LZSJTIO,O,O,O,O,X,O
LZSJTOI,O,X,X,O,X,O
LZSJITO,O,O,O,O,X,O
LZSJIOT,O,O,O,O,X,X
LZSJOTI,O,X,X,O,X,X
LZSJOIT,O,O,O,O,X,X
LZSOTIJ,O,X,X,O,X,X
